"plh0191","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Totally disagree","1997","no migration background","Male","2113","0.459311416410594","0.444994083563502","0.473628749257687","4"
"Totally disagree","1997","no migration background","Female","2207","0.43241138060386","0.418853333489724","0.445969427717996","4"
"Totally disagree","1997","direct migration background","Male","489","0.399005514733472","0.371847903663875","0.426163125803069","4"
"Totally disagree","1997","direct migration background","Female","411","0.322057382270503","0.295869645929291","0.348245118611715","4"
"Totally disagree","1997","indirect migration background","Male","131","0.435269919194397","0.378305800246288","0.492234038142505","4"
"Totally disagree","1997","indirect migration background","Female","124","0.460245066454569","0.40165573070214","0.518834402206999","4"
"True entirely","1997","no migration background","Male","190","0.050379799969046","0.0440957722354364","0.0566638277026556","1"
"True entirely","1997","no migration background","Female","304","0.0762777451574331","0.0690133180857166","0.0835421722291496","1"
"True entirely","1997","direct migration background","Male","49","0.0493781263059706","0.0373627306436744","0.0613935219682667","1"
"True entirely","1997","direct migration background","Female","84","0.090986375485462","0.0748684834911431","0.107104267479781","1"
"True entirely","1997","indirect migration background","Male","13","","","","1"
"True entirely","1997","indirect migration background","Female","6","","","","1"
"Rather not true","1998","no migration background","Male","","","","","3"
"Rather not true","1998","direct migration background","Male","","","","","3"
"Rather not true","1998","no migration background","Female","","","","","3"
"Rather not true","1998","direct migration background","Female","","","","","3"
"Rather not true","1998","indirect migration background","Male","","","","","3"
"Rather not true","1998","indirect migration background","Female","","","","","3"
"Tends to agree","1998","no migration background","Female","","","","","2"
"Tends to agree","1998","no migration background","Male","","","","","2"
"Tends to agree","1998","direct migration background","Male","","","","","2"
"Tends to agree","1998","direct migration background","Female","","","","","2"
"Tends to agree","1998","indirect migration background","Male","","","","","2"
"Tends to agree","1998","indirect migration background","Female","","","","","2"
"Totally disagree","1998","no migration background","Male","","","","","4"
"Totally disagree","1998","no migration background","Female","","","","","4"
"Totally disagree","1998","direct migration background","Male","","","","","4"
"Totally disagree","1998","direct migration background","Female","","","","","4"
"Totally disagree","1998","indirect migration background","Male","","","","","4"
"Totally disagree","1998","indirect migration background","Female","","","","","4"
"True entirely","1998","no migration background","Male","","","","","1"
"True entirely","1998","no migration background","Female","","","","","1"
"True entirely","1998","direct migration background","Male","","","","","1"
"True entirely","1998","direct migration background","Female","","","","","1"
"True entirely","1998","indirect migration background","Male","","","","","1"
"True entirely","1998","indirect migration background","Female","","","","","1"
"Rather not true","1999","no migration background","Male","","","","","3"
"Rather not true","1999","no migration background","Female","","","","","3"
"Rather not true","1999","direct migration background","Male","","","","","3"
"Rather not true","1999","direct migration background","Female","","","","","3"
"Rather not true","1999","indirect migration background","Male","","","","","3"
"Rather not true","1999","indirect migration background","Female","","","","","3"
"Tends to agree","1999","no migration background","Male","","","","","2"
"Tends to agree","1999","no migration background","Female","","","","","2"
"Tends to agree","1999","direct migration background","Male","","","","","2"
"Tends to agree","1999","indirect migration background","Male","","","","","2"
"Tends to agree","1999","direct migration background","Female","","","","","2"
"Tends to agree","1999","indirect migration background","Female","","","","","2"
"Totally disagree","1999","no migration background","Male","","","","","4"
"Totally disagree","1999","direct migration background","Male","","","","","4"
"Totally disagree","1999","no migration background","Female","","","","","4"
"Totally disagree","1999","direct migration background","Female","","","","","4"
"Totally disagree","1999","indirect migration background","Male","","","","","4"
"Totally disagree","1999","indirect migration background","Female","","","","","4"
"True entirely","1999","no migration background","Male","","","","","1"
"True entirely","1999","no migration background","Female","","","","","1"
"True entirely","1999","direct migration background","Male","","","","","1"
"True entirely","1999","direct migration background","Female","","","","","1"
"True entirely","1999","indirect migration background","Male","","","","","1"
"True entirely","1999","indirect migration background","Female","","","","","1"
"Rather not true","2000","no migration background","Male","","","","","3"
"Rather not true","2000","no migration background","Female","","","","","3"
"Rather not true","2000","direct migration background","Female","","","","","3"
"Rather not true","2000","direct migration background","Male","","","","","3"
"Rather not true","2000","indirect migration background","Female","","","","","3"
"Rather not true","2000","indirect migration background","Male","","","","","3"
"Tends to agree","2000","no migration background","Male","","","","","2"
"Tends to agree","2000","direct migration background","Male","","","","","2"
"Tends to agree","2000","no migration background","Female","","","","","2"
"Tends to agree","2000","direct migration background","Female","","","","","2"
"Tends to agree","2000","indirect migration background","Male","","","","","2"
"Tends to agree","2000","indirect migration background","Female","","","","","2"
"Totally disagree","2000","no migration background","Male","","","","","4"
"Totally disagree","2000","no migration background","Female","","","","","4"
"Totally disagree","2000","direct migration background","Male","","","","","4"
"Totally disagree","2000","direct migration background","Female","","","","","4"
"Totally disagree","2000","indirect migration background","Male","","","","","4"
"Totally disagree","2000","indirect migration background","Female","","","","","4"
"True entirely","2000","no migration background","Male","","","","","1"
"True entirely","2000","no migration background","Female","","","","","1"
"True entirely","2000","direct migration background","Male","","","","","1"
"True entirely","2000","direct migration background","Female","","","","","1"
"True entirely","2000","indirect migration background","Male","","","","","1"
"True entirely","2000","indirect migration background","Female","","","","","1"
"Rather not true","2001","no migration background","Male","","","","","3"
"Rather not true","2001","no migration background","Female","","","","","3"
"Rather not true","2001","direct migration background","Male","","","","","3"
"Rather not true","2001","direct migration background","Female","","","","","3"
"Rather not true","2001","indirect migration background","Female","","","","","3"
"Rather not true","2001","indirect migration background","Male","","","","","3"
"Tends to agree","2001","no migration background","Male","","","","","2"
"Tends to agree","2001","direct migration background","Male","","","","","2"
"Tends to agree","2001","no migration background","Female","","","","","2"
"Tends to agree","2001","direct migration background","Female","","","","","2"
"Tends to agree","2001","indirect migration background","Male","","","","","2"
"Tends to agree","2001","indirect migration background","Female","","","","","2"
"Totally disagree","2001","no migration background","Female","","","","","4"
"Totally disagree","2001","no migration background","Male","","","","","4"
"Totally disagree","2001","direct migration background","Male","","","","","4"
"Totally disagree","2001","direct migration background","Female","","","","","4"
"Totally disagree","2001","indirect migration background","Male","","","","","4"
"Totally disagree","2001","indirect migration background","Female","","","","","4"
"True entirely","2001","no migration background","Male","","","","","1"
"True entirely","2001","no migration background","Female","","","","","1"
"True entirely","2001","direct migration background","Male","","","","","1"
"True entirely","2001","direct migration background","Female","","","","","1"
"True entirely","2001","indirect migration background","Male","","","","","1"
"True entirely","2001","indirect migration background","Female","","","","","1"
"Rather not true","2002","no migration background","Male","","","","","3"
"Rather not true","2002","no migration background","Female","","","","","3"
"Rather not true","2002","direct migration background","Male","","","","","3"
"Rather not true","2002","direct migration background","Female","","","","","3"
"Rather not true","2002","indirect migration background","Male","","","","","3"
"Rather not true","2002","indirect migration background","Female","","","","","3"
"Tends to agree","2002","no migration background","Male","","","","","2"
"Tends to agree","2002","no migration background","Female","","","","","2"
"Tends to agree","2002","direct migration background","Male","","","","","2"
"Tends to agree","2002","direct migration background","Female","","","","","2"
"Tends to agree","2002","indirect migration background","Male","","","","","2"
"Tends to agree","2002","indirect migration background","Female","","","","","2"
"Totally disagree","2002","no migration background","Male","","","","","4"
"Totally disagree","2002","no migration background","Female","","","","","4"
"Totally disagree","2002","direct migration background","Male","","","","","4"
"Totally disagree","2002","direct migration background","Female","","","","","4"
"Totally disagree","2002","indirect migration background","Male","","","","","4"
"Totally disagree","2002","indirect migration background","Female","","","","","4"
"True entirely","2002","no migration background","Male","","","","","1"
"True entirely","2002","no migration background","Female","","","","","1"
"True entirely","2002","direct migration background","Male","","","","","1"
"True entirely","2002","direct migration background","Female","","","","","1"
"True entirely","2002","indirect migration background","Male","","","","","1"
"True entirely","2002","indirect migration background","Female","","","","","1"
"Rather not true","2003","no migration background","Male","","","","","3"
"Rather not true","2003","no migration background","Female","","","","","3"
"Rather not true","2003","direct migration background","Male","","","","","3"
"Rather not true","2003","direct migration background","Female","","","","","3"
"Rather not true","2003","indirect migration background","Male","","","","","3"
"Rather not true","2003","indirect migration background","Female","","","","","3"
"Tends to agree","2003","no migration background","Male","","","","","2"
"Tends to agree","2003","no migration background","Female","","","","","2"
"Tends to agree","2003","direct migration background","Female","","","","","2"
"Tends to agree","2003","direct migration background","Male","","","","","2"
"Tends to agree","2003","indirect migration background","Male","","","","","2"
"Tends to agree","2003","indirect migration background","Female","","","","","2"
"Totally disagree","2003","no migration background","Male","","","","","4"
"Totally disagree","2003","no migration background","Female","","","","","4"
"Totally disagree","2003","direct migration background","Male","","","","","4"
"Totally disagree","2003","direct migration background","Female","","","","","4"
"Totally disagree","2003","indirect migration background","Male","","","","","4"
"Totally disagree","2003","indirect migration background","Female","","","","","4"
"True entirely","2003","no migration background","Male","","","","","1"
"True entirely","2003","no migration background","Female","","","","","1"
"True entirely","2003","direct migration background","Female","","","","","1"
"True entirely","2003","direct migration background","Male","","","","","1"
"True entirely","2003","indirect migration background","Female","","","","","1"
"True entirely","2003","indirect migration background","Male","","","","","1"
"Rather not true","2004","no migration background","Male","","","","","3"
"Rather not true","2004","no migration background","Female","","","","","3"
"Rather not true","2004","direct migration background","Male","","","","","3"
"Rather not true","2004","direct migration background","Female","","","","","3"
"Rather not true","2004","indirect migration background","Male","","","","","3"
"Rather not true","2004","indirect migration background","Female","","","","","3"
"Tends to agree","2004","no migration background","Male","","","","","2"
"Tends to agree","2004","no migration background","Female","","","","","2"
"Tends to agree","2004","direct migration background","Male","","","","","2"
"Tends to agree","2004","direct migration background","Female","","","","","2"
"Tends to agree","2004","indirect migration background","Male","","","","","2"
"Tends to agree","2004","indirect migration background","Female","","","","","2"
"Totally disagree","2004","no migration background","Male","","","","","4"
"Totally disagree","2004","no migration background","Female","","","","","4"
"Totally disagree","2004","direct migration background","Male","","","","","4"
"Totally disagree","2004","direct migration background","Female","","","","","4"
"Totally disagree","2004","indirect migration background","Male","","","","","4"
"Totally disagree","2004","indirect migration background","Female","","","","","4"
"True entirely","2004","no migration background","Male","","","","","1"
"True entirely","2004","no migration background","Female","","","","","1"
"True entirely","2004","direct migration background","Male","","","","","1"
"True entirely","2004","direct migration background","Female","","","","","1"
"True entirely","2004","indirect migration background","Male","","","","","1"
"True entirely","2004","indirect migration background","Female","","","","","1"
"Rather not true","2005","no migration background","Male","","","","","3"
"Rather not true","2005","no migration background","Female","","","","","3"
"Rather not true","2005","direct migration background","Female","","","","","3"
"Rather not true","2005","direct migration background","Male","","","","","3"
"Rather not true","2005","indirect migration background","Male","","","","","3"
"Rather not true","2005","indirect migration background","Female","","","","","3"
"Tends to agree","2005","no migration background","Male","","","","","2"
"Tends to agree","2005","no migration background","Female","","","","","2"
"Tends to agree","2005","direct migration background","Male","","","","","2"
"Tends to agree","2005","direct migration background","Female","","","","","2"
"Tends to agree","2005","indirect migration background","Male","","","","","2"
"Tends to agree","2005","indirect migration background","Female","","","","","2"
"Totally disagree","2005","no migration background","Female","","","","","4"
"Totally disagree","2005","no migration background","Male","","","","","4"
"Totally disagree","2005","direct migration background","Female","","","","","4"
"Totally disagree","2005","direct migration background","Male","","","","","4"
"Totally disagree","2005","indirect migration background","Male","","","","","4"
"Totally disagree","2005","indirect migration background","Female","","","","","4"
"True entirely","2005","no migration background","Male","","","","","1"
"True entirely","2005","no migration background","Female","","","","","1"
"True entirely","2005","direct migration background","Male","","","","","1"
"True entirely","2005","direct migration background","Female","","","","","1"
"True entirely","2005","indirect migration background","Male","","","","","1"
"True entirely","2005","indirect migration background","Female","","","","","1"
"Rather not true","2006","no migration background","Male","","","","","3"
"Rather not true","2006","no migration background","Female","","","","","3"
"Rather not true","2006","direct migration background","Male","","","","","3"
"Rather not true","2006","direct migration background","Female","","","","","3"
"Rather not true","2006","indirect migration background","Male","","","","","3"
"Rather not true","2006","indirect migration background","Female","","","","","3"
"Tends to agree","2006","no migration background","Male","","","","","2"
"Tends to agree","2006","no migration background","Female","","","","","2"
"Tends to agree","2006","direct migration background","Male","","","","","2"
"Tends to agree","2006","direct migration background","Female","","","","","2"
"Tends to agree","2006","indirect migration background","Male","","","","","2"
"Tends to agree","2006","indirect migration background","Female","","","","","2"
"Totally disagree","2006","no migration background","Male","","","","","4"
"Totally disagree","2006","no migration background","Female","","","","","4"
"Totally disagree","2006","direct migration background","Male","","","","","4"
"Totally disagree","2006","direct migration background","Female","","","","","4"
"Totally disagree","2006","indirect migration background","Male","","","","","4"
"Totally disagree","2006","indirect migration background","Female","","","","","4"
"True entirely","2006","no migration background","Male","","","","","1"
"True entirely","2006","no migration background","Female","","","","","1"
"True entirely","2006","direct migration background","Male","","","","","1"
"True entirely","2006","direct migration background","Female","","","","","1"
"True entirely","2006","indirect migration background","Male","","","","","1"
"True entirely","2006","indirect migration background","Female","","","","","1"
"Rather not true","2007","no migration background","Male","","","","","3"
"Rather not true","2007","no migration background","Female","","","","","3"
"Rather not true","2007","direct migration background","Male","","","","","3"
"Rather not true","2007","indirect migration background","Male","","","","","3"
"Rather not true","2007","direct migration background","Female","","","","","3"
"Rather not true","2007","indirect migration background","Female","","","","","3"
"Tends to agree","2007","no migration background","Female","","","","","2"
"Tends to agree","2007","no migration background","Male","","","","","2"
"Tends to agree","2007","direct migration background","Male","","","","","2"
"Tends to agree","2007","direct migration background","Female","","","","","2"
"Tends to agree","2007","indirect migration background","Male","","","","","2"
"Tends to agree","2007","indirect migration background","Female","","","","","2"
"Totally disagree","2007","no migration background","Male","","","","","4"
"Totally disagree","2007","no migration background","Female","","","","","4"
"Totally disagree","2007","direct migration background","Male","","","","","4"
"Totally disagree","2007","direct migration background","Female","","","","","4"
"Totally disagree","2007","indirect migration background","Male","","","","","4"
"Totally disagree","2007","indirect migration background","Female","","","","","4"
"True entirely","2007","no migration background","Male","","","","","1"
"True entirely","2007","no migration background","Female","","","","","1"
