"plh0191","year","sampreg","n","percent","lower_confidence","upper_confidence"
"Rather not true","1993","West Germany","2994","0.327014417527028","0.317448603400475","0.336580231653581"
"Rather not true","1993","East Germany","1553","0.383902446299391","0.368482077729463","0.399322814869319"
"Totally disagree","1993","West Germany","4261","0.454819863199915","0.444666139736523","0.464973586663306"
"Totally disagree","1993","East Germany","1145","0.282672811600585","0.268395046340896","0.296950576860273"
"True entirely","1994","West Germany","","","",""
"True entirely","1994","East Germany","","","",""
"Tends to agree","1994","West Germany","","","",""
"Tends to agree","1994","East Germany","","","",""
"Rather not true","1994","West Germany","","","",""
"Rather not true","1994","East Germany","","","",""
"Totally disagree","1994","West Germany","","","",""
"Totally disagree","1994","East Germany","","","",""
"True entirely","1995","West Germany","472","0.0569060636201824","0.0522675722111411","0.0615445550292237"
"True entirely","1995","East Germany","237","0.0906782771496748","0.081395653290694","0.0999609010086555"
"Tends to agree","1995","West Germany","1153","0.120615435752564","0.114094485726619","0.12713638577851"
"Tends to agree","1995","East Germany","697","0.202806895679935","0.189808688196467","0.215805103163402"
"Rather not true","1995","West Germany","3149","0.328630779937577","0.319225865696891","0.338035694178264"
"Rather not true","1995","East Germany","1493","0.384477420158539","0.36875143889295","0.400203401424128"
"Totally disagree","1995","West Germany","4808","0.493847720689676","0.483837189270698","0.503858252108654"
"Totally disagree","1995","East Germany","1249","0.322037407011852","0.306932558771018","0.337142255252686"
"True entirely","1996","West Germany","388","0.0453020579374494","0.0410887293875624","0.0495153864873365"
"True entirely","1996","East Germany","213","0.0712936273201887","0.0629868036034257","0.0796004510369517"
"Tends to agree","1996","West Germany","1131","0.12644950109125","0.119716077511466","0.133182924671034"
"Tends to agree","1996","East Germany","688","0.20874057279477","0.195620588666223","0.221860556923317"
"Rather not true","1996","West Germany","3438","0.368965951629297","0.359190138090512","0.378741765168082"
"Rather not true","1996","East Germany","1648","0.424355525600466","0.408399948148005","0.440311103052928"
"Totally disagree","1996","West Germany","4402","0.459282489342004","0.449186275784653","0.469378702899355"
"Totally disagree","1996","East Germany","1137","0.295610274284575","0.280879122846968","0.310341425722182"
"True entirely","1997","West Germany","433","0.062476486007671","0.0575267557130662","0.0674262163022757"
"True entirely","1997","East Germany","213","0.0725567407289707","0.0641296056237036","0.0809838758342379"
"Tends to agree","1997","West Germany","1237","0.135626458831137","0.128623926913326","0.142628990748947"
"Tends to agree","1997","East Germany","633","0.181935463519674","0.169402612906638","0.194468314132711"
"Rather not true","1997","West Germany","3259","0.343332811297625","0.333621844557753","0.353043778037497"
"Rather not true","1997","East Germany","1574","0.41840795820039","0.402382642461541","0.434433273939239"
"Totally disagree","1997","West Germany","4255","0.458564243863567","0.448373504038381","0.468754983688754"
"Totally disagree","1997","East Germany","1220","0.327099837550965","0.311858858013821","0.34234081708811"
"True entirely","1998","West Germany","","","",""
"True entirely","1998","East Germany","","","",""
"Tends to agree","1998","West Germany","","","",""
"Tends to agree","1998","East Germany","","","",""
"Rather not true","1998","West Germany","","","",""
"Rather not true","1998","East Germany","","","",""
"Totally disagree","1998","West Germany","","","",""
"Totally disagree","1998","East Germany","","","",""
"True entirely","1999","West Germany","","","",""
"True entirely","1999","East Germany","","","",""
"Tends to agree","1999","West Germany","","","",""
"Tends to agree","1999","East Germany","","","",""
"Rather not true","1999","West Germany","","","",""
"Rather not true","1999","East Germany","","","",""
"Totally disagree","1999","West Germany","","","",""
"Totally disagree","1999","East Germany","","","",""
"True entirely","2000","West Germany","","","",""
"True entirely","2000","East Germany","","","",""
"Tends to agree","2000","West Germany","","","",""
"Tends to agree","2000","East Germany","","","",""
"Rather not true","2000","West Germany","","","",""
"Rather not true","2000","East Germany","","","",""
"Totally disagree","2000","West Germany","","","",""
"Totally disagree","2000","East Germany","","","",""
"True entirely","2001","West Germany","","","",""
"True entirely","2001","East Germany","","","",""
"Tends to agree","2001","West Germany","","","",""
"Tends to agree","2001","East Germany","","","",""
"Rather not true","2001","West Germany","","","",""
"Rather not true","2001","East Germany","","","",""
"Totally disagree","2001","West Germany","","","",""
"Totally disagree","2001","East Germany","","","",""
"True entirely","2002","West Germany","","","",""
"True entirely","2002","East Germany","","","",""
"Tends to agree","2002","West Germany","","","",""
"Tends to agree","2002","East Germany","","","",""
"Rather not true","2002","West Germany","","","",""
"Rather not true","2002","East Germany","","","",""
"Totally disagree","2002","West Germany","","","",""
"Totally disagree","2002","East Germany","","","",""
"True entirely","2003","West Germany","","","",""
"True entirely","2003","East Germany","","","",""
"Tends to agree","2003","West Germany","","","",""
"Tends to agree","2003","East Germany","","","",""
"Rather not true","2003","West Germany","","","",""
"Rather not true","2003","East Germany","","","",""
"Totally disagree","2003","West Germany","","","",""
"Totally disagree","2003","East Germany","","","",""
"True entirely","2004","West Germany","","","",""
"True entirely","2004","East Germany","","","",""
"Tends to agree","2004","West Germany","","","",""
"Tends to agree","2004","East Germany","","","",""
"Rather not true","2004","West Germany","","","",""
"Rather not true","2004","East Germany","","","",""
"Totally disagree","2004","West Germany","","","",""
"Totally disagree","2004","East Germany","","","",""
"True entirely","2005","West Germany","","","",""
"True entirely","2005","East Germany","","","",""
"Tends to agree","2005","West Germany","","","",""
"Tends to agree","2005","East Germany","","","",""
"Rather not true","2005","West Germany","","","",""
"Rather not true","2005","East Germany","","","",""
"Totally disagree","2005","West Germany","","","",""
"Totally disagree","2005","East Germany","","","",""
"True entirely","2006","West Germany","","","",""
"True entirely","2006","East Germany","","","",""
"Tends to agree","2006","West Germany","","","",""
"Tends to agree","2006","East Germany","","","",""
"Rather not true","2006","West Germany","","","",""
"Rather not true","2006","East Germany","","","",""
"Totally disagree","2006","West Germany","","","",""
"Totally disagree","2006","East Germany","","","",""
"True entirely","2007","West Germany","","","",""
"True entirely","2007","East Germany","","","",""
"Tends to agree","2007","West Germany","","","",""
"Tends to agree","2007","East Germany","","","",""
"Rather not true","2007","West Germany","","","",""
"Rather not true","2007","East Germany","","","",""
"Totally disagree","2007","West Germany","","","",""
"Totally disagree","2007","East Germany","","","",""
"True entirely","2008","West Germany","623","0.0474352935388678","0.043978264637691","0.0508923224400447"
"True entirely","2008","East Germany","239","0.0562173481252619","0.0496819951896117","0.0627527010609122"
"Tends to agree","2008","West Germany","1843","0.140988219238275","0.135328486241071","0.146647952235479"
"Tends to agree","2008","East Germany","798","0.180637175645905","0.169721777829451","0.191552573462359"
"Rather not true","2008","West Germany","5148","0.368111817584813","0.360268226079661","0.375955409089964"
"Rather not true","2008","East Germany","2053","0.419907762899581","0.405904689921999","0.433910835877163"
"Totally disagree","2008","West Germany","6910","0.443464669638044","0.435385237199806","0.451544102076283"
"Totally disagree","2008","East Germany","1682","0.343237713329252","0.329766724479131","0.356708702179374"
"True entirely","2009","West Germany","","","",""
"True entirely","2009","East Germany","","","",""
"Tends to agree","2009","West Germany","","","",""
"Tends to agree","2009","East Germany","","","",""
"Rather not true","2009","West Germany","","","",""
"Rather not true","2009","East Germany","","","",""
"Totally disagree","2009","West Germany","","","",""
"Totally disagree","2009","East Germany","","","",""
"True entirely","2010","West Germany","","","",""
"True entirely","2010","East Germany","","","",""
"Tends to agree","2010","West Germany","","","",""
"Tends to agree","2010","East Germany","","","",""
"Rather not true","2010","West Germany","","","",""
"Rather not true","2010","East Germany","","","",""
"Totally disagree","2010","West Germany","","","",""
"Totally disagree","2010","East Germany","","","",""
"True entirely","2011","West Germany","","","",""
"True entirely","2011","East Germany","","","",""
"Tends to agree","2011","West Germany","","","",""
"Tends to agree","2011","East Germany","","","",""
"Rather not true","2011","West Germany","","","",""
"Rather not true","2011","East Germany","","","",""
"Totally disagree","2011","West Germany","","","",""
"Totally disagree","2011","East Germany","","","",""
"True entirely","2012","West Germany","","","",""
"True entirely","2012","East Germany","","","",""
"Tends to agree","2012","West Germany","","","",""
"Tends to agree","2012","East Germany","","","",""
"Rather not true","2012","West Germany","","","",""
"Rather not true","2012","East Germany","","","",""
"Totally disagree","2012","West Germany","","","",""
"Totally disagree","2012","East Germany","","","",""
"True entirely","2013","West Germany","622","0.0476664429161102","0.0441832679199","0.0511496179123203"
"True entirely","2013","East Germany","204","0.0534692470668495","0.0468705717747058","0.0600679223589932"
"Tends to agree","2013","West Germany","1238","0.0914313890824438","0.0867194366064384","0.0961433415584492"
"Tends to agree","2013","East Germany","549","0.133815320489646","0.123829229297706","0.143801411681585"
"Rather not true","2013","West Germany","4436","0.315790599482057","0.308191388619441","0.323389810344672"
"Rather not true","2013","East Germany","1680","0.376595636855835","0.362383482350352","0.390807791361319"
"Totally disagree","2013","West Germany","8077","0.545111568519389","0.536970722810714","0.553252414228065"
"Totally disagree","2013","East Germany","2032","0.436119795587669","0.421574127156709","0.45066546401863"
"True entirely","2014","West Germany","","","",""
"True entirely","2014","East Germany","","","",""
"Tends to agree","2014","West Germany","","","",""
"Tends to agree","2014","East Germany","","","",""
"Rather not true","2014","West Germany","","","",""
"Rather not true","2014","East Germany","","","",""
"Totally disagree","2014","West Germany","","","",""
"Totally disagree","2014","East Germany","","","",""
"True entirely","2015","West Germany","","","",""
"True entirely","2015","East Germany","","","",""
"Tends to agree","2015","West Germany","","","",""
"Tends to agree","2015","East Germany","","","",""
"Rather not true","2015","West Germany","","","",""
"Rather not true","2015","East Germany","","","",""
"Totally disagree","2015","West Germany","","","",""
"Totally disagree","2015","East Germany","","","",""
"True entirely","2016","West Germany","","","",""
"True entirely","2016","East Germany","","","",""
"Tends to agree","2016","West Germany","","","",""
"Tends to agree","2016","East Germany","","","",""
"Rather not true","2016","West Germany","","","",""
"Rather not true","2016","East Germany","","","",""
"Totally disagree","2016","West Germany","","","",""
"Totally disagree","2016","East Germany","","","",""
"True entirely","2017","West Germany","","","",""
"True entirely","2017","East Germany","","","",""
"Tends to agree","2017","West Germany","","","",""
"Tends to agree","2017","East Germany","","","",""
"Rather not true","2017","West Germany","","","",""
"Rather not true","2017","East Germany","","","",""
"Totally disagree","2017","West Germany","","","",""
"Totally disagree","2017","East Germany","","","",""
"True entirely","2018","West Germany","884","0.0450002660950829","0.0421313790871959","0.0478691531029698"
"True entirely","2018","East Germany","241","0.0476256133859319","0.0419909862277947","0.0532602405440691"
"Tends to agree","2018","West Germany","2110","0.113094973273706","0.108712043755211","0.117477902792201"
"Tends to agree","2018","East Germany","660","0.126993572697428","0.118184288300252","0.135802857094604"
"Rather not true","2018","West Germany","6886","0.346351965619957","0.339767279380514","0.352936651859401"
"Rather not true","2018","East Germany","2121","0.399622117737628","0.386662919288167","0.41258131618709"
"Totally disagree","2018","West Germany","10178","0.495552795011254","0.488633575598735","0.502472014423773"
"Totally disagree","2018","East Germany","2466","0.425758696179012","0.412676820522874","0.43884057183515"
