"plh0191","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1992","16-34 y.","direct migration background","33","0.260779600463496","0.184418881296362","0.337140319630631","3"
"Rather not true","1992","16-34 y.","no migration background","1248","0.316608571045649","0.301726790139333","0.331490351951965","3"
"Rather not true","1992","35-65 y.","no migration background","1712","0.307481506235709","0.29502176050828","0.319941251963138","3"
"Rather not true","1992","35-65 y.","direct migration background","103","0.274090200440257","0.226953741504946","0.321226659375568","3"
"Rather not true","1992","66 and older","direct migration background","31","0.285109944176419","0.197922230517634","0.372297657835204","3"
"Rather not true","1992","66 and older","indirect migration background","","","","","3"
"Rather not true","1992","16-34 y.","indirect migration background","17","","","","3"
"Rather not true","1992","35-65 y.","indirect migration background","6","","","","3"
"Rather not true","1992","66 and older","no migration background","361","0.276010154559368","0.251812375180596","0.300207933938141","3"
"Tends to agree","1992","16-34 y.","no migration background","388","0.0931470912747977","0.083848612955344","0.102445569594251","2"
"Tends to agree","1992","66 and older","direct migration background","19","","","","2"
"Tends to agree","1992","16-34 y.","direct migration background","13","","","","2"
"Tends to agree","1992","16-34 y.","indirect migration background","6","","","","2"
"Tends to agree","1992","35-65 y.","no migration background","819","0.135352256178875","0.126115141238464","0.144589371119285","2"
"Tends to agree","1992","35-65 y.","direct migration background","49","0.131482018870806","0.0957718866031786","0.167192151138433","2"
"Tends to agree","1992","35-65 y.","indirect migration background","1","","","","2"
"Tends to agree","1992","66 and older","no migration background","317","0.234697491366956","0.211756217078612","0.2576387656553","2"
"Tends to agree","1992","66 and older","indirect migration background","","","","","2"
"Totally disagree","1992","16-34 y.","direct migration background","76","0.575477084368917","0.489514232111694","0.661439936626141","4"
"Totally disagree","1992","16-34 y.","no migration background","2002","0.56012848380229","0.544247933127485","0.576009034477095","4"
"Totally disagree","1992","16-34 y.","indirect migration background","32","0.565896445625995","0.437226885236393","0.694566006015597","4"
"Totally disagree","1992","35-65 y.","no migration background","2454","0.502929987397742","0.489429590414078","0.516430384381406","4"
"Totally disagree","1992","35-65 y.","direct migration background","161","0.495278725296705","0.44244399291459","0.54811345767882","4"
"Totally disagree","1992","66 and older","direct migration background","42","0.430192974011858","0.334578192883098","0.525807755140618","4"
"Totally disagree","1992","66 and older","indirect migration background","1","","","","4"
"Totally disagree","1992","35-65 y.","indirect migration background","13","","","","4"
"Totally disagree","1992","66 and older","no migration background","496","0.386680035502464","0.360318775111926","0.413041295893002","4"
"True entirely","1992","16-34 y.","no migration background","115","0.0301158538772629","0.0246480071809483","0.0355837005735774","1"
"True entirely","1992","16-34 y.","direct migration background","5","","","","1"
"True entirely","1992","16-34 y.","indirect migration background","2","","","","1"
"True entirely","1992","35-65 y.","no migration background","284","0.0542362501876736","0.0481209166155396","0.0603515837598076","1"
"True entirely","1992","35-65 y.","direct migration background","31","0.0991490553922322","0.0675670553809678","0.130731055403497","1"
"True entirely","1992","35-65 y.","indirect migration background","","","","","1"
"True entirely","1992","66 and older","no migration background","137","0.102612318571212","0.0861861397129009","0.119038497429522","1"
"True entirely","1992","66 and older","direct migration background","11","","","","1"
"True entirely","1992","66 and older","indirect migration background","2","","","","1"
"Rather not true","1993","16-34 y.","direct migration background","254","0.354780515830746","0.321626456162523","0.387934575498969","3"
"Rather not true","1993","16-34 y.","no migration background","1322","0.354043289813316","0.33851624531281","0.369570334313821","3"
"Rather not true","1993","35-65 y.","no migration background","1879","0.346325486823259","0.333362176525311","0.359288797121208","3"
"Rather not true","1993","35-65 y.","direct migration background","480","0.302993303381483","0.279729417170368","0.326257189592599","3"
"Rather not true","1993","66 and older","direct migration background","34","0.191530693666141","0.130172790941808","0.252888596390474","3"
"Rather not true","1993","66 and older","indirect migration background","2","","","","3"
"Rather not true","1993","16-34 y.","indirect migration background","153","0.347385894568614","0.302947013577066","0.391824775560163","3"
"Rather not true","1993","35-65 y.","indirect migration background","9","","","","3"
"Rather not true","1993","66 and older","no migration background","414","0.316800413709053","0.291617068859628","0.341983758558479","3"
"Tends to agree","1993","16-34 y.","no migration background","403","0.103522774697846","0.0936316315029194","0.113413917892772","2"
"Tends to agree","1993","66 and older","direct migration background","50","0.268246923795598","0.199164240008754","0.337329607582442","2"
"Tends to agree","1993","16-34 y.","direct migration background","131","0.140769424984396","0.116669697751133","0.164869152217659","2"
"Tends to agree","1993","16-34 y.","indirect migration background","58","0.144370536470068","0.111567734135779","0.177173338804356","2"
"Tends to agree","1993","35-65 y.","no migration background","847","0.158150457321826","0.148209106953071","0.168091807690581","2"
"Tends to agree","1993","35-65 y.","direct migration background","338","0.223940886356981","0.202837051842109","0.245044720871853","2"
"Tends to agree","1993","35-65 y.","indirect migration background","5","","","","2"
"Tends to agree","1993","66 and older","no migration background","330","0.233321842048114","0.210427351247135","0.256216332849094","2"
"Tends to agree","1993","66 and older","indirect migration background","1","","","","2"
"Totally disagree","1993","16-34 y.","no migration background","1753","0.492290922954008","0.476058726696904","0.508523119211112","4"
"Totally disagree","1993","16-34 y.","indirect migration background","208","0.447728999022311","0.401318896460428","0.494139101584193","4"
"Totally disagree","1993","16-34 y.","direct migration background","363","0.433452748431256","0.399113400304112","0.467792096558401","4"
"Totally disagree","1993","35-65 y.","no migration background","2071","0.418427932809832","0.404987754887024","0.43186811073264","4"
"Totally disagree","1993","35-65 y.","direct migration background","552","0.404318056987538","0.37947436929779","0.429161744677286","4"
"Totally disagree","1993","66 and older","direct migration background","46","0.330584576500901","0.257233127310178","0.403936025691624","4"
"Totally disagree","1993","66 and older","indirect migration background","","","","","4"
"Totally disagree","1993","35-65 y.","indirect migration background","10","","","","4"
"Totally disagree","1993","66 and older","no migration background","403","0.321760882195836","0.296473446911278","0.347048317480393","4"
"True entirely","1993","16-34 y.","no migration background","166","0.0501430125348311","0.0430571417413556","0.0572288833283066","1"
"True entirely","1993","16-34 y.","direct migration background","52","0.0709973107536013","0.0532008954317436","0.0887937260754591","1"
"True entirely","1993","16-34 y.","indirect migration background","22","","","","1"
"True entirely","1993","35-65 y.","no migration background","378","0.0770961230450825","0.0698285832470867","0.0843636628430784","1"
"True entirely","1993","35-65 y.","direct migration background","129","0.0687477532739974","0.0559389016108272","0.0815566049371676","1"
"True entirely","1993","35-65 y.","indirect migration background","4","","","","1"
"True entirely","1993","66 and older","no migration background","164","0.128116862046997","0.11002517648642","0.146208547607574","1"
"True entirely","1993","66 and older","direct migration background","28","","","","1"
"True entirely","1993","66 and older","indirect migration background","1","","","","1"
"Rather not true","1994","16-34 y.","no migration background","","","","","3"
"Rather not true","1994","16-34 y.","direct migration background","","","","","3"
"Rather not true","1994","16-34 y.","indirect migration background","","","","","3"
"Rather not true","1994","35-65 y.","no migration background","","","","","3"
"Rather not true","1994","35-65 y.","direct migration background","","","","","3"
"Rather not true","1994","66 and older","direct migration background","","","","","3"
"Rather not true","1994","66 and older","indirect migration background","","","","","3"
"Rather not true","1994","35-65 y.","indirect migration background","","","","","3"
"Rather not true","1994","66 and older","no migration background","","","","","3"
"Tends to agree","1994","16-34 y.","no migration background","","","","","2"
"Tends to agree","1994","66 and older","direct migration background","","","","","2"
"Tends to agree","1994","35-65 y.","no migration background","","","","","2"
"Tends to agree","1994","16-34 y.","direct migration background","","","","","2"
"Tends to agree","1994","16-34 y.","indirect migration background","","","","","2"
"Tends to agree","1994","35-65 y.","direct migration background","","","","","2"
"Tends to agree","1994","35-65 y.","indirect migration background","","","","","2"
"Tends to agree","1994","66 and older","no migration background","","","","","2"
"Tends to agree","1994","66 and older","indirect migration background","","","","","2"
"Totally disagree","1994","16-34 y.","no migration background","","","","","4"
"Totally disagree","1994","16-34 y.","direct migration background","","","","","4"
"Totally disagree","1994","16-34 y.","indirect migration background","","","","","4"
"Totally disagree","1994","35-65 y.","no migration background","","","","","4"
"Totally disagree","1994","35-65 y.","direct migration background","","","","","4"
"Totally disagree","1994","35-65 y.","indirect migration background","","","","","4"
"Totally disagree","1994","66 and older","direct migration background","","","","","4"
"Totally disagree","1994","66 and older","indirect migration background","","","","","4"
"Totally disagree","1994","66 and older","no migration background","","","","","4"
"True entirely","1994","16-34 y.","no migration background","","","","","1"
"True entirely","1994","16-34 y.","direct migration background","","","","","1"
"True entirely","1994","16-34 y.","indirect migration background","","","","","1"
"True entirely","1994","35-65 y.","no migration background","","","","","1"
"True entirely","1994","35-65 y.","direct migration background","","","","","1"
"True entirely","1994","35-65 y.","indirect migration background","","","","","1"
"True entirely","1994","66 and older","no migration background","","","","","1"
"True entirely","1994","66 and older","direct migration background","","","","","1"
"True entirely","1994","66 and older","indirect migration background","","","","","1"
"Rather not true","1995","16-34 y.","direct migration background","290","0.303839228286536","0.274280665576086","0.333397790996986","3"
"Rather not true","1995","16-34 y.","no migration background","1300","0.361841473010495","0.345957939725034","0.377725006295956","3"
"Rather not true","1995","35-65 y.","no migration background","1865","0.355369097947323","0.342283180612708","0.368455015281939","3"
"Rather not true","1995","35-65 y.","direct migration background","576","0.343517469172436","0.32052717041562","0.366507767929252","3"
"Rather not true","1995","66 and older","direct migration background","54","0.215211500954812","0.159759666691721","0.270663335217903","3"
"Rather not true","1995","66 and older","indirect migration background","","","","","3"
"Rather not true","1995","16-34 y.","indirect migration background","157","0.346889816750994","0.304040103172232","0.389739530329756","3"
"Rather not true","1995","35-65 y.","indirect migration background","13","","","","3"
"Rather not true","1995","66 and older","no migration background","387","0.287582274609359","0.26312722423199","0.312037324986728","3"
"Tends to agree","1995","16-34 y.","no migration background","300","0.0803655041441767","0.0713795102063571","0.0893514980819964","2"
"Tends to agree","1995","35-65 y.","no migration background","694","0.123880577626097","0.114873331148334","0.13288782410386","2"
"Tends to agree","1995","66 and older","direct migration background","53","0.208304489996662","0.153510204281437","0.263098775711887","2"
"Tends to agree","1995","66 and older","indirect migration background","2","","","","2"
"Tends to agree","1995","16-34 y.","direct migration background","150","0.155626711392354","0.132328856823497","0.17892456596121","2"
"Tends to agree","1995","16-34 y.","indirect migration background","49","0.116035680944639","0.0872038604513387","0.14486750143794","2"
"Tends to agree","1995","35-65 y.","direct migration background","307","0.181214088240031","0.16256576561377","0.199862410866293","2"
"Tends to agree","1995","35-65 y.","indirect migration background","2","","","","2"
"Tends to agree","1995","66 and older","no migration background","293","0.216329280141588","0.194083655279451","0.238574905003726","2"
"Totally disagree","1995","16-34 y.","direct migration background","446","0.495567101771367","0.463433489277813","0.527700714264922","4"
"Totally disagree","1995","16-34 y.","no migration background","1821","0.527698458888413","0.511196851421981","0.544200066354845","4"
"Totally disagree","1995","16-34 y.","indirect migration background","253","0.517008018212145","0.472022003599821","0.561994032824469","4"
"Totally disagree","1995","35-65 y.","no migration background","2329","0.466730093538425","0.453090066780927","0.480370120295922","4"
"Totally disagree","1995","35-65 y.","direct migration background","643","0.402339389835954","0.378599308221988","0.426079471449919","4"
"Totally disagree","1995","66 and older","direct migration background","79","0.4319077431911","0.365071536512528","0.498743949869673","4"
"Totally disagree","1995","66 and older","indirect migration background","3","","","","4"
"Totally disagree","1995","35-65 y.","indirect migration background","10","","","","4"
"Totally disagree","1995","66 and older","no migration background","473","0.367123718155565","0.341081031954981","0.39316640435615","4"
"True entirely","1995","16-34 y.","no migration background","95","0.0300945639569153","0.0244473741873424","0.0357417537264882","1"
"True entirely","1995","16-34 y.","direct migration background","44","0.0449669585497435","0.031648235988446","0.0582856811110409","1"
"True entirely","1995","16-34 y.","indirect migration background","15","","","","1"
"True entirely","1995","35-65 y.","no migration background","251","0.0540202308881547","0.0478396694982431","0.0602007922780663","1"
"True entirely","1995","35-65 y.","direct migration background","113","0.0729290527515796","0.0603408019717834","0.0855173035313758","1"
"True entirely","1995","35-65 y.","indirect migration background","3","","","","1"
"True entirely","1995","66 and older","no migration background","163","0.128964727093487","0.11085660186457","0.147072852322404","1"
"True entirely","1995","66 and older","direct migration background","25","","","","1"
"True entirely","1995","66 and older","indirect migration background","","","","","1"
"Rather not true","1996","16-34 y.","no migration background","1320","0.384224473951919","0.367901061451041","0.400547886452797","3"
"Rather not true","1996","16-34 y.","direct migration background","326","0.413892883066575","0.380565624768952","0.447220141364197","3"
"Rather not true","1996","16-34 y.","indirect migration background","186","0.394675885137853","0.352171815100912","0.437179955174794","3"
"Rather not true","1996","35-65 y.","no migration background","2154","0.398776766095439","0.385432286740869","0.412121245450008","3"
"Rather not true","1996","35-65 y.","direct migration background","569","0.365383233239951","0.341270369794905","0.389496096684998","3"
"Rather not true","1996","66 and older","direct migration background","72","0.262343215996232","0.204605746077393","0.320080685915072","3"
"Rather not true","1996","66 and older","indirect migration background","2","","","","3"
"Rather not true","1996","35-65 y.","indirect migration background","17","","","","3"
"Rather not true","1996","66 and older","no migration background","440","0.334407240143253","0.308985205902733","0.359829274383774","3"
"Tends to agree","1996","16-34 y.","no migration background","314","0.0914180117779686","0.0817462591818936","0.101089764374044","2"
"Tends to agree","1996","16-34 y.","direct migration background","108","0.135178177988245","0.112042420428801","0.158313935547688","2"
"Tends to agree","1996","16-34 y.","indirect migration background","53","0.0978395095122378","0.0720041047465549","0.123674914277921","2"
"Tends to agree","1996","35-65 y.","no migration background","667","0.126014530020406","0.116970098992722","0.135058961048091","2"
"Tends to agree","1996","66 and older","direct migration background","55","0.243074417191942","0.186776558319837","0.299372276064047","2"
"Tends to agree","1996","66 and older","indirect migration background","1","","","","2"
"Tends to agree","1996","35-65 y.","direct migration background","306","0.196043056761062","0.176163310528265","0.215922802993859","2"
"Tends to agree","1996","35-65 y.","indirect migration background","1","","","","2"
"Tends to agree","1996","66 and older","no migration background","314","0.223184619924533","0.200747908183758","0.245621331665309","2"
"Totally disagree","1996","16-34 y.","indirect migration background","252","0.471213334337768","0.427805784934755","0.51462088374078","4"
"Totally disagree","1996","16-34 y.","no migration background","1694","0.499553176549832","0.482773752014927","0.516332601084737","4"
"Totally disagree","1996","16-34 y.","direct migration background","373","0.40892009070416","0.375653412756844","0.442186768651476","4"
"Totally disagree","1996","35-65 y.","no migration background","2119","0.431780397174146","0.418281185735303","0.445279608612988","4"
"Totally disagree","1996","35-65 y.","direct migration background","564","0.363121000475313","0.33904009262127","0.387201908329355","4"
"Totally disagree","1996","66 and older","direct migration background","71","0.370166321193282","0.306792914914865","0.433539727471699","4"
"Totally disagree","1996","66 and older","indirect migration background","3","","","","4"
"Totally disagree","1996","35-65 y.","indirect migration background","10","","","","4"
"Totally disagree","1996","66 and older","no migration background","453","0.356148654523277","0.330345272828003","0.381952036218551","4"
"True entirely","1996","16-34 y.","no migration background","83","0.0248043377202806","0.0195849816052857","0.0300236938352756","1"
"True entirely","1996","16-34 y.","direct migration background","32","0.0420088482410208","0.0284345231200342","0.0555831733620074","1"
"True entirely","1996","16-34 y.","indirect migration background","17","","","","1"
"True entirely","1996","35-65 y.","no migration background","232","0.0434283067100092","0.0378735627721289","0.0489830506478895","1"
"True entirely","1996","35-65 y.","direct migration background","93","0.0754527095236738","0.0622269478212275","0.0886784712261201","1"
"True entirely","1996","35-65 y.","indirect migration background","3","","","","1"
"True entirely","1996","66 and older","no migration background","116","0.0862594854089366","0.0711314322737661","0.101387538544107","1"
"True entirely","1996","66 and older","direct migration background","25","","","","1"
"True entirely","1996","66 and older","indirect migration background","","","","","1"
"Rather not true","1997","16-34 y.","direct migration background","335","0.411720588389033","0.377138484623203","0.446302692154863","3"
"Rather not true","1997","66 and older","direct migration background","75","0.303076286987234","0.244316155386309","0.361836418588159","3"
"Rather not true","1997","16-34 y.","no migration background","1272","0.373675655168736","0.357179789155927","0.390171521181546","3"
"Rather not true","1997","35-65 y.","no migration background","1987","0.366322539923624","0.35315240452879","0.379492675318458","3"
"Rather not true","1997","16-34 y.","indirect migration background","192","0.366056307160005","0.325005703797979","0.407106910522031","3"
"Rather not true","1997","35-65 y.","direct migration background","540","0.363509453684774","0.338827798608453","0.388191108761096","3"
"Rather not true","1997","35-65 y.","indirect migration background","18","","","","3"
"Rather not true","1997","66 and older","no migration background","413","0.301652310132414","0.277059440220092","0.326245180044735","3"
"Rather not true","1997","66 and older","indirect migration background","1","","","","3"
"Tends to agree","1997","66 and older","indirect migration background","2","","","","2"
"Tends to agree","1997","16-34 y.","no migration background","324","0.0974336258940176","0.0873219747289117","0.107545277059123","2"
"Tends to agree","1997","66 and older","direct migration background","63","0.249226641022855","0.193921459932314","0.304531822113396","2"
"Tends to agree","1997","35-65 y.","no migration background","679","0.130593366736288","0.121382588568098","0.139804144904479","2"
"Tends to agree","1997","16-34 y.","direct migration background","113","0.136049586753648","0.111958781639238","0.160140391868058","2"
"Tends to agree","1997","16-34 y.","indirect migration background","78","0.120688706546456","0.0929283591286064","0.148449053964306","2"
"Tends to agree","1997","35-65 y.","direct migration background","313","0.220410647458731","0.19914054020986","0.241680754707602","2"
"Tends to agree","1997","35-65 y.","indirect migration background","4","","","","2"
"Tends to agree","1997","66 and older","no migration background","294","0.200644429719794","0.179185720697031","0.222103138742557","2"
"Totally disagree","1997","16-34 y.","no migration background","1597","0.490947419546972","0.473901246843759","0.507993592250185","4"
"Totally disagree","1997","16-34 y.","direct migration background","305","0.38288581297008","0.348729129491773","0.417042496448386","4"
"Totally disagree","1997","16-34 y.","indirect migration background","240","0.461100521685445","0.418621750668434","0.503579292702457","4"
"Totally disagree","1997","35-65 y.","no migration background","2236","0.449722480553317","0.436124091156546","0.463320869950089","4"
"Totally disagree","1997","35-65 y.","direct migration background","520","0.36002713186396","0.335396880640289","0.384657383087631","4"
"Totally disagree","1997","35-65 y.","indirect migration background","11","","","","4"
"Totally disagree","1997","66 and older","direct migration background","75","0.322602235834006","0.262834097880624","0.382370373787389","4"
"Totally disagree","1997","66 and older","indirect migration background","4","","","","4"
"Totally disagree","1997","66 and older","no migration background","487","0.370367341234536","0.344492362619009","0.396242319850063","4"
"True entirely","1997","16-34 y.","no migration background","111","0.0379432993902739","0.0314285764241681","0.0444580223563797","1"
"True entirely","1997","16-34 y.","direct migration background","25","","","","1"
"True entirely","1997","16-34 y.","indirect migration background","19","","","","1"
"True entirely","1997","35-65 y.","no migration background","239","0.0533616127867706","0.0472179012189867","0.0595053243545546","1"
"True entirely","1997","35-65 y.","direct migration background","86","0.0560527669925342","0.0442497554467752","0.0678557785382933","1"
"True entirely","1997","35-65 y.","indirect migration background","","","","","1"
"True entirely","1997","66 and older","no migration background","144","0.127335918913257","0.109474372845676","0.145197464980838","1"
"True entirely","1997","66 and older","direct migration background","22","","","","1"
"True entirely","1997","66 and older","indirect migration background","","","","","1"
"Rather not true","1998","16-34 y.","direct migration background","","","","","3"
"Rather not true","1998","16-34 y.","no migration background","","","","","3"
"Rather not true","1998","35-65 y.","no migration background","","","","","3"
"Rather not true","1998","66 and older","direct migration background","","","","","3"
"Rather not true","1998","16-34 y.","indirect migration background","","","","","3"
"Rather not true","1998","35-65 y.","direct migration background","","","","","3"
"Rather not true","1998","35-65 y.","indirect migration background","","","","","3"
"Rather not true","1998","66 and older","no migration background","","","","","3"
"Rather not true","1998","66 and older","indirect migration background","","","","","3"
"Tends to agree","1998","16-34 y.","no migration background","","","","","2"
"Tends to agree","1998","35-65 y.","no migration background","","","","","2"
"Tends to agree","1998","66 and older","direct migration background","","","","","2"
"Tends to agree","1998","66 and older","indirect migration background","","","","","2"
"Tends to agree","1998","16-34 y.","direct migration background","","","","","2"
"Tends to agree","1998","16-34 y.","indirect migration background","","","","","2"
"Tends to agree","1998","35-65 y.","direct migration background","","","","","2"
"Tends to agree","1998","35-65 y.","indirect migration background","","","","","2"
"Tends to agree","1998","66 and older","no migration background","","","","","2"
"Totally disagree","1998","16-34 y.","no migration background","","","","","4"
"Totally disagree","1998","16-34 y.","direct migration background","","","","","4"
"Totally disagree","1998","35-65 y.","direct migration background","","","","","4"
"Totally disagree","1998","35-65 y.","no migration background","","","","","4"
"Totally disagree","1998","66 and older","indirect migration background","","","","","4"
"Totally disagree","1998","66 and older","direct migration background","","","","","4"
"Totally disagree","1998","16-34 y.","indirect migration background","","","","","4"
"Totally disagree","1998","35-65 y.","indirect migration background","","","","","4"
"Totally disagree","1998","66 and older","no migration background","","","","","4"
"True entirely","1998","16-34 y.","no migration background","","","","","1"
"True entirely","1998","16-34 y.","direct migration background","","","","","1"
"True entirely","1998","16-34 y.","indirect migration background","","","","","1"
"True entirely","1998","35-65 y.","no migration background","","","","","1"
"True entirely","1998","35-65 y.","direct migration background","","","","","1"
"True entirely","1998","35-65 y.","indirect migration background","","","","","1"
"True entirely","1998","66 and older","no migration background","","","","","1"
"True entirely","1998","66 and older","direct migration background","","","","","1"
"True entirely","1998","66 and older","indirect migration background","","","","","1"
"Rather not true","1999","16-34 y.","no migration background","","","","","3"
"Rather not true","1999","16-34 y.","direct migration background","","","","","3"
"Rather not true","1999","16-34 y.","indirect migration background","","","","","3"
"Rather not true","1999","35-65 y.","no migration background","","","","","3"
"Rather not true","1999","35-65 y.","direct migration background","","","","","3"
"Rather not true","1999","66 and older","direct migration background","","","","","3"
"Rather not true","1999","35-65 y.","indirect migration background","","","","","3"
"Rather not true","1999","66 and older","no migration background","","","","","3"
"Rather not true","1999","66 and older","indirect migration background","","","","","3"
"Tends to agree","1999","16-34 y.","no migration background","","","","","2"
"Tends to agree","1999","16-34 y.","direct migration background","","","","","2"
"Tends to agree","1999","16-34 y.","indirect migration background","","","","","2"
"Tends to agree","1999","35-65 y.","no migration background","","","","","2"
"Tends to agree","1999","66 and older","direct migration background","","","","","2"
"Tends to agree","1999","66 and older","indirect migration background","","","","","2"
"Tends to agree","1999","35-65 y.","direct migration background","","","","","2"
"Tends to agree","1999","35-65 y.","indirect migration background","","","","","2"
"Tends to agree","1999","66 and older","no migration background","","","","","2"
"Totally disagree","1999","16-34 y.","no migration background","","","","","4"
"Totally disagree","1999","16-34 y.","direct migration background","","","","","4"
"Totally disagree","1999","16-34 y.","indirect migration background","","","","","4"
"Totally disagree","1999","35-65 y.","no migration background","","","","","4"
"Totally disagree","1999","35-65 y.","direct migration background","","","","","4"
"Totally disagree","1999","35-65 y.","indirect migration background","","","","","4"
"Totally disagree","1999","66 and older","direct migration background","","","","","4"
"Totally disagree","1999","66 and older","indirect migration background","","","","","4"
"Totally disagree","1999","66 and older","no migration background","","","","","4"
"True entirely","1999","16-34 y.","no migration background","","","","","1"
