"plh0191","year","sex","n","percent","lower_confidence","upper_confidence"
"True entirely","1996","Male","242","0.0388247909784319","0.0340439873025122","0.0436055946543517"
"True entirely","1996","Female","359","0.0607578993606856","0.0550687451768682","0.0664470535445029"
"Tends to agree","1996","Male","803","0.128662349501618","0.120375984770204","0.136948714233032"
"Tends to agree","1996","Female","1016","0.154562226253604","0.145953278751434","0.163171173755774"
"Rather not true","1996","Male","2496","0.391288839984868","0.379210717514283","0.403366962455453"
"Rather not true","1996","Female","2590","0.368796111634829","0.357305700912463","0.380286522357195"
"Totally disagree","1996","Male","2731","0.441224019535082","0.428935671469889","0.453512367600276"
"Totally disagree","1996","Female","2808","0.415883762750882","0.404145787891583","0.42762173761018"
"True entirely","1997","Male","252","0.0507933372608681","0.0453251138038044","0.0562615607179318"
"True entirely","1997","Female","394","0.0769243856094343","0.0705101931935439","0.0833385780253247"
"Tends to agree","1997","Male","865","0.140518335683266","0.131863729767335","0.149172941599197"
"Tends to agree","1997","Female","1005","0.148146543274632","0.139595491557257","0.156697594992007"
"Rather not true","1997","Male","2344","0.358794710208876","0.34684976795571","0.370739652462043"
"Rather not true","1997","Female","2489","0.356704578786908","0.345174005538666","0.368235152035151"
"Totally disagree","1997","Male","2733","0.44989361684699","0.437504488607021","0.462282745086959"
"Totally disagree","1997","Female","2742","0.418224492329026","0.406351128521994","0.430097856136057"
"True entirely","1998","Male","","","",""
"True entirely","1998","Female","","","",""
"Tends to agree","1998","Male","","","",""
"Tends to agree","1998","Female","","","",""
"Rather not true","1998","Male","","","",""
"Rather not true","1998","Female","","","",""
"Totally disagree","1998","Male","","","",""
"Totally disagree","1998","Female","","","",""
"True entirely","1999","Male","","","",""
"True entirely","1999","Female","","","",""
"Tends to agree","1999","Male","","","",""
"Tends to agree","1999","Female","","","",""
"Rather not true","1999","Male","","","",""
"Rather not true","1999","Female","","","",""
"Totally disagree","1999","Male","","","",""
"Totally disagree","1999","Female","","","",""
"True entirely","2000","Male","","","",""
"True entirely","2000","Female","","","",""
"Tends to agree","2000","Male","","","",""
"Tends to agree","2000","Female","","","",""
"Rather not true","2000","Male","","","",""
"Rather not true","2000","Female","","","",""
"Totally disagree","2000","Male","","","",""
"Totally disagree","2000","Female","","","",""
"True entirely","2001","Male","","","",""
"True entirely","2001","Female","","","",""
"Tends to agree","2001","Male","","","",""
"Tends to agree","2001","Female","","","",""
"Rather not true","2001","Male","","","",""
"Rather not true","2001","Female","","","",""
"Totally disagree","2001","Male","","","",""
"Totally disagree","2001","Female","","","",""
"True entirely","2002","Male","","","",""
"True entirely","2002","Female","","","",""
"Tends to agree","2002","Male","","","",""
"Tends to agree","2002","Female","","","",""
"Rather not true","2002","Male","","","",""
"Rather not true","2002","Female","","","",""
"Totally disagree","2002","Male","","","",""
"Totally disagree","2002","Female","","","",""
"True entirely","2003","Male","","","",""
"True entirely","2003","Female","","","",""
"Tends to agree","2003","Male","","","",""
"Tends to agree","2003","Female","","","",""
"Rather not true","2003","Male","","","",""
"Rather not true","2003","Female","","","",""
"Totally disagree","2003","Male","","","",""
"Totally disagree","2003","Female","","","",""
"True entirely","2004","Male","","","",""
"True entirely","2004","Female","","","",""
"Tends to agree","2004","Male","","","",""
"Tends to agree","2004","Female","","","",""
"Rather not true","2004","Male","","","",""
"Rather not true","2004","Female","","","",""
"Totally disagree","2004","Male","","","",""
"Totally disagree","2004","Female","","","",""
"True entirely","2005","Male","","","",""
"True entirely","2005","Female","","","",""
"Tends to agree","2005","Male","","","",""
"Tends to agree","2005","Female","","","",""
"Rather not true","2005","Male","","","",""
"Rather not true","2005","Female","","","",""
"Totally disagree","2005","Male","","","",""
"Totally disagree","2005","Female","","","",""
"True entirely","2006","Male","","","",""
"True entirely","2006","Female","","","",""
"Tends to agree","2006","Male","","","",""
"Tends to agree","2006","Female","","","",""
"Rather not true","2006","Male","","","",""
"Rather not true","2006","Female","","","",""
"Totally disagree","2006","Male","","","",""
"Totally disagree","2006","Female","","","",""
"True entirely","2007","Male","","","",""
"True entirely","2007","Female","","","",""
"Tends to agree","2007","Male","","","",""
"Tends to agree","2007","Female","","","",""
"Rather not true","2007","Male","","","",""
"Rather not true","2007","Female","","","",""
"Totally disagree","2007","Male","","","",""
"Totally disagree","2007","Female","","","",""
"True entirely","2008","Male","369","0.0430224772067866","0.0388769291382483","0.0471680252753248"
"True entirely","2008","Female","493","0.0547982140225908","0.0503582093894945","0.0592382186556871"
"Tends to agree","2008","Male","1225","0.142215564532783","0.135079709384642","0.149351419680925"
"Tends to agree","2008","Female","1416","0.154146825050985","0.147102283447733","0.161191366654237"
"Rather not true","2008","Male","3467","0.383372279789603","0.373438712090778","0.393305847488428"
"Rather not true","2008","Female","3734","0.372333560014709","0.362902326456077","0.381764793573341"
"Totally disagree","2008","Male","4142","0.431389678470827","0.421270957402595","0.441508399539059"
"Totally disagree","2008","Female","4450","0.418721400911715","0.409096579044794","0.428346222778637"
"True entirely","2009","Male","","","",""
"True entirely","2009","Female","","","",""
"Tends to agree","2009","Male","","","",""
"Tends to agree","2009","Female","","","",""
"Rather not true","2009","Male","","","",""
"Rather not true","2009","Female","","","",""
"Totally disagree","2009","Male","","","",""
"Totally disagree","2009","Female","","","",""
"True entirely","2010","Male","","","",""
"True entirely","2010","Female","","","",""
"Tends to agree","2010","Male","","","",""
"Tends to agree","2010","Female","","","",""
"Rather not true","2010","Male","","","",""
"Rather not true","2010","Female","","","",""
"Totally disagree","2010","Male","","","",""
"Totally disagree","2010","Female","","","",""
"True entirely","2011","Male","","","",""
"True entirely","2011","Female","","","",""
"Tends to agree","2011","Male","","","",""
"Tends to agree","2011","Female","","","",""
"Rather not true","2011","Male","","","",""
"Rather not true","2011","Female","","","",""
"Totally disagree","2011","Male","","","",""
"Totally disagree","2011","Female","","","",""
"True entirely","2012","Male","","","",""
"True entirely","2012","Female","","","",""
"Tends to agree","2012","Male","","","",""
"Tends to agree","2012","Female","","","",""
"Rather not true","2012","Male","","","",""
"Rather not true","2012","Female","","","",""
"Totally disagree","2012","Male","","","",""
"Totally disagree","2012","Female","","","",""
"True entirely","2013","Male","362","0.0416107997032205","0.0374436552917003","0.0457779441147406"
"True entirely","2013","Female","464","0.0556019998287016","0.0511143013621466","0.0600896982952566"
"Tends to agree","2013","Male","808","0.0961564262293125","0.0900046524236708","0.102308200034954"
"Tends to agree","2013","Female","979","0.102838613604942","0.0968900196372122","0.108787207572673"
"Rather not true","2013","Male","2950","0.340409967293471","0.330522097466024","0.350297837120917"
"Rather not true","2013","Female","3166","0.315190065431725","0.306091514734926","0.324288616128525"
"Totally disagree","2013","Male","4702","0.521822806773996","0.511399139940949","0.532246473607044"
"Totally disagree","2013","Female","5407","0.526369321134631","0.516590958699988","0.536147683569273"
"True entirely","2014","Male","","","",""
"True entirely","2014","Female","","","",""
"Tends to agree","2014","Male","","","",""
"Tends to agree","2014","Female","","","",""
"Rather not true","2014","Male","","","",""
"Rather not true","2014","Female","","","",""
"Totally disagree","2014","Male","","","",""
"Totally disagree","2014","Female","","","",""
"True entirely","2015","Male","","","",""
"True entirely","2015","Female","","","",""
"Tends to agree","2015","Male","","","",""
"Tends to agree","2015","Female","","","",""
"Rather not true","2015","Male","","","",""
"Rather not true","2015","Female","","","",""
"Totally disagree","2015","Male","","","",""
"Totally disagree","2015","Female","","","",""
"True entirely","2016","Male","","","",""
"True entirely","2016","Female","","","",""
"Tends to agree","2016","Male","","","",""
"Tends to agree","2016","Female","","","",""
"Rather not true","2016","Male","","","",""
"Rather not true","2016","Female","","","",""
"Totally disagree","2016","Male","","","",""
"Totally disagree","2016","Female","","","",""
"True entirely","2017","Male","","","",""
"True entirely","2017","Female","","","",""
"Tends to agree","2017","Male","","","",""
"Tends to agree","2017","Female","","","",""
"Rather not true","2017","Male","","","",""
"Rather not true","2017","Female","","","",""
"Totally disagree","2017","Male","","","",""
"Totally disagree","2017","Female","","","",""
"True entirely","2018","Male","499","0.0396500133970182","0.0361236628773384","0.0431763639166979"
"True entirely","2018","Female","626","0.0510222305128163","0.0473486974527772","0.0546957635728555"
"Tends to agree","2018","Male","1303","0.115281059053107","0.109509798470946","0.121052319635268"
"Tends to agree","2018","Female","1467","0.11568662032437","0.110346870897561","0.121026369751179"
"Rather not true","2018","Male","4245","0.368160512697246","0.359444637005978","0.376876388388515"
"Rather not true","2018","Female","4762","0.343393127675607","0.33546583806733","0.351320417283884"
"Totally disagree","2018","Male","5716","0.476908414852628","0.467882413337639","0.485934416367618"
"Totally disagree","2018","Female","6928","0.489898021487207","0.481552421596235","0.49824362137818"
