"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2009","lower secondary degree","indirect migration background","4.69","4","207","3","4","6","7","4.48","4.9","4","5"
"2009","lower secondary degree","no migration background","4.24","4","5271","2","3","5","6","4.2","4.28","4","4"
"2009","no degree/no degree yet","direct migration background","3.88","4","112","1","3","5","6","3.55","4.21","3","4"
"2009","no degree/no degree yet","indirect migration background","4.73","5","56","3","4","6","7","4.34","5.12","4","6"
"2009","no degree/no degree yet","no migration background","4.45","4","314","3","3","6","6","4.29","4.61","4","5"
"2009","Other degree","direct migration background","4.22","4","678","2","3","5","6","4.1","4.34","4","4"
"2009","Other degree","indirect migration background","","","","","","","","","","",""
"2009","Other degree","no migration background","3.8","4","110","1","3","5","7","3.48","4.12","4","4"
"2009","secondary school degree","direct migration background","4.58","5","180","3","4","6","6","4.38","4.78","5","5"
"2009","secondary school degree","indirect migration background","4.97","5","173","3","4","6","7","4.77","5.17","5","5"
"2009","secondary school degree","no migration background","4.56","5","5045","3","4","6","6","4.52","4.6","5","5"
"2010","college entrance qualification","direct migration background","","","","","","","","","","",""
"2010","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2010","college entrance qualification","no migration background","","","","","","","","","","",""
"2010","lower secondary degree","direct migration background","","","","","","","","","","",""
"2010","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2010","lower secondary degree","no migration background","","","","","","","","","","",""
"2010","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2010","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2010","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2010","Other degree","direct migration background","","","","","","","","","","",""
"2010","Other degree","indirect migration background","","","","","","","","","","",""
"2010","Other degree","no migration background","","","","","","","","","","",""
"2010","secondary school degree","direct migration background","","","","","","","","","","",""
"2010","secondary school degree","indirect migration background","","","","","","","","","","",""
"2010","secondary school degree","no migration background","","","","","","","","","","",""
"2011","college entrance qualification","direct migration background","","","","","","","","","","",""
"2011","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2011","college entrance qualification","no migration background","","","","","","","","","","",""
"2011","lower secondary degree","direct migration background","","","","","","","","","","",""
"2011","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2011","lower secondary degree","no migration background","","","","","","","","","","",""
"2011","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2011","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2011","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2011","Other degree","direct migration background","","","","","","","","","","",""
"2011","Other degree","indirect migration background","","","","","","","","","","",""
"2011","Other degree","no migration background","","","","","","","","","","",""
"2011","secondary school degree","direct migration background","","","","","","","","","","",""
"2011","secondary school degree","indirect migration background","","","","","","","","","","",""
"2011","secondary school degree","no migration background","","","","","","","","","","",""
"2012","college entrance qualification","direct migration background","5.31","5","104","4","5","6","7","5.04","5.58","5","6"
"2012","college entrance qualification","indirect migration background","5.14","5","139","4","4","6","6","4.94","5.34","5","5"
"2012","college entrance qualification","no migration background","4.88","5","1903","3","4","6","6","4.82","4.94","5","5"
"2012","lower secondary degree","direct migration background","4.89","5","153","3","4","6","7","4.66","5.12","5","5"
"2012","lower secondary degree","indirect migration background","5.2","5","111","3","4","6","7","4.94","5.46","5","5"
"2012","lower secondary degree","no migration background","4.89","5","1144","3","4","6","7","4.81","4.97","5","5"
"2012","no degree/no degree yet","direct migration background","4.64","4.72","78","3","3","6","7","4.26","5.02","4","5"
"2012","no degree/no degree yet","indirect migration background","5.02","5","47","4","4","6","7","4.64","5.4","4","5"
"2012","no degree/no degree yet","no migration background","4.82","5","224","3","4","6","6","4.66","4.98","5","5"
"2012","Other degree","direct migration background","5","5","613","3","4","6","7","4.89","5.11","5","5"
"2012","Other degree","indirect migration background","","","","","","","","","","",""
"2012","Other degree","no migration background","4.62","5","43","2","4","6","7","4.07","5.17","4","6"
"2012","secondary school degree","direct migration background","5.03","5","110","3","4","6","7","4.76","5.3","5","5"
"2012","secondary school degree","indirect migration background","4.98","5","144","4","4","6","6","4.79","5.17","5","5"
"2012","secondary school degree","no migration background","4.9","5","2134","3","4","6","7","4.84","4.96","5","5"
"2013","college entrance qualification","direct migration background","5.2","5","218","4","4","6","7","5.04","5.36","5","5"
"2013","college entrance qualification","indirect migration background","5.23","5","229","4","5","6","7","5.07","5.39","5","5"
"2013","college entrance qualification","no migration background","4.87","5","4939","3","4","6","6","4.83","4.91","5","5"
"2013","lower secondary degree","direct migration background","4.47","5","304","2","3","6","6","4.29","4.65","4","5"
"2013","lower secondary degree","indirect migration background","4.65","5","179","3","4","5","6","4.45","4.85","5","5"
"2013","lower secondary degree","no migration background","4.46","4","5318","3","4","6","6","4.42","4.5","4","5"
"2013","no degree/no degree yet","direct migration background","3.85","4","96","1","2","5","6","3.52","4.18","4","5"
"2013","no degree/no degree yet","indirect migration background","5.01","5","63","4","4","6","6","4.7","5.32","5","6"
"2013","no degree/no degree yet","no migration background","4.52","5","325","3","4","6","6","4.37","4.67","5","5"
"2013","Other degree","direct migration background","4.5","4","837","2","3","6","7","4.39","4.61","4","5"
"2013","Other degree","indirect migration background","","","","","","","","","","",""
"2013","Other degree","no migration background","4.04","4","162","2","3","5","6","3.79","4.29","4","5"
"2013","secondary school degree","direct migration background","4.59","5","169","2","4","6","6","4.37","4.81","5","5"
"2013","secondary school degree","indirect migration background","4.99","5","167","3","4","6","7","4.79","5.19","5","5"
"2013","secondary school degree","no migration background","4.72","5","5283","3","4","6","6","4.68","4.76","5","5"
"2014","college entrance qualification","direct migration background","","","","","","","","","","",""
"2014","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2014","college entrance qualification","no migration background","","","","","","","","","","",""
"2014","lower secondary degree","direct migration background","","","","","","","","","","",""
"2014","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2014","lower secondary degree","no migration background","","","","","","","","","","",""
"2014","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2014","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2014","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2014","Other degree","direct migration background","","","","","","","","","","",""
"2014","Other degree","indirect migration background","","","","","","","","","","",""
"2014","Other degree","no migration background","","","","","","","","","","",""
"2014","secondary school degree","direct migration background","","","","","","","","","","",""
"2014","secondary school degree","indirect migration background","","","","","","","","","","",""
"2014","secondary school degree","no migration background","","","","","","","","","","",""
"2015","college entrance qualification","direct migration background","","","","","","","","","","",""
"2015","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2015","college entrance qualification","no migration background","","","","","","","","","","",""
"2015","lower secondary degree","direct migration background","","","","","","","","","","",""
"2015","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2015","lower secondary degree","no migration background","","","","","","","","","","",""
"2015","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2015","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2015","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2015","Other degree","direct migration background","","","","","","","","","","",""
"2015","Other degree","indirect migration background","","","","","","","","","","",""
"2015","Other degree","no migration background","","","","","","","","","","",""
"2015","secondary school degree","direct migration background","","","","","","","","","","",""
"2015","secondary school degree","indirect migration background","","","","","","","","","","",""
"2015","secondary school degree","no migration background","","","","","","","","","","",""
"2016","college entrance qualification","direct migration background","","","","","","","","","","",""
"2016","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2016","college entrance qualification","no migration background","","","","","","","","","","",""
"2016","lower secondary degree","direct migration background","","","","","","","","","","",""
"2016","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2016","lower secondary degree","no migration background","","","","","","","","","","",""
"2016","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2016","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2016","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2016","Other degree","direct migration background","","","","","","","","","","",""
"2016","Other degree","indirect migration background","","","","","","","","","","",""
"2016","Other degree","no migration background","","","","","","","","","","",""
"2016","secondary school degree","direct migration background","","","","","","","","","","",""
"2016","secondary school degree","indirect migration background","","","","","","","","","","",""
"2016","secondary school degree","no migration background","","","","","","","","","","",""
"2017","college entrance qualification","direct migration background","5.07","5","434","3","4","6","7","4.95","5.19","5","5"
"2017","college entrance qualification","indirect migration background","5.05","5","619","4","4","6","7","4.95","5.15","5","5"
"2017","college entrance qualification","no migration background","4.82","5","6890","3","4","6","6","4.79","4.85","5","5"
"2017","lower secondary degree","direct migration background","4.46","5","468","2","3","6","6","4.32","4.6","5","5"
"2017","lower secondary degree","indirect migration background","4.79","5","354","3","4","6","7","4.64","4.94","5","5"
"2017","lower secondary degree","no migration background","4.5","5","5266","2","4","6","6","4.46","4.54","5","5"
"2017","no degree/no degree yet","direct migration background","4.72","5","1220","2","4","6","7","4.62","4.82","5","5"
"2017","no degree/no degree yet","indirect migration background","4.91","5","122","2","4","6","7","4.65","5.17","5","5"
"2017","no degree/no degree yet","no migration background","4.8","5","484","3","4","6","7","4.68","4.92","5","5"
"2017","Other degree","direct migration background","4.76","5","4320","3","4","6","7","4.71","4.81","5","5"
"2017","Other degree","indirect migration background","4.69","5","50","3","4","6","6","4.27","5.11","4","5"
"2017","Other degree","no migration background","4.24","4","165","2","3","5","6","4","4.48","4","5"
"2017","secondary school degree","direct migration background","5.02","5","366","3","4","6","7","4.87","5.17","5","5"
"2017","secondary school degree","indirect migration background","4.88","5","423","3","4","6","7","4.75","5.01","5","5"
"2017","secondary school degree","no migration background","4.78","5","6819","3","4","6","6","4.75","4.81","5","5"
"2018","college entrance qualification","direct migration background","","","","","","","","","","",""
"2018","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2018","college entrance qualification","no migration background","","","","","","","","","","",""
"2018","lower secondary degree","direct migration background","","","","","","","","","","",""
"2018","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2018","lower secondary degree","no migration background","","","","","","","","","","",""
"2018","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2018","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2018","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2018","Other degree","direct migration background","","","","","","","","","","",""
"2018","Other degree","indirect migration background","","","","","","","","","","",""
"2018","Other degree","no migration background","","","","","","","","","","",""
"2018","secondary school degree","direct migration background","","","","","","","","","","",""
"2018","secondary school degree","indirect migration background","","","","","","","","","","",""
"2018","secondary school degree","no migration background","","","","","","","","","","",""
"2019","college entrance qualification","direct migration background","5.03","5","386","4","4","6","6","4.9","5.16","5","5"
"2019","college entrance qualification","indirect migration background","5.02","5","649","3","4","6","6","4.92","5.12","5","5"
"2019","college entrance qualification","no migration background","4.73","5","7499","3","4","6","6","4.7","4.76","5","5"
"2019","lower secondary degree","direct migration background","4.69","5","358","3","4","6","6","4.54","4.84","5","5"
"2019","lower secondary degree","indirect migration background","4.74","5","303","3","4","6","6","4.58","4.9","5","5"
"2019","lower secondary degree","no migration background","4.35","4","4621","2","3","5","6","4.31","4.39","4","5"
"2019","no degree/no degree yet","direct migration background","4.43","4","275","2","4","6","7","4.23","4.63","4","5"
"2019","no degree/no degree yet","indirect migration background","4.87","5","114","3","4","6","7","4.63","5.11","5","5"
"2019","no degree/no degree yet","no migration background","4.68","5","385","3","4","6","6","4.54","4.82","5","5"
"2019","Other degree","direct migration background","4.61","5","2335","2","4","6","7","4.55","4.67","5","5"
"2019","Other degree","indirect migration background","4.66","4.63","47","3","4","6","7","4.15","5.17","4","5"
"2019","Other degree","no migration background","4.48","4","156","3","4","6","6","4.23","4.73","4","5"
"2019","secondary school degree","direct migration background","4.92","5","291","3","4","6","7","4.75","5.09","5","5"
"2019","secondary school degree","indirect migration background","4.91","5","411","3","4","6","7","4.78","5.04","5","5"
"2019","secondary school degree","no migration background","4.65","5","6710","3","4","6","6","4.62","4.68","5","5"
