"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2015","secondary school degree","Male","","","","","","","","","","",""
"2016","college entrance qualification","Female","","","","","","","","","","",""
"2016","college entrance qualification","Male","","","","","","","","","","",""
"2016","lower secondary degree","Female","","","","","","","","","","",""
"2016","lower secondary degree","Male","","","","","","","","","","",""
"2016","no degree/no degree yet","Female","","","","","","","","","","",""
"2016","no degree/no degree yet","Male","","","","","","","","","","",""
"2016","Other degree","Female","","","","","","","","","","",""
"2016","Other degree","Male","","","","","","","","","","",""
"2016","secondary school degree","Female","","","","","","","","","","",""
"2016","secondary school degree","Male","","","","","","","","","","",""
"2017","college entrance qualification","Female","4.79","5","4124","3","4","6","6","4.75","4.83","5","5"
"2017","college entrance qualification","Male","4.9","5","3819","3","4","6","6","4.86","4.94","5","5"
"2017","lower secondary degree","Female","4.35","4","3029","2","3","5","6","4.3","4.4","4","5"
"2017","lower secondary degree","Male","4.68","5","3059","3","4","6","7","4.63","4.73","5","5"
"2017","no degree/no degree yet","Female","4.72","5","865","3","4","6","7","4.61","4.83","5","5"
"2017","no degree/no degree yet","Male","4.84","5","961","3","4","6","7","4.74","4.94","5","5"
"2017","Other degree","Female","4.67","5","2201","3","4","6","7","4.6","4.74","5","5"
"2017","Other degree","Male","4.78","5","2334","2","4","6","7","4.72","4.84","5","5"
"2017","secondary school degree","Female","4.67","5","4475","3","4","6","6","4.63","4.71","5","5"
"2017","secondary school degree","Male","4.94","5","3133","3","4","6","6","4.89","4.99","5","5"
"2018","college entrance qualification","Female","","","","","","","","","","",""
"2018","college entrance qualification","Male","","","","","","","","","","",""
"2018","lower secondary degree","Female","","","","","","","","","","",""
"2018","lower secondary degree","Male","","","","","","","","","","",""
"2018","no degree/no degree yet","Female","","","","","","","","","","",""
"2018","no degree/no degree yet","Male","","","","","","","","","","",""
"2018","Other degree","Female","","","","","","","","","","",""
"2018","Other degree","Male","","","","","","","","","","",""
"2018","secondary school degree","Female","","","","","","","","","","",""
"2018","secondary school degree","Male","","","","","","","","","","",""
"2019","college entrance qualification","Female","4.72","5","4264","3","4","6","6","4.68","4.76","5","5"
"2019","college entrance qualification","Male","4.82","5","4264","3","4","6","6","4.78","4.86","5","5"
"2019","lower secondary degree","Female","4.29","4","2558","2","3","5","6","4.23","4.35","4","4"
"2019","lower secondary degree","Male","4.49","5","2723","3","4","6","6","4.43","4.55","5","5"
"2019","no degree/no degree yet","Female","4.69","5","404","3","4","6","6","4.54","4.84","4","5"
"2019","no degree/no degree yet","Male","4.5","5","370","2","3","6","7","4.34","4.66","5","5"
"2019","Other degree","Female","4.52","5","1388","2","4","6","7","4.44","4.6","4","5"
"2019","Other degree","Male","4.69","5","1150","3","4","6","7","4.6","4.78","5","5"
"2019","secondary school degree","Female","4.58","5","4227","3","4","6","6","4.54","4.62","5","5"
"2019","secondary school degree","Male","4.8","5","3184","3","4","6","6","4.75","4.85","5","5"
