"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2009","higher vocational","Male","4.87","5","777","3","4","6","6","4.78","4.96","5","5"
"2009","in school","Female","4.81","5","144","3","3","6","7","4.58","5.04","4","5"
"2009","in school","Male","4.75","5","167","3","4","6","6","4.55","4.95","5","5"
"2009","inadequately","Female","3.8","4","95","1","3","5","6","3.49","4.11","3","4"
"2009","inadequately","Male","3.66","4","69","1","2","5","6","3.24","4.08","3","4"
"2009","middle vocational","Female","4.36","4","4766","2","3","5","6","4.32","4.4","4","4"
"2009","middle vocational","Male","4.49","4","4261","3","4","5","6","4.45","4.53","4","4"
"2009","vocational + Abi","Female","4.47","5","607","3","4","5","6","4.36","4.58","4","5"
"2009","vocational + Abi","Male","4.79","5","390","3","4","6","6","4.66","4.92","5","5"
"2010","general elemantary","Female","","","","","","","","","","",""
"2010","general elemantary","Male","","","","","","","","","","",""
"2010","higher education","Female","","","","","","","","","","",""
"2010","higher education","Male","","","","","","","","","","",""
"2010","higher vocational","Female","","","","","","","","","","",""
"2010","higher vocational","Male","","","","","","","","","","",""
"2010","in school","Female","","","","","","","","","","",""
"2010","in school","Male","","","","","","","","","","",""
"2010","inadequately","Female","","","","","","","","","","",""
"2010","inadequately","Male","","","","","","","","","","",""
"2010","middle vocational","Female","","","","","","","","","","",""
"2010","middle vocational","Male","","","","","","","","","","",""
"2010","vocational + Abi","Female","","","","","","","","","","",""
"2010","vocational + Abi","Male","","","","","","","","","","",""
"2011","general elemantary","Female","","","","","","","","","","",""
"2011","general elemantary","Male","","","","","","","","","","",""
"2011","higher education","Female","","","","","","","","","","",""
"2011","higher education","Male","","","","","","","","","","",""
"2011","higher vocational","Female","","","","","","","","","","",""
"2011","higher vocational","Male","","","","","","","","","","",""
"2011","in school","Female","","","","","","","","","","",""
"2011","in school","Male","","","","","","","","","","",""
"2011","inadequately","Female","","","","","","","","","","",""
"2011","inadequately","Male","","","","","","","","","","",""
"2011","middle vocational","Female","","","","","","","","","","",""
"2011","middle vocational","Male","","","","","","","","","","",""
"2011","vocational + Abi","Female","","","","","","","","","","",""
"2011","vocational + Abi","Male","","","","","","","","","","",""
"2012","general elemantary","Female","4.82","5","485","3","4","6","7","4.69","4.95","5","5"
"2012","general elemantary","Male","4.95","5","295","3","4","6","7","4.78","5.12","5","5"
"2012","higher education","Female","4.83","5","810","3","4","6","7","4.74","4.92","5","5"
"2012","higher education","Male","5.15","5","686","4","4","6","7","5.06","5.24","5","5"
"2012","higher vocational","Female","4.91","5","144","3","4","6","7","4.69","5.13","5","5"
"2012","higher vocational","Male","5.22","5","220","4","5","6","7","5.07","5.37","5","6"
"2012","in school","Female","5.15","5","99","4","4","6","6","4.93","5.37","5","5"
"2012","in school","Male","4.92","5","91","3","4","6","6","4.72","5.12","5","5"
"2012","inadequately","Female","4.43","4","90","2","3","6","7","4.08","4.78","4","5"
"2012","inadequately","Male","4.57","5","64","3","3","6","6","4.17","4.97","4","5"
"2012","middle vocational","Female","4.86","5","1992","3","4","6","7","4.8","4.92","5","5"
"2012","middle vocational","Male","5.02","5","1257","3","4","6","7","4.95","5.09","5","5"
"2012","vocational + Abi","Female","4.82","5","540","3","4","6","7","4.71","4.93","5","5"
"2012","vocational + Abi","Male","4.97","5","216","4","4","6","7","4.81","5.13","5","5"
"2013","general elemantary","Female","4.17","4","1255","2","3","5","6","4.08","4.26","4","4"
"2013","general elemantary","Male","4.4","4.2","576","2","4","6","6","4.28","4.52","4","5"
"2013","higher education","Female","4.77","5","2112","3","4","6","6","4.71","4.83","5","5"
"2013","higher education","Male","4.94","5","2345","3","4","6","6","4.89","4.99","5","5"
"2013","higher vocational","Female","4.55","5","506","3","4","6","6","4.43","4.67","4","5"
"2013","higher vocational","Male","4.93","5","818","3","4","6","7","4.84","5.02","5","5"
"2013","in school","Female","5.05","5","137","4","5","6","6","4.86","5.24","5","5"
"2013","in school","Male","4.72","5","120","3","4","6","6","4.5","4.94","5","5"
"2013","inadequately","Female","3.74","4","109","1","2","5","6","3.41","4.07","3","4"
"2013","inadequately","Male","3.92","4","85","1","3","5","6","3.57","4.27","4","4"
"2013","middle vocational","Female","4.57","5","5078","3","4","6","6","4.53","4.61","5","5"
"2013","middle vocational","Male","4.72","5","4305","3","4","6","6","4.68","4.76","5","5"
"2013","vocational + Abi","Female","4.68","5","679","3","4","6","6","4.58","4.78","5","5"
"2013","vocational + Abi","Male","5.02","5","418","3","4","6","7","4.89","5.15","5","5"
"2014","general elemantary","Female","","","","","","","","","","",""
"2014","general elemantary","Male","","","","","","","","","","",""
"2014","higher education","Female","","","","","","","","","","",""
"2014","higher education","Male","","","","","","","","","","",""
"2014","higher vocational","Female","","","","","","","","","","",""
"2014","higher vocational","Male","","","","","","","","","","",""
"2014","in school","Female","","","","","","","","","","",""
"2014","in school","Male","","","","","","","","","","",""
"2014","inadequately","Female","","","","","","","","","","",""
"2014","inadequately","Male","","","","","","","","","","",""
"2014","middle vocational","Female","","","","","","","","","","",""
"2014","middle vocational","Male","","","","","","","","","","",""
"2014","vocational + Abi","Female","","","","","","","","","","",""
"2014","vocational + Abi","Male","","","","","","","","","","",""
"2015","general elemantary","Female","","","","","","","","","","",""
"2015","general elemantary","Male","","","","","","","","","","",""
"2015","higher education","Female","","","","","","","","","","",""
"2015","higher education","Male","","","","","","","","","","",""
"2015","higher vocational","Female","","","","","","","","","","",""
"2015","higher vocational","Male","","","","","","","","","","",""
"2015","in school","Female","","","","","","","","","","",""
"2015","in school","Male","","","","","","","","","","",""
"2015","inadequately","Female","","","","","","","","","","",""
"2015","inadequately","Male","","","","","","","","","","",""
"2015","middle vocational","Female","","","","","","","","","","",""
"2015","middle vocational","Male","","","","","","","","","","",""
"2015","vocational + Abi","Female","","","","","","","","","","",""
"2015","vocational + Abi","Male","","","","","","","","","","",""
"2016","general elemantary","Female","","","","","","","","","","",""
"2016","general elemantary","Male","","","","","","","","","","",""
"2016","higher education","Female","","","","","","","","","","",""
"2016","higher education","Male","","","","","","","","","","",""
"2016","higher vocational","Female","","","","","","","","","","",""
"2016","higher vocational","Male","","","","","","","","","","",""
"2016","in school","Female","","","","","","","","","","",""
"2016","in school","Male","","","","","","","","","","",""
"2016","inadequately","Female","","","","","","","","","","",""
"2016","inadequately","Male","","","","","","","","","","",""
"2016","middle vocational","Female","","","","","","","","","","",""
"2016","middle vocational","Male","","","","","","","","","","",""
"2016","vocational + Abi","Female","","","","","","","","","","",""
"2016","vocational + Abi","Male","","","","","","","","","","",""
"2017","general elemantary","Female","4.22","4","1864","2","3","5","6","4.15","4.29","4","5"
"2017","general elemantary","Male","4.76","5","1406","3","4","6","7","4.68","4.84","5","5"
"2017","higher education","Female","4.82","5","3421","3","4","6","6","4.77","4.87","5","5"
"2017","higher education","Male","4.92","5","3586","3","4","6","6","4.88","4.96","5","5"
"2017","higher vocational","Female","4.66","5","595","3","4","6","6","4.55","4.77","5","5"
"2017","higher vocational","Male","4.98","5","946","3","4","6","7","4.9","5.06","5","5"
"2017","in school","Female","5.05","5","218","4","4","6","6","4.88","5.22","5","5"
"2017","in school","Male","4.98","5","194","4","4","6","6","4.81","5.15","5","5"
"2017","inadequately","Female","4.49","5","614","2","3","6","7","4.35","4.63","5","5"
"2017","inadequately","Male","4.79","5","725","3","4","6","7","4.67","4.91","5","5"
"2017","middle vocational","Female","4.61","5","6767","3","4","6","6","4.58","4.64","5","5"
"2017","middle vocational","Male","4.77","5","5772","3","4","6","6","4.73","4.81","5","5"
"2017","vocational + Abi","Female","4.67","5","1419","3","4","6","7","4.6","4.74","5","5"
"2017","vocational + Abi","Male","4.91","5","866","3","4","6","6","4.82","5","5","5"
"2018","general elemantary","Female","","","","","","","","","","",""
"2018","general elemantary","Male","","","","","","","","","","",""
"2018","higher education","Female","","","","","","","","","","",""
"2018","higher education","Male","","","","","","","","","","",""
"2018","higher vocational","Female","","","","","","","","","","",""
"2018","higher vocational","Male","","","","","","","","","","",""
"2018","in school","Female","","","","","","","","","","",""
"2018","in school","Male","","","","","","","","","","",""
"2018","inadequately","Female","","","","","","","","","","",""
"2018","inadequately","Male","","","","","","","","","","",""
"2018","middle vocational","Female","","","","","","","","","","",""
"2018","middle vocational","Male","","","","","","","","","","",""
"2018","vocational + Abi","Female","","","","","","","","","","",""
"2018","vocational + Abi","Male","","","","","","","","","","",""
"2019","general elemantary","Female","4.17","4","1412","2","3","5","6","4.09","4.25","4","5"
"2019","general elemantary","Male","4.45","5","983","2","4","6","6","4.36","4.54","5","5"
"2019","higher education","Female","4.75","5","3337","3","4","6","7","4.7","4.8","5","5"
"2019","higher education","Male","4.86","5","3650","3","4","6","6","4.82","4.9","5","5"
"2019","higher vocational","Female","4.76","5","588","3","4","6","6","4.65","4.87","5","5"
"2019","higher vocational","Male","4.79","5","1077","3","4","6","6","4.71","4.87","5","5"
"2019","in school","Female","5.09","5","161","4","4","6","6","4.9","5.28","5","5"
"2019","in school","Male","4.88","5","166","3","4","6","7","4.68","5.08","5","5"
"2019","inadequately","Female","4.48","4","215","2","4","5","7","4.26","4.7","4","5"
"2019","inadequately","Male","4.36","5","169","2","3","6","7","4.09","4.63","4","5"
"2019","middle vocational","Female","4.51","5","6024","3","4","6","6","4.47","4.55","5","5"
"2019","middle vocational","Male","4.64","5","5038","3","4","6","6","4.6","4.68","5","5"
"2019","vocational + Abi","Female","4.57","5","1336","3","4","5","6","4.5","4.64","5","5"
"2019","vocational + Abi","Male","4.76","5","829","3","4","6","6","4.67","4.85","5","5"
