"plb0195_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Not paid","1984","direct migration background","in school","","","",""
"Not paid","1984","direct migration background","inadequately","13","","",""
"Not paid","1984","direct migration background","general elemantary","26","","",""
"Not paid","1984","direct migration background","middle vocational","44","0.123835507290147","0.0924081919066161","0.155262822673677"
"Not paid","1984","direct migration background","vocational + Abi","6","","",""
"Not paid","1984","direct migration background","higher vocational","7","","",""
"Not paid","1984","direct migration background","higher education","14","","",""
"Not paid","1984","indirect migration background","in school","","","",""
"Not paid","1984","indirect migration background","inadequately","","","",""
"Not paid","1984","indirect migration background","general elemantary","4","","",""
"Not paid","1984","indirect migration background","middle vocational","5","","",""
"Not paid","1984","indirect migration background","vocational + Abi","","","",""
"Not paid","1984","indirect migration background","higher vocational","","","",""
"Not paid","1984","indirect migration background","higher education","","","",""
"Acclaimed","1985","no migration background","in school","","","",""
"Acclaimed","1985","no migration background","inadequately","1","","",""
"Acclaimed","1985","no migration background","general elemantary","114","0.272980120506201","0.230725636055273","0.31523460495713"
"Acclaimed","1985","no migration background","middle vocational","502","0.299042170375343","0.277188143668862","0.320896197081825"
"Acclaimed","1985","no migration background","vocational + Abi","18","","",""
"Acclaimed","1985","no migration background","higher vocational","87","0.321520281675358","0.266813433168669","0.376227130182048"
"Acclaimed","1985","no migration background","higher education","63","0.174226178703297","0.135577514335106","0.212874843071487"
"Acclaimed","1985","direct migration background","in school","","","",""
"Acclaimed","1985","direct migration background","inadequately","12","","",""
"Acclaimed","1985","direct migration background","general elemantary","31","0.191562296728283","0.14146062518443","0.241663968272135"
"Acclaimed","1985","direct migration background","middle vocational","53","0.221214415688927","0.176227120852242","0.266201710525612"
"Acclaimed","1985","direct migration background","vocational + Abi","4","","",""
"Acclaimed","1985","direct migration background","higher vocational","5","","",""
"Acclaimed","1985","direct migration background","higher education","4","","",""
"Acclaimed","1985","indirect migration background","in school","","","",""
"Acclaimed","1985","indirect migration background","inadequately","","","",""
"Acclaimed","1985","indirect migration background","general elemantary","2","","",""
"Acclaimed","1985","indirect migration background","middle vocational","4","","",""
"Acclaimed","1985","indirect migration background","vocational + Abi","","","",""
"Acclaimed","1985","indirect migration background","higher vocational","","","",""
"Acclaimed","1985","indirect migration background","higher education","","","",""
"Partly, partly","1985","no migration background","in school","","","",""
"Partly, partly","1985","no migration background","inadequately","3","","",""
"Partly, partly","1985","no migration background","general elemantary","49","0.115059603298801","0.0847937724859997","0.145325434111603"
"Partly, partly","1985","no migration background","middle vocational","191","0.112930456912962","0.0978225714844864","0.128038342341437"
"Partly, partly","1985","no migration background","vocational + Abi","6","","",""
"Partly, partly","1985","no migration background","higher vocational","40","0.137744086217043","0.0973773490114653","0.17811082342262"
"Partly, partly","1985","no migration background","higher education","41","0.114607308484361","0.0821493386673687","0.147065278301353"
"Partly, partly","1985","direct migration background","in school","","","",""
"Partly, partly","1985","direct migration background","inadequately","8","","",""
"Partly, partly","1985","direct migration background","general elemantary","15","","",""
"Partly, partly","1985","direct migration background","middle vocational","29","","",""
"Partly, partly","1985","direct migration background","vocational + Abi","2","","",""
"Partly, partly","1985","direct migration background","higher vocational","2","","",""
"Partly, partly","1985","direct migration background","higher education","13","","",""
"Partly, partly","1985","indirect migration background","in school","","","",""
"Partly, partly","1985","indirect migration background","inadequately","","","",""
"Partly, partly","1985","indirect migration background","general elemantary","","","",""
"Partly, partly","1985","indirect migration background","middle vocational","4","","",""
"Partly, partly","1985","indirect migration background","vocational + Abi","","","",""
"Partly, partly","1985","indirect migration background","higher vocational","","","",""
"Partly, partly","1985","indirect migration background","higher education","","","",""
"Paid","1985","no migration background","in school","","","",""
"Paid","1985","no migration background","inadequately","11","","",""
"Paid","1985","no migration background","general elemantary","188","0.433948492698757","0.386939470135121","0.480957515262393"
"Paid","1985","no migration background","middle vocational","595","0.352394806983765","0.329591952431561","0.375197661535969"
"Paid","1985","no migration background","vocational + Abi","16","","",""
"Paid","1985","no migration background","higher vocational","53","0.175468255074896","0.130915758606816","0.220020751542975"
"Paid","1985","no migration background","higher education","37","0.100613693379477","0.0699623925662646","0.13126499419269"
"Paid","1985","direct migration background","in school","","","",""
"Paid","1985","direct migration background","inadequately","123","0.79343545461684","0.72928701927446","0.857583889959219"
"Paid","1985","direct migration background","general elemantary","177","0.649085604500327","0.588324522491615","0.709846686509039"
"Paid","1985","direct migration background","middle vocational","217","0.566876306052262","0.51317011674129","0.620582495363235"
"Paid","1985","direct migration background","vocational + Abi","26","","",""
"Paid","1985","direct migration background","higher vocational","10","","",""
"Paid","1985","direct migration background","higher education","15","","",""
"Paid","1985","indirect migration background","in school","","","",""
"Paid","1985","indirect migration background","inadequately","","","",""
"Paid","1985","indirect migration background","general elemantary","5","","",""
"Paid","1985","indirect migration background","middle vocational","4","","",""
"Paid","1985","indirect migration background","vocational + Abi","","","",""
"Paid","1985","indirect migration background","higher vocational","2","","",""
"Paid","1985","indirect migration background","higher education","","","",""
"Not paid","1985","no migration background","in school","","","",""
"Not paid","1985","no migration background","inadequately","2","","",""
"Not paid","1985","no migration background","general elemantary","76","0.178011783496241","0.141729774630208","0.214293792362273"
"Not paid","1985","no migration background","middle vocational","398","0.23563256572793","0.215374963004389","0.255890168451472"
"Not paid","1985","no migration background","vocational + Abi","25","","",""
"Not paid","1985","no migration background","higher vocational","100","0.365267377032703","0.308868568618206","0.421666185447201"
"Not paid","1985","no migration background","higher education","229","0.610552819432865","0.560866922794014","0.660238716071716"
"Not paid","1985","direct migration background","in school","1","","",""
"Not paid","1985","direct migration background","inadequately","10","","",""
"Not paid","1985","direct migration background","general elemantary","14","","",""
"Not paid","1985","direct migration background","middle vocational","28","","",""
"Not paid","1985","direct migration background","vocational + Abi","5","","",""
"Not paid","1985","direct migration background","higher vocational","8","","",""
"Not paid","1985","direct migration background","higher education","13","","",""
"Not paid","1985","indirect migration background","in school","","","",""
"Not paid","1985","indirect migration background","inadequately","","","",""
"Not paid","1985","indirect migration background","general elemantary","","","",""
"Not paid","1985","indirect migration background","middle vocational","5","","",""
"Not paid","1985","indirect migration background","vocational + Abi","","","",""
"Not paid","1985","indirect migration background","higher vocational","","","",""
"Not paid","1985","indirect migration background","higher education","1","","",""
"Acclaimed","1986","no migration background","in school","","","",""
"Acclaimed","1986","no migration background","inadequately","3","","",""
"Acclaimed","1986","no migration background","general elemantary","107","0.295844508363824","0.249525450577268","0.342163566150381"
"Acclaimed","1986","no migration background","middle vocational","545","0.342664414643377","0.319307010550551","0.366021818736204"
"Acclaimed","1986","no migration background","vocational + Abi","20","","",""
"Acclaimed","1986","no migration background","higher vocational","76","0.343092836031163","0.281334869697295","0.404850802365032"
"Acclaimed","1986","no migration background","higher education","72","0.219451469286902","0.173819022981826","0.265083915591977"
"Acclaimed","1986","direct migration background","in school","","","",""
"Acclaimed","1986","direct migration background","inadequately","17","","",""
"Acclaimed","1986","direct migration background","general elemantary","37","0.188959843070208","0.142691102005503","0.235228584134912"
"Acclaimed","1986","direct migration background","middle vocational","55","0.212195598518413","0.168542957129915","0.255848239906911"
"Acclaimed","1986","direct migration background","vocational + Abi","5","","",""
"Acclaimed","1986","direct migration background","higher vocational","9","","",""
"Acclaimed","1986","direct migration background","higher education","5","","",""
"Acclaimed","1986","indirect migration background","in school","","","",""
"Acclaimed","1986","indirect migration background","inadequately","","","",""
"Acclaimed","1986","indirect migration background","general elemantary","4","","",""
"Acclaimed","1986","indirect migration background","middle vocational","5","","",""
"Acclaimed","1986","indirect migration background","vocational + Abi","","","",""
"Acclaimed","1986","indirect migration background","higher vocational","","","",""
"Acclaimed","1986","indirect migration background","higher education","","","",""
"Partly, partly","1986","no migration background","in school","","","",""
"Partly, partly","1986","no migration background","inadequately","2","","",""
"Partly, partly","1986","no migration background","general elemantary","39","0.101761938464752","0.0710800499463855","0.132443826983119"
"Partly, partly","1986","no migration background","middle vocational","205","0.131175056462472","0.1145605184446","0.147789594480343"
"Partly, partly","1986","no migration background","vocational + Abi","9","","",""
"Partly, partly","1986","no migration background","higher vocational","30","0.132042875880733","0.0880034360907467","0.176082315670719"
"Partly, partly","1986","no migration background","higher education","30","0.096058659223865","0.0635691662111127","0.128548152236617"
"Partly, partly","1986","direct migration background","in school","","","",""
"Partly, partly","1986","direct migration background","inadequately","11","","",""
"Partly, partly","1986","direct migration background","general elemantary","18","","",""
"Partly, partly","1986","direct migration background","middle vocational","34","0.10302258335667","0.0705669481794464","0.135478218533893"
"Partly, partly","1986","direct migration background","vocational + Abi","3","","",""
"Partly, partly","1986","direct migration background","higher vocational","3","","",""
"Partly, partly","1986","direct migration background","higher education","5","","",""
"Partly, partly","1986","indirect migration background","in school","","","",""
"Partly, partly","1986","indirect migration background","inadequately","","","",""
"Partly, partly","1986","indirect migration background","general elemantary","2","","",""
"Partly, partly","1986","indirect migration background","middle vocational","2","","",""
"Partly, partly","1986","indirect migration background","vocational + Abi","","","",""
"Partly, partly","1986","indirect migration background","higher vocational","1","","",""
"Partly, partly","1986","indirect migration background","higher education","","","",""
"Paid","1986","no migration background","in school","2","","",""
"Paid","1986","no migration background","inadequately","14","","",""
"Paid","1986","no migration background","general elemantary","175","0.466259086175753","0.415633207195533","0.516884965155973"
"Paid","1986","no migration background","middle vocational","586","0.371734146143943","0.347950170272529","0.395518122015357"
"Paid","1986","no migration background","vocational + Abi","20","","",""
"Paid","1986","no migration background","higher vocational","55","0.241207770835947","0.18555430090748","0.296861240764415"
"Paid","1986","no migration background","higher education","34","0.107901692654922","0.0736939011804705","0.142109484129374"
"Paid","1986","direct migration background","in school","","","",""
"Paid","1986","direct migration background","inadequately","112","0.718464263780711","0.645511623677965","0.791416903883458"
"Paid","1986","direct migration background","general elemantary","200","0.657620072734383","0.601538081887791","0.713702063580975"
"Paid","1986","direct migration background","middle vocational","220","0.543380362385228","0.490198639507582","0.596562085262873"
"Paid","1986","direct migration background","vocational + Abi","26","","",""
"Paid","1986","direct migration background","higher vocational","7","","",""
"Paid","1986","direct migration background","higher education","11","","",""
"Paid","1986","indirect migration background","in school","","","",""
"Paid","1986","indirect migration background","inadequately","","","",""
"Paid","1986","indirect migration background","general elemantary","4","","",""
"Paid","1986","indirect migration background","middle vocational","10","","",""
"Paid","1986","indirect migration background","vocational + Abi","1","","",""
"Paid","1986","indirect migration background","higher vocational","2","","",""
"Paid","1986","indirect migration background","higher education","","","",""
"Not paid","1986","no migration background","in school","","","",""
"Not paid","1986","no migration background","inadequately","1","","",""
"Not paid","1986","no migration background","general elemantary","52","0.13613446699567","0.101332739981169","0.170936194010171"
"Not paid","1986","no migration background","middle vocational","250","0.154426382750208","0.136642238966689","0.172210526533726"
"Not paid","1986","no migration background","vocational + Abi","20","","",""
"Not paid","1986","no migration background","higher vocational","66","0.283656517252156","0.225016754762058","0.342296279742254"
"Not paid","1986","no migration background","higher education","180","0.576588178834311","0.522110460958373","0.631065896710249"
"Not paid","1986","direct migration background","in school","","","",""
"Not paid","1986","direct migration background","inadequately","6","","",""
"Not paid","1986","direct migration background","general elemantary","20","","",""
"Not paid","1986","direct migration background","middle vocational","28","","",""
"Not paid","1986","direct migration background","vocational + Abi","6","","",""
"Not paid","1986","direct migration background","higher vocational","2","","",""
"Not paid","1986","direct migration background","higher education","17","","",""
"Not paid","1986","indirect migration background","in school","","","",""
"Not paid","1986","indirect migration background","inadequately","","","",""
"Not paid","1986","indirect migration background","general elemantary","3","","",""
"Not paid","1986","indirect migration background","middle vocational","5","","",""
"Not paid","1986","indirect migration background","vocational + Abi","","","",""
"Not paid","1986","indirect migration background","higher vocational","1","","",""
"Not paid","1986","indirect migration background","higher education","1","","",""
"Acclaimed","1987","no migration background","in school","","","",""
"Acclaimed","1987","no migration background","inadequately","","","",""
"Acclaimed","1987","no migration background","general elemantary","","","",""
"Acclaimed","1987","no migration background","middle vocational","","","",""
"Acclaimed","1987","no migration background","vocational + Abi","","","",""
"Acclaimed","1987","no migration background","higher vocational","","","",""
"Acclaimed","1987","no migration background","higher education","","","",""
"Acclaimed","1987","direct migration background","in school","","","",""
"Acclaimed","1987","direct migration background","inadequately","","","",""
"Acclaimed","1987","direct migration background","general elemantary","","","",""
"Acclaimed","1987","direct migration background","middle vocational","","","",""
"Acclaimed","1987","direct migration background","vocational + Abi","","","",""
"Acclaimed","1987","direct migration background","higher vocational","","","",""
"Acclaimed","1987","direct migration background","higher education","","","",""
"Acclaimed","1987","indirect migration background","in school","","","",""
"Acclaimed","1987","indirect migration background","inadequately","","","",""
"Acclaimed","1987","indirect migration background","general elemantary","","","",""
"Acclaimed","1987","indirect migration background","middle vocational","","","",""
"Acclaimed","1987","indirect migration background","vocational + Abi","","","",""
"Acclaimed","1987","indirect migration background","higher vocational","","","",""
"Acclaimed","1987","indirect migration background","higher education","","","",""
"Partly, partly","1987","no migration background","in school","","","",""
"Partly, partly","1987","no migration background","inadequately","","","",""
"Partly, partly","1987","no migration background","general elemantary","","","",""
"Partly, partly","1987","no migration background","middle vocational","","","",""
"Partly, partly","1987","no migration background","vocational + Abi","","","",""
"Partly, partly","1987","no migration background","higher vocational","","","",""
"Partly, partly","1987","no migration background","higher education","","","",""
"Partly, partly","1987","direct migration background","in school","","","",""
"Partly, partly","1987","direct migration background","inadequately","","","",""
"Partly, partly","1987","direct migration background","general elemantary","","","",""
"Partly, partly","1987","direct migration background","middle vocational","","","",""
"Partly, partly","1987","direct migration background","vocational + Abi","","","",""
"Partly, partly","1987","direct migration background","higher vocational","","","",""
"Partly, partly","1987","direct migration background","higher education","","","",""
"Partly, partly","1987","indirect migration background","in school","","","",""
"Partly, partly","1987","indirect migration background","inadequately","","","",""
"Partly, partly","1987","indirect migration background","general elemantary","","","",""
"Partly, partly","1987","indirect migration background","middle vocational","","","",""
"Partly, partly","1987","indirect migration background","vocational + Abi","","","",""
"Partly, partly","1987","indirect migration background","higher vocational","","","",""
"Partly, partly","1987","indirect migration background","higher education","","","",""
"Paid","1987","no migration background","in school","","","",""
"Paid","1987","no migration background","inadequately","","","",""
"Paid","1987","no migration background","general elemantary","","","",""
"Paid","1987","no migration background","middle vocational","","","",""
"Paid","1987","no migration background","vocational + Abi","","","",""
"Paid","1987","no migration background","higher vocational","","","",""
"Paid","1987","no migration background","higher education","","","",""
"Paid","1987","direct migration background","in school","","","",""
"Paid","1987","direct migration background","inadequately","","","",""
"Paid","1987","direct migration background","general elemantary","","","",""
"Paid","1987","direct migration background","middle vocational","","","",""
"Paid","1987","direct migration background","vocational + Abi","","","",""
"Paid","1987","direct migration background","higher vocational","","","",""
"Paid","1987","direct migration background","higher education","","","",""
"Paid","1987","indirect migration background","in school","","","",""
"Paid","1987","indirect migration background","inadequately","","","",""
"Paid","1987","indirect migration background","general elemantary","","","",""
"Paid","1987","indirect migration background","middle vocational","","","",""
"Paid","1987","indirect migration background","vocational + Abi","","","",""
"Paid","1987","indirect migration background","higher vocational","","","",""
"Paid","1987","indirect migration background","higher education","","","",""
"Not paid","1987","no migration background","in school","","","",""
"Not paid","1987","no migration background","inadequately","","","",""
"Not paid","1987","no migration background","general elemantary","","","",""
"Not paid","1987","no migration background","middle vocational","","","",""
"Not paid","1987","no migration background","vocational + Abi","","","",""
"Not paid","1987","no migration background","higher vocational","","","",""
"Not paid","1987","no migration background","higher education","","","",""
"Not paid","1987","direct migration background","in school","","","",""
"Not paid","1987","direct migration background","inadequately","","","",""
"Not paid","1987","direct migration background","general elemantary","","","",""
"Not paid","1987","direct migration background","middle vocational","","","",""
"Not paid","1987","direct migration background","vocational + Abi","","","",""
"Not paid","1987","direct migration background","higher vocational","","","",""
"Not paid","1987","direct migration background","higher education","","","",""
"Not paid","1987","indirect migration background","in school","","","",""
"Not paid","1987","indirect migration background","inadequately","","","",""
"Not paid","1987","indirect migration background","general elemantary","","","",""
"Not paid","1987","indirect migration background","middle vocational","","","",""
"Not paid","1987","indirect migration background","vocational + Abi","","","",""
"Not paid","1987","indirect migration background","higher vocational","","","",""
"Not paid","1987","indirect migration background","higher education","","","",""
"Acclaimed","1988","no migration background","in school","","","",""
"Acclaimed","1988","no migration background","inadequately","1","","",""
"Acclaimed","1988","no migration background","general elemantary","120","0.331437773237746","0.283473358666887","0.379402187808605"
"Acclaimed","1988","no migration background","middle vocational","549","0.358975300561984","0.334828024002184","0.383122577121784"
"Acclaimed","1988","no migration background","vocational + Abi","24","","",""
"Acclaimed","1988","no migration background","higher vocational","83","0.405982186913071","0.339404581395244","0.472559792430897"
"Acclaimed","1988","no migration background","higher education","68","0.195273850125876","0.152043084058863","0.238504616192889"
"Acclaimed","1988","direct migration background","in school","","","",""
"Acclaimed","1988","direct migration background","inadequately","16","","",""
"Acclaimed","1988","direct migration background","general elemantary","39","0.159444375131634","0.117237130606171","0.201651619657097"
"Acclaimed","1988","direct migration background","middle vocational","61","0.261353597942107","0.214162670865909","0.308544525018306"
"Acclaimed","1988","direct migration background","vocational + Abi","6","","",""
"Acclaimed","1988","direct migration background","higher vocational","7","","",""
"Acclaimed","1988","direct migration background","higher education","10","","",""
"Acclaimed","1988","indirect migration background","in school","","","",""
"Acclaimed","1988","indirect migration background","inadequately","","","",""
"Acclaimed","1988","indirect migration background","general elemantary","7","","",""
"Acclaimed","1988","indirect migration background","middle vocational","13","","",""
"Acclaimed","1988","indirect migration background","vocational + Abi","","","",""
"Acclaimed","1988","indirect migration background","higher vocational","1","","",""
"Acclaimed","1988","indirect migration background","higher education","","","",""
"Partly, partly","1988","no migration background","in school","","","",""
"Partly, partly","1988","no migration background","inadequately","","","",""
"Partly, partly","1988","no migration background","general elemantary","43","0.116780729903593","0.08405667673361","0.149504783073575"
"Partly, partly","1988","no migration background","middle vocational","206","0.13476035762452","0.11757146999829","0.15194924525075"
"Partly, partly","1988","no migration background","vocational + Abi","16","","",""
"Partly, partly","1988","no migration background","higher vocational","32","0.159754645913766","0.110083433998233","0.2094258578293"
"Partly, partly","1988","no migration background","higher education","33","0.10533576059853","0.071857353440204","0.138814167756856"
"Partly, partly","1988","direct migration background","in school","","","",""
"Partly, partly","1988","direct migration background","inadequately","9","","",""
"Partly, partly","1988","direct migration background","general elemantary","22","","",""
"Partly, partly","1988","direct migration background","middle vocational","33","0.0824447451828968","0.0529038550342297","0.111985635331564"
"Partly, partly","1988","direct migration background","vocational + Abi","3","","",""
"Partly, partly","1988","direct migration background","higher vocational","6","","",""
"Partly, partly","1988","direct migration background","higher education","10","","",""
"Partly, partly","1988","indirect migration background","in school","","","",""
"Partly, partly","1988","indirect migration background","inadequately","","","",""
"Partly, partly","1988","indirect migration background","general elemantary","","","",""
"Partly, partly","1988","indirect migration background","middle vocational","5","","",""
"Partly, partly","1988","indirect migration background","vocational + Abi","1","","",""
"Partly, partly","1988","indirect migration background","higher vocational","","","",""
"Partly, partly","1988","indirect migration background","higher education","","","",""
"Paid","1988","no migration background","in school","1","","",""
"Paid","1988","no migration background","inadequately","12","","",""
"Paid","1988","no migration background","general elemantary","164","0.441483095941944","0.390886368292007","0.492079823591881"
"Paid","1988","no migration background","middle vocational","547","0.36191906508747","0.337728717686547","0.386109412488392"
"Paid","1988","no migration background","vocational + Abi","14","","",""
"Paid","1988","no migration background","higher vocational","41","0.186510753711778","0.133702379816126","0.23931912760743"
"Paid","1988","no migration background","higher education","31","0.0938280399587543","0.0620286739317256","0.125627405985783"
"Paid","1988","direct migration background","in school","","","",""
"Paid","1988","direct migration background","inadequately","121","0.796422194595227","0.7319845951541","0.860859794036354"
"Paid","1988","direct migration background","general elemantary","215","0.677965595644247","0.624094707789084","0.73183648349941"
"Paid","1988","direct migration background","middle vocational","209","0.547860247240853","0.494404154089057","0.601316340392649"
"Paid","1988","direct migration background","vocational + Abi","23","","",""
"Paid","1988","direct migration background","higher vocational","11","","",""
"Paid","1988","direct migration background","higher education","8","","",""
"Paid","1988","indirect migration background","in school","","","",""
"Paid","1988","indirect migration background","inadequately","","","",""
"Paid","1988","indirect migration background","general elemantary","8","","",""
"Paid","1988","indirect migration background","middle vocational","10","","",""
"Paid","1988","indirect migration background","vocational + Abi","","","",""
"Paid","1988","indirect migration background","higher vocational","2","","",""
"Paid","1988","indirect migration background","higher education","","","",""
"Not paid","1988","no migration background","in school","","","",""
"Not paid","1988","no migration background","inadequately","","","",""
"Not paid","1988","no migration background","general elemantary","43","0.110298400916717","0.0783790521095702","0.142217749723864"
"Not paid","1988","no migration background","middle vocational","214","0.144345276726026","0.12665441226686","0.162036141185191"
"Not paid","1988","no migration background","vocational + Abi","19","","",""
"Not paid","1988","no migration background","higher vocational","53","0.247752413461385","0.189224330902916","0.306280496019854"
"Not paid","1988","no migration background","higher education","191","0.60556234931684","0.552263793173234","0.658860905460446"
"Not paid","1988","direct migration background","in school","","","",""
"Not paid","1988","direct migration background","inadequately","4","","",""
"Not paid","1988","direct migration background","general elemantary","13","","",""
"Not paid","1988","direct migration background","middle vocational","30","0.108341409634143","0.074958628569256","0.141724190699029"
"Not paid","1988","direct migration background","vocational + Abi","4","","",""
"Not paid","1988","direct migration background","higher vocational","3","","",""
"Not paid","1988","direct migration background","higher education","10","","",""
"Not paid","1988","indirect migration background","in school","","","",""
"Not paid","1988","indirect migration background","inadequately","","","",""
"Not paid","1988","indirect migration background","general elemantary","2","","",""
"Not paid","1988","indirect migration background","middle vocational","1","","",""
"Not paid","1988","indirect migration background","vocational + Abi","","","",""
"Not paid","1988","indirect migration background","higher vocational","","","",""
"Not paid","1988","indirect migration background","higher education","1","","",""
"Acclaimed","1989","no migration background","in school","","","",""
"Acclaimed","1989","no migration background","inadequately","3","","",""
"Acclaimed","1989","no migration background","general elemantary","120","0.322832318549827","0.276428640873987","0.369235996225667"
"Acclaimed","1989","no migration background","middle vocational","565","0.348980110680376","0.32577658121153","0.372183640149221"
"Acclaimed","1989","no migration background","vocational + Abi","35","0.402403939015201","0.298762403163422","0.50604547486698"
"Acclaimed","1989","no migration background","higher vocational","76","0.370011437844352","0.304398372098614","0.43562450359009"
"Acclaimed","1989","no migration background","higher education","63","0.192101409368049","0.14859667563519","0.235606143100908"
"Acclaimed","1989","direct migration background","in school","","","",""
"Acclaimed","1989","direct migration background","inadequately","21","","",""
"Acclaimed","1989","direct migration background","general elemantary","38","0.166988069411183","0.125062436075483","0.208913702746883"
"Acclaimed","1989","direct migration background","middle vocational","68","0.223243439670963","0.18016770587733","0.266319173464596"
"Acclaimed","1989","direct migration background","vocational + Abi","8","","",""
"Acclaimed","1989","direct migration background","higher vocational","6","","",""
"Acclaimed","1989","direct migration background","higher education","12","","",""
"Acclaimed","1989","indirect migration background","in school","","","",""
"Acclaimed","1989","indirect migration background","inadequately","1","","",""
"Acclaimed","1989","indirect migration background","general elemantary","8","","",""
"Acclaimed","1989","indirect migration background","middle vocational","14","","",""
"Acclaimed","1989","indirect migration background","vocational + Abi","1","","",""
"Acclaimed","1989","indirect migration background","higher vocational","","","",""
"Acclaimed","1989","indirect migration background","higher education","","","",""
"Partly, partly","1989","no migration background","in school","","","",""
