"plb0195_h","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Acclaimed","1989","Employed","Couple + C. GT 16 ","233","0.321132308053429","0.288716750124656","0.353547865982203"
"Acclaimed","1989","Employed","Couple + C. LE and GT 16","74","0.235751799070898","0.190365666990556","0.28113793115124"
"Partly, partly","1989","Not Employed","1-pers.-HH","","","",""
"Partly, partly","1989","Not Employed","(Married) couple without C. ","","","",""
"Partly, partly","1989","Not Employed","Single parent ","","","",""
"Partly, partly","1989","Not Employed","Couple + C. LE 16 ","3","","",""
"Partly, partly","1989","Not Employed","Couple + C. GT 16 ","2","","",""
"Partly, partly","1989","Not Employed","Couple + C. LE and GT 16","","","",""
"Partly, partly","1989","Employed","1-pers.-HH","49","0.141695022151681","0.105770424062491","0.177619620240871"
"Partly, partly","1989","Employed","(Married) couple without C. ","131","0.156640447514796","0.132061301485603","0.181219593543989"
"Partly, partly","1989","Employed","Single parent ","12","","",""
"Partly, partly","1989","Employed","Couple + C. LE 16 ","132","0.161344115448787","0.13777850842578","0.184909722471794"
"Partly, partly","1989","Employed","Couple + C. GT 16 ","118","0.149466926584486","0.124713399724769","0.174220453444202"
"Partly, partly","1989","Employed","Couple + C. LE and GT 16","49","0.153104177898963","0.114601851757629","0.191606504040297"
"Paid","1989","Not Employed","1-pers.-HH","1","","",""
"Paid","1989","Not Employed","(Married) couple without C. ","3","","",""
"Paid","1989","Not Employed","Single parent ","1","","",""
"Paid","1989","Not Employed","Couple + C. LE 16 ","10","","",""
"Paid","1989","Not Employed","Couple + C. GT 16 ","7","","",""
"Paid","1989","Not Employed","Couple + C. LE and GT 16","1","","",""
"Paid","1989","Employed","1-pers.-HH","116","0.274925489166667","0.228932394939221","0.320918583394114"
"Paid","1989","Employed","(Married) couple without C. ","290","0.305529328601378","0.274379055713085","0.336679601489671"
"Paid","1989","Employed","Single parent ","72","0.469485583803396","0.390406414026245","0.548564753580548"
"Paid","1989","Employed","Couple + C. LE 16 ","431","0.394439280788692","0.363129567273324","0.42574899430406"
"Paid","1989","Employed","Couple + C. GT 16 ","324","0.360851085420355","0.327509675106887","0.394192495733823"
"Paid","1989","Employed","Couple + C. LE and GT 16","167","0.40698144021956","0.354452347788825","0.459510532650295"
"Not paid","1989","Not Employed","1-pers.-HH","2","","",""
"Not paid","1989","Not Employed","(Married) couple without C. ","2","","",""
"Not paid","1989","Not Employed","Single parent ","","","",""
"Not paid","1989","Not Employed","Couple + C. LE 16 ","1","","",""
"Not paid","1989","Not Employed","Couple + C. GT 16 ","","","",""
"Not paid","1989","Not Employed","Couple + C. LE and GT 16","1","","",""
"Not paid","1989","Employed","1-pers.-HH","65","0.203137828917918","0.161692001506084","0.244583656329753"
"Not paid","1989","Employed","(Married) couple without C. ","148","0.194949377945521","0.168158868645487","0.221739887245555"
"Not paid","1989","Employed","Single parent ","21","","",""
"Not paid","1989","Employed","Couple + C. LE 16 ","142","0.176988687004189","0.152538295198508","0.20143907880987"
"Not paid","1989","Employed","Couple + C. GT 16 ","122","0.16854967994173","0.142559992965475","0.194539366917985"
"Not paid","1989","Employed","Couple + C. LE and GT 16","46","0.204162582810579","0.161062440414278","0.24726272520688"
"Acclaimed","1990","Not Employed","1-pers.-HH","1","","",""
"Acclaimed","1990","Not Employed","(Married) couple without C. ","1","","",""
"Acclaimed","1990","Not Employed","Single parent ","","","",""
"Acclaimed","1990","Not Employed","Couple + C. LE 16 ","4","","",""
"Acclaimed","1990","Not Employed","Couple + C. GT 16 ","2","","",""
"Acclaimed","1990","Not Employed","Couple + C. LE and GT 16","1","","",""
"Acclaimed","1990","Employed","1-pers.-HH","130","0.376645113019939","0.325663073376632","0.427627152663245"
"Acclaimed","1990","Employed","(Married) couple without C. ","309","0.378868639275336","0.346371340267806","0.411365938282866"
"Acclaimed","1990","Employed","Single parent ","63","0.385534429572923","0.313215193860263","0.457853665285583"
"Acclaimed","1990","Employed","Couple + C. LE 16 ","226","0.268348525691507","0.23980915907058","0.296887892312434"
"Acclaimed","1990","Employed","Couple + C. GT 16 ","236","0.337438379661388","0.304019237540664","0.370857521782112"
"Acclaimed","1990","Employed","Couple + C. LE and GT 16","66","0.247918160599735","0.199850391584167","0.295985929615302"
"Partly, partly","1990","Not Employed","1-pers.-HH","","","",""
"Partly, partly","1990","Not Employed","(Married) couple without C. ","","","",""
"Partly, partly","1990","Not Employed","Single parent ","","","",""
"Partly, partly","1990","Not Employed","Couple + C. LE 16 ","","","",""
"Partly, partly","1990","Not Employed","Couple + C. GT 16 ","1","","",""
"Partly, partly","1990","Not Employed","Couple + C. LE and GT 16","2","","",""
"Partly, partly","1990","Employed","1-pers.-HH","49","0.147589726977225","0.110270232190997","0.184909221763453"
"Partly, partly","1990","Employed","(Married) couple without C. ","118","0.135592368018801","0.112657928679459","0.158526807358143"
"Partly, partly","1990","Employed","Single parent ","17","","",""
"Partly, partly","1990","Employed","Couple + C. LE 16 ","153","0.178419436089123","0.153759681104679","0.203079191073568"
"Partly, partly","1990","Employed","Couple + C. GT 16 ","119","0.14723347792747","0.122189501987552","0.172277453867387"
"Partly, partly","1990","Employed","Couple + C. LE and GT 16","50","0.142367806449342","0.103470128305554","0.181265484593131"
"Paid","1990","Not Employed","1-pers.-HH","","","",""
"Paid","1990","Not Employed","(Married) couple without C. ","4","","",""
"Paid","1990","Not Employed","Single parent ","2","","",""
"Paid","1990","Not Employed","Couple + C. LE 16 ","9","","",""
"Paid","1990","Not Employed","Couple + C. GT 16 ","3","","",""
"Paid","1990","Not Employed","Couple + C. LE and GT 16","4","","",""
"Paid","1990","Employed","1-pers.-HH","111","0.288628638256264","0.240952480017589","0.336304796494938"
"Paid","1990","Employed","(Married) couple without C. ","300","0.311263826605494","0.280246670094073","0.342280983116915"
"Paid","1990","Employed","Single parent ","75","0.415207037339607","0.341990887267811","0.488423187411402"
"Paid","1990","Employed","Couple + C. LE 16 ","413","0.376127235984907","0.344926991143793","0.407327480826021"
"Paid","1990","Employed","Couple + C. GT 16 ","297","0.341996072513454","0.308467912279798","0.375524232747109"
"Paid","1990","Employed","Couple + C. LE and GT 16","161","0.457993153753342","0.40253069442216","0.513455613084523"
"Not paid","1990","Not Employed","1-pers.-HH","","","",""
"Not paid","1990","Not Employed","(Married) couple without C. ","1","","",""
"Not paid","1990","Not Employed","Single parent ","","","",""
"Not paid","1990","Not Employed","Couple + C. LE 16 ","","","",""
"Not paid","1990","Not Employed","Couple + C. GT 16 ","2","","",""
"Not paid","1990","Not Employed","Couple + C. LE and GT 16","","","",""
"Not paid","1990","Employed","1-pers.-HH","57","0.187136521746572","0.146099915627985","0.22817312786516"
"Not paid","1990","Employed","(Married) couple without C. ","129","0.174275166100369","0.14886271040396","0.199687621796778"
"Not paid","1990","Employed","Single parent ","19","","",""
"Not paid","1990","Employed","Couple + C. LE 16 ","134","0.177104802234463","0.152516415779844","0.201693188689081"
"Not paid","1990","Employed","Couple + C. GT 16 ","117","0.173332069897689","0.146577995667359","0.200086144128019"
"Not paid","1990","Employed","Couple + C. LE and GT 16","33","0.151720879197582","0.111785362462171","0.191656395932992"
"Acclaimed","1991","Not Employed","1-pers.-HH","","","",""
"Acclaimed","1991","Not Employed","(Married) couple without C. ","2","","",""
"Acclaimed","1991","Not Employed","Single parent ","1","","",""
"Acclaimed","1991","Not Employed","Couple + C. LE 16 ","1","","",""
"Acclaimed","1991","Not Employed","Couple + C. GT 16 ","7","","",""
"Acclaimed","1991","Not Employed","Couple + C. LE and GT 16","","","",""
"Acclaimed","1991","Employed","1-pers.-HH","141","0.346612331573937","0.299014195029609","0.394210468118265"
"Acclaimed","1991","Employed","(Married) couple without C. ","315","0.361572897982554","0.330060898972455","0.393084896992654"
"Acclaimed","1991","Employed","Single parent ","61","0.361910953571231","0.292475594121501","0.431346313020962"
"Acclaimed","1991","Employed","Couple + C. LE 16 ","270","0.296245219155225","0.267788403565762","0.324702034744688"
"Acclaimed","1991","Employed","Couple + C. GT 16 ","229","0.314081064426977","0.281508041660495","0.346654087193458"
