"plb0195_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Not paid","1984","(Married) couple without C. ","middle vocational","103","0.21181367364543","0.176593275269392","0.247034072021468","4"
"Not paid","1984","1-pers.-HH","in school","","","","","4"
"Not paid","1984","Couple + C. GT 16 ","middle vocational","70","0.180545490591115","0.143449342828944","0.217641638353286","4"
"Not paid","1984","Couple + C. GT 16 ","vocational + Abi","5","","","","4"
"Not paid","1984","Couple + C. GT 16 ","higher education","27","","","","4"
"Not paid","1984","1-pers.-HH","inadequately","2","","","","4"
"Not paid","1984","1-pers.-HH","general elemantary","5","","","","4"
"Not paid","1984","Couple + C. GT 16 ","higher vocational","20","","","","4"
"Not paid","1984","1-pers.-HH","middle vocational","31","0.159144140032362","0.109190103824693","0.209098176240031","4"
"Not paid","1984","1-pers.-HH","vocational + Abi","6","","","","4"
"Not paid","1984","1-pers.-HH","higher vocational","13","","","","4"
"Not paid","1984","1-pers.-HH","higher education","31","0.509733047768432","0.383241888969634","0.636224206567231","4"
"Not paid","1984","(Married) couple without C. ","higher vocational","28","","","","4"
"Not paid","1984","(Married) couple without C. ","higher education","55","0.555936094011754","0.459981747577958","0.651890440445549","4"
"Not paid","1984","Single parent ","in school","","","","","4"
"Not paid","1984","Couple + C. LE 16 ","higher vocational","31","0.262351850235683","0.185233136220156","0.339470564251209","4"
"Not paid","1984","Couple + C. LE and GT 16","in school","","","","","4"
"Not paid","1984","(Married) couple without C. ","in school","1","","","","4"
"Not paid","1984","(Married) couple without C. ","inadequately","","","","","4"
"Not paid","1984","Single parent ","inadequately","2","","","","4"
"Not paid","1984","Single parent ","general elemantary","10","","","","4"
"Not paid","1984","Single parent ","middle vocational","14","","","","4"
"Not paid","1984","Single parent ","vocational + Abi","","","","","4"
"Not paid","1984","Single parent ","higher vocational","5","","","","4"
"Not paid","1984","Single parent ","higher education","3","","","","4"
"Not paid","1984","Couple + C. LE 16 ","in school","","","","","4"
"Not paid","1984","Couple + C. LE 16 ","inadequately","8","","","","4"
"Not paid","1984","Couple + C. LE 16 ","general elemantary","21","","","","4"
"Not paid","1984","Couple + C. LE 16 ","middle vocational","129","0.191104345338878","0.162040574483261","0.220168116194494","4"
"Not paid","1984","Couple + C. LE 16 ","vocational + Abi","10","","","","4"
"Not paid","1984","Couple + C. LE and GT 16","middle vocational","49","0.180255716836626","0.137115542749419","0.223395890923833","4"
"Not paid","1984","Couple + C. LE and GT 16","vocational + Abi","4","","","","4"
"Not paid","1984","Couple + C. LE and GT 16","higher vocational","9","","","","4"
"Not paid","1984","Couple + C. LE and GT 16","higher education","27","","","","4"
"Paid","1984","Couple + C. LE 16 ","in school","","","","","3"
"Paid","1984","Couple + C. LE 16 ","inadequately","73","0.788309407084931","0.704835006033592","0.87178380813627","3"
"Paid","1984","Single parent ","higher education","1","","","","3"
"Paid","1984","Single parent ","in school","","","","","3"
"Paid","1984","Single parent ","general elemantary","23","","","","3"
"Paid","1984","Single parent ","vocational + Abi","1","","","","3"
"Paid","1984","Single parent ","higher vocational","2","","","","3"
"Paid","1984","1-pers.-HH","vocational + Abi","6","","","","3"
"Paid","1984","1-pers.-HH","higher education","12","","","","3"
"Paid","1984","(Married) couple without C. ","inadequately","30","0.877565473767438","0.765729161566759","0.989401785968117","3"
"Paid","1984","(Married) couple without C. ","higher education","16","","","","3"
"Paid","1984","Single parent ","inadequately","10","","","","3"
"Paid","1984","Single parent ","middle vocational","36","0.353225843102089","0.259545029149911","0.446906657054267","3"
"Paid","1984","Couple + C. GT 16 ","higher vocational","16","","","","3"
"Paid","1984","Couple + C. LE and GT 16","in school","","","","","3"
"Paid","1984","Couple + C. LE and GT 16","general elemantary","93","0.408542745515343","0.33486599403913","0.482219496991557","3"
"Paid","1984","Couple + C. LE and GT 16","middle vocational","139","0.405385789665953","0.350285983155024","0.460485596176882","3"
"Paid","1984","Couple + C. LE and GT 16","vocational + Abi","5","","","","3"
"Paid","1984","Couple + C. LE and GT 16","higher vocational","12","","","","3"
"Paid","1984","Couple + C. LE and GT 16","higher education","4","","","","3"
"Paid","1984","1-pers.-HH","in school","","","","","3"
"Paid","1984","1-pers.-HH","inadequately","16","","","","3"
"Paid","1984","1-pers.-HH","general elemantary","27","","","","3"
"Paid","1984","1-pers.-HH","middle vocational","89","0.405400592406724","0.338355204718445","0.472445980095003","3"
"Paid","1984","1-pers.-HH","higher vocational","3","","","","3"
"Paid","1984","(Married) couple without C. ","in school","","","","","3"
"Paid","1984","(Married) couple without C. ","general elemantary","77","0.504928404053694","0.420589080623892","0.589267727483496","3"
"Paid","1984","(Married) couple without C. ","middle vocational","200","0.361735415369313","0.320316501307034","0.403154329431592","3"
"Paid","1984","(Married) couple without C. ","vocational + Abi","8","","","","3"
"Paid","1984","(Married) couple without C. ","higher vocational","12","","","","3"
"Paid","1984","Couple + C. LE 16 ","general elemantary","138","0.59722444636123","0.530085967025895","0.664362925696565","3"
"Paid","1984","Couple + C. LE 16 ","middle vocational","324","0.409952386451723","0.37359600368872","0.446308769214726","3"
"Paid","1984","Couple + C. LE 16 ","vocational + Abi","20","","","","3"
"Paid","1984","Couple + C. LE 16 ","higher vocational","34","0.26578945418874","0.188348219908099","0.343230688469381","3"
"Paid","1984","Couple + C. LE 16 ","higher education","25","","","","3"
"Paid","1984","Couple + C. GT 16 ","in school","","","","","3"
"Paid","1984","Couple + C. GT 16 ","inadequately","30","0.897119191525362","0.796470918660263","0.997767464390461","3"
"Paid","1984","Couple + C. GT 16 ","general elemantary","61","0.423302333805018","0.340868029670877","0.505736637939159","3"
"Paid","1984","Couple + C. GT 16 ","middle vocational","167","0.386557628487798","0.339593412750459","0.433521844225138","3"
"Paid","1984","Couple + C. GT 16 ","vocational + Abi","6","","","","3"
"Paid","1984","Couple + C. GT 16 ","higher education","9","","","","3"
"Paid","1984","Couple + C. LE and GT 16","inadequately","37","0.669115253244852","0.539977911669424","0.79825259482028","3"
"Partly, partly","1984","Couple + C. GT 16 ","inadequately","5","","","","2"
"Partly, partly","1984","(Married) couple without C. ","middle vocational","58","0.112784253871433","0.0855169828151618","0.140051524927704","2"
"Partly, partly","1984","1-pers.-HH","inadequately","1","","","","2"
"Partly, partly","1984","Couple + C. LE 16 ","higher vocational","21","","","","2"
"Partly, partly","1984","Couple + C. GT 16 ","general elemantary","7","","","","2"
"Partly, partly","1984","(Married) couple without C. ","higher education","15","","","","2"
"Partly, partly","1984","1-pers.-HH","vocational + Abi","1","","","","2"
"Partly, partly","1984","Single parent ","vocational + Abi","","","","","2"
"Partly, partly","1984","Single parent ","higher vocational","3","","","","2"
"Partly, partly","1984","Couple + C. GT 16 ","in school","","","","","2"
"Partly, partly","1984","Couple + C. LE 16 ","higher education","27","","","","2"
"Partly, partly","1984","Couple + C. GT 16 ","higher vocational","6","","","","2"
"Partly, partly","1984","Couple + C. GT 16 ","higher education","12","","","","2"
"Partly, partly","1984","1-pers.-HH","in school","","","","","2"
"Partly, partly","1984","1-pers.-HH","general elemantary","4","","","","2"
"Partly, partly","1984","1-pers.-HH","middle vocational","18","","","","2"
"Partly, partly","1984","1-pers.-HH","higher vocational","7","","","","2"
"Partly, partly","1984","(Married) couple without C. ","vocational + Abi","5","","","","2"
"Partly, partly","1984","(Married) couple without C. ","higher vocational","11","","","","2"
"Partly, partly","1984","Single parent ","higher education","","","","","2"
"Partly, partly","1984","Couple + C. LE 16 ","in school","","","","","2"
"Partly, partly","1984","Couple + C. LE 16 ","inadequately","6","","","","2"
"Partly, partly","1984","Couple + C. GT 16 ","middle vocational","51","0.118299973329427","0.0871522853503832","0.14944766130847","2"
"Partly, partly","1984","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"Partly, partly","1984","1-pers.-HH","higher education","2","","","","2"
"Partly, partly","1984","(Married) couple without C. ","in school","","","","","2"
"Partly, partly","1984","(Married) couple without C. ","inadequately","2","","","","2"
"Partly, partly","1984","(Married) couple without C. ","general elemantary","8","","","","2"
"Partly, partly","1984","Couple + C. LE 16 ","general elemantary","16","","","","2"
"Partly, partly","1984","Couple + C. LE 16 ","middle vocational","71","0.111727096465385","0.0884395951758639","0.135014597754906","2"
"Partly, partly","1984","Couple + C. LE 16 ","vocational + Abi","5","","","","2"
"Partly, partly","1984","Couple + C. LE and GT 16","in school","","","","","2"
"Partly, partly","1984","Couple + C. LE and GT 16","inadequately","4","","","","2"
"Partly, partly","1984","Couple + C. LE and GT 16","general elemantary","13","","","","2"
"Partly, partly","1984","Couple + C. LE and GT 16","middle vocational","33","0.114070732269201","0.0783940212374507","0.149747443300952","2"
"Partly, partly","1984","Single parent ","in school","","","","","2"
"Partly, partly","1984","Single parent ","inadequately","1","","","","2"
"Partly, partly","1984","Single parent ","general elemantary","7","","","","2"
"Partly, partly","1984","Single parent ","middle vocational","15","","","","2"
"Partly, partly","1984","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"Partly, partly","1984","Couple + C. LE and GT 16","higher vocational","4","","","","2"
"Partly, partly","1984","Couple + C. LE and GT 16","higher education","4","","","","2"
"Acclaimed","1985","1-pers.-HH","in school","","","","","1"
"Acclaimed","1985","1-pers.-HH","inadequately","1","","","","1"
"Acclaimed","1985","1-pers.-HH","general elemantary","15","","","","1"
"Acclaimed","1985","1-pers.-HH","middle vocational","65","0.398596179534754","0.325847833467676","0.471344525601833","1"
"Acclaimed","1985","1-pers.-HH","vocational + Abi","6","","","","1"
"Acclaimed","1985","1-pers.-HH","higher vocational","19","","","","1"
"Acclaimed","1985","1-pers.-HH","higher education","11","","","","1"
"Acclaimed","1985","(Married) couple without C. ","in school","","","","","1"
"Acclaimed","1985","(Married) couple without C. ","inadequately","1","","","","1"
"Acclaimed","1985","(Married) couple without C. ","general elemantary","22","","","","1"
"Acclaimed","1985","(Married) couple without C. ","middle vocational","136","0.316818196689694","0.273048208417229","0.360588184962158","1"
"Acclaimed","1985","(Married) couple without C. ","vocational + Abi","6","","","","1"
"Acclaimed","1985","(Married) couple without C. ","higher vocational","26","","","","1"
"Acclaimed","1985","(Married) couple without C. ","higher education","19","","","","1"
"Acclaimed","1985","Single parent ","in school","","","","","1"
"Acclaimed","1985","Single parent ","inadequately","","","","","1"
"Acclaimed","1985","Single parent ","general elemantary","13","","","","1"
"Acclaimed","1985","Single parent ","middle vocational","28","","","","1"
"Acclaimed","1985","Single parent ","vocational + Abi","","","","","1"
"Acclaimed","1985","Single parent ","higher vocational","5","","","","1"
"Acclaimed","1985","Single parent ","higher education","3","","","","1"
"Acclaimed","1985","Couple + C. LE 16 ","in school","","","","","1"
"Acclaimed","1985","Couple + C. LE 16 ","inadequately","6","","","","1"
"Acclaimed","1985","Couple + C. LE 16 ","general elemantary","21","","","","1"
"Acclaimed","1985","Couple + C. LE 16 ","middle vocational","124","0.242214426286241","0.206888217062485","0.277540635509998","1"
"Acclaimed","1985","Couple + C. LE 16 ","vocational + Abi","4","","","","1"
"Acclaimed","1985","Couple + C. LE 16 ","higher vocational","20","","","","1"
"Acclaimed","1985","Couple + C. LE 16 ","higher education","20","","","","1"
"Acclaimed","1985","Couple + C. GT 16 ","in school","","","","","1"
"Acclaimed","1985","Couple + C. GT 16 ","inadequately","1","","","","1"
"Acclaimed","1985","Couple + C. GT 16 ","general elemantary","42","0.312312731503115","0.237900334708629","0.386725128297601","1"
"Acclaimed","1985","Couple + C. GT 16 ","middle vocational","130","0.324004465853234","0.278537256636937","0.36947167506953","1"
"Acclaimed","1985","Couple + C. GT 16 ","vocational + Abi","3","","","","1"
"Acclaimed","1985","Couple + C. GT 16 ","higher vocational","11","","","","1"
"Acclaimed","1985","Couple + C. GT 16 ","higher education","9","","","","1"
"Acclaimed","1985","Couple + C. LE and GT 16","in school","","","","","1"
"Acclaimed","1985","Couple + C. LE and GT 16","inadequately","3","","","","1"
"Acclaimed","1985","Couple + C. LE and GT 16","general elemantary","24","","","","1"
"Acclaimed","1985","Couple + C. LE and GT 16","middle vocational","52","0.209563144002223","0.159804037531525","0.259322250472921","1"
"Acclaimed","1985","Couple + C. LE and GT 16","vocational + Abi","1","","","","1"
"Acclaimed","1985","Couple + C. LE and GT 16","higher vocational","6","","","","1"
"Acclaimed","1985","Couple + C. LE and GT 16","higher education","1","","","","1"
"Not paid","1985","(Married) couple without C. ","vocational + Abi","7","","","","4"
"Not paid","1985","Couple + C. LE and GT 16","general elemantary","17","","","","4"
"Not paid","1985","(Married) couple without C. ","general elemantary","17","","","","4"
"Not paid","1985","(Married) couple without C. ","middle vocational","92","0.220195659549654","0.181210400232492","0.259180918866817","4"
"Not paid","1985","Couple + C. LE and GT 16","inadequately","2","","","","4"
"Not paid","1985","1-pers.-HH","in school","","","","","4"
"Not paid","1985","1-pers.-HH","inadequately","1","","","","4"
"Not paid","1985","1-pers.-HH","middle vocational","35","0.209601280184676","0.149123819696663","0.270078740672688","4"
"Not paid","1985","1-pers.-HH","vocational + Abi","3","","","","4"
"Not paid","1985","Couple + C. LE 16 ","higher education","84","0.613738084790471","0.533372332145838","0.694103837435103","4"
"Not paid","1985","Couple + C. GT 16 ","in school","","","","","4"
"Not paid","1985","Couple + C. GT 16 ","inadequately","1","","","","4"
"Not paid","1985","Couple + C. GT 16 ","general elemantary","29","","","","4"
"Not paid","1985","Couple + C. GT 16 ","middle vocational","84","0.211715596199319","0.172026722058201","0.251404470340438","4"
"Not paid","1985","Couple + C. GT 16 ","vocational + Abi","5","","","","4"
"Not paid","1985","Couple + C. GT 16 ","higher vocational","23","","","","4"
"Not paid","1985","1-pers.-HH","general elemantary","1","","","","4"
"Not paid","1985","1-pers.-HH","higher vocational","11","","","","4"
"Not paid","1985","1-pers.-HH","higher education","33","0.553280242406548","0.426423882127628","0.680136602685468","4"
"Not paid","1985","(Married) couple without C. ","in school","","","","","4"
"Not paid","1985","(Married) couple without C. ","inadequately","","","","","4"
"Not paid","1985","(Married) couple without C. ","higher vocational","24","","","","4"
"Not paid","1985","(Married) couple without C. ","higher education","55","0.577799576095473","0.479509388074015","0.67608976411693","4"
"Not paid","1985","Single parent ","in school","","","","","4"
"Not paid","1985","Couple + C. GT 16 ","higher education","41","0.629082897151866","0.515106240282104","0.743059554021629","4"
"Not paid","1985","Couple + C. LE and GT 16","in school","1","","","","4"
"Not paid","1985","Couple + C. LE 16 ","higher vocational","33","0.364782922242394","0.268988426488489","0.460577417996298","4"
"Not paid","1985","Single parent ","inadequately","1","","","","4"
"Not paid","1985","Single parent ","general elemantary","8","","","","4"
"Not paid","1985","Single parent ","middle vocational","15","","","","4"
"Not paid","1985","Single parent ","vocational + Abi","","","","","4"
"Not paid","1985","Single parent ","higher vocational","7","","","","4"
"Not paid","1985","Single parent ","higher education","2","","","","4"
"Not paid","1985","Couple + C. LE 16 ","in school","","","","","4"
"Not paid","1985","Couple + C. LE 16 ","inadequately","7","","","","4"
"Not paid","1985","Couple + C. LE 16 ","general elemantary","5","","","","4"
"Not paid","1985","Couple + C. LE 16 ","middle vocational","120","0.223780860347787","0.18941497710187","0.258146743593705","4"
"Not paid","1985","Couple + C. LE 16 ","vocational + Abi","9","","","","4"
"Not paid","1985","Couple + C. LE and GT 16","middle vocational","55","0.264479608009156","0.2105564914906","0.318402724527713","4"
"Not paid","1985","Couple + C. LE and GT 16","vocational + Abi","1","","","","4"
"Not paid","1985","Couple + C. LE and GT 16","higher vocational","7","","","","4"
"Not paid","1985","Couple + C. LE and GT 16","higher education","23","","","","4"
"Paid","1985","Couple + C. LE 16 ","in school","","","","","3"
"Paid","1985","Single parent ","in school","","","","","3"
"Paid","1985","Single parent ","general elemantary","20","","","","3"
"Paid","1985","Single parent ","vocational + Abi","2","","","","3"
"Paid","1985","Single parent ","higher vocational","1","","","","3"
"Paid","1985","Single parent ","higher education","","","","","3"
"Paid","1985","Couple + C. LE 16 ","inadequately","43","0.717662694011585","0.604701963504691","0.83062342451848","3"
"Paid","1985","(Married) couple without C. ","higher education","12","","","","3"
"Paid","1985","Single parent ","inadequately","4","","","","3"
"Paid","1985","Single parent ","middle vocational","38","0.409484651935542","0.308451988052366","0.510517315818719","3"
"Paid","1985","1-pers.-HH","in school","","","","","3"
"Paid","1985","1-pers.-HH","inadequately","11","","","","3"
"Paid","1985","1-pers.-HH","general elemantary","22","","","","3"
"Paid","1985","1-pers.-HH","middle vocational","55","0.267237267143442","0.201486069977071","0.332988464309812","3"
"Paid","1985","1-pers.-HH","vocational + Abi","5","","","","3"
"Paid","1985","1-pers.-HH","higher vocational","3","","","","3"
"Paid","1985","1-pers.-HH","higher education","7","","","","3"
"Paid","1985","(Married) couple without C. ","in school","","","","","3"
"Paid","1985","(Married) couple without C. ","inadequately","20","","","","3"
"Paid","1985","(Married) couple without C. ","general elemantary","53","0.444717920590056","0.34828015283929","0.541155688340822","3"
"Paid","1985","(Married) couple without C. ","middle vocational","156","0.347702263117072","0.302896908303243","0.3925076179309","3"
"Paid","1985","(Married) couple without C. ","vocational + Abi","6","","","","3"
"Paid","1985","(Married) couple without C. ","higher vocational","8","","","","3"
"Paid","1985","Couple + C. LE 16 ","general elemantary","106","0.706767007656292","0.632668640125536","0.780865375187047","3"
"Paid","1985","Couple + C. LE 16 ","middle vocational","263","0.427929133909626","0.38713152504435","0.468726742774901","3"
"Paid","1985","Couple + C. LE 16 ","vocational + Abi","17","","","","3"
"Paid","1985","Couple + C. LE 16 ","higher vocational","29","","","","3"
"Paid","1985","Couple + C. LE 16 ","higher education","15","","","","3"
"Paid","1985","Couple + C. GT 16 ","in school","","","","","3"
"Paid","1985","Couple + C. GT 16 ","inadequately","20","","","","3"
"Paid","1985","Couple + C. GT 16 ","general elemantary","62","0.367508993699647","0.290095597667139","0.444922389732155","3"
"Paid","1985","Couple + C. GT 16 ","middle vocational","148","0.352797384503775","0.306374331682737","0.399220437324814","3"
"Paid","1985","Couple + C. GT 16 ","vocational + Abi","7","","","","3"
"Paid","1985","Couple + C. GT 16 ","higher vocational","15","","","","3"
"Paid","1985","Couple + C. GT 16 ","higher education","13","","","","3"
"Paid","1985","Couple + C. LE and GT 16","in school","","","","","3"
"Paid","1985","Couple + C. LE and GT 16","inadequately","32","0.807443477475059","0.680391212575915","0.934495742374202","3"
"Paid","1985","Couple + C. LE and GT 16","general elemantary","75","0.474413639627711","0.38790813724289","0.560919142012531","3"
"Paid","1985","Couple + C. LE and GT 16","middle vocational","114","0.383047326282697","0.323613502493162","0.442481150072233","3"
"Paid","1985","Couple + C. LE and GT 16","vocational + Abi","3","","","","3"
"Paid","1985","Couple + C. LE and GT 16","higher vocational","7","","","","3"
"Paid","1985","Couple + C. LE and GT 16","higher education","5","","","","3"
"Partly, partly","1985","Couple + C. LE 16 ","higher vocational","15","","","","2"
"Partly, partly","1985","(Married) couple without C. ","general elemantary","10","","","","2"
"Partly, partly","1985","1-pers.-HH","vocational + Abi","2","","","","2"
"Partly, partly","1985","Couple + C. GT 16 ","in school","","","","","2"
"Partly, partly","1985","1-pers.-HH","inadequately","1","","","","2"
"Partly, partly","1985","(Married) couple without C. ","middle vocational","50","0.115283880643581","0.0852376850637848","0.145330076223376","2"
"Partly, partly","1985","Couple + C. LE 16 ","higher education","22","","","","2"
"Partly, partly","1985","Couple + C. GT 16 ","general elemantary","16","","","","2"
"Partly, partly","1985","1-pers.-HH","higher vocational","6","","","","2"
"Partly, partly","1985","Couple + C. GT 16 ","inadequately","3","","","","2"
"Partly, partly","1985","1-pers.-HH","in school","","","","","2"
"Partly, partly","1985","1-pers.-HH","general elemantary","4","","","","2"
"Partly, partly","1985","1-pers.-HH","middle vocational","19","","","","2"
"Partly, partly","1985","(Married) couple without C. ","in school","","","","","2"
"Partly, partly","1985","(Married) couple without C. ","inadequately","","","","","2"
"Partly, partly","1985","Couple + C. GT 16 ","higher vocational","7","","","","2"
"Partly, partly","1985","Couple + C. GT 16 ","higher education","6","","","","2"
"Partly, partly","1985","1-pers.-HH","higher education","8","","","","2"
"Partly, partly","1985","Couple + C. GT 16 ","middle vocational","45","0.111482553443672","0.0809060852312054","0.142059021656139","2"
"Partly, partly","1985","Couple + C. GT 16 ","vocational + Abi","2","","","","2"
"Partly, partly","1985","(Married) couple without C. ","vocational + Abi","2","","","","2"
"Partly, partly","1985","(Married) couple without C. ","higher vocational","10","","","","2"
"Partly, partly","1985","(Married) couple without C. ","higher education","11","","","","2"
"Partly, partly","1985","Single parent ","vocational + Abi","","","","","2"
"Partly, partly","1985","Single parent ","higher vocational","2","","","","2"
"Partly, partly","1985","Single parent ","higher education","","","","","2"
"Partly, partly","1985","Couple + C. LE 16 ","in school","","","","","2"
"Partly, partly","1985","Couple + C. LE 16 ","inadequately","5","","","","2"
"Partly, partly","1985","Couple + C. LE 16 ","general elemantary","13","","","","2"
"Partly, partly","1985","Couple + C. LE 16 ","middle vocational","58","0.106075579456346","0.0806844526523828","0.131466706260309","2"
"Partly, partly","1985","Couple + C. LE 16 ","vocational + Abi","1","","","","2"
"Partly, partly","1985","Couple + C. LE and GT 16","in school","","","","","2"
"Partly, partly","1985","Couple + C. LE and GT 16","inadequately","","","","","2"
"Partly, partly","1985","Couple + C. LE and GT 16","general elemantary","12","","","","2"
"Partly, partly","1985","Couple + C. LE and GT 16","middle vocational","36","0.142909921705923","0.100121530889927","0.18569831252192","2"
"Partly, partly","1985","Single parent ","in school","","","","","2"
"Partly, partly","1985","Single parent ","inadequately","2","","","","2"
"Partly, partly","1985","Single parent ","general elemantary","6","","","","2"
"Partly, partly","1985","Single parent ","middle vocational","10","","","","2"
"Partly, partly","1985","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"Partly, partly","1985","Couple + C. LE and GT 16","higher vocational","2","","","","2"
"Partly, partly","1985","Couple + C. LE and GT 16","higher education","4","","","","2"
"Acclaimed","1986","1-pers.-HH","in school","","","","","1"
"Acclaimed","1986","1-pers.-HH","inadequately","4","","","","1"
"Acclaimed","1986","1-pers.-HH","general elemantary","15","","","","1"
"Acclaimed","1986","1-pers.-HH","middle vocational","71","0.415015805258083","0.344583232786002","0.485448377730164","1"
"Acclaimed","1986","1-pers.-HH","vocational + Abi","4","","","","1"
"Acclaimed","1986","1-pers.-HH","higher vocational","11","","","","1"
"Acclaimed","1986","1-pers.-HH","higher education","13","","","","1"
"Acclaimed","1986","(Married) couple without C. ","in school","","","","","1"
"Acclaimed","1986","(Married) couple without C. ","inadequately","4","","","","1"
"Acclaimed","1986","(Married) couple without C. ","general elemantary","32","0.288934199899052","0.20715149731607","0.370716902482034","1"
"Acclaimed","1986","(Married) couple without C. ","middle vocational","152","0.333722922768933","0.290678381529211","0.376767464008654","1"
"Acclaimed","1986","(Married) couple without C. ","vocational + Abi","7","","","","1"
"Acclaimed","1986","(Married) couple without C. ","higher vocational","27","","","","1"
"Acclaimed","1986","(Married) couple without C. ","higher education","20","","","","1"
"Acclaimed","1986","Single parent ","in school","","","","","1"
"Acclaimed","1986","Single parent ","inadequately","","","","","1"
"Acclaimed","1986","Single parent ","general elemantary","12","","","","1"
"Acclaimed","1986","Single parent ","middle vocational","27","","","","1"
"Acclaimed","1986","Single parent ","vocational + Abi","1","","","","1"
"Acclaimed","1986","Single parent ","higher vocational","5","","","","1"
"Acclaimed","1986","Single parent ","higher education","2","","","","1"
"Acclaimed","1986","Couple + C. LE 16 ","in school","","","","","1"
"Acclaimed","1986","Couple + C. LE 16 ","inadequately","8","","","","1"
"Acclaimed","1986","Couple + C. LE 16 ","general elemantary","22","","","","1"
"Acclaimed","1986","Couple + C. LE 16 ","middle vocational","136","0.294719958757353","0.255073737011634","0.334366180503072","1"
"Acclaimed","1986","Couple + C. LE 16 ","vocational + Abi","3","","","","1"
