"plb0195_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Paid","1985","Not Working","Couple + C. GT 16 ","4","","",""
"Paid","1985","Not Working","Couple + C. LE and GT 16","2","","",""
"Not paid","1985","Full Time","1-pers.-HH","70","0.249130114149943","0.198916541975171","0.299343686324716"
"Not paid","1985","Full Time","(Married) couple without C. ","170","0.296026272850573","0.26026571552566","0.331786830175486"
"Not paid","1985","Full Time","Single parent ","28","","",""
"Not paid","1985","Full Time","Couple + C. LE 16 ","210","0.298938560943303","0.267643111568634","0.330234010317972"
"Not paid","1985","Full Time","Couple + C. GT 16 ","157","0.298657882173729","0.260512894740418","0.33680286960704"
"Not paid","1985","Full Time","Couple + C. LE and GT 16","87","0.294609578869764","0.24948187175608","0.339737285983448"
"Not paid","1985","Part Time","1-pers.-HH","13","","",""
"Not paid","1985","Part Time","(Married) couple without C. ","23","","",""
"Not paid","1985","Part Time","Single parent ","5","","",""
"Not paid","1985","Part Time","Couple + C. LE 16 ","49","0.243770525916858","0.186644288398884","0.300896763434833"
"Not paid","1985","Part Time","Couple + C. GT 16 ","21","","",""
"Not paid","1985","Part Time","Couple + C. LE and GT 16","16","","",""
"Not paid","1985","Not Working","1-pers.-HH","2","","",""
"Not paid","1985","Not Working","(Married) couple without C. ","2","","",""
"Not paid","1985","Not Working","Single parent ","","","",""
"Not paid","1985","Not Working","Couple + C. LE 16 ","2","","",""
"Not paid","1985","Not Working","Couple + C. GT 16 ","5","","",""
"Not paid","1985","Not Working","Couple + C. LE and GT 16","3","","",""
"Acclaimed","1986","Full Time","1-pers.-HH","94","0.37897134464555","0.323039624517566","0.434903064773533"
"Acclaimed","1986","Full Time","(Married) couple without C. ","193","0.305619527237835","0.269985092310213","0.341253962165457"
"Acclaimed","1986","Full Time","Single parent ","33","0.309786819861681","0.225999508921135","0.393574130802226"
"Acclaimed","1986","Full Time","Couple + C. LE 16 ","164","0.246374235301983","0.215958633387097","0.276789837216868"
"Acclaimed","1986","Full Time","Couple + C. GT 16 ","147","0.288976304725825","0.250602147567612","0.327350461884038"
"Acclaimed","1986","Full Time","Couple + C. LE and GT 16","74","0.269239272833203","0.221015274609366","0.31746327105704"
"Acclaimed","1986","Part Time","1-pers.-HH","24","","",""
"Acclaimed","1986","Part Time","(Married) couple without C. ","47","0.371162857967723","0.28713997511744","0.455185740818007"
"Acclaimed","1986","Part Time","Single parent ","14","","",""
"Acclaimed","1986","Part Time","Couple + C. LE 16 ","51","0.311609857269683","0.241574658541872","0.381645055997494"
"Acclaimed","1986","Part Time","Couple + C. GT 16 ","47","0.348129275053686","0.270050842896607","0.426207707210764"
"Acclaimed","1986","Part Time","Couple + C. LE and GT 16","24","","",""
"Acclaimed","1986","Not Working","1-pers.-HH","","","",""
"Acclaimed","1986","Not Working","(Married) couple without C. ","3","","",""
"Acclaimed","1986","Not Working","Single parent ","","","",""
"Acclaimed","1986","Not Working","Couple + C. LE 16 ","2","","",""
"Acclaimed","1986","Not Working","Couple + C. GT 16 ","3","","",""
"Acclaimed","1986","Not Working","Couple + C. LE and GT 16","1","","",""
"Partly, partly","1986","Full Time","1-pers.-HH","35","0.128389293726144","0.0898214949462595","0.166957092506029"
"Partly, partly","1986","Full Time","(Married) couple without C. ","82","0.130197135087778","0.104166083799563","0.156228186375994"
"Partly, partly","1986","Full Time","Single parent ","9","","",""
"Partly, partly","1986","Full Time","Couple + C. LE 16 ","87","0.11542908431325","0.0928739792116651","0.137984189414835"
"Partly, partly","1986","Full Time","Couple + C. GT 16 ","67","0.136149993723903","0.107116875713525","0.165183111734282"
"Partly, partly","1986","Full Time","Couple + C. LE and GT 16","30","0.102585564098635","0.0695983179115953","0.135572810285675"
"Partly, partly","1986","Part Time","1-pers.-HH","7","","",""
"Partly, partly","1986","Part Time","(Married) couple without C. ","10","","",""
"Partly, partly","1986","Part Time","Single parent ","5","","",""
"Partly, partly","1986","Part Time","Couple + C. LE 16 ","12","","",""
"Partly, partly","1986","Part Time","Couple + C. GT 16 ","16","","",""
"Partly, partly","1986","Part Time","Couple + C. LE and GT 16","10","","",""
"Partly, partly","1986","Not Working","1-pers.-HH","1","","",""
"Partly, partly","1986","Not Working","(Married) couple without C. ","1","","",""
"Partly, partly","1986","Not Working","Single parent ","","","",""
"Partly, partly","1986","Not Working","Couple + C. LE 16 ","","","",""
"Partly, partly","1986","Not Working","Couple + C. GT 16 ","1","","",""
"Partly, partly","1986","Not Working","Couple + C. LE and GT 16","1","","",""
"Paid","1986","Full Time","1-pers.-HH","100","0.26501817816268","0.214134874501277","0.315901481824084"
"Paid","1986","Full Time","(Married) couple without C. ","222","0.314128680573419","0.27822361754779","0.350033743599047"
"Paid","1986","Full Time","Single parent ","52","0.430053418938026","0.340344951180732","0.519761886695321"
"Paid","1986","Full Time","Couple + C. LE 16 ","373","0.414659850238043","0.379884536853076","0.449435163623011"
"Paid","1986","Full Time","Couple + C. GT 16 ","219","0.365526714801876","0.324757539343587","0.406295890260165"
"Paid","1986","Full Time","Couple + C. LE and GT 16","168","0.424386893926216","0.370652453686886","0.478121334165546"
"Paid","1986","Part Time","1-pers.-HH","21","","",""
"Paid","1986","Part Time","(Married) couple without C. ","51","0.399510137576873","0.314325168019656","0.48469510713409"
"Paid","1986","Part Time","Single parent ","13","","",""
"Paid","1986","Part Time","Couple + C. LE 16 ","79","0.451630038908941","0.376377407884019","0.526882669933863"
"Paid","1986","Part Time","Couple + C. GT 16 ","57","0.369659954018243","0.290543151985957","0.448776756050528"
"Paid","1986","Part Time","Couple + C. LE and GT 16","33","0.402019636022555","0.29653817430129","0.50750109774382"
"Paid","1986","Not Working","1-pers.-HH","4","","",""
"Paid","1986","Not Working","(Married) couple without C. ","2","","",""
"Paid","1986","Not Working","Single parent ","4","","",""
"Paid","1986","Not Working","Couple + C. LE 16 ","4","","",""
"Paid","1986","Not Working","Couple + C. GT 16 ","3","","",""
"Paid","1986","Not Working","Couple + C. LE and GT 16","3","","",""
"Not paid","1986","Full Time","1-pers.-HH","60","0.227621183465626","0.179279620781581","0.27596274614967"
"Not paid","1986","Full Time","(Married) couple without C. ","145","0.250054657100968","0.216557121531005","0.28355219267093"
"Not paid","1986","Full Time","Single parent ","23","","",""
"Not paid","1986","Full Time","Couple + C. LE 16 ","147","0.223536830146724","0.194129481102218","0.252944179191231"
"Not paid","1986","Full Time","Couple + C. GT 16 ","103","0.209346986748396","0.174904696798851","0.243789276697941"
"Not paid","1986","Full Time","Couple + C. LE and GT 16","53","0.203788269141945","0.159994705493082","0.247581832790808"
"Not paid","1986","Part Time","1-pers.-HH","11","","",""
"Not paid","1986","Part Time","(Married) couple without C. ","19","","",""
"Not paid","1986","Part Time","Single parent ","6","","",""
"Not paid","1986","Part Time","Couple + C. LE 16 ","26","","",""
"Not paid","1986","Part Time","Couple + C. GT 16 ","23","","",""
"Not paid","1986","Part Time","Couple + C. LE and GT 16","16","","",""
"Not paid","1986","Not Working","1-pers.-HH","5","","",""
"Not paid","1986","Not Working","(Married) couple without C. ","2","","",""
"Not paid","1986","Not Working","Single parent ","","","",""
"Not paid","1986","Not Working","Couple + C. LE 16 ","","","",""
"Not paid","1986","Not Working","Couple + C. GT 16 ","1","","",""
"Not paid","1986","Not Working","Couple + C. LE and GT 16","2","","",""
"Acclaimed","1987","Full Time","1-pers.-HH","","","",""
"Acclaimed","1987","Full Time","(Married) couple without C. ","","","",""
"Acclaimed","1987","Full Time","Single parent ","","","",""
"Acclaimed","1987","Full Time","Couple + C. LE 16 ","","","",""
"Acclaimed","1987","Full Time","Couple + C. GT 16 ","","","",""
"Acclaimed","1987","Full Time","Couple + C. LE and GT 16","","","",""
"Acclaimed","1987","Part Time","1-pers.-HH","","","",""
"Acclaimed","1987","Part Time","(Married) couple without C. ","","","",""
"Acclaimed","1987","Part Time","Single parent ","","","",""
"Acclaimed","1987","Part Time","Couple + C. LE 16 ","","","",""
"Acclaimed","1987","Part Time","Couple + C. GT 16 ","","","",""
"Acclaimed","1987","Part Time","Couple + C. LE and GT 16","","","",""
"Acclaimed","1987","Not Working","1-pers.-HH","","","",""
"Acclaimed","1987","Not Working","(Married) couple without C. ","","","",""
"Acclaimed","1987","Not Working","Single parent ","","","",""
"Acclaimed","1987","Not Working","Couple + C. LE 16 ","","","",""
"Acclaimed","1987","Not Working","Couple + C. GT 16 ","","","",""
"Acclaimed","1987","Not Working","Couple + C. LE and GT 16","","","",""
"Partly, partly","1987","Full Time","1-pers.-HH","","","",""
"Partly, partly","1987","Full Time","(Married) couple without C. ","","","",""
"Partly, partly","1987","Full Time","Single parent ","","","",""
"Partly, partly","1987","Full Time","Couple + C. LE 16 ","","","",""
"Partly, partly","1987","Full Time","Couple + C. GT 16 ","","","",""
"Partly, partly","1987","Full Time","Couple + C. LE and GT 16","","","",""
"Partly, partly","1987","Part Time","1-pers.-HH","","","",""
"Partly, partly","1987","Part Time","(Married) couple without C. ","","","",""
"Partly, partly","1987","Part Time","Single parent ","","","",""
"Partly, partly","1987","Part Time","Couple + C. LE 16 ","","","",""
"Partly, partly","1987","Part Time","Couple + C. GT 16 ","","","",""
"Partly, partly","1987","Part Time","Couple + C. LE and GT 16","","","",""
"Partly, partly","1987","Not Working","1-pers.-HH","","","",""
"Partly, partly","1987","Not Working","(Married) couple without C. ","","","",""
"Partly, partly","1987","Not Working","Single parent ","","","",""
"Partly, partly","1987","Not Working","Couple + C. LE 16 ","","","",""
"Partly, partly","1987","Not Working","Couple + C. GT 16 ","","","",""
"Partly, partly","1987","Not Working","Couple + C. LE and GT 16","","","",""
"Paid","1987","Full Time","1-pers.-HH","","","",""
"Paid","1987","Full Time","(Married) couple without C. ","","","",""
"Paid","1987","Full Time","Single parent ","","","",""
"Paid","1987","Full Time","Couple + C. LE 16 ","","","",""
"Paid","1987","Full Time","Couple + C. GT 16 ","","","",""
"Paid","1987","Full Time","Couple + C. LE and GT 16","","","",""
"Paid","1987","Part Time","1-pers.-HH","","","",""
"Paid","1987","Part Time","(Married) couple without C. ","","","",""
"Paid","1987","Part Time","Single parent ","","","",""
"Paid","1987","Part Time","Couple + C. LE 16 ","","","",""
"Paid","1987","Part Time","Couple + C. GT 16 ","","","",""
"Paid","1987","Part Time","Couple + C. LE and GT 16","","","",""
"Paid","1987","Not Working","1-pers.-HH","","","",""
"Paid","1987","Not Working","(Married) couple without C. ","","","",""
"Paid","1987","Not Working","Single parent ","","","",""
"Paid","1987","Not Working","Couple + C. LE 16 ","","","",""
"Paid","1987","Not Working","Couple + C. GT 16 ","","","",""
"Paid","1987","Not Working","Couple + C. LE and GT 16","","","",""
"Not paid","1987","Full Time","1-pers.-HH","","","",""
"Not paid","1987","Full Time","(Married) couple without C. ","","","",""
"Not paid","1987","Full Time","Single parent ","","","",""
"Not paid","1987","Full Time","Couple + C. LE 16 ","","","",""
"Not paid","1987","Full Time","Couple + C. GT 16 ","","","",""
"Not paid","1987","Full Time","Couple + C. LE and GT 16","","","",""
"Not paid","1987","Part Time","1-pers.-HH","","","",""
"Not paid","1987","Part Time","(Married) couple without C. ","","","",""
"Not paid","1987","Part Time","Single parent ","","","",""
"Not paid","1987","Part Time","Couple + C. LE 16 ","","","",""
"Not paid","1987","Part Time","Couple + C. GT 16 ","","","",""
"Not paid","1987","Part Time","Couple + C. LE and GT 16","","","",""
"Not paid","1987","Not Working","1-pers.-HH","","","",""
"Not paid","1987","Not Working","(Married) couple without C. ","","","",""
"Not paid","1987","Not Working","Single parent ","","","",""
"Not paid","1987","Not Working","Couple + C. LE 16 ","","","",""
"Not paid","1987","Not Working","Couple + C. GT 16 ","","","",""
"Not paid","1987","Not Working","Couple + C. LE and GT 16","","","",""
"Acclaimed","1988","Full Time","1-pers.-HH","85","0.347785310204964","0.290005149878769","0.405565470531159"
"Acclaimed","1988","Full Time","(Married) couple without C. ","213","0.346110661875959","0.309538466626742","0.382682857125175"
"Acclaimed","1988","Full Time","Single parent ","46","0.410560402677423","0.321800815952574","0.499319989402273"
"Acclaimed","1988","Full Time","Couple + C. LE 16 ","185","0.273870088710719","0.242102839066313","0.305637338355125"
"Acclaimed","1988","Full Time","Couple + C. GT 16 ","181","0.328682375644763","0.290714905409875","0.366649845879651"
"Acclaimed","1988","Full Time","Couple + C. LE and GT 16","57","0.237390822297949","0.186354962405443","0.288426682190455"
"Acclaimed","1988","Part Time","1-pers.-HH","13","","",""
"Acclaimed","1988","Part Time","(Married) couple without C. ","44","0.385806548816719","0.299428067517252","0.472185030116186"
"Acclaimed","1988","Part Time","Single parent ","18","","",""
"Acclaimed","1988","Part Time","Couple + C. LE 16 ","48","0.313145713871069","0.244628877932275","0.381662549809862"
"Acclaimed","1988","Part Time","Couple + C. GT 16 ","55","0.392844591138297","0.313625111338053","0.472064070938541"
"Acclaimed","1988","Part Time","Couple + C. LE and GT 16","23","","",""
"Acclaimed","1988","Not Working","1-pers.-HH","1","","",""
"Acclaimed","1988","Not Working","(Married) couple without C. ","2","","",""
"Acclaimed","1988","Not Working","Single parent ","1","","",""
"Acclaimed","1988","Not Working","Couple + C. LE 16 ","3","","",""
"Acclaimed","1988","Not Working","Couple + C. GT 16 ","3","","",""
"Acclaimed","1988","Not Working","Couple + C. LE and GT 16","3","","",""
"Partly, partly","1988","Full Time","1-pers.-HH","36","0.149999924902689","0.106680484260539","0.193319365544839"
"Partly, partly","1988","Full Time","(Married) couple without C. ","100","0.157953068547811","0.129916581548958","0.185989555546665"
"Partly, partly","1988","Full Time","Single parent ","13","","",""
"Partly, partly","1988","Full Time","Couple + C. LE 16 ","105","0.143157208417289","0.118207967569488","0.16810644926509"
"Partly, partly","1988","Full Time","Couple + C. GT 16 ","67","0.113328257614794","0.0877064380867644","0.138950077142824"
"Partly, partly","1988","Full Time","Couple + C. LE and GT 16","30","0.119752719407324","0.0808089936225277","0.158696445192121"
"Partly, partly","1988","Part Time","1-pers.-HH","2","","",""
"Partly, partly","1988","Part Time","(Married) couple without C. ","12","","",""
"Partly, partly","1988","Part Time","Single parent ","7","","",""
"Partly, partly","1988","Part Time","Couple + C. LE 16 ","11","","",""
"Partly, partly","1988","Part Time","Couple + C. GT 16 ","12","","",""
"Partly, partly","1988","Part Time","Couple + C. LE and GT 16","5","","",""
"Partly, partly","1988","Not Working","1-pers.-HH","1","","",""
"Partly, partly","1988","Not Working","(Married) couple without C. ","","","",""
"Partly, partly","1988","Not Working","Single parent ","","","",""
"Partly, partly","1988","Not Working","Couple + C. LE 16 ","","","",""
"Partly, partly","1988","Not Working","Couple + C. GT 16 ","","","",""
"Partly, partly","1988","Not Working","Couple + C. LE and GT 16","","","",""
"Paid","1988","Full Time","1-pers.-HH","81","0.264278492070024","0.210783211015297","0.317773773124752"
"Paid","1988","Full Time","(Married) couple without C. ","223","0.297583365503532","0.262435971312008","0.332730759695056"
"Paid","1988","Full Time","Single parent ","45","0.373922244697386","0.286622720805072","0.461221768589699"
"Paid","1988","Full Time","Couple + C. LE 16 ","333","0.361401960044826","0.327179660076836","0.395624260012816"
"Paid","1988","Full Time","Couple + C. GT 16 ","238","0.375612635242965","0.336469412647763","0.414755857838168"
"Paid","1988","Full Time","Couple + C. LE and GT 16","140","0.439867468523442","0.380328846298199","0.499406090748686"
"Paid","1988","Part Time","1-pers.-HH","15","","",""
"Paid","1988","Part Time","(Married) couple without C. ","43","0.321941349562251","0.239034543165116","0.404848155959385"
"Paid","1988","Part Time","Single parent ","23","","",""
"Paid","1988","Part Time","Couple + C. LE 16 ","88","0.445265263972927","0.371840282467144","0.51869024547871"
"Paid","1988","Part Time","Couple + C. GT 16 ","59","0.37255895811681","0.294133759020253","0.450984157213366"
"Paid","1988","Part Time","Couple + C. LE and GT 16","43","0.435565972003019","0.327587010191688","0.54354493381435"
"Paid","1988","Not Working","1-pers.-HH","1","","",""
"Paid","1988","Not Working","(Married) couple without C. ","6","","",""
"Paid","1988","Not Working","Single parent ","1","","",""
"Paid","1988","Not Working","Couple + C. LE 16 ","5","","",""
"Paid","1988","Not Working","Couple + C. GT 16 ","2","","",""
"Paid","1988","Not Working","Couple + C. LE and GT 16","2","","",""
"Not paid","1988","Full Time","1-pers.-HH","59","0.237936272822323","0.18627634325442","0.289596202390227"
"Not paid","1988","Full Time","(Married) couple without C. ","114","0.198352904072698","0.167697834495363","0.229007973650034"
"Not paid","1988","Full Time","Single parent ","14","","",""
"Not paid","1988","Full Time","Couple + C. LE 16 ","134","0.221570742827166","0.191986127050271","0.251155358604062"
"Not paid","1988","Full Time","Couple + C. GT 16 ","102","0.182376731497477","0.151164791505742","0.213588671489212"
"Not paid","1988","Full Time","Couple + C. LE and GT 16","40","0.202988989771284","0.154743039827307","0.251234939715262"
"Not paid","1988","Part Time","1-pers.-HH","9","","",""
"Not paid","1988","Part Time","(Married) couple without C. ","23","","",""
"Not paid","1988","Part Time","Single parent ","4","","",""
"Not paid","1988","Part Time","Couple + C. LE 16 ","29","","",""
"Not paid","1988","Part Time","Couple + C. GT 16 ","20","","",""
"Not paid","1988","Part Time","Couple + C. LE and GT 16","10","","",""
"Not paid","1988","Not Working","1-pers.-HH","1","","",""
"Not paid","1988","Not Working","(Married) couple without C. ","1","","",""
"Not paid","1988","Not Working","Single parent ","1","","",""
"Not paid","1988","Not Working","Couple + C. LE 16 ","2","","",""
"Not paid","1988","Not Working","Couple + C. GT 16 ","2","","",""
"Not paid","1988","Not Working","Couple + C. LE and GT 16","","","",""
