"plb0195_h","year","e11103","n","percent","lower_confidence","upper_confidence","value"
"Not paid","2005","Not Working","10","","","","4"
"Paid","2005","Full Time","471","0.10200526253241","0.0937680547799924","0.110242470284827","3"
"Paid","2005","Part Time","210","0.138718204923105","0.121636819443507","0.155799590402703","3"
"Paid","2005","Not Working","8","","","","3"
"Partly, partly","2005","Full Time","1063","0.208817767540912","0.197755253831726","0.219880281250098","2"
"Partly, partly","2005","Part Time","268","0.192737411508801","0.173244614787875","0.212230208229726","2"
"Partly, partly","2005","Not Working","10","","","","2"
"Acclaimed","2006","Full Time","2680","0.477973903589531","0.464935219736609","0.491012587442454","1"
"Acclaimed","2006","Part Time","1028","0.553062685287489","0.530132914961854","0.575992455613125","1"
"Acclaimed","2006","Not Working","29","","","","1"
"Not paid","2006","Full Time","1349","0.217459360311683","0.206691533573346","0.22822718705002","4"
"Not paid","2006","Part Time","260","0.133956911562937","0.118248165069346","0.149665658056529","4"
"Not paid","2006","Not Working","10","","","","4"
"Paid","2006","Full Time","504","0.106487618659366","0.0984359591642079","0.114539278154524","3"
"Paid","2006","Part Time","246","0.150208624263286","0.133731067670615","0.166686180855958","3"
"Paid","2006","Not Working","13","","","","3"
"Partly, partly","2006","Full Time","1105","0.19807911743942","0.187675828447542","0.208482406431297","2"
"Partly, partly","2006","Part Time","272","0.162771778886287","0.145746246448853","0.17979731132372","2"
"Partly, partly","2006","Not Working","14","","","","2"
"Acclaimed","2007","Full Time","2481","0.468935560991399","0.455412160003697","0.4824589619791","1"
"Acclaimed","2007","Part Time","938","0.5685585070109","0.544682582323465","0.592434431698334","1"
"Acclaimed","2007","Not Working","35","0.586699301865224","0.474504409486731","0.698894194243717","1"
"Not paid","2007","Full Time","1252","0.215714997111664","0.204568642490386","0.226861351732942","4"
"Not paid","2007","Part Time","229","0.118423448856167","0.102847284121126","0.133999613591208","4"
"Not paid","2007","Not Working","14","","","","4"
"Paid","2007","Full Time","406","0.0874326245417673","0.0797779812393944","0.0950872678441402","3"
"Paid","2007","Part Time","222","0.144220161192526","0.12728436268933","0.161155959695722","3"
"Paid","2007","Not Working","9","","","","3"
"Partly, partly","2007","Full Time","1092","0.22791681735517","0.216549029419243","0.239284605291097","2"
"Partly, partly","2007","Part Time","264","0.168797882940408","0.150740763019645","0.18685500286117","2"
"Partly, partly","2007","Not Working","16","","","","2"
"Acclaimed","2008","Full Time","2385","0.473956141048472","0.460296398508964","0.487615883587979","1"
"Acclaimed","2008","Part Time","912","0.535555579976279","0.511642857966109","0.559468301986448","1"
"Acclaimed","2008","Not Working","31","0.502625176549035","0.380129115926111","0.625121237171959","1"
"Not paid","2008","Full Time","1196","0.200653558389242","0.189697523291756","0.211609593486728","4"
"Not paid","2008","Part Time","264","0.152654581956421","0.135410303350066","0.169898860562775","4"
"Not paid","2008","Not Working","18","","","","4"
"Paid","2008","Full Time","481","0.102821490885535","0.0945125850288512","0.111130396742218","3"
"Paid","2008","Part Time","205","0.119681267383255","0.104118281353969","0.135244253412541","3"
"Paid","2008","Not Working","7","","","","3"
"Partly, partly","2008","Full Time","1071","0.222568809676752","0.211189246515633","0.23394837283787","2"
"Partly, partly","2008","Part Time","290","0.192108570684045","0.173219537181176","0.210997604186915","2"
"Partly, partly","2008","Not Working","8","","","","2"
"Acclaimed","2009","Full Time","2180","0.479751636236375","0.465284534387231","0.494218738085518","1"
"Acclaimed","2009","Part Time","786","0.501788889789189","0.47628114066083","0.527296638917548","1"
"Acclaimed","2009","Not Working","15","","","","1"
"Not paid","2009","Full Time","1074","0.201338403524912","0.189726253010854","0.21295055403897","4"
"Not paid","2009","Part Time","207","0.142996901059931","0.12513780713404","0.160855994985822","4"
"Not paid","2009","Not Working","9","","","","4"
"Paid","2009","Full Time","396","0.0955705428078927","0.0870568628398119","0.104084222775974","3"
"Paid","2009","Part Time","188","0.135978803400419","0.118492310403295","0.153465296397544","3"
"Paid","2009","Not Working","7","","","","3"
"Partly, partly","2009","Full Time","931","0.223339417430821","0.211278890945905","0.235399943915736","2"
"Partly, partly","2009","Part Time","295","0.21923540575046","0.198128706885191","0.24034210461573","2"
"Partly, partly","2009","Not Working","1","","","","2"
"Acclaimed","2010","Full Time","2907","0.506049765782574","0.493390736612189","0.518708794952959","1"
"Acclaimed","2010","Part Time","1297","0.563214159153601","0.543014228828314","0.583414089478889","1"
"Acclaimed","2010","Not Working","65","0.306490182994119","0.2290059697597","0.383974396228539","1"
"Not paid","2010","Full Time","1298","0.202497905796507","0.192322813136496","0.212672998456518","4"
"Not paid","2010","Part Time","311","0.138365416292176","0.124303187761162","0.152427644823189","4"
"Not paid","2010","Not Working","22","","","","4"
"Paid","2010","Full Time","618","0.0974564779119672","0.089947140453055","0.104965815370879","3"
"Paid","2010","Part Time","323","0.13520061694979","0.121274634749268","0.149126599150311","3"
"Paid","2010","Not Working","24","","","","3"
"Partly, partly","2010","Full Time","1169","0.193995850508952","0.183983707417464","0.20400799360044","2"
"Partly, partly","2010","Part Time","385","0.163219807604433","0.148168614075097","0.178271001133769","2"
"Partly, partly","2010","Not Working","25","","","","2"
"Acclaimed","2011","Full Time","3256","0.478030677492147","0.466341481862297","0.489719873121996","1"
"Acclaimed","2011","Part Time","1683","0.54583321713041","0.528025506523129","0.563640927737691","1"
"Acclaimed","2011","Not Working","79","0.496704483874557","0.412673546587946","0.580735421161169","1"
"Not paid","2011","Full Time","1548","0.207566670951914","0.198076054335354","0.217057287568475","4"
"Not paid","2011","Part Time","398","0.135938244107701","0.123680412680347","0.148196075535056","4"
"Not paid","2011","Not Working","15","","","","4"
"Paid","2011","Full Time","766","0.10862522702103","0.101343577506789","0.115906876535271","3"
"Paid","2011","Part Time","453","0.152405309354739","0.13955053116856","0.165260087540919","3"
"Paid","2011","Not Working","23","","","","3"
"Partly, partly","2011","Full Time","1445","0.205777424534909","0.196317139302301","0.215237709767518","2"
"Partly, partly","2011","Part Time","469","0.165823229407149","0.152521069776252","0.179125389038047","2"
"Partly, partly","2011","Not Working","19","","","","2"
"Acclaimed","2012","Part Time","1703","0.535904849715779","0.518141800696213","0.553667898735345","1"
"Acclaimed","2012","Full Time","3490","0.499019942423474","0.487428022563291","0.510611862283658","1"
"Acclaimed","2012","Not Working","108","0.579881044572287","0.513124470851282","0.646637618293292","1"
"Not paid","2012","Full Time","1413","0.186344370933711","0.177316929995919","0.195371811871504","4"
"Not paid","2012","Part Time","360","0.111522757173041","0.100310964486397","0.122734549859684","4"
"Not paid","2012","Not Working","37","0.1396333379084","0.0927547209387681","0.186511954878032","4"
"Paid","2012","Full Time","737","0.101928386600158","0.0949140070891708","0.108942766111145","3"
"Paid","2012","Part Time","451","0.159041464731661","0.146015418044786","0.172067511418536","3"
"Paid","2012","Not Working","24","","","","3"
"Partly, partly","2012","Full Time","1507","0.212707300042656","0.203219937214934","0.222194662870378","2"
"Partly, partly","2012","Part Time","514","0.193530928379519","0.179459466971675","0.207602389787363","2"
"Partly, partly","2012","Not Working","41","0.174625027319589","0.12327776005149","0.225972294587688","2"
"Acclaimed","2013","Part Time","1601","0.565445123921558","0.546992037170991","0.583898210672125","1"
"Acclaimed","2013","Full Time","3190","0.502232067960631","0.490005318820251","0.51445881710101","1"
"Acclaimed","2013","Not Working","813","0.432901737792338","0.410354156734704","0.455449318849972","1"
"Not paid","2013","Full Time","1292","0.18890600509655","0.179333980634399","0.198478029558701","4"
"Not paid","2013","Part Time","304","0.111961866101709","0.100223643260539","0.123700088942879","4"
"Not paid","2013","Not Working","234","0.145921711472","0.129856556018822","0.161986866925178","4"
"Paid","2013","Full Time","629","0.0934053188190949","0.086289289777066","0.100521347861124","3"
"Paid","2013","Part Time","385","0.140577564646604","0.127638203659515","0.153516925633694","3"
"Paid","2013","Not Working","393","0.205384758105945","0.187000814247879","0.22376870196401","3"
"Partly, partly","2013","Full Time","1313","0.215456608123724","0.205402727632325","0.225510488615124","2"
"Partly, partly","2013","Part Time","482","0.182015445330129","0.167651354224946","0.196379536435312","2"
"Partly, partly","2013","Not Working","415","0.215791792629718","0.19707164423516","0.234511941024276","2"
"Acclaimed","2014","Part Time","1632","0.538888454392855","0.520878799213057","0.556898109572652","1"
"Acclaimed","2014","Full Time","3346","0.496282138218453","0.484478022602431","0.508086253834475","1"
"Acclaimed","2014","Not Working","115","0.53859557003392","0.475394939811334","0.601796200256505","1"
"Not paid","2014","Full Time","1285","0.179451221445013","0.170391791569929","0.188510651320098","4"
"Not paid","2014","Part Time","295","0.106282544362076","0.0951477025509901","0.117417386173161","4"
"Not paid","2014","Not Working","34","0.138698398524915","0.0948793956046901","0.182517401445139","4"
"Paid","2014","Full Time","731","0.0977036494356178","0.0906938522944609","0.104713446576775","3"
"Paid","2014","Part Time","423","0.146756351732935","0.133971728156134","0.159540975309736","3"
"Paid","2014","Not Working","44","0.185692443204387","0.136393173229585","0.23499171317919","3"
