"plb0195_h","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Paid","1986","16-34 y.","Part Time","136","0.387838645365929","0.335504580351697","0.440172710380161","3"
"Paid","1986","16-34 y.","Full Time","485","0.356022950035163","0.32857467682976","0.383471223240566","3"
"Paid","1986","35-65 y.","Part Time","134","0.384323240147833","0.330943377335193","0.437703102960473","3"
"Paid","1986","35-65 y.","Not Working","5","","","","3"
"Paid","1986","16-34 y.","Not Working","18","","","","3"
"Paid","1986","35-65 y.","Full Time","718","0.361285005537979","0.338106542023644","0.384463469052313","3"
"Paid","1986","66 and older","Full Time","1","","","","3"
"Paid","1986","66 and older","Part Time","1","","","","3"
"Paid","1986","66 and older","Not Working","","","","","3"
"Partly, partly","1986","16-34 y.","Part Time","37","0.129033390260779","0.0930271494896984","0.165039631031859","2"
"Partly, partly","1986","35-65 y.","Not Working","1","","","","2"
"Partly, partly","1986","66 and older","Part Time","","","","","2"
"Partly, partly","1986","16-34 y.","Full Time","161","0.149317165118597","0.128886639577924","0.16974769065927","2"
"Partly, partly","1986","35-65 y.","Part Time","27","","","","2"
"Partly, partly","1986","66 and older","Not Working","","","","","2"
"Partly, partly","1986","16-34 y.","Not Working","4","","","","2"
"Partly, partly","1986","35-65 y.","Full Time","165","0.103853327205871","0.08913339280204","0.118573261609702","2"
"Partly, partly","1986","66 and older","Full Time","","","","","2"
"Acclaimed","1987","16-34 y.","Full Time","","","","","1"
"Acclaimed","1987","16-34 y.","Part Time","","","","","1"
"Acclaimed","1987","16-34 y.","Not Working","","","","","1"
"Acclaimed","1987","35-65 y.","Full Time","","","","","1"
"Acclaimed","1987","35-65 y.","Part Time","","","","","1"
"Acclaimed","1987","35-65 y.","Not Working","","","","","1"
"Acclaimed","1987","66 and older","Full Time","","","","","1"
"Acclaimed","1987","66 and older","Part Time","","","","","1"
"Acclaimed","1987","66 and older","Not Working","","","","","1"
"Not paid","1987","16-34 y.","Full Time","","","","","4"
"Not paid","1987","16-34 y.","Not Working","","","","","4"
"Not paid","1987","35-65 y.","Full Time","","","","","4"
"Not paid","1987","35-65 y.","Part Time","","","","","4"
"Not paid","1987","16-34 y.","Part Time","","","","","4"
"Not paid","1987","35-65 y.","Not Working","","","","","4"
"Not paid","1987","66 and older","Full Time","","","","","4"
"Not paid","1987","66 and older","Part Time","","","","","4"
"Not paid","1987","66 and older","Not Working","","","","","4"
"Paid","1987","35-65 y.","Part Time","","","","","3"
"Paid","1987","16-34 y.","Part Time","","","","","3"
"Paid","1987","35-65 y.","Not Working","","","","","3"
"Paid","1987","16-34 y.","Full Time","","","","","3"
"Paid","1987","16-34 y.","Not Working","","","","","3"
"Paid","1987","35-65 y.","Full Time","","","","","3"
"Paid","1987","66 and older","Full Time","","","","","3"
"Paid","1987","66 and older","Part Time","","","","","3"
"Paid","1987","66 and older","Not Working","","","","","3"
"Partly, partly","1987","16-34 y.","Full Time","","","","","2"
"Partly, partly","1987","16-34 y.","Part Time","","","","","2"
"Partly, partly","1987","35-65 y.","Part Time","","","","","2"
"Partly, partly","1987","35-65 y.","Not Working","","","","","2"
"Partly, partly","1987","66 and older","Part Time","","","","","2"
"Partly, partly","1987","66 and older","Not Working","","","","","2"
"Partly, partly","1987","16-34 y.","Not Working","","","","","2"
"Partly, partly","1987","35-65 y.","Full Time","","","","","2"
"Partly, partly","1987","66 and older","Full Time","","","","","2"
"Acclaimed","1988","16-34 y.","Full Time","388","0.351461619609646","0.324404018155753","0.37851922106354","1"
"Acclaimed","1988","16-34 y.","Part Time","92","0.330812109420375","0.277121069086019","0.384503149754731","1"
"Acclaimed","1988","16-34 y.","Not Working","10","","","","1"
"Acclaimed","1988","35-65 y.","Full Time","413","0.297914027708741","0.275398917235264","0.320429138182218","1"
"Acclaimed","1988","35-65 y.","Part Time","113","0.371722048235977","0.320874686507714","0.422569409964241","1"
"Acclaimed","1988","35-65 y.","Not Working","3","","","","1"
"Acclaimed","1988","66 and older","Full Time","","","","","1"
"Acclaimed","1988","66 and older","Part Time","2","","","","1"
"Acclaimed","1988","66 and older","Not Working","","","","","1"
"Not paid","1988","35-65 y.","Full Time","301","0.230798086669474","0.210055174055555","0.251540999283394","4"
"Not paid","1988","35-65 y.","Part Time","53","0.14741218933395","0.110111263500062","0.184713115167838","4"
"Not paid","1988","16-34 y.","Full Time","184","0.168505733957852","0.147291884997532","0.189719582918172","4"
"Not paid","1988","16-34 y.","Part Time","44","0.207529601381304","0.161252235226209","0.253806967536399","4"
"Not paid","1988","35-65 y.","Not Working","3","","","","4"
"Not paid","1988","66 and older","Full Time","1","","","","4"
"Not paid","1988","66 and older","Part Time","1","","","","4"
"Not paid","1988","66 and older","Not Working","","","","","4"
"Not paid","1988","16-34 y.","Not Working","4","","","","4"
"Paid","1988","16-34 y.","Part Time","136","0.388995035152306","0.333362162998388","0.444627907306225","3"
"Paid","1988","35-65 y.","Not Working","5","","","","3"
"Paid","1988","66 and older","Full Time","","","","","3"
"Paid","1988","66 and older","Part Time","","","","","3"
"Paid","1988","16-34 y.","Full Time","459","0.336498796799505","0.309719749865717","0.363277843733294","3"
"Paid","1988","35-65 y.","Part Time","152","0.383923815914642","0.332752911776361","0.435094720052922","3"
"Paid","1988","66 and older","Not Working","","","","","3"
"Paid","1988","16-34 y.","Not Working","15","","","","3"
"Paid","1988","35-65 y.","Full Time","671","0.339830161765645","0.316512110215241","0.363148213316049","3"
"Partly, partly","1988","16-34 y.","Part Time","23","","","","2"
"Partly, partly","1988","35-65 y.","Not Working","","","","","2"
"Partly, partly","1988","16-34 y.","Full Time","165","0.143533849632996","0.123663076302673","0.16340462296332","2"
"Partly, partly","1988","35-65 y.","Part Time","29","","","","2"
"Partly, partly","1988","35-65 y.","Full Time","200","0.13145772385614","0.114822754959759","0.148092692752521","2"
"Partly, partly","1988","66 and older","Part Time","","","","","2"
"Partly, partly","1988","66 and older","Not Working","","","","","2"
"Partly, partly","1988","16-34 y.","Not Working","2","","","","2"
"Partly, partly","1988","66 and older","Full Time","1","","","","2"
"Acclaimed","1989","16-34 y.","Full Time","411","0.343616180785863","0.317809914206641","0.369422447365086","1"
"Acclaimed","1989","16-34 y.","Part Time","92","0.323968624781362","0.270655131750298","0.377282117812427","1"
"Acclaimed","1989","16-34 y.","Not Working","5","","","","1"
"Acclaimed","1989","35-65 y.","Full Time","413","0.283806860395267","0.262229014720448","0.305384706070087","1"
"Acclaimed","1989","35-65 y.","Part Time","118","0.378729621770139","0.326863543271154","0.430595700269124","1"
"Acclaimed","1989","35-65 y.","Not Working","7","","","","1"
"Acclaimed","1989","66 and older","Full Time","","","","","1"
"Acclaimed","1989","66 and older","Part Time","1","","","","1"
"Acclaimed","1989","66 and older","Not Working","","","","","1"
"Not paid","1989","35-65 y.","Full Time","316","0.230408694373859","0.210254703037357","0.250562685710362","4"
"Not paid","1989","35-65 y.","Part Time","51","0.159808930808876","0.120628608372577","0.198989253245175","4"
"Not paid","1989","16-34 y.","Full Time","166","0.138519632465252","0.119748615580372","0.157290649350131","4"
"Not paid","1989","16-34 y.","Part Time","29","","","","4"
"Not paid","1989","16-34 y.","Not Working","4","","","","4"
"Not paid","1989","35-65 y.","Not Working","2","","","","4"
"Not paid","1989","66 and older","Full Time","3","","","","4"
"Not paid","1989","66 and older","Part Time","1","","","","4"
"Not paid","1989","66 and older","Not Working","","","","","4"
"Paid","1989","16-34 y.","Full Time","519","0.356438664280738","0.330413299904648","0.382464028656827","3"
"Paid","1989","16-34 y.","Part Time","133","0.401298771527598","0.34545930953473","0.457138233520466","3"
"Paid","1989","35-65 y.","Part Time","133","0.361697084704467","0.310320601780732","0.413073567628203","3"
"Paid","1989","35-65 y.","Not Working","3","","","","3"
"Paid","1989","66 and older","Full Time","1","","","","3"
"Paid","1989","66 and older","Part Time","","","","","3"
"Paid","1989","66 and older","Not Working","1","","","","3"
"Paid","1989","16-34 y.","Not Working","20","","","","3"
"Paid","1989","35-65 y.","Full Time","707","0.337164400843457","0.314538528669361","0.359790273017553","3"
"Partly, partly","1989","16-34 y.","Part Time","42","0.162985342084393","0.120908509365175","0.205062174803611","2"
"Partly, partly","1989","16-34 y.","Full Time","205","0.161425522468148","0.141433056600481","0.181417988335814","2"
"Partly, partly","1989","35-65 y.","Part Time","34","0.0997643627165179","0.0677205437677104","0.131808181665325","2"
"Partly, partly","1989","35-65 y.","Not Working","2","","","","2"
"Partly, partly","1989","35-65 y.","Full Time","241","0.148620044387416","0.131595246545852","0.16564484222898","2"
"Partly, partly","1989","66 and older","Part Time","","","","","2"
"Partly, partly","1989","66 and older","Not Working","","","","","2"
"Partly, partly","1989","16-34 y.","Not Working","3","","","","2"
"Partly, partly","1989","66 and older","Full Time","","","","","2"
"Acclaimed","1990","16-34 y.","Full Time","420","0.344287846965611","0.318607394134884","0.369968299796337","1"
"Acclaimed","1990","16-34 y.","Part Time","88","0.335567237005834","0.280553623895526","0.390580850116142","1"
"Acclaimed","1990","16-34 y.","Not Working","7","","","","1"
"Acclaimed","1990","35-65 y.","Full Time","442","0.315414767699561","0.293027356989278","0.337802178409844","1"
"Acclaimed","1990","35-65 y.","Part Time","118","0.364695259143463","0.312682936367251","0.416707581919676","1"
"Acclaimed","1990","35-65 y.","Not Working","2","","","","1"
"Acclaimed","1990","66 and older","Full Time","","","","","1"
"Acclaimed","1990","66 and older","Part Time","","","","","1"
"Acclaimed","1990","66 and older","Not Working","","","","","1"
"Not paid","1990","35-65 y.","Full Time","293","0.214801951506857","0.19501596042122","0.234587942592494","4"
"Not paid","1990","35-65 y.","Part Time","42","0.13067561023653","0.094255744311813","0.167095476161246","4"
"Not paid","1990","16-34 y.","Full Time","146","0.133399764254741","0.11502286869779","0.151776659811692","4"
"Not paid","1990","16-34 y.","Part Time","27","","","","4"
"Not paid","1990","16-34 y.","Not Working","1","","","","4"
"Not paid","1990","35-65 y.","Not Working","1","","","","4"
"Not paid","1990","66 and older","Full Time","","","","","4"
"Not paid","1990","66 and older","Part Time","2","","","","4"
"Not paid","1990","66 and older","Not Working","1","","","","4"
"Paid","1990","16-34 y.","Full Time","531","0.355872263220431","0.329995003475443","0.38174952296542","3"
"Paid","1990","16-34 y.","Part Time","122","0.389191805291252","0.332386467799671","0.445997142782834","3"
"Paid","1990","35-65 y.","Part Time","129","0.372837286910302","0.320585646834273","0.425088926986331","3"
"Paid","1990","35-65 y.","Not Working","3","","","","3"
"Paid","1990","66 and older","Full Time","","","","","3"
"Paid","1990","66 and older","Part Time","","","","","3"
"Paid","1990","66 and older","Not Working","","","","","3"
"Paid","1990","16-34 y.","Not Working","19","","","","3"
"Paid","1990","35-65 y.","Full Time","688","0.335518182051684","0.312769896407912","0.358266467695457","3"
"Partly, partly","1990","16-34 y.","Full Time","218","0.166440125559217","0.146308324398916","0.186571926719518","2"
"Partly, partly","1990","16-34 y.","Part Time","46","0.168223159702609","0.124641759616764","0.211804559788455","2"
"Partly, partly","1990","35-65 y.","Part Time","40","0.131791843709705","0.0952402481552155","0.168343439264195","2"
"Partly, partly","1990","35-65 y.","Not Working","","","","","2"
"Partly, partly","1990","35-65 y.","Full Time","232","0.134265098741897","0.117839427630606","0.150690769853189","2"
"Partly, partly","1990","16-34 y.","Not Working","3","","","","2"
"Partly, partly","1990","66 and older","Part Time","","","","","2"
"Partly, partly","1990","66 and older","Not Working","","","","","2"
"Partly, partly","1990","66 and older","Full Time","","","","","2"
"Acclaimed","1991","16-34 y.","Full Time","448","0.350851586489061","0.325441147628053","0.376262025350068","1"
"Acclaimed","1991","16-34 y.","Part Time","113","0.369490657973127","0.317015481885992","0.421965834060262","1"
"Acclaimed","1991","16-34 y.","Not Working","9","","","","1"
"Acclaimed","1991","35-65 y.","Full Time","459","0.291127056722745","0.269824725970812","0.312429387474678","1"
"Acclaimed","1991","35-65 y.","Part Time","130","0.360447598322444","0.311657043555528","0.40923815308936","1"
"Acclaimed","1991","35-65 y.","Not Working","3","","","","1"
"Acclaimed","1991","66 and older","Full Time","1","","","","1"
"Acclaimed","1991","66 and older","Part Time","1","","","","1"
"Acclaimed","1991","66 and older","Not Working","","","","","1"
"Not paid","1991","16-34 y.","Full Time","140","0.126322125799833","0.108633510985419","0.144010740614246","4"
"Not paid","1991","35-65 y.","Full Time","278","0.199491968425402","0.180752934686356","0.218231002164449","4"
"Not paid","1991","35-65 y.","Part Time","47","0.15713064148277","0.120148913846515","0.194112369119025","4"
"Not paid","1991","16-34 y.","Part Time","29","","","","4"
"Not paid","1991","16-34 y.","Not Working","4","","","","4"
"Not paid","1991","35-65 y.","Not Working","3","","","","4"
"Not paid","1991","66 and older","Full Time","","","","","4"
"Not paid","1991","66 and older","Part Time","1","","","","4"
"Not paid","1991","66 and older","Not Working","","","","","4"
"Paid","1991","35-65 y.","Not Working","6","","","","3"
"Paid","1991","16-34 y.","Full Time","545","0.355595088338068","0.330107089350015","0.38108308732612","3"
"Paid","1991","35-65 y.","Part Time","142","0.356308707769382","0.307642371101672","0.404975044437092","3"
"Paid","1991","66 and older","Part Time","","","","","3"
"Paid","1991","66 and older","Not Working","","","","","3"
"Paid","1991","16-34 y.","Part Time","138","0.395325683736824","0.342170614643532","0.448480752830115","3"
"Paid","1991","16-34 y.","Not Working","28","","","","3"
"Paid","1991","35-65 y.","Full Time","762","0.367475117806251","0.344867520195282","0.39008271541722","3"
"Paid","1991","66 and older","Full Time","","","","","3"
"Partly, partly","1991","16-34 y.","Full Time","222","0.167231199373039","0.147361132957695","0.187101265788384","2"
"Partly, partly","1991","16-34 y.","Part Time","45","0.140901443139088","0.103075860535787","0.178727025742389","2"
"Partly, partly","1991","35-65 y.","Part Time","53","0.126113052425404","0.0923777765381604","0.159848328312649","2"
"Partly, partly","1991","35-65 y.","Full Time","248","0.141905857045601","0.125542618266587","0.158269095824616","2"
"Partly, partly","1991","35-65 y.","Not Working","1","","","","2"
"Partly, partly","1991","66 and older","Part Time","","","","","2"
"Partly, partly","1991","66 and older","Not Working","","","","","2"
"Partly, partly","1991","16-34 y.","Not Working","6","","","","2"
"Partly, partly","1991","66 and older","Full Time","","","","","2"
"Acclaimed","1992","16-34 y.","Full Time","696","0.375912619306078","0.354052959449009","0.397772279163146","1"
"Acclaimed","1992","16-34 y.","Part Time","159","0.353624310601141","0.309402299994636","0.397846321207645","1"
"Acclaimed","1992","16-34 y.","Not Working","19","","","","1"
"Acclaimed","1992","35-65 y.","Full Time","788","0.324370682465344","0.306143488031178","0.342597876899509","1"
"Acclaimed","1992","35-65 y.","Part Time","184","0.384367816449062","0.340713914613716","0.428021718284409","1"
"Acclaimed","1992","35-65 y.","Not Working","6","","","","1"
"Acclaimed","1992","66 and older","Full Time","","","","","1"
"Acclaimed","1992","66 and older","Part Time","","","","","1"
"Acclaimed","1992","66 and older","Not Working","","","","","1"
"Not paid","1992","16-34 y.","Full Time","179","0.105867256407807","0.0919818346502519","0.119752678165362","4"
"Not paid","1992","16-34 y.","Not Working","5","","","","4"
"Not paid","1992","35-65 y.","Full Time","465","0.200797039801505","0.185199648034091","0.21639443156892","4"
"Not paid","1992","35-65 y.","Part Time","64","0.131564287762933","0.101230492708604","0.161898082817262","4"
"Not paid","1992","16-34 y.","Part Time","58","0.120535264272695","0.0904196866285962","0.150650841916794","4"
"Not paid","1992","35-65 y.","Not Working","2","","","","4"
"Not paid","1992","66 and older","Full Time","","","","","4"
"Not paid","1992","66 and older","Part Time","1","","","","4"
"Not paid","1992","66 and older","Not Working","","","","","4"
"Paid","1992","16-34 y.","Full Time","664","0.321163165107295","0.300090337640025","0.342235992574566","3"
"Paid","1992","16-34 y.","Part Time","175","0.386918778788217","0.341868878755059","0.431968678821375","3"
"Paid","1992","35-65 y.","Part Time","167","0.36247647793308","0.319336797592648","0.405616158273512","3"
"Paid","1992","35-65 y.","Not Working","6","","","","3"
"Paid","1992","35-65 y.","Full Time","862","0.312684282834779","0.294634335075655","0.330734230593902","3"
"Paid","1992","16-34 y.","Not Working","9","","","","3"
"Paid","1992","66 and older","Part Time","2","","","","3"
"Paid","1992","66 and older","Not Working","","","","","3"
"Paid","1992","66 and older","Full Time","","","","","3"
"Partly, partly","1992","16-34 y.","Full Time","347","0.19705695917882","0.179104849024162","0.215009069333478","2"
"Partly, partly","1992","16-34 y.","Part Time","57","0.138921646337947","0.106930395789599","0.170912896886295","2"
"Partly, partly","1992","35-65 y.","Part Time","62","0.121591417854925","0.0922629991405611","0.150919836569289","2"
"Partly, partly","1992","16-34 y.","Not Working","5","","","","2"
"Partly, partly","1992","35-65 y.","Full Time","419","0.162147994898372","0.147796926520214","0.176499063276531","2"
"Partly, partly","1992","35-65 y.","Not Working","3","","","","2"
"Partly, partly","1992","66 and older","Part Time","1","","","","2"
"Partly, partly","1992","66 and older","Not Working","","","","","2"
"Partly, partly","1992","66 and older","Full Time","","","","","2"
"Acclaimed","1993","16-34 y.","Full Time","673","0.368182473908699","0.346281216290961","0.390083731526437","1"
"Acclaimed","1993","16-34 y.","Part Time","155","0.373277263177745","0.32622954464176","0.420324981713731","1"
"Acclaimed","1993","16-34 y.","Not Working","19","","","","1"
"Acclaimed","1993","35-65 y.","Full Time","754","0.315697594583597","0.297179338831577","0.334215850335616","1"
"Acclaimed","1993","35-65 y.","Part Time","197","0.391736678991137","0.349288489840566","0.434184868141708","1"
"Acclaimed","1993","35-65 y.","Not Working","6","","","","1"
"Acclaimed","1993","66 and older","Full Time","","","","","1"
"Acclaimed","1993","66 and older","Part Time","","","","","1"
"Acclaimed","1993","66 and older","Not Working","","","","","1"
"Not paid","1993","16-34 y.","Full Time","210","0.132785276077091","0.117376081277643","0.148194470876539","4"
"Not paid","1993","16-34 y.","Part Time","41","0.116422566222764","0.0852246228104913","0.147620509635037","4"
"Not paid","1993","16-34 y.","Not Working","7","","","","4"
"Not paid","1993","35-65 y.","Full Time","463","0.211601326911273","0.195328142584202","0.227874511238344","4"
"Not paid","1993","35-65 y.","Part Time","74","0.140407086388181","0.110196638651754","0.170617534124609","4"
"Not paid","1993","35-65 y.","Not Working","7","","","","4"
"Not paid","1993","66 and older","Full Time","1","","","","4"
"Not paid","1993","66 and older","Part Time","1","","","","4"
"Not paid","1993","66 and older","Not Working","","","","","4"
"Paid","1993","16-34 y.","Full Time","627","0.31595753904211","0.294847085922559","0.33706799216166","3"
"Paid","1993","16-34 y.","Part Time","155","0.370030589063012","0.323066747001668","0.416994431124356","3"
"Paid","1993","16-34 y.","Not Working","19","","","","3"
"Paid","1993","35-65 y.","Full Time","794","0.310577145934665","0.292141091007895","0.329013200861436","3"
"Paid","1993","35-65 y.","Part Time","162","0.327022385347743","0.286227540558711","0.367817230136775","3"
"Paid","1993","35-65 y.","Not Working","6","","","","3"
"Paid","1993","66 and older","Part Time","2","","","","3"
"Paid","1993","66 and older","Not Working","","","","","3"
"Paid","1993","66 and older","Full Time","1","","","","3"
"Partly, partly","1993","16-34 y.","Full Time","353","0.183074710972101","0.16551380116451","0.200635620779692","2"
"Partly, partly","1993","16-34 y.","Part Time","55","0.140269581536478","0.106490489531082","0.174048673541875","2"
"Partly, partly","1993","35-65 y.","Part Time","75","0.140833849272939","0.110585036146886","0.171082662398991","2"
"Partly, partly","1993","35-65 y.","Full Time","409","0.162123932570465","0.147439611702973","0.176808253437957","2"
"Partly, partly","1993","16-34 y.","Not Working","9","","","","2"
"Partly, partly","1993","35-65 y.","Not Working","1","","","","2"
"Partly, partly","1993","66 and older","Part Time","","","","","2"
"Partly, partly","1993","66 and older","Not Working","","","","","2"
"Partly, partly","1993","66 and older","Full Time","","","","","2"
"Acclaimed","1994","16-34 y.","Full Time","672","0.385799218128777","0.363229732112885","0.40836870414467","1"
"Acclaimed","1994","16-34 y.","Part Time","181","0.425704873202554","0.379816513064189","0.47159323334092","1"
"Acclaimed","1994","16-34 y.","Not Working","15","","","","1"
"Acclaimed","1994","35-65 y.","Full Time","812","0.344959481926768","0.325789298424659","0.364129665428878","1"
"Acclaimed","1994","35-65 y.","Part Time","236","0.420129909962984","0.37869112675288","0.461568693173088","1"
"Acclaimed","1994","35-65 y.","Not Working","10","","","","1"
"Acclaimed","1994","66 and older","Full Time","","","","","1"
"Acclaimed","1994","66 and older","Part Time","1","","","","1"
"Acclaimed","1994","66 and older","Not Working","","","","","1"
"Not paid","1994","16-34 y.","Full Time","212","0.128485555444997","0.112970609647103","0.144000501242891","4"
"Not paid","1994","16-34 y.","Part Time","48","0.108385271878881","0.0795347007964581","0.137235842961304","4"
"Not paid","1994","16-34 y.","Not Working","6","","","","4"
"Not paid","1994","35-65 y.","Full Time","453","0.206505350411211","0.190180628196785","0.222830072625637","4"
"Not paid","1994","35-65 y.","Part Time","78","0.146080531291006","0.116428498797454","0.175732563784558","4"
"Not paid","1994","35-65 y.","Not Working","","","","","4"
"Not paid","1994","66 and older","Full Time","","","","","4"
