"plb0195_h","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Partly, partly","1985","Single parent ","20","","",""
"Partly, partly","1985","Couple + C. LE 16 ","114","0.114094882439447","0.0948739956454644","0.133315769233429"
"Partly, partly","1985","Couple + C. GT 16 ","79","0.115518192485016","0.0922507455324525","0.138785639437579"
"Partly, partly","1985","Couple + C. LE and GT 16","54","0.120427075752672","0.091491778193738","0.149362373311606"
"Paid","1985","1-pers.-HH","103","0.245804219361535","0.200370817157649","0.291237621565421"
"Paid","1985","(Married) couple without C. ","257","0.30878304988618","0.275653029275605","0.341913070496754"
"Paid","1985","Single parent ","66","0.361298289008344","0.288658354761782","0.433938223254905"
"Paid","1985","Couple + C. LE 16 ","480","0.391323335860437","0.361817499300319","0.420829172420554"
"Paid","1985","Couple + C. GT 16 ","266","0.33009308643289","0.295863273015314","0.364322899850465"
"Paid","1985","Couple + C. LE and GT 16","239","0.397049146402025","0.353548766790479","0.440549526013571"
"Not paid","1985","1-pers.-HH","85","0.252481961663905","0.206639855781648","0.298324067546162"
"Not paid","1985","(Married) couple without C. ","195","0.28231084651932","0.250031869429563","0.314589823609077"
"Not paid","1985","Single parent ","33","0.204455429040401","0.143470147667776","0.265440710413025"
"Not paid","1985","Couple + C. LE 16 ","261","0.286127612121612","0.25880407558055","0.313451148662674"
"Not paid","1985","Couple + C. GT 16 ","183","0.264938692287325","0.232815879743163","0.297061504831487"
"Not paid","1985","Couple + C. LE and GT 16","106","0.285036931345138","0.2449020181715","0.325171844518776"
"Acclaimed","1986","1-pers.-HH","118","0.37597822996982","0.326081162090901","0.425875297848739"
"Acclaimed","1986","(Married) couple without C. ","243","0.317834193164307","0.285093877387053","0.350574508941561"
"Acclaimed","1986","Single parent ","47","0.319004640939674","0.246557691084208","0.39145159079514"
"Acclaimed","1986","Couple + C. LE 16 ","217","0.259915884289421","0.231952538119116","0.287879230459725"
"Acclaimed","1986","Couple + C. GT 16 ","197","0.303001934756721","0.26863757874984","0.337366290763603"
"Acclaimed","1986","Couple + C. LE and GT 16","99","0.279223969437232","0.236062068972212","0.322385869902252"
"Partly, partly","1986","1-pers.-HH","43","0.128153495964927","0.0937201639647897","0.162586827965065"
"Partly, partly","1986","(Married) couple without C. ","93","0.12076336409588","0.0978516241717637","0.143675104019997"
"Partly, partly","1986","Single parent ","14","","",""
"Partly, partly","1986","Couple + C. LE 16 ","99","0.106123196105249","0.0864861490379287","0.125760243172569"
"Partly, partly","1986","Couple + C. GT 16 ","84","0.136248175469952","0.110595683579091","0.161900667360813"
"Partly, partly","1986","Couple + C. LE and GT 16","41","0.100477850855031","0.0715533986904459","0.129402303019615"
"Paid","1986","1-pers.-HH","125","0.271767918091756","0.225940245330464","0.317595590853048"
"Paid","1986","(Married) couple without C. ","275","0.326617780828677","0.29364251420497","0.359593047452384"
"Paid","1986","Single parent ","69","0.417082389210272","0.340440880865688","0.493723897554856"
"Paid","1986","Couple + C. LE 16 ","456","0.422700538237204","0.39120499064981","0.454196085824597"
"Paid","1986","Couple + C. GT 16 ","279","0.366604258087641","0.33057079154944","0.402637724625842"
"Paid","1986","Couple + C. LE and GT 16","204","0.420046978694781","0.372560563772057","0.467533393617504"
"Not paid","1986","1-pers.-HH","76","0.224100355973496","0.181144947296654","0.267055764650339"
"Not paid","1986","(Married) couple without C. ","166","0.234784661911136","0.204981367309769","0.264587956512502"
"Not paid","1986","Single parent ","29","","",""
"Not paid","1986","Couple + C. LE 16 ","173","0.211260381368127","0.18523434426743","0.237286418468824"
"Not paid","1986","Couple + C. GT 16 ","127","0.194145631685686","0.164568107622768","0.223723155748603"
"Not paid","1986","Couple + C. LE and GT 16","71","0.200251201012957","0.161748747455847","0.238753654570067"
"Acclaimed","1987","1-pers.-HH","","","",""
"Acclaimed","1987","(Married) couple without C. ","","","",""
"Acclaimed","1987","Single parent ","","","",""
"Acclaimed","1987","Couple + C. LE 16 ","","","",""
"Acclaimed","1987","Couple + C. GT 16 ","","","",""
"Acclaimed","1987","Couple + C. LE and GT 16","","","",""
"Partly, partly","1987","1-pers.-HH","","","",""
"Partly, partly","1987","(Married) couple without C. ","","","",""
"Partly, partly","1987","Single parent ","","","",""
"Partly, partly","1987","Couple + C. LE 16 ","","","",""
"Partly, partly","1987","Couple + C. GT 16 ","","","",""
"Partly, partly","1987","Couple + C. LE and GT 16","","","",""
"Paid","1987","1-pers.-HH","","","",""
"Paid","1987","(Married) couple without C. ","","","",""
"Paid","1987","Single parent ","","","",""
"Paid","1987","Couple + C. LE 16 ","","","",""
"Paid","1987","Couple + C. GT 16 ","","","",""
"Paid","1987","Couple + C. LE and GT 16","","","",""
"Not paid","1987","1-pers.-HH","","","",""
"Not paid","1987","(Married) couple without C. ","","","",""
"Not paid","1987","Single parent ","","","",""
"Not paid","1987","Couple + C. LE 16 ","","","",""
"Not paid","1987","Couple + C. GT 16 ","","","",""
"Not paid","1987","Couple + C. LE and GT 16","","","",""
"Acclaimed","1988","1-pers.-HH","99","0.349614494892861","0.296011205513532","0.40321778427219"
"Acclaimed","1988","(Married) couple without C. ","259","0.350748781734073","0.31728099088177","0.384216572586375"
"Acclaimed","1988","Single parent ","65","0.395815434515831","0.322944185177404","0.468686683854257"
"Acclaimed","1988","Couple + C. LE 16 ","236","0.282437643218768","0.253704485423192","0.311170801014345"
"Acclaimed","1988","Couple + C. GT 16 ","239","0.343179578560112","0.308995566826573","0.377363590293651"
"Acclaimed","1988","Couple + C. LE and GT 16","83","0.262979956265443","0.217053629424802","0.308906283106084"
"Partly, partly","1988","1-pers.-HH","39","0.135531995016304","0.0970545100774888","0.174009479955119"
"Partly, partly","1988","(Married) couple without C. ","112","0.149107706339234","0.124126700890112","0.174088711788356"
"Partly, partly","1988","Single parent ","20","","",""
"Partly, partly","1988","Couple + C. LE 16 ","116","0.12454470029127","0.103469492819843","0.145619907762696"
"Partly, partly","1988","Couple + C. GT 16 ","79","0.108949144783407","0.0865153808543076","0.131382908712507"
"Partly, partly","1988","Couple + C. LE and GT 16","35","0.10188468567921","0.0703287367696831","0.133440634588736"
"Paid","1988","1-pers.-HH","97","0.267457820766398","0.217700696967017","0.317214944565778"
"Paid","1988","(Married) couple without C. ","272","0.304172464075425","0.271907340886447","0.336437587264402"
"Paid","1988","Single parent ","69","0.38172034824514","0.309328415462096","0.454112281028183"
"Paid","1988","Couple + C. LE 16 ","426","0.377826805523882","0.34688153555036","0.408772075497405"
"Paid","1988","Couple + C. GT 16 ","299","0.373376207825541","0.338549233356801","0.408203182294281"
"Paid","1988","Couple + C. LE and GT 16","185","0.441414934222409","0.389615035613368","0.49321483283145"
"Not paid","1988","1-pers.-HH","69","0.247395689324437","0.19889021966777","0.295901158981105"
"Not paid","1988","(Married) couple without C. ","138","0.195971047851268","0.168132000146076","0.223810095556461"
"Not paid","1988","Single parent ","19","","",""
"Not paid","1988","Couple + C. LE 16 ","165","0.21519085096608","0.188961582713249","0.24142011921891"
"Not paid","1988","Couple + C. GT 16 ","124","0.17449506883094","0.147168166650336","0.201821971011544"
"Not paid","1988","Couple + C. LE and GT 16","50","0.193720423832938","0.152492518227492","0.234948329438385"
"Acclaimed","1989","1-pers.-HH","134","0.378966251846145","0.329332977409018","0.428599526283272"
"Acclaimed","1989","(Married) couple without C. ","272","0.34280710287716","0.31082299468212","0.3747912110722"
"Acclaimed","1989","Single parent ","49","0.307491919953682","0.234845951372519","0.380137888534846"
"Acclaimed","1989","Couple + C. LE 16 ","235","0.264443672357105","0.236457180570347","0.292430164143864"
"Acclaimed","1989","Couple + C. GT 16 ","237","0.321463288915046","0.289300185426434","0.353626392403657"
"Acclaimed","1989","Couple + C. LE and GT 16","74","0.234439061835407","0.189274831745384","0.27960329192543"
"Partly, partly","1989","1-pers.-HH","49","0.139576483683839","0.104121497438179","0.175031469929499"
"Partly, partly","1989","(Married) couple without C. ","131","0.155326519543438","0.130918634759209","0.179734404327667"
"Partly, partly","1989","Single parent ","12","","",""
"Partly, partly","1989","Couple + C. LE 16 ","135","0.163122447088587","0.139676826795558","0.186568067381615"
"Partly, partly","1989","Couple + C. GT 16 ","120","0.149423961768501","0.124872787047074","0.173975136489928"
"Partly, partly","1989","Couple + C. LE and GT 16","49","0.152251647585178","0.113951167425515","0.190552127744841"
"Paid","1989","1-pers.-HH","117","0.273143309283762","0.227556967894699","0.318729650672825"
"Paid","1989","(Married) couple without C. ","293","0.30482162801478","0.273802190047143","0.335841065982418"
"Paid","1989","Single parent ","73","0.472348881698733","0.393755293110853","0.550942470286614"
"Paid","1989","Couple + C. LE 16 ","441","0.397744700277017","0.366687205584444","0.42880219496959"
"Paid","1989","Couple + C. GT 16 ","331","0.363070346467775","0.32995367300851","0.396187019927041"
"Paid","1989","Couple + C. LE and GT 16","168","0.409580047116728","0.357154900999847","0.46200519323361"
"Not paid","1989","1-pers.-HH","67","0.208313955186254","0.166765896526901","0.249862013845607"
"Not paid","1989","(Married) couple without C. ","150","0.197044749564621","0.170241280032507","0.223848219096736"
"Not paid","1989","Single parent ","21","","",""
"Not paid","1989","Couple + C. LE 16 ","143","0.174689180277291","0.150594804658961","0.198783555895621"
"Not paid","1989","Couple + C. GT 16 ","122","0.166042402848678","0.140416034103983","0.191668771593374"
"Not paid","1989","Couple + C. LE and GT 16","47","0.203729243462687","0.160790749254899","0.246667737670474"
"Acclaimed","1990","1-pers.-HH","131","0.379720227193496","0.328730329024979","0.430710125362013"
"Acclaimed","1990","(Married) couple without C. ","310","0.377433053659966","0.345073132631611","0.409792974688321"
"Acclaimed","1990","Single parent ","63","0.38228210327779","0.310489643666466","0.454074562889114"
"Acclaimed","1990","Couple + C. LE 16 ","230","0.268290392915221","0.239951215881226","0.296629569949215"
"Acclaimed","1990","Couple + C. GT 16 ","238","0.337352704404934","0.304108121038986","0.370597287770883"
"Acclaimed","1990","Couple + C. LE and GT 16","67","0.249224982460852","0.201607201455415","0.29684276346629"
"Partly, partly","1990","1-pers.-HH","49","0.14686164210811","0.109671966230642","0.184051317985578"
"Partly, partly","1990","(Married) couple without C. ","118","0.134621945125647","0.111836614875433","0.157407275375862"
"Partly, partly","1990","Single parent ","17","","",""
"Partly, partly","1990","Couple + C. LE 16 ","153","0.175912748134015","0.15155985575717","0.200265640510861"
"Partly, partly","1990","Couple + C. GT 16 ","120","0.148145081561782","0.123166715960365","0.173123447163199"
"Partly, partly","1990","Couple + C. LE and GT 16","52","0.142692091378379","0.104189777814581","0.181194404942178"
"Paid","1990","1-pers.-HH","111","0.287204784790229","0.239667246046475","0.334742323533983"
"Paid","1990","(Married) couple without C. ","304","0.312477501970626","0.281535579592823","0.343419424348429"
"Paid","1990","Single parent ","77","0.420140286833759","0.347219660695141","0.493060912972376"
"Paid","1990","Couple + C. LE 16 ","422","0.381180274840313","0.35011590281868","0.412244646861946"
"Paid","1990","Couple + C. GT 16 ","300","0.340722198508978","0.307397055426934","0.374047341591022"
"Paid","1990","Couple + C. LE and GT 16","165","0.458689694314982","0.403836604117675","0.513542784512289"
"Not paid","1990","1-pers.-HH","57","0.186213345908165","0.145313737255","0.22711295456133"
"Not paid","1990","(Married) couple without C. ","130","0.175467499243761","0.150075512020034","0.200859486467487"
"Not paid","1990","Single parent ","19","","",""
"Not paid","1990","Couple + C. LE 16 ","134","0.174616584110451","0.150334502844804","0.198898665376099"
"Not paid","1990","Couple + C. GT 16 ","119","0.173780015524305","0.147136879308165","0.200423151740445"
"Not paid","1990","Couple + C. LE and GT 16","33","0.149393231845787","0.110151484419321","0.188634979272253"
"Acclaimed","1991","1-pers.-HH","174","0.359019879066453","0.314697469493399","0.403342288639508"
"Acclaimed","1991","(Married) couple without C. ","447","0.374544647769768","0.34710275312111","0.401986542418425"
"Acclaimed","1991","Single parent ","100","0.380232705822437","0.322329145089699","0.438136266555175"
"Acclaimed","1991","Couple + C. LE 16 ","642","0.337970634625963","0.316239094430486","0.35970217482144"
"Acclaimed","1991","Couple + C. GT 16 ","400","0.33982243645498","0.312647466790964","0.366997406118997"
"Acclaimed","1991","Couple + C. LE and GT 16","164","0.314807394881678","0.274578147581819","0.355036642181536"
"Partly, partly","1991","1-pers.-HH","62","0.136185491649575","0.104495837266777","0.167875146032372"
"Partly, partly","1991","(Married) couple without C. ","180","0.149742676183378","0.12951191961408","0.169973432752676"
"Partly, partly","1991","Single parent ","44","0.147197612960296","0.104936513031569","0.189458712889023"
"Partly, partly","1991","Couple + C. LE 16 ","244","0.141436069419934","0.125426531176155","0.157445607663713"
"Partly, partly","1991","Couple + C. GT 16 ","164","0.141558815634137","0.121558520897755","0.16155911037052"
"Partly, partly","1991","Couple + C. LE and GT 16","81","0.173423774041994","0.140628679892006","0.206218868191982"
"Paid","1991","1-pers.-HH","144","0.307602177680119","0.264962453803766","0.350241901556473"
"Paid","1991","(Married) couple without C. ","379","0.303615075508612","0.277544508018197","0.329685642999027"
"Paid","1991","Single parent ","97","0.362965962811901","0.305609748580963","0.420322177042839"
"Paid","1991","Couple + C. LE 16 ","694","0.37688900735631","0.354625076794045","0.399152937918575"
"Paid","1991","Couple + C. GT 16 ","437","0.355165322093941","0.327708382197059","0.382622261990823"
"Paid","1991","Couple + C. LE and GT 16","204","0.368440377288564","0.326656965597539","0.410223788979589"
"Not paid","1991","1-pers.-HH","70","0.197192451603853","0.160430995861244","0.233953907346462"
"Not paid","1991","(Married) couple without C. ","189","0.172097600538243","0.150696253146315","0.19349894793017"
"Not paid","1991","Single parent ","29","","",""
"Not paid","1991","Couple + C. LE 16 ","240","0.143704288597793","0.12758821856215","0.159820358633436"
"Not paid","1991","Couple + C. GT 16 ","166","0.163453425816941","0.142237854120423","0.18466899751346"
"Not paid","1991","Couple + C. LE and GT 16","63","0.143328453787764","0.112976511372671","0.173680396202857"
"Acclaimed","1992","1-pers.-HH","166","0.388268234444874","0.342204376304157","0.434332092585592"
"Acclaimed","1992","(Married) couple without C. ","419","0.375280674772377","0.346999368400987","0.403561981143766"
"Acclaimed","1992","Single parent ","95","0.391505873592271","0.331003080676723","0.452008666507819"
"Acclaimed","1992","Couple + C. LE 16 ","543","0.303649089332178","0.281873522190384","0.325424656473972"
"Acclaimed","1992","Couple + C. GT 16 ","403","0.373552829922688","0.345043384534036","0.40206227531134"
"Acclaimed","1992","Couple + C. LE and GT 16","143","0.292254985869761","0.251355235249939","0.333154736489584"
"Partly, partly","1992","1-pers.-HH","68","0.158343671253378","0.123838704369614","0.192848638137141"
"Partly, partly","1992","(Married) couple without C. ","198","0.182807313279621","0.16023178538751","0.205382841171732"
"Partly, partly","1992","Single parent ","33","0.144915357565435","0.101279868661519","0.188550846469352"
"Partly, partly","1992","Couple + C. LE 16 ","295","0.183043974142872","0.164731523466352","0.201356424819392"
"Partly, partly","1992","Couple + C. GT 16 ","159","0.13303929769711","0.113024085192907","0.153054510201313"
"Partly, partly","1992","Couple + C. LE and GT 16","82","0.187203277942353","0.15212413432563","0.222282421559076"
"Paid","1992","1-pers.-HH","136","0.292968199012698","0.249950856454335","0.33598554157106"
"Paid","1992","(Married) couple without C. ","346","0.288226260239155","0.26177071907723","0.31468180140108"
"Paid","1992","Single parent ","90","0.340373506909798","0.281637420451675","0.39910959336792"
"Paid","1992","Couple + C. LE 16 ","631","0.364805025957753","0.342009304451255","0.387600747464251"
"Paid","1992","Couple + C. GT 16 ","388","0.328094920813317","0.300423959754225","0.35576588187241"
"Paid","1992","Couple + C. LE and GT 16","174","0.340759301916081","0.298135994003621","0.383382609828541"
"Not paid","1992","1-pers.-HH","60","0.16041989528905","0.125732311714632","0.195107478863469"
"Not paid","1992","(Married) couple without C. ","163","0.153685751708847","0.132620748728989","0.174750754688704"
"Not paid","1992","Single parent ","32","0.123205261932496","0.0824633240520328","0.163947199812959"
"Not paid","1992","Couple + C. LE 16 ","244","0.148501910567197","0.131662485138267","0.165341335996127"
"Not paid","1992","Couple + C. GT 16 ","156","0.165312951566885","0.143420933144982","0.187204969988788"
"Not paid","1992","Couple + C. LE and GT 16","76","0.179782434271805","0.145249025659373","0.214315842884237"
"Acclaimed","1993","1-pers.-HH","185","0.384276346864085","0.339630566839585","0.428922126888585"
"Acclaimed","1993","(Married) couple without C. ","460","0.413498182858277","0.385060557060669","0.441935808655885"
"Acclaimed","1993","Single parent ","87","0.342811338719382","0.282254288879709","0.403368388559054"
"Acclaimed","1993","Couple + C. LE 16 ","493","0.293931534164405","0.27188335823919","0.315979710089621"
"Acclaimed","1993","Couple + C. GT 16 ","326","0.313280715443478","0.284675589986897","0.341885840900059"
"Acclaimed","1993","Couple + C. LE and GT 16","160","0.330273208186222","0.288966657692022","0.371579758680422"
"Partly, partly","1993","1-pers.-HH","73","0.153917466766906","0.120795509852694","0.187039423681117"
"Partly, partly","1993","(Married) couple without C. ","181","0.146263364232888","0.12585765988901","0.166669068576766"
"Partly, partly","1993","Single parent ","39","0.156790980524501","0.110401420956657","0.203180540092346"
"Partly, partly","1993","Couple + C. LE 16 ","285","0.174136210662362","0.155782455916886","0.192489965407837"
"Partly, partly","1993","Couple + C. GT 16 ","176","0.170818350838628","0.147608117450438","0.194028584226819"
"Partly, partly","1993","Couple + C. LE and GT 16","91","0.180568433551626","0.146784463774987","0.214352403328266"
"Paid","1993","1-pers.-HH","126","0.270317117971954","0.22955380034303","0.311080435600878"
"Paid","1993","(Married) couple without C. ","330","0.268666394712723","0.243069558458577","0.294263230966869"
"Paid","1993","Single parent ","85","0.388920691098265","0.326723409563852","0.451117972632678"
"Paid","1993","Couple + C. LE 16 ","606","0.357681272729196","0.334483325279941","0.38087922017845"
"Paid","1993","Couple + C. GT 16 ","346","0.339464880121081","0.310261522552077","0.368668237690085"
"Paid","1993","Couple + C. LE and GT 16","170","0.326458899777998","0.285274785817505","0.36764301373849"
"Not paid","1993","1-pers.-HH","72","0.191489068397055","0.155374651183157","0.227603485610954"
"Not paid","1993","(Married) couple without C. ","181","0.171572058196111","0.149801352776842","0.19334276361538"
"Not paid","1993","Single parent ","25","","",""
"Not paid","1993","Couple + C. LE 16 ","256","0.174250982444037","0.155892456080226","0.192609508807849"
"Not paid","1993","Couple + C. GT 16 ","162","0.176436053596813","0.152927292923454","0.199944814270171"
"Not paid","1993","Couple + C. LE and GT 16","77","0.162699458484154","0.130282881079028","0.19511603588928"
"Acclaimed","1994","1-pers.-HH","207","0.447441619373348","0.402052171231824","0.492831067514873"
"Acclaimed","1994","(Married) couple without C. ","486","0.405266752458279","0.377885947655258","0.432647557261299"
"Acclaimed","1994","Single parent ","89","0.379808373384268","0.315820574529148","0.443796172239389"
"Acclaimed","1994","Couple + C. LE 16 ","497","0.299803658918496","0.276740070815922","0.32286724702107"
"Acclaimed","1994","Couple + C. GT 16 ","358","0.376630682720814","0.346122470249732","0.407138895191895"
"Acclaimed","1994","Couple + C. LE and GT 16","185","0.364496934377492","0.322012445634191","0.406981423120794"
"Partly, partly","1994","1-pers.-HH","63","0.124369248933375","0.0942451103640583","0.154493387502691"
"Partly, partly","1994","(Married) couple without C. ","213","0.17406596340948","0.152919184578371","0.195212742240588"
"Partly, partly","1994","Single parent ","39","0.198605798948737","0.146007582922486","0.251204014974988"
"Partly, partly","1994","Couple + C. LE 16 ","285","0.186915647919021","0.167291576210182","0.20653971962786"
"Partly, partly","1994","Couple + C. GT 16 ","154","0.162098003366594","0.138893533661029","0.185302473072158"
"Partly, partly","1994","Couple + C. LE and GT 16","87","0.202758801076672","0.167268526819116","0.238249075334228"
"Paid","1994","1-pers.-HH","131","0.26727300989681","0.226876273989905","0.307669745803715"
"Paid","1994","(Married) couple without C. ","344","0.269498262959908","0.244752364653275","0.294244161266541"
"Paid","1994","Single parent ","63","0.265885593341784","0.20763756480408","0.324133621879487"
"Paid","1994","Couple + C. LE 16 ","487","0.321781451913649","0.298265431677544","0.345297472149754"
"Paid","1994","Couple + C. GT 16 ","305","0.295810155179485","0.267073407082393","0.324546903276578"
"Paid","1994","Couple + C. LE and GT 16","149","0.290872453764514","0.250782264488899","0.330962643040129"
"Not paid","1994","1-pers.-HH","60","0.160916121796467","0.127373261350138","0.194458982242797"
"Not paid","1994","(Married) couple without C. ","192","0.151169021172334","0.131190808899345","0.171147233445322"
"Not paid","1994","Single parent ","30","0.155700234325211","0.107898360453901","0.203502108196521"
"Not paid","1994","Couple + C. LE 16 ","247","0.191499241248834","0.171692080095698","0.211306402401971"
"Not paid","1994","Couple + C. GT 16 ","152","0.165461158733107","0.142064302285315","0.1888580151809"
"Not paid","1994","Couple + C. LE and GT 16","72","0.141871810781322","0.111071948709624","0.17267167285302"
"Acclaimed","1995","1-pers.-HH","201","0.403848006210204","0.359953017235987","0.447742995184421"
"Acclaimed","1995","(Married) couple without C. ","517","0.385134639984275","0.359040609450026","0.411228670518525"
"Acclaimed","1995","Single parent ","105","0.459785165317046","0.394373321671379","0.525197008962714"
"Acclaimed","1995","Couple + C. LE 16 ","534","0.320929483541069","0.298308124781767","0.343550842300372"
"Acclaimed","1995","Couple + C. GT 16 ","362","0.374153893295766","0.344191731695807","0.404116054895724"
"Acclaimed","1995","Couple + C. LE and GT 16","223","0.419262690878029","0.377721262981138","0.460804118774919"
"Partly, partly","1995","1-pers.-HH","91","0.184031631247264","0.149365101287537","0.218698161206991"
"Partly, partly","1995","(Married) couple without C. ","252","0.177128691780712","0.156656927168515","0.19760045639291"
"Partly, partly","1995","Single parent ","33","0.142566924704613","0.0966782868463348","0.188455562562892"
"Partly, partly","1995","Couple + C. LE 16 ","310","0.193141613242732","0.174012579755789","0.212270646729675"
"Partly, partly","1995","Couple + C. GT 16 ","177","0.172330241738181","0.148945987592259","0.195714495884103"
"Partly, partly","1995","Couple + C. LE and GT 16","77","0.144424241914897","0.114830646546217","0.174017837283577"
"Paid","1995","1-pers.-HH","114","0.234490297000913","0.196588023546209","0.272392570455618"
"Paid","1995","(Married) couple without C. ","352","0.26778375257974","0.244039601100185","0.291527904059296"
"Paid","1995","Single parent ","56","0.251343312652061","0.194409445851034","0.308277179453089"
"Paid","1995","Couple + C. LE 16 ","569","0.32117875008912","0.298552761815103","0.343804738363137"
"Paid","1995","Couple + C. GT 16 ","308","0.286172520573406","0.258187551849683","0.31415748929713"
"Paid","1995","Couple + C. LE and GT 16","166","0.287466719188758","0.249364979024318","0.325568459353198"
"Not paid","1995","1-pers.-HH","74","0.177630065541619","0.143438473542913","0.211821657540324"
"Not paid","1995","(Married) couple without C. ","215","0.169952915655272","0.149812866047747","0.190092965262796"
"Not paid","1995","Single parent ","29","","",""
"Not paid","1995","Couple + C. LE 16 ","223","0.164750153127078","0.146774794773544","0.182725511480612"
"Not paid","1995","Couple + C. GT 16 ","155","0.167343344392647","0.144230604530525","0.190456084254769"
"Not paid","1995","Couple + C. LE and GT 16","76","0.148846348018317","0.118880848410244","0.178811847626389"
"Acclaimed","1996","1-pers.-HH","235","0.459646506321138","0.415963345800695","0.50332966684158"
"Acclaimed","1996","(Married) couple without C. ","584","0.44020392648406","0.412987910954171","0.467419942013949"
"Acclaimed","1996","Single parent ","117","0.485059194424087","0.422350291571343","0.547768097276831"
"Acclaimed","1996","Couple + C. LE 16 ","543","0.353648630108128","0.329707809345077","0.377589450871179"
"Acclaimed","1996","Couple + C. GT 16 ","381","0.398738785118314","0.367733111425555","0.429744458811072"
"Acclaimed","1996","Couple + C. LE and GT 16","247","0.462840389434374","0.421282562927551","0.504398215941197"
"Partly, partly","1996","1-pers.-HH","87","0.172937412765532","0.139787930081839","0.206086895449225"
"Partly, partly","1996","(Married) couple without C. ","207","0.178735461201565","0.157730128619143","0.199740793783988"
"Partly, partly","1996","Single parent ","30","0.139134417941043","0.0957095868341746","0.182559249047911"
"Partly, partly","1996","Couple + C. LE 16 ","275","0.185479483230471","0.166016130154973","0.204942836305969"
"Partly, partly","1996","Couple + C. GT 16 ","159","0.150757111393256","0.128099183015167","0.173415039771345"
"Partly, partly","1996","Couple + C. LE and GT 16","72","0.131912700318226","0.103708711624077","0.160116689012375"
"Paid","1996","1-pers.-HH","109","0.20632819396371","0.170858057961307","0.241798329966113"
"Paid","1996","(Married) couple without C. ","285","0.216899385400649","0.194303955573376","0.239494815227921"
"Paid","1996","Single parent ","64","0.246753333968328","0.192658810225634","0.300847857711021"
"Paid","1996","Couple + C. LE 16 ","497","0.296948265762247","0.274068438203584","0.31982809332091"
"Paid","1996","Couple + C. GT 16 ","263","0.270222237082568","0.24210185664454","0.298342617520596"
"Paid","1996","Couple + C. LE and GT 16","161","0.274230315037865","0.237047465549014","0.311413164526717"
"Not paid","1996","1-pers.-HH","69","0.161087886949621","0.12886586687865","0.193309907020591"
