"plb0195_h","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Not paid","1985","lower secondary degree","Female","114","0.203283792297937","0.169650456035657","0.236917128560217"
"Not paid","1985","secondary school degree","Male","143","0.355448044820181","0.309452215301388","0.401443874338975"
"Not paid","1985","secondary school degree","Female","93","0.279324777947001","0.232586685163179","0.326062870730823"
"Not paid","1985","college entrance qualification","Male","205","0.561754584974699","0.510712690894661","0.612796479054737"
"Not paid","1985","college entrance qualification","Female","65","0.387301329234408","0.312518438011696","0.46208422045712"
"Not paid","1985","Other degree","Male","28","","",""
"Not paid","1985","Other degree","Female","6","","",""
"Not paid","1985","no degree/no degree yet","Male","6","","",""
"Not paid","1985","no degree/no degree yet","Female","8","","",""
"Acclaimed","1986","lower secondary degree","Male","257","0.229943066652703","0.205685862057214","0.254200271248192"
"Acclaimed","1986","lower secondary degree","Female","207","0.427300816664758","0.384112829251591","0.470488804077924"
"Acclaimed","1986","secondary school degree","Male","129","0.35860710710544","0.309607150032357","0.407607064178522"
"Acclaimed","1986","secondary school degree","Female","160","0.479175241717881","0.425838542398202","0.53251194103756"
"Acclaimed","1986","college entrance qualification","Male","68","0.195731841718984","0.152988814930697","0.23847486850727"
"Acclaimed","1986","college entrance qualification","Female","58","0.371064833078952","0.294266085975127","0.447863580182777"
"Acclaimed","1986","Other degree","Male","38","0.102395975786776","0.0709915817654929","0.133800369808059"
"Acclaimed","1986","Other degree","Female","19","","",""
"Acclaimed","1986","no degree/no degree yet","Male","13","","",""
"Acclaimed","1986","no degree/no degree yet","Female","9","","",""
"Partly, partly","1986","lower secondary degree","Male","137","0.122428519080137","0.103533309093529","0.141323729066744"
"Partly, partly","1986","lower secondary degree","Female","53","0.117864045188712","0.0897132118358541","0.146014878541571"
"Partly, partly","1986","secondary school degree","Male","51","0.143984883429093","0.108115546518823","0.179854220339364"
"Partly, partly","1986","secondary school degree","Female","42","0.112894525383066","0.0791069357088619","0.146682115057271"
"Partly, partly","1986","college entrance qualification","Male","43","0.13323187139288","0.0966227231109365","0.169841019674824"
"Partly, partly","1986","college entrance qualification","Female","11","","",""
"Partly, partly","1986","Other degree","Male","33","0.106432632393865","0.0744872839410847","0.138377980846645"
"Partly, partly","1986","Other degree","Female","10","","",""
"Partly, partly","1986","no degree/no degree yet","Male","8","","",""
"Partly, partly","1986","no degree/no degree yet","Female","6","","",""
"Paid","1986","lower secondary degree","Male","626","0.52953481951745","0.500762148611458","0.558307490423443"
"Paid","1986","lower secondary degree","Female","162","0.312826307484903","0.272348431135583","0.353304183834224"
"Paid","1986","secondary school degree","Male","97","0.247520660148278","0.203426893521099","0.291614426775456"
"Paid","1986","secondary school degree","Female","59","0.171665447862801","0.131405104477781","0.211925791247821"
"Paid","1986","college entrance qualification","Male","53","0.167290817634517","0.127082414749192","0.207499220519842"
"Paid","1986","college entrance qualification","Female","18","","",""
"Paid","1986","Other degree","Male","261","0.69298409417806","0.645203818748875","0.740764369607245"
"Paid","1986","Other degree","Female","45","0.56276986512224","0.454071363383296","0.671468366861183"
"Paid","1986","no degree/no degree yet","Male","124","0.788423523073352","0.722622793257938","0.854224252888766"
"Paid","1986","no degree/no degree yet","Female","30","0.388726365717516","0.253611566599142","0.52384116483589"
"Not paid","1986","lower secondary degree","Male","136","0.118093594749711","0.0994901403643372","0.136697049135084"
"Not paid","1986","lower secondary degree","Female","82","0.142008830661627","0.111534659150023","0.17248300217323"
"Not paid","1986","secondary school degree","Male","91","0.249887349317189","0.205653008294809","0.294121690339569"
"Not paid","1986","secondary school degree","Female","76","0.236264785036251","0.190911991149723","0.281617578922779"
"Not paid","1986","college entrance qualification","Male","167","0.503745469253619","0.449882298781782","0.557608639725456"
"Not paid","1986","college entrance qualification","Female","65","0.437245841484758","0.358387344125463","0.516104338844053"
"Not paid","1986","Other degree","Male","26","","",""
"Not paid","1986","Other degree","Female","6","","",""
"Not paid","1986","no degree/no degree yet","Male","3","","",""
"Not paid","1986","no degree/no degree yet","Female","5","","",""
"Acclaimed","1987","lower secondary degree","Male","","","",""
"Acclaimed","1987","lower secondary degree","Female","","","",""
"Acclaimed","1987","secondary school degree","Male","","","",""
"Acclaimed","1987","secondary school degree","Female","","","",""
"Acclaimed","1987","college entrance qualification","Male","","","",""
"Acclaimed","1987","college entrance qualification","Female","","","",""
"Acclaimed","1987","Other degree","Male","","","",""
"Acclaimed","1987","Other degree","Female","","","",""
"Acclaimed","1987","no degree/no degree yet","Male","","","",""
"Acclaimed","1987","no degree/no degree yet","Female","","","",""
"Partly, partly","1987","lower secondary degree","Male","","","",""
"Partly, partly","1987","lower secondary degree","Female","","","",""
"Partly, partly","1987","secondary school degree","Male","","","",""
"Partly, partly","1987","secondary school degree","Female","","","",""
"Partly, partly","1987","college entrance qualification","Male","","","",""
"Partly, partly","1987","college entrance qualification","Female","","","",""
"Partly, partly","1987","Other degree","Male","","","",""
"Partly, partly","1987","Other degree","Female","","","",""
"Partly, partly","1987","no degree/no degree yet","Male","","","",""
"Partly, partly","1987","no degree/no degree yet","Female","","","",""
"Paid","1987","lower secondary degree","Male","","","",""
"Paid","1987","lower secondary degree","Female","","","",""
"Paid","1987","secondary school degree","Male","","","",""
"Paid","1987","secondary school degree","Female","","","",""
"Paid","1987","college entrance qualification","Male","","","",""
"Paid","1987","college entrance qualification","Female","","","",""
"Paid","1987","Other degree","Male","","","",""
"Paid","1987","Other degree","Female","","","",""
"Paid","1987","no degree/no degree yet","Male","","","",""
"Paid","1987","no degree/no degree yet","Female","","","",""
"Not paid","1987","lower secondary degree","Male","","","",""
"Not paid","1987","lower secondary degree","Female","","","",""
"Not paid","1987","secondary school degree","Male","","","",""
"Not paid","1987","secondary school degree","Female","","","",""
"Not paid","1987","college entrance qualification","Male","","","",""
"Not paid","1987","college entrance qualification","Female","","","",""
"Not paid","1987","Other degree","Male","","","",""
"Not paid","1987","Other degree","Female","","","",""
"Not paid","1987","no degree/no degree yet","Male","","","",""
"Not paid","1987","no degree/no degree yet","Female","","","",""
"Acclaimed","1988","lower secondary degree","Male","277","0.25661098520016","0.23103191397089","0.28219005642943"
"Acclaimed","1988","lower secondary degree","Female","209","0.458111838579249","0.413996396049027","0.502227281109471"
"Acclaimed","1988","secondary school degree","Male","130","0.358115846439677","0.308311965238313","0.407919727641041"
"Acclaimed","1988","secondary school degree","Female","178","0.498617843990229","0.446310474781211","0.550925213199247"
"Acclaimed","1988","college entrance qualification","Male","74","0.202646196412828","0.159856125583277","0.24543626724238"
"Acclaimed","1988","college entrance qualification","Female","64","0.393039041416104","0.320045893754975","0.466032189077234"
"Acclaimed","1988","Other degree","Male","33","0.127747686136961","0.091173835389963","0.164321536883958"
"Acclaimed","1988","Other degree","Female","15","","",""
"Acclaimed","1988","no degree/no degree yet","Male","12","","",""
"Acclaimed","1988","no degree/no degree yet","Female","8","","",""
"Partly, partly","1988","lower secondary degree","Male","156","0.146021205894477","0.125340250959532","0.166702160829423"
"Partly, partly","1988","lower secondary degree","Female","51","0.110135242704844","0.0824163925239118","0.137854092885776"
"Partly, partly","1988","secondary school degree","Male","48","0.125594172274756","0.0911699325229428","0.160018412026568"
"Partly, partly","1988","secondary school degree","Female","39","0.105720452094864","0.0735534425517621","0.137887461637967"
"Partly, partly","1988","college entrance qualification","Male","52","0.148243131627289","0.110416875883887","0.186069387370692"
"Partly, partly","1988","college entrance qualification","Female","20","","",""
"Partly, partly","1988","Other degree","Male","30","0.0949820615594323","0.0628585886409301","0.127105534477934"
"Partly, partly","1988","Other degree","Female","9","","",""
"Partly, partly","1988","no degree/no degree yet","Male","12","","",""
"Partly, partly","1988","no degree/no degree yet","Female","1","","",""
"Paid","1988","lower secondary degree","Male","562","0.483827358430776","0.454560117557035","0.513094599304518"
"Paid","1988","lower secondary degree","Female","169","0.322615006682845","0.281223606386414","0.364006406979276"
"Paid","1988","secondary school degree","Male","104","0.288527197471918","0.2414624619861","0.335591932957737"
"Paid","1988","secondary school degree","Female","61","0.165394907992151","0.126526557058644","0.204263258925658"
"Paid","1988","college entrance qualification","Male","52","0.157631136293987","0.118841081069687","0.196421191518286"
"Paid","1988","college entrance qualification","Female","20","","",""
"Paid","1988","Other degree","Male","238","0.71816337033836","0.668870575207361","0.767456165469358"
"Paid","1988","Other degree","Female","62","0.715143793128101","0.620842795932369","0.809444790323833"
"Paid","1988","no degree/no degree yet","Male","105","0.83109076599471","0.766684615930294","0.895496916059126"
"Paid","1988","no degree/no degree yet","Female","41","0.642126364628494","0.513068266872439","0.771184462384549"
"Not paid","1988","lower secondary degree","Male","125","0.113540450474586","0.0949605301366006","0.132120370812571"
"Not paid","1988","lower secondary degree","Female","61","0.109137912033062","0.0815293930594472","0.136746431006678"
"Not paid","1988","secondary school degree","Male","74","0.227762783813649","0.184197571289826","0.271327996337472"
"Not paid","1988","secondary school degree","Female","73","0.230266795922756","0.186223450208226","0.274310141637285"
"Not paid","1988","college entrance qualification","Male","161","0.491479535665896","0.438261948642699","0.544697122689092"
"Not paid","1988","college entrance qualification","Female","68","0.393472613429501","0.320465306235099","0.466479920623903"
"Not paid","1988","Other degree","Male","19","","",""
"Not paid","1988","Other degree","Female","2","","",""
"Not paid","1988","no degree/no degree yet","Male","1","","",""
"Not paid","1988","no degree/no degree yet","Female","3","","",""
"Acclaimed","1989","lower secondary degree","Male","262","0.245347058630579","0.220531665410185","0.270162451850973"
"Acclaimed","1989","lower secondary degree","Female","216","0.419799244881026","0.378057469230673","0.461541020531378"
"Acclaimed","1989","secondary school degree","Male","135","0.353433686257798","0.305929290589347","0.400938081926249"
"Acclaimed","1989","secondary school degree","Female","193","0.482164106806575","0.432251386521605","0.532076827091544"
"Acclaimed","1989","college entrance qualification","Male","69","0.186979963708186","0.145352370639206","0.228607556777166"
"Acclaimed","1989","college entrance qualification","Female","77","0.418240335984067","0.346967516386468","0.489513155581665"
"Acclaimed","1989","Other degree","Male","34","0.133602661420124","0.0965566295963846","0.170648693243864"
"Acclaimed","1989","Other degree","Female","18","","",""
"Acclaimed","1989","no degree/no degree yet","Male","14","","",""
"Acclaimed","1989","no degree/no degree yet","Female","13","","",""
"Partly, partly","1989","lower secondary degree","Male","185","0.159724392874392","0.138596625810477","0.180852159938308"
"Partly, partly","1989","lower secondary degree","Female","66","0.116459339346888","0.0893286155851284","0.143590063108648"
"Partly, partly","1989","secondary school degree","Male","69","0.169071088724631","0.13182420870193","0.206317968747333"
"Partly, partly","1989","secondary school degree","Female","47","0.122671517033866","0.0899019495794054","0.155441084488327"
"Partly, partly","1989","college entrance qualification","Male","58","0.179779927309345","0.138781335751768","0.220778518866921"
"Partly, partly","1989","college entrance qualification","Female","24","","",""
"Partly, partly","1989","Other degree","Male","35","0.126923005687875","0.0906760086492582","0.163170002726491"
"Partly, partly","1989","Other degree","Female","11","","",""
"Partly, partly","1989","no degree/no degree yet","Male","18","","",""
"Partly, partly","1989","no degree/no degree yet","Female","5","","",""
"Paid","1989","lower secondary degree","Male","604","0.499335676540268","0.470500227429808","0.528171125650727"
"Paid","1989","lower secondary degree","Female","198","0.351617856712255","0.311233615039764","0.392002098384745"
"Paid","1989","secondary school degree","Male","101","0.24463141078771","0.201913612466961","0.287349209108458"
"Paid","1989","secondary school degree","Female","68","0.17408523305955","0.136209041140041","0.211961424979059"
"Paid","1989","college entrance qualification","Male","54","0.161642121817619","0.122339172908189","0.200945070727049"
"Paid","1989","college entrance qualification","Female","28","","",""
"Paid","1989","Other degree","Male","233","0.66820131928664","0.616930934396124","0.719471704177156"
"Paid","1989","Other degree","Female","61","0.634234720242351","0.537887604092029","0.730581836392672"
"Paid","1989","no degree/no degree yet","Male","100","0.741232312759386","0.66735460692076","0.815110018598011"
"Paid","1989","no degree/no degree yet","Female","38","0.602975869638853","0.477056508357415","0.728895230920291"
"Not paid","1989","lower secondary degree","Male","104","0.0955928719547611","0.0786357617771604","0.112549982132362"
"Not paid","1989","lower secondary degree","Female","57","0.112123559059831","0.0854374257114772","0.138809692408186"
"Not paid","1989","secondary school degree","Male","84","0.232863814229861","0.190862727425576","0.274864901034146"
"Not paid","1989","secondary school degree","Female","77","0.221079143100009","0.179627831307821","0.262530454892197"
"Not paid","1989","college entrance qualification","Male","156","0.47159798716485","0.418301161472265","0.524894812857436"
"Not paid","1989","college entrance qualification","Female","55","0.301214245124187","0.234924102339766","0.367504387908608"
"Not paid","1989","Other degree","Male","22","","",""
"Not paid","1989","Other degree","Female","6","","",""
"Not paid","1989","no degree/no degree yet","Male","3","","",""
"Not paid","1989","no degree/no degree yet","Female","2","","",""
"Acclaimed","1990","lower secondary degree","Male","279","0.271003205799996","0.244983923795921","0.297022487804072"
"Acclaimed","1990","lower secondary degree","Female","214","0.411035971326281","0.369343705265961","0.452728237386601"
"Acclaimed","1990","secondary school degree","Male","134","0.348896443637597","0.30097503254715","0.396817854728044"
"Acclaimed","1990","secondary school degree","Female","200","0.525935432455416","0.475797021387529","0.576073843523303"
"Acclaimed","1990","college entrance qualification","Male","78","0.21248321966253","0.170049978029695","0.254916461295366"
"Acclaimed","1990","college entrance qualification","Female","81","0.439435327815978","0.366523424348953","0.512347231283002"
"Acclaimed","1990","Other degree","Male","32","0.118137895432486","0.08277335188202","0.153502438982952"
"Acclaimed","1990","Other degree","Female","16","","",""
"Acclaimed","1990","no degree/no degree yet","Male","11","","",""
"Acclaimed","1990","no degree/no degree yet","Female","12","","",""
"Partly, partly","1990","lower secondary degree","Male","175","0.14650254700037","0.125802611749","0.16720248225174"
"Partly, partly","1990","lower secondary degree","Female","71","0.12130036049693","0.0936358831362358","0.148964837857624"
"Partly, partly","1990","secondary school degree","Male","63","0.156166416292883","0.119667622032325","0.192665210553442"
"Partly, partly","1990","secondary school degree","Female","53","0.127726587435235","0.0942105570695377","0.161242617800932"
"Partly, partly","1990","college entrance qualification","Male","74","0.208575341670335","0.166429934542853","0.250720748797816"
"Partly, partly","1990","college entrance qualification","Female","22","","",""
"Partly, partly","1990","Other degree","Male","35","0.115013398643448","0.0800578866073417","0.149968910679555"
"Partly, partly","1990","Other degree","Female","13","","",""
"Partly, partly","1990","no degree/no degree yet","Male","20","","",""
"Partly, partly","1990","no degree/no degree yet","Female","9","","",""
"Paid","1990","lower secondary degree","Male","571","0.486776588145977","0.457517326965351","0.516035849326604"
"Paid","1990","lower secondary degree","Female","197","0.359782002479329","0.319113811282333","0.400450193676325"
"Paid","1990","secondary school degree","Male","105","0.275772539089083","0.230839137656827","0.320705940521339"
"Paid","1990","secondary school degree","Female","65","0.172697573509889","0.134743283649578","0.2106518633702"
"Paid","1990","college entrance qualification","Male","60","0.160485827397508","0.122410263678539","0.198561391116476"
"Paid","1990","college entrance qualification","Female","22","","",""
"Paid","1990","Other degree","Male","236","0.719105724930658","0.669863131347156","0.76834831851416"
"Paid","1990","Other degree","Female","66","0.577422904077665","0.480118953280932","0.674726854874397"
"Paid","1990","no degree/no degree yet","Male","89","0.73172484401276","0.652452518926414","0.810997169099105"
"Paid","1990","no degree/no degree yet","Female","34","0.565594303952675","0.435770495079244","0.695418112826107"
"Not paid","1990","lower secondary degree","Male","96","0.0957176590536563","0.0784952720512021","0.112940046056111"
"Not paid","1990","lower secondary degree","Female","53","0.10788166569746","0.0815937439017747","0.134169587493145"
"Not paid","1990","secondary school degree","Male","78","0.219164600980436","0.177571505393632","0.260757696567241"
"Not paid","1990","secondary school degree","Female","63","0.17364040659946","0.135604345453969","0.211676467744952"
"Not paid","1990","college entrance qualification","Male","145","0.418455611269628","0.367283879385828","0.469627343153427"
"Not paid","1990","college entrance qualification","Female","53","0.302191162031525","0.234731027642679","0.369651296420371"
"Not paid","1990","Other degree","Male","17","","",""
"Not paid","1990","Other degree","Female","4","","",""
"Not paid","1990","no degree/no degree yet","Male","","","",""
"Not paid","1990","no degree/no degree yet","Female","1","","",""
"Acclaimed","1991","lower secondary degree","Male","385","0.261072442876401","0.238611983154793","0.283532902598009"
"Acclaimed","1991","lower secondary degree","Female","324","0.415700220044212","0.381069120468342","0.450331319620081"
"Acclaimed","1991","secondary school degree","Male","357","0.34962580875489","0.319174495210928","0.380077122298852"
"Acclaimed","1991","secondary school degree","Female","517","0.516068328507098","0.484389816684726","0.547746840329469"
"Acclaimed","1991","college entrance qualification","Male","162","0.276816794474123","0.239559304585979","0.314074284362268"
"Acclaimed","1991","college entrance qualification","Female","136","0.450329351630363","0.393935871359479","0.506722831901248"
"Acclaimed","1991","Other degree","Male","43","0.154662438037627","0.115471855033721","0.193853021041532"
"Acclaimed","1991","Other degree","Female","33","0.370629713376748","0.280373941841463","0.460885484912034"
"Acclaimed","1991","no degree/no degree yet","Male","19","","",""
"Acclaimed","1991","no degree/no degree yet","Female","14","","",""
"Partly, partly","1991","lower secondary degree","Male","251","0.168381413106746","0.149245624628181","0.18751720158531"
"Partly, partly","1991","lower secondary degree","Female","102","0.128229330508186","0.104735539207418","0.151723121808953"
"Partly, partly","1991","secondary school degree","Male","150","0.171084418624186","0.147036193966659","0.195132643281712"
"Partly, partly","1991","secondary school degree","Female","121","0.119064652804145","0.0985349535196596","0.139594352088631"
"Partly, partly","1991","college entrance qualification","Male","80","0.140476568385285","0.111541533271903","0.169411603498667"
"Partly, partly","1991","college entrance qualification","Female","32","0.11590392372601","0.0796202462664161","0.152187601185604"
"Partly, partly","1991","Other degree","Male","37","0.13562214933278","0.0985121162987334","0.172732182366827"
"Partly, partly","1991","Other degree","Female","10","","",""
"Partly, partly","1991","no degree/no degree yet","Male","18","","",""
"Partly, partly","1991","no degree/no degree yet","Female","5","","",""
"Paid","1991","lower secondary degree","Male","711","0.475277942698557","0.449740601255504","0.500815284141609"
"Paid","1991","lower secondary degree","Female","282","0.359802313880418","0.326077674178747","0.39352695358209"
"Paid","1991","secondary school degree","Male","304","0.314213704662692","0.284570196277751","0.343857213047632"
"Paid","1991","secondary school degree","Female","180","0.207932742702219","0.182207373504092","0.233658111900346"
"Paid","1991","college entrance qualification","Male","101","0.202511256474112","0.169047085254495","0.235975427693729"
"Paid","1991","college entrance qualification","Female","37","0.112932534117771","0.0770568361360074","0.148808232099536"
"Paid","1991","Other degree","Male","239","0.676193743312325","0.625476877564775","0.726910609059874"
"Paid","1991","Other degree","Female","63","0.535173032805312","0.44196689399969","0.628379171610934"
"Paid","1991","no degree/no degree yet","Male","109","0.783139309356646","0.716968737642955","0.849309881070337"
"Paid","1991","no degree/no degree yet","Female","43","0.541434508817376","0.423002993640464","0.659866023994288"
"Not paid","1991","lower secondary degree","Male","122","0.0952682013182963","0.0802550762213429","0.11028132641525"
"Not paid","1991","lower secondary degree","Female","70","0.0962681355671845","0.0755419505544196","0.116994320579949"
"Not paid","1991","secondary school degree","Male","131","0.165076067958233","0.141368437323703","0.188783698592762"
"Not paid","1991","secondary school degree","Female","138","0.156934275986538","0.133876959256346","0.17999159271673"
"Not paid","1991","college entrance qualification","Male","211","0.38019538066648","0.339772800505164","0.420617960827796"
"Not paid","1991","college entrance qualification","Female","94","0.320834190525855","0.267923829359999","0.373744551691711"
"Not paid","1991","Other degree","Male","8","","",""
"Not paid","1991","Other degree","Female","4","","",""
"Not paid","1991","no degree/no degree yet","Male","3","","",""
"Not paid","1991","no degree/no degree yet","Female","6","","",""
"Acclaimed","1992","lower secondary degree","Male","363","0.266654453285806","0.24327235537758","0.290036551194031"
"Acclaimed","1992","lower secondary degree","Female","289","0.428972826071681","0.39196334451002","0.465982307633342"
"Acclaimed","1992","secondary school degree","Male","291","0.319134400182365","0.288897991373145","0.349370808991584"
"Acclaimed","1992","secondary school degree","Female","480","0.520819103215002","0.488235626941386","0.553402579488618"
"Acclaimed","1992","college entrance qualification","Male","161","0.271542086733433","0.234064616599736","0.309019556867131"
"Acclaimed","1992","college entrance qualification","Female","132","0.450590803208613","0.394751846483475","0.506429759933751"
"Acclaimed","1992","Other degree","Male","36","0.123908606390734","0.0856568743995492","0.162160338381919"
"Acclaimed","1992","Other degree","Female","32","0.390056855195448","0.300519492096473","0.479594218294423"
"Acclaimed","1992","no degree/no degree yet","Male","14","","",""
"Acclaimed","1992","no degree/no degree yet","Female","12","","",""
"Partly, partly","1992","lower secondary degree","Male","252","0.181699514797051","0.161310886291993","0.202088143302108"
"Partly, partly","1992","lower secondary degree","Female","98","0.144163843822146","0.11789788771648","0.170429799927812"
"Partly, partly","1992","secondary school degree","Male","187","0.200152538699676","0.174198984586744","0.226106092812608"
"Partly, partly","1992","secondary school degree","Female","143","0.151147247451646","0.127784682714292","0.174509812189001"
"Partly, partly","1992","college entrance qualification","Male","88","0.185345965483761","0.152602274481108","0.218089656486413"
"Partly, partly","1992","college entrance qualification","Female","40","0.141729632309505","0.102587853283354","0.180871411335655"
"Partly, partly","1992","Other degree","Male","34","0.107202080863372","0.0712847667000512","0.143119395026692"
"Partly, partly","1992","Other degree","Female","14","","",""
"Partly, partly","1992","no degree/no degree yet","Male","18","","",""
"Partly, partly","1992","no degree/no degree yet","Female","8","","",""
"Paid","1992","lower secondary degree","Male","657","0.467761757149657","0.441379003689729","0.494144510609584"
"Paid","1992","lower secondary degree","Female","230","0.331804837921515","0.296595104015248","0.367014571827782"
"Paid","1992","secondary school degree","Male","302","0.325460056785863","0.295067629518206","0.35585248405352"
"Paid","1992","secondary school degree","Female","154","0.181697021222283","0.156547183587231","0.206846858857335"
"Paid","1992","college entrance qualification","Male","77","0.15493752292592","0.124446487550493","0.185428558301348"
"Paid","1992","college entrance qualification","Female","34","0.100163325656505","0.0664707366763033","0.133855914636706"
"Paid","1992","Other degree","Male","203","0.72132968086206","0.669277621089394","0.773381740634727"
"Paid","1992","Other degree","Female","57","0.397224161055664","0.307400363597189","0.487047958514139"
"Paid","1992","no degree/no degree yet","Male","93","0.753460498993981","0.678502198512095","0.828418799475867"
