"plb0195_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Paid","1991","higher vocational","East Germany","32","0.312845291457749","0.225803681188038","0.39988690172746"
"Paid","1991","higher education","West Germany","49","0.129163557068448","0.0954872935601909","0.162839820576704"
"Paid","1991","higher education","East Germany","66","0.115578908418717","0.0894235314002773","0.141734285437156"
"Not paid","1991","in school","West Germany","","","",""
"Not paid","1991","in school","East Germany","","","",""
"Not paid","1991","inadequately","West Germany","6","","",""
"Not paid","1991","inadequately","East Germany","","","",""
"Not paid","1991","general elemantary","West Germany","48","0.0802508355201817","0.0610364295092679","0.0994652415310955"
"Not paid","1991","general elemantary","East Germany","10","","",""
"Not paid","1991","middle vocational","West Germany","221","0.124390824925966","0.110282317828272","0.138499332023659"
"Not paid","1991","middle vocational","East Germany","56","0.05442951787677","0.0407594883040441","0.0680995474494959"
"Not paid","1991","vocational + Abi","West Germany","23","","",""
"Not paid","1991","vocational + Abi","East Germany","5","","",""
"Not paid","1991","higher vocational","West Germany","41","0.18614934616078","0.137804349630738","0.234494342690823"
"Not paid","1991","higher vocational","East Germany","12","","",""
"Not paid","1991","higher education","West Germany","166","0.445181537325495","0.395278195684582","0.495084878966408"
"Not paid","1991","higher education","East Germany","201","0.356927669449364","0.317734339398129","0.396120999500599"
"Acclaimed","1992","in school","West Germany","1","","",""
"Acclaimed","1992","in school","East Germany","","","",""
"Acclaimed","1992","inadequately","West Germany","24","","",""
"Acclaimed","1992","inadequately","East Germany","1","","",""
"Acclaimed","1992","general elemantary","West Germany","166","0.303288649984567","0.268915111290737","0.337662188678396"
"Acclaimed","1992","general elemantary","East Germany","42","0.528151154301339","0.415917821397322","0.640384487205357"
"Acclaimed","1992","middle vocational","West Germany","694","0.349617255416799","0.328863578552231","0.370370932281366"
"Acclaimed","1992","middle vocational","East Germany","377","0.382320131183253","0.351515610771669","0.413124651594837"
"Acclaimed","1992","vocational + Abi","West Germany","58","0.407255005976497","0.328364976209759","0.486145035743234"
"Acclaimed","1992","vocational + Abi","East Germany","11","","",""
"Acclaimed","1992","higher vocational","West Germany","107","0.420037018921105","0.359694220082446","0.480379817759765"
"Acclaimed","1992","higher vocational","East Germany","30","0.23586353046806","0.157239565573596","0.314487495362524"
"Acclaimed","1992","higher education","West Germany","109","0.30839706067711","0.262084377845251","0.354709743508969"
"Acclaimed","1992","higher education","East Germany","207","0.382469007997818","0.340165964364329","0.424772051631308"
"Partly, partly","1992","in school","West Germany","1","","",""
"Partly, partly","1992","in school","East Germany","","","",""
"Partly, partly","1992","inadequately","West Germany","21","","",""
"Partly, partly","1992","inadequately","East Germany","1","","",""
"Partly, partly","1992","general elemantary","West Germany","89","0.117807414843054","0.0937007162966413","0.141914113389466"
"Partly, partly","1992","general elemantary","East Germany","12","","",""
"Partly, partly","1992","middle vocational","West Germany","353","0.175038262088795","0.158499708867986","0.191576815309603"
"Partly, partly","1992","middle vocational","East Germany","172","0.176383301348436","0.152222549209694","0.200544053487177"
"Partly, partly","1992","vocational + Abi","West Germany","25","","",""
"Partly, partly","1992","vocational + Abi","East Germany","2","","",""
"Partly, partly","1992","higher vocational","West Germany","54","0.200815027346342","0.151836774571227","0.249793280121456"
"Partly, partly","1992","higher vocational","East Germany","31","0.327427419825581","0.240518133931378","0.414336705719785"
"Partly, partly","1992","higher education","West Germany","67","0.184997714981907","0.146059234046921","0.223936195916892"
"Partly, partly","1992","higher education","East Germany","59","0.109695535847686","0.082493095673465","0.136897976021908"
"Paid","1992","in school","West Germany","2","","",""
"Paid","1992","in school","East Germany","2","","",""
"Paid","1992","inadequately","West Germany","108","0.686831772143965","0.614053820563283","0.759609723724648"
"Paid","1992","inadequately","East Germany","","","",""
"Paid","1992","general elemantary","West Germany","377","0.493786121777871","0.456400364156863","0.53117187939888"
"Paid","1992","general elemantary","East Germany","20","","",""
"Paid","1992","middle vocational","West Germany","794","0.365444314937683","0.34448584420784","0.386402785667526"
"Paid","1992","middle vocational","East Germany","337","0.369114691370682","0.338525005474739","0.399704377266626"
"Paid","1992","vocational + Abi","West Germany","39","0.255520280012229","0.185488674951946","0.325551885072512"
"Paid","1992","vocational + Abi","East Germany","7","","",""
"Paid","1992","higher vocational","West Germany","55","0.213326444852468","0.163242197375891","0.263410692329046"
"Paid","1992","higher vocational","East Germany","34","0.309126999957863","0.223540225463852","0.394713774451874"
"Paid","1992","higher education","West Germany","42","0.0882947283666287","0.0598428443291305","0.116746612404127"
"Paid","1992","higher education","East Germany","42","0.0856255112348999","0.0612694111260441","0.109981611343756"
"Not paid","1992","in school","West Germany","","","",""
"Not paid","1992","in school","East Germany","","","",""
"Not paid","1992","inadequately","West Germany","3","","",""
"Not paid","1992","inadequately","East Germany","","","",""
"Not paid","1992","general elemantary","West Germany","55","0.0851178133945085","0.0642506922415093","0.105984934547508"
"Not paid","1992","general elemantary","East Germany","2","","",""
"Not paid","1992","middle vocational","West Germany","187","0.109900167556723","0.0962878318027551","0.123512503310692"
"Not paid","1992","middle vocational","East Germany","70","0.072181876097629","0.0557773135556228","0.0885864386396351"
"Not paid","1992","vocational + Abi","West Germany","27","","",""
"Not paid","1992","vocational + Abi","East Germany","7","","",""
"Not paid","1992","higher vocational","West Germany","41","0.165821508880085","0.120350828306154","0.211292189454016"
"Not paid","1992","higher vocational","East Germany","17","","",""
"Not paid","1992","higher education","West Germany","164","0.418310495974355","0.368843970777575","0.467777021171135"
"Not paid","1992","higher education","East Germany","199","0.422209944919595","0.379217378396112","0.465202511443079"
"Acclaimed","1993","in school","West Germany","","","",""
"Acclaimed","1993","in school","East Germany","2","","",""
"Acclaimed","1993","inadequately","West Germany","23","","",""
"Acclaimed","1993","inadequately","East Germany","1","","",""
"Acclaimed","1993","general elemantary","West Germany","163","0.282110265411519","0.247299073510468","0.316921457312569"
"Acclaimed","1993","general elemantary","East Germany","33","0.435922332329634","0.321382681446734","0.550461983212534"
"Acclaimed","1993","middle vocational","West Germany","696","0.353485219954701","0.332417875014964","0.374552564894437"
"Acclaimed","1993","middle vocational","East Germany","335","0.354780298337953","0.323947653382491","0.385612943293415"
"Acclaimed","1993","vocational + Abi","West Germany","61","0.452654859665079","0.370786112259365","0.534523607070793"
"Acclaimed","1993","vocational + Abi","East Germany","16","","",""
"Acclaimed","1993","higher vocational","West Germany","106","0.428132234900287","0.366424957267822","0.489839512532753"
"Acclaimed","1993","higher vocational","East Germany","32","0.386006798080181","0.286527334376964","0.485486261783399"
"Acclaimed","1993","higher education","West Germany","102","0.26797662879252","0.224788106819462","0.311165150765578"
"Acclaimed","1993","higher education","East Germany","207","0.405420300399384","0.362725595210728","0.44811500558804"
"Partly, partly","1993","in school","West Germany","","","",""
"Partly, partly","1993","in school","East Germany","","","",""
"Partly, partly","1993","inadequately","West Germany","28","","",""
"Partly, partly","1993","inadequately","East Germany","2","","",""
"Partly, partly","1993","general elemantary","West Germany","93","0.133941052255154","0.107595266444272","0.160286838066035"
"Partly, partly","1993","general elemantary","East Germany","10","","",""
"Partly, partly","1993","middle vocational","West Germany","319","0.158942714786803","0.142830024874473","0.175055404699133"
"Partly, partly","1993","middle vocational","East Germany","188","0.205296860278981","0.179267059583519","0.231326660974444"
"Partly, partly","1993","vocational + Abi","West Germany","25","","",""
"Partly, partly","1993","vocational + Abi","East Germany","4","","",""
"Partly, partly","1993","higher vocational","West Germany","60","0.210214944506144","0.159400654255209","0.261029234757079"
"Partly, partly","1993","higher vocational","East Germany","18","","",""
"Partly, partly","1993","higher education","West Germany","77","0.174952531608461","0.137905194934718","0.211999868282205"
"Partly, partly","1993","higher education","East Germany","68","0.115355403549494","0.087576210821726","0.143134596277263"
"Paid","1993","in school","West Germany","","","",""
"Paid","1993","in school","East Germany","1","","",""
"Paid","1993","inadequately","West Germany","104","0.659875977052204","0.586238425209924","0.733513528894484"
"Paid","1993","inadequately","East Germany","","","",""
"Paid","1993","general elemantary","West Germany","333","0.49671627371877","0.458040303668944","0.535392243768597"
"Paid","1993","general elemantary","East Germany","23","","",""
"Paid","1993","middle vocational","West Germany","747","0.355334034940124","0.334241891200425","0.376426178679824"
"Paid","1993","middle vocational","East Germany","327","0.356303093750376","0.325440833285071","0.38716535421568"
"Paid","1993","vocational + Abi","West Germany","36","0.229407103423758","0.160252698241477","0.298561508606039"
"Paid","1993","vocational + Abi","East Germany","2","","",""
"Paid","1993","higher vocational","West Germany","46","0.194307465865914","0.14496407077846","0.243650860953368"
"Paid","1993","higher vocational","East Germany","27","","",""
"Paid","1993","higher education","West Germany","48","0.120039285550056","0.0883472049872294","0.151731366112883"
"Paid","1993","higher education","East Germany","47","0.0946143191288254","0.0691629306492392","0.120065707608411"
"Not paid","1993","in school","West Germany","","","",""
"Not paid","1993","in school","East Germany","","","",""
"Not paid","1993","inadequately","West Germany","4","","",""
"Not paid","1993","inadequately","East Germany","","","",""
"Not paid","1993","general elemantary","West Germany","53","0.0872324086145576","0.0654051288510279","0.109059688378087"
"Not paid","1993","general elemantary","East Germany","6","","",""
"Not paid","1993","middle vocational","West Germany","216","0.132238030318372","0.117309624252489","0.147166436384254"
"Not paid","1993","middle vocational","East Germany","75","0.0836197476326902","0.0657807884506693","0.101458706814711"
"Not paid","1993","vocational + Abi","West Germany","20","","",""
"Not paid","1993","vocational + Abi","East Germany","13","","",""
"Not paid","1993","higher vocational","West Germany","35","0.167345354727655","0.120793295176518","0.213897414278791"
"Not paid","1993","higher vocational","East Germany","15","","",""
"Not paid","1993","higher education","West Germany","177","0.437031554048963","0.38866380990306","0.485399298194865"
"Not paid","1993","higher education","East Germany","186","0.384609976922297","0.342303999499176","0.426915954345418"
"Acclaimed","1994","in school","West Germany","","","",""
"Acclaimed","1994","in school","East Germany","2","","",""
"Acclaimed","1994","inadequately","West Germany","23","","",""
"Acclaimed","1994","inadequately","East Germany","3","","",""
"Acclaimed","1994","general elemantary","West Germany","157","0.31076997973998","0.2725067561392","0.349033203340759"
"Acclaimed","1994","general elemantary","East Germany","34","0.43451426637031","0.323070920782122","0.545957611958497"
"Acclaimed","1994","middle vocational","West Germany","774","0.395738892119685","0.374133993532466","0.417343790706903"
"Acclaimed","1994","middle vocational","East Germany","355","0.37221247100731","0.340856915132615","0.403568026882006"
"Acclaimed","1994","vocational + Abi","West Germany","70","0.446171855371636","0.367915279981255","0.524428430762017"
"Acclaimed","1994","vocational + Abi","East Germany","16","","",""
"Acclaimed","1994","higher vocational","West Germany","117","0.452805959358203","0.391711089046846","0.513900829669561"
"Acclaimed","1994","higher vocational","East Germany","33","0.34433011315336","0.251664729990442","0.436995496316279"
"Acclaimed","1994","higher education","West Germany","123","0.29149507188488","0.248541339270393","0.334448804499366"
"Acclaimed","1994","higher education","East Germany","193","0.36570780054983","0.323279338593599","0.40813626250606"
"Partly, partly","1994","in school","West Germany","","","",""
"Partly, partly","1994","in school","East Germany","","","",""
"Partly, partly","1994","inadequately","West Germany","12","","",""
"Partly, partly","1994","inadequately","East Germany","","","",""
"Partly, partly","1994","general elemantary","West Germany","84","0.16579000096268","0.135043422349318","0.196536579576043"
"Partly, partly","1994","general elemantary","East Germany","11","","",""
"Partly, partly","1994","middle vocational","West Germany","354","0.174952085494416","0.158166569689333","0.191737601299499"
"Partly, partly","1994","middle vocational","East Germany","170","0.197423983785823","0.171604013000544","0.223243954571103"
"Partly, partly","1994","vocational + Abi","West Germany","32","0.18547734890454","0.124287516334167","0.246667181474913"
"Partly, partly","1994","vocational + Abi","East Germany","9","","",""
"Partly, partly","1994","higher vocational","West Germany","53","0.176455451352214","0.129666954927498","0.22324394777693"
"Partly, partly","1994","higher vocational","East Germany","24","","",""
"Partly, partly","1994","higher education","West Germany","69","0.151901114380867","0.117976291455401","0.185825937306334"
"Partly, partly","1994","higher education","East Germany","76","0.154947375093298","0.123070225477443","0.186824524709153"
"Paid","1994","in school","West Germany","2","","",""
"Paid","1994","in school","East Germany","1","","",""
"Paid","1994","inadequately","West Germany","85","0.683505524084892","0.601641831546757","0.765369216623027"
"Paid","1994","inadequately","East Germany","","","",""
"Paid","1994","general elemantary","West Germany","281","0.464450858904292","0.423217427108153","0.505684290700432"
"Paid","1994","general elemantary","East Germany","17","","",""
"Paid","1994","middle vocational","West Germany","661","0.317422718550781","0.296857635768184","0.337987801333377"
"Paid","1994","middle vocational","East Germany","301","0.341023415965448","0.310273793091551","0.371773038839346"
"Paid","1994","vocational + Abi","West Germany","30","0.196359847329049","0.133822508222245","0.258897186435854"
"Paid","1994","vocational + Abi","East Germany","6","","",""
"Paid","1994","higher vocational","West Germany","51","0.210784572748784","0.160724071392457","0.26084507410511"
"Paid","1994","higher vocational","East Germany","21","","",""
"Paid","1994","higher education","West Germany","50","0.101974439325719","0.0733719471522457","0.130576931499193"
"Paid","1994","higher education","East Germany","34","0.0797966884867997","0.0559251823049803","0.103668194668619"
"Not paid","1994","in school","West Germany","1","","",""
"Not paid","1994","in school","East Germany","","","",""
"Not paid","1994","inadequately","West Germany","4","","",""
"Not paid","1994","inadequately","East Germany","1","","",""
"Not paid","1994","general elemantary","West Germany","40","0.058989160393048","0.0395103085786696","0.0784680122074263"
"Not paid","1994","general elemantary","East Germany","14","","",""
"Not paid","1994","middle vocational","West Germany","179","0.111886303835118","0.0979592808813178","0.125813326788919"
"Not paid","1994","middle vocational","East Germany","87","0.0893401292414179","0.0708383246366515","0.107841933846184"
"Not paid","1994","vocational + Abi","West Germany","23","","",""
"Not paid","1994","vocational + Abi","East Germany","5","","",""
"Not paid","1994","higher vocational","West Germany","34","0.159954016540799","0.114962865351798","0.2049451677298"
"Not paid","1994","higher vocational","East Germany","23","","",""
"Not paid","1994","higher education","West Germany","188","0.454629374408533","0.407565412821339","0.501693335995727"
"Not paid","1994","higher education","East Germany","192","0.399548135870073","0.356399293893889","0.442696977846257"
"Acclaimed","1995","in school","West Germany","","","",""
"Acclaimed","1995","in school","East Germany","2","","",""
"Acclaimed","1995","inadequately","West Germany","23","","",""
"Acclaimed","1995","inadequately","East Germany","1","","",""
"Acclaimed","1995","general elemantary","West Germany","155","0.310741139142178","0.273044783606475","0.348437494677882"
"Acclaimed","1995","general elemantary","East Germany","41","0.477244710286043","0.369135935712377","0.58535348485971"
"Acclaimed","1995","middle vocational","West Germany","805","0.391830887268748","0.371124198065985","0.412537576471511"
"Acclaimed","1995","middle vocational","East Germany","370","0.389687936818899","0.357984918805205","0.421390954832594"
"Acclaimed","1995","vocational + Abi","West Germany","81","0.441555225469218","0.372388355000978","0.510722095937459"
"Acclaimed","1995","vocational + Abi","East Germany","18","","",""
"Acclaimed","1995","higher vocational","West Germany","128","0.415724587589729","0.357580546722202","0.473868628457257"
"Acclaimed","1995","higher vocational","East Germany","32","0.290684532377622","0.204647211396756","0.376721853358487"
"Acclaimed","1995","higher education","West Germany","155","0.303129743820499","0.263240735139292","0.343018752501705"
"Acclaimed","1995","higher education","East Germany","204","0.3928051077963","0.349738840203405","0.435871375389196"
"Partly, partly","1995","in school","West Germany","","","",""
"Partly, partly","1995","in school","East Germany","","","",""
"Partly, partly","1995","inadequately","West Germany","16","","",""
"Partly, partly","1995","inadequately","East Germany","","","",""
"Partly, partly","1995","general elemantary","West Germany","77","0.119094016923013","0.0927113581205622","0.145476675725464"
"Partly, partly","1995","general elemantary","East Germany","12","","",""
"Partly, partly","1995","middle vocational","West Germany","394","0.183638752565001","0.167214995644146","0.200062509485855"
"Partly, partly","1995","middle vocational","East Germany","182","0.196440314268544","0.170612329022013","0.222268299515075"
"Partly, partly","1995","vocational + Abi","West Germany","38","0.198137828869918","0.142617879860389","0.253657777879447"
"Partly, partly","1995","vocational + Abi","East Germany","9","","",""
"Partly, partly","1995","higher vocational","West Germany","57","0.212793885154458","0.16450831638878","0.261079453920136"
"Partly, partly","1995","higher vocational","East Germany","30","0.29868759586946","0.211967338923541","0.385407852815379"
"Partly, partly","1995","higher education","West Germany","82","0.150720243504444","0.11966934421169","0.181771142797198"
"Partly, partly","1995","higher education","East Germany","81","0.164469269878242","0.131779774797592","0.197158764958893"
"Paid","1995","in school","West Germany","1","","",""
"Paid","1995","in school","East Germany","","","",""
"Paid","1995","inadequately","West Germany","73","0.5869690181491","0.498129541488629","0.67580849480957"
"Paid","1995","inadequately","East Germany","","","",""
"Paid","1995","general elemantary","West Germany","301","0.480194240138272","0.439499542488526","0.520888937788018"
"Paid","1995","general elemantary","East Germany","20","","",""
"Paid","1995","middle vocational","West Germany","742","0.31727825587248","0.297536254690258","0.337020257054702"
"Paid","1995","middle vocational","East Germany","284","0.326014702792023","0.295542071702302","0.356487333881744"
"Paid","1995","vocational + Abi","West Germany","53","0.240482226114765","0.180953586436277","0.300010865793253"
"Paid","1995","vocational + Abi","East Germany","3","","",""
"Paid","1995","higher vocational","West Germany","52","0.206724762442017","0.158949646503587","0.254499878380447"
"Paid","1995","higher vocational","East Germany","22","","",""
"Paid","1995","higher education","West Germany","52","0.0946252590446465","0.069222509248615","0.120028008840678"
"Paid","1995","higher education","East Germany","39","0.0852698699408844","0.060641883315995","0.109897856565774"
"Not paid","1995","in school","West Germany","","","",""
"Not paid","1995","in school","East Germany","","","",""
"Not paid","1995","inadequately","West Germany","6","","",""
"Not paid","1995","inadequately","East Germany","","","",""
"Not paid","1995","general elemantary","West Germany","46","0.0899706037965366","0.0666635790464069","0.113277628546666"
"Not paid","1995","general elemantary","East Germany","9","","",""
"Not paid","1995","middle vocational","West Germany","194","0.107252104293772","0.0941265854489194","0.120377623138624"
"Not paid","1995","middle vocational","East Germany","73","0.0878570461205337","0.0694541615525905","0.106259930688477"
"Not paid","1995","vocational + Abi","West Germany","26","","",""
"Not paid","1995","vocational + Abi","East Germany","4","","",""
"Not paid","1995","higher vocational","West Germany","39","0.164756764813795","0.120992296046064","0.208521233581527"
"Not paid","1995","higher vocational","East Germany","23","","",""
"Not paid","1995","higher education","West Germany","221","0.451524753630411","0.408334843428801","0.49471466383202"
"Not paid","1995","higher education","East Germany","170","0.357455752384573","0.315194021351704","0.399717483417442"
"Acclaimed","1996","in school","West Germany","1","","",""
"Acclaimed","1996","in school","East Germany","3","","",""
"Acclaimed","1996","inadequately","West Germany","33","0.302841837267466","0.216582039317962","0.389101635216971"
"Acclaimed","1996","inadequately","East Germany","2","","",""
"Acclaimed","1996","general elemantary","West Germany","184","0.391868065375893","0.349583492123417","0.43415263862837"
"Acclaimed","1996","general elemantary","East Germany","39","0.408787022463613","0.302382106238383","0.515191938688844"
"Acclaimed","1996","middle vocational","West Germany","887","0.439401314614568","0.418102881595934","0.460699747633202"
"Acclaimed","1996","middle vocational","East Germany","353","0.39507325942403","0.362304858943385","0.427841659904674"
"Acclaimed","1996","vocational + Abi","West Germany","92","0.47171348559826","0.400544447288","0.54288252390852"
"Acclaimed","1996","vocational + Abi","East Germany","24","","",""
"Acclaimed","1996","higher vocational","West Germany","132","0.448903592584986","0.39155939234986","0.506247792820111"
"Acclaimed","1996","higher vocational","East Germany","43","0.392915406083032","0.300804649817513","0.485026162348552"
"Acclaimed","1996","higher education","West Germany","180","0.323886096825486","0.283470354247857","0.364301839403115"
"Acclaimed","1996","higher education","East Germany","205","0.419647560463133","0.375173602707073","0.464121518219193"
"Partly, partly","1996","in school","West Germany","","","",""
"Partly, partly","1996","in school","East Germany","1","","",""
"Partly, partly","1996","inadequately","West Germany","11","","",""
"Partly, partly","1996","inadequately","East Germany","1","","",""
"Partly, partly","1996","general elemantary","West Germany","68","0.113254265346495","0.0858044170754298","0.140704113617561"
"Partly, partly","1996","general elemantary","East Germany","11","","",""
"Partly, partly","1996","middle vocational","West Germany","345","0.168688000389947","0.152618030658163","0.184757970121731"
"Partly, partly","1996","middle vocational","East Germany","171","0.200221867206662","0.173398978349989","0.227044756063334"
"Partly, partly","1996","vocational + Abi","West Germany","37","0.222808389433934","0.163482123992059","0.28213465487581"
"Partly, partly","1996","vocational + Abi","East Germany","6","","",""
"Partly, partly","1996","higher vocational","West Germany","63","0.222789964442821","0.174814832084602","0.27076509680104"
"Partly, partly","1996","higher vocational","East Germany","18","","",""
"Partly, partly","1996","higher education","West Germany","84","0.170140418427335","0.13768774113964","0.202593095715031"
"Partly, partly","1996","higher education","East Germany","55","0.10425443366804","0.0767148658216288","0.131794001514451"
"Paid","1996","in school","West Germany","4","","",""
"Paid","1996","in school","East Germany","","","",""
"Paid","1996","inadequately","West Germany","62","0.601185686794169","0.509262615495008","0.693108758093331"
"Paid","1996","inadequately","East Germany","","","",""
"Paid","1996","general elemantary","West Germany","226","0.403064759317883","0.360576970069077","0.445552548566689"
"Paid","1996","general elemantary","East Germany","22","","",""
"Paid","1996","middle vocational","West Germany","670","0.291766976047144","0.2722596791976","0.311274272896688"
"Paid","1996","middle vocational","East Germany","252","0.309975546686519","0.278975596797507","0.34097549657553"
"Paid","1996","vocational + Abi","West Germany","34","0.17201372405029","0.118210251411543","0.225817196689037"
"Paid","1996","vocational + Abi","East Germany","6","","",""
"Paid","1996","higher vocational","West Germany","53","0.168509424821033","0.125353549155048","0.211665300487018"
"Paid","1996","higher vocational","East Germany","27","","",""
"Paid","1996","higher education","West Germany","46","0.081235179075102","0.0576402472661956","0.104830110884008"
"Paid","1996","higher education","East Germany","38","0.0855550424406","0.0603481614520864","0.110761923429114"
"Not paid","1996","in school","West Germany","","","",""
"Not paid","1996","in school","East Germany","","","",""
"Not paid","1996","inadequately","West Germany","3","","",""
"Not paid","1996","inadequately","East Germany","","","",""
"Not paid","1996","general elemantary","West Germany","34","0.0918129099597287","0.0668006664165344","0.116825153502923"
"Not paid","1996","general elemantary","East Germany","10","","",""
"Not paid","1996","middle vocational","West Germany","184","0.100143708948341","0.0872615292323679","0.113025888664314"
"Not paid","1996","middle vocational","East Germany","79","0.0947293266827896","0.0751004030859508","0.114358250279628"
"Not paid","1996","vocational + Abi","West Germany","26","","",""
"Not paid","1996","vocational + Abi","East Germany","7","","",""
"Not paid","1996","higher vocational","West Germany","41","0.159797018151161","0.117551988973842","0.202042047328479"
"Not paid","1996","higher vocational","East Germany","20","","",""
"Not paid","1996","higher education","West Germany","205","0.424738305672077","0.382047149201005","0.467429462143148"
"Not paid","1996","higher education","East Germany","175","0.390542963428227","0.346576303209372","0.434509623647083"
"Acclaimed","1997","in school","West Germany","","","",""
"Acclaimed","1997","in school","East Germany","1","","",""
"Acclaimed","1997","inadequately","West Germany","35","0.503056518116495","0.387566690696424","0.618546345536566"
"Acclaimed","1997","inadequately","East Germany","1","","",""
"Acclaimed","1997","general elemantary","West Germany","166","0.449810378450437","0.402569906880706","0.497050850020168"
"Acclaimed","1997","general elemantary","East Germany","41","0.542021784348398","0.425305930329091","0.658737638367705"
"Acclaimed","1997","middle vocational","West Germany","744","0.443782842579465","0.420081698284613","0.467483986874317"
"Acclaimed","1997","middle vocational","East Germany","301","0.394533730226836","0.359647867758403","0.42941959269527"
"Acclaimed","1997","vocational + Abi","West Germany","83","0.440122259047489","0.366575704136573","0.513668813958404"
"Acclaimed","1997","vocational + Abi","East Germany","18","","",""
"Acclaimed","1997","higher vocational","West Germany","127","0.520818947685819","0.460212191012265","0.581425704359373"
"Acclaimed","1997","higher vocational","East Germany","49","0.466840726511188","0.370492809354762","0.563188643667614"
"Acclaimed","1997","higher education","West Germany","169","0.340447263411826","0.298660926295696","0.382233600527957"
"Acclaimed","1997","higher education","East Germany","187","0.421337363129769","0.374828914812814","0.467845811446723"
"Partly, partly","1997","in school","West Germany","","","",""
"Partly, partly","1997","in school","East Germany","","","",""
"Partly, partly","1997","inadequately","West Germany","8","","",""
"Partly, partly","1997","inadequately","East Germany","","","",""
"Partly, partly","1997","general elemantary","West Germany","90","0.178508254439355","0.14214405382197","0.21487245505674"
"Partly, partly","1997","general elemantary","East Germany","17","","",""
"Partly, partly","1997","middle vocational","West Germany","351","0.200294252483404","0.1812018218169","0.219386683149908"
"Partly, partly","1997","middle vocational","East Germany","204","0.258755821350646","0.227495882044374","0.290015760656917"
"Partly, partly","1997","vocational + Abi","West Germany","43","0.288876580037783","0.221724769810424","0.356028390265143"
"Partly, partly","1997","vocational + Abi","East Germany","15","","",""
"Partly, partly","1997","higher vocational","West Germany","61","0.230727543586153","0.17961615852243","0.281838928649877"
"Partly, partly","1997","higher vocational","East Germany","21","","",""
"Partly, partly","1997","higher education","West Germany","91","0.192524052576548","0.157755075686076","0.22729302946702"
"Partly, partly","1997","higher education","East Germany","63","0.136350775642753","0.104028521336232","0.168673029949274"
"Paid","1997","in school","West Germany","1","","",""
"Paid","1997","in school","East Germany","","","",""
"Paid","1997","inadequately","West Germany","23","","",""
"Paid","1997","inadequately","East Germany","","","",""
"Paid","1997","general elemantary","West Germany","132","0.264660783311471","0.222768700602619","0.306552866020323"
"Paid","1997","general elemantary","East Germany","9","","",""
"Paid","1997","middle vocational","West Germany","400","0.211738773238248","0.192249432499457","0.23122811397704"
"Paid","1997","middle vocational","East Germany","164","0.223039396630611","0.193325972108424","0.252752821152798"
"Paid","1997","vocational + Abi","West Germany","25","","",""
"Paid","1997","vocational + Abi","East Germany","5","","",""
"Paid","1997","higher vocational","West Germany","37","0.109103159613049","0.0712797905292513","0.146926528696847"
"Paid","1997","higher vocational","East Germany","14","","",""
"Paid","1997","higher education","West Germany","34","0.0511893500853158","0.0317552605263005","0.070623439644331"
"Paid","1997","higher education","East Germany","15","","",""
"Not paid","1997","in school","West Germany","","","",""
"Not paid","1997","in school","East Germany","","","",""
"Not paid","1997","inadequately","West Germany","6","","",""
"Not paid","1997","inadequately","East Germany","1","","",""
"Not paid","1997","general elemantary","West Germany","38","0.107020583798736","0.0776645301007106","0.136376637496762"
"Not paid","1997","general elemantary","East Germany","3","","",""
"Not paid","1997","middle vocational","West Germany","193","0.144184131698882","0.127426572184528","0.160941691213237"
"Not paid","1997","middle vocational","East Germany","85","0.123671051791907","0.100173099140022","0.147169004443792"
"Not paid","1997","vocational + Abi","West Germany","24","","",""
"Not paid","1997","vocational + Abi","East Germany","4","","",""
"Not paid","1997","higher vocational","West Germany","36","0.139350349114978","0.0973362489635746","0.181364449266382"
"Not paid","1997","higher vocational","East Germany","19","","",""
"Not paid","1997","higher education","West Germany","200","0.415839333926311","0.372376948860772","0.459301718991849"
"Not paid","1997","higher education","East Germany","168","0.40950776402444","0.363190562794477","0.455824965254403"
"Acclaimed","1998","in school","West Germany","1","","",""
"Acclaimed","1998","in school","East Germany","1","","",""
"Acclaimed","1998","inadequately","West Germany","21","","",""
"Acclaimed","1998","inadequately","East Germany","1","","",""
"Acclaimed","1998","general elemantary","West Germany","187","0.461412302108638","0.414403518135127","0.508421086082148"
"Acclaimed","1998","general elemantary","East Germany","44","0.533671401007817","0.423665106576155","0.643677695439479"
"Acclaimed","1998","middle vocational","West Germany","839","0.468478799631839","0.445591056469386","0.491366542794293"
"Acclaimed","1998","middle vocational","East Germany","341","0.40127628901374","0.367707079222154","0.434845498805326"
"Acclaimed","1998","vocational + Abi","West Germany","98","0.505643487839361","0.436003636587031","0.575283339091691"
"Acclaimed","1998","vocational + Abi","East Germany","19","","",""
"Acclaimed","1998","higher vocational","West Germany","142","0.547093433566241","0.48920071009104","0.604986157041441"
"Acclaimed","1998","higher vocational","East Germany","58","0.526442839349652","0.431836983791984","0.62104869490732"
"Acclaimed","1998","higher education","West Germany","186","0.312991170637295","0.27488992621767","0.351092415056921"
"Acclaimed","1998","higher education","East Germany","207","0.450250424858642","0.403973326225894","0.49652752349139"
"Partly, partly","1998","in school","West Germany","","","",""
"Partly, partly","1998","in school","East Germany","1","","",""
"Partly, partly","1998","inadequately","West Germany","12","","",""
"Partly, partly","1998","inadequately","East Germany","","","",""
"Partly, partly","1998","general elemantary","West Germany","81","0.148591539138755","0.115050830111047","0.182132248166463"
"Partly, partly","1998","general elemantary","East Germany","10","","",""
