"plb0195_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Partly, partly","1984","direct migration background","(0) in school","","","",""
"Partly, partly","1984","direct migration background","(1a) inadequately completed","18","","",""
"Partly, partly","1984","direct migration background","(1b) general elementary school","14","","",""
"Partly, partly","1984","direct migration background","(1c) basic vocational qualification","27","","",""
"Partly, partly","1984","direct migration background","(2b) intermediate general qualification","1","","",""
"Partly, partly","1984","direct migration background","(2a) intermediate vocational","4","","",""
"Partly, partly","1984","direct migration background","(2c_gen) general maturity certificate","1","","",""
"Partly, partly","1984","direct migration background","(2c_voc) vocational maturity certificate","5","","",""
"Partly, partly","1984","direct migration background","(3a) lower tertiary education","2","","",""
"Partly, partly","1984","direct migration background","(3b) higher tertiary education","12","","",""
"Partly, partly","1984","indirect migration background","(0) in school","","","",""
"Partly, partly","1984","indirect migration background","(1a) inadequately completed","","","",""
"Partly, partly","1984","indirect migration background","(1b) general elementary school","","","",""
"Partly, partly","1984","indirect migration background","(1c) basic vocational qualification","","","",""
"Partly, partly","1984","indirect migration background","(2b) intermediate general qualification","","","",""
"Partly, partly","1984","indirect migration background","(2a) intermediate vocational","","","",""
"Partly, partly","1984","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Partly, partly","1984","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Partly, partly","1984","indirect migration background","(3a) lower tertiary education","","","",""
"Partly, partly","1984","indirect migration background","(3b) higher tertiary education","","","",""
"Paid","1984","no migration background","(0) in school","","","",""
"Paid","1984","no migration background","(1a) inadequately completed","9","","",""
"Paid","1984","no migration background","(1b) general elementary school","189","0.477237783447467","0.427855482575643","0.526620084319291"
"Paid","1984","no migration background","(1c) basic vocational qualification","637","0.426382758918593","0.401413688122981","0.451351829714205"
"Paid","1984","no migration background","(2b) intermediate general qualification","17","","",""
"Paid","1984","no migration background","(2a) intermediate vocational","124","0.201000000840284","0.16950625504471","0.232493746635859"
"Paid","1984","no migration background","(2c_gen) general maturity certificate","16","","",""
"Paid","1984","no migration background","(2c_voc) vocational maturity certificate","29","","",""
"Paid","1984","no migration background","(3a) lower tertiary education","22","","",""
"Paid","1984","no migration background","(3b) higher tertiary education","29","","",""
"Paid","1984","direct migration background","(0) in school","","","",""
"Paid","1984","direct migration background","(1a) inadequately completed","234","0.818613337438712","0.773797552838441","0.863429122038984"
"Paid","1984","direct migration background","(1b) general elementary school","242","0.70703367963014","0.657323073986338","0.756744285273942"
"Paid","1984","direct migration background","(1c) basic vocational qualification","205","0.584888644052481","0.530300940538941","0.639476347566021"
"Paid","1984","direct migration background","(2b) intermediate general qualification","6","","",""
"Paid","1984","direct migration background","(2a) intermediate vocational","7","","",""
"Paid","1984","direct migration background","(2c_gen) general maturity certificate","30","0.479569028535025","0.32848081827194","0.630657238798109"
"Paid","1984","direct migration background","(2c_voc) vocational maturity certificate","29","","",""
"Paid","1984","direct migration background","(3a) lower tertiary education","4","","",""
"Paid","1984","direct migration background","(3b) higher tertiary education","14","","",""
"Paid","1984","indirect migration background","(0) in school","","","",""
"Paid","1984","indirect migration background","(1a) inadequately completed","1","","",""
"Paid","1984","indirect migration background","(1b) general elementary school","2","","",""
"Paid","1984","indirect migration background","(1c) basic vocational qualification","7","","",""
"Paid","1984","indirect migration background","(2b) intermediate general qualification","","","",""
"Paid","1984","indirect migration background","(2a) intermediate vocational","2","","",""
"Paid","1984","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Paid","1984","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Paid","1984","indirect migration background","(3a) lower tertiary education","","","",""
"Paid","1984","indirect migration background","(3b) higher tertiary education","","","",""
"Not paid","1984","no migration background","(0) in school","1","","",""
"Not paid","1984","no migration background","(1a) inadequately completed","","","",""
"Not paid","1984","no migration background","(1b) general elementary school","73","0.187612873488853","0.149014886997037","0.226210859980669"
"Not paid","1984","no migration background","(1c) basic vocational qualification","270","0.177819729336439","0.158514944619018","0.197124514053861"
"Not paid","1984","no migration background","(2b) intermediate general qualification","24","","",""
"Not paid","1984","no migration background","(2a) intermediate vocational","177","0.292902871208039","0.257138198914871","0.328667543501208"
"Not paid","1984","no migration background","(2c_gen) general maturity certificate","7","","",""
"Not paid","1984","no migration background","(2c_voc) vocational maturity certificate","54","0.362524549930463","0.286844277791684","0.438204822069242"
"Not paid","1984","no migration background","(3a) lower tertiary education","66","0.483520716464348","0.400742117929779","0.566299314998917"
"Not paid","1984","no migration background","(3b) higher tertiary education","159","0.664560161772925","0.604950859108249","0.724169464437601"
"Not paid","1984","direct migration background","(0) in school","","","",""
"Not paid","1984","direct migration background","(1a) inadequately completed","15","","",""
"Not paid","1984","direct migration background","(1b) general elementary school","26","","",""
"Not paid","1984","direct migration background","(1c) basic vocational qualification","31","0.0893410266231494","0.0577415945488277","0.120940458697471"
"Not paid","1984","direct migration background","(2b) intermediate general qualification","","","",""
"Not paid","1984","direct migration background","(2a) intermediate vocational","11","","",""
"Not paid","1984","direct migration background","(2c_gen) general maturity certificate","4","","",""
"Not paid","1984","direct migration background","(2c_voc) vocational maturity certificate","9","","",""
"Not paid","1984","direct migration background","(3a) lower tertiary education","3","","",""
"Not paid","1984","direct migration background","(3b) higher tertiary education","11","","",""
"Not paid","1984","indirect migration background","(0) in school","","","",""
"Not paid","1984","indirect migration background","(1a) inadequately completed","","","",""
"Not paid","1984","indirect migration background","(1b) general elementary school","3","","",""
"Not paid","1984","indirect migration background","(1c) basic vocational qualification","3","","",""
"Not paid","1984","indirect migration background","(2b) intermediate general qualification","1","","",""
"Not paid","1984","indirect migration background","(2a) intermediate vocational","2","","",""
"Not paid","1984","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Not paid","1984","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Not paid","1984","indirect migration background","(3a) lower tertiary education","","","",""
"Not paid","1984","indirect migration background","(3b) higher tertiary education","","","",""
"Acclaimed","1985","no migration background","(0) in school","","","",""
"Acclaimed","1985","no migration background","(1a) inadequately completed","1","","",""
"Acclaimed","1985","no migration background","(1b) general elementary school","71","0.224278220701181","0.179478787669327","0.269077653733034"
"Acclaimed","1985","no migration background","(1c) basic vocational qualification","331","0.262004259220204","0.237905542190727","0.286102976249682"
"Acclaimed","1985","no migration background","(2b) intermediate general qualification","43","0.412968765302128","0.316945468731789","0.508992061872467"
"Acclaimed","1985","no migration background","(2a) intermediate vocational","208","0.357647493806165","0.318740460375443","0.396554527236887"
"Acclaimed","1985","no migration background","(2c_gen) general maturity certificate","17","","",""
"Acclaimed","1985","no migration background","(2c_voc) vocational maturity certificate","48","0.396004396427591","0.309924023287917","0.482084769567265"
"Acclaimed","1985","no migration background","(3a) lower tertiary education","33","0.252164629532982","0.176340417791336","0.327988841274627"
"Acclaimed","1985","no migration background","(3b) higher tertiary education","30","0.133851441504876","0.0911285244836844","0.176574358526067"
"Acclaimed","1985","direct migration background","(0) in school","","","",""
"Acclaimed","1985","direct migration background","(1a) inadequately completed","12","","",""
"Acclaimed","1985","direct migration background","(1b) general elementary school","26","","",""
"Acclaimed","1985","direct migration background","(1c) basic vocational qualification","39","0.180546587296421","0.134235824965718","0.226857349627123"
"Acclaimed","1985","direct migration background","(2b) intermediate general qualification","5","","",""
"Acclaimed","1985","direct migration background","(2a) intermediate vocational","13","","",""
"Acclaimed","1985","direct migration background","(2c_gen) general maturity certificate","3","","",""
"Acclaimed","1985","direct migration background","(2c_voc) vocational maturity certificate","5","","",""
"Acclaimed","1985","direct migration background","(3a) lower tertiary education","","","",""
"Acclaimed","1985","direct migration background","(3b) higher tertiary education","4","","",""
"Acclaimed","1985","indirect migration background","(0) in school","","","",""
"Acclaimed","1985","indirect migration background","(1a) inadequately completed","","","",""
"Acclaimed","1985","indirect migration background","(1b) general elementary school","2","","",""
"Acclaimed","1985","indirect migration background","(1c) basic vocational qualification","4","","",""
"Acclaimed","1985","indirect migration background","(2b) intermediate general qualification","","","",""
"Acclaimed","1985","indirect migration background","(2a) intermediate vocational","","","",""
"Acclaimed","1985","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Acclaimed","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Acclaimed","1985","indirect migration background","(3a) lower tertiary education","","","",""
"Acclaimed","1985","indirect migration background","(3b) higher tertiary education","","","",""
"Partly, partly","1985","no migration background","(0) in school","","","",""
"Partly, partly","1985","no migration background","(1a) inadequately completed","3","","",""
"Partly, partly","1985","no migration background","(1b) general elementary school","41","0.121592657592607","0.086490999773683","0.156694315411532"
"Partly, partly","1985","no migration background","(1c) basic vocational qualification","142","0.10845638052898","0.0914147294011771","0.125498031656783"
"Partly, partly","1985","no migration background","(2b) intermediate general qualification","9","","",""
"Partly, partly","1985","no migration background","(2a) intermediate vocational","80","0.137083317101263","0.109164915595661","0.165001718606865"
"Partly, partly","1985","no migration background","(2c_gen) general maturity certificate","3","","",""
"Partly, partly","1985","no migration background","(2c_voc) vocational maturity certificate","11","","",""
"Partly, partly","1985","no migration background","(3a) lower tertiary education","11","","",""
"Partly, partly","1985","no migration background","(3b) higher tertiary education","30","0.128706092333092","0.0866881221129564","0.170724062553227"
"Partly, partly","1985","direct migration background","(0) in school","","","",""
"Partly, partly","1985","direct migration background","(1a) inadequately completed","9","","",""
"Partly, partly","1985","direct migration background","(1b) general elementary school","12","","",""
"Partly, partly","1985","direct migration background","(1c) basic vocational qualification","26","","",""
"Partly, partly","1985","direct migration background","(2b) intermediate general qualification","3","","",""
"Partly, partly","1985","direct migration background","(2a) intermediate vocational","1","","",""
"Partly, partly","1985","direct migration background","(2c_gen) general maturity certificate","1","","",""
"Partly, partly","1985","direct migration background","(2c_voc) vocational maturity certificate","4","","",""
"Partly, partly","1985","direct migration background","(3a) lower tertiary education","4","","",""
"Partly, partly","1985","direct migration background","(3b) higher tertiary education","9","","",""
"Partly, partly","1985","indirect migration background","(0) in school","","","",""
"Partly, partly","1985","indirect migration background","(1a) inadequately completed","","","",""
"Partly, partly","1985","indirect migration background","(1b) general elementary school","","","",""
"Partly, partly","1985","indirect migration background","(1c) basic vocational qualification","3","","",""
"Partly, partly","1985","indirect migration background","(2b) intermediate general qualification","","","",""
"Partly, partly","1985","indirect migration background","(2a) intermediate vocational","1","","",""
"Partly, partly","1985","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Partly, partly","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Partly, partly","1985","indirect migration background","(3a) lower tertiary education","","","",""
"Partly, partly","1985","indirect migration background","(3b) higher tertiary education","","","",""
"Paid","1985","no migration background","(0) in school","","","",""
"Paid","1985","no migration background","(1a) inadequately completed","7","","",""
"Paid","1985","no migration background","(1b) general elementary school","169","0.50132357383058","0.447621079619856","0.555026068041304"
"Paid","1985","no migration background","(1c) basic vocational qualification","516","0.404961109296544","0.378058639455333","0.431863579137756"
"Paid","1985","no migration background","(2b) intermediate general qualification","24","","",""
"Paid","1985","no migration background","(2a) intermediate vocational","116","0.187731223804936","0.156033217396505","0.219429230213367"
"Paid","1985","no migration background","(2c_gen) general maturity certificate","10","","",""
"Paid","1985","no migration background","(2c_voc) vocational maturity certificate","20","","",""
"Paid","1985","no migration background","(3a) lower tertiary education","17","","",""
"Paid","1985","no migration background","(3b) higher tertiary education","20","","",""
"Paid","1985","direct migration background","(0) in school","","","",""
"Paid","1985","direct migration background","(1a) inadequately completed","143","0.8012324791621","0.742274343718997","0.860190614605203"
"Paid","1985","direct migration background","(1b) general elementary school","175","0.705260696383995","0.645819473059726","0.764701919708264"
"Paid","1985","direct migration background","(1c) basic vocational qualification","176","0.601963367947627","0.543028582453305","0.66089815344195"
"Paid","1985","direct migration background","(2b) intermediate general qualification","3","","",""
"Paid","1985","direct migration background","(2a) intermediate vocational","12","","",""
"Paid","1985","direct migration background","(2c_gen) general maturity certificate","14","","",""
"Paid","1985","direct migration background","(2c_voc) vocational maturity certificate","29","","",""
"Paid","1985","direct migration background","(3a) lower tertiary education","2","","",""
"Paid","1985","direct migration background","(3b) higher tertiary education","13","","",""
"Paid","1985","indirect migration background","(0) in school","","","",""
"Paid","1985","indirect migration background","(1a) inadequately completed","1","","",""
"Paid","1985","indirect migration background","(1b) general elementary school","4","","",""
"Paid","1985","indirect migration background","(1c) basic vocational qualification","3","","",""
"Paid","1985","indirect migration background","(2b) intermediate general qualification","1","","",""
"Paid","1985","indirect migration background","(2a) intermediate vocational","2","","",""
"Paid","1985","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Paid","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Paid","1985","indirect migration background","(3a) lower tertiary education","","","",""
"Paid","1985","indirect migration background","(3b) higher tertiary education","","","",""
"Not paid","1985","no migration background","(0) in school","","","",""
"Not paid","1985","no migration background","(1a) inadequately completed","1","","",""
"Not paid","1985","no migration background","(1b) general elementary school","52","0.152805547875631","0.114161101760372","0.191449993990891"
"Not paid","1985","no migration background","(1c) basic vocational qualification","290","0.224578250954271","0.201708277772522","0.24744822413602"
"Not paid","1985","no migration background","(2b) intermediate general qualification","25","","",""
"Not paid","1985","no migration background","(2a) intermediate vocational","179","0.317537965287636","0.279750227703154","0.355325702872117"
"Not paid","1985","no migration background","(2c_gen) general maturity certificate","8","","",""
"Not paid","1985","no migration background","(2c_voc) vocational maturity certificate","45","0.355705433897986","0.271444797953819","0.439966069842153"
"Not paid","1985","no migration background","(3a) lower tertiary education","65","0.524646580762124","0.437448976497988","0.61184418502626"
"Not paid","1985","no migration background","(3b) higher tertiary education","164","0.655055138546385","0.595411113126365","0.714699163966404"
"Not paid","1985","direct migration background","(0) in school","1","","",""
"Not paid","1985","direct migration background","(1a) inadequately completed","12","","",""
"Not paid","1985","direct migration background","(1b) general elementary school","13","","",""
"Not paid","1985","direct migration background","(1c) basic vocational qualification","24","","",""
"Not paid","1985","direct migration background","(2b) intermediate general qualification","1","","",""
"Not paid","1985","direct migration background","(2a) intermediate vocational","4","","",""
"Not paid","1985","direct migration background","(2c_gen) general maturity certificate","2","","",""
"Not paid","1985","direct migration background","(2c_voc) vocational maturity certificate","9","","",""
"Not paid","1985","direct migration background","(3a) lower tertiary education","4","","",""
"Not paid","1985","direct migration background","(3b) higher tertiary education","9","","",""
"Not paid","1985","indirect migration background","(0) in school","","","",""
"Not paid","1985","indirect migration background","(1a) inadequately completed","","","",""
"Not paid","1985","indirect migration background","(1b) general elementary school","","","",""
"Not paid","1985","indirect migration background","(1c) basic vocational qualification","2","","",""
"Not paid","1985","indirect migration background","(2b) intermediate general qualification","","","",""
"Not paid","1985","indirect migration background","(2a) intermediate vocational","3","","",""
"Not paid","1985","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Not paid","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Not paid","1985","indirect migration background","(3a) lower tertiary education","","","",""
"Not paid","1985","indirect migration background","(3b) higher tertiary education","1","","",""
"Acclaimed","1986","no migration background","(0) in school","","","",""
"Acclaimed","1986","no migration background","(1a) inadequately completed","4","","",""
"Acclaimed","1986","no migration background","(1b) general elementary school","67","0.244629620610407","0.195154872895387","0.294104368325428"
"Acclaimed","1986","no migration background","(1c) basic vocational qualification","358","0.304841746799746","0.278486726954196","0.331196766645297"
"Acclaimed","1986","no migration background","(2b) intermediate general qualification","41","0.44863515429608","0.345882506188495","0.551387802403665"
"Acclaimed","1986","no migration background","(2a) intermediate vocational","220","0.41481316887236","0.373219498261332","0.456406839483388"
"Acclaimed","1986","no migration background","(2c_gen) general maturity certificate","17","","",""
"Acclaimed","1986","no migration background","(2c_voc) vocational maturity certificate","44","0.354792590852725","0.269893093391338","0.439692088314113"
"Acclaimed","1986","no migration background","(3a) lower tertiary education","39","0.325676810653818","0.237701196423545","0.413652424884091"
"Acclaimed","1986","no migration background","(3b) higher tertiary education","33","0.161060123534604","0.11098496290281","0.211135284166399"
"Acclaimed","1986","direct migration background","(0) in school","","","",""
"Acclaimed","1986","direct migration background","(1a) inadequately completed","18","","",""
"Acclaimed","1986","direct migration background","(1b) general elementary school","33","0.17016211807349","0.124660638910639","0.215663597236341"
"Acclaimed","1986","direct migration background","(1c) basic vocational qualification","44","0.210367477442531","0.160538343078307","0.260196611806754"
"Acclaimed","1986","direct migration background","(2b) intermediate general qualification","4","","",""
"Acclaimed","1986","direct migration background","(2a) intermediate vocational","13","","",""
"Acclaimed","1986","direct migration background","(2c_gen) general maturity certificate","2","","",""
"Acclaimed","1986","direct migration background","(2c_voc) vocational maturity certificate","7","","",""
"Acclaimed","1986","direct migration background","(3a) lower tertiary education","","","",""
"Acclaimed","1986","direct migration background","(3b) higher tertiary education","5","","",""
"Acclaimed","1986","indirect migration background","(0) in school","","","",""
"Acclaimed","1986","indirect migration background","(1a) inadequately completed","","","",""
"Acclaimed","1986","indirect migration background","(1b) general elementary school","4","","",""
"Acclaimed","1986","indirect migration background","(1c) basic vocational qualification","2","","",""
"Acclaimed","1986","indirect migration background","(2b) intermediate general qualification","","","",""
"Acclaimed","1986","indirect migration background","(2a) intermediate vocational","2","","",""
"Acclaimed","1986","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Acclaimed","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Acclaimed","1986","indirect migration background","(3a) lower tertiary education","","","",""
"Acclaimed","1986","indirect migration background","(3b) higher tertiary education","","","",""
"Partly, partly","1986","no migration background","(0) in school","1","","",""
"Partly, partly","1986","no migration background","(1a) inadequately completed","1","","",""
"Partly, partly","1986","no migration background","(1b) general elementary school","27","","",""
"Partly, partly","1986","no migration background","(1c) basic vocational qualification","152","0.133496068072316","0.114024371592934","0.152967764551697"
"Partly, partly","1986","no migration background","(2b) intermediate general qualification","13","","",""
"Partly, partly","1986","no migration background","(2a) intermediate vocational","71","0.128945121231429","0.1006521261143","0.157238116348559"
"Partly, partly","1986","no migration background","(2c_gen) general maturity certificate","4","","",""
"Partly, partly","1986","no migration background","(2c_voc) vocational maturity certificate","16","","",""
"Partly, partly","1986","no migration background","(3a) lower tertiary education","11","","",""
"Partly, partly","1986","no migration background","(3b) higher tertiary education","19","","",""
"Partly, partly","1986","direct migration background","(0) in school","","","",""
"Partly, partly","1986","direct migration background","(1a) inadequately completed","12","","",""
"Partly, partly","1986","direct migration background","(1b) general elementary school","17","","",""
"Partly, partly","1986","direct migration background","(1c) basic vocational qualification","26","","",""
"Partly, partly","1986","direct migration background","(2b) intermediate general qualification","1","","",""
"Partly, partly","1986","direct migration background","(2a) intermediate vocational","5","","",""
"Partly, partly","1986","direct migration background","(2c_gen) general maturity certificate","5","","",""
"Partly, partly","1986","direct migration background","(2c_voc) vocational maturity certificate","3","","",""
"Partly, partly","1986","direct migration background","(3a) lower tertiary education","1","","",""
"Partly, partly","1986","direct migration background","(3b) higher tertiary education","4","","",""
"Partly, partly","1986","indirect migration background","(0) in school","","","",""
"Partly, partly","1986","indirect migration background","(1a) inadequately completed","","","",""
"Partly, partly","1986","indirect migration background","(1b) general elementary school","2","","",""
"Partly, partly","1986","indirect migration background","(1c) basic vocational qualification","1","","",""
"Partly, partly","1986","indirect migration background","(2b) intermediate general qualification","","","",""
"Partly, partly","1986","indirect migration background","(2a) intermediate vocational","2","","",""
"Partly, partly","1986","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Partly, partly","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Partly, partly","1986","indirect migration background","(3a) lower tertiary education","","","",""
"Partly, partly","1986","indirect migration background","(3b) higher tertiary education","","","",""
"Paid","1986","no migration background","(0) in school","2","","",""
"Paid","1986","no migration background","(1a) inadequately completed","11","","",""
"Paid","1986","no migration background","(1b) general elementary school","161","0.55281210997496","0.49558749447505","0.61003672547487"
"Paid","1986","no migration background","(1c) basic vocational qualification","506","0.434469694284633","0.406091028666714","0.462848359902551"
"Paid","1986","no migration background","(2b) intermediate general qualification","19","","",""
"Paid","1986","no migration background","(2a) intermediate vocational","118","0.215611451115648","0.180893407684603","0.250329494546694"
"Paid","1986","no migration background","(2c_gen) general maturity certificate","9","","",""
"Paid","1986","no migration background","(2c_voc) vocational maturity certificate","25","","",""
"Paid","1986","no migration background","(3a) lower tertiary education","13","","",""
"Paid","1986","no migration background","(3b) higher tertiary education","21","","",""
"Paid","1986","direct migration background","(0) in school","","","",""
"Paid","1986","direct migration background","(1a) inadequately completed","140","0.752134931012001","0.688345709788617","0.815924152235384"
"Paid","1986","direct migration background","(1b) general elementary school","194","0.694910793099019","0.63915687460615","0.750664711591889"
"Paid","1986","direct migration background","(1c) basic vocational qualification","167","0.584964480934916","0.524723933425699","0.645205028444132"
"Paid","1986","direct migration background","(2b) intermediate general qualification","7","","",""
"Paid","1986","direct migration background","(2a) intermediate vocational","7","","",""
"Paid","1986","direct migration background","(2c_gen) general maturity certificate","18","","",""
"Paid","1986","direct migration background","(2c_voc) vocational maturity certificate","29","","",""
"Paid","1986","direct migration background","(3a) lower tertiary education","2","","",""
"Paid","1986","direct migration background","(3b) higher tertiary education","9","","",""
"Paid","1986","indirect migration background","(0) in school","","","",""
"Paid","1986","indirect migration background","(1a) inadequately completed","1","","",""
"Paid","1986","indirect migration background","(1b) general elementary school","4","","",""
"Paid","1986","indirect migration background","(1c) basic vocational qualification","9","","",""
"Paid","1986","indirect migration background","(2b) intermediate general qualification","","","",""
"Paid","1986","indirect migration background","(2a) intermediate vocational","2","","",""
"Paid","1986","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Paid","1986","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Paid","1986","indirect migration background","(3a) lower tertiary education","","","",""
"Paid","1986","indirect migration background","(3b) higher tertiary education","","","",""
"Not paid","1986","no migration background","(0) in school","","","",""
"Not paid","1986","no migration background","(1a) inadequately completed","1","","",""
"Not paid","1986","no migration background","(1b) general elementary school","35","0.111708513163437","0.0754533405017279","0.147963685825146"
"Not paid","1986","no migration background","(1c) basic vocational qualification","156","0.127192490843306","0.108117064282247","0.146267917404365"
"Not paid","1986","no migration background","(2b) intermediate general qualification","17","","",""
"Not paid","1986","no migration background","(2a) intermediate vocational","130","0.240630258780563","0.204542868926152","0.276717648634973"
"Not paid","1986","no migration background","(2c_gen) general maturity certificate","12","","",""
"Not paid","1986","no migration background","(2c_voc) vocational maturity certificate","37","0.292487737173805","0.211766280066233","0.373209194281377"
"Not paid","1986","no migration background","(3a) lower tertiary education","46","0.452247698833677","0.358811506862088","0.545683890805266"
"Not paid","1986","no migration background","(3b) higher tertiary education","134","0.644937292758504","0.579748311602674","0.710126273914335"
"Not paid","1986","direct migration background","(0) in school","","","",""
"Not paid","1986","direct migration background","(1a) inadequately completed","6","","",""
"Not paid","1986","direct migration background","(1b) general elementary school","18","","",""
"Not paid","1986","direct migration background","(1c) basic vocational qualification","20","","",""
"Not paid","1986","direct migration background","(2b) intermediate general qualification","2","","",""
"Not paid","1986","direct migration background","(2a) intermediate vocational","5","","",""
"Not paid","1986","direct migration background","(2c_gen) general maturity certificate","5","","",""
"Not paid","1986","direct migration background","(2c_voc) vocational maturity certificate","6","","",""
"Not paid","1986","direct migration background","(3a) lower tertiary education","6","","",""
"Not paid","1986","direct migration background","(3b) higher tertiary education","11","","",""
"Not paid","1986","indirect migration background","(0) in school","","","",""
"Not paid","1986","indirect migration background","(1a) inadequately completed","","","",""
"Not paid","1986","indirect migration background","(1b) general elementary school","3","","",""
"Not paid","1986","indirect migration background","(1c) basic vocational qualification","4","","",""
"Not paid","1986","indirect migration background","(2b) intermediate general qualification","","","",""
"Not paid","1986","indirect migration background","(2a) intermediate vocational","1","","",""
"Not paid","1986","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Not paid","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Not paid","1986","indirect migration background","(3a) lower tertiary education","1","","",""
"Not paid","1986","indirect migration background","(3b) higher tertiary education","","","",""
"Acclaimed","1987","no migration background","(0) in school","","","",""
"Acclaimed","1987","no migration background","(1a) inadequately completed","","","",""
"Acclaimed","1987","no migration background","(1b) general elementary school","","","",""
"Acclaimed","1987","no migration background","(1c) basic vocational qualification","","","",""
"Acclaimed","1987","no migration background","(2b) intermediate general qualification","","","",""
"Acclaimed","1987","no migration background","(2a) intermediate vocational","","","",""
"Acclaimed","1987","no migration background","(2c_gen) general maturity certificate","","","",""
"Acclaimed","1987","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Acclaimed","1987","no migration background","(3a) lower tertiary education","","","",""
