"ple0053","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","1985","no migration background","in school","13","","","","1"
"Yes","1985","no migration background","inadequately","16","","","","1"
"Yes","1985","no migration background","general elemantary","235","0.119944362313171","0.106005354834219","0.133883369792123","1"
"Yes","1985","no migration background","middle vocational","483","0.114677887833891","0.105067784693772","0.124287990974011","1"
"Yes","1985","no migration background","vocational + Abi","16","","","","1"
"Yes","1985","no migration background","higher vocational","74","0.126449439707952","0.0991171257215275","0.153781753694376","1"
"Yes","1985","no migration background","higher education","65","0.103440337010342","0.0799019247049326","0.126978749315752","1"
"Yes","1985","direct migration background","in school","1","","","","1"
"Yes","1985","direct migration background","inadequately","91","0.115785592132721","0.0930223951187314","0.138548789146711","1"
"Yes","1985","direct migration background","general elemantary","123","0.130788645269528","0.109025064744969","0.152552225794087","1"
"Yes","1985","direct migration background","middle vocational","98","0.0918208266992294","0.0730586266054171","0.110583026793042","1"
"Yes","1985","direct migration background","vocational + Abi","10","","","","1"
"Yes","1985","direct migration background","higher vocational","6","","","","1"
"Yes","1985","direct migration background","higher education","7","","","","1"
"Yes","1985","indirect migration background","in school","","","","","1"
"Yes","1985","indirect migration background","inadequately","","","","","1"
"Yes","1985","indirect migration background","general elemantary","10","","","","1"
"Yes","1985","indirect migration background","middle vocational","5","","","","1"
"Yes","1985","indirect migration background","vocational + Abi","","","","","1"
"Yes","1985","indirect migration background","higher vocational","","","","","1"
"Yes","1985","indirect migration background","higher education","","","","","1"
"No","1986","indirect migration background","in school","11","","","","2"
"No","1986","indirect migration background","inadequately","5","","","","2"
"No","1986","indirect migration background","general elemantary","54","0.806825673633193","0.706932221068079","0.906719126198307","2"
"No","1986","indirect migration background","vocational + Abi","1","","","","2"
"No","1986","indirect migration background","higher vocational","6","","","","2"
"No","1986","indirect migration background","higher education","3","","","","2"
"No","1986","no migration background","higher education","573","0.894353415639895","0.87046420232467","0.918242628955121","2"
"No","1986","indirect migration background","middle vocational","52","0.649456285397269","0.530688597868928","0.768223972925611","2"
"No","1986","no migration background","general elemantary","1711","0.877873234881016","0.863280348970567","0.892466120791464","2"
"No","1986","no migration background","middle vocational","3561","0.871522845171816","0.861233753824469","0.881811936519163","2"
"No","1986","no migration background","higher vocational","460","0.878266701660744","0.850297096046305","0.906236307275183","2"
"No","1986","direct migration background","higher education","100","0.881226341697463","0.82076809472394","0.941684588670986","2"
"No","1986","direct migration background","vocational + Abi","85","0.856830769388052","0.789517018084618","0.924144520691487","2"
"No","1986","direct migration background","higher vocational","42","0.822478912113571","0.716565624248927","0.928392199978215","2"
"No","1986","no migration background","inadequately","75","0.895254449715296","0.830154648318723","0.960354251111869","2"
"No","1986","direct migration background","middle vocational","771","0.895721458272865","0.875494421772125","0.915948494773605","2"
"No","1986","no migration background","in school","135","0.918905894862087","0.874626484932447","0.963185304791726","2"
"No","1986","no migration background","vocational + Abi","159","0.924727296317292","0.885183748409147","0.964270844225438","2"
"No","1986","direct migration background","in school","27","","","","2"
"No","1986","direct migration background","inadequately","597","0.845398964513662","0.81854054047242","0.872257388554904","2"
"No","1986","direct migration background","general elemantary","786","0.846653393819708","0.823395384422028","0.869911403217389","2"
"Yes","1986","no migration background","in school","11","","","","1"
"Yes","1986","no migration background","inadequately","10","","","","1"
"Yes","1986","no migration background","general elemantary","223","0.122126765118984","0.107533879208536","0.136719651029433","1"
"Yes","1986","no migration background","middle vocational","502","0.128477154828184","0.118188063480837","0.138766246175531","1"
"Yes","1986","no migration background","vocational + Abi","12","","","","1"
"Yes","1986","no migration background","higher vocational","65","0.121733298339256","0.0937636927248171","0.149702903953695","1"
"Yes","1986","no migration background","higher education","63","0.105646584360105","0.0817573710448792","0.12953579767533","1"
"Yes","1986","direct migration background","in school","4","","","","1"
"Yes","1986","direct migration background","inadequately","99","0.154601035486338","0.127742611445096","0.18145945952758","1"
"Yes","1986","direct migration background","general elemantary","136","0.153346606180292","0.130088596782611","0.176604615577972","1"
"Yes","1986","direct migration background","middle vocational","106","0.104278541727135","0.0840515052263952","0.124505578227875","1"
"Yes","1986","direct migration background","vocational + Abi","19","","","","1"
"Yes","1986","direct migration background","higher vocational","8","","","","1"
"Yes","1986","direct migration background","higher education","10","","","","1"
"Yes","1986","indirect migration background","in school","","","","","1"
"Yes","1986","indirect migration background","inadequately","2","","","","1"
"Yes","1986","indirect migration background","general elemantary","6","","","","1"
"Yes","1986","indirect migration background","middle vocational","10","","","","1"
"Yes","1986","indirect migration background","vocational + Abi","","","","","1"
"Yes","1986","indirect migration background","higher vocational","","","","","1"
"Yes","1986","indirect migration background","higher education","1","","","","1"
"No","1987","indirect migration background","higher vocational","5","","","","2"
"No","1987","indirect migration background","higher education","2","","","","2"
"No","1987","no migration background","higher education","568","0.873917670012398","0.848180544813158","0.899654795211638","2"
"No","1987","indirect migration background","in school","9","","","","2"
"No","1987","no migration background","general elemantary","1607","0.868352342996324","0.852903579067264","0.883801106925383","2"
"No","1987","no migration background","higher vocational","440","0.878160553911055","0.849631765861773","0.906689341960338","2"
"No","1987","indirect migration background","inadequately","9","","","","2"
"No","1987","indirect migration background","general elemantary","60","0.876519968282151","0.795282367332849","0.957757569231453","2"
"No","1987","indirect migration background","vocational + Abi","1","","","","2"
"No","1987","no migration background","inadequately","66","0.871938096795285","0.796312248024091","0.947563945566479","2"
"No","1987","indirect migration background","middle vocational","67","0.905044918419376","0.839137322915364","0.970952513923389","2"
"No","1987","no migration background","in school","137","0.90961399241842","0.863727841460625","0.955500143376216","2"
"No","1987","direct migration background","vocational + Abi","96","0.960157066882231","0.922384519798033","0.997929613966428","2"
"No","1987","direct migration background","higher vocational","50","0.919714535437976","0.847900102795762","0.991528968080189","2"
"No","1987","direct migration background","higher education","93","0.939464239615444","0.89272364653851","0.986204832692377","2"
"No","1987","no migration background","middle vocational","3540","0.874698889235319","0.864471332516356","0.884926445954283","2"
"No","1987","no migration background","vocational + Abi","156","0.879913727447979","0.831614498714934","0.928212956181024","2"
"No","1987","direct migration background","inadequately","591","0.875872828523397","0.851035338073736","0.900710318973058","2"
"No","1987","direct migration background","middle vocational","773","0.890198500823138","0.869387828719369","0.911009172926907","2"
"No","1987","direct migration background","in school","30","0.973095117122272","0.917033412168363","1.02915682207618","2"
"No","1987","direct migration background","general elemantary","826","0.845629325339495","0.822605634678603","0.868653016000386","2"
"Yes","1987","no migration background","in school","13","","","","1"
"Yes","1987","no migration background","inadequately","9","","","","1"
"Yes","1987","no migration background","general elemantary","233","0.131647657003676","0.116198893074617","0.147096420932736","1"
"Yes","1987","no migration background","middle vocational","485","0.12530111076468","0.115073554045717","0.135528667483644","1"
"Yes","1987","no migration background","vocational + Abi","18","","","","1"
"Yes","1987","no migration background","higher vocational","65","0.121839446088945","0.0933106580396621","0.150368234138227","1"
"Yes","1987","no migration background","higher education","71","0.126082329987602","0.100345204788362","0.151819455186842","1"
"Yes","1987","direct migration background","in school","2","","","","1"
"Yes","1987","direct migration background","inadequately","86","0.124127171476603","0.0992896810269419","0.148964661926264","1"
"Yes","1987","direct migration background","general elemantary","120","0.154370674660505","0.131346983999614","0.177394365321397","1"
"Yes","1987","direct migration background","middle vocational","94","0.109801499176862","0.0889908270730932","0.130612171280631","1"
"Yes","1987","direct migration background","vocational + Abi","7","","","","1"
"Yes","1987","direct migration background","higher vocational","5","","","","1"
"Yes","1987","direct migration background","higher education","7","","","","1"
"Yes","1987","indirect migration background","in school","","","","","1"
"Yes","1987","indirect migration background","inadequately","","","","","1"
"Yes","1987","indirect migration background","general elemantary","3","","","","1"
"Yes","1987","indirect migration background","middle vocational","9","","","","1"
"Yes","1987","indirect migration background","vocational + Abi","","","","","1"
"Yes","1987","indirect migration background","higher vocational","2","","","","1"
"Yes","1987","indirect migration background","higher education","2","","","","1"
"No","1988","no migration background","higher education","552","0.893151947838389","0.868697163720533","0.917606731956245","2"
"No","1988","indirect migration background","general elemantary","73","0.923958317681018","0.866587212936947","0.981329422425089","2"
"No","1988","no migration background","higher vocational","402","0.840116150362943","0.807260799619978","0.872971501105908","2"
"No","1988","indirect migration background","higher vocational","7","","","","2"
"No","1988","indirect migration background","in school","16","","","","2"
"No","1988","indirect migration background","higher education","4","","","","2"
"No","1988","indirect migration background","inadequately","11","","","","2"
"No","1988","no migration background","general elemantary","1486","0.85682581675877","0.840335559209769","0.873316074307772","2"
"No","1988","no migration background","middle vocational","3368","0.877154410432558","0.866748891297727","0.887559929567388","2"
"No","1988","no migration background","vocational + Abi","158","0.92983392775313","0.891661468073124","0.968006387433136","2"
"No","1988","no migration background","inadequately","58","0.851390087986863","0.766217690332654","0.936562485641073","2"
"No","1988","indirect migration background","middle vocational","82","0.872573358290617","0.803297138584962","0.941849577996273","2"
"No","1988","indirect migration background","vocational + Abi","2","","","","2"
"No","1988","no migration background","in school","110","0.869776503514564","0.810540498659967","0.929012508369162","2"
"No","1988","direct migration background","inadequately","537","0.878108952955625","0.852356870594243","0.903861035317008","2"
"No","1988","direct migration background","general elemantary","807","0.877983800579828","0.856787876642661","0.899179724516995","2"
"No","1988","direct migration background","middle vocational","749","0.89010373379691","0.868800540762556","0.911406926831265","2"
"No","1988","direct migration background","vocational + Abi","83","0.82914759490802","0.753857309138781","0.90443788067726","2"
"No","1988","direct migration background","higher vocational","48","0.920626705727195","0.848527546839264","0.992725864615125","2"
"No","1988","direct migration background","higher education","78","0.916701371049583","0.857607653090842","0.975795089008323","2"
"No","1988","direct migration background","in school","19","","","","2"
"Yes","1988","no migration background","in school","14","","","","1"
"Yes","1988","no migration background","inadequately","9","","","","1"
"Yes","1988","no migration background","general elemantary","247","0.14317418324123","0.126683925692228","0.159664440790232","1"
"Yes","1988","no migration background","middle vocational","455","0.122845589567442","0.112440070432612","0.133251108702273","1"
"Yes","1988","no migration background","vocational + Abi","14","","","","1"
"Yes","1988","no migration background","higher vocational","76","0.159883849637057","0.127028498894092","0.192739200380022","1"
"Yes","1988","no migration background","higher education","61","0.106848052161611","0.0823932680437549","0.131302836279467","1"
"Yes","1988","direct migration background","in school","1","","","","1"
"Yes","1988","direct migration background","inadequately","83","0.121891047044375","0.0961389646829919","0.147643129405757","1"
"Yes","1988","direct migration background","general elemantary","109","0.122016199420172","0.100820275483005","0.143212123357339","1"
"Yes","1988","direct migration background","middle vocational","79","0.10989626620309","0.0885930731687351","0.131199459237444","1"
"Yes","1988","direct migration background","vocational + Abi","13","","","","1"
"Yes","1988","direct migration background","higher vocational","6","","","","1"
"Yes","1988","direct migration background","higher education","6","","","","1"
"Yes","1988","indirect migration background","in school","2","","","","1"
"Yes","1988","indirect migration background","inadequately","1","","","","1"
"Yes","1988","indirect migration background","general elemantary","9","","","","1"
"Yes","1988","indirect migration background","middle vocational","7","","","","1"
"Yes","1988","indirect migration background","vocational + Abi","1","","","","1"
"Yes","1988","indirect migration background","higher vocational","","","","","1"
"Yes","1988","indirect migration background","higher education","","","","","1"
"No","1989","no migration background","higher education","553","0.901826286238047","0.878096781360049","0.925555791116044","2"
"No","1989","indirect migration background","in school","28","","","","2"
"No","1989","indirect migration background","general elemantary","93","0.788187542287914","0.710404362841056","0.865970721734773","2"
"No","1989","no migration background","higher vocational","407","0.887125970643246","0.858113838156814","0.916138103129677","2"
"No","1989","indirect migration background","inadequately","12","","","","2"
"No","1989","indirect migration background","higher vocational","5","","","","2"
"No","1989","indirect migration background","higher education","4","","","","2"
"No","1989","no migration background","inadequately","56","0.818345131619355","0.726023714548464","0.910666548690245","2"
"No","1989","no migration background","general elemantary","1386","0.860805492488274","0.84384978213364","0.877761202842908","2"
"No","1989","no migration background","middle vocational","3237","0.872302167458921","0.861558265496799","0.883046069421042","2"
"No","1989","no migration background","vocational + Abi","171","0.891915925667013","0.847998154682829","0.935833696651197","2"
"No","1989","indirect migration background","middle vocational","84","0.959458068535851","0.918711404960285","1.00020473211142","2"
"No","1989","indirect migration background","vocational + Abi","3","","","","2"
"No","1989","no migration background","in school","113","0.939896896455085","0.897371729738721","0.982422063171449","2"
"No","1989","direct migration background","in school","22","","","","2"
"No","1989","direct migration background","inadequately","496","0.87519187814634","0.848224840108662","0.902158916184018","2"
"No","1989","direct migration background","general elemantary","765","0.872835212567081","0.850760572622397","0.894909852511765","2"
"No","1989","direct migration background","middle vocational","749","0.897712068632243","0.877046907445613","0.918377229818874","2"
"No","1989","direct migration background","vocational + Abi","85","0.893807833373718","0.831527277037474","0.956088389709963","2"
"No","1989","direct migration background","higher vocational","43","0.839229717828592","0.738419090553139","0.940040345104044","2"
"No","1989","direct migration background","higher education","89","1","1","1","2"
"Yes","1989","no migration background","in school","7","","","","1"
"Yes","1989","no migration background","inadequately","11","","","","1"
"Yes","1989","no migration background","general elemantary","215","0.139194507511726","0.122238797157092","0.15615021786636","1"
"Yes","1989","no migration background","middle vocational","470","0.127697832541079","0.116953930578958","0.138441734503201","1"
"Yes","1989","no migration background","vocational + Abi","21","","","","1"
"Yes","1989","no migration background","higher vocational","50","0.112874029356754","0.0838618968703225","0.141886161843186","1"
"Yes","1989","no migration background","higher education","51","0.0981737137619533","0.0744442088839558","0.121903218639951","1"
"Yes","1989","direct migration background","in school","2","","","","1"
"Yes","1989","direct migration background","inadequately","81","0.12480812185366","0.097841083815982","0.151775159891338","1"
"Yes","1989","direct migration background","general elemantary","110","0.127164787432919","0.105090147488235","0.149239427377603","1"
"Yes","1989","direct migration background","middle vocational","77","0.102287931367757","0.0816227701811258","0.122953092554387","1"
"Yes","1989","direct migration background","vocational + Abi","9","","","","1"
"Yes","1989","direct migration background","higher vocational","8","","","","1"
"Yes","1989","direct migration background","higher education","","","","","1"
"Yes","1989","indirect migration background","in school","1","","","","1"
"Yes","1989","indirect migration background","inadequately","","","","","1"
"Yes","1989","indirect migration background","general elemantary","13","","","","1"
"Yes","1989","indirect migration background","middle vocational","6","","","","1"
"Yes","1989","indirect migration background","vocational + Abi","1","","","","1"
"Yes","1989","indirect migration background","higher vocational","1","","","","1"
"Yes","1989","indirect migration background","higher education","","","","","1"
"No","1990","no migration background","higher vocational","","","","","2"
"No","1990","no migration background","higher education","","","","","2"
"No","1990","no migration background","inadequately","","","","","2"
"No","1990","indirect migration background","in school","","","","","2"
"No","1990","no migration background","general elemantary","","","","","2"
"No","1990","no migration background","middle vocational","","","","","2"
"No","1990","no migration background","vocational + Abi","","","","","2"
"No","1990","indirect migration background","inadequately","","","","","2"
"No","1990","indirect migration background","general elemantary","","","","","2"
"No","1990","indirect migration background","higher education","","","","","2"
"No","1990","indirect migration background","higher vocational","","","","","2"
"No","1990","no migration background","in school","","","","","2"
"No","1990","indirect migration background","middle vocational","","","","","2"
"No","1990","indirect migration background","vocational + Abi","","","","","2"
"No","1990","direct migration background","in school","","","","","2"
"No","1990","direct migration background","inadequately","","","","","2"
"No","1990","direct migration background","general elemantary","","","","","2"
"No","1990","direct migration background","middle vocational","","","","","2"
"No","1990","direct migration background","vocational + Abi","","","","","2"
"No","1990","direct migration background","higher vocational","","","","","2"
"No","1990","direct migration background","higher education","","","","","2"
"Yes","1990","no migration background","in school","","","","","1"
"Yes","1990","no migration background","inadequately","","","","","1"
"Yes","1990","no migration background","general elemantary","","","","","1"
"Yes","1990","no migration background","middle vocational","","","","","1"
"Yes","1990","no migration background","vocational + Abi","","","","","1"
"Yes","1990","no migration background","higher vocational","","","","","1"
"Yes","1990","no migration background","higher education","","","","","1"
"Yes","1990","direct migration background","in school","","","","","1"
"Yes","1990","direct migration background","inadequately","","","","","1"
"Yes","1990","direct migration background","general elemantary","","","","","1"
"Yes","1990","direct migration background","middle vocational","","","","","1"
"Yes","1990","direct migration background","vocational + Abi","","","","","1"
"Yes","1990","direct migration background","higher vocational","","","","","1"
"Yes","1990","direct migration background","higher education","","","","","1"
"Yes","1990","indirect migration background","in school","","","","","1"
"Yes","1990","indirect migration background","inadequately","","","","","1"
"Yes","1990","indirect migration background","general elemantary","","","","","1"
"Yes","1990","indirect migration background","middle vocational","","","","","1"
"Yes","1990","indirect migration background","vocational + Abi","","","","","1"
"Yes","1990","indirect migration background","higher vocational","","","","","1"
"Yes","1990","indirect migration background","higher education","","","","","1"
"No","1991","no migration background","general elemantary","1226","0.841447385846246","0.822595029201961","0.860299742490531","2"
"No","1991","no migration background","inadequately","55","0.80732321658366","0.713581684038504","0.901064749128817","2"
"No","1991","no migration background","middle vocational","3155","0.866581823315326","0.855503702739098","0.877659943891553","2"
"No","1991","no migration background","higher vocational","397","0.871691018792777","0.841228387813707","0.902153649771847","2"
"No","1991","no migration background","vocational + Abi","169","0.849196968329074","0.799601459883108","0.898792476775041","2"
"No","1991","no migration background","higher education","568","0.892867975475046","0.868698009027695","0.917037941922398","2"
"No","1991","no migration background","in school","91","0.912186949477389","0.855864221275889","0.968509677678889","2"
"No","1991","indirect migration background","in school","34","1","1","1","2"
"No","1991","indirect migration background","higher education","2","","","","2"
"No","1991","indirect migration background","inadequately","19","","","","2"
"No","1991","indirect migration background","general elemantary","126","0.90740634272021","0.859044808241913","0.955767877198507","2"
"No","1991","indirect migration background","higher vocational","4","","","","2"
"No","1991","indirect migration background","middle vocational","109","0.883140225677007","0.825899812384776","0.940380638969237","2"
"No","1991","indirect migration background","vocational + Abi","9","","","","2"
"No","1991","direct migration background","in school","17","","","","2"
"No","1991","direct migration background","inadequately","480","0.882117129079786","0.854792159964817","0.909442098194755","2"
"No","1991","direct migration background","general elemantary","735","0.878942760281353","0.856791355636354","0.901094164926353","2"
"No","1991","direct migration background","middle vocational","716","0.885567860185246","0.863508747956087","0.907626972414404","2"
"No","1991","direct migration background","vocational + Abi","79","0.769576623856832","0.686203849287249","0.852949398426415","2"
"No","1991","direct migration background","higher vocational","45","0.933313930986834","0.863461506592817","1.00316635538085","2"
"No","1991","direct migration background","higher education","80","0.894855465745887","0.83148357940024","0.958227352091534","2"
"Yes","1991","no migration background","in school","6","","","","1"
"Yes","1991","no migration background","inadequately","13","","","","1"
"Yes","1991","no migration background","general elemantary","216","0.158552614153754","0.139700257509469","0.177404970798039","1"
"Yes","1991","no migration background","middle vocational","464","0.133418176684674","0.122340056108447","0.144496297260902","1"
"Yes","1991","no migration background","vocational + Abi","31","0.150803031670926","0.101207523224959","0.200398540116892","1"
"Yes","1991","no migration background","higher vocational","66","0.128308981207223","0.0978463502281532","0.158771612186293","1"
"Yes","1991","no migration background","higher education","61","0.107132024524953","0.0829620580776021","0.131301990972305","1"
"Yes","1991","direct migration background","in school","2","","","","1"
"Yes","1991","direct migration background","inadequately","55","0.117882870920214","0.090557901805245","0.145207840035183","1"
"Yes","1991","direct migration background","general elemantary","98","0.121057239718647","0.0989058350736469","0.143208644363646","1"
"Yes","1991","direct migration background","middle vocational","84","0.114432139814754","0.0923730275855955","0.136491252043913","1"
"Yes","1991","direct migration background","vocational + Abi","19","","","","1"
"Yes","1991","direct migration background","higher vocational","4","","","","1"
"Yes","1991","direct migration background","higher education","10","","","","1"
"Yes","1991","indirect migration background","in school","","","","","1"
"Yes","1991","indirect migration background","inadequately","","","","","1"
"Yes","1991","indirect migration background","general elemantary","12","","","","1"
"Yes","1991","indirect migration background","middle vocational","12","","","","1"
"Yes","1991","indirect migration background","vocational + Abi","","","","","1"
"Yes","1991","indirect migration background","higher vocational","2","","","","1"
"Yes","1991","indirect migration background","higher education","","","","","1"
"No","1992","no migration background","inadequately","82","0.920455353382079","0.863920847946568","0.97698985881759","2"
"No","1992","no migration background","general elemantary","1574","0.862234983217387","0.846321949165476","0.878148017269297","2"
"No","1992","no migration background","higher education","1383","0.907485013124712","0.892909025806595","0.922061000442829","2"
"No","1992","no migration background","middle vocational","5085","0.87426996826697","0.865705660434113","0.882834276099827","2"
"No","1992","no migration background","vocational + Abi","245","0.870847474509016","0.831282029953302","0.910412919064729","2"
"No","1992","no migration background","higher vocational","615","0.878355343924955","0.854105886764646","0.902604801085264","2"
"No","1992","no migration background","in school","116","0.920981094729284","0.873689501377614","0.968272688080954","2"
"No","1992","indirect migration background","inadequately","24","","","","2"
"No","1992","indirect migration background","general elemantary","153","0.919997642291612","0.878973623695717","0.961021660887508","2"
"No","1992","indirect migration background","in school","42","0.846356796835784","0.744342534895897","0.948371058775671","2"
"No","1992","indirect migration background","higher vocational","6","","","","2"
"No","1992","indirect migration background","higher education","3","","","","2"
"No","1992","indirect migration background","middle vocational","110","0.808401289241914","0.738849977495826","0.877952600988001","2"
"No","1992","indirect migration background","vocational + Abi","12","","","","2"
"No","1992","direct migration background","in school","14","","","","2"
"No","1992","direct migration background","inadequately","461","0.912600550792253","0.888209012670549","0.936992088913958","2"
"No","1992","direct migration background","general elemantary","725","0.873757305195566","0.851107910213188","0.896406700177944","2"
"No","1992","direct migration background","middle vocational","756","0.873634345133699","0.851258174685103","0.896010515582295","2"
"No","1992","direct migration background","vocational + Abi","88","0.888149113633539","0.825426393808071","0.950871833459008","2"
"No","1992","direct migration background","higher vocational","59","0.940654016058126","0.882311058527111","0.99899697358914","2"
"No","1992","direct migration background","higher education","116","0.869678060504624","0.812027907052837","0.92732821395641","2"
"Yes","1992","no migration background","in school","9","","","","1"
"Yes","1992","no migration background","inadequately","6","","","","1"
"Yes","1992","no migration background","general elemantary","228","0.137765016782613","0.121851982730703","0.153678050834524","1"
"Yes","1992","no migration background","middle vocational","672","0.12573003173303","0.117165723900173","0.134294339565887","1"
"Yes","1992","no migration background","vocational + Abi","31","0.129152525490984","0.0895870809352711","0.168717970046698","1"
"Yes","1992","no migration background","higher vocational","83","0.121644656075045","0.0973951989147357","0.145894113235354","1"
"Yes","1992","no migration background","higher education","135","0.092514986875288","0.0779389995571714","0.107090974193405","1"
"Yes","1992","direct migration background","in school","","","","","1"
"Yes","1992","direct migration background","inadequately","54","0.0873994492077466","0.0630079110860423","0.111790987329451","1"
"Yes","1992","direct migration background","general elemantary","101","0.126242694804434","0.103593299822056","0.148892089786812","1"
"Yes","1992","direct migration background","middle vocational","91","0.126365654866301","0.103989484417705","0.148741825314897","1"
"Yes","1992","direct migration background","vocational + Abi","9","","","","1"
"Yes","1992","direct migration background","higher vocational","4","","","","1"
"Yes","1992","direct migration background","higher education","15","","","","1"
"Yes","1992","indirect migration background","in school","6","","","","1"
"Yes","1992","indirect migration background","inadequately","3","","","","1"
"Yes","1992","indirect migration background","general elemantary","15","","","","1"
"Yes","1992","indirect migration background","middle vocational","13","","","","1"
"Yes","1992","indirect migration background","vocational + Abi","","","","","1"
"Yes","1992","indirect migration background","higher vocational","1","","","","1"
"Yes","1992","indirect migration background","higher education","","","","","1"
"No","1993","no migration background","higher education","","","","","2"
"No","1993","no migration background","higher vocational","","","","","2"
"No","1993","no migration background","middle vocational","","","","","2"
"No","1993","no migration background","in school","","","","","2"
"No","1993","no migration background","inadequately","","","","","2"
"No","1993","no migration background","general elemantary","","","","","2"
"No","1993","no migration background","vocational + Abi","","","","","2"
"No","1993","indirect migration background","inadequately","","","","","2"
