"plh0206i01","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"7 Strongly agree","2005","16-34 y.","Full Time","1296","0.609779898288373","0.58890183323582","0.630657963340926","7"
"7 Strongly agree","2005","16-34 y.","Part Time","1001","0.644682602956904","0.621304117942826","0.668061087970981","7"
"7 Strongly agree","2005","16-34 y.","Not Working","922","0.589087847198217","0.565092537903232","0.613083156493201","7"
"7 Strongly agree","2005","35-65 y.","Full Time","3696","0.643175035757477","0.63094063651124","0.655409435003715","7"
"7 Strongly agree","2005","35-65 y.","Part Time","2009","0.676023089617349","0.659329323333264","0.692716855901433","7"
"1 Strongly disagree","2006","16-34 y.","Full Time","","","","","1"
"1 Strongly disagree","2006","16-34 y.","Part Time","","","","","1"
"1 Strongly disagree","2006","16-34 y.","Not Working","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Full Time","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Part Time","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Not Working","","","","","1"
"1 Strongly disagree","2006","66 and older","Full Time","","","","","1"
"1 Strongly disagree","2006","66 and older","Part Time","","","","","1"
"1 Strongly disagree","2006","66 and older","Not Working","","","","","1"
"2 on scale 1-7 ","2006","16-34 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Not Working","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Full Time","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","Not Working","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Part Time","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Not Working","","","","","2"
"3 on scale 1-7 ","2006","16-34 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2006","66 and older","Full Time","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Not Working","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Not Working","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2006","66 and older","Part Time","","","","","3"
"3 on scale 1-7 ","2006","66 and older","Not Working","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Part Time","","","","","3"
"4 on scale 1-7","2006","66 and older","Not Working","","","","","4"
"4 on scale 1-7","2006","16-34 y.","Full Time","","","","","4"
"4 on scale 1-7","2006","16-34 y.","Part Time","","","","","4"
"4 on scale 1-7","2006","16-34 y.","Not Working","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Not Working","","","","","4"
"4 on scale 1-7","2006","66 and older","Full Time","","","","","4"
"4 on scale 1-7","2006","66 and older","Part Time","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Full Time","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Part Time","","","","","4"
"5 on scale 1-7","2006","35-65 y.","Not Working","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Full Time","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Part Time","","","","","5"
"5 on scale 1-7","2006","35-65 y.","Part Time","","","","","5"
"5 on scale 1-7","2006","66 and older","Full Time","","","","","5"
"5 on scale 1-7","2006","66 and older","Part Time","","","","","5"
"5 on scale 1-7","2006","66 and older","Not Working","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Not Working","","","","","5"
"5 on scale 1-7","2006","35-65 y.","Full Time","","","","","5"
"6 on scale 1-7","2006","16-34 y.","Part Time","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Not Working","","","","","6"
"6 on scale 1-7","2006","66 and older","Full Time","","","","","6"
"6 on scale 1-7","2006","66 and older","Part Time","","","","","6"
"6 on scale 1-7","2006","66 and older","Not Working","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Part Time","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Full Time","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Not Working","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Full Time","","","","","6"
"7 Strongly agree","2006","66 and older","Not Working","","","","","7"
"7 Strongly agree","2006","35-65 y.","Not Working","","","","","7"
"7 Strongly agree","2006","66 and older","Full Time","","","","","7"
"7 Strongly agree","2006","66 and older","Part Time","","","","","7"
"7 Strongly agree","2006","16-34 y.","Full Time","","","","","7"
"7 Strongly agree","2006","16-34 y.","Part Time","","","","","7"
"7 Strongly agree","2006","16-34 y.","Not Working","","","","","7"
"7 Strongly agree","2006","35-65 y.","Full Time","","","","","7"
"7 Strongly agree","2006","35-65 y.","Part Time","","","","","7"
"1 Strongly disagree","2007","35-65 y.","Part Time","","","","","1"
"1 Strongly disagree","2007","35-65 y.","Not Working","","","","","1"
"1 Strongly disagree","2007","66 and older","Full Time","","","","","1"
"1 Strongly disagree","2007","66 and older","Part Time","","","","","1"
"1 Strongly disagree","2007","66 and older","Not Working","","","","","1"
"1 Strongly disagree","2007","16-34 y.","Full Time","","","","","1"
"1 Strongly disagree","2007","16-34 y.","Part Time","","","","","1"
"1 Strongly disagree","2007","16-34 y.","Not Working","","","","","1"
"1 Strongly disagree","2007","35-65 y.","Full Time","","","","","1"
"2 on scale 1-7 ","2007","35-65 y.","Not Working","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2007","66 and older","Full Time","","","","","2"
"2 on scale 1-7 ","2007","66 and older","Part Time","","","","","2"
"2 on scale 1-7 ","2007","66 and older","Not Working","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","Not Working","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","Full Time","","","","","2"
"3 on scale 1-7 ","2007","66 and older","Full Time","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2007","35-65 y.","Not Working","","","","","3"
"3 on scale 1-7 ","2007","66 and older","Part Time","","","","","3"
"3 on scale 1-7 ","2007","66 and older","Not Working","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2007","35-65 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2007","35-65 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","Not Working","","","","","3"
"4 on scale 1-7","2007","66 and older","Not Working","","","","","4"
"4 on scale 1-7","2007","35-65 y.","Not Working","","","","","4"
"4 on scale 1-7","2007","66 and older","Full Time","","","","","4"
"4 on scale 1-7","2007","66 and older","Part Time","","","","","4"
"4 on scale 1-7","2007","35-65 y.","Part Time","","","","","4"
"4 on scale 1-7","2007","16-34 y.","Full Time","","","","","4"
"4 on scale 1-7","2007","16-34 y.","Part Time","","","","","4"
"4 on scale 1-7","2007","16-34 y.","Not Working","","","","","4"
"4 on scale 1-7","2007","35-65 y.","Full Time","","","","","4"
"5 on scale 1-7","2007","35-65 y.","Not Working","","","","","5"
"5 on scale 1-7","2007","66 and older","Full Time","","","","","5"
"5 on scale 1-7","2007","35-65 y.","Part Time","","","","","5"
"5 on scale 1-7","2007","66 and older","Part Time","","","","","5"
"5 on scale 1-7","2007","16-34 y.","Full Time","","","","","5"
"5 on scale 1-7","2007","35-65 y.","Full Time","","","","","5"
"5 on scale 1-7","2007","66 and older","Not Working","","","","","5"
"5 on scale 1-7","2007","16-34 y.","Part Time","","","","","5"
"5 on scale 1-7","2007","16-34 y.","Not Working","","","","","5"
"6 on scale 1-7","2007","35-65 y.","Not Working","","","","","6"
"6 on scale 1-7","2007","66 and older","Full Time","","","","","6"
"6 on scale 1-7","2007","66 and older","Part Time","","","","","6"
"6 on scale 1-7","2007","66 and older","Not Working","","","","","6"
"6 on scale 1-7","2007","16-34 y.","Full Time","","","","","6"
"6 on scale 1-7","2007","16-34 y.","Part Time","","","","","6"
"6 on scale 1-7","2007","35-65 y.","Part Time","","","","","6"
"6 on scale 1-7","2007","16-34 y.","Not Working","","","","","6"
"6 on scale 1-7","2007","35-65 y.","Full Time","","","","","6"
"7 Strongly agree","2007","35-65 y.","Not Working","","","","","7"
"7 Strongly agree","2007","66 and older","Part Time","","","","","7"
"7 Strongly agree","2007","66 and older","Not Working","","","","","7"
"7 Strongly agree","2007","66 and older","Full Time","","","","","7"
"7 Strongly agree","2007","16-34 y.","Full Time","","","","","7"
"7 Strongly agree","2007","16-34 y.","Part Time","","","","","7"
"7 Strongly agree","2007","16-34 y.","Not Working","","","","","7"
"7 Strongly agree","2007","35-65 y.","Full Time","","","","","7"
"7 Strongly agree","2007","35-65 y.","Part Time","","","","","7"
"1 Strongly disagree","2008","35-65 y.","Part Time","","","","","1"
"1 Strongly disagree","2008","35-65 y.","Not Working","","","","","1"
"1 Strongly disagree","2008","66 and older","Full Time","","","","","1"
"1 Strongly disagree","2008","66 and older","Part Time","","","","","1"
"1 Strongly disagree","2008","66 and older","Not Working","","","","","1"
"1 Strongly disagree","2008","16-34 y.","Part Time","","","","","1"
"1 Strongly disagree","2008","16-34 y.","Not Working","","","","","1"
"1 Strongly disagree","2008","35-65 y.","Full Time","","","","","1"
"1 Strongly disagree","2008","16-34 y.","Full Time","","","","","1"
"2 on scale 1-7 ","2008","35-65 y.","Not Working","","","","","2"
"2 on scale 1-7 ","2008","66 and older","Full Time","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2008","35-65 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2008","66 and older","Part Time","","","","","2"
"2 on scale 1-7 ","2008","66 and older","Not Working","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2008","35-65 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","Not Working","","","","","2"
"3 on scale 1-7 ","2008","35-65 y.","Not Working","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Full Time","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2008","35-65 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Part Time","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Not Working","","","","","3"
"3 on scale 1-7 ","2008","35-65 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Not Working","","","","","3"
"4 on scale 1-7","2008","35-65 y.","Not Working","","","","","4"
"4 on scale 1-7","2008","35-65 y.","Part Time","","","","","4"
"4 on scale 1-7","2008","16-34 y.","Not Working","","","","","4"
"4 on scale 1-7","2008","66 and older","Full Time","","","","","4"
"4 on scale 1-7","2008","66 and older","Part Time","","","","","4"
"4 on scale 1-7","2008","66 and older","Not Working","","","","","4"
"4 on scale 1-7","2008","35-65 y.","Full Time","","","","","4"
"4 on scale 1-7","2008","16-34 y.","Part Time","","","","","4"
"4 on scale 1-7","2008","16-34 y.","Full Time","","","","","4"
"5 on scale 1-7","2008","66 and older","Full Time","","","","","5"
"5 on scale 1-7","2008","66 and older","Part Time","","","","","5"
"5 on scale 1-7","2008","35-65 y.","Not Working","","","","","5"
"5 on scale 1-7","2008","66 and older","Not Working","","","","","5"
"5 on scale 1-7","2008","16-34 y.","Full Time","","","","","5"
"5 on scale 1-7","2008","16-34 y.","Part Time","","","","","5"
"5 on scale 1-7","2008","35-65 y.","Full Time","","","","","5"
"5 on scale 1-7","2008","16-34 y.","Not Working","","","","","5"
"5 on scale 1-7","2008","35-65 y.","Part Time","","","","","5"
"6 on scale 1-7","2008","35-65 y.","Not Working","","","","","6"
"6 on scale 1-7","2008","66 and older","Full Time","","","","","6"
"6 on scale 1-7","2008","66 and older","Part Time","","","","","6"
"6 on scale 1-7","2008","66 and older","Not Working","","","","","6"
"6 on scale 1-7","2008","16-34 y.","Part Time","","","","","6"
"6 on scale 1-7","2008","16-34 y.","Not Working","","","","","6"
"6 on scale 1-7","2008","16-34 y.","Full Time","","","","","6"
"6 on scale 1-7","2008","35-65 y.","Part Time","","","","","6"
"6 on scale 1-7","2008","35-65 y.","Full Time","","","","","6"
"7 Strongly agree","2008","66 and older","Not Working","","","","","7"
"7 Strongly agree","2008","35-65 y.","Not Working","","","","","7"
"7 Strongly agree","2008","66 and older","Full Time","","","","","7"
"7 Strongly agree","2008","66 and older","Part Time","","","","","7"
"7 Strongly agree","2008","16-34 y.","Full Time","","","","","7"
"7 Strongly agree","2008","16-34 y.","Part Time","","","","","7"
"7 Strongly agree","2008","16-34 y.","Not Working","","","","","7"
"7 Strongly agree","2008","35-65 y.","Full Time","","","","","7"
"7 Strongly agree","2008","35-65 y.","Part Time","","","","","7"
"1 Strongly disagree","2009","35-65 y.","Part Time","","","","","1"
"1 Strongly disagree","2009","35-65 y.","Not Working","","","","","1"
"1 Strongly disagree","2009","66 and older","Full Time","","","","","1"
"1 Strongly disagree","2009","66 and older","Part Time","","","","","1"
"1 Strongly disagree","2009","66 and older","Not Working","","","","","1"
"1 Strongly disagree","2009","16-34 y.","Full Time","","","","","1"
"1 Strongly disagree","2009","16-34 y.","Part Time","","","","","1"
"1 Strongly disagree","2009","16-34 y.","Not Working","","","","","1"
"1 Strongly disagree","2009","35-65 y.","Full Time","","","","","1"
"2 on scale 1-7 ","2009","35-65 y.","Not Working","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2009","66 and older","Full Time","","","","","2"
"2 on scale 1-7 ","2009","66 and older","Part Time","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2009","66 and older","Not Working","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","Not Working","","","","","2"
"3 on scale 1-7 ","2009","35-65 y.","Not Working","","","","","3"
"3 on scale 1-7 ","2009","66 and older","Full Time","","","","","3"
"3 on scale 1-7 ","2009","66 and older","Not Working","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2009","35-65 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2009","66 and older","Part Time","","","","","3"
"3 on scale 1-7 ","2009","35-65 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","Not Working","","","","","3"
"4 on scale 1-7","2009","35-65 y.","Not Working","","","","","4"
"4 on scale 1-7","2009","35-65 y.","Part Time","","","","","4"
"4 on scale 1-7","2009","16-34 y.","Not Working","","","","","4"
"4 on scale 1-7","2009","35-65 y.","Full Time","","","","","4"
"4 on scale 1-7","2009","66 and older","Full Time","","","","","4"
"4 on scale 1-7","2009","66 and older","Part Time","","","","","4"
"4 on scale 1-7","2009","66 and older","Not Working","","","","","4"
"4 on scale 1-7","2009","16-34 y.","Full Time","","","","","4"
"4 on scale 1-7","2009","16-34 y.","Part Time","","","","","4"
"5 on scale 1-7","2009","66 and older","Full Time","","","","","5"
"5 on scale 1-7","2009","66 and older","Part Time","","","","","5"
"5 on scale 1-7","2009","66 and older","Not Working","","","","","5"
"5 on scale 1-7","2009","16-34 y.","Full Time","","","","","5"
"5 on scale 1-7","2009","35-65 y.","Not Working","","","","","5"
"5 on scale 1-7","2009","16-34 y.","Part Time","","","","","5"
"5 on scale 1-7","2009","35-65 y.","Part Time","","","","","5"
"5 on scale 1-7","2009","35-65 y.","Full Time","","","","","5"
"5 on scale 1-7","2009","16-34 y.","Not Working","","","","","5"
"6 on scale 1-7","2009","66 and older","Part Time","","","","","6"
"6 on scale 1-7","2009","35-65 y.","Not Working","","","","","6"
"6 on scale 1-7","2009","66 and older","Full Time","","","","","6"
"6 on scale 1-7","2009","35-65 y.","Part Time","","","","","6"
"6 on scale 1-7","2009","66 and older","Not Working","","","","","6"
"6 on scale 1-7","2009","16-34 y.","Part Time","","","","","6"
"6 on scale 1-7","2009","16-34 y.","Not Working","","","","","6"
"6 on scale 1-7","2009","35-65 y.","Full Time","","","","","6"
"6 on scale 1-7","2009","16-34 y.","Full Time","","","","","6"
"7 Strongly agree","2009","35-65 y.","Not Working","","","","","7"
"7 Strongly agree","2009","66 and older","Full Time","","","","","7"
"7 Strongly agree","2009","66 and older","Part Time","","","","","7"
"7 Strongly agree","2009","66 and older","Not Working","","","","","7"
"7 Strongly agree","2009","16-34 y.","Full Time","","","","","7"
"7 Strongly agree","2009","16-34 y.","Part Time","","","","","7"
"7 Strongly agree","2009","16-34 y.","Not Working","","","","","7"
"7 Strongly agree","2009","35-65 y.","Full Time","","","","","7"
"7 Strongly agree","2009","35-65 y.","Part Time","","","","","7"
"1 Strongly disagree","2010","35-65 y.","Part Time","7","","","","1"
"1 Strongly disagree","2010","35-65 y.","Not Working","7","","","","1"
"1 Strongly disagree","2010","66 and older","Full Time","","","","","1"
"1 Strongly disagree","2010","66 and older","Part Time","","","","","1"
"1 Strongly disagree","2010","66 and older","Not Working","11","","","","1"
"1 Strongly disagree","2010","16-34 y.","Part Time","5","","","","1"
"1 Strongly disagree","2010","16-34 y.","Full Time","3","","","","1"
"1 Strongly disagree","2010","16-34 y.","Not Working","3","","","","1"
"1 Strongly disagree","2010","35-65 y.","Full Time","9","","","","1"
"2 on scale 1-7 ","2010","35-65 y.","Not Working","5","","","","2"
"2 on scale 1-7 ","2010","66 and older","Full Time","1","","","","2"
"2 on scale 1-7 ","2010","66 and older","Part Time","1","","","","2"
"2 on scale 1-7 ","2010","16-34 y.","Full Time","2","","","","2"
"2 on scale 1-7 ","2010","35-65 y.","Part Time","10","","","","2"
"2 on scale 1-7 ","2010","66 and older","Not Working","13","","","","2"
"2 on scale 1-7 ","2010","16-34 y.","Not Working","5","","","","2"
"2 on scale 1-7 ","2010","35-65 y.","Full Time","11","","","","2"
"2 on scale 1-7 ","2010","16-34 y.","Part Time","7","","","","2"
"3 on scale 1-7 ","2010","66 and older","Not Working","25","","","","3"
"3 on scale 1-7 ","2010","35-65 y.","Not Working","10","","","","3"
"3 on scale 1-7 ","2010","66 and older","Full Time","1","","","","3"
"3 on scale 1-7 ","2010","66 and older","Part Time","1","","","","3"
"3 on scale 1-7 ","2010","16-34 y.","Full Time","7","","","","3"
"3 on scale 1-7 ","2010","16-34 y.","Part Time","4","","","","3"
"3 on scale 1-7 ","2010","35-65 y.","Part Time","17","","","","3"
"3 on scale 1-7 ","2010","16-34 y.","Not Working","4","","","","3"
"3 on scale 1-7 ","2010","35-65 y.","Full Time","33","0.00882591453107695","0.00617968480221467","0.0114721442599392","3"
"4 on scale 1-7","2010","35-65 y.","Not Working","56","0.0423073559202959","0.0327247361155105","0.0518899757250813","4"
"4 on scale 1-7","2010","66 and older","Full Time","1","","","","4"
"4 on scale 1-7","2010","35-65 y.","Part Time","74","0.0288394513498374","0.022372982187877","0.0353059205117978","4"
"4 on scale 1-7","2010","35-65 y.","Full Time","105","0.0241210449302685","0.0197802551781853","0.0284618346823516","4"
"4 on scale 1-7","2010","66 and older","Part Time","7","","","","4"
"4 on scale 1-7","2010","66 and older","Not Working","122","0.0313044500291031","0.0257205022423038","0.0368883978159024","4"
"4 on scale 1-7","2010","16-34 y.","Full Time","41","0.0315997948002488","0.0229741987589902","0.0402253908415074","4"
"4 on scale 1-7","2010","16-34 y.","Not Working","32","0.0358641914208996","0.0237825199142934","0.0479458629275058","4"
"4 on scale 1-7","2010","16-34 y.","Part Time","25","","","","4"
"5 on scale 1-7","2010","35-65 y.","Not Working","180","0.1086196127305","0.0938064122055052","0.123432813255495","5"
"5 on scale 1-7","2010","66 and older","Full Time","6","","","","5"
"5 on scale 1-7","2010","66 and older","Part Time","14","","","","5"
"5 on scale 1-7","2010","66 and older","Not Working","381","0.104785348345867","0.0949642846270088","0.114606412064725","5"
"5 on scale 1-7","2010","16-34 y.","Full Time","137","0.0879029110836071","0.0739411014794063","0.101864720687808","5"
"5 on scale 1-7","2010","16-34 y.","Part Time","103","0.0957197738212283","0.0782859850790436","0.113153562563413","5"
"5 on scale 1-7","2010","16-34 y.","Not Working","91","0.104953836240274","0.0850402595334734","0.124867412947075","5"
"5 on scale 1-7","2010","35-65 y.","Part Time","217","0.084383234274653","0.0736430149607038","0.0951234535886023","5"
"5 on scale 1-7","2010","35-65 y.","Full Time","405","0.0797861156816215","0.0721199046864547","0.0874523266767882","5"
"6 on scale 1-7","2010","35-65 y.","Not Working","431","0.253086568502793","0.232388352106535","0.273784784899051","6"
"6 on scale 1-7","2010","66 and older","Part Time","53","0.252108595825739","0.197057972827969","0.30715921882351","6"
"6 on scale 1-7","2010","66 and older","Full Time","18","","","","6"
"6 on scale 1-7","2010","35-65 y.","Part Time","681","0.25914221966566","0.242211917544748","0.276072521786573","6"
"6 on scale 1-7","2010","66 and older","Not Working","964","0.244383113942486","0.23060368937337","0.258162538511602","6"
"6 on scale 1-7","2010","16-34 y.","Full Time","466","0.314927401809646","0.292024365002352","0.337830438616941","6"
"6 on scale 1-7","2010","16-34 y.","Not Working","281","0.32200357864046","0.291645698300436","0.352361458980483","6"
"6 on scale 1-7","2010","35-65 y.","Full Time","1371","0.261071853036361","0.248645209321247","0.273498496751474","6"
"6 on scale 1-7","2010","16-34 y.","Part Time","301","0.280757783695368","0.254129515769541","0.307386051621195","6"
"7 Strongly agree","2010","35-65 y.","Not Working","1006","0.583669450986928","0.56020200316542","0.607136898808437","7"
"7 Strongly agree","2010","66 and older","Full Time","38","0.597122638400062","0.477886030318429","0.716359246481695","7"
"7 Strongly agree","2010","66 and older","Part Time","163","0.661443358874852","0.601448900158181","0.721437817591524","7"
"7 Strongly agree","2010","66 and older","Not Working","2220","0.607884256590355","0.59222892592841","0.6235395872523","7"
"7 Strongly agree","2010","16-34 y.","Full Time","924","0.55790804428168","0.533419827255468","0.582396261307891","7"
"7 Strongly agree","2010","16-34 y.","Part Time","649","0.592009136453292","0.562886623072069","0.621131649834516","7"
"7 Strongly agree","2010","16-34 y.","Not Working","494","0.51724982302288","0.484783074952563","0.549716571093197","7"
"7 Strongly agree","2010","35-65 y.","Full Time","2865","0.619082746696667","0.605343516866566","0.632821976526769","7"
"7 Strongly agree","2010","35-65 y.","Part Time","1567","0.61271329726884","0.593890977655037","0.631535616882642","7"
