"plh0206i01","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2005","Part Time","West Germany","945","0.223883508335669","0.210643930749159","0.237123085922179"
"6 on scale 1-7","2005","Part Time","East Germany","241","0.225946466967437","0.200142244114161","0.251750689820714"
"6 on scale 1-7","2005","Not Working","West Germany","1344","0.219430213851666","0.208755314650331","0.230105113053"
"6 on scale 1-7","2005","Not Working","East Germany","512","0.232735483937198","0.214692029739217","0.25077893813518"
"7 Strongly agree","2005","Full Time","West Germany","3786","0.62915610454318","0.617024612455399","0.641287596630962"
"7 Strongly agree","2005","Full Time","East Germany","1229","0.651073245901365","0.629836417085639","0.67231007471709"
"7 Strongly agree","2005","Part Time","West Germany","2461","0.663296503792965","0.648286621441461","0.67830638614447"
"7 Strongly agree","2005","Part Time","East Germany","672","0.688524957341596","0.6599507640385","0.717099150644692"
"7 Strongly agree","2005","Not Working","West Germany","3601","0.637300903530154","0.624899946427352","0.649701860632957"
"7 Strongly agree","2005","Not Working","East Germany","1314","0.641593877993322","0.621118419352608","0.662069336634035"
"1 Strongly disagree","2006","Full Time","West Germany","","","",""
"1 Strongly disagree","2006","Full Time","East Germany","","","",""
"1 Strongly disagree","2006","Part Time","West Germany","","","",""
"1 Strongly disagree","2006","Part Time","East Germany","","","",""
"1 Strongly disagree","2006","Not Working","West Germany","","","",""
"1 Strongly disagree","2006","Not Working","East Germany","","","",""
"2 on scale 1-7 ","2006","Full Time","West Germany","","","",""
"2 on scale 1-7 ","2006","Full Time","East Germany","","","",""
"2 on scale 1-7 ","2006","Part Time","West Germany","","","",""
"2 on scale 1-7 ","2006","Part Time","East Germany","","","",""
"2 on scale 1-7 ","2006","Not Working","West Germany","","","",""
"2 on scale 1-7 ","2006","Not Working","East Germany","","","",""
"3 on scale 1-7 ","2006","Full Time","West Germany","","","",""
"3 on scale 1-7 ","2006","Full Time","East Germany","","","",""
"3 on scale 1-7 ","2006","Part Time","West Germany","","","",""
"3 on scale 1-7 ","2006","Part Time","East Germany","","","",""
"3 on scale 1-7 ","2006","Not Working","West Germany","","","",""
"3 on scale 1-7 ","2006","Not Working","East Germany","","","",""
"4 on scale 1-7","2006","Full Time","West Germany","","","",""
"4 on scale 1-7","2006","Full Time","East Germany","","","",""
"4 on scale 1-7","2006","Part Time","West Germany","","","",""
"4 on scale 1-7","2006","Part Time","East Germany","","","",""
"4 on scale 1-7","2006","Not Working","West Germany","","","",""
"4 on scale 1-7","2006","Not Working","East Germany","","","",""
"5 on scale 1-7","2006","Full Time","West Germany","","","",""
"5 on scale 1-7","2006","Full Time","East Germany","","","",""
"5 on scale 1-7","2006","Part Time","West Germany","","","",""
"5 on scale 1-7","2006","Part Time","East Germany","","","",""
"5 on scale 1-7","2006","Not Working","West Germany","","","",""
"5 on scale 1-7","2006","Not Working","East Germany","","","",""
"6 on scale 1-7","2006","Full Time","West Germany","","","",""
"6 on scale 1-7","2006","Full Time","East Germany","","","",""
"6 on scale 1-7","2006","Part Time","West Germany","","","",""
"6 on scale 1-7","2006","Part Time","East Germany","","","",""
"6 on scale 1-7","2006","Not Working","West Germany","","","",""
"6 on scale 1-7","2006","Not Working","East Germany","","","",""
"7 Strongly agree","2006","Full Time","West Germany","","","",""
"7 Strongly agree","2006","Full Time","East Germany","","","",""
"7 Strongly agree","2006","Part Time","West Germany","","","",""
"7 Strongly agree","2006","Part Time","East Germany","","","",""
"7 Strongly agree","2006","Not Working","West Germany","","","",""
"7 Strongly agree","2006","Not Working","East Germany","","","",""
"1 Strongly disagree","2007","Full Time","West Germany","","","",""
"1 Strongly disagree","2007","Full Time","East Germany","","","",""
"1 Strongly disagree","2007","Part Time","West Germany","","","",""
"1 Strongly disagree","2007","Part Time","East Germany","","","",""
"1 Strongly disagree","2007","Not Working","West Germany","","","",""
"1 Strongly disagree","2007","Not Working","East Germany","","","",""
"2 on scale 1-7 ","2007","Full Time","West Germany","","","",""
"2 on scale 1-7 ","2007","Full Time","East Germany","","","",""
"2 on scale 1-7 ","2007","Part Time","West Germany","","","",""
"2 on scale 1-7 ","2007","Part Time","East Germany","","","",""
"2 on scale 1-7 ","2007","Not Working","West Germany","","","",""
"2 on scale 1-7 ","2007","Not Working","East Germany","","","",""
"3 on scale 1-7 ","2007","Full Time","West Germany","","","",""
"3 on scale 1-7 ","2007","Full Time","East Germany","","","",""
"3 on scale 1-7 ","2007","Part Time","West Germany","","","",""
"3 on scale 1-7 ","2007","Part Time","East Germany","","","",""
"3 on scale 1-7 ","2007","Not Working","West Germany","","","",""
"3 on scale 1-7 ","2007","Not Working","East Germany","","","",""
"4 on scale 1-7","2007","Full Time","West Germany","","","",""
"4 on scale 1-7","2007","Full Time","East Germany","","","",""
"4 on scale 1-7","2007","Part Time","West Germany","","","",""
"4 on scale 1-7","2007","Part Time","East Germany","","","",""
"4 on scale 1-7","2007","Not Working","West Germany","","","",""
"4 on scale 1-7","2007","Not Working","East Germany","","","",""
"5 on scale 1-7","2007","Full Time","West Germany","","","",""
"5 on scale 1-7","2007","Full Time","East Germany","","","",""
"5 on scale 1-7","2007","Part Time","West Germany","","","",""
"5 on scale 1-7","2007","Part Time","East Germany","","","",""
"5 on scale 1-7","2007","Not Working","West Germany","","","",""
"5 on scale 1-7","2007","Not Working","East Germany","","","",""
"6 on scale 1-7","2007","Full Time","West Germany","","","",""
"6 on scale 1-7","2007","Full Time","East Germany","","","",""
"6 on scale 1-7","2007","Part Time","West Germany","","","",""
"6 on scale 1-7","2007","Part Time","East Germany","","","",""
"6 on scale 1-7","2007","Not Working","West Germany","","","",""
"6 on scale 1-7","2007","Not Working","East Germany","","","",""
"7 Strongly agree","2007","Full Time","West Germany","","","",""
"7 Strongly agree","2007","Full Time","East Germany","","","",""
"7 Strongly agree","2007","Part Time","West Germany","","","",""
"7 Strongly agree","2007","Part Time","East Germany","","","",""
"7 Strongly agree","2007","Not Working","West Germany","","","",""
"7 Strongly agree","2007","Not Working","East Germany","","","",""
"1 Strongly disagree","2008","Full Time","West Germany","","","",""
"1 Strongly disagree","2008","Full Time","East Germany","","","",""
"1 Strongly disagree","2008","Part Time","West Germany","","","",""
"1 Strongly disagree","2008","Part Time","East Germany","","","",""
"1 Strongly disagree","2008","Not Working","West Germany","","","",""
"1 Strongly disagree","2008","Not Working","East Germany","","","",""
"2 on scale 1-7 ","2008","Full Time","West Germany","","","",""
"2 on scale 1-7 ","2008","Full Time","East Germany","","","",""
"2 on scale 1-7 ","2008","Part Time","West Germany","","","",""
"2 on scale 1-7 ","2008","Part Time","East Germany","","","",""
"2 on scale 1-7 ","2008","Not Working","West Germany","","","",""
"2 on scale 1-7 ","2008","Not Working","East Germany","","","",""
"3 on scale 1-7 ","2008","Full Time","West Germany","","","",""
"3 on scale 1-7 ","2008","Full Time","East Germany","","","",""
"3 on scale 1-7 ","2008","Part Time","West Germany","","","",""
"3 on scale 1-7 ","2008","Part Time","East Germany","","","",""
"3 on scale 1-7 ","2008","Not Working","West Germany","","","",""
"3 on scale 1-7 ","2008","Not Working","East Germany","","","",""
"4 on scale 1-7","2008","Full Time","West Germany","","","",""
"4 on scale 1-7","2008","Full Time","East Germany","","","",""
"4 on scale 1-7","2008","Part Time","West Germany","","","",""
"4 on scale 1-7","2008","Part Time","East Germany","","","",""
"4 on scale 1-7","2008","Not Working","West Germany","","","",""
"4 on scale 1-7","2008","Not Working","East Germany","","","",""
"5 on scale 1-7","2008","Full Time","West Germany","","","",""
"5 on scale 1-7","2008","Full Time","East Germany","","","",""
"5 on scale 1-7","2008","Part Time","West Germany","","","",""
"5 on scale 1-7","2008","Part Time","East Germany","","","",""
"5 on scale 1-7","2008","Not Working","West Germany","","","",""
"5 on scale 1-7","2008","Not Working","East Germany","","","",""
"6 on scale 1-7","2008","Full Time","West Germany","","","",""
"6 on scale 1-7","2008","Full Time","East Germany","","","",""
"6 on scale 1-7","2008","Part Time","West Germany","","","",""
"6 on scale 1-7","2008","Part Time","East Germany","","","",""
"6 on scale 1-7","2008","Not Working","West Germany","","","",""
"6 on scale 1-7","2008","Not Working","East Germany","","","",""
"7 Strongly agree","2008","Full Time","West Germany","","","",""
"7 Strongly agree","2008","Full Time","East Germany","","","",""
"7 Strongly agree","2008","Part Time","West Germany","","","",""
"7 Strongly agree","2008","Part Time","East Germany","","","",""
"7 Strongly agree","2008","Not Working","West Germany","","","",""
"7 Strongly agree","2008","Not Working","East Germany","","","",""
"1 Strongly disagree","2009","Full Time","West Germany","","","",""
"1 Strongly disagree","2009","Full Time","East Germany","","","",""
"1 Strongly disagree","2009","Part Time","West Germany","","","",""
"1 Strongly disagree","2009","Part Time","East Germany","","","",""
"1 Strongly disagree","2009","Not Working","West Germany","","","",""
"1 Strongly disagree","2009","Not Working","East Germany","","","",""
"2 on scale 1-7 ","2009","Full Time","West Germany","","","",""
"2 on scale 1-7 ","2009","Full Time","East Germany","","","",""
"2 on scale 1-7 ","2009","Part Time","West Germany","","","",""
"2 on scale 1-7 ","2009","Part Time","East Germany","","","",""
"2 on scale 1-7 ","2009","Not Working","West Germany","","","",""
"2 on scale 1-7 ","2009","Not Working","East Germany","","","",""
"3 on scale 1-7 ","2009","Full Time","West Germany","","","",""
"3 on scale 1-7 ","2009","Full Time","East Germany","","","",""
"3 on scale 1-7 ","2009","Part Time","West Germany","","","",""
"3 on scale 1-7 ","2009","Part Time","East Germany","","","",""
"3 on scale 1-7 ","2009","Not Working","West Germany","","","",""
"3 on scale 1-7 ","2009","Not Working","East Germany","","","",""
"4 on scale 1-7","2009","Full Time","West Germany","","","",""
"4 on scale 1-7","2009","Full Time","East Germany","","","",""
"4 on scale 1-7","2009","Part Time","West Germany","","","",""
"4 on scale 1-7","2009","Part Time","East Germany","","","",""
"4 on scale 1-7","2009","Not Working","West Germany","","","",""
"4 on scale 1-7","2009","Not Working","East Germany","","","",""
"5 on scale 1-7","2009","Full Time","West Germany","","","",""
"5 on scale 1-7","2009","Full Time","East Germany","","","",""
"5 on scale 1-7","2009","Part Time","West Germany","","","",""
"5 on scale 1-7","2009","Part Time","East Germany","","","",""
"5 on scale 1-7","2009","Not Working","West Germany","","","",""
"5 on scale 1-7","2009","Not Working","East Germany","","","",""
"6 on scale 1-7","2009","Full Time","West Germany","","","",""
"6 on scale 1-7","2009","Full Time","East Germany","","","",""
"6 on scale 1-7","2009","Part Time","West Germany","","","",""
"6 on scale 1-7","2009","Part Time","East Germany","","","",""
"6 on scale 1-7","2009","Not Working","West Germany","","","",""
"6 on scale 1-7","2009","Not Working","East Germany","","","",""
"7 Strongly agree","2009","Full Time","West Germany","","","",""
"7 Strongly agree","2009","Full Time","East Germany","","","",""
"7 Strongly agree","2009","Part Time","West Germany","","","",""
"7 Strongly agree","2009","Part Time","East Germany","","","",""
"7 Strongly agree","2009","Not Working","West Germany","","","",""
"7 Strongly agree","2009","Not Working","East Germany","","","",""
"1 Strongly disagree","2010","Full Time","West Germany","6","","",""
"1 Strongly disagree","2010","Full Time","East Germany","6","","",""
"1 Strongly disagree","2010","Part Time","West Germany","11","","",""
"1 Strongly disagree","2010","Part Time","East Germany","1","","",""
"1 Strongly disagree","2010","Not Working","West Germany","13","","",""
"1 Strongly disagree","2010","Not Working","East Germany","8","","",""
"2 on scale 1-7 ","2010","Full Time","West Germany","10","","",""
"2 on scale 1-7 ","2010","Full Time","East Germany","4","","",""
"2 on scale 1-7 ","2010","Part Time","West Germany","12","","",""
"2 on scale 1-7 ","2010","Part Time","East Germany","6","","",""
"2 on scale 1-7 ","2010","Not Working","West Germany","21","","",""
"2 on scale 1-7 ","2010","Not Working","East Germany","2","","",""
"3 on scale 1-7 ","2010","Full Time","West Germany","33","0.0090512061900128","0.00636527570861858","0.011737136671407"
"3 on scale 1-7 ","2010","Full Time","East Germany","8","","",""
"3 on scale 1-7 ","2010","Part Time","West Germany","19","","",""
"3 on scale 1-7 ","2010","Part Time","East Germany","3","","",""
"3 on scale 1-7 ","2010","Not Working","West Germany","28","","",""
"3 on scale 1-7 ","2010","Not Working","East Germany","11","","",""
"4 on scale 1-7","2010","Full Time","West Germany","112","0.0286996722511086","0.0239645503042319","0.0334347941979853"
"4 on scale 1-7","2010","Full Time","East Germany","35","0.0142779136951835","0.00858467112715994","0.0199711562632071"
"4 on scale 1-7","2010","Part Time","West Germany","84","0.0233762185602269","0.0180650692923052","0.0286873678281485"
"4 on scale 1-7","2010","Part Time","East Germany","22","","",""
"4 on scale 1-7","2010","Not Working","West Germany","138","0.0310937227969275","0.0261150521196683","0.0360723934741866"
"4 on scale 1-7","2010","Not Working","East Germany","72","0.0487464226514868","0.0384247642747495","0.059068081028224"
"5 on scale 1-7","2010","Full Time","West Germany","406","0.0854580360556745","0.0775294781041165","0.0933865940072326"
"5 on scale 1-7","2010","Full Time","East Germany","142","0.0688988935681764","0.0567439033663391","0.0810538837700138"
"5 on scale 1-7","2010","Part Time","West Germany","241","0.0813207420039028","0.0717130216947651","0.0909284623130405"
"5 on scale 1-7","2010","Part Time","East Germany","93","0.107531945096186","0.0860247377988155","0.129039152393556"
"5 on scale 1-7","2010","Not Working","West Germany","462","0.104790727407253","0.096005361234097","0.11357609358041"
"5 on scale 1-7","2010","Not Working","East Germany","190","0.109660654186314","0.0946833671265641","0.124637941246065"
"6 on scale 1-7","2010","Full Time","West Germany","1347","0.27179792446978","0.259180667268865","0.284415181670695"
"6 on scale 1-7","2010","Full Time","East Germany","508","0.290267578835367","0.268485633921306","0.312049523749428"
"6 on scale 1-7","2010","Part Time","West Germany","821","0.262408037075134","0.246943590441791","0.277872483708476"
"6 on scale 1-7","2010","Part Time","East Germany","214","0.280913013442085","0.24971006925463","0.312115957629541"
"6 on scale 1-7","2010","Not Working","West Germany","1246","0.258411967435771","0.245855316490797","0.270968618380745"
"6 on scale 1-7","2010","Not Working","East Germany","430","0.246202838562724","0.225553614765556","0.266852062359892"
"7 Strongly agree","2010","Full Time","West Germany","2862","0.600148515413255","0.586255559536119","0.614041471290391"
"7 Strongly agree","2010","Full Time","East Germany","965","0.612581801306428","0.589203006354345","0.63596059625851"
"7 Strongly agree","2010","Part Time","West Germany","1921","0.617634811251548","0.600552651222458","0.634716971280638"
"7 Strongly agree","2010","Part Time","East Germany","458","0.567150669514343","0.532752405147933","0.601548933880752"
"7 Strongly agree","2010","Not Working","West Germany","2761","0.591838034822326","0.577740153310347","0.605935916334306"
"7 Strongly agree","2010","Not Working","East Germany","959","0.586829456672931","0.563227360104823","0.610431553241038"
"1 Strongly disagree","2011","Full Time","West Germany","","","",""
"1 Strongly disagree","2011","Full Time","East Germany","","","",""
"1 Strongly disagree","2011","Part Time","West Germany","","","",""
"1 Strongly disagree","2011","Part Time","East Germany","","","",""
"1 Strongly disagree","2011","Not Working","West Germany","","","",""
"1 Strongly disagree","2011","Not Working","East Germany","","","",""
"2 on scale 1-7 ","2011","Full Time","West Germany","","","",""
"2 on scale 1-7 ","2011","Full Time","East Germany","","","",""
"2 on scale 1-7 ","2011","Part Time","West Germany","","","",""
"2 on scale 1-7 ","2011","Part Time","East Germany","","","",""
"2 on scale 1-7 ","2011","Not Working","West Germany","","","",""
"2 on scale 1-7 ","2011","Not Working","East Germany","","","",""
"3 on scale 1-7 ","2011","Full Time","West Germany","","","",""
"3 on scale 1-7 ","2011","Full Time","East Germany","","","",""
"3 on scale 1-7 ","2011","Part Time","West Germany","","","",""
"3 on scale 1-7 ","2011","Part Time","East Germany","","","",""
"3 on scale 1-7 ","2011","Not Working","West Germany","","","",""
"3 on scale 1-7 ","2011","Not Working","East Germany","","","",""
"4 on scale 1-7","2011","Full Time","West Germany","","","",""
"4 on scale 1-7","2011","Full Time","East Germany","","","",""
"4 on scale 1-7","2011","Part Time","West Germany","","","",""
"4 on scale 1-7","2011","Part Time","East Germany","","","",""
"4 on scale 1-7","2011","Not Working","West Germany","","","",""
"4 on scale 1-7","2011","Not Working","East Germany","","","",""
"5 on scale 1-7","2011","Full Time","West Germany","","","",""
"5 on scale 1-7","2011","Full Time","East Germany","","","",""
"5 on scale 1-7","2011","Part Time","West Germany","","","",""
"5 on scale 1-7","2011","Part Time","East Germany","","","",""
"5 on scale 1-7","2011","Not Working","West Germany","","","",""
"5 on scale 1-7","2011","Not Working","East Germany","","","",""
"6 on scale 1-7","2011","Full Time","West Germany","","","",""
"6 on scale 1-7","2011","Full Time","East Germany","","","",""
"6 on scale 1-7","2011","Part Time","West Germany","","","",""
"6 on scale 1-7","2011","Part Time","East Germany","","","",""
"6 on scale 1-7","2011","Not Working","West Germany","","","",""
"6 on scale 1-7","2011","Not Working","East Germany","","","",""
"7 Strongly agree","2011","Full Time","West Germany","","","",""
"7 Strongly agree","2011","Full Time","East Germany","","","",""
"7 Strongly agree","2011","Part Time","West Germany","","","",""
"7 Strongly agree","2011","Part Time","East Germany","","","",""
"7 Strongly agree","2011","Not Working","West Germany","","","",""
"7 Strongly agree","2011","Not Working","East Germany","","","",""
"1 Strongly disagree","2012","Full Time","West Germany","","","",""
"1 Strongly disagree","2012","Full Time","East Germany","","","",""
"1 Strongly disagree","2012","Part Time","West Germany","","","",""
"1 Strongly disagree","2012","Part Time","East Germany","","","",""
"1 Strongly disagree","2012","Not Working","West Germany","","","",""
"1 Strongly disagree","2012","Not Working","East Germany","","","",""
"2 on scale 1-7 ","2012","Full Time","West Germany","","","",""
"2 on scale 1-7 ","2012","Full Time","East Germany","","","",""
"2 on scale 1-7 ","2012","Part Time","West Germany","","","",""
"2 on scale 1-7 ","2012","Part Time","East Germany","","","",""
"2 on scale 1-7 ","2012","Not Working","West Germany","","","",""
"2 on scale 1-7 ","2012","Not Working","East Germany","","","",""
"3 on scale 1-7 ","2012","Full Time","West Germany","","","",""
"3 on scale 1-7 ","2012","Full Time","East Germany","","","",""
"3 on scale 1-7 ","2012","Part Time","West Germany","","","",""
"3 on scale 1-7 ","2012","Part Time","East Germany","","","",""
"3 on scale 1-7 ","2012","Not Working","West Germany","","","",""
"3 on scale 1-7 ","2012","Not Working","East Germany","","","",""
"4 on scale 1-7","2012","Full Time","West Germany","","","",""
"4 on scale 1-7","2012","Full Time","East Germany","","","",""
"4 on scale 1-7","2012","Part Time","West Germany","","","",""
"4 on scale 1-7","2012","Part Time","East Germany","","","",""
"4 on scale 1-7","2012","Not Working","West Germany","","","",""
"4 on scale 1-7","2012","Not Working","East Germany","","","",""
"5 on scale 1-7","2012","Full Time","West Germany","","","",""
"5 on scale 1-7","2012","Full Time","East Germany","","","",""
"5 on scale 1-7","2012","Part Time","West Germany","","","",""
"5 on scale 1-7","2012","Part Time","East Germany","","","",""
"5 on scale 1-7","2012","Not Working","West Germany","","","",""
"5 on scale 1-7","2012","Not Working","East Germany","","","",""
"6 on scale 1-7","2012","Full Time","West Germany","","","",""
"6 on scale 1-7","2012","Full Time","East Germany","","","",""
"6 on scale 1-7","2012","Part Time","West Germany","","","",""
"6 on scale 1-7","2012","Part Time","East Germany","","","",""
"6 on scale 1-7","2012","Not Working","West Germany","","","",""
"6 on scale 1-7","2012","Not Working","East Germany","","","",""
"7 Strongly agree","2012","Full Time","West Germany","","","",""
"7 Strongly agree","2012","Full Time","East Germany","","","",""
"7 Strongly agree","2012","Part Time","West Germany","","","",""
"7 Strongly agree","2012","Part Time","East Germany","","","",""
"7 Strongly agree","2012","Not Working","West Germany","","","",""
"7 Strongly agree","2012","Not Working","East Germany","","","",""
"1 Strongly disagree","2013","Full Time","West Germany","","","",""
"1 Strongly disagree","2013","Full Time","East Germany","","","",""
"1 Strongly disagree","2013","Part Time","West Germany","","","",""
"1 Strongly disagree","2013","Part Time","East Germany","","","",""
"1 Strongly disagree","2013","Not Working","West Germany","","","",""
"1 Strongly disagree","2013","Not Working","East Germany","","","",""
"2 on scale 1-7 ","2013","Full Time","West Germany","","","",""
"2 on scale 1-7 ","2013","Full Time","East Germany","","","",""
"2 on scale 1-7 ","2013","Part Time","West Germany","","","",""
"2 on scale 1-7 ","2013","Part Time","East Germany","","","",""
"2 on scale 1-7 ","2013","Not Working","West Germany","","","",""
"2 on scale 1-7 ","2013","Not Working","East Germany","","","",""
"3 on scale 1-7 ","2013","Full Time","West Germany","","","",""
"3 on scale 1-7 ","2013","Full Time","East Germany","","","",""
"3 on scale 1-7 ","2013","Part Time","West Germany","","","",""
"3 on scale 1-7 ","2013","Part Time","East Germany","","","",""
"3 on scale 1-7 ","2013","Not Working","West Germany","","","",""
"3 on scale 1-7 ","2013","Not Working","East Germany","","","",""
"4 on scale 1-7","2013","Full Time","West Germany","","","",""
"4 on scale 1-7","2013","Full Time","East Germany","","","",""
"4 on scale 1-7","2013","Part Time","West Germany","","","",""
"4 on scale 1-7","2013","Part Time","East Germany","","","",""
"4 on scale 1-7","2013","Not Working","West Germany","","","",""
"4 on scale 1-7","2013","Not Working","East Germany","","","",""
"5 on scale 1-7","2013","Full Time","West Germany","","","",""
"5 on scale 1-7","2013","Full Time","East Germany","","","",""
"5 on scale 1-7","2013","Part Time","West Germany","","","",""
"5 on scale 1-7","2013","Part Time","East Germany","","","",""
"5 on scale 1-7","2013","Not Working","West Germany","","","",""
"5 on scale 1-7","2013","Not Working","East Germany","","","",""
"6 on scale 1-7","2013","Full Time","West Germany","","","",""
"6 on scale 1-7","2013","Full Time","East Germany","","","",""
"6 on scale 1-7","2013","Part Time","West Germany","","","",""
"6 on scale 1-7","2013","Part Time","East Germany","","","",""
"6 on scale 1-7","2013","Not Working","West Germany","","","",""
"6 on scale 1-7","2013","Not Working","East Germany","","","",""
"7 Strongly agree","2013","Full Time","West Germany","","","",""
"7 Strongly agree","2013","Full Time","East Germany","","","",""
"7 Strongly agree","2013","Part Time","West Germany","","","",""
"7 Strongly agree","2013","Part Time","East Germany","","","",""
"7 Strongly agree","2013","Not Working","West Germany","","","",""
"7 Strongly agree","2013","Not Working","East Germany","","","",""
"1 Strongly disagree","2014","Full Time","West Germany","","","",""
"1 Strongly disagree","2014","Full Time","East Germany","","","",""
"1 Strongly disagree","2014","Part Time","West Germany","","","",""
"1 Strongly disagree","2014","Part Time","East Germany","","","",""
"1 Strongly disagree","2014","Not Working","West Germany","","","",""
"1 Strongly disagree","2014","Not Working","East Germany","","","",""
"2 on scale 1-7 ","2014","Full Time","West Germany","","","",""
"2 on scale 1-7 ","2014","Full Time","East Germany","","","",""
"2 on scale 1-7 ","2014","Part Time","West Germany","","","",""
"2 on scale 1-7 ","2014","Part Time","East Germany","","","",""
"2 on scale 1-7 ","2014","Not Working","West Germany","","","",""
"2 on scale 1-7 ","2014","Not Working","East Germany","","","",""
"3 on scale 1-7 ","2014","Full Time","West Germany","","","",""
"3 on scale 1-7 ","2014","Full Time","East Germany","","","",""
"3 on scale 1-7 ","2014","Part Time","West Germany","","","",""
"3 on scale 1-7 ","2014","Part Time","East Germany","","","",""
"3 on scale 1-7 ","2014","Not Working","West Germany","","","",""
"3 on scale 1-7 ","2014","Not Working","East Germany","","","",""
"4 on scale 1-7","2014","Full Time","West Germany","","","",""
"4 on scale 1-7","2014","Full Time","East Germany","","","",""
"4 on scale 1-7","2014","Part Time","West Germany","","","",""
"4 on scale 1-7","2014","Part Time","East Germany","","","",""
"4 on scale 1-7","2014","Not Working","West Germany","","","",""
"4 on scale 1-7","2014","Not Working","East Germany","","","",""
"5 on scale 1-7","2014","Full Time","West Germany","","","",""
"5 on scale 1-7","2014","Full Time","East Germany","","","",""
"5 on scale 1-7","2014","Part Time","West Germany","","","",""
"5 on scale 1-7","2014","Part Time","East Germany","","","",""
"5 on scale 1-7","2014","Not Working","West Germany","","","",""
"5 on scale 1-7","2014","Not Working","East Germany","","","",""
"6 on scale 1-7","2014","Full Time","West Germany","","","",""
"6 on scale 1-7","2014","Full Time","East Germany","","","",""
"6 on scale 1-7","2014","Part Time","West Germany","","","",""
"6 on scale 1-7","2014","Part Time","East Germany","","","",""
"6 on scale 1-7","2014","Not Working","West Germany","","","",""
"6 on scale 1-7","2014","Not Working","East Germany","","","",""
"7 Strongly agree","2014","Full Time","West Germany","","","",""
"7 Strongly agree","2014","Full Time","East Germany","","","",""
"7 Strongly agree","2014","Part Time","West Germany","","","",""
"7 Strongly agree","2014","Part Time","East Germany","","","",""
"7 Strongly agree","2014","Not Working","West Germany","","","",""
"7 Strongly agree","2014","Not Working","East Germany","","","",""
"1 Strongly disagree","2015","Full Time","West Germany","25","","",""
"1 Strongly disagree","2015","Full Time","East Germany","9","","",""
"1 Strongly disagree","2015","Part Time","West Germany","21","","",""
"1 Strongly disagree","2015","Part Time","East Germany","4","","",""
"1 Strongly disagree","2015","Not Working","West Germany","24","","",""
"1 Strongly disagree","2015","Not Working","East Germany","12","","",""
"2 on scale 1-7 ","2015","Full Time","West Germany","34","0.00419169523555092","0.00272980980041803","0.00565358067068382"
"2 on scale 1-7 ","2015","Full Time","East Germany","7","","",""
"2 on scale 1-7 ","2015","Part Time","West Germany","31","0.00389212919103975","0.00229913993835351","0.00548511844372599"
"2 on scale 1-7 ","2015","Part Time","East Germany","7","","",""
