"plh0206i01","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","West Germany","36","0.0314889020568494","0.0220103858904462","0.0409674182232526"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","East Germany","3","","",""
"4 on scale 1-7","2005","(3a) lower tertiary education","West Germany","27","","",""
"4 on scale 1-7","2005","(3a) lower tertiary education","East Germany","12","","",""
"4 on scale 1-7","2005","(3b) higher tertiary education","West Germany","34","0.0182430506802077","0.0122693246543479","0.0242167767060675"
"4 on scale 1-7","2005","(3b) higher tertiary education","East Germany","14","","",""
"5 on scale 1-7","2005","(0) in school","West Germany","72","0.152292874287705","0.120924245751292","0.183661502824118"
"5 on scale 1-7","2005","(0) in school","East Germany","20","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","West Germany","20","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","East Germany","1","","",""
"5 on scale 1-7","2005","(1b) general elementary school","West Germany","165","0.0947753589400249","0.0806595347380911","0.108891183141959"
"5 on scale 1-7","2005","(1b) general elementary school","East Germany","18","","",""
"5 on scale 1-7","2005","(1c) basic vocational qualification","West Germany","373","0.0811623938458507","0.0733006294145348","0.0890241582771666"
"5 on scale 1-7","2005","(1c) basic vocational qualification","East Germany","94","0.077464152676954","0.0616014301161241","0.0933268752377838"
"5 on scale 1-7","2005","(2b) intermediate general qualification","West Germany","39","0.0768479074183587","0.0519324718885957","0.101763342948122"
"5 on scale 1-7","2005","(2b) intermediate general qualification","East Germany","15","","",""
"5 on scale 1-7","2005","(2a) intermediate vocational","West Germany","206","0.0664733561720574","0.0577028539091249","0.0752438584349899"
"5 on scale 1-7","2005","(2a) intermediate vocational","East Germany","105","0.0571867617355269","0.0461683457137044","0.0682051777573494"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","West Germany","54","0.104793629470205","0.080507600483914","0.129079658456496"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","East Germany","19","","",""
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","West Germany","96","0.0779886093897774","0.0634342522766339","0.0925429665029208"
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","East Germany","11","","",""
"5 on scale 1-7","2005","(3a) lower tertiary education","West Germany","76","0.0899501466908534","0.0721098057947004","0.107790487587006"
"5 on scale 1-7","2005","(3a) lower tertiary education","East Germany","49","0.0831319355093703","0.062053287446558","0.104210583572183"
"5 on scale 1-7","2005","(3b) higher tertiary education","West Germany","166","0.095733626794457","0.0826002917751145","0.1088669618138"
"5 on scale 1-7","2005","(3b) higher tertiary education","East Germany","34","0.0641423209920919","0.0444060782884388","0.083878563695745"
"6 on scale 1-7","2005","(0) in school","West Germany","143","0.26939681170079","0.230664819999178","0.308128803402401"
"6 on scale 1-7","2005","(0) in school","East Germany","34","0.192125096829259","0.128437695019096","0.255812498639422"
"6 on scale 1-7","2005","(1a) inadequately completed","West Germany","40","0.184287571000449","0.133626613386145","0.234948528614753"
"6 on scale 1-7","2005","(1a) inadequately completed","East Germany","2","","",""
"6 on scale 1-7","2005","(1b) general elementary school","West Germany","357","0.209980600643685","0.190352024224566","0.229609177062805"
"6 on scale 1-7","2005","(1b) general elementary school","East Germany","61","0.272571017315704","0.212346464843373","0.332795569788035"
"6 on scale 1-7","2005","(1c) basic vocational qualification","West Germany","1012","0.208472906378089","0.196778426124874","0.220167386631303"
"6 on scale 1-7","2005","(1c) basic vocational qualification","East Germany","268","0.248334706029643","0.222697737265909","0.273971674793377"
"6 on scale 1-7","2005","(2b) intermediate general qualification","West Germany","109","0.194752505893954","0.157708149896615","0.231796861891293"
"6 on scale 1-7","2005","(2b) intermediate general qualification","East Germany","39","0.244464220747187","0.173527075763313","0.315401365731061"
"6 on scale 1-7","2005","(2a) intermediate vocational","West Germany","794","0.245469231083396","0.23031707933034","0.260621382836451"
"6 on scale 1-7","2005","(2a) intermediate vocational","East Germany","410","0.229827475216364","0.209863199391643","0.249791751041086"
"6 on scale 1-7","2005","(2c_gen) general maturity certificate","West Germany","197","0.317936808629545","0.281012684900663","0.354860932358427"
"6 on scale 1-7","2005","(2c_gen) general maturity certificate","East Germany","48","0.248470636075511","0.186369130128032","0.31057214202299"
"6 on scale 1-7","2005","(2c_voc) vocational maturity certificate","West Germany","327","0.243029577757202","0.219749827516468","0.266309327997935"
"6 on scale 1-7","2005","(2c_voc) vocational maturity certificate","East Germany","58","0.267546854936196","0.207957318121871","0.32713639175052"
"6 on scale 1-7","2005","(3a) lower tertiary education","West Germany","280","0.248744015233048","0.221788979534672","0.275699050931425"
"6 on scale 1-7","2005","(3a) lower tertiary education","East Germany","161","0.233659790643715","0.201351931409387","0.265967649878042"
"6 on scale 1-7","2005","(3b) higher tertiary education","West Germany","559","0.267959566297752","0.248190018106467","0.287729114489037"
"6 on scale 1-7","2005","(3b) higher tertiary education","East Germany","170","0.236978616507129","0.202724704947946","0.271232528066312"
"7 Strongly agree","2005","(0) in school","West Germany","260","0.51986566076301","0.476248260923288","0.563483060602732"
"7 Strongly agree","2005","(0) in school","East Germany","87","0.625408061858094","0.547164182558423","0.703651941157764"
"7 Strongly agree","2005","(1a) inadequately completed","West Germany","147","0.675848935791483","0.614690640011082","0.737007231571884"
"7 Strongly agree","2005","(1a) inadequately completed","East Germany","14","","",""
"7 Strongly agree","2005","(1b) general elementary school","West Germany","1027","0.630132954961787","0.606867087282444","0.65339882264113"
"7 Strongly agree","2005","(1b) general elementary school","East Germany","112","0.547653273804328","0.480335923464006","0.614970624144651"
"7 Strongly agree","2005","(1c) basic vocational qualification","West Germany","3049","0.666337206387056","0.652762696928694","0.679911715845417"
"7 Strongly agree","2005","(1c) basic vocational qualification","East Germany","683","0.631428515123911","0.602802646276609","0.660054383971213"
"7 Strongly agree","2005","(2b) intermediate general qualification","West Germany","267","0.647785690271178","0.603103443352388","0.692467937189968"
"7 Strongly agree","2005","(2b) intermediate general qualification","East Germany","81","0.615439014335108","0.535139363331697","0.695738665338519"
"7 Strongly agree","2005","(2a) intermediate vocational","West Germany","2020","0.662094127381447","0.645441029272786","0.678747225490108"
"7 Strongly agree","2005","(2a) intermediate vocational","East Germany","1139","0.689320184374822","0.667360525231718","0.711279843517927"
"7 Strongly agree","2005","(2c_gen) general maturity certificate","West Germany","338","0.524278697505849","0.484679636169492","0.563877758842206"
"7 Strongly agree","2005","(2c_gen) general maturity certificate","East Germany","114","0.652073154695019","0.583621531807863","0.720524777582176"
"7 Strongly agree","2005","(2c_voc) vocational maturity certificate","West Germany","830","0.640504014790022","0.614459441537497","0.666548588042547"
"7 Strongly agree","2005","(2c_voc) vocational maturity certificate","East Germany","140","0.644025455896671","0.579572750927671","0.708478160865671"
"7 Strongly agree","2005","(3a) lower tertiary education","West Germany","591","0.617362304181214","0.587055960137776","0.647668648224652"
"7 Strongly agree","2005","(3a) lower tertiary education","East Germany","430","0.652182179711462","0.615818672620895","0.688545686802028"
"7 Strongly agree","2005","(3b) higher tertiary education","West Germany","1153","0.609713343034388","0.587938788554112","0.631487897514663"
"7 Strongly agree","2005","(3b) higher tertiary education","East Germany","368","0.664913355704377","0.626890185374525","0.70293652603423"
"1 Strongly disagree","2006","(0) in school","West Germany","","","",""
"1 Strongly disagree","2006","(0) in school","East Germany","","","",""
"1 Strongly disagree","2006","(1a) inadequately completed","West Germany","","","",""
"1 Strongly disagree","2006","(1a) inadequately completed","East Germany","","","",""
"1 Strongly disagree","2006","(1b) general elementary school","West Germany","","","",""
"1 Strongly disagree","2006","(1b) general elementary school","East Germany","","","",""
"1 Strongly disagree","2006","(1c) basic vocational qualification","West Germany","","","",""
"1 Strongly disagree","2006","(1c) basic vocational qualification","East Germany","","","",""
"1 Strongly disagree","2006","(2b) intermediate general qualification","West Germany","","","",""
"1 Strongly disagree","2006","(2b) intermediate general qualification","East Germany","","","",""
"1 Strongly disagree","2006","(2a) intermediate vocational","West Germany","","","",""
"1 Strongly disagree","2006","(2a) intermediate vocational","East Germany","","","",""
"1 Strongly disagree","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"1 Strongly disagree","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"1 Strongly disagree","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"1 Strongly disagree","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"1 Strongly disagree","2006","(3a) lower tertiary education","West Germany","","","",""
"1 Strongly disagree","2006","(3a) lower tertiary education","East Germany","","","",""
"1 Strongly disagree","2006","(3b) higher tertiary education","West Germany","","","",""
"1 Strongly disagree","2006","(3b) higher tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2006","(0) in school","West Germany","","","",""
"2 on scale 1-7 ","2006","(0) in school","East Germany","","","",""
"2 on scale 1-7 ","2006","(1a) inadequately completed","West Germany","","","",""
"2 on scale 1-7 ","2006","(1a) inadequately completed","East Germany","","","",""
"2 on scale 1-7 ","2006","(1b) general elementary school","West Germany","","","",""
"2 on scale 1-7 ","2006","(1b) general elementary school","East Germany","","","",""
"2 on scale 1-7 ","2006","(1c) basic vocational qualification","West Germany","","","",""
"2 on scale 1-7 ","2006","(1c) basic vocational qualification","East Germany","","","",""
"2 on scale 1-7 ","2006","(2b) intermediate general qualification","West Germany","","","",""
"2 on scale 1-7 ","2006","(2b) intermediate general qualification","East Germany","","","",""
"2 on scale 1-7 ","2006","(2a) intermediate vocational","West Germany","","","",""
"2 on scale 1-7 ","2006","(2a) intermediate vocational","East Germany","","","",""
"2 on scale 1-7 ","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2006","(3a) lower tertiary education","West Germany","","","",""
"2 on scale 1-7 ","2006","(3a) lower tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2006","(3b) higher tertiary education","West Germany","","","",""
"2 on scale 1-7 ","2006","(3b) higher tertiary education","East Germany","","","",""
"3 on scale 1-7 ","2006","(0) in school","West Germany","","","",""
"3 on scale 1-7 ","2006","(0) in school","East Germany","","","",""
"3 on scale 1-7 ","2006","(1a) inadequately completed","West Germany","","","",""
"3 on scale 1-7 ","2006","(1a) inadequately completed","East Germany","","","",""
"3 on scale 1-7 ","2006","(1b) general elementary school","West Germany","","","",""
"3 on scale 1-7 ","2006","(1b) general elementary school","East Germany","","","",""
"3 on scale 1-7 ","2006","(1c) basic vocational qualification","West Germany","","","",""
"3 on scale 1-7 ","2006","(1c) basic vocational qualification","East Germany","","","",""
"3 on scale 1-7 ","2006","(2b) intermediate general qualification","West Germany","","","",""
"3 on scale 1-7 ","2006","(2b) intermediate general qualification","East Germany","","","",""
"3 on scale 1-7 ","2006","(2a) intermediate vocational","West Germany","","","",""
"3 on scale 1-7 ","2006","(2a) intermediate vocational","East Germany","","","",""
"3 on scale 1-7 ","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"3 on scale 1-7 ","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"3 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"3 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"3 on scale 1-7 ","2006","(3a) lower tertiary education","West Germany","","","",""
"3 on scale 1-7 ","2006","(3a) lower tertiary education","East Germany","","","",""
"3 on scale 1-7 ","2006","(3b) higher tertiary education","West Germany","","","",""
"3 on scale 1-7 ","2006","(3b) higher tertiary education","East Germany","","","",""
"4 on scale 1-7","2006","(0) in school","West Germany","","","",""
"4 on scale 1-7","2006","(0) in school","East Germany","","","",""
"4 on scale 1-7","2006","(1a) inadequately completed","West Germany","","","",""
"4 on scale 1-7","2006","(1a) inadequately completed","East Germany","","","",""
"4 on scale 1-7","2006","(1b) general elementary school","West Germany","","","",""
"4 on scale 1-7","2006","(1b) general elementary school","East Germany","","","",""
"4 on scale 1-7","2006","(1c) basic vocational qualification","West Germany","","","",""
"4 on scale 1-7","2006","(1c) basic vocational qualification","East Germany","","","",""
"4 on scale 1-7","2006","(2b) intermediate general qualification","West Germany","","","",""
"4 on scale 1-7","2006","(2b) intermediate general qualification","East Germany","","","",""
"4 on scale 1-7","2006","(2a) intermediate vocational","West Germany","","","",""
"4 on scale 1-7","2006","(2a) intermediate vocational","East Germany","","","",""
"4 on scale 1-7","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"4 on scale 1-7","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"4 on scale 1-7","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"4 on scale 1-7","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"4 on scale 1-7","2006","(3a) lower tertiary education","West Germany","","","",""
"4 on scale 1-7","2006","(3a) lower tertiary education","East Germany","","","",""
"4 on scale 1-7","2006","(3b) higher tertiary education","West Germany","","","",""
"4 on scale 1-7","2006","(3b) higher tertiary education","East Germany","","","",""
"5 on scale 1-7","2006","(0) in school","West Germany","","","",""
"5 on scale 1-7","2006","(0) in school","East Germany","","","",""
"5 on scale 1-7","2006","(1a) inadequately completed","West Germany","","","",""
"5 on scale 1-7","2006","(1a) inadequately completed","East Germany","","","",""
"5 on scale 1-7","2006","(1b) general elementary school","West Germany","","","",""
"5 on scale 1-7","2006","(1b) general elementary school","East Germany","","","",""
"5 on scale 1-7","2006","(1c) basic vocational qualification","West Germany","","","",""
"5 on scale 1-7","2006","(1c) basic vocational qualification","East Germany","","","",""
"5 on scale 1-7","2006","(2b) intermediate general qualification","West Germany","","","",""
"5 on scale 1-7","2006","(2b) intermediate general qualification","East Germany","","","",""
"5 on scale 1-7","2006","(2a) intermediate vocational","West Germany","","","",""
"5 on scale 1-7","2006","(2a) intermediate vocational","East Germany","","","",""
"5 on scale 1-7","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"5 on scale 1-7","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"5 on scale 1-7","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"5 on scale 1-7","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"5 on scale 1-7","2006","(3a) lower tertiary education","West Germany","","","",""
"5 on scale 1-7","2006","(3a) lower tertiary education","East Germany","","","",""
"5 on scale 1-7","2006","(3b) higher tertiary education","West Germany","","","",""
"5 on scale 1-7","2006","(3b) higher tertiary education","East Germany","","","",""
"6 on scale 1-7","2006","(0) in school","West Germany","","","",""
"6 on scale 1-7","2006","(0) in school","East Germany","","","",""
"6 on scale 1-7","2006","(1a) inadequately completed","West Germany","","","",""
"6 on scale 1-7","2006","(1a) inadequately completed","East Germany","","","",""
"6 on scale 1-7","2006","(1b) general elementary school","West Germany","","","",""
"6 on scale 1-7","2006","(1b) general elementary school","East Germany","","","",""
"6 on scale 1-7","2006","(1c) basic vocational qualification","West Germany","","","",""
"6 on scale 1-7","2006","(1c) basic vocational qualification","East Germany","","","",""
"6 on scale 1-7","2006","(2b) intermediate general qualification","West Germany","","","",""
"6 on scale 1-7","2006","(2b) intermediate general qualification","East Germany","","","",""
"6 on scale 1-7","2006","(2a) intermediate vocational","West Germany","","","",""
"6 on scale 1-7","2006","(2a) intermediate vocational","East Germany","","","",""
"6 on scale 1-7","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"6 on scale 1-7","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"6 on scale 1-7","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"6 on scale 1-7","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"6 on scale 1-7","2006","(3a) lower tertiary education","West Germany","","","",""
"6 on scale 1-7","2006","(3a) lower tertiary education","East Germany","","","",""
"6 on scale 1-7","2006","(3b) higher tertiary education","West Germany","","","",""
"6 on scale 1-7","2006","(3b) higher tertiary education","East Germany","","","",""
"7 Strongly agree","2006","(0) in school","West Germany","","","",""
"7 Strongly agree","2006","(0) in school","East Germany","","","",""
"7 Strongly agree","2006","(1a) inadequately completed","West Germany","","","",""
"7 Strongly agree","2006","(1a) inadequately completed","East Germany","","","",""
"7 Strongly agree","2006","(1b) general elementary school","West Germany","","","",""
"7 Strongly agree","2006","(1b) general elementary school","East Germany","","","",""
"7 Strongly agree","2006","(1c) basic vocational qualification","West Germany","","","",""
"7 Strongly agree","2006","(1c) basic vocational qualification","East Germany","","","",""
"7 Strongly agree","2006","(2b) intermediate general qualification","West Germany","","","",""
"7 Strongly agree","2006","(2b) intermediate general qualification","East Germany","","","",""
"7 Strongly agree","2006","(2a) intermediate vocational","West Germany","","","",""
"7 Strongly agree","2006","(2a) intermediate vocational","East Germany","","","",""
"7 Strongly agree","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"7 Strongly agree","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"7 Strongly agree","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"7 Strongly agree","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"7 Strongly agree","2006","(3a) lower tertiary education","West Germany","","","",""
"7 Strongly agree","2006","(3a) lower tertiary education","East Germany","","","",""
"7 Strongly agree","2006","(3b) higher tertiary education","West Germany","","","",""
"7 Strongly agree","2006","(3b) higher tertiary education","East Germany","","","",""
"1 Strongly disagree","2007","(0) in school","West Germany","","","",""
"1 Strongly disagree","2007","(0) in school","East Germany","","","",""
"1 Strongly disagree","2007","(1a) inadequately completed","West Germany","","","",""
"1 Strongly disagree","2007","(1a) inadequately completed","East Germany","","","",""
"1 Strongly disagree","2007","(1b) general elementary school","West Germany","","","",""
"1 Strongly disagree","2007","(1b) general elementary school","East Germany","","","",""
"1 Strongly disagree","2007","(1c) basic vocational qualification","West Germany","","","",""
"1 Strongly disagree","2007","(1c) basic vocational qualification","East Germany","","","",""
"1 Strongly disagree","2007","(2b) intermediate general qualification","West Germany","","","",""
"1 Strongly disagree","2007","(2b) intermediate general qualification","East Germany","","","",""
"1 Strongly disagree","2007","(2a) intermediate vocational","West Germany","","","",""
"1 Strongly disagree","2007","(2a) intermediate vocational","East Germany","","","",""
"1 Strongly disagree","2007","(2c_gen) general maturity certificate","West Germany","","","",""
"1 Strongly disagree","2007","(2c_gen) general maturity certificate","East Germany","","","",""
"1 Strongly disagree","2007","(2c_voc) vocational maturity certificate","West Germany","","","",""
"1 Strongly disagree","2007","(2c_voc) vocational maturity certificate","East Germany","","","",""
"1 Strongly disagree","2007","(3a) lower tertiary education","West Germany","","","",""
"1 Strongly disagree","2007","(3a) lower tertiary education","East Germany","","","",""
"1 Strongly disagree","2007","(3b) higher tertiary education","West Germany","","","",""
"1 Strongly disagree","2007","(3b) higher tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2007","(0) in school","West Germany","","","",""
"2 on scale 1-7 ","2007","(0) in school","East Germany","","","",""
"2 on scale 1-7 ","2007","(1a) inadequately completed","West Germany","","","",""
"2 on scale 1-7 ","2007","(1a) inadequately completed","East Germany","","","",""
"2 on scale 1-7 ","2007","(1b) general elementary school","West Germany","","","",""
"2 on scale 1-7 ","2007","(1b) general elementary school","East Germany","","","",""
"2 on scale 1-7 ","2007","(1c) basic vocational qualification","West Germany","","","",""
"2 on scale 1-7 ","2007","(1c) basic vocational qualification","East Germany","","","",""
"2 on scale 1-7 ","2007","(2b) intermediate general qualification","West Germany","","","",""
"2 on scale 1-7 ","2007","(2b) intermediate general qualification","East Germany","","","",""
"2 on scale 1-7 ","2007","(2a) intermediate vocational","West Germany","","","",""
"2 on scale 1-7 ","2007","(2a) intermediate vocational","East Germany","","","",""
"2 on scale 1-7 ","2007","(2c_gen) general maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2007","(2c_gen) general maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2007","(3a) lower tertiary education","West Germany","","","",""
"2 on scale 1-7 ","2007","(3a) lower tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2007","(3b) higher tertiary education","West Germany","","","",""
"2 on scale 1-7 ","2007","(3b) higher tertiary education","East Germany","","","",""
"3 on scale 1-7 ","2007","(0) in school","West Germany","","","",""
"3 on scale 1-7 ","2007","(0) in school","East Germany","","","",""
"3 on scale 1-7 ","2007","(1a) inadequately completed","West Germany","","","",""
"3 on scale 1-7 ","2007","(1a) inadequately completed","East Germany","","","",""
"3 on scale 1-7 ","2007","(1b) general elementary school","West Germany","","","",""
"3 on scale 1-7 ","2007","(1b) general elementary school","East Germany","","","",""
"3 on scale 1-7 ","2007","(1c) basic vocational qualification","West Germany","","","",""
"3 on scale 1-7 ","2007","(1c) basic vocational qualification","East Germany","","","",""
"3 on scale 1-7 ","2007","(2b) intermediate general qualification","West Germany","","","",""
"3 on scale 1-7 ","2007","(2b) intermediate general qualification","East Germany","","","",""
"3 on scale 1-7 ","2007","(2a) intermediate vocational","West Germany","","","",""
"3 on scale 1-7 ","2007","(2a) intermediate vocational","East Germany","","","",""
"3 on scale 1-7 ","2007","(2c_gen) general maturity certificate","West Germany","","","",""
"3 on scale 1-7 ","2007","(2c_gen) general maturity certificate","East Germany","","","",""
"3 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","West Germany","","","",""
"3 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","East Germany","","","",""
"3 on scale 1-7 ","2007","(3a) lower tertiary education","West Germany","","","",""
"3 on scale 1-7 ","2007","(3a) lower tertiary education","East Germany","","","",""
"3 on scale 1-7 ","2007","(3b) higher tertiary education","West Germany","","","",""
"3 on scale 1-7 ","2007","(3b) higher tertiary education","East Germany","","","",""
