"plh0206i01","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2010","Urban Area","Female","3602","0.62152684204683","0.609061025878046","0.633992658215613"
"7 Strongly agree","2010","Rural Area","Male","1547","0.577626980169777","0.559101944175742","0.596152016163811"
"7 Strongly agree","2010","Rural Area","Female","1746","0.607591695457398","0.589908391391328","0.625274999523468"
"1 Strongly disagree","2011","Urban Area","Male","","","",""
"1 Strongly disagree","2011","Urban Area","Female","","","",""
"1 Strongly disagree","2011","Rural Area","Male","","","",""
"1 Strongly disagree","2011","Rural Area","Female","","","",""
"2 on scale 1-7 ","2011","Urban Area","Male","","","",""
"2 on scale 1-7 ","2011","Urban Area","Female","","","",""
"2 on scale 1-7 ","2011","Rural Area","Male","","","",""
"2 on scale 1-7 ","2011","Rural Area","Female","","","",""
"3 on scale 1-7 ","2011","Urban Area","Male","","","",""
"3 on scale 1-7 ","2011","Urban Area","Female","","","",""
"3 on scale 1-7 ","2011","Rural Area","Male","","","",""
"3 on scale 1-7 ","2011","Rural Area","Female","","","",""
"4 on scale 1-7","2011","Urban Area","Male","","","",""
"4 on scale 1-7","2011","Urban Area","Female","","","",""
"4 on scale 1-7","2011","Rural Area","Male","","","",""
"4 on scale 1-7","2011","Rural Area","Female","","","",""
"5 on scale 1-7","2011","Urban Area","Male","","","",""
"5 on scale 1-7","2011","Urban Area","Female","","","",""
"5 on scale 1-7","2011","Rural Area","Male","","","",""
"5 on scale 1-7","2011","Rural Area","Female","","","",""
"6 on scale 1-7","2011","Urban Area","Male","","","",""
"6 on scale 1-7","2011","Urban Area","Female","","","",""
"6 on scale 1-7","2011","Rural Area","Male","","","",""
"6 on scale 1-7","2011","Rural Area","Female","","","",""
"7 Strongly agree","2011","Urban Area","Male","","","",""
"7 Strongly agree","2011","Urban Area","Female","","","",""
"7 Strongly agree","2011","Rural Area","Male","","","",""
"7 Strongly agree","2011","Rural Area","Female","","","",""
"1 Strongly disagree","2012","Urban Area","Male","","","",""
"1 Strongly disagree","2012","Urban Area","Female","","","",""
"1 Strongly disagree","2012","Rural Area","Male","","","",""
"1 Strongly disagree","2012","Rural Area","Female","","","",""
"2 on scale 1-7 ","2012","Urban Area","Male","","","",""
"2 on scale 1-7 ","2012","Urban Area","Female","","","",""
"2 on scale 1-7 ","2012","Rural Area","Male","","","",""
"2 on scale 1-7 ","2012","Rural Area","Female","","","",""
"3 on scale 1-7 ","2012","Urban Area","Male","","","",""
"3 on scale 1-7 ","2012","Urban Area","Female","","","",""
"3 on scale 1-7 ","2012","Rural Area","Male","","","",""
"3 on scale 1-7 ","2012","Rural Area","Female","","","",""
"4 on scale 1-7","2012","Urban Area","Male","","","",""
"4 on scale 1-7","2012","Urban Area","Female","","","",""
"4 on scale 1-7","2012","Rural Area","Male","","","",""
"4 on scale 1-7","2012","Rural Area","Female","","","",""
"5 on scale 1-7","2012","Urban Area","Male","","","",""
"5 on scale 1-7","2012","Urban Area","Female","","","",""
"5 on scale 1-7","2012","Rural Area","Male","","","",""
"5 on scale 1-7","2012","Rural Area","Female","","","",""
"6 on scale 1-7","2012","Urban Area","Male","","","",""
"6 on scale 1-7","2012","Urban Area","Female","","","",""
"6 on scale 1-7","2012","Rural Area","Male","","","",""
"6 on scale 1-7","2012","Rural Area","Female","","","",""
"7 Strongly agree","2012","Urban Area","Male","","","",""
"7 Strongly agree","2012","Urban Area","Female","","","",""
"7 Strongly agree","2012","Rural Area","Male","","","",""
"7 Strongly agree","2012","Rural Area","Female","","","",""
"1 Strongly disagree","2013","Urban Area","Male","","","",""
"1 Strongly disagree","2013","Urban Area","Female","","","",""
"1 Strongly disagree","2013","Rural Area","Male","","","",""
"1 Strongly disagree","2013","Rural Area","Female","","","",""
"2 on scale 1-7 ","2013","Urban Area","Male","","","",""
"2 on scale 1-7 ","2013","Urban Area","Female","","","",""
"2 on scale 1-7 ","2013","Rural Area","Male","","","",""
"2 on scale 1-7 ","2013","Rural Area","Female","","","",""
"3 on scale 1-7 ","2013","Urban Area","Male","","","",""
"3 on scale 1-7 ","2013","Urban Area","Female","","","",""
"3 on scale 1-7 ","2013","Rural Area","Male","","","",""
"3 on scale 1-7 ","2013","Rural Area","Female","","","",""
"4 on scale 1-7","2013","Urban Area","Male","","","",""
"4 on scale 1-7","2013","Urban Area","Female","","","",""
"4 on scale 1-7","2013","Rural Area","Male","","","",""
"4 on scale 1-7","2013","Rural Area","Female","","","",""
"5 on scale 1-7","2013","Urban Area","Male","","","",""
"5 on scale 1-7","2013","Urban Area","Female","","","",""
"5 on scale 1-7","2013","Rural Area","Male","","","",""
"5 on scale 1-7","2013","Rural Area","Female","","","",""
"6 on scale 1-7","2013","Urban Area","Male","","","",""
"6 on scale 1-7","2013","Urban Area","Female","","","",""
"6 on scale 1-7","2013","Rural Area","Male","","","",""
"6 on scale 1-7","2013","Rural Area","Female","","","",""
"7 Strongly agree","2013","Urban Area","Male","","","",""
"7 Strongly agree","2013","Urban Area","Female","","","",""
"7 Strongly agree","2013","Rural Area","Male","","","",""
"7 Strongly agree","2013","Rural Area","Female","","","",""
"1 Strongly disagree","2014","Urban Area","Male","","","",""
"1 Strongly disagree","2014","Urban Area","Female","","","",""
"1 Strongly disagree","2014","Rural Area","Male","","","",""
"1 Strongly disagree","2014","Rural Area","Female","","","",""
"2 on scale 1-7 ","2014","Urban Area","Male","","","",""
"2 on scale 1-7 ","2014","Urban Area","Female","","","",""
"2 on scale 1-7 ","2014","Rural Area","Male","","","",""
"2 on scale 1-7 ","2014","Rural Area","Female","","","",""
"3 on scale 1-7 ","2014","Urban Area","Male","","","",""
"3 on scale 1-7 ","2014","Urban Area","Female","","","",""
"3 on scale 1-7 ","2014","Rural Area","Male","","","",""
"3 on scale 1-7 ","2014","Rural Area","Female","","","",""
"4 on scale 1-7","2014","Urban Area","Male","","","",""
"4 on scale 1-7","2014","Urban Area","Female","","","",""
"4 on scale 1-7","2014","Rural Area","Male","","","",""
"4 on scale 1-7","2014","Rural Area","Female","","","",""
"5 on scale 1-7","2014","Urban Area","Male","","","",""
"5 on scale 1-7","2014","Urban Area","Female","","","",""
"5 on scale 1-7","2014","Rural Area","Male","","","",""
"5 on scale 1-7","2014","Rural Area","Female","","","",""
"6 on scale 1-7","2014","Urban Area","Male","","","",""
"6 on scale 1-7","2014","Urban Area","Female","","","",""
"6 on scale 1-7","2014","Rural Area","Male","","","",""
"6 on scale 1-7","2014","Rural Area","Female","","","",""
"7 Strongly agree","2014","Urban Area","Male","","","",""
"7 Strongly agree","2014","Urban Area","Female","","","",""
"7 Strongly agree","2014","Rural Area","Male","","","",""
"7 Strongly agree","2014","Rural Area","Female","","","",""
"1 Strongly disagree","2015","Urban Area","Male","28","","",""
"1 Strongly disagree","2015","Urban Area","Female","33","0.00392095802926978","0.00266847657104568","0.00517343948749389"
"1 Strongly disagree","2015","Rural Area","Male","16","","",""
"1 Strongly disagree","2015","Rural Area","Female","18","","",""
"2 on scale 1-7 ","2015","Urban Area","Male","40","0.00515847175875769","0.00359444206255378","0.0067225014549616"
"2 on scale 1-7 ","2015","Urban Area","Female","57","0.00539672375868552","0.00392841177178608","0.00686503574558495"
"2 on scale 1-7 ","2015","Rural Area","Male","20","","",""
"2 on scale 1-7 ","2015","Rural Area","Female","11","","",""
"3 on scale 1-7 ","2015","Urban Area","Male","75","0.00786962268249869","0.00594046004704611","0.00979878531795127"
"3 on scale 1-7 ","2015","Urban Area","Female","66","0.00621206321460639","0.00463738035254356","0.00778674607666923"
"3 on scale 1-7 ","2015","Rural Area","Male","28","","",""
"3 on scale 1-7 ","2015","Rural Area","Female","43","0.0118376996682926","0.00880693185767906","0.0148684674789062"
"4 on scale 1-7","2015","Urban Area","Male","240","0.0248483420384616","0.0214498026856159","0.0282468813913073"
"4 on scale 1-7","2015","Urban Area","Female","276","0.0276332882442523","0.024348104749235","0.0309184717392695"
"4 on scale 1-7","2015","Rural Area","Male","137","0.0279390169594817","0.0229832810658767","0.0328947528530867"
"4 on scale 1-7","2015","Rural Area","Female","158","0.0319281230911291","0.0270015450896161","0.0368547010926422"
"5 on scale 1-7","2015","Urban Area","Male","664","0.0853591431033102","0.0792587498071073","0.0914595363995132"
"5 on scale 1-7","2015","Urban Area","Female","698","0.0760129745446552","0.0707016222610983","0.0813243268282122"
"5 on scale 1-7","2015","Rural Area","Male","402","0.100022232977","0.0909998761248444","0.109044589829155"
"5 on scale 1-7","2015","Rural Area","Female","401","0.0850926895120719","0.0772738996529638","0.0929114793711801"
"6 on scale 1-7","2015","Urban Area","Male","2318","0.29829698836803","0.288308296464511","0.308285680271548"
"6 on scale 1-7","2015","Urban Area","Female","2442","0.264809728672518","0.255966819767038","0.273652637577997"
"6 on scale 1-7","2015","Rural Area","Male","1222","0.292746773780101","0.279063520547868","0.306430027012335"
"6 on scale 1-7","2015","Rural Area","Female","1293","0.257061198791383","0.244815046627297","0.269307350955469"
"7 Strongly agree","2015","Urban Area","Male","4694","0.573420078858756","0.562622057902296","0.584218099815216"
"7 Strongly agree","2015","Urban Area","Female","5992","0.616014263536013","0.606267033006899","0.625761494065127"
"7 Strongly agree","2015","Rural Area","Male","2423","0.567069624942135","0.552169735076606","0.581969514807664"
"7 Strongly agree","2015","Rural Area","Female","2968","0.608880027974735","0.595205078579634","0.622554977369835"
"1 Strongly disagree","2016","Urban Area","Male","10","","",""
"1 Strongly disagree","2016","Urban Area","Female","8","","",""
"1 Strongly disagree","2016","Rural Area","Male","8","","",""
"1 Strongly disagree","2016","Rural Area","Female","4","","",""
"2 on scale 1-7 ","2016","Urban Area","Male","7","","",""
"2 on scale 1-7 ","2016","Urban Area","Female","3","","",""
"2 on scale 1-7 ","2016","Rural Area","Male","","","",""
"2 on scale 1-7 ","2016","Rural Area","Female","","","",""
"3 on scale 1-7 ","2016","Urban Area","Male","6","","",""
"3 on scale 1-7 ","2016","Urban Area","Female","12","","",""
"3 on scale 1-7 ","2016","Rural Area","Male","4","","",""
"3 on scale 1-7 ","2016","Rural Area","Female","2","","",""
"4 on scale 1-7","2016","Urban Area","Male","22","","",""
"4 on scale 1-7","2016","Urban Area","Female","11","","",""
"4 on scale 1-7","2016","Rural Area","Male","11","","",""
"4 on scale 1-7","2016","Rural Area","Female","10","","",""
"5 on scale 1-7","2016","Urban Area","Male","41","0.0463835770252509","0.0367895437059243","0.0559776103445774"
"5 on scale 1-7","2016","Urban Area","Female","28","","",""
"5 on scale 1-7","2016","Rural Area","Male","23","","",""
"5 on scale 1-7","2016","Rural Area","Female","7","","",""
"6 on scale 1-7","2016","Urban Area","Male","118","0.11735067398928","0.102669217790454","0.132032130188107"
"6 on scale 1-7","2016","Urban Area","Female","54","0.161081883185772","0.140248220084558","0.181915546286986"
"6 on scale 1-7","2016","Rural Area","Male","35","0.0503881802985706","0.0359356413620765","0.0648407192350646"
"6 on scale 1-7","2016","Rural Area","Female","17","","",""
"7 Strongly agree","2016","Urban Area","Male","1642","0.790236576463577","0.771663848929321","0.808809303997834"
"7 Strongly agree","2016","Urban Area","Female","1080","0.635627536045202","0.60835304674485","0.662902025345554"
"7 Strongly agree","2016","Rural Area","Male","799","0.868335161846172","0.845995049465515","0.890675274226829"
"7 Strongly agree","2016","Rural Area","Female","438","0.787693439098816","0.751033269949241","0.824353608248391"
"1 Strongly disagree","2017","Urban Area","Male","5","","",""
"1 Strongly disagree","2017","Urban Area","Female","","","",""
"1 Strongly disagree","2017","Rural Area","Male","3","","",""
"1 Strongly disagree","2017","Rural Area","Female","1","","",""
"2 on scale 1-7 ","2017","Urban Area","Male","","","",""
"2 on scale 1-7 ","2017","Urban Area","Female","","","",""
"2 on scale 1-7 ","2017","Rural Area","Male","2","","",""
"2 on scale 1-7 ","2017","Rural Area","Female","","","",""
"3 on scale 1-7 ","2017","Urban Area","Male","1","","",""
"3 on scale 1-7 ","2017","Urban Area","Female","1","","",""
"3 on scale 1-7 ","2017","Rural Area","Male","2","","",""
"3 on scale 1-7 ","2017","Rural Area","Female","1","","",""
"4 on scale 1-7","2017","Urban Area","Male","13","","",""
"4 on scale 1-7","2017","Urban Area","Female","7","","",""
"4 on scale 1-7","2017","Rural Area","Male","3","","",""
"4 on scale 1-7","2017","Rural Area","Female","3","","",""
"5 on scale 1-7","2017","Urban Area","Male","29","","",""
"5 on scale 1-7","2017","Urban Area","Female","24","","",""
"5 on scale 1-7","2017","Rural Area","Male","9","","",""
"5 on scale 1-7","2017","Rural Area","Female","7","","",""
"6 on scale 1-7","2017","Urban Area","Male","88","0.0705328279215749","0.056052137686173","0.0850135181569768"
"6 on scale 1-7","2017","Urban Area","Female","83","0.107828763569225","0.0875199053540219","0.128137621784428"
"6 on scale 1-7","2017","Rural Area","Male","27","","",""
"6 on scale 1-7","2017","Rural Area","Female","27","","",""
"7 Strongly agree","2017","Urban Area","Male","1065","0.884936468994548","0.866889615923853","0.902983322065244"
"7 Strongly agree","2017","Urban Area","Female","781","0.845418287416144","0.821747703993298","0.869088870838991"
"7 Strongly agree","2017","Rural Area","Male","407","0.884529258660596","0.855099204005904","0.913959313315289"
"7 Strongly agree","2017","Rural Area","Female","289","0.877560781327892","0.8420867906951","0.913034771960684"
"1 Strongly disagree","2018","Urban Area","Male","1","","",""
"1 Strongly disagree","2018","Urban Area","Female","","","",""
"1 Strongly disagree","2018","Rural Area","Male","","","",""
"1 Strongly disagree","2018","Rural Area","Female","","","",""
"2 on scale 1-7 ","2018","Urban Area","Male","1","","",""
"2 on scale 1-7 ","2018","Urban Area","Female","","","",""
"2 on scale 1-7 ","2018","Rural Area","Male","","","",""
"2 on scale 1-7 ","2018","Rural Area","Female","","","",""
"3 on scale 1-7 ","2018","Urban Area","Male","1","","",""
"3 on scale 1-7 ","2018","Urban Area","Female","","","",""
"3 on scale 1-7 ","2018","Rural Area","Male","","","",""
"3 on scale 1-7 ","2018","Rural Area","Female","","","",""
"4 on scale 1-7","2018","Urban Area","Male","1","","",""
"4 on scale 1-7","2018","Urban Area","Female","","","",""
"4 on scale 1-7","2018","Rural Area","Male","","","",""
"4 on scale 1-7","2018","Rural Area","Female","","","",""
"5 on scale 1-7","2018","Urban Area","Male","3","","",""
"5 on scale 1-7","2018","Urban Area","Female","5","","",""
"5 on scale 1-7","2018","Rural Area","Male","1","","",""
"5 on scale 1-7","2018","Rural Area","Female","4","","",""
"6 on scale 1-7","2018","Urban Area","Male","9","","",""
"6 on scale 1-7","2018","Urban Area","Female","15","","",""
"6 on scale 1-7","2018","Rural Area","Male","9","","",""
"6 on scale 1-7","2018","Rural Area","Female","6","","",""
"7 Strongly agree","2018","Urban Area","Male","107","0.877115479873849","0.819096176218426","0.935134783529272"
"7 Strongly agree","2018","Urban Area","Female","123","0.863691176329958","0.80745428591527","0.919928066744646"
"7 Strongly agree","2018","Rural Area","Male","64","0.914205295883892","0.850395943344387","0.978014648423397"
"7 Strongly agree","2018","Rural Area","Female","73","0.896385560900107","0.830821384342144","0.961949737458071"
"1 Strongly disagree","2019","Urban Area","Male","","","",""
"1 Strongly disagree","2019","Urban Area","Female","1","","",""
"1 Strongly disagree","2019","Rural Area","Male","","","",""
"1 Strongly disagree","2019","Rural Area","Female","","","",""
"2 on scale 1-7 ","2019","Urban Area","Male","","","",""
"2 on scale 1-7 ","2019","Urban Area","Female","1","","",""
"2 on scale 1-7 ","2019","Rural Area","Male","","","",""
"2 on scale 1-7 ","2019","Rural Area","Female","","","",""
"3 on scale 1-7 ","2019","Urban Area","Male","","","",""
"3 on scale 1-7 ","2019","Urban Area","Female","","","",""
"3 on scale 1-7 ","2019","Rural Area","Male","","","",""
"3 on scale 1-7 ","2019","Rural Area","Female","","","",""
"4 on scale 1-7","2019","Urban Area","Male","2","","",""
"4 on scale 1-7","2019","Urban Area","Female","1","","",""
"4 on scale 1-7","2019","Rural Area","Male","2","","",""
"4 on scale 1-7","2019","Rural Area","Female","","","",""
"5 on scale 1-7","2019","Urban Area","Male","2","","",""
"5 on scale 1-7","2019","Urban Area","Female","7","","",""
"5 on scale 1-7","2019","Rural Area","Male","1","","",""
"5 on scale 1-7","2019","Rural Area","Female","1","","",""
"6 on scale 1-7","2019","Urban Area","Male","8","","",""
"6 on scale 1-7","2019","Urban Area","Female","11","","",""
"6 on scale 1-7","2019","Rural Area","Male","5","","",""
"6 on scale 1-7","2019","Rural Area","Female","8","","",""
"7 Strongly agree","2019","Urban Area","Male","77","0.878121365558867","0.810154983954061","0.946087747163674"
"7 Strongly agree","2019","Urban Area","Female","65","0.824549782305208","0.744163070972299","0.904936493638117"
"7 Strongly agree","2019","Rural Area","Male","37","0.849296029711053","0.744767768043701","0.953824291378405"
"7 Strongly agree","2019","Rural Area","Female","47","0.891326559850832","0.809812183712427","0.972840935989237"
