"plh0206i01","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2006","66 and older","in school","","","",""
"1 Strongly disagree","2006","66 and older","inadequately","","","",""
"1 Strongly disagree","2006","66 and older","general elemantary","","","",""
"1 Strongly disagree","2006","66 and older","middle vocational","","","",""
"1 Strongly disagree","2006","66 and older","vocational + Abi","","","",""
"1 Strongly disagree","2006","66 and older","higher vocational","","","",""
"1 Strongly disagree","2006","66 and older","higher education","","","",""
"2 on scale 1-7 ","2006","16-34 y.","in school","","","",""
"2 on scale 1-7 ","2006","16-34 y.","inadequately","","","",""
"2 on scale 1-7 ","2006","16-34 y.","general elemantary","","","",""
"2 on scale 1-7 ","2006","16-34 y.","middle vocational","","","",""
"2 on scale 1-7 ","2006","16-34 y.","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","16-34 y.","higher vocational","","","",""
"2 on scale 1-7 ","2006","16-34 y.","higher education","","","",""
"2 on scale 1-7 ","2006","35-65 y.","in school","","","",""
"2 on scale 1-7 ","2006","35-65 y.","inadequately","","","",""
"2 on scale 1-7 ","2006","35-65 y.","general elemantary","","","",""
"2 on scale 1-7 ","2006","35-65 y.","middle vocational","","","",""
"2 on scale 1-7 ","2006","35-65 y.","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","35-65 y.","higher vocational","","","",""
"2 on scale 1-7 ","2006","35-65 y.","higher education","","","",""
"2 on scale 1-7 ","2006","66 and older","in school","","","",""
"2 on scale 1-7 ","2006","66 and older","inadequately","","","",""
"2 on scale 1-7 ","2006","66 and older","general elemantary","","","",""
"2 on scale 1-7 ","2006","66 and older","middle vocational","","","",""
"2 on scale 1-7 ","2006","66 and older","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","66 and older","higher vocational","","","",""
"2 on scale 1-7 ","2006","66 and older","higher education","","","",""
"3 on scale 1-7 ","2006","16-34 y.","in school","","","",""
"3 on scale 1-7 ","2006","16-34 y.","inadequately","","","",""
"3 on scale 1-7 ","2006","16-34 y.","general elemantary","","","",""
"3 on scale 1-7 ","2006","16-34 y.","middle vocational","","","",""
"3 on scale 1-7 ","2006","16-34 y.","vocational + Abi","","","",""
"3 on scale 1-7 ","2006","16-34 y.","higher vocational","","","",""
"3 on scale 1-7 ","2006","16-34 y.","higher education","","","",""
"3 on scale 1-7 ","2006","35-65 y.","in school","","","",""
"3 on scale 1-7 ","2006","35-65 y.","inadequately","","","",""
"3 on scale 1-7 ","2006","35-65 y.","general elemantary","","","",""
"3 on scale 1-7 ","2006","35-65 y.","middle vocational","","","",""
"3 on scale 1-7 ","2006","35-65 y.","vocational + Abi","","","",""
"3 on scale 1-7 ","2006","35-65 y.","higher vocational","","","",""
"3 on scale 1-7 ","2006","35-65 y.","higher education","","","",""
"3 on scale 1-7 ","2006","66 and older","in school","","","",""
"3 on scale 1-7 ","2006","66 and older","inadequately","","","",""
"3 on scale 1-7 ","2006","66 and older","general elemantary","","","",""
"3 on scale 1-7 ","2006","66 and older","middle vocational","","","",""
"3 on scale 1-7 ","2006","66 and older","vocational + Abi","","","",""
"3 on scale 1-7 ","2006","66 and older","higher vocational","","","",""
"3 on scale 1-7 ","2006","66 and older","higher education","","","",""
"4 on scale 1-7","2006","16-34 y.","in school","","","",""
"4 on scale 1-7","2006","16-34 y.","inadequately","","","",""
"4 on scale 1-7","2006","16-34 y.","general elemantary","","","",""
"4 on scale 1-7","2006","16-34 y.","middle vocational","","","",""
"4 on scale 1-7","2006","16-34 y.","vocational + Abi","","","",""
"4 on scale 1-7","2006","16-34 y.","higher vocational","","","",""
"4 on scale 1-7","2006","16-34 y.","higher education","","","",""
"4 on scale 1-7","2006","35-65 y.","in school","","","",""
"4 on scale 1-7","2006","35-65 y.","inadequately","","","",""
"4 on scale 1-7","2006","35-65 y.","general elemantary","","","",""
"4 on scale 1-7","2006","35-65 y.","middle vocational","","","",""
"4 on scale 1-7","2006","35-65 y.","vocational + Abi","","","",""
"4 on scale 1-7","2006","35-65 y.","higher vocational","","","",""
"4 on scale 1-7","2006","35-65 y.","higher education","","","",""
"4 on scale 1-7","2006","66 and older","in school","","","",""
"4 on scale 1-7","2006","66 and older","inadequately","","","",""
"4 on scale 1-7","2006","66 and older","general elemantary","","","",""
"4 on scale 1-7","2006","66 and older","middle vocational","","","",""
"4 on scale 1-7","2006","66 and older","vocational + Abi","","","",""
"4 on scale 1-7","2006","66 and older","higher vocational","","","",""
"4 on scale 1-7","2006","66 and older","higher education","","","",""
"5 on scale 1-7","2006","16-34 y.","in school","","","",""
"5 on scale 1-7","2006","16-34 y.","inadequately","","","",""
"5 on scale 1-7","2006","16-34 y.","general elemantary","","","",""
"5 on scale 1-7","2006","16-34 y.","middle vocational","","","",""
"5 on scale 1-7","2006","16-34 y.","vocational + Abi","","","",""
"5 on scale 1-7","2006","16-34 y.","higher vocational","","","",""
"5 on scale 1-7","2006","16-34 y.","higher education","","","",""
"5 on scale 1-7","2006","35-65 y.","in school","","","",""
"5 on scale 1-7","2006","35-65 y.","inadequately","","","",""
"5 on scale 1-7","2006","35-65 y.","general elemantary","","","",""
"5 on scale 1-7","2006","35-65 y.","middle vocational","","","",""
"5 on scale 1-7","2006","35-65 y.","vocational + Abi","","","",""
"5 on scale 1-7","2006","35-65 y.","higher vocational","","","",""
"5 on scale 1-7","2006","35-65 y.","higher education","","","",""
"5 on scale 1-7","2006","66 and older","in school","","","",""
"5 on scale 1-7","2006","66 and older","inadequately","","","",""
"5 on scale 1-7","2006","66 and older","general elemantary","","","",""
"5 on scale 1-7","2006","66 and older","middle vocational","","","",""
"5 on scale 1-7","2006","66 and older","vocational + Abi","","","",""
"5 on scale 1-7","2006","66 and older","higher vocational","","","",""
"5 on scale 1-7","2006","66 and older","higher education","","","",""
"6 on scale 1-7","2006","16-34 y.","in school","","","",""
"6 on scale 1-7","2006","16-34 y.","inadequately","","","",""
"6 on scale 1-7","2006","16-34 y.","general elemantary","","","",""
"6 on scale 1-7","2006","16-34 y.","middle vocational","","","",""
"6 on scale 1-7","2006","16-34 y.","vocational + Abi","","","",""
"6 on scale 1-7","2006","16-34 y.","higher vocational","","","",""
"6 on scale 1-7","2006","16-34 y.","higher education","","","",""
"6 on scale 1-7","2006","35-65 y.","in school","","","",""
"6 on scale 1-7","2006","35-65 y.","inadequately","","","",""
"6 on scale 1-7","2006","35-65 y.","general elemantary","","","",""
"6 on scale 1-7","2006","35-65 y.","middle vocational","","","",""
"6 on scale 1-7","2006","35-65 y.","vocational + Abi","","","",""
"6 on scale 1-7","2006","35-65 y.","higher vocational","","","",""
"6 on scale 1-7","2006","35-65 y.","higher education","","","",""
"6 on scale 1-7","2006","66 and older","in school","","","",""
"6 on scale 1-7","2006","66 and older","inadequately","","","",""
"6 on scale 1-7","2006","66 and older","general elemantary","","","",""
"6 on scale 1-7","2006","66 and older","middle vocational","","","",""
"6 on scale 1-7","2006","66 and older","vocational + Abi","","","",""
"6 on scale 1-7","2006","66 and older","higher vocational","","","",""
"6 on scale 1-7","2006","66 and older","higher education","","","",""
"7 Strongly agree","2006","16-34 y.","in school","","","",""
"7 Strongly agree","2006","16-34 y.","inadequately","","","",""
"7 Strongly agree","2006","16-34 y.","general elemantary","","","",""
"7 Strongly agree","2006","16-34 y.","middle vocational","","","",""
"7 Strongly agree","2006","16-34 y.","vocational + Abi","","","",""
"7 Strongly agree","2006","16-34 y.","higher vocational","","","",""
"7 Strongly agree","2006","16-34 y.","higher education","","","",""
"7 Strongly agree","2006","35-65 y.","in school","","","",""
"7 Strongly agree","2006","35-65 y.","inadequately","","","",""
"7 Strongly agree","2006","35-65 y.","general elemantary","","","",""
"7 Strongly agree","2006","35-65 y.","middle vocational","","","",""
"7 Strongly agree","2006","35-65 y.","vocational + Abi","","","",""
"7 Strongly agree","2006","35-65 y.","higher vocational","","","",""
"7 Strongly agree","2006","35-65 y.","higher education","","","",""
"7 Strongly agree","2006","66 and older","in school","","","",""
"7 Strongly agree","2006","66 and older","inadequately","","","",""
"7 Strongly agree","2006","66 and older","general elemantary","","","",""
"7 Strongly agree","2006","66 and older","middle vocational","","","",""
"7 Strongly agree","2006","66 and older","vocational + Abi","","","",""
"7 Strongly agree","2006","66 and older","higher vocational","","","",""
"7 Strongly agree","2006","66 and older","higher education","","","",""
"1 Strongly disagree","2007","16-34 y.","in school","","","",""
"1 Strongly disagree","2007","16-34 y.","inadequately","","","",""
"1 Strongly disagree","2007","16-34 y.","general elemantary","","","",""
"1 Strongly disagree","2007","16-34 y.","middle vocational","","","",""
"1 Strongly disagree","2007","16-34 y.","vocational + Abi","","","",""
"1 Strongly disagree","2007","16-34 y.","higher vocational","","","",""
"1 Strongly disagree","2007","16-34 y.","higher education","","","",""
"1 Strongly disagree","2007","35-65 y.","in school","","","",""
"1 Strongly disagree","2007","35-65 y.","inadequately","","","",""
"1 Strongly disagree","2007","35-65 y.","general elemantary","","","",""
"1 Strongly disagree","2007","35-65 y.","middle vocational","","","",""
"1 Strongly disagree","2007","35-65 y.","vocational + Abi","","","",""
"1 Strongly disagree","2007","35-65 y.","higher vocational","","","",""
"1 Strongly disagree","2007","35-65 y.","higher education","","","",""
"1 Strongly disagree","2007","66 and older","in school","","","",""
"1 Strongly disagree","2007","66 and older","inadequately","","","",""
"1 Strongly disagree","2007","66 and older","general elemantary","","","",""
"1 Strongly disagree","2007","66 and older","middle vocational","","","",""
"1 Strongly disagree","2007","66 and older","vocational + Abi","","","",""
"1 Strongly disagree","2007","66 and older","higher vocational","","","",""
"1 Strongly disagree","2007","66 and older","higher education","","","",""
"2 on scale 1-7 ","2007","16-34 y.","in school","","","",""
"2 on scale 1-7 ","2007","16-34 y.","inadequately","","","",""
"2 on scale 1-7 ","2007","16-34 y.","general elemantary","","","",""
"2 on scale 1-7 ","2007","16-34 y.","middle vocational","","","",""
"2 on scale 1-7 ","2007","16-34 y.","vocational + Abi","","","",""
"2 on scale 1-7 ","2007","16-34 y.","higher vocational","","","",""
"2 on scale 1-7 ","2007","16-34 y.","higher education","","","",""
"2 on scale 1-7 ","2007","35-65 y.","in school","","","",""
"2 on scale 1-7 ","2007","35-65 y.","inadequately","","","",""
"2 on scale 1-7 ","2007","35-65 y.","general elemantary","","","",""
"2 on scale 1-7 ","2007","35-65 y.","middle vocational","","","",""
"2 on scale 1-7 ","2007","35-65 y.","vocational + Abi","","","",""
"2 on scale 1-7 ","2007","35-65 y.","higher vocational","","","",""
"2 on scale 1-7 ","2007","35-65 y.","higher education","","","",""
"2 on scale 1-7 ","2007","66 and older","in school","","","",""
"2 on scale 1-7 ","2007","66 and older","inadequately","","","",""
"2 on scale 1-7 ","2007","66 and older","general elemantary","","","",""
"2 on scale 1-7 ","2007","66 and older","middle vocational","","","",""
"2 on scale 1-7 ","2007","66 and older","vocational + Abi","","","",""
"2 on scale 1-7 ","2007","66 and older","higher vocational","","","",""
"2 on scale 1-7 ","2007","66 and older","higher education","","","",""
"3 on scale 1-7 ","2007","16-34 y.","in school","","","",""
"3 on scale 1-7 ","2007","16-34 y.","inadequately","","","",""
"3 on scale 1-7 ","2007","16-34 y.","general elemantary","","","",""
"3 on scale 1-7 ","2007","16-34 y.","middle vocational","","","",""
"3 on scale 1-7 ","2007","16-34 y.","vocational + Abi","","","",""
"3 on scale 1-7 ","2007","16-34 y.","higher vocational","","","",""
"3 on scale 1-7 ","2007","16-34 y.","higher education","","","",""
"3 on scale 1-7 ","2007","35-65 y.","in school","","","",""
"3 on scale 1-7 ","2007","35-65 y.","inadequately","","","",""
"3 on scale 1-7 ","2007","35-65 y.","general elemantary","","","",""
"3 on scale 1-7 ","2007","35-65 y.","middle vocational","","","",""
"3 on scale 1-7 ","2007","35-65 y.","vocational + Abi","","","",""
"3 on scale 1-7 ","2007","35-65 y.","higher vocational","","","",""
"3 on scale 1-7 ","2007","35-65 y.","higher education","","","",""
"3 on scale 1-7 ","2007","66 and older","in school","","","",""
"3 on scale 1-7 ","2007","66 and older","inadequately","","","",""
"3 on scale 1-7 ","2007","66 and older","general elemantary","","","",""
"3 on scale 1-7 ","2007","66 and older","middle vocational","","","",""
"3 on scale 1-7 ","2007","66 and older","vocational + Abi","","","",""
"3 on scale 1-7 ","2007","66 and older","higher vocational","","","",""
"3 on scale 1-7 ","2007","66 and older","higher education","","","",""
"4 on scale 1-7","2007","16-34 y.","in school","","","",""
"4 on scale 1-7","2007","16-34 y.","inadequately","","","",""
"4 on scale 1-7","2007","16-34 y.","general elemantary","","","",""
"4 on scale 1-7","2007","16-34 y.","middle vocational","","","",""
"4 on scale 1-7","2007","16-34 y.","vocational + Abi","","","",""
"4 on scale 1-7","2007","16-34 y.","higher vocational","","","",""
"4 on scale 1-7","2007","16-34 y.","higher education","","","",""
"4 on scale 1-7","2007","35-65 y.","in school","","","",""
"4 on scale 1-7","2007","35-65 y.","inadequately","","","",""
"4 on scale 1-7","2007","35-65 y.","general elemantary","","","",""
"4 on scale 1-7","2007","35-65 y.","middle vocational","","","",""
"4 on scale 1-7","2007","35-65 y.","vocational + Abi","","","",""
"4 on scale 1-7","2007","35-65 y.","higher vocational","","","",""
"4 on scale 1-7","2007","35-65 y.","higher education","","","",""
"4 on scale 1-7","2007","66 and older","in school","","","",""
"4 on scale 1-7","2007","66 and older","inadequately","","","",""
"4 on scale 1-7","2007","66 and older","general elemantary","","","",""
"4 on scale 1-7","2007","66 and older","middle vocational","","","",""
"4 on scale 1-7","2007","66 and older","vocational + Abi","","","",""
"4 on scale 1-7","2007","66 and older","higher vocational","","","",""
"4 on scale 1-7","2007","66 and older","higher education","","","",""
"5 on scale 1-7","2007","16-34 y.","in school","","","",""
"5 on scale 1-7","2007","16-34 y.","inadequately","","","",""
"5 on scale 1-7","2007","16-34 y.","general elemantary","","","",""
"5 on scale 1-7","2007","16-34 y.","middle vocational","","","",""
"5 on scale 1-7","2007","16-34 y.","vocational + Abi","","","",""
"5 on scale 1-7","2007","16-34 y.","higher vocational","","","",""
"5 on scale 1-7","2007","16-34 y.","higher education","","","",""
"5 on scale 1-7","2007","35-65 y.","in school","","","",""
"5 on scale 1-7","2007","35-65 y.","inadequately","","","",""
"5 on scale 1-7","2007","35-65 y.","general elemantary","","","",""
"5 on scale 1-7","2007","35-65 y.","middle vocational","","","",""
"5 on scale 1-7","2007","35-65 y.","vocational + Abi","","","",""
"5 on scale 1-7","2007","35-65 y.","higher vocational","","","",""
"5 on scale 1-7","2007","35-65 y.","higher education","","","",""
"5 on scale 1-7","2007","66 and older","in school","","","",""
"5 on scale 1-7","2007","66 and older","inadequately","","","",""
"5 on scale 1-7","2007","66 and older","general elemantary","","","",""
"5 on scale 1-7","2007","66 and older","middle vocational","","","",""
"5 on scale 1-7","2007","66 and older","vocational + Abi","","","",""
"5 on scale 1-7","2007","66 and older","higher vocational","","","",""
"5 on scale 1-7","2007","66 and older","higher education","","","",""
"6 on scale 1-7","2007","16-34 y.","in school","","","",""
"6 on scale 1-7","2007","16-34 y.","inadequately","","","",""
"6 on scale 1-7","2007","16-34 y.","general elemantary","","","",""
"6 on scale 1-7","2007","16-34 y.","middle vocational","","","",""
