"plh0206i01","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","2","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2a) intermediate vocational","1","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(3a) lower tertiary education","1","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(3b) higher tertiary education","1","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(0) in school","1","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1b) general elementary school","2","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","3","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2a) intermediate vocational","3","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(0) in school","","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","1","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(0) in school","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(1b) general elementary school","3","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(1c) basic vocational qualification","2","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(2a) intermediate vocational","1","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(2c_gen) general maturity certificate","1","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(3a) lower tertiary education","3","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(0) in school","","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(1b) general elementary school","6","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(1c) basic vocational qualification","6","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2a) intermediate vocational","1","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(3a) lower tertiary education","1","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(3b) higher tertiary education","4","","",""
"2 on scale 1-7 ","2005","Single parent ","(0) in school","","","",""
"2 on scale 1-7 ","2005","Single parent ","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","Single parent ","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","Single parent ","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2005","Single parent ","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","Single parent ","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","Single parent ","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","Single parent ","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","Single parent ","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(0) in school","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(3b) higher tertiary education","1","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(0) in school","","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(1b) general elementary school","2","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","2","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(2a) intermediate vocational","3","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","1","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","1","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(3a) lower tertiary education","2","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(3b) higher tertiary education","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(0) in school","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(0) in school","","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(1b) general elementary school","4","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(1c) basic vocational qualification","6","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(2a) intermediate vocational","2","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(2c_gen) general maturity certificate","1","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(3a) lower tertiary education","3","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(3b) higher tertiary education","1","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(0) in school","","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(1a) inadequately completed","4","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(1b) general elementary school","3","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(1c) basic vocational qualification","21","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(2b) intermediate general qualification","1","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(2a) intermediate vocational","5","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","3","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(3a) lower tertiary education","5","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(3b) higher tertiary education","6","","",""
"3 on scale 1-7 ","2005","Single parent ","(0) in school","1","","",""
"3 on scale 1-7 ","2005","Single parent ","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","Single parent ","(1b) general elementary school","2","","",""
"3 on scale 1-7 ","2005","Single parent ","(1c) basic vocational qualification","1","","",""
"3 on scale 1-7 ","2005","Single parent ","(2b) intermediate general qualification","1","","",""
"3 on scale 1-7 ","2005","Single parent ","(2a) intermediate vocational","1","","",""
"3 on scale 1-7 ","2005","Single parent ","(2c_gen) general maturity certificate","1","","",""
"3 on scale 1-7 ","2005","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","Single parent ","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","Single parent ","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(0) in school","","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(1a) inadequately completed","1","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(1b) general elementary school","1","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","7","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(2a) intermediate vocational","6","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","4","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(3a) lower tertiary education","2","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(3b) higher tertiary education","4","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(0) in school","","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(1b) general elementary school","2","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","7","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","3","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(2a) intermediate vocational","3","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","1","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","3","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(3a) lower tertiary education","1","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(3b) higher tertiary education","1","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(0) in school","1","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(1b) general elementary school","1","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","2","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","1","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","1","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","1","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2005","1-pers.-HH","(0) in school","2","","",""
"4 on scale 1-7","2005","1-pers.-HH","(1a) inadequately completed","2","","",""
"4 on scale 1-7","2005","1-pers.-HH","(1b) general elementary school","12","","",""
"4 on scale 1-7","2005","1-pers.-HH","(1c) basic vocational qualification","31","0.0388625746512209","0.026100576844184","0.0516245724582579"
"4 on scale 1-7","2005","1-pers.-HH","(2b) intermediate general qualification","2","","",""
"4 on scale 1-7","2005","1-pers.-HH","(2a) intermediate vocational","12","","",""
"4 on scale 1-7","2005","1-pers.-HH","(2c_gen) general maturity certificate","2","","",""
"4 on scale 1-7","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","5","","",""
"4 on scale 1-7","2005","1-pers.-HH","(3a) lower tertiary education","3","","",""
"4 on scale 1-7","2005","1-pers.-HH","(3b) higher tertiary education","9","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","(0) in school","","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","(1b) general elementary school","25","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","(1c) basic vocational qualification","76","0.0264173329470326","0.0201446167856996","0.0326900491083656"
"4 on scale 1-7","2005","(Married) couple without C. ","(2b) intermediate general qualification","3","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","(2a) intermediate vocational","21","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","7","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","13","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","(3a) lower tertiary education","16","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","(3b) higher tertiary education","19","","",""
"4 on scale 1-7","2005","Single parent ","(0) in school","7","","",""
"4 on scale 1-7","2005","Single parent ","(1a) inadequately completed","1","","",""
"4 on scale 1-7","2005","Single parent ","(1b) general elementary school","10","","",""
"4 on scale 1-7","2005","Single parent ","(1c) basic vocational qualification","4","","",""
"4 on scale 1-7","2005","Single parent ","(2b) intermediate general qualification","5","","",""
"4 on scale 1-7","2005","Single parent ","(2a) intermediate vocational","10","","",""
"4 on scale 1-7","2005","Single parent ","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","Single parent ","(2c_voc) vocational maturity certificate","2","","",""
"4 on scale 1-7","2005","Single parent ","(3a) lower tertiary education","1","","",""
"4 on scale 1-7","2005","Single parent ","(3b) higher tertiary education","2","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","(0) in school","","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","(1b) general elementary school","8","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","31","0.0471147761467293","0.0325141092665795","0.0617154430268791"
"4 on scale 1-7","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","(2a) intermediate vocational","21","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","2","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","11","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","(3a) lower tertiary education","9","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","(3b) higher tertiary education","9","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","(0) in school","13","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","(1a) inadequately completed","3","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","(1b) general elementary school","25","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","19","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","4","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","(2a) intermediate vocational","22","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","8","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","6","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","(3a) lower tertiary education","4","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","(3b) higher tertiary education","3","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(0) in school","10","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(1b) general elementary school","3","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","12","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","5","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","7","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","2","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","2","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","5","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","4","","",""
"5 on scale 1-7","2005","1-pers.-HH","(0) in school","1","","",""
"5 on scale 1-7","2005","1-pers.-HH","(1a) inadequately completed","3","","",""
"5 on scale 1-7","2005","1-pers.-HH","(1b) general elementary school","35","0.07405643473702","0.0477967160903998","0.10031615338364"
"5 on scale 1-7","2005","1-pers.-HH","(1c) basic vocational qualification","62","0.0749196309918777","0.0575357122167985","0.0923035497669569"
"5 on scale 1-7","2005","1-pers.-HH","(2b) intermediate general qualification","2","","",""
"5 on scale 1-7","2005","1-pers.-HH","(2a) intermediate vocational","45","0.0706957600443636","0.050960800913579","0.0904307191751483"
"5 on scale 1-7","2005","1-pers.-HH","(2c_gen) general maturity certificate","12","","",""
"5 on scale 1-7","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","18","","",""
"5 on scale 1-7","2005","1-pers.-HH","(3a) lower tertiary education","20","","",""
"5 on scale 1-7","2005","1-pers.-HH","(3b) higher tertiary education","26","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","(0) in school","","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","(1a) inadequately completed","7","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","(1b) general elementary school","54","0.0769079859135939","0.0556060501388122","0.0982099216883756"
"5 on scale 1-7","2005","(Married) couple without C. ","(1c) basic vocational qualification","199","0.0829165069218128","0.0721307737541841","0.0937022400894414"
"5 on scale 1-7","2005","(Married) couple without C. ","(2b) intermediate general qualification","6","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","(2a) intermediate vocational","99","0.0644805902335606","0.0517508079611616","0.0772103725059597"
"5 on scale 1-7","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","7","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","37","0.0715073846766184","0.0483352544594336","0.0946795148938032"
"5 on scale 1-7","2005","(Married) couple without C. ","(3a) lower tertiary education","47","0.0827894511427817","0.0622581219702445","0.103320780315319"
"5 on scale 1-7","2005","(Married) couple without C. ","(3b) higher tertiary education","85","0.0912234129263393","0.0730571264992368","0.109389699353442"
"5 on scale 1-7","2005","Single parent ","(0) in school","12","","",""
"5 on scale 1-7","2005","Single parent ","(1a) inadequately completed","1","","",""
"5 on scale 1-7","2005","Single parent ","(1b) general elementary school","17","","",""
"5 on scale 1-7","2005","Single parent ","(1c) basic vocational qualification","22","","",""
"5 on scale 1-7","2005","Single parent ","(2b) intermediate general qualification","6","","",""
"5 on scale 1-7","2005","Single parent ","(2a) intermediate vocational","13","","",""
"5 on scale 1-7","2005","Single parent ","(2c_gen) general maturity certificate","4","","",""
"5 on scale 1-7","2005","Single parent ","(2c_voc) vocational maturity certificate","4","","",""
"5 on scale 1-7","2005","Single parent ","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2005","Single parent ","(3b) higher tertiary education","2","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","(0) in school","","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","(1b) general elementary school","23","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","63","0.0783478879919484","0.0598308725638758","0.0968649034200209"
"5 on scale 1-7","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","5","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","(2a) intermediate vocational","69","0.0525032996021623","0.0400184013331069","0.0649881978712176"
"5 on scale 1-7","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","13","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","27","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","(3a) lower tertiary education","24","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","(3b) higher tertiary education","45","0.0840273272058342","0.0606063375812499","0.107448316830419"
"5 on scale 1-7","2005","Couple + C. GT 16 ","(0) in school","32","0.171891748921294","0.126721574753706","0.217061923088883"
"5 on scale 1-7","2005","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"5 on scale 1-7","2005","Couple + C. GT 16 ","(1b) general elementary school","28","","",""
"5 on scale 1-7","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","70","0.0784662411944811","0.0600611398136371","0.0968713425753251"
"5 on scale 1-7","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","13","","",""
"5 on scale 1-7","2005","Couple + C. GT 16 ","(2a) intermediate vocational","47","0.0561364258892813","0.0403137544340926","0.07195909734447"
"5 on scale 1-7","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","29","","",""
"5 on scale 1-7","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","17","","",""
"5 on scale 1-7","2005","Couple + C. GT 16 ","(3a) lower tertiary education","18","","",""
"5 on scale 1-7","2005","Couple + C. GT 16 ","(3b) higher tertiary education","29","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","(0) in school","44","0.167876759938689","0.122002706534093","0.213750813343285"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","(1a) inadequately completed","4","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","(1b) general elementary school","13","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","36","0.095279634558847","0.0625964422973316","0.127962826820362"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","19","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","25","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","6","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","3","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","14","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","11","","",""
"6 on scale 1-7","2005","1-pers.-HH","(0) in school","1","","",""
"6 on scale 1-7","2005","1-pers.-HH","(1a) inadequately completed","3","","",""
"6 on scale 1-7","2005","1-pers.-HH","(1b) general elementary school","89","0.228879564284932","0.186750576474177","0.271008552095686"
"6 on scale 1-7","2005","1-pers.-HH","(1c) basic vocational qualification","178","0.193853235065158","0.167749435803435","0.219957034326881"
"6 on scale 1-7","2005","1-pers.-HH","(2b) intermediate general qualification","14","","",""
"6 on scale 1-7","2005","1-pers.-HH","(2a) intermediate vocational","143","0.214001440783064","0.182423790426533","0.245579091139596"
"6 on scale 1-7","2005","1-pers.-HH","(2c_gen) general maturity certificate","34","0.258028458430143","0.185807048494755","0.330249868365532"
