"plh0206i01","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2005","direct migration background","Rural Area","72","0.127463530180085","0.0949843285889787","0.159942731771192"
"6 on scale 1-7","2005","indirect migration background","Urban Area","159","0.199704053389756","0.170583638619459","0.228824468160054"
"6 on scale 1-7","2005","indirect migration background","Rural Area","24","","",""
"7 Strongly agree","2005","no migration background","Urban Area","7045","0.638348701837885","0.629444711348084","0.647252692327686"
"7 Strongly agree","2005","no migration background","Rural Area","3988","0.650901930764034","0.639166379985905","0.662637481542164"
"7 Strongly agree","2005","direct migration background","Urban Area","1247","0.626657091591164","0.60527078708246","0.648043396099868"
"7 Strongly agree","2005","direct migration background","Rural Area","265","0.753475722174824","0.711501267869064","0.795450176480584"
"7 Strongly agree","2005","indirect migration background","Urban Area","459","0.637432936722642","0.602415025899133","0.672450847546152"
"7 Strongly agree","2005","indirect migration background","Rural Area","59","0.565149953984446","0.470328840713243","0.659971067255649"
"1 Strongly disagree","2006","no migration background","Urban Area","","","",""
"1 Strongly disagree","2006","no migration background","Rural Area","","","",""
"1 Strongly disagree","2006","direct migration background","Urban Area","","","",""
"1 Strongly disagree","2006","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2006","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2006","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2006","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2006","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2006","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2006","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2006","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2006","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2006","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2006","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2006","direct migration background","Urban Area","","","",""
"3 on scale 1-7 ","2006","direct migration background","Rural Area","","","",""
"3 on scale 1-7 ","2006","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2006","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2006","no migration background","Urban Area","","","",""
"4 on scale 1-7","2006","no migration background","Rural Area","","","",""
"4 on scale 1-7","2006","direct migration background","Urban Area","","","",""
"4 on scale 1-7","2006","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2006","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2006","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2006","no migration background","Urban Area","","","",""
"5 on scale 1-7","2006","no migration background","Rural Area","","","",""
"5 on scale 1-7","2006","direct migration background","Urban Area","","","",""
"5 on scale 1-7","2006","direct migration background","Rural Area","","","",""
"5 on scale 1-7","2006","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2006","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2006","no migration background","Urban Area","","","",""
"6 on scale 1-7","2006","no migration background","Rural Area","","","",""
"6 on scale 1-7","2006","direct migration background","Urban Area","","","",""
"6 on scale 1-7","2006","direct migration background","Rural Area","","","",""
"6 on scale 1-7","2006","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2006","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2006","no migration background","Urban Area","","","",""
"7 Strongly agree","2006","no migration background","Rural Area","","","",""
"7 Strongly agree","2006","direct migration background","Urban Area","","","",""
"7 Strongly agree","2006","direct migration background","Rural Area","","","",""
"7 Strongly agree","2006","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2006","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2007","no migration background","Urban Area","","","",""
"1 Strongly disagree","2007","no migration background","Rural Area","","","",""
"1 Strongly disagree","2007","direct migration background","Urban Area","","","",""
"1 Strongly disagree","2007","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2007","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2007","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2007","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2007","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2007","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2007","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2007","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2007","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2007","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2007","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2007","direct migration background","Urban Area","","","",""
"3 on scale 1-7 ","2007","direct migration background","Rural Area","","","",""
"3 on scale 1-7 ","2007","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2007","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2007","no migration background","Urban Area","","","",""
"4 on scale 1-7","2007","no migration background","Rural Area","","","",""
"4 on scale 1-7","2007","direct migration background","Urban Area","","","",""
"4 on scale 1-7","2007","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2007","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2007","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2007","no migration background","Urban Area","","","",""
"5 on scale 1-7","2007","no migration background","Rural Area","","","",""
"5 on scale 1-7","2007","direct migration background","Urban Area","","","",""
"5 on scale 1-7","2007","direct migration background","Rural Area","","","",""
"5 on scale 1-7","2007","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2007","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2007","no migration background","Urban Area","","","",""
"6 on scale 1-7","2007","no migration background","Rural Area","","","",""
"6 on scale 1-7","2007","direct migration background","Urban Area","","","",""
"6 on scale 1-7","2007","direct migration background","Rural Area","","","",""
"6 on scale 1-7","2007","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2007","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2007","no migration background","Urban Area","","","",""
"7 Strongly agree","2007","no migration background","Rural Area","","","",""
"7 Strongly agree","2007","direct migration background","Urban Area","","","",""
"7 Strongly agree","2007","direct migration background","Rural Area","","","",""
"7 Strongly agree","2007","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2007","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2008","no migration background","Urban Area","","","",""
"1 Strongly disagree","2008","no migration background","Rural Area","","","",""
"1 Strongly disagree","2008","direct migration background","Urban Area","","","",""
"1 Strongly disagree","2008","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2008","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2008","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2008","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2008","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2008","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2008","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2008","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2008","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2008","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2008","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2008","direct migration background","Urban Area","","","",""
"3 on scale 1-7 ","2008","direct migration background","Rural Area","","","",""
"3 on scale 1-7 ","2008","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2008","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2008","no migration background","Urban Area","","","",""
"4 on scale 1-7","2008","no migration background","Rural Area","","","",""
"4 on scale 1-7","2008","direct migration background","Urban Area","","","",""
"4 on scale 1-7","2008","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2008","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2008","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2008","no migration background","Urban Area","","","",""
"5 on scale 1-7","2008","no migration background","Rural Area","","","",""
"5 on scale 1-7","2008","direct migration background","Urban Area","","","",""
"5 on scale 1-7","2008","direct migration background","Rural Area","","","",""
"5 on scale 1-7","2008","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2008","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2008","no migration background","Urban Area","","","",""
"6 on scale 1-7","2008","no migration background","Rural Area","","","",""
"6 on scale 1-7","2008","direct migration background","Urban Area","","","",""
"6 on scale 1-7","2008","direct migration background","Rural Area","","","",""
"6 on scale 1-7","2008","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2008","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2008","no migration background","Urban Area","","","",""
"7 Strongly agree","2008","no migration background","Rural Area","","","",""
"7 Strongly agree","2008","direct migration background","Urban Area","","","",""
"7 Strongly agree","2008","direct migration background","Rural Area","","","",""
"7 Strongly agree","2008","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2008","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2009","no migration background","Urban Area","","","",""
"1 Strongly disagree","2009","no migration background","Rural Area","","","",""
"1 Strongly disagree","2009","direct migration background","Urban Area","","","",""
"1 Strongly disagree","2009","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2009","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2009","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2009","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2009","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2009","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2009","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2009","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2009","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2009","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2009","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2009","direct migration background","Urban Area","","","",""
"3 on scale 1-7 ","2009","direct migration background","Rural Area","","","",""
"3 on scale 1-7 ","2009","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2009","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2009","no migration background","Urban Area","","","",""
"4 on scale 1-7","2009","no migration background","Rural Area","","","",""
"4 on scale 1-7","2009","direct migration background","Urban Area","","","",""
"4 on scale 1-7","2009","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2009","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2009","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2009","no migration background","Urban Area","","","",""
"5 on scale 1-7","2009","no migration background","Rural Area","","","",""
"5 on scale 1-7","2009","direct migration background","Urban Area","","","",""
"5 on scale 1-7","2009","direct migration background","Rural Area","","","",""
"5 on scale 1-7","2009","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2009","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2009","no migration background","Urban Area","","","",""
"6 on scale 1-7","2009","no migration background","Rural Area","","","",""
"6 on scale 1-7","2009","direct migration background","Urban Area","","","",""
"6 on scale 1-7","2009","direct migration background","Rural Area","","","",""
"6 on scale 1-7","2009","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2009","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2009","no migration background","Urban Area","","","",""
"7 Strongly agree","2009","no migration background","Rural Area","","","",""
"7 Strongly agree","2009","direct migration background","Urban Area","","","",""
"7 Strongly agree","2009","direct migration background","Rural Area","","","",""
"7 Strongly agree","2009","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2009","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2010","no migration background","Urban Area","21","","",""
"1 Strongly disagree","2010","no migration background","Rural Area","15","","",""
"1 Strongly disagree","2010","direct migration background","Urban Area","4","","",""
"1 Strongly disagree","2010","direct migration background","Rural Area","1","","",""
"1 Strongly disagree","2010","indirect migration background","Urban Area","4","","",""
"1 Strongly disagree","2010","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2010","no migration background","Urban Area","18","","",""
"2 on scale 1-7 ","2010","no migration background","Rural Area","18","","",""
"2 on scale 1-7 ","2010","direct migration background","Urban Area","5","","",""
"2 on scale 1-7 ","2010","direct migration background","Rural Area","6","","",""
"2 on scale 1-7 ","2010","indirect migration background","Urban Area","4","","",""
"2 on scale 1-7 ","2010","indirect migration background","Rural Area","4","","",""
"3 on scale 1-7 ","2010","no migration background","Urban Area","51","0.00704739951393383","0.00534625066973072","0.00874854835813695"
"3 on scale 1-7 ","2010","no migration background","Rural Area","34","0.00467300758372196","0.00283310625960016","0.00651290890784377"
"3 on scale 1-7 ","2010","direct migration background","Urban Area","10","","",""
"3 on scale 1-7 ","2010","direct migration background","Rural Area","5","","",""
"3 on scale 1-7 ","2010","indirect migration background","Urban Area","1","","",""
"3 on scale 1-7 ","2010","indirect migration background","Rural Area","1","","",""
"4 on scale 1-7","2010","no migration background","Urban Area","239","0.0280919889589152","0.0247317711050114","0.0314522068128191"
"4 on scale 1-7","2010","no migration background","Rural Area","161","0.0318891479762335","0.0271489399625644","0.0366293559899026"
"4 on scale 1-7","2010","direct migration background","Urban Area","33","0.0256845032791617","0.0166814226999248","0.0346875838583985"
"4 on scale 1-7","2010","direct migration background","Rural Area","15","","",""
"4 on scale 1-7","2010","indirect migration background","Urban Area","11","","",""
"4 on scale 1-7","2010","indirect migration background","Rural Area","4","","",""
"5 on scale 1-7","2010","no migration background","Urban Area","794","0.0900171757716964","0.084196908896194","0.0958374426471988"
"5 on scale 1-7","2010","no migration background","Rural Area","531","0.094372775804113","0.0864857820408085","0.102259769567418"
"5 on scale 1-7","2010","direct migration background","Urban Area","116","0.103767944750517","0.086412026709434","0.1211238627916"
"5 on scale 1-7","2010","direct migration background","Rural Area","30","0.0701160141902991","0.0402076906751882","0.10002433770541"
"5 on scale 1-7","2010","indirect migration background","Urban Area","47","0.0876770121859699","0.0641683521792481","0.111185672192692"
"5 on scale 1-7","2010","indirect migration background","Rural Area","16","","",""
"6 on scale 1-7","2010","no migration background","Urban Area","2617","0.267461918458915","0.258460526137132","0.276463310780698"
"6 on scale 1-7","2010","no migration background","Rural Area","1426","0.263844239698651","0.251954507742141","0.275733971655161"
"6 on scale 1-7","2010","direct migration background","Urban Area","298","0.25445210754754","0.229663818816782","0.279240396278297"
"6 on scale 1-7","2010","direct migration background","Rural Area","69","0.260032515647026","0.208653092700492","0.311411938593559"
"6 on scale 1-7","2010","indirect migration background","Urban Area","125","0.264590270722157","0.227924373550246","0.301256167894069"
"6 on scale 1-7","2010","indirect migration background","Rural Area","31","0.3731326129762","0.279275444539531","0.466989781412869"
"7 Strongly agree","2010","no migration background","Urban Area","5549","0.60203967981701","0.592085716098512","0.611993643535509"
"7 Strongly agree","2010","no migration background","Rural Area","3093","0.59753533299466","0.584305356489102","0.610765309500218"
"7 Strongly agree","2010","direct migration background","Urban Area","720","0.602204544695208","0.57434925564522","0.630059833745195"
"7 Strongly agree","2010","direct migration background","Rural Area","154","0.597737165740019","0.540301830547988","0.655172500932049"
"7 Strongly agree","2010","indirect migration background","Urban Area","364","0.613151293927521","0.57266900184088","0.653633586014162"
"7 Strongly agree","2010","indirect migration background","Rural Area","46","0.358390406297287","0.265330712865345","0.45145009972923"
"1 Strongly disagree","2011","no migration background","Urban Area","","","",""
"1 Strongly disagree","2011","no migration background","Rural Area","","","",""
"1 Strongly disagree","2011","direct migration background","Urban Area","","","",""
"1 Strongly disagree","2011","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2011","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2011","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2011","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2011","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2011","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2011","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2011","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2011","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2011","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2011","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2011","direct migration background","Urban Area","","","",""
"3 on scale 1-7 ","2011","direct migration background","Rural Area","","","",""
"3 on scale 1-7 ","2011","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2011","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2011","no migration background","Urban Area","","","",""
"4 on scale 1-7","2011","no migration background","Rural Area","","","",""
"4 on scale 1-7","2011","direct migration background","Urban Area","","","",""
"4 on scale 1-7","2011","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2011","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2011","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2011","no migration background","Urban Area","","","",""
"5 on scale 1-7","2011","no migration background","Rural Area","","","",""
"5 on scale 1-7","2011","direct migration background","Urban Area","","","",""
"5 on scale 1-7","2011","direct migration background","Rural Area","","","",""
"5 on scale 1-7","2011","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2011","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2011","no migration background","Urban Area","","","",""
"6 on scale 1-7","2011","no migration background","Rural Area","","","",""
"6 on scale 1-7","2011","direct migration background","Urban Area","","","",""
"6 on scale 1-7","2011","direct migration background","Rural Area","","","",""
"6 on scale 1-7","2011","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2011","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2011","no migration background","Urban Area","","","",""
"7 Strongly agree","2011","no migration background","Rural Area","","","",""
"7 Strongly agree","2011","direct migration background","Urban Area","","","",""
"7 Strongly agree","2011","direct migration background","Rural Area","","","",""
"7 Strongly agree","2011","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2011","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2012","no migration background","Urban Area","","","",""
"1 Strongly disagree","2012","no migration background","Rural Area","","","",""
"1 Strongly disagree","2012","direct migration background","Urban Area","","","",""
"1 Strongly disagree","2012","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2012","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2012","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2012","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2012","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2012","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2012","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2012","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2012","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2012","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2012","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2012","direct migration background","Urban Area","","","",""
"3 on scale 1-7 ","2012","direct migration background","Rural Area","","","",""
"3 on scale 1-7 ","2012","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2012","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2012","no migration background","Urban Area","","","",""
"4 on scale 1-7","2012","no migration background","Rural Area","","","",""
"4 on scale 1-7","2012","direct migration background","Urban Area","","","",""
"4 on scale 1-7","2012","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2012","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2012","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2012","no migration background","Urban Area","","","",""
"5 on scale 1-7","2012","no migration background","Rural Area","","","",""
"5 on scale 1-7","2012","direct migration background","Urban Area","","","",""
"5 on scale 1-7","2012","direct migration background","Rural Area","","","",""
"5 on scale 1-7","2012","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2012","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2012","no migration background","Urban Area","","","",""
"6 on scale 1-7","2012","no migration background","Rural Area","","","",""
"6 on scale 1-7","2012","direct migration background","Urban Area","","","",""
"6 on scale 1-7","2012","direct migration background","Rural Area","","","",""
"6 on scale 1-7","2012","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2012","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2012","no migration background","Urban Area","","","",""
"7 Strongly agree","2012","no migration background","Rural Area","","","",""
"7 Strongly agree","2012","direct migration background","Urban Area","","","",""
"7 Strongly agree","2012","direct migration background","Rural Area","","","",""
"7 Strongly agree","2012","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2012","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2013","no migration background","Urban Area","","","",""
"1 Strongly disagree","2013","no migration background","Rural Area","","","",""
"1 Strongly disagree","2013","direct migration background","Urban Area","","","",""
"1 Strongly disagree","2013","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2013","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2013","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2013","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2013","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2013","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2013","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2013","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2013","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2013","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2013","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2013","direct migration background","Urban Area","","","",""
"3 on scale 1-7 ","2013","direct migration background","Rural Area","","","",""
"3 on scale 1-7 ","2013","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2013","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2013","no migration background","Urban Area","","","",""
"4 on scale 1-7","2013","no migration background","Rural Area","","","",""
"4 on scale 1-7","2013","direct migration background","Urban Area","","","",""
"4 on scale 1-7","2013","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2013","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2013","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2013","no migration background","Urban Area","","","",""
"5 on scale 1-7","2013","no migration background","Rural Area","","","",""
"5 on scale 1-7","2013","direct migration background","Urban Area","","","",""
"5 on scale 1-7","2013","direct migration background","Rural Area","","","",""
"5 on scale 1-7","2013","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2013","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2013","no migration background","Urban Area","","","",""
"6 on scale 1-7","2013","no migration background","Rural Area","","","",""
"6 on scale 1-7","2013","direct migration background","Urban Area","","","",""
"6 on scale 1-7","2013","direct migration background","Rural Area","","","",""
"6 on scale 1-7","2013","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2013","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2013","no migration background","Urban Area","","","",""
"7 Strongly agree","2013","no migration background","Rural Area","","","",""
"7 Strongly agree","2013","direct migration background","Urban Area","","","",""
"7 Strongly agree","2013","direct migration background","Rural Area","","","",""
"7 Strongly agree","2013","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2013","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2014","no migration background","Urban Area","","","",""
"1 Strongly disagree","2014","no migration background","Rural Area","","","",""
"1 Strongly disagree","2014","direct migration background","Urban Area","","","",""
"1 Strongly disagree","2014","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2014","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2014","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2014","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2014","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2014","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2014","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2014","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2014","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2014","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2014","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2014","direct migration background","Urban Area","","","",""
"3 on scale 1-7 ","2014","direct migration background","Rural Area","","","",""
"3 on scale 1-7 ","2014","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2014","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2014","no migration background","Urban Area","","","",""
"4 on scale 1-7","2014","no migration background","Rural Area","","","",""
"4 on scale 1-7","2014","direct migration background","Urban Area","","","",""
"4 on scale 1-7","2014","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2014","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2014","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2014","no migration background","Urban Area","","","",""
"5 on scale 1-7","2014","no migration background","Rural Area","","","",""
"5 on scale 1-7","2014","direct migration background","Urban Area","","","",""
"5 on scale 1-7","2014","direct migration background","Rural Area","","","",""
"5 on scale 1-7","2014","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2014","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2014","no migration background","Urban Area","","","",""
