"plh0206i01","year","migback","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2008","indirect migration background","","","",""
"1 Strongly disagree","2009","no migration background","","","",""
"1 Strongly disagree","2009","direct migration background","","","",""
"1 Strongly disagree","2009","indirect migration background","","","",""
"2 on scale 1-7 ","2009","no migration background","","","",""
"2 on scale 1-7 ","2009","direct migration background","","","",""
"2 on scale 1-7 ","2009","indirect migration background","","","",""
"3 on scale 1-7 ","2009","no migration background","","","",""
"3 on scale 1-7 ","2009","direct migration background","","","",""
"3 on scale 1-7 ","2009","indirect migration background","","","",""
"4 on scale 1-7","2009","no migration background","","","",""
"4 on scale 1-7","2009","direct migration background","","","",""
"4 on scale 1-7","2009","indirect migration background","","","",""
"5 on scale 1-7","2009","no migration background","","","",""
"5 on scale 1-7","2009","direct migration background","","","",""
"5 on scale 1-7","2009","indirect migration background","","","",""
"6 on scale 1-7","2009","no migration background","","","",""
"6 on scale 1-7","2009","direct migration background","","","",""
"6 on scale 1-7","2009","indirect migration background","","","",""
"7 Strongly agree","2009","no migration background","","","",""
"7 Strongly agree","2009","direct migration background","","","",""
"7 Strongly agree","2009","indirect migration background","","","",""
"1 Strongly disagree","2010","no migration background","36","0.00404473117044957","0.00301404184408842","0.00507542049681073"
"1 Strongly disagree","2010","direct migration background","","","",""
"1 Strongly disagree","2010","indirect migration background","","","",""
"2 on scale 1-7 ","2010","no migration background","36","0.00207738844173529","0.0013380039826703","0.00281677290080028"
"2 on scale 1-7 ","2010","direct migration background","","","",""
"2 on scale 1-7 ","2010","indirect migration background","","","",""
"3 on scale 1-7 ","2010","no migration background","85","0.0062568851842039","0.00497638634225954","0.00753738402614825"
"3 on scale 1-7 ","2010","direct migration background","","","",""
"3 on scale 1-7 ","2010","indirect migration background","","","",""
"4 on scale 1-7","2010","no migration background","400","0.029356189943285","0.0266149767076282","0.0320974031789417"
"4 on scale 1-7","2010","direct migration background","48","0.0271466947458516","0.0188278452912685","0.0354655442004347"
"4 on scale 1-7","2010","indirect migration background","","","",""
"5 on scale 1-7","2010","no migration background","1325","0.0914673004105088","0.0867860028964218","0.0961485979245958"
"5 on scale 1-7","2010","direct migration background","146","0.0966197451904432","0.0814963484028371","0.111743141978049"
"5 on scale 1-7","2010","indirect migration background","63","0.093017017458353","0.0708240222954294","0.115210012621277"
"6 on scale 1-7","2010","no migration background","4043","0.266257472443091","0.259079764567019","0.273435180319163"
"6 on scale 1-7","2010","direct migration background","367","0.255637474034921","0.233307633832811","0.277967314237032"
"6 on scale 1-7","2010","indirect migration background","156","0.281796360429074","0.24742263252583","0.316170088332318"
"7 Strongly agree","2010","no migration background","8642","0.600540032406726","0.592586306079312","0.608493758734141"
"7 Strongly agree","2010","direct migration background","874","0.601255603111455","0.576191165130238","0.626320041092671"
"7 Strongly agree","2010","indirect migration background","410","0.572766697507811","0.534969763471655","0.610563631543967"
"1 Strongly disagree","2011","no migration background","","","",""
"1 Strongly disagree","2011","direct migration background","","","",""
"1 Strongly disagree","2011","indirect migration background","","","",""
"2 on scale 1-7 ","2011","no migration background","","","",""
"2 on scale 1-7 ","2011","direct migration background","","","",""
"2 on scale 1-7 ","2011","indirect migration background","","","",""
"3 on scale 1-7 ","2011","no migration background","","","",""
"3 on scale 1-7 ","2011","direct migration background","","","",""
"3 on scale 1-7 ","2011","indirect migration background","","","",""
"4 on scale 1-7","2011","no migration background","","","",""
"4 on scale 1-7","2011","direct migration background","","","",""
"4 on scale 1-7","2011","indirect migration background","","","",""
"5 on scale 1-7","2011","no migration background","","","",""
"5 on scale 1-7","2011","direct migration background","","","",""
"5 on scale 1-7","2011","indirect migration background","","","",""
"6 on scale 1-7","2011","no migration background","","","",""
"6 on scale 1-7","2011","direct migration background","","","",""
"6 on scale 1-7","2011","indirect migration background","","","",""
"7 Strongly agree","2011","no migration background","","","",""
"7 Strongly agree","2011","direct migration background","","","",""
"7 Strongly agree","2011","indirect migration background","","","",""
"1 Strongly disagree","2012","no migration background","","","",""
"1 Strongly disagree","2012","direct migration background","","","",""
"1 Strongly disagree","2012","indirect migration background","","","",""
"2 on scale 1-7 ","2012","no migration background","","","",""
"2 on scale 1-7 ","2012","direct migration background","","","",""
"2 on scale 1-7 ","2012","indirect migration background","","","",""
"3 on scale 1-7 ","2012","no migration background","","","",""
"3 on scale 1-7 ","2012","direct migration background","","","",""
"3 on scale 1-7 ","2012","indirect migration background","","","",""
"4 on scale 1-7","2012","no migration background","","","",""
"4 on scale 1-7","2012","direct migration background","","","",""
"4 on scale 1-7","2012","indirect migration background","","","",""
"5 on scale 1-7","2012","no migration background","","","",""
"5 on scale 1-7","2012","direct migration background","","","",""
"5 on scale 1-7","2012","indirect migration background","","","",""
"6 on scale 1-7","2012","no migration background","","","",""
"6 on scale 1-7","2012","direct migration background","","","",""
"6 on scale 1-7","2012","indirect migration background","","","",""
"7 Strongly agree","2012","no migration background","","","",""
"7 Strongly agree","2012","direct migration background","","","",""
"7 Strongly agree","2012","indirect migration background","","","",""
"1 Strongly disagree","2013","no migration background","","","",""
"1 Strongly disagree","2013","direct migration background","","","",""
"1 Strongly disagree","2013","indirect migration background","","","",""
"2 on scale 1-7 ","2013","no migration background","","","",""
"2 on scale 1-7 ","2013","direct migration background","","","",""
"2 on scale 1-7 ","2013","indirect migration background","","","",""
"3 on scale 1-7 ","2013","no migration background","","","",""
"3 on scale 1-7 ","2013","direct migration background","","","",""
"3 on scale 1-7 ","2013","indirect migration background","","","",""
"4 on scale 1-7","2013","no migration background","","","",""
"4 on scale 1-7","2013","direct migration background","","","",""
"4 on scale 1-7","2013","indirect migration background","","","",""
"5 on scale 1-7","2013","no migration background","","","",""
"5 on scale 1-7","2013","direct migration background","","","",""
"5 on scale 1-7","2013","indirect migration background","","","",""
"6 on scale 1-7","2013","no migration background","","","",""
"6 on scale 1-7","2013","direct migration background","","","",""
"6 on scale 1-7","2013","indirect migration background","","","",""
"7 Strongly agree","2013","no migration background","","","",""
"7 Strongly agree","2013","direct migration background","","","",""
"7 Strongly agree","2013","indirect migration background","","","",""
"1 Strongly disagree","2014","no migration background","","","",""
"1 Strongly disagree","2014","direct migration background","","","",""
"1 Strongly disagree","2014","indirect migration background","","","",""
"2 on scale 1-7 ","2014","no migration background","","","",""
"2 on scale 1-7 ","2014","direct migration background","","","",""
"2 on scale 1-7 ","2014","indirect migration background","","","",""
"3 on scale 1-7 ","2014","no migration background","","","",""
"3 on scale 1-7 ","2014","direct migration background","","","",""
"3 on scale 1-7 ","2014","indirect migration background","","","",""
"4 on scale 1-7","2014","no migration background","","","",""
"4 on scale 1-7","2014","direct migration background","","","",""
"4 on scale 1-7","2014","indirect migration background","","","",""
"5 on scale 1-7","2014","no migration background","","","",""
"5 on scale 1-7","2014","direct migration background","","","",""
"5 on scale 1-7","2014","indirect migration background","","","",""
"6 on scale 1-7","2014","no migration background","","","",""
"6 on scale 1-7","2014","direct migration background","","","",""
"6 on scale 1-7","2014","indirect migration background","","","",""
"7 Strongly agree","2014","no migration background","","","",""
"7 Strongly agree","2014","direct migration background","","","",""
"7 Strongly agree","2014","indirect migration background","","","",""
"1 Strongly disagree","2015","no migration background","58","0.0031225607247699","0.0023350238345382","0.00391009761500159"
"1 Strongly disagree","2015","direct migration background","33","0.00816994160402377","0.00585288259271113","0.0104870006153364"
"1 Strongly disagree","2015","indirect migration background","","","",""
"2 on scale 1-7 ","2015","no migration background","70","0.00344654044448839","0.00261929084337624","0.00427379004560054"
"2 on scale 1-7 ","2015","direct migration background","50","0.0106615469354514","0.00801797251003016","0.0133051213608727"
"2 on scale 1-7 ","2015","indirect migration background","","","",""
"3 on scale 1-7 ","2015","no migration background","131","0.00675288313982138","0.00559685647956153","0.00790890980008124"
"3 on scale 1-7 ","2015","direct migration background","68","0.0122946981193019","0.00945820579390672","0.015131190444697"
"3 on scale 1-7 ","2015","indirect migration background","","","",""
"4 on scale 1-7","2015","no migration background","541","0.0252482163211447","0.023033811864821","0.0274626207774684"
"4 on scale 1-7","2015","direct migration background","222","0.0363216673881513","0.0315059840533614","0.0411373507229412"
"4 on scale 1-7","2015","indirect migration background","48","0.0362243125431306","0.0273028470964875","0.0451457779897737"
"5 on scale 1-7","2015","no migration background","1585","0.0857291602177125","0.0817773480401654","0.0896809723952597"
"5 on scale 1-7","2015","direct migration background","462","0.0823129908543627","0.0752385769026869","0.0893874048060384"
"5 on scale 1-7","2015","indirect migration background","118","0.067024135445914","0.0550842831792788","0.0789639877125491"
"6 on scale 1-7","2015","no migration background","5639","0.290803196856844","0.284392908749521","0.297213484964168"
"6 on scale 1-7","2015","direct migration background","1243","0.227539595534478","0.216748250216478","0.238330940852479"
"6 on scale 1-7","2015","indirect migration background","393","0.243950000247513","0.223444337579682","0.264455662915344"
"7 Strongly agree","2015","no migration background","11256","0.584897442295219","0.577942201950578","0.59185268263986"
"7 Strongly agree","2015","direct migration background","3720","0.622699559564231","0.61022308398509","0.635176035143372"
"7 Strongly agree","2015","indirect migration background","1101","0.636595979824517","0.613630530444846","0.659561429204188"
"1 Strongly disagree","2016","no migration background","","","",""
"1 Strongly disagree","2016","direct migration background","30","0.00719416690036209","0.00468788919571199","0.00970044460501218"
"1 Strongly disagree","2016","indirect migration background","","","",""
"2 on scale 1-7 ","2016","no migration background","","","",""
"2 on scale 1-7 ","2016","direct migration background","","","",""
"2 on scale 1-7 ","2016","indirect migration background","","","",""
"3 on scale 1-7 ","2016","no migration background","","","",""
"3 on scale 1-7 ","2016","direct migration background","","","",""
"3 on scale 1-7 ","2016","indirect migration background","","","",""
"4 on scale 1-7","2016","no migration background","","","",""
"4 on scale 1-7","2016","direct migration background","51","0.0308782468019472","0.0257481889322014","0.036008304671693"
"4 on scale 1-7","2016","indirect migration background","","","",""
"5 on scale 1-7","2016","no migration background","","","",""
"5 on scale 1-7","2016","direct migration background","98","0.0482148249723603","0.041862005101706","0.0545676448430146"
"5 on scale 1-7","2016","indirect migration background","","","",""
"6 on scale 1-7","2016","no migration background","","","",""
"6 on scale 1-7","2016","direct migration background","219","0.116116343135139","0.106615743800771","0.125616942469507"
"6 on scale 1-7","2016","indirect migration background","","","",""
"7 Strongly agree","2016","no migration background","","","",""
"7 Strongly agree","2016","direct migration background","3940","0.787554560763423","0.775424281266727","0.799684840260118"
"7 Strongly agree","2016","indirect migration background","","","",""
"1 Strongly disagree","2017","no migration background","","","",""
"1 Strongly disagree","2017","direct migration background","","","",""
"1 Strongly disagree","2017","indirect migration background","","","",""
"2 on scale 1-7 ","2017","no migration background","","","",""
"2 on scale 1-7 ","2017","direct migration background","","","",""
"2 on scale 1-7 ","2017","indirect migration background","","","",""
"3 on scale 1-7 ","2017","no migration background","","","",""
"3 on scale 1-7 ","2017","direct migration background","","","",""
"3 on scale 1-7 ","2017","indirect migration background","","","",""
"4 on scale 1-7","2017","no migration background","","","",""
"4 on scale 1-7","2017","direct migration background","","","",""
"4 on scale 1-7","2017","indirect migration background","","","",""
"5 on scale 1-7","2017","no migration background","","","",""
"5 on scale 1-7","2017","direct migration background","69","0.0291897127704553","0.0230395757473554","0.0353398497935551"
"5 on scale 1-7","2017","indirect migration background","","","",""
"6 on scale 1-7","2017","no migration background","","","",""
"6 on scale 1-7","2017","direct migration background","225","0.0802397426089746","0.0703146451585966","0.0901648400593526"
"6 on scale 1-7","2017","indirect migration background","","","",""
"7 Strongly agree","2017","no migration background","","","",""
"7 Strongly agree","2017","direct migration background","2542","0.874425691768422","0.862319304898636","0.886532078638207"
"7 Strongly agree","2017","indirect migration background","","","",""
"1 Strongly disagree","2018","no migration background","","","",""
"1 Strongly disagree","2018","direct migration background","","","",""
"1 Strongly disagree","2018","indirect migration background","","","",""
"2 on scale 1-7 ","2018","no migration background","","","",""
"2 on scale 1-7 ","2018","direct migration background","","","",""
"2 on scale 1-7 ","2018","indirect migration background","","","",""
"3 on scale 1-7 ","2018","no migration background","","","",""
"3 on scale 1-7 ","2018","direct migration background","","","",""
"3 on scale 1-7 ","2018","indirect migration background","","","",""
"4 on scale 1-7","2018","no migration background","","","",""
"4 on scale 1-7","2018","direct migration background","","","",""
"4 on scale 1-7","2018","indirect migration background","","","",""
"5 on scale 1-7","2018","no migration background","","","",""
"5 on scale 1-7","2018","direct migration background","","","",""
"5 on scale 1-7","2018","indirect migration background","","","",""
"6 on scale 1-7","2018","no migration background","","","",""
"6 on scale 1-7","2018","direct migration background","39","0.0757477997841048","0.0505328466569394","0.10096275291127"
"6 on scale 1-7","2018","indirect migration background","","","",""
"7 Strongly agree","2018","no migration background","","","",""
"7 Strongly agree","2018","direct migration background","367","0.881392144626848","0.850580191982053","0.912204097271643"
"7 Strongly agree","2018","indirect migration background","","","",""
"1 Strongly disagree","2019","no migration background","","","",""
"1 Strongly disagree","2019","direct migration background","","","",""
"1 Strongly disagree","2019","indirect migration background","","","",""
"2 on scale 1-7 ","2019","no migration background","","","",""
"2 on scale 1-7 ","2019","direct migration background","","","",""
"2 on scale 1-7 ","2019","indirect migration background","","","",""
"3 on scale 1-7 ","2019","no migration background","","","",""
"3 on scale 1-7 ","2019","direct migration background","","","",""
"3 on scale 1-7 ","2019","indirect migration background","","","",""
"4 on scale 1-7","2019","no migration background","","","",""
"4 on scale 1-7","2019","direct migration background","","","",""
"4 on scale 1-7","2019","indirect migration background","","","",""
"5 on scale 1-7","2019","no migration background","","","",""
"5 on scale 1-7","2019","direct migration background","","","",""
"5 on scale 1-7","2019","indirect migration background","","","",""
"6 on scale 1-7","2019","no migration background","","","",""
"6 on scale 1-7","2019","direct migration background","32","0.0758764921885718","0.0448048203941153","0.106948163983028"
"6 on scale 1-7","2019","indirect migration background","","","",""
"7 Strongly agree","2019","no migration background","","","",""
"7 Strongly agree","2019","direct migration background","229","0.861119377113134","0.820540642677505","0.901698111548763"
"7 Strongly agree","2019","indirect migration background","","","",""
