"plh0206i01","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2005","Full Time","Female","1790","0.675350186324848","0.657605910127923","0.693094462521773"
"7 Strongly agree","2005","Part Time","Male","863","0.636141108246076","0.610839962117978","0.661442254374173"
"7 Strongly agree","2005","Part Time","Female","2270","0.682470866753564","0.666887491389747","0.698054242117381"
"7 Strongly agree","2005","Not Working","Male","1888","0.607243315546116","0.590240136210126","0.624246494882105"
"7 Strongly agree","2005","Not Working","Female","3027","0.658427825803521","0.644887136275425","0.671968515331617"
"1 Strongly disagree","2006","Full Time","Male","","","",""
"1 Strongly disagree","2006","Full Time","Female","","","",""
"1 Strongly disagree","2006","Part Time","Male","","","",""
"1 Strongly disagree","2006","Part Time","Female","","","",""
"1 Strongly disagree","2006","Not Working","Male","","","",""
"1 Strongly disagree","2006","Not Working","Female","","","",""
"2 on scale 1-7 ","2006","Full Time","Male","","","",""
"2 on scale 1-7 ","2006","Full Time","Female","","","",""
"2 on scale 1-7 ","2006","Part Time","Male","","","",""
"2 on scale 1-7 ","2006","Part Time","Female","","","",""
"2 on scale 1-7 ","2006","Not Working","Male","","","",""
"2 on scale 1-7 ","2006","Not Working","Female","","","",""
"3 on scale 1-7 ","2006","Full Time","Male","","","",""
"3 on scale 1-7 ","2006","Full Time","Female","","","",""
"3 on scale 1-7 ","2006","Part Time","Male","","","",""
"3 on scale 1-7 ","2006","Part Time","Female","","","",""
"3 on scale 1-7 ","2006","Not Working","Male","","","",""
"3 on scale 1-7 ","2006","Not Working","Female","","","",""
"4 on scale 1-7","2006","Full Time","Male","","","",""
"4 on scale 1-7","2006","Full Time","Female","","","",""
"4 on scale 1-7","2006","Part Time","Male","","","",""
"4 on scale 1-7","2006","Part Time","Female","","","",""
"4 on scale 1-7","2006","Not Working","Male","","","",""
"4 on scale 1-7","2006","Not Working","Female","","","",""
"5 on scale 1-7","2006","Full Time","Male","","","",""
"5 on scale 1-7","2006","Full Time","Female","","","",""
"5 on scale 1-7","2006","Part Time","Male","","","",""
"5 on scale 1-7","2006","Part Time","Female","","","",""
"5 on scale 1-7","2006","Not Working","Male","","","",""
"5 on scale 1-7","2006","Not Working","Female","","","",""
"6 on scale 1-7","2006","Full Time","Male","","","",""
"6 on scale 1-7","2006","Full Time","Female","","","",""
"6 on scale 1-7","2006","Part Time","Male","","","",""
"6 on scale 1-7","2006","Part Time","Female","","","",""
"6 on scale 1-7","2006","Not Working","Male","","","",""
"6 on scale 1-7","2006","Not Working","Female","","","",""
"7 Strongly agree","2006","Full Time","Male","","","",""
"7 Strongly agree","2006","Full Time","Female","","","",""
"7 Strongly agree","2006","Part Time","Male","","","",""
"7 Strongly agree","2006","Part Time","Female","","","",""
"7 Strongly agree","2006","Not Working","Male","","","",""
"7 Strongly agree","2006","Not Working","Female","","","",""
"1 Strongly disagree","2007","Full Time","Male","","","",""
"1 Strongly disagree","2007","Full Time","Female","","","",""
"1 Strongly disagree","2007","Part Time","Male","","","",""
"1 Strongly disagree","2007","Part Time","Female","","","",""
"1 Strongly disagree","2007","Not Working","Male","","","",""
"1 Strongly disagree","2007","Not Working","Female","","","",""
"2 on scale 1-7 ","2007","Full Time","Male","","","",""
"2 on scale 1-7 ","2007","Full Time","Female","","","",""
"2 on scale 1-7 ","2007","Part Time","Male","","","",""
"2 on scale 1-7 ","2007","Part Time","Female","","","",""
"2 on scale 1-7 ","2007","Not Working","Male","","","",""
"2 on scale 1-7 ","2007","Not Working","Female","","","",""
"3 on scale 1-7 ","2007","Full Time","Male","","","",""
"3 on scale 1-7 ","2007","Full Time","Female","","","",""
"3 on scale 1-7 ","2007","Part Time","Male","","","",""
"3 on scale 1-7 ","2007","Part Time","Female","","","",""
"3 on scale 1-7 ","2007","Not Working","Male","","","",""
"3 on scale 1-7 ","2007","Not Working","Female","","","",""
"4 on scale 1-7","2007","Full Time","Male","","","",""
"4 on scale 1-7","2007","Full Time","Female","","","",""
"4 on scale 1-7","2007","Part Time","Male","","","",""
"4 on scale 1-7","2007","Part Time","Female","","","",""
"4 on scale 1-7","2007","Not Working","Male","","","",""
"4 on scale 1-7","2007","Not Working","Female","","","",""
"5 on scale 1-7","2007","Full Time","Male","","","",""
"5 on scale 1-7","2007","Full Time","Female","","","",""
"5 on scale 1-7","2007","Part Time","Male","","","",""
"5 on scale 1-7","2007","Part Time","Female","","","",""
"5 on scale 1-7","2007","Not Working","Male","","","",""
"5 on scale 1-7","2007","Not Working","Female","","","",""
"6 on scale 1-7","2007","Full Time","Male","","","",""
"6 on scale 1-7","2007","Full Time","Female","","","",""
"6 on scale 1-7","2007","Part Time","Male","","","",""
"6 on scale 1-7","2007","Part Time","Female","","","",""
"6 on scale 1-7","2007","Not Working","Male","","","",""
"6 on scale 1-7","2007","Not Working","Female","","","",""
"7 Strongly agree","2007","Full Time","Male","","","",""
"7 Strongly agree","2007","Full Time","Female","","","",""
"7 Strongly agree","2007","Part Time","Male","","","",""
"7 Strongly agree","2007","Part Time","Female","","","",""
"7 Strongly agree","2007","Not Working","Male","","","",""
"7 Strongly agree","2007","Not Working","Female","","","",""
"1 Strongly disagree","2008","Full Time","Male","","","",""
"1 Strongly disagree","2008","Full Time","Female","","","",""
"1 Strongly disagree","2008","Part Time","Male","","","",""
"1 Strongly disagree","2008","Part Time","Female","","","",""
"1 Strongly disagree","2008","Not Working","Male","","","",""
"1 Strongly disagree","2008","Not Working","Female","","","",""
"2 on scale 1-7 ","2008","Full Time","Male","","","",""
"2 on scale 1-7 ","2008","Full Time","Female","","","",""
"2 on scale 1-7 ","2008","Part Time","Male","","","",""
"2 on scale 1-7 ","2008","Part Time","Female","","","",""
"2 on scale 1-7 ","2008","Not Working","Male","","","",""
"2 on scale 1-7 ","2008","Not Working","Female","","","",""
"3 on scale 1-7 ","2008","Full Time","Male","","","",""
"3 on scale 1-7 ","2008","Full Time","Female","","","",""
"3 on scale 1-7 ","2008","Part Time","Male","","","",""
"3 on scale 1-7 ","2008","Part Time","Female","","","",""
"3 on scale 1-7 ","2008","Not Working","Male","","","",""
"3 on scale 1-7 ","2008","Not Working","Female","","","",""
"4 on scale 1-7","2008","Full Time","Male","","","",""
"4 on scale 1-7","2008","Full Time","Female","","","",""
"4 on scale 1-7","2008","Part Time","Male","","","",""
"4 on scale 1-7","2008","Part Time","Female","","","",""
"4 on scale 1-7","2008","Not Working","Male","","","",""
"4 on scale 1-7","2008","Not Working","Female","","","",""
"5 on scale 1-7","2008","Full Time","Male","","","",""
"5 on scale 1-7","2008","Full Time","Female","","","",""
"5 on scale 1-7","2008","Part Time","Male","","","",""
"5 on scale 1-7","2008","Part Time","Female","","","",""
"5 on scale 1-7","2008","Not Working","Male","","","",""
"5 on scale 1-7","2008","Not Working","Female","","","",""
"6 on scale 1-7","2008","Full Time","Male","","","",""
"6 on scale 1-7","2008","Full Time","Female","","","",""
"6 on scale 1-7","2008","Part Time","Male","","","",""
"6 on scale 1-7","2008","Part Time","Female","","","",""
"6 on scale 1-7","2008","Not Working","Male","","","",""
"6 on scale 1-7","2008","Not Working","Female","","","",""
"7 Strongly agree","2008","Full Time","Male","","","",""
"7 Strongly agree","2008","Full Time","Female","","","",""
"7 Strongly agree","2008","Part Time","Male","","","",""
"7 Strongly agree","2008","Part Time","Female","","","",""
"7 Strongly agree","2008","Not Working","Male","","","",""
"7 Strongly agree","2008","Not Working","Female","","","",""
"1 Strongly disagree","2009","Full Time","Male","","","",""
"1 Strongly disagree","2009","Full Time","Female","","","",""
"1 Strongly disagree","2009","Part Time","Male","","","",""
"1 Strongly disagree","2009","Part Time","Female","","","",""
"1 Strongly disagree","2009","Not Working","Male","","","",""
"1 Strongly disagree","2009","Not Working","Female","","","",""
"2 on scale 1-7 ","2009","Full Time","Male","","","",""
"2 on scale 1-7 ","2009","Full Time","Female","","","",""
"2 on scale 1-7 ","2009","Part Time","Male","","","",""
"2 on scale 1-7 ","2009","Part Time","Female","","","",""
"2 on scale 1-7 ","2009","Not Working","Male","","","",""
"2 on scale 1-7 ","2009","Not Working","Female","","","",""
"3 on scale 1-7 ","2009","Full Time","Male","","","",""
"3 on scale 1-7 ","2009","Full Time","Female","","","",""
"3 on scale 1-7 ","2009","Part Time","Male","","","",""
"3 on scale 1-7 ","2009","Part Time","Female","","","",""
"3 on scale 1-7 ","2009","Not Working","Male","","","",""
"3 on scale 1-7 ","2009","Not Working","Female","","","",""
"4 on scale 1-7","2009","Full Time","Male","","","",""
"4 on scale 1-7","2009","Full Time","Female","","","",""
"4 on scale 1-7","2009","Part Time","Male","","","",""
"4 on scale 1-7","2009","Part Time","Female","","","",""
"4 on scale 1-7","2009","Not Working","Male","","","",""
"4 on scale 1-7","2009","Not Working","Female","","","",""
"5 on scale 1-7","2009","Full Time","Male","","","",""
"5 on scale 1-7","2009","Full Time","Female","","","",""
"5 on scale 1-7","2009","Part Time","Male","","","",""
"5 on scale 1-7","2009","Part Time","Female","","","",""
"5 on scale 1-7","2009","Not Working","Male","","","",""
"5 on scale 1-7","2009","Not Working","Female","","","",""
"6 on scale 1-7","2009","Full Time","Male","","","",""
"6 on scale 1-7","2009","Full Time","Female","","","",""
"6 on scale 1-7","2009","Part Time","Male","","","",""
"6 on scale 1-7","2009","Part Time","Female","","","",""
"6 on scale 1-7","2009","Not Working","Male","","","",""
"6 on scale 1-7","2009","Not Working","Female","","","",""
"7 Strongly agree","2009","Full Time","Male","","","",""
"7 Strongly agree","2009","Full Time","Female","","","",""
"7 Strongly agree","2009","Part Time","Male","","","",""
"7 Strongly agree","2009","Part Time","Female","","","",""
"7 Strongly agree","2009","Not Working","Male","","","",""
"7 Strongly agree","2009","Not Working","Female","","","",""
"1 Strongly disagree","2010","Full Time","Male","5","","",""
"1 Strongly disagree","2010","Full Time","Female","7","","",""
"1 Strongly disagree","2010","Part Time","Male","4","","",""
"1 Strongly disagree","2010","Part Time","Female","8","","",""
"1 Strongly disagree","2010","Not Working","Male","6","","",""
"1 Strongly disagree","2010","Not Working","Female","15","","",""
"2 on scale 1-7 ","2010","Full Time","Male","9","","",""
"2 on scale 1-7 ","2010","Full Time","Female","5","","",""
"2 on scale 1-7 ","2010","Part Time","Male","6","","",""
"2 on scale 1-7 ","2010","Part Time","Female","12","","",""
"2 on scale 1-7 ","2010","Not Working","Male","12","","",""
"2 on scale 1-7 ","2010","Not Working","Female","11","","",""
"3 on scale 1-7 ","2010","Full Time","Male","28","","",""
"3 on scale 1-7 ","2010","Full Time","Female","13","","",""
"3 on scale 1-7 ","2010","Part Time","Male","8","","",""
"3 on scale 1-7 ","2010","Part Time","Female","14","","",""
"3 on scale 1-7 ","2010","Not Working","Male","19","","",""
"3 on scale 1-7 ","2010","Not Working","Female","20","","",""
"4 on scale 1-7","2010","Full Time","Male","91","0.0256895308368099","0.0208951676526854","0.0304838940209343"
"4 on scale 1-7","2010","Full Time","Female","56","0.026417703788983","0.0198072438597332","0.0330281637182327"
"4 on scale 1-7","2010","Part Time","Male","30","0.0305749724305717","0.020316690952948","0.0408332539081954"
"4 on scale 1-7","2010","Part Time","Female","76","0.0224315999501594","0.0169700055114032","0.0278931943889156"
"4 on scale 1-7","2010","Not Working","Male","102","0.0369945337224938","0.0298511848781659","0.0441378825668217"
"4 on scale 1-7","2010","Not Working","Female","108","0.0327392569306956","0.0269732776646782","0.0385052361967131"
"5 on scale 1-7","2010","Full Time","Male","387","0.0943154476442975","0.0854585004768391","0.103172394811756"
"5 on scale 1-7","2010","Full Time","Female","161","0.0599454966194458","0.0501606818608691","0.0697303113780224"
"5 on scale 1-7","2010","Part Time","Male","114","0.0991384357349107","0.0813316915075221","0.116945179962299"
"5 on scale 1-7","2010","Part Time","Female","220","0.0786761141637763","0.0687462487768791","0.0886059795506736"
"5 on scale 1-7","2010","Not Working","Male","289","0.108725965063294","0.0969447260422031","0.120507204084385"
"5 on scale 1-7","2010","Not Working","Female","363","0.103503266463171","0.0936332410702368","0.113373291856106"
"6 on scale 1-7","2010","Full Time","Male","1226","0.278618528644609","0.265032527476577","0.292204529812641"
"6 on scale 1-7","2010","Full Time","Female","629","0.269207085823355","0.250924474896198","0.287489696750512"
"6 on scale 1-7","2010","Part Time","Male","298","0.273554493620365","0.246992668802607","0.300116318438124"
"6 on scale 1-7","2010","Part Time","Female","737","0.26124451981789","0.245041733779787","0.277447305855993"
"6 on scale 1-7","2010","Not Working","Male","735","0.268292531289879","0.251524126869181","0.285060935710577"
"6 on scale 1-7","2010","Not Working","Female","941","0.246736577054793","0.232767841562805","0.260705312546782"
"7 Strongly agree","2010","Full Time","Male","2437","0.587827560631935","0.572911003179274","0.602744118084596"
"7 Strongly agree","2010","Full Time","Female","1390","0.629846315778422","0.609943883964106","0.649748747592738"
"7 Strongly agree","2010","Part Time","Male","622","0.58329743160871","0.5539214368965","0.61267342632092"
"7 Strongly agree","2010","Part Time","Female","1757","0.622738114294219","0.604861308011464","0.640614920576975"
"7 Strongly agree","2010","Not Working","Male","1519","0.571045410511859","0.552314465608446","0.589776355415271"
"7 Strongly agree","2010","Not Working","Female","2201","0.605800303002527","0.589966334654748","0.621634271350305"
"1 Strongly disagree","2011","Full Time","Male","","","",""
"1 Strongly disagree","2011","Full Time","Female","","","",""
"1 Strongly disagree","2011","Part Time","Male","","","",""
"1 Strongly disagree","2011","Part Time","Female","","","",""
"1 Strongly disagree","2011","Not Working","Male","","","",""
"1 Strongly disagree","2011","Not Working","Female","","","",""
"2 on scale 1-7 ","2011","Full Time","Male","","","",""
"2 on scale 1-7 ","2011","Full Time","Female","","","",""
"2 on scale 1-7 ","2011","Part Time","Male","","","",""
"2 on scale 1-7 ","2011","Part Time","Female","","","",""
"2 on scale 1-7 ","2011","Not Working","Male","","","",""
"2 on scale 1-7 ","2011","Not Working","Female","","","",""
"3 on scale 1-7 ","2011","Full Time","Male","","","",""
"3 on scale 1-7 ","2011","Full Time","Female","","","",""
"3 on scale 1-7 ","2011","Part Time","Male","","","",""
"3 on scale 1-7 ","2011","Part Time","Female","","","",""
"3 on scale 1-7 ","2011","Not Working","Male","","","",""
"3 on scale 1-7 ","2011","Not Working","Female","","","",""
"4 on scale 1-7","2011","Full Time","Male","","","",""
"4 on scale 1-7","2011","Full Time","Female","","","",""
"4 on scale 1-7","2011","Part Time","Male","","","",""
"4 on scale 1-7","2011","Part Time","Female","","","",""
"4 on scale 1-7","2011","Not Working","Male","","","",""
"4 on scale 1-7","2011","Not Working","Female","","","",""
"5 on scale 1-7","2011","Full Time","Male","","","",""
"5 on scale 1-7","2011","Full Time","Female","","","",""
"5 on scale 1-7","2011","Part Time","Male","","","",""
"5 on scale 1-7","2011","Part Time","Female","","","",""
"5 on scale 1-7","2011","Not Working","Male","","","",""
"5 on scale 1-7","2011","Not Working","Female","","","",""
"6 on scale 1-7","2011","Full Time","Male","","","",""
"6 on scale 1-7","2011","Full Time","Female","","","",""
"6 on scale 1-7","2011","Part Time","Male","","","",""
"6 on scale 1-7","2011","Part Time","Female","","","",""
"6 on scale 1-7","2011","Not Working","Male","","","",""
"6 on scale 1-7","2011","Not Working","Female","","","",""
"7 Strongly agree","2011","Full Time","Male","","","",""
"7 Strongly agree","2011","Full Time","Female","","","",""
"7 Strongly agree","2011","Part Time","Male","","","",""
"7 Strongly agree","2011","Part Time","Female","","","",""
"7 Strongly agree","2011","Not Working","Male","","","",""
"7 Strongly agree","2011","Not Working","Female","","","",""
"1 Strongly disagree","2012","Full Time","Male","","","",""
"1 Strongly disagree","2012","Full Time","Female","","","",""
"1 Strongly disagree","2012","Part Time","Male","","","",""
"1 Strongly disagree","2012","Part Time","Female","","","",""
"1 Strongly disagree","2012","Not Working","Male","","","",""
"1 Strongly disagree","2012","Not Working","Female","","","",""
"2 on scale 1-7 ","2012","Full Time","Male","","","",""
"2 on scale 1-7 ","2012","Full Time","Female","","","",""
"2 on scale 1-7 ","2012","Part Time","Male","","","",""
"2 on scale 1-7 ","2012","Part Time","Female","","","",""
"2 on scale 1-7 ","2012","Not Working","Male","","","",""
"2 on scale 1-7 ","2012","Not Working","Female","","","",""
"3 on scale 1-7 ","2012","Full Time","Male","","","",""
"3 on scale 1-7 ","2012","Full Time","Female","","","",""
"3 on scale 1-7 ","2012","Part Time","Male","","","",""
"3 on scale 1-7 ","2012","Part Time","Female","","","",""
"3 on scale 1-7 ","2012","Not Working","Male","","","",""
"3 on scale 1-7 ","2012","Not Working","Female","","","",""
"4 on scale 1-7","2012","Full Time","Male","","","",""
"4 on scale 1-7","2012","Full Time","Female","","","",""
"4 on scale 1-7","2012","Part Time","Male","","","",""
"4 on scale 1-7","2012","Part Time","Female","","","",""
"4 on scale 1-7","2012","Not Working","Male","","","",""
"4 on scale 1-7","2012","Not Working","Female","","","",""
"5 on scale 1-7","2012","Full Time","Male","","","",""
"5 on scale 1-7","2012","Full Time","Female","","","",""
"5 on scale 1-7","2012","Part Time","Male","","","",""
"5 on scale 1-7","2012","Part Time","Female","","","",""
"5 on scale 1-7","2012","Not Working","Male","","","",""
"5 on scale 1-7","2012","Not Working","Female","","","",""
"6 on scale 1-7","2012","Full Time","Male","","","",""
"6 on scale 1-7","2012","Full Time","Female","","","",""
"6 on scale 1-7","2012","Part Time","Male","","","",""
"6 on scale 1-7","2012","Part Time","Female","","","",""
"6 on scale 1-7","2012","Not Working","Male","","","",""
"6 on scale 1-7","2012","Not Working","Female","","","",""
"7 Strongly agree","2012","Full Time","Male","","","",""
"7 Strongly agree","2012","Full Time","Female","","","",""
"7 Strongly agree","2012","Part Time","Male","","","",""
"7 Strongly agree","2012","Part Time","Female","","","",""
"7 Strongly agree","2012","Not Working","Male","","","",""
"7 Strongly agree","2012","Not Working","Female","","","",""
"1 Strongly disagree","2013","Full Time","Male","","","",""
"1 Strongly disagree","2013","Full Time","Female","","","",""
"1 Strongly disagree","2013","Part Time","Male","","","",""
"1 Strongly disagree","2013","Part Time","Female","","","",""
"1 Strongly disagree","2013","Not Working","Male","","","",""
"1 Strongly disagree","2013","Not Working","Female","","","",""
"2 on scale 1-7 ","2013","Full Time","Male","","","",""
"2 on scale 1-7 ","2013","Full Time","Female","","","",""
"2 on scale 1-7 ","2013","Part Time","Male","","","",""
"2 on scale 1-7 ","2013","Part Time","Female","","","",""
"2 on scale 1-7 ","2013","Not Working","Male","","","",""
"2 on scale 1-7 ","2013","Not Working","Female","","","",""
"3 on scale 1-7 ","2013","Full Time","Male","","","",""
"3 on scale 1-7 ","2013","Full Time","Female","","","",""
"3 on scale 1-7 ","2013","Part Time","Male","","","",""
"3 on scale 1-7 ","2013","Part Time","Female","","","",""
"3 on scale 1-7 ","2013","Not Working","Male","","","",""
"3 on scale 1-7 ","2013","Not Working","Female","","","",""
"4 on scale 1-7","2013","Full Time","Male","","","",""
"4 on scale 1-7","2013","Full Time","Female","","","",""
"4 on scale 1-7","2013","Part Time","Male","","","",""
"4 on scale 1-7","2013","Part Time","Female","","","",""
"4 on scale 1-7","2013","Not Working","Male","","","",""
"4 on scale 1-7","2013","Not Working","Female","","","",""
"5 on scale 1-7","2013","Full Time","Male","","","",""
"5 on scale 1-7","2013","Full Time","Female","","","",""
"5 on scale 1-7","2013","Part Time","Male","","","",""
"5 on scale 1-7","2013","Part Time","Female","","","",""
"5 on scale 1-7","2013","Not Working","Male","","","",""
"5 on scale 1-7","2013","Not Working","Female","","","",""
"6 on scale 1-7","2013","Full Time","Male","","","",""
"6 on scale 1-7","2013","Full Time","Female","","","",""
"6 on scale 1-7","2013","Part Time","Male","","","",""
"6 on scale 1-7","2013","Part Time","Female","","","",""
"6 on scale 1-7","2013","Not Working","Male","","","",""
"6 on scale 1-7","2013","Not Working","Female","","","",""
"7 Strongly agree","2013","Full Time","Male","","","",""
"7 Strongly agree","2013","Full Time","Female","","","",""
"7 Strongly agree","2013","Part Time","Male","","","",""
"7 Strongly agree","2013","Part Time","Female","","","",""
"7 Strongly agree","2013","Not Working","Male","","","",""
"7 Strongly agree","2013","Not Working","Female","","","",""
"1 Strongly disagree","2014","Full Time","Male","","","",""
"1 Strongly disagree","2014","Full Time","Female","","","",""
"1 Strongly disagree","2014","Part Time","Male","","","",""
"1 Strongly disagree","2014","Part Time","Female","","","",""
"1 Strongly disagree","2014","Not Working","Male","","","",""
"1 Strongly disagree","2014","Not Working","Female","","","",""
"2 on scale 1-7 ","2014","Full Time","Male","","","",""
"2 on scale 1-7 ","2014","Full Time","Female","","","",""
"2 on scale 1-7 ","2014","Part Time","Male","","","",""
"2 on scale 1-7 ","2014","Part Time","Female","","","",""
"2 on scale 1-7 ","2014","Not Working","Male","","","",""
"2 on scale 1-7 ","2014","Not Working","Female","","","",""
"3 on scale 1-7 ","2014","Full Time","Male","","","",""
"3 on scale 1-7 ","2014","Full Time","Female","","","",""
"3 on scale 1-7 ","2014","Part Time","Male","","","",""
"3 on scale 1-7 ","2014","Part Time","Female","","","",""
"3 on scale 1-7 ","2014","Not Working","Male","","","",""
"3 on scale 1-7 ","2014","Not Working","Female","","","",""
"4 on scale 1-7","2014","Full Time","Male","","","",""
"4 on scale 1-7","2014","Full Time","Female","","","",""
"4 on scale 1-7","2014","Part Time","Male","","","",""
"4 on scale 1-7","2014","Part Time","Female","","","",""
"4 on scale 1-7","2014","Not Working","Male","","","",""
"4 on scale 1-7","2014","Not Working","Female","","","",""
"5 on scale 1-7","2014","Full Time","Male","","","",""
"5 on scale 1-7","2014","Full Time","Female","","","",""
"5 on scale 1-7","2014","Part Time","Male","","","",""
"5 on scale 1-7","2014","Part Time","Female","","","",""
"5 on scale 1-7","2014","Not Working","Male","","","",""
"5 on scale 1-7","2014","Not Working","Female","","","",""
"6 on scale 1-7","2014","Full Time","Male","","","",""
"6 on scale 1-7","2014","Full Time","Female","","","",""
"6 on scale 1-7","2014","Part Time","Male","","","",""
"6 on scale 1-7","2014","Part Time","Female","","","",""
"6 on scale 1-7","2014","Not Working","Male","","","",""
"6 on scale 1-7","2014","Not Working","Female","","","",""
"7 Strongly agree","2014","Full Time","Male","","","",""
"7 Strongly agree","2014","Full Time","Female","","","",""
"7 Strongly agree","2014","Part Time","Male","","","",""
"7 Strongly agree","2014","Part Time","Female","","","",""
"7 Strongly agree","2014","Not Working","Male","","","",""
"7 Strongly agree","2014","Not Working","Female","","","",""
"1 Strongly disagree","2015","Full Time","Male","26","","",""
"1 Strongly disagree","2015","Full Time","Female","8","","",""
"1 Strongly disagree","2015","Part Time","Male","4","","",""
"1 Strongly disagree","2015","Part Time","Female","21","","",""
"1 Strongly disagree","2015","Not Working","Male","14","","",""
"1 Strongly disagree","2015","Not Working","Female","22","","",""
"2 on scale 1-7 ","2015","Full Time","Male","31","0.00439224382334472","0.00275227928543556","0.00603220836125388"
"2 on scale 1-7 ","2015","Full Time","Female","10","","",""
"2 on scale 1-7 ","2015","Part Time","Male","8","","",""
"2 on scale 1-7 ","2015","Part Time","Female","30","0.00432366105392698","0.00255873448015411","0.00608858762769985"
"2 on scale 1-7 ","2015","Not Working","Male","21","","",""
"2 on scale 1-7 ","2015","Not Working","Female","28","","",""
"3 on scale 1-7 ","2015","Full Time","Male","50","0.00597365756443502","0.00406263326378081","0.00788468186508923"
"3 on scale 1-7 ","2015","Full Time","Female","26","","",""
"3 on scale 1-7 ","2015","Part Time","Male","19","","",""
"3 on scale 1-7 ","2015","Part Time","Female","37","0.00713017186937732","0.00486689396158847","0.00939344977716617"
"3 on scale 1-7 ","2015","Not Working","Male","34","0.00873618351203937","0.00593974773871774","0.011532619285361"
"3 on scale 1-7 ","2015","Not Working","Female","46","0.00852260507564683","0.00617603365508477","0.0108691764962089"
"4 on scale 1-7","2015","Full Time","Male","182","0.0243930319752919","0.0205672744573001","0.0282187894932837"
"4 on scale 1-7","2015","Full Time","Female","100","0.0282324133273981","0.0225395857679404","0.0339252408868558"
"4 on scale 1-7","2015","Part Time","Male","52","0.0237017483138605","0.0166879954090015","0.0307155012187195"
"4 on scale 1-7","2015","Part Time","Female","141","0.0254343084452568","0.0211992710015705","0.0296693458889431"
"4 on scale 1-7","2015","Not Working","Male","143","0.0289116364299464","0.0238764557379554","0.0339468171219373"
"4 on scale 1-7","2015","Not Working","Female","193","0.0321198591022278","0.027618913215689","0.0366208049887667"
"5 on scale 1-7","2015","Full Time","Male","495","0.0809160843389308","0.0741530418921618","0.0876791267856998"
"5 on scale 1-7","2015","Full Time","Female","239","0.0757701134232312","0.0666749230190177","0.0848653038274446"
"5 on scale 1-7","2015","Part Time","Male","165","0.0977149465986095","0.084024380831723","0.111405512365496"
