"plh0206i01","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2005","16-34 y.","direct migration background","23","","",""
"4 on scale 1-7","2005","16-34 y.","indirect migration background","29","","",""
"4 on scale 1-7","2005","35-65 y.","no migration background","240","0.0243708275320604","0.0213458870412179","0.0273957680229028"
"4 on scale 1-7","2005","35-65 y.","direct migration background","66","0.0431177549196751","0.032737713830545","0.0534977960088051"
"4 on scale 1-7","2005","35-65 y.","indirect migration background","4","","",""
"4 on scale 1-7","2005","66 and older","no migration background","112","0.0328496998362711","0.0268698175483095","0.0388295821242327"
"4 on scale 1-7","2005","66 and older","direct migration background","17","","",""
"4 on scale 1-7","2005","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2005","16-34 y.","no migration background","366","0.0877073635831748","0.0790793511425343","0.0963353760238153"
"5 on scale 1-7","2005","16-34 y.","direct migration background","49","0.0827570116113616","0.0593230652972439","0.106190957925479"
"5 on scale 1-7","2005","16-34 y.","indirect migration background","79","0.117574077859834","0.0930374986158359","0.142110657103832"
"5 on scale 1-7","2005","35-65 y.","no migration background","711","0.0714330900537648","0.066380714460495","0.0764854656470346"
"5 on scale 1-7","2005","35-65 y.","direct migration background","119","0.0898405392790901","0.0752276304866783","0.104453448071502"
"5 on scale 1-7","2005","35-65 y.","indirect migration background","11","","",""
"5 on scale 1-7","2005","66 and older","no migration background","302","0.0917838546839974","0.0820975594413023","0.101470149926693"
"5 on scale 1-7","2005","66 and older","direct migration background","35","0.091015266914386","0.0616279727839329","0.120402561044839"
"5 on scale 1-7","2005","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2005","16-34 y.","no migration background","1141","0.263264916873307","0.24983176826402","0.276698065482593"
"6 on scale 1-7","2005","16-34 y.","direct migration background","110","0.19556002203639","0.161824480038036","0.229295564034745"
"6 on scale 1-7","2005","16-34 y.","indirect migration background","149","0.217110741994476","0.185704937763203","0.248516546225749"
"6 on scale 1-7","2005","35-65 y.","no migration background","2566","0.241393592519084","0.232998791035099","0.249788394003068"
"6 on scale 1-7","2005","35-65 y.","direct migration background","319","0.195400888174258","0.175138305689388","0.215663470659128"
"6 on scale 1-7","2005","35-65 y.","indirect migration background","31","0.17509821640312","0.115267497059858","0.234928935746383"
"6 on scale 1-7","2005","66 and older","no migration background","760","0.209502463012341","0.195849567265154","0.223155358759528"
"6 on scale 1-7","2005","66 and older","direct migration background","83","0.217292238341567","0.175156936562591","0.259427540120544"
"6 on scale 1-7","2005","66 and older","indirect migration background","3","","",""
"7 Strongly agree","2005","16-34 y.","no migration background","2473","0.610726608246539","0.595854366711095","0.625598849781983"
"7 Strongly agree","2005","16-34 y.","direct migration background","343","0.648143500746259","0.607525438159541","0.688761563332977"
"7 Strongly agree","2005","16-34 y.","indirect migration background","403","0.606772511503281","0.569562999020751","0.643982023985811"
"7 Strongly agree","2005","35-65 y.","no migration background","6363","0.651695124547895","0.64234879002801","0.66104145906778"
"7 Strongly agree","2005","35-65 y.","direct migration background","945","0.654972014087446","0.630679062314646","0.679264965860247"
"7 Strongly agree","2005","35-65 y.","indirect migration background","107","0.709460079738527","0.637985908200077","0.780934251276977"
"7 Strongly agree","2005","66 and older","no migration background","2197","0.652917009814796","0.63694624907346","0.668887770556132"
"7 Strongly agree","2005","66 and older","direct migration background","224","0.625183171066302","0.575725078595694","0.674641263536909"
"7 Strongly agree","2005","66 and older","indirect migration background","8","","",""
"1 Strongly disagree","2006","16-34 y.","no migration background","","","",""
"1 Strongly disagree","2006","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2006","16-34 y.","indirect migration background","","","",""
"1 Strongly disagree","2006","35-65 y.","no migration background","","","",""
"1 Strongly disagree","2006","35-65 y.","direct migration background","","","",""
"1 Strongly disagree","2006","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2006","66 and older","no migration background","","","",""
"1 Strongly disagree","2006","66 and older","direct migration background","","","",""
"1 Strongly disagree","2006","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2006","16-34 y.","no migration background","","","",""
"2 on scale 1-7 ","2006","16-34 y.","direct migration background","","","",""
"2 on scale 1-7 ","2006","16-34 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2006","35-65 y.","no migration background","","","",""
"2 on scale 1-7 ","2006","35-65 y.","direct migration background","","","",""
"2 on scale 1-7 ","2006","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2006","66 and older","no migration background","","","",""
"2 on scale 1-7 ","2006","66 and older","direct migration background","","","",""
"2 on scale 1-7 ","2006","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2006","16-34 y.","no migration background","","","",""
"3 on scale 1-7 ","2006","16-34 y.","direct migration background","","","",""
"3 on scale 1-7 ","2006","16-34 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2006","35-65 y.","no migration background","","","",""
"3 on scale 1-7 ","2006","35-65 y.","direct migration background","","","",""
"3 on scale 1-7 ","2006","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2006","66 and older","no migration background","","","",""
"3 on scale 1-7 ","2006","66 and older","direct migration background","","","",""
"3 on scale 1-7 ","2006","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2006","16-34 y.","no migration background","","","",""
"4 on scale 1-7","2006","16-34 y.","direct migration background","","","",""
"4 on scale 1-7","2006","16-34 y.","indirect migration background","","","",""
"4 on scale 1-7","2006","35-65 y.","no migration background","","","",""
"4 on scale 1-7","2006","35-65 y.","direct migration background","","","",""
"4 on scale 1-7","2006","35-65 y.","indirect migration background","","","",""
"4 on scale 1-7","2006","66 and older","no migration background","","","",""
"4 on scale 1-7","2006","66 and older","direct migration background","","","",""
"4 on scale 1-7","2006","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2006","16-34 y.","no migration background","","","",""
"5 on scale 1-7","2006","16-34 y.","direct migration background","","","",""
"5 on scale 1-7","2006","16-34 y.","indirect migration background","","","",""
"5 on scale 1-7","2006","35-65 y.","no migration background","","","",""
"5 on scale 1-7","2006","35-65 y.","direct migration background","","","",""
"5 on scale 1-7","2006","35-65 y.","indirect migration background","","","",""
"5 on scale 1-7","2006","66 and older","no migration background","","","",""
"5 on scale 1-7","2006","66 and older","direct migration background","","","",""
"5 on scale 1-7","2006","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2006","16-34 y.","no migration background","","","",""
"6 on scale 1-7","2006","16-34 y.","direct migration background","","","",""
"6 on scale 1-7","2006","16-34 y.","indirect migration background","","","",""
"6 on scale 1-7","2006","35-65 y.","no migration background","","","",""
"6 on scale 1-7","2006","35-65 y.","direct migration background","","","",""
"6 on scale 1-7","2006","35-65 y.","indirect migration background","","","",""
"6 on scale 1-7","2006","66 and older","no migration background","","","",""
"6 on scale 1-7","2006","66 and older","direct migration background","","","",""
"6 on scale 1-7","2006","66 and older","indirect migration background","","","",""
"7 Strongly agree","2006","16-34 y.","no migration background","","","",""
"7 Strongly agree","2006","16-34 y.","direct migration background","","","",""
"7 Strongly agree","2006","16-34 y.","indirect migration background","","","",""
"7 Strongly agree","2006","35-65 y.","no migration background","","","",""
"7 Strongly agree","2006","35-65 y.","direct migration background","","","",""
"7 Strongly agree","2006","35-65 y.","indirect migration background","","","",""
"7 Strongly agree","2006","66 and older","no migration background","","","",""
"7 Strongly agree","2006","66 and older","direct migration background","","","",""
"7 Strongly agree","2006","66 and older","indirect migration background","","","",""
"1 Strongly disagree","2007","16-34 y.","no migration background","","","",""
"1 Strongly disagree","2007","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2007","16-34 y.","indirect migration background","","","",""
"1 Strongly disagree","2007","35-65 y.","no migration background","","","",""
"1 Strongly disagree","2007","35-65 y.","direct migration background","","","",""
"1 Strongly disagree","2007","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2007","66 and older","no migration background","","","",""
"1 Strongly disagree","2007","66 and older","direct migration background","","","",""
"1 Strongly disagree","2007","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2007","16-34 y.","no migration background","","","",""
"2 on scale 1-7 ","2007","16-34 y.","direct migration background","","","",""
"2 on scale 1-7 ","2007","16-34 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2007","35-65 y.","no migration background","","","",""
"2 on scale 1-7 ","2007","35-65 y.","direct migration background","","","",""
"2 on scale 1-7 ","2007","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2007","66 and older","no migration background","","","",""
"2 on scale 1-7 ","2007","66 and older","direct migration background","","","",""
"2 on scale 1-7 ","2007","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2007","16-34 y.","no migration background","","","",""
"3 on scale 1-7 ","2007","16-34 y.","direct migration background","","","",""
"3 on scale 1-7 ","2007","16-34 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2007","35-65 y.","no migration background","","","",""
"3 on scale 1-7 ","2007","35-65 y.","direct migration background","","","",""
"3 on scale 1-7 ","2007","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2007","66 and older","no migration background","","","",""
"3 on scale 1-7 ","2007","66 and older","direct migration background","","","",""
"3 on scale 1-7 ","2007","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2007","16-34 y.","no migration background","","","",""
"4 on scale 1-7","2007","16-34 y.","direct migration background","","","",""
"4 on scale 1-7","2007","16-34 y.","indirect migration background","","","",""
"4 on scale 1-7","2007","35-65 y.","no migration background","","","",""
"4 on scale 1-7","2007","35-65 y.","direct migration background","","","",""
"4 on scale 1-7","2007","35-65 y.","indirect migration background","","","",""
"4 on scale 1-7","2007","66 and older","no migration background","","","",""
"4 on scale 1-7","2007","66 and older","direct migration background","","","",""
"4 on scale 1-7","2007","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2007","16-34 y.","no migration background","","","",""
"5 on scale 1-7","2007","16-34 y.","direct migration background","","","",""
"5 on scale 1-7","2007","16-34 y.","indirect migration background","","","",""
"5 on scale 1-7","2007","35-65 y.","no migration background","","","",""
"5 on scale 1-7","2007","35-65 y.","direct migration background","","","",""
"5 on scale 1-7","2007","35-65 y.","indirect migration background","","","",""
"5 on scale 1-7","2007","66 and older","no migration background","","","",""
"5 on scale 1-7","2007","66 and older","direct migration background","","","",""
"5 on scale 1-7","2007","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2007","16-34 y.","no migration background","","","",""
"6 on scale 1-7","2007","16-34 y.","direct migration background","","","",""
"6 on scale 1-7","2007","16-34 y.","indirect migration background","","","",""
"6 on scale 1-7","2007","35-65 y.","no migration background","","","",""
"6 on scale 1-7","2007","35-65 y.","direct migration background","","","",""
"6 on scale 1-7","2007","35-65 y.","indirect migration background","","","",""
"6 on scale 1-7","2007","66 and older","no migration background","","","",""
"6 on scale 1-7","2007","66 and older","direct migration background","","","",""
"6 on scale 1-7","2007","66 and older","indirect migration background","","","",""
"7 Strongly agree","2007","16-34 y.","no migration background","","","",""
"7 Strongly agree","2007","16-34 y.","direct migration background","","","",""
"7 Strongly agree","2007","16-34 y.","indirect migration background","","","",""
"7 Strongly agree","2007","35-65 y.","no migration background","","","",""
"7 Strongly agree","2007","35-65 y.","direct migration background","","","",""
"7 Strongly agree","2007","35-65 y.","indirect migration background","","","",""
"7 Strongly agree","2007","66 and older","no migration background","","","",""
"7 Strongly agree","2007","66 and older","direct migration background","","","",""
"7 Strongly agree","2007","66 and older","indirect migration background","","","",""
"1 Strongly disagree","2008","16-34 y.","no migration background","","","",""
"1 Strongly disagree","2008","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2008","16-34 y.","indirect migration background","","","",""
"1 Strongly disagree","2008","35-65 y.","no migration background","","","",""
"1 Strongly disagree","2008","35-65 y.","direct migration background","","","",""
"1 Strongly disagree","2008","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2008","66 and older","no migration background","","","",""
"1 Strongly disagree","2008","66 and older","direct migration background","","","",""
"1 Strongly disagree","2008","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2008","16-34 y.","no migration background","","","",""
"2 on scale 1-7 ","2008","16-34 y.","direct migration background","","","",""
"2 on scale 1-7 ","2008","16-34 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2008","35-65 y.","no migration background","","","",""
"2 on scale 1-7 ","2008","35-65 y.","direct migration background","","","",""
"2 on scale 1-7 ","2008","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2008","66 and older","no migration background","","","",""
"2 on scale 1-7 ","2008","66 and older","direct migration background","","","",""
"2 on scale 1-7 ","2008","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2008","16-34 y.","no migration background","","","",""
"3 on scale 1-7 ","2008","16-34 y.","direct migration background","","","",""
"3 on scale 1-7 ","2008","16-34 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2008","35-65 y.","no migration background","","","",""
"3 on scale 1-7 ","2008","35-65 y.","direct migration background","","","",""
"3 on scale 1-7 ","2008","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2008","66 and older","no migration background","","","",""
"3 on scale 1-7 ","2008","66 and older","direct migration background","","","",""
"3 on scale 1-7 ","2008","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2008","16-34 y.","no migration background","","","",""
"4 on scale 1-7","2008","16-34 y.","direct migration background","","","",""
"4 on scale 1-7","2008","16-34 y.","indirect migration background","","","",""
"4 on scale 1-7","2008","35-65 y.","no migration background","","","",""
"4 on scale 1-7","2008","35-65 y.","direct migration background","","","",""
"4 on scale 1-7","2008","35-65 y.","indirect migration background","","","",""
"4 on scale 1-7","2008","66 and older","no migration background","","","",""
"4 on scale 1-7","2008","66 and older","direct migration background","","","",""
"4 on scale 1-7","2008","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2008","16-34 y.","no migration background","","","",""
"5 on scale 1-7","2008","16-34 y.","direct migration background","","","",""
"5 on scale 1-7","2008","16-34 y.","indirect migration background","","","",""
"5 on scale 1-7","2008","35-65 y.","no migration background","","","",""
"5 on scale 1-7","2008","35-65 y.","direct migration background","","","",""
"5 on scale 1-7","2008","35-65 y.","indirect migration background","","","",""
"5 on scale 1-7","2008","66 and older","no migration background","","","",""
"5 on scale 1-7","2008","66 and older","direct migration background","","","",""
"5 on scale 1-7","2008","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2008","16-34 y.","no migration background","","","",""
"6 on scale 1-7","2008","16-34 y.","direct migration background","","","",""
"6 on scale 1-7","2008","16-34 y.","indirect migration background","","","",""
"6 on scale 1-7","2008","35-65 y.","no migration background","","","",""
"6 on scale 1-7","2008","35-65 y.","direct migration background","","","",""
"6 on scale 1-7","2008","35-65 y.","indirect migration background","","","",""
"6 on scale 1-7","2008","66 and older","no migration background","","","",""
"6 on scale 1-7","2008","66 and older","direct migration background","","","",""
"6 on scale 1-7","2008","66 and older","indirect migration background","","","",""
"7 Strongly agree","2008","16-34 y.","no migration background","","","",""
"7 Strongly agree","2008","16-34 y.","direct migration background","","","",""
"7 Strongly agree","2008","16-34 y.","indirect migration background","","","",""
"7 Strongly agree","2008","35-65 y.","no migration background","","","",""
"7 Strongly agree","2008","35-65 y.","direct migration background","","","",""
"7 Strongly agree","2008","35-65 y.","indirect migration background","","","",""
"7 Strongly agree","2008","66 and older","no migration background","","","",""
"7 Strongly agree","2008","66 and older","direct migration background","","","",""
"7 Strongly agree","2008","66 and older","indirect migration background","","","",""
"1 Strongly disagree","2009","16-34 y.","no migration background","","","",""
"1 Strongly disagree","2009","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2009","16-34 y.","indirect migration background","","","",""
"1 Strongly disagree","2009","35-65 y.","no migration background","","","",""
"1 Strongly disagree","2009","35-65 y.","direct migration background","","","",""
"1 Strongly disagree","2009","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2009","66 and older","no migration background","","","",""
"1 Strongly disagree","2009","66 and older","direct migration background","","","",""
"1 Strongly disagree","2009","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2009","16-34 y.","no migration background","","","",""
"2 on scale 1-7 ","2009","16-34 y.","direct migration background","","","",""
"2 on scale 1-7 ","2009","16-34 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2009","35-65 y.","no migration background","","","",""
"2 on scale 1-7 ","2009","35-65 y.","direct migration background","","","",""
"2 on scale 1-7 ","2009","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2009","66 and older","no migration background","","","",""
"2 on scale 1-7 ","2009","66 and older","direct migration background","","","",""
"2 on scale 1-7 ","2009","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2009","16-34 y.","no migration background","","","",""
"3 on scale 1-7 ","2009","16-34 y.","direct migration background","","","",""
"3 on scale 1-7 ","2009","16-34 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2009","35-65 y.","no migration background","","","",""
"3 on scale 1-7 ","2009","35-65 y.","direct migration background","","","",""
"3 on scale 1-7 ","2009","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2009","66 and older","no migration background","","","",""
"3 on scale 1-7 ","2009","66 and older","direct migration background","","","",""
"3 on scale 1-7 ","2009","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2009","16-34 y.","no migration background","","","",""
"4 on scale 1-7","2009","16-34 y.","direct migration background","","","",""
"4 on scale 1-7","2009","16-34 y.","indirect migration background","","","",""
"4 on scale 1-7","2009","35-65 y.","no migration background","","","",""
"4 on scale 1-7","2009","35-65 y.","direct migration background","","","",""
"4 on scale 1-7","2009","35-65 y.","indirect migration background","","","",""
"4 on scale 1-7","2009","66 and older","no migration background","","","",""
"4 on scale 1-7","2009","66 and older","direct migration background","","","",""
"4 on scale 1-7","2009","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2009","16-34 y.","no migration background","","","",""
"5 on scale 1-7","2009","16-34 y.","direct migration background","","","",""
"5 on scale 1-7","2009","16-34 y.","indirect migration background","","","",""
"5 on scale 1-7","2009","35-65 y.","no migration background","","","",""
"5 on scale 1-7","2009","35-65 y.","direct migration background","","","",""
"5 on scale 1-7","2009","35-65 y.","indirect migration background","","","",""
"5 on scale 1-7","2009","66 and older","no migration background","","","",""
"5 on scale 1-7","2009","66 and older","direct migration background","","","",""
"5 on scale 1-7","2009","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2009","16-34 y.","no migration background","","","",""
"6 on scale 1-7","2009","16-34 y.","direct migration background","","","",""
"6 on scale 1-7","2009","16-34 y.","indirect migration background","","","",""
"6 on scale 1-7","2009","35-65 y.","no migration background","","","",""
"6 on scale 1-7","2009","35-65 y.","direct migration background","","","",""
"6 on scale 1-7","2009","35-65 y.","indirect migration background","","","",""
"6 on scale 1-7","2009","66 and older","no migration background","","","",""
"6 on scale 1-7","2009","66 and older","direct migration background","","","",""
"6 on scale 1-7","2009","66 and older","indirect migration background","","","",""
"7 Strongly agree","2009","16-34 y.","no migration background","","","",""
"7 Strongly agree","2009","16-34 y.","direct migration background","","","",""
"7 Strongly agree","2009","16-34 y.","indirect migration background","","","",""
"7 Strongly agree","2009","35-65 y.","no migration background","","","",""
"7 Strongly agree","2009","35-65 y.","direct migration background","","","",""
"7 Strongly agree","2009","35-65 y.","indirect migration background","","","",""
"7 Strongly agree","2009","66 and older","no migration background","","","",""
"7 Strongly agree","2009","66 and older","direct migration background","","","",""
"7 Strongly agree","2009","66 and older","indirect migration background","","","",""
"1 Strongly disagree","2010","16-34 y.","no migration background","7","","",""
"1 Strongly disagree","2010","16-34 y.","direct migration background","2","","",""
"1 Strongly disagree","2010","16-34 y.","indirect migration background","2","","",""
"1 Strongly disagree","2010","35-65 y.","no migration background","18","","",""
"1 Strongly disagree","2010","35-65 y.","direct migration background","3","","",""
"1 Strongly disagree","2010","35-65 y.","indirect migration background","2","","",""
"1 Strongly disagree","2010","66 and older","no migration background","11","","",""
"1 Strongly disagree","2010","66 and older","direct migration background","","","",""
"1 Strongly disagree","2010","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2010","16-34 y.","no migration background","5","","",""
"2 on scale 1-7 ","2010","16-34 y.","direct migration background","2","","",""
"2 on scale 1-7 ","2010","16-34 y.","indirect migration background","7","","",""
"2 on scale 1-7 ","2010","35-65 y.","no migration background","20","","",""
"2 on scale 1-7 ","2010","35-65 y.","direct migration background","5","","",""
"2 on scale 1-7 ","2010","35-65 y.","indirect migration background","1","","",""
"2 on scale 1-7 ","2010","66 and older","no migration background","11","","",""
"2 on scale 1-7 ","2010","66 and older","direct migration background","4","","",""
"2 on scale 1-7 ","2010","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2010","16-34 y.","no migration background","11","","",""
"3 on scale 1-7 ","2010","16-34 y.","direct migration background","2","","",""
"3 on scale 1-7 ","2010","16-34 y.","indirect migration background","2","","",""
"3 on scale 1-7 ","2010","35-65 y.","no migration background","51","0.00712928965087038","0.00527999252900487","0.00897858677273588"
"3 on scale 1-7 ","2010","35-65 y.","direct migration background","9","","",""
"3 on scale 1-7 ","2010","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2010","66 and older","no migration background","23","","",""
"3 on scale 1-7 ","2010","66 and older","direct migration background","4","","",""
"3 on scale 1-7 ","2010","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2010","16-34 y.","no migration background","79","0.0284700791171273","0.0224139340351993","0.0345262241990552"
"4 on scale 1-7","2010","16-34 y.","direct migration background","7","","",""
"4 on scale 1-7","2010","16-34 y.","indirect migration background","12","","",""
"4 on scale 1-7","2010","35-65 y.","no migration background","203","0.029138162205627","0.025441183000299","0.032835141410955"
"4 on scale 1-7","2010","35-65 y.","direct migration background","29","","",""
"4 on scale 1-7","2010","35-65 y.","indirect migration background","3","","",""
"4 on scale 1-7","2010","66 and older","no migration background","118","0.0303622467637881","0.0248477395023811","0.035876754025195"
"4 on scale 1-7","2010","66 and older","direct migration background","12","","",""
"4 on scale 1-7","2010","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2010","16-34 y.","no migration background","269","0.0954726543920223","0.0847716586184877","0.106173650165557"
"5 on scale 1-7","2010","16-34 y.","direct migration background","24","","",""
"5 on scale 1-7","2010","16-34 y.","indirect migration background","38","0.0749511067611858","0.0505412237211109","0.0993609898012608"
"5 on scale 1-7","2010","35-65 y.","no migration background","685","0.0838822371365627","0.0777890029717073","0.0899754713014181"
"5 on scale 1-7","2010","35-65 y.","direct migration background","93","0.0931473924467508","0.0742743200218469","0.112020464871655"
"5 on scale 1-7","2010","35-65 y.","indirect migration background","24","","",""
"5 on scale 1-7","2010","66 and older","no migration background","371","0.102247407048836","0.0925100860399474","0.111984728057726"
"5 on scale 1-7","2010","66 and older","direct migration background","29","","",""
"5 on scale 1-7","2010","66 and older","indirect migration background","1","","",""
"6 on scale 1-7","2010","16-34 y.","no migration background","882","0.315416959306637","0.298495826587786","0.332338092025488"
"6 on scale 1-7","2010","16-34 y.","direct migration background","60","0.251617368305882","0.196717079639503","0.306517656972261"
"6 on scale 1-7","2010","16-34 y.","indirect migration background","106","0.292514050117729","0.250341816394792","0.334686283840667"
"6 on scale 1-7","2010","35-65 y.","no migration background","2208","0.258738719994982","0.249112548722072","0.268364891267893"
"6 on scale 1-7","2010","35-65 y.","direct migration background","227","0.262537343928113","0.23396443461794","0.291110253238286"
"6 on scale 1-7","2010","35-65 y.","indirect migration background","48","0.244683387360931","0.185834545420912","0.30353222930095"
"6 on scale 1-7","2010","66 and older","no migration background","953","0.245522148909925","0.231689556266712","0.259354741553138"
"6 on scale 1-7","2010","66 and older","direct migration background","80","0.238497332841169","0.191435342342267","0.285559323340072"
"6 on scale 1-7","2010","66 and older","indirect migration background","2","","",""
"7 Strongly agree","2010","16-34 y.","no migration background","1644","0.551312384917304","0.533201287823577","0.56942348201103"
"7 Strongly agree","2010","16-34 y.","direct migration background","143","0.606907759720674","0.54511308496968","0.668702434471667"
"7 Strongly agree","2010","16-34 y.","indirect migration background","280","0.571143111399662","0.525263155031839","0.617023067767486"
"7 Strongly agree","2010","35-65 y.","no migration background","4766","0.613814522666364","0.603112798252986","0.624516247079742"
"7 Strongly agree","2010","35-65 y.","direct migration background","545","0.596947703377024","0.565095627219241","0.628799779534807"
"7 Strongly agree","2010","35-65 y.","indirect migration background","127","0.578569772139733","0.510975192452036","0.646164351827429"
"7 Strongly agree","2010","66 and older","no migration background","2232","0.611029183738459","0.595360789601754","0.626697577875165"
"7 Strongly agree","2010","66 and older","direct migration background","186","0.609260494127567","0.555379204134434","0.6631417841207"
"7 Strongly agree","2010","66 and older","indirect migration background","3","","",""
"1 Strongly disagree","2011","16-34 y.","no migration background","","","",""
"1 Strongly disagree","2011","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2011","16-34 y.","indirect migration background","","","",""
"1 Strongly disagree","2011","35-65 y.","no migration background","","","",""
"1 Strongly disagree","2011","35-65 y.","direct migration background","","","",""
"1 Strongly disagree","2011","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2011","66 and older","no migration background","","","",""
"1 Strongly disagree","2011","66 and older","direct migration background","","","",""
"1 Strongly disagree","2011","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2011","16-34 y.","no migration background","","","",""
"2 on scale 1-7 ","2011","16-34 y.","direct migration background","","","",""
"2 on scale 1-7 ","2011","16-34 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2011","35-65 y.","no migration background","","","",""
"2 on scale 1-7 ","2011","35-65 y.","direct migration background","","","",""
"2 on scale 1-7 ","2011","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2011","66 and older","no migration background","","","",""
"2 on scale 1-7 ","2011","66 and older","direct migration background","","","",""
"2 on scale 1-7 ","2011","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2011","16-34 y.","no migration background","","","",""
