"plh0206i01","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2005","Employed","middle vocational","31","0.00489245749205996","0.00317276537735214","0.00661214960676778"
"3 on scale 1-7 ","2005","Employed","vocational + Abi","5","","",""
"3 on scale 1-7 ","2005","Employed","higher vocational","10","","",""
"3 on scale 1-7 ","2005","Employed","higher education","18","","",""
"4 on scale 1-7","2005","Not Employed","in school","28","","",""
"4 on scale 1-7","2005","Not Employed","inadequately","10","","",""
"4 on scale 1-7","2005","Not Employed","general elemantary","61","0.0513527817791259","0.0396007542712327","0.0631048092870191"
"4 on scale 1-7","2005","Not Employed","middle vocational","118","0.0246275352268991","0.0197929943230428","0.0294620761307554"
"4 on scale 1-7","2005","Not Employed","vocational + Abi","12","","",""
"4 on scale 1-7","2005","Not Employed","higher vocational","13","","",""
"4 on scale 1-7","2005","Not Employed","higher education","24","","",""
"4 on scale 1-7","2005","Employed","in school","4","","",""
"4 on scale 1-7","2005","Employed","inadequately","5","","",""
"4 on scale 1-7","2005","Employed","general elemantary","52","0.0477221110535621","0.0348401525781572","0.060604069528967"
"4 on scale 1-7","2005","Employed","middle vocational","149","0.02776799250675","0.0237184183203296","0.0318175666931704"
"4 on scale 1-7","2005","Employed","vocational + Abi","23","","",""
"4 on scale 1-7","2005","Employed","higher vocational","24","","",""
"4 on scale 1-7","2005","Employed","higher education","63","0.0194090958107575","0.0146028296656121","0.0242153619559029"
"5 on scale 1-7","2005","Not Employed","in school","82","0.153835037563197","0.123627664310883","0.18404241081551"
"5 on scale 1-7","2005","Not Employed","inadequately","15","","",""
"5 on scale 1-7","2005","Not Employed","general elemantary","147","0.104025340986679","0.0877700076105234","0.120280674362835"
"5 on scale 1-7","2005","Not Employed","middle vocational","348","0.0897586920652255","0.0808425691475422","0.0986748149829088"
"5 on scale 1-7","2005","Not Employed","vocational + Abi","18","","",""
"5 on scale 1-7","2005","Not Employed","higher vocational","28","","",""
"5 on scale 1-7","2005","Not Employed","higher education","83","0.0834377823397572","0.0663149114502416","0.100560653229273"
"5 on scale 1-7","2005","Employed","in school","10","","",""
"5 on scale 1-7","2005","Employed","inadequately","7","","",""
"5 on scale 1-7","2005","Employed","general elemantary","84","0.0720414534080809","0.0564173270678563","0.0876655797483055"
"5 on scale 1-7","2005","Employed","middle vocational","435","0.068569017248878","0.0623404025983486","0.0747976318994073"
"5 on scale 1-7","2005","Employed","vocational + Abi","73","0.0963515221872154","0.0765032230494634","0.116199821324967"
"5 on scale 1-7","2005","Employed","higher vocational","70","0.0645695937338356","0.0500658504872171","0.0790733369804541"
"5 on scale 1-7","2005","Employed","higher education","242","0.0911323857889042","0.0811059190362476","0.101158852541561"
"6 on scale 1-7","2005","Not Employed","in school","139","0.253299777958596","0.216887457472204","0.289712098444988"
"6 on scale 1-7","2005","Not Employed","inadequately","21","","",""
"6 on scale 1-7","2005","Not Employed","general elemantary","310","0.20993382523672","0.188249226639676","0.231618423833764"
"6 on scale 1-7","2005","Not Employed","middle vocational","924","0.223655484504594","0.210657484287537","0.236653484721651"
"6 on scale 1-7","2005","Not Employed","vocational + Abi","69","0.187789617132536","0.142448134434379","0.233131099830693"
"6 on scale 1-7","2005","Not Employed","higher vocational","112","0.247407168297487","0.207802001405673","0.287012335189301"
"6 on scale 1-7","2005","Not Employed","higher education","247","0.225734187251269","0.199848604835756","0.251619769666782"
"6 on scale 1-7","2005","Employed","in school","35","0.25437368958328","0.168585559726275","0.340161819440285"
"6 on scale 1-7","2005","Employed","inadequately","21","","",""
"6 on scale 1-7","2005","Employed","general elemantary","249","0.215712553183426","0.190857450446191","0.240567655920661"
"6 on scale 1-7","2005","Employed","middle vocational","1539","0.230524611619368","0.220144352934153","0.240904870304583"
"6 on scale 1-7","2005","Employed","vocational + Abi","217","0.259500246924459","0.230013586210875","0.288986907638042"
"6 on scale 1-7","2005","Employed","higher vocational","287","0.252608139487516","0.226965768047867","0.278250510927165"
"6 on scale 1-7","2005","Employed","higher education","923","0.265651537825739","0.250264022592558","0.281039053058919"
"7 Strongly agree","2005","Not Employed","in school","296","0.537395503854307","0.495649995811429","0.579141011897185"
"7 Strongly agree","2005","Not Employed","inadequately","96","0.69693416147317","0.623140454731371","0.77072786821497"
"7 Strongly agree","2005","Not Employed","general elemantary","812","0.612673031954176","0.586735318162842","0.638610745745509"
"7 Strongly agree","2005","Not Employed","middle vocational","2511","0.648828809552358","0.633939175584599","0.663718443520117"
"7 Strongly agree","2005","Not Employed","vocational + Abi","184","0.682364883957723","0.628314566342224","0.736415201573221"
"7 Strongly agree","2005","Not Employed","higher vocational","300","0.662306585136134","0.618899911884763","0.705713258387505"
"7 Strongly agree","2005","Not Employed","higher education","636","0.648090259286232","0.618520511424567","0.677660007147897"
"7 Strongly agree","2005","Employed","in school","50","0.554280193022166","0.456370398221582","0.652189987822749"
"7 Strongly agree","2005","Employed","inadequately","53","0.563561428136048","0.459348725681853","0.667774130590243"
"7 Strongly agree","2005","Employed","general elemantary","653","0.647952163980804","0.619091087014522","0.676813240947087"
"7 Strongly agree","2005","Employed","middle vocational","4148","0.664262089642832","0.652622917656554","0.675901261629111"
"7 Strongly agree","2005","Employed","vocational + Abi","531","0.611736841925839","0.578954524165158","0.64451915968652"
"7 Strongly agree","2005","Employed","higher vocational","708","0.655352922319764","0.627305997189711","0.683399847449816"
"7 Strongly agree","2005","Employed","higher education","1906","0.614094029771196","0.597134280785057","0.631053778757334"
"1 Strongly disagree","2006","Not Employed","in school","","","",""
"1 Strongly disagree","2006","Not Employed","inadequately","","","",""
"1 Strongly disagree","2006","Not Employed","general elemantary","","","",""
"1 Strongly disagree","2006","Not Employed","middle vocational","","","",""
"1 Strongly disagree","2006","Not Employed","vocational + Abi","","","",""
"1 Strongly disagree","2006","Not Employed","higher vocational","","","",""
"1 Strongly disagree","2006","Not Employed","higher education","","","",""
"1 Strongly disagree","2006","Employed","in school","","","",""
"1 Strongly disagree","2006","Employed","inadequately","","","",""
"1 Strongly disagree","2006","Employed","general elemantary","","","",""
"1 Strongly disagree","2006","Employed","middle vocational","","","",""
"1 Strongly disagree","2006","Employed","vocational + Abi","","","",""
"1 Strongly disagree","2006","Employed","higher vocational","","","",""
"1 Strongly disagree","2006","Employed","higher education","","","",""
"2 on scale 1-7 ","2006","Not Employed","in school","","","",""
"2 on scale 1-7 ","2006","Not Employed","inadequately","","","",""
"2 on scale 1-7 ","2006","Not Employed","general elemantary","","","",""
"2 on scale 1-7 ","2006","Not Employed","middle vocational","","","",""
"2 on scale 1-7 ","2006","Not Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","Not Employed","higher vocational","","","",""
"2 on scale 1-7 ","2006","Not Employed","higher education","","","",""
"2 on scale 1-7 ","2006","Employed","in school","","","",""
"2 on scale 1-7 ","2006","Employed","inadequately","","","",""
"2 on scale 1-7 ","2006","Employed","general elemantary","","","",""
"2 on scale 1-7 ","2006","Employed","middle vocational","","","",""
"2 on scale 1-7 ","2006","Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","Employed","higher vocational","","","",""
"2 on scale 1-7 ","2006","Employed","higher education","","","",""
"3 on scale 1-7 ","2006","Not Employed","in school","","","",""
"3 on scale 1-7 ","2006","Not Employed","inadequately","","","",""
"3 on scale 1-7 ","2006","Not Employed","general elemantary","","","",""
"3 on scale 1-7 ","2006","Not Employed","middle vocational","","","",""
"3 on scale 1-7 ","2006","Not Employed","vocational + Abi","","","",""
"3 on scale 1-7 ","2006","Not Employed","higher vocational","","","",""
"3 on scale 1-7 ","2006","Not Employed","higher education","","","",""
"3 on scale 1-7 ","2006","Employed","in school","","","",""
"3 on scale 1-7 ","2006","Employed","inadequately","","","",""
"3 on scale 1-7 ","2006","Employed","general elemantary","","","",""
"3 on scale 1-7 ","2006","Employed","middle vocational","","","",""
"3 on scale 1-7 ","2006","Employed","vocational + Abi","","","",""
"3 on scale 1-7 ","2006","Employed","higher vocational","","","",""
"3 on scale 1-7 ","2006","Employed","higher education","","","",""
"4 on scale 1-7","2006","Not Employed","in school","","","",""
"4 on scale 1-7","2006","Not Employed","inadequately","","","",""
"4 on scale 1-7","2006","Not Employed","general elemantary","","","",""
"4 on scale 1-7","2006","Not Employed","middle vocational","","","",""
"4 on scale 1-7","2006","Not Employed","vocational + Abi","","","",""
"4 on scale 1-7","2006","Not Employed","higher vocational","","","",""
"4 on scale 1-7","2006","Not Employed","higher education","","","",""
"4 on scale 1-7","2006","Employed","in school","","","",""
"4 on scale 1-7","2006","Employed","inadequately","","","",""
"4 on scale 1-7","2006","Employed","general elemantary","","","",""
"4 on scale 1-7","2006","Employed","middle vocational","","","",""
"4 on scale 1-7","2006","Employed","vocational + Abi","","","",""
"4 on scale 1-7","2006","Employed","higher vocational","","","",""
"4 on scale 1-7","2006","Employed","higher education","","","",""
"5 on scale 1-7","2006","Not Employed","in school","","","",""
"5 on scale 1-7","2006","Not Employed","inadequately","","","",""
"5 on scale 1-7","2006","Not Employed","general elemantary","","","",""
"5 on scale 1-7","2006","Not Employed","middle vocational","","","",""
"5 on scale 1-7","2006","Not Employed","vocational + Abi","","","",""
"5 on scale 1-7","2006","Not Employed","higher vocational","","","",""
"5 on scale 1-7","2006","Not Employed","higher education","","","",""
"5 on scale 1-7","2006","Employed","in school","","","",""
"5 on scale 1-7","2006","Employed","inadequately","","","",""
"5 on scale 1-7","2006","Employed","general elemantary","","","",""
"5 on scale 1-7","2006","Employed","middle vocational","","","",""
"5 on scale 1-7","2006","Employed","vocational + Abi","","","",""
"5 on scale 1-7","2006","Employed","higher vocational","","","",""
"5 on scale 1-7","2006","Employed","higher education","","","",""
"6 on scale 1-7","2006","Not Employed","in school","","","",""
"6 on scale 1-7","2006","Not Employed","inadequately","","","",""
"6 on scale 1-7","2006","Not Employed","general elemantary","","","",""
"6 on scale 1-7","2006","Not Employed","middle vocational","","","",""
"6 on scale 1-7","2006","Not Employed","vocational + Abi","","","",""
"6 on scale 1-7","2006","Not Employed","higher vocational","","","",""
"6 on scale 1-7","2006","Not Employed","higher education","","","",""
"6 on scale 1-7","2006","Employed","in school","","","",""
"6 on scale 1-7","2006","Employed","inadequately","","","",""
"6 on scale 1-7","2006","Employed","general elemantary","","","",""
"6 on scale 1-7","2006","Employed","middle vocational","","","",""
"6 on scale 1-7","2006","Employed","vocational + Abi","","","",""
"6 on scale 1-7","2006","Employed","higher vocational","","","",""
"6 on scale 1-7","2006","Employed","higher education","","","",""
"7 Strongly agree","2006","Not Employed","in school","","","",""
"7 Strongly agree","2006","Not Employed","inadequately","","","",""
"7 Strongly agree","2006","Not Employed","general elemantary","","","",""
"7 Strongly agree","2006","Not Employed","middle vocational","","","",""
"7 Strongly agree","2006","Not Employed","vocational + Abi","","","",""
"7 Strongly agree","2006","Not Employed","higher vocational","","","",""
"7 Strongly agree","2006","Not Employed","higher education","","","",""
"7 Strongly agree","2006","Employed","in school","","","",""
"7 Strongly agree","2006","Employed","inadequately","","","",""
"7 Strongly agree","2006","Employed","general elemantary","","","",""
"7 Strongly agree","2006","Employed","middle vocational","","","",""
"7 Strongly agree","2006","Employed","vocational + Abi","","","",""
"7 Strongly agree","2006","Employed","higher vocational","","","",""
"7 Strongly agree","2006","Employed","higher education","","","",""
"1 Strongly disagree","2007","Not Employed","in school","","","",""
"1 Strongly disagree","2007","Not Employed","inadequately","","","",""
"1 Strongly disagree","2007","Not Employed","general elemantary","","","",""
"1 Strongly disagree","2007","Not Employed","middle vocational","","","",""
"1 Strongly disagree","2007","Not Employed","vocational + Abi","","","",""
"1 Strongly disagree","2007","Not Employed","higher vocational","","","",""
"1 Strongly disagree","2007","Not Employed","higher education","","","",""
"1 Strongly disagree","2007","Employed","in school","","","",""
"1 Strongly disagree","2007","Employed","inadequately","","","",""
"1 Strongly disagree","2007","Employed","general elemantary","","","",""
"1 Strongly disagree","2007","Employed","middle vocational","","","",""
"1 Strongly disagree","2007","Employed","vocational + Abi","","","",""
"1 Strongly disagree","2007","Employed","higher vocational","","","",""
"1 Strongly disagree","2007","Employed","higher education","","","",""
"2 on scale 1-7 ","2007","Not Employed","in school","","","",""
"2 on scale 1-7 ","2007","Not Employed","inadequately","","","",""
"2 on scale 1-7 ","2007","Not Employed","general elemantary","","","",""
"2 on scale 1-7 ","2007","Not Employed","middle vocational","","","",""
"2 on scale 1-7 ","2007","Not Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2007","Not Employed","higher vocational","","","",""
"2 on scale 1-7 ","2007","Not Employed","higher education","","","",""
"2 on scale 1-7 ","2007","Employed","in school","","","",""
"2 on scale 1-7 ","2007","Employed","inadequately","","","",""
"2 on scale 1-7 ","2007","Employed","general elemantary","","","",""
"2 on scale 1-7 ","2007","Employed","middle vocational","","","",""
"2 on scale 1-7 ","2007","Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2007","Employed","higher vocational","","","",""
"2 on scale 1-7 ","2007","Employed","higher education","","","",""
"3 on scale 1-7 ","2007","Not Employed","in school","","","",""
"3 on scale 1-7 ","2007","Not Employed","inadequately","","","",""
"3 on scale 1-7 ","2007","Not Employed","general elemantary","","","",""
"3 on scale 1-7 ","2007","Not Employed","middle vocational","","","",""
"3 on scale 1-7 ","2007","Not Employed","vocational + Abi","","","",""
"3 on scale 1-7 ","2007","Not Employed","higher vocational","","","",""
"3 on scale 1-7 ","2007","Not Employed","higher education","","","",""
"3 on scale 1-7 ","2007","Employed","in school","","","",""
"3 on scale 1-7 ","2007","Employed","inadequately","","","",""
"3 on scale 1-7 ","2007","Employed","general elemantary","","","",""
"3 on scale 1-7 ","2007","Employed","middle vocational","","","",""
"3 on scale 1-7 ","2007","Employed","vocational + Abi","","","",""
"3 on scale 1-7 ","2007","Employed","higher vocational","","","",""
"3 on scale 1-7 ","2007","Employed","higher education","","","",""
"4 on scale 1-7","2007","Not Employed","in school","","","",""
"4 on scale 1-7","2007","Not Employed","inadequately","","","",""
"4 on scale 1-7","2007","Not Employed","general elemantary","","","",""
"4 on scale 1-7","2007","Not Employed","middle vocational","","","",""
"4 on scale 1-7","2007","Not Employed","vocational + Abi","","","",""
"4 on scale 1-7","2007","Not Employed","higher vocational","","","",""
"4 on scale 1-7","2007","Not Employed","higher education","","","",""
"4 on scale 1-7","2007","Employed","in school","","","",""
"4 on scale 1-7","2007","Employed","inadequately","","","",""
"4 on scale 1-7","2007","Employed","general elemantary","","","",""
"4 on scale 1-7","2007","Employed","middle vocational","","","",""
"4 on scale 1-7","2007","Employed","vocational + Abi","","","",""
"4 on scale 1-7","2007","Employed","higher vocational","","","",""
"4 on scale 1-7","2007","Employed","higher education","","","",""
"5 on scale 1-7","2007","Not Employed","in school","","","",""
"5 on scale 1-7","2007","Not Employed","inadequately","","","",""
"5 on scale 1-7","2007","Not Employed","general elemantary","","","",""
"5 on scale 1-7","2007","Not Employed","middle vocational","","","",""
"5 on scale 1-7","2007","Not Employed","vocational + Abi","","","",""
"5 on scale 1-7","2007","Not Employed","higher vocational","","","",""
"5 on scale 1-7","2007","Not Employed","higher education","","","",""
"5 on scale 1-7","2007","Employed","in school","","","",""
"5 on scale 1-7","2007","Employed","inadequately","","","",""
"5 on scale 1-7","2007","Employed","general elemantary","","","",""
"5 on scale 1-7","2007","Employed","middle vocational","","","",""
"5 on scale 1-7","2007","Employed","vocational + Abi","","","",""
"5 on scale 1-7","2007","Employed","higher vocational","","","",""
"5 on scale 1-7","2007","Employed","higher education","","","",""
"6 on scale 1-7","2007","Not Employed","in school","","","",""
"6 on scale 1-7","2007","Not Employed","inadequately","","","",""
"6 on scale 1-7","2007","Not Employed","general elemantary","","","",""
"6 on scale 1-7","2007","Not Employed","middle vocational","","","",""
"6 on scale 1-7","2007","Not Employed","vocational + Abi","","","",""
"6 on scale 1-7","2007","Not Employed","higher vocational","","","",""
"6 on scale 1-7","2007","Not Employed","higher education","","","",""
"6 on scale 1-7","2007","Employed","in school","","","",""
"6 on scale 1-7","2007","Employed","inadequately","","","",""
"6 on scale 1-7","2007","Employed","general elemantary","","","",""
"6 on scale 1-7","2007","Employed","middle vocational","","","",""
"6 on scale 1-7","2007","Employed","vocational + Abi","","","",""
"6 on scale 1-7","2007","Employed","higher vocational","","","",""
"6 on scale 1-7","2007","Employed","higher education","","","",""
"7 Strongly agree","2007","Not Employed","in school","","","",""
"7 Strongly agree","2007","Not Employed","inadequately","","","",""
"7 Strongly agree","2007","Not Employed","general elemantary","","","",""
"7 Strongly agree","2007","Not Employed","middle vocational","","","",""
"7 Strongly agree","2007","Not Employed","vocational + Abi","","","",""
"7 Strongly agree","2007","Not Employed","higher vocational","","","",""
"7 Strongly agree","2007","Not Employed","higher education","","","",""
"7 Strongly agree","2007","Employed","in school","","","",""
"7 Strongly agree","2007","Employed","inadequately","","","",""
"7 Strongly agree","2007","Employed","general elemantary","","","",""
"7 Strongly agree","2007","Employed","middle vocational","","","",""
"7 Strongly agree","2007","Employed","vocational + Abi","","","",""
"7 Strongly agree","2007","Employed","higher vocational","","","",""
"7 Strongly agree","2007","Employed","higher education","","","",""
"1 Strongly disagree","2008","Not Employed","in school","","","",""
"1 Strongly disagree","2008","Not Employed","inadequately","","","",""
"1 Strongly disagree","2008","Not Employed","general elemantary","","","",""
"1 Strongly disagree","2008","Not Employed","middle vocational","","","",""
"1 Strongly disagree","2008","Not Employed","vocational + Abi","","","",""
"1 Strongly disagree","2008","Not Employed","higher vocational","","","",""
"1 Strongly disagree","2008","Not Employed","higher education","","","",""
"1 Strongly disagree","2008","Employed","in school","","","",""
"1 Strongly disagree","2008","Employed","inadequately","","","",""
"1 Strongly disagree","2008","Employed","general elemantary","","","",""
"1 Strongly disagree","2008","Employed","middle vocational","","","",""
"1 Strongly disagree","2008","Employed","vocational + Abi","","","",""
"1 Strongly disagree","2008","Employed","higher vocational","","","",""
"1 Strongly disagree","2008","Employed","higher education","","","",""
"2 on scale 1-7 ","2008","Not Employed","in school","","","",""
"2 on scale 1-7 ","2008","Not Employed","inadequately","","","",""
"2 on scale 1-7 ","2008","Not Employed","general elemantary","","","",""
"2 on scale 1-7 ","2008","Not Employed","middle vocational","","","",""
"2 on scale 1-7 ","2008","Not Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2008","Not Employed","higher vocational","","","",""
"2 on scale 1-7 ","2008","Not Employed","higher education","","","",""
"2 on scale 1-7 ","2008","Employed","in school","","","",""
"2 on scale 1-7 ","2008","Employed","inadequately","","","",""
"2 on scale 1-7 ","2008","Employed","general elemantary","","","",""
"2 on scale 1-7 ","2008","Employed","middle vocational","","","",""
"2 on scale 1-7 ","2008","Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2008","Employed","higher vocational","","","",""
"2 on scale 1-7 ","2008","Employed","higher education","","","",""
"3 on scale 1-7 ","2008","Not Employed","in school","","","",""
"3 on scale 1-7 ","2008","Not Employed","inadequately","","","",""
"3 on scale 1-7 ","2008","Not Employed","general elemantary","","","",""
"3 on scale 1-7 ","2008","Not Employed","middle vocational","","","",""
"3 on scale 1-7 ","2008","Not Employed","vocational + Abi","","","",""
"3 on scale 1-7 ","2008","Not Employed","higher vocational","","","",""
"3 on scale 1-7 ","2008","Not Employed","higher education","","","",""
"3 on scale 1-7 ","2008","Employed","in school","","","",""
"3 on scale 1-7 ","2008","Employed","inadequately","","","",""
"3 on scale 1-7 ","2008","Employed","general elemantary","","","",""
"3 on scale 1-7 ","2008","Employed","middle vocational","","","",""
"3 on scale 1-7 ","2008","Employed","vocational + Abi","","","",""
"3 on scale 1-7 ","2008","Employed","higher vocational","","","",""
"3 on scale 1-7 ","2008","Employed","higher education","","","",""
"4 on scale 1-7","2008","Not Employed","in school","","","",""
"4 on scale 1-7","2008","Not Employed","inadequately","","","",""
"4 on scale 1-7","2008","Not Employed","general elemantary","","","",""
"4 on scale 1-7","2008","Not Employed","middle vocational","","","",""
"4 on scale 1-7","2008","Not Employed","vocational + Abi","","","",""
"4 on scale 1-7","2008","Not Employed","higher vocational","","","",""
"4 on scale 1-7","2008","Not Employed","higher education","","","",""
"4 on scale 1-7","2008","Employed","in school","","","",""
"4 on scale 1-7","2008","Employed","inadequately","","","",""
"4 on scale 1-7","2008","Employed","general elemantary","","","",""
"4 on scale 1-7","2008","Employed","middle vocational","","","",""
"4 on scale 1-7","2008","Employed","vocational + Abi","","","",""
"4 on scale 1-7","2008","Employed","higher vocational","","","",""
"4 on scale 1-7","2008","Employed","higher education","","","",""
"5 on scale 1-7","2008","Not Employed","in school","","","",""
"5 on scale 1-7","2008","Not Employed","inadequately","","","",""
"5 on scale 1-7","2008","Not Employed","general elemantary","","","",""
"5 on scale 1-7","2008","Not Employed","middle vocational","","","",""
"5 on scale 1-7","2008","Not Employed","vocational + Abi","","","",""
"5 on scale 1-7","2008","Not Employed","higher vocational","","","",""
"5 on scale 1-7","2008","Not Employed","higher education","","","",""
"5 on scale 1-7","2008","Employed","in school","","","",""
"5 on scale 1-7","2008","Employed","inadequately","","","",""
"5 on scale 1-7","2008","Employed","general elemantary","","","",""
"5 on scale 1-7","2008","Employed","middle vocational","","","",""
"5 on scale 1-7","2008","Employed","vocational + Abi","","","",""
"5 on scale 1-7","2008","Employed","higher vocational","","","",""
"5 on scale 1-7","2008","Employed","higher education","","","",""
"6 on scale 1-7","2008","Not Employed","in school","","","",""
"6 on scale 1-7","2008","Not Employed","inadequately","","","",""
"6 on scale 1-7","2008","Not Employed","general elemantary","","","",""
"6 on scale 1-7","2008","Not Employed","middle vocational","","","",""
"6 on scale 1-7","2008","Not Employed","vocational + Abi","","","",""
"6 on scale 1-7","2008","Not Employed","higher vocational","","","",""
"6 on scale 1-7","2008","Not Employed","higher education","","","",""
"6 on scale 1-7","2008","Employed","in school","","","",""
"6 on scale 1-7","2008","Employed","inadequately","","","",""
"6 on scale 1-7","2008","Employed","general elemantary","","","",""
"6 on scale 1-7","2008","Employed","middle vocational","","","",""
"6 on scale 1-7","2008","Employed","vocational + Abi","","","",""
"6 on scale 1-7","2008","Employed","higher vocational","","","",""
"6 on scale 1-7","2008","Employed","higher education","","","",""
"7 Strongly agree","2008","Not Employed","in school","","","",""
"7 Strongly agree","2008","Not Employed","inadequately","","","",""
"7 Strongly agree","2008","Not Employed","general elemantary","","","",""
"7 Strongly agree","2008","Not Employed","middle vocational","","","",""
"7 Strongly agree","2008","Not Employed","vocational + Abi","","","",""
"7 Strongly agree","2008","Not Employed","higher vocational","","","",""
"7 Strongly agree","2008","Not Employed","higher education","","","",""
"7 Strongly agree","2008","Employed","in school","","","",""
"7 Strongly agree","2008","Employed","inadequately","","","",""
"7 Strongly agree","2008","Employed","general elemantary","","","",""
"7 Strongly agree","2008","Employed","middle vocational","","","",""
"7 Strongly agree","2008","Employed","vocational + Abi","","","",""
"7 Strongly agree","2008","Employed","higher vocational","","","",""
"7 Strongly agree","2008","Employed","higher education","","","",""
"1 Strongly disagree","2009","Not Employed","in school","","","",""
"1 Strongly disagree","2009","Not Employed","inadequately","","","",""
"1 Strongly disagree","2009","Not Employed","general elemantary","","","",""
"1 Strongly disagree","2009","Not Employed","middle vocational","","","",""
"1 Strongly disagree","2009","Not Employed","vocational + Abi","","","",""
"1 Strongly disagree","2009","Not Employed","higher vocational","","","",""
"1 Strongly disagree","2009","Not Employed","higher education","","","",""
"1 Strongly disagree","2009","Employed","in school","","","",""
"1 Strongly disagree","2009","Employed","inadequately","","","",""
"1 Strongly disagree","2009","Employed","general elemantary","","","",""
"1 Strongly disagree","2009","Employed","middle vocational","","","",""
"1 Strongly disagree","2009","Employed","vocational + Abi","","","",""
"1 Strongly disagree","2009","Employed","higher vocational","","","",""
"1 Strongly disagree","2009","Employed","higher education","","","",""
"2 on scale 1-7 ","2009","Not Employed","in school","","","",""
"2 on scale 1-7 ","2009","Not Employed","inadequately","","","",""
"2 on scale 1-7 ","2009","Not Employed","general elemantary","","","",""
"2 on scale 1-7 ","2009","Not Employed","middle vocational","","","",""
"2 on scale 1-7 ","2009","Not Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2009","Not Employed","higher vocational","","","",""
"2 on scale 1-7 ","2009","Not Employed","higher education","","","",""
"2 on scale 1-7 ","2009","Employed","in school","","","",""
"2 on scale 1-7 ","2009","Employed","inadequately","","","",""
"2 on scale 1-7 ","2009","Employed","general elemantary","","","",""
"2 on scale 1-7 ","2009","Employed","middle vocational","","","",""
"2 on scale 1-7 ","2009","Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2009","Employed","higher vocational","","","",""
"2 on scale 1-7 ","2009","Employed","higher education","","","",""
"3 on scale 1-7 ","2009","Not Employed","in school","","","",""
"3 on scale 1-7 ","2009","Not Employed","inadequately","","","",""
"3 on scale 1-7 ","2009","Not Employed","general elemantary","","","",""
"3 on scale 1-7 ","2009","Not Employed","middle vocational","","","",""
"3 on scale 1-7 ","2009","Not Employed","vocational + Abi","","","",""
"3 on scale 1-7 ","2009","Not Employed","higher vocational","","","",""
"3 on scale 1-7 ","2009","Not Employed","higher education","","","",""
"3 on scale 1-7 ","2009","Employed","in school","","","",""
"3 on scale 1-7 ","2009","Employed","inadequately","","","",""
"3 on scale 1-7 ","2009","Employed","general elemantary","","","",""
"3 on scale 1-7 ","2009","Employed","middle vocational","","","",""
