"plh0206i01","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"3 on scale 1-7 ","2005","(Married) couple without C. ","no migration background","36","0.00446474061518118","0.00280790531740278","0.00612157591295958","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","direct migration background","14","","","","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2005","Single parent ","indirect migration background","2","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","no migration background","22","","","","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","no migration background","19","","","","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","direct migration background","3","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2005","Single parent ","no migration background","5","","","","3"
"3 on scale 1-7 ","2005","Single parent ","direct migration background","","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","direct migration background","3","","","","3"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","direct migration background","8","","","","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","indirect migration background","5","","","","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","direct migration background","29","","","","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","indirect migration background","8","","","","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","indirect migration background","9","","","","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","no migration background","42","0.0378425797029439","0.027445906650734","0.0482392527551538","4"
"4 on scale 1-7","2005","1-pers.-HH","no migration background","73","0.0293836408635353","0.0229670808463511","0.0358002008807194","4"
"4 on scale 1-7","2005","1-pers.-HH","direct migration background","5","","","","4"
"4 on scale 1-7","2005","(Married) couple without C. ","direct migration background","29","","","","4"
"4 on scale 1-7","2005","(Married) couple without C. ","indirect migration background","2","","","","4"
"4 on scale 1-7","2005","Single parent ","indirect migration background","4","","","","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","no migration background","60","0.0219271898229116","0.0166911500839307","0.0271632295618924","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","no migration background","84","0.0327381376653535","0.0264082467616091","0.0390680285690979","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","direct migration background","21","","","","4"
"4 on scale 1-7","2005","1-pers.-HH","indirect migration background","4","","","","4"
"4 on scale 1-7","2005","Single parent ","no migration background","34","0.0311821018152233","0.0198141115752861","0.0425500920551605","4"
"4 on scale 1-7","2005","Single parent ","direct migration background","7","","","","4"
"4 on scale 1-7","2005","(Married) couple without C. ","no migration background","152","0.0239618973629832","0.0201613435474858","0.0277624511784805","4"
"5 on scale 1-7","2005","Couple + C. LE 16 ","direct migration background","52","0.0925504724923198","0.0679706907588658","0.117130254225774","5"
"5 on scale 1-7","2005","Couple + C. LE 16 ","indirect migration background","12","","","","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","no migration background","127","0.0873652565431142","0.0719802094424396","0.102750303643789","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","direct migration background","31","0.133356508533039","0.0938183654117077","0.17289465165437","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","indirect migration background","24","","","","5"
"5 on scale 1-7","2005","1-pers.-HH","indirect migration background","13","","","","5"
"5 on scale 1-7","2005","(Married) couple without C. ","no migration background","486","0.0788853178143362","0.0721863507762464","0.085584284852426","5"
"5 on scale 1-7","2005","(Married) couple without C. ","indirect migration background","5","","","","5"
"5 on scale 1-7","2005","Single parent ","indirect migration background","10","","","","5"
"5 on scale 1-7","2005","Couple + C. LE 16 ","no migration background","213","0.078007848290263","0.0684191729473348","0.0875965236331912","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","indirect migration background","23","","","","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","direct migration background","29","","","","5"
"5 on scale 1-7","2005","1-pers.-HH","no migration background","200","0.0796236057082737","0.0693380133158092","0.0899091981007381","5"
"5 on scale 1-7","2005","1-pers.-HH","direct migration background","16","","","","5"
"5 on scale 1-7","2005","(Married) couple without C. ","direct migration background","55","0.0872673881230575","0.0663750591798261","0.108159717066289","5"
"5 on scale 1-7","2005","Single parent ","no migration background","63","0.0598052914909198","0.0442961188727796","0.0753144641090599","5"
"5 on scale 1-7","2005","Single parent ","direct migration background","10","","","","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","no migration background","246","0.0865712879100448","0.0765684904291093","0.0965740853909802","5"
"6 on scale 1-7","2005","Couple + C. LE 16 ","direct migration background","114","0.203431439971609","0.169288722864832","0.237574157078387","6"
"6 on scale 1-7","2005","Couple + C. LE 16 ","indirect migration background","31","0.160577667996069","0.10633705489311","0.214818281099029","6"
"6 on scale 1-7","2005","Couple + C. GT 16 ","indirect migration background","46","0.181222688587698","0.12849237610814","0.233953001067256","6"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","no migration background","329","0.238276722881262","0.215064305250184","0.261489140512341","6"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","direct migration background","62","0.231601337049715","0.182538489291973","0.280664184807457","6"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","indirect migration background","25","","","","6"
"6 on scale 1-7","2005","1-pers.-HH","no migration background","602","0.215202442009498","0.199587942339698","0.230816941679299","6"
"6 on scale 1-7","2005","1-pers.-HH","direct migration background","45","0.168018157379483","0.117807798881622","0.218228515877344","6"
"6 on scale 1-7","2005","1-pers.-HH","indirect migration background","22","","","","6"
"6 on scale 1-7","2005","(Married) couple without C. ","no migration background","1559","0.235370886250126","0.224828117393448","0.245913655106805","6"
"6 on scale 1-7","2005","(Married) couple without C. ","indirect migration background","31","0.280596255245599","0.198480507239284","0.362712003251914","6"
"6 on scale 1-7","2005","Single parent ","no migration background","217","0.235784488919986","0.20802090912976","0.263548068710211","6"
"6 on scale 1-7","2005","Single parent ","indirect migration background","17","","","","6"
"6 on scale 1-7","2005","Couple + C. LE 16 ","no migration background","824","0.262682738952448","0.246947663803643","0.278417814101252","6"
"6 on scale 1-7","2005","Couple + C. GT 16 ","no migration background","850","0.275158561840188","0.259272720177528","0.291044403502849","6"
"6 on scale 1-7","2005","(Married) couple without C. ","direct migration background","147","0.2008518462637","0.171193929201","0.230509763326401","6"
"6 on scale 1-7","2005","Single parent ","direct migration background","31","0.224225246947309","0.150816582170165","0.297633911724453","6"
"6 on scale 1-7","2005","Couple + C. GT 16 ","direct migration background","84","0.184931076685752","0.147025973393173","0.222836179978332","6"
"7 Strongly agree","2005","Couple + C. LE and GT 16","direct migration background","181","0.605725768667704","0.548889423545354","0.662562113790053","7"
"7 Strongly agree","2005","Couple + C. GT 16 ","indirect migration background","126","0.621047184135283","0.554638323644456","0.68745604462611","7"
"7 Strongly agree","2005","Couple + C. LE and GT 16","no migration background","784","0.622438403835522","0.596025080379454","0.64885172729159","7"
"7 Strongly agree","2005","Couple + C. LE and GT 16","indirect migration background","71","0.637319706742947","0.553373037094211","0.721266376391682","7"
"7 Strongly agree","2005","Couple + C. LE 16 ","direct migration background","334","0.637684848557214","0.596916439906407","0.678453257208021","7"
"7 Strongly agree","2005","Couple + C. LE 16 ","indirect migration background","125","0.709342302256629","0.642259591801626","0.776425012711633","7"
"7 Strongly agree","2005","Couple + C. GT 16 ","no migration background","1820","0.593259123286261","0.575785686610749","0.610732559961772","7"
"7 Strongly agree","2005","Couple + C. GT 16 ","direct migration background","263","0.678115762879413","0.632501848547542","0.723729677211283","7"
"7 Strongly agree","2005","(Married) couple without C. ","indirect migration background","77","0.671441343403469","0.585597398445474","0.757285288361465","7"
"7 Strongly agree","2005","Single parent ","no migration background","575","0.658929572378276","0.627923164553526","0.689935980203027","7"
"7 Strongly agree","2005","Single parent ","direct migration background","75","0.61493382150833","0.529285446832375","0.700582196184285","7"
"7 Strongly agree","2005","Single parent ","indirect migration background","45","0.517893853487499","0.407003823155872","0.628783883819126","7"
"7 Strongly agree","2005","Couple + C. LE 16 ","no migration background","1881","0.629843460058653","0.612579720387648","0.647107199729657","7"
"7 Strongly agree","2005","1-pers.-HH","no migration background","1757","0.663642666628978","0.645691476201004","0.681593857056952","7"
"7 Strongly agree","2005","1-pers.-HH","direct migration background","143","0.688428644171658","0.62623206235949","0.750625225983825","7"
"7 Strongly agree","2005","1-pers.-HH","indirect migration background","55","0.558118013596099","0.457725730035875","0.658510297156324","7"
"7 Strongly agree","2005","(Married) couple without C. ","no migration background","3961","0.652047938378375","0.640210646162622","0.663885230594128","7"
"7 Strongly agree","2005","(Married) couple without C. ","direct migration background","452","0.65119626896255","0.615915698827548","0.686476839097552","7"
"1 Strongly disagree","2006","1-pers.-HH","no migration background","","","","","1"
"1 Strongly disagree","2006","1-pers.-HH","direct migration background","","","","","1"
"1 Strongly disagree","2006","1-pers.-HH","indirect migration background","","","","","1"
"1 Strongly disagree","2006","(Married) couple without C. ","no migration background","","","","","1"
"1 Strongly disagree","2006","(Married) couple without C. ","direct migration background","","","","","1"
"1 Strongly disagree","2006","(Married) couple without C. ","indirect migration background","","","","","1"
"1 Strongly disagree","2006","Single parent ","no migration background","","","","","1"
"1 Strongly disagree","2006","Single parent ","direct migration background","","","","","1"
"1 Strongly disagree","2006","Single parent ","indirect migration background","","","","","1"
"1 Strongly disagree","2006","Couple + C. LE 16 ","no migration background","","","","","1"
"1 Strongly disagree","2006","Couple + C. LE 16 ","direct migration background","","","","","1"
"1 Strongly disagree","2006","Couple + C. LE 16 ","indirect migration background","","","","","1"
"1 Strongly disagree","2006","Couple + C. GT 16 ","no migration background","","","","","1"
"1 Strongly disagree","2006","Couple + C. GT 16 ","direct migration background","","","","","1"
"1 Strongly disagree","2006","Couple + C. GT 16 ","indirect migration background","","","","","1"
"1 Strongly disagree","2006","Couple + C. LE and GT 16","no migration background","","","","","1"
"1 Strongly disagree","2006","Couple + C. LE and GT 16","direct migration background","","","","","1"
"1 Strongly disagree","2006","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"2 on scale 1-7 ","2006","1-pers.-HH","no migration background","","","","","2"
"2 on scale 1-7 ","2006","(Married) couple without C. ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","Single parent ","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Single parent ","direct migration background","","","","","2"
"2 on scale 1-7 ","2006","Single parent ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. LE 16 ","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. GT 16 ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","1-pers.-HH","direct migration background","","","","","2"
"2 on scale 1-7 ","2006","1-pers.-HH","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","(Married) couple without C. ","no migration background","","","","","2"
"2 on scale 1-7 ","2006","(Married) couple without C. ","direct migration background","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. LE and GT 16","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. LE and GT 16","direct migration background","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. GT 16 ","direct migration background","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. GT 16 ","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. LE 16 ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. LE 16 ","direct migration background","","","","","2"
"3 on scale 1-7 ","2006","(Married) couple without C. ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. LE and GT 16","no migration background","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. LE and GT 16","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","1-pers.-HH","no migration background","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. GT 16 ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. GT 16 ","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","1-pers.-HH","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","1-pers.-HH","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","(Married) couple without C. ","no migration background","","","","","3"
"3 on scale 1-7 ","2006","(Married) couple without C. ","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","Single parent ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. LE 16 ","no migration background","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. GT 16 ","no migration background","","","","","3"
"3 on scale 1-7 ","2006","Single parent ","no migration background","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. LE 16 ","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. LE 16 ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","Single parent ","direct migration background","","","","","3"
"4 on scale 1-7","2006","Couple + C. GT 16 ","indirect migration background","","","","","4"
"4 on scale 1-7","2006","Couple + C. LE and GT 16","no migration background","","","","","4"
"4 on scale 1-7","2006","Couple + C. LE and GT 16","direct migration background","","","","","4"
"4 on scale 1-7","2006","1-pers.-HH","direct migration background","","","","","4"
"4 on scale 1-7","2006","Couple + C. GT 16 ","direct migration background","","","","","4"
"4 on scale 1-7","2006","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"4 on scale 1-7","2006","1-pers.-HH","no migration background","","","","","4"
"4 on scale 1-7","2006","(Married) couple without C. ","direct migration background","","","","","4"
"4 on scale 1-7","2006","(Married) couple without C. ","indirect migration background","","","","","4"
"4 on scale 1-7","2006","Single parent ","indirect migration background","","","","","4"
"4 on scale 1-7","2006","Couple + C. LE 16 ","no migration background","","","","","4"
"4 on scale 1-7","2006","Couple + C. LE 16 ","direct migration background","","","","","4"
"4 on scale 1-7","2006","Couple + C. LE 16 ","indirect migration background","","","","","4"
"4 on scale 1-7","2006","Couple + C. GT 16 ","no migration background","","","","","4"
"4 on scale 1-7","2006","1-pers.-HH","indirect migration background","","","","","4"
"4 on scale 1-7","2006","Single parent ","no migration background","","","","","4"
"4 on scale 1-7","2006","Single parent ","direct migration background","","","","","4"
"4 on scale 1-7","2006","(Married) couple without C. ","no migration background","","","","","4"
"5 on scale 1-7","2006","(Married) couple without C. ","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Couple + C. GT 16 ","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Couple + C. LE and GT 16","no migration background","","","","","5"
"5 on scale 1-7","2006","Couple + C. LE and GT 16","direct migration background","","","","","5"
"5 on scale 1-7","2006","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Couple + C. GT 16 ","direct migration background","","","","","5"
"5 on scale 1-7","2006","1-pers.-HH","indirect migration background","","","","","5"
"5 on scale 1-7","2006","(Married) couple without C. ","no migration background","","","","","5"
"5 on scale 1-7","2006","(Married) couple without C. ","direct migration background","","","","","5"
"5 on scale 1-7","2006","Single parent ","direct migration background","","","","","5"
"5 on scale 1-7","2006","Single parent ","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Couple + C. LE 16 ","no migration background","","","","","5"
"5 on scale 1-7","2006","Couple + C. LE 16 ","direct migration background","","","","","5"
"5 on scale 1-7","2006","Couple + C. LE 16 ","indirect migration background","","","","","5"
"5 on scale 1-7","2006","1-pers.-HH","no migration background","","","","","5"
"5 on scale 1-7","2006","Single parent ","no migration background","","","","","5"
"5 on scale 1-7","2006","1-pers.-HH","direct migration background","","","","","5"
"5 on scale 1-7","2006","Couple + C. GT 16 ","no migration background","","","","","5"
"6 on scale 1-7","2006","Couple + C. GT 16 ","indirect migration background","","","","","6"
"6 on scale 1-7","2006","(Married) couple without C. ","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Couple + C. LE and GT 16","no migration background","","","","","6"
"6 on scale 1-7","2006","Couple + C. LE and GT 16","direct migration background","","","","","6"
"6 on scale 1-7","2006","Couple + C. LE and GT 16","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Couple + C. LE 16 ","direct migration background","","","","","6"
"6 on scale 1-7","2006","Couple + C. LE 16 ","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Couple + C. GT 16 ","direct migration background","","","","","6"
"6 on scale 1-7","2006","(Married) couple without C. ","no migration background","","","","","6"
"6 on scale 1-7","2006","(Married) couple without C. ","direct migration background","","","","","6"
"6 on scale 1-7","2006","Couple + C. LE 16 ","no migration background","","","","","6"
"6 on scale 1-7","2006","1-pers.-HH","no migration background","","","","","6"
"6 on scale 1-7","2006","1-pers.-HH","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Single parent ","no migration background","","","","","6"
"6 on scale 1-7","2006","Single parent ","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Couple + C. GT 16 ","no migration background","","","","","6"
"6 on scale 1-7","2006","Single parent ","direct migration background","","","","","6"
"6 on scale 1-7","2006","1-pers.-HH","direct migration background","","","","","6"
"7 Strongly agree","2006","Couple + C. LE and GT 16","direct migration background","","","","","7"
"7 Strongly agree","2006","Couple + C. GT 16 ","indirect migration background","","","","","7"
"7 Strongly agree","2006","Couple + C. LE and GT 16","no migration background","","","","","7"
"7 Strongly agree","2006","Couple + C. LE and GT 16","indirect migration background","","","","","7"
"7 Strongly agree","2006","(Married) couple without C. ","indirect migration background","","","","","7"
"7 Strongly agree","2006","Single parent ","no migration background","","","","","7"
"7 Strongly agree","2006","Single parent ","direct migration background","","","","","7"
"7 Strongly agree","2006","Single parent ","indirect migration background","","","","","7"
"7 Strongly agree","2006","Couple + C. LE 16 ","no migration background","","","","","7"
"7 Strongly agree","2006","Couple + C. LE 16 ","direct migration background","","","","","7"
"7 Strongly agree","2006","Couple + C. LE 16 ","indirect migration background","","","","","7"
"7 Strongly agree","2006","Couple + C. GT 16 ","no migration background","","","","","7"
"7 Strongly agree","2006","Couple + C. GT 16 ","direct migration background","","","","","7"
"7 Strongly agree","2006","1-pers.-HH","no migration background","","","","","7"
"7 Strongly agree","2006","1-pers.-HH","direct migration background","","","","","7"
"7 Strongly agree","2006","1-pers.-HH","indirect migration background","","","","","7"
"7 Strongly agree","2006","(Married) couple without C. ","no migration background","","","","","7"
"7 Strongly agree","2006","(Married) couple without C. ","direct migration background","","","","","7"
"1 Strongly disagree","2007","1-pers.-HH","no migration background","","","","","1"
"1 Strongly disagree","2007","1-pers.-HH","direct migration background","","","","","1"
"1 Strongly disagree","2007","1-pers.-HH","indirect migration background","","","","","1"
"1 Strongly disagree","2007","(Married) couple without C. ","no migration background","","","","","1"
"1 Strongly disagree","2007","(Married) couple without C. ","direct migration background","","","","","1"
"1 Strongly disagree","2007","(Married) couple without C. ","indirect migration background","","","","","1"
"1 Strongly disagree","2007","Single parent ","no migration background","","","","","1"
"1 Strongly disagree","2007","Single parent ","direct migration background","","","","","1"
"1 Strongly disagree","2007","Single parent ","indirect migration background","","","","","1"
"1 Strongly disagree","2007","Couple + C. LE 16 ","no migration background","","","","","1"
"1 Strongly disagree","2007","Couple + C. LE 16 ","direct migration background","","","","","1"
"1 Strongly disagree","2007","Couple + C. LE 16 ","indirect migration background","","","","","1"
"1 Strongly disagree","2007","Couple + C. GT 16 ","no migration background","","","","","1"
"1 Strongly disagree","2007","Couple + C. GT 16 ","direct migration background","","","","","1"
"1 Strongly disagree","2007","Couple + C. GT 16 ","indirect migration background","","","","","1"
"1 Strongly disagree","2007","Couple + C. LE and GT 16","no migration background","","","","","1"
"1 Strongly disagree","2007","Couple + C. LE and GT 16","direct migration background","","","","","1"
"1 Strongly disagree","2007","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"2 on scale 1-7 ","2007","1-pers.-HH","no migration background","","","","","2"
"2 on scale 1-7 ","2007","1-pers.-HH","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","1-pers.-HH","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","(Married) couple without C. ","no migration background","","","","","2"
"2 on scale 1-7 ","2007","(Married) couple without C. ","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","(Married) couple without C. ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","Single parent ","no migration background","","","","","2"
"2 on scale 1-7 ","2007","Single parent ","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","Single parent ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. LE 16 ","no migration background","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. GT 16 ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. LE and GT 16","no migration background","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. LE and GT 16","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. GT 16 ","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. LE 16 ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. GT 16 ","no migration background","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. LE 16 ","direct migration background","","","","","2"
"3 on scale 1-7 ","2007","Couple + C. LE and GT 16","direct migration background","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. GT 16 ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. LE and GT 16","no migration background","","","","","3"
"3 on scale 1-7 ","2007","1-pers.-HH","no migration background","","","","","3"
"3 on scale 1-7 ","2007","1-pers.-HH","direct migration background","","","","","3"
"3 on scale 1-7 ","2007","(Married) couple without C. ","direct migration background","","","","","3"
"3 on scale 1-7 ","2007","(Married) couple without C. ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. GT 16 ","direct migration background","","","","","3"
"3 on scale 1-7 ","2007","1-pers.-HH","indirect migration background","","","","","3"
"3 on scale 1-7 ","2007","(Married) couple without C. ","no migration background","","","","","3"
"3 on scale 1-7 ","2007","Single parent ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. LE 16 ","no migration background","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. GT 16 ","no migration background","","","","","3"
"3 on scale 1-7 ","2007","Single parent ","no migration background","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. LE 16 ","direct migration background","","","","","3"
"3 on scale 1-7 ","2007","Single parent ","direct migration background","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. LE 16 ","indirect migration background","","","","","3"
"4 on scale 1-7","2007","Couple + C. GT 16 ","indirect migration background","","","","","4"
"4 on scale 1-7","2007","Couple + C. LE and GT 16","no migration background","","","","","4"
"4 on scale 1-7","2007","1-pers.-HH","no migration background","","","","","4"
"4 on scale 1-7","2007","1-pers.-HH","direct migration background","","","","","4"
"4 on scale 1-7","2007","Couple + C. GT 16 ","direct migration background","","","","","4"
"4 on scale 1-7","2007","Couple + C. LE and GT 16","direct migration background","","","","","4"
"4 on scale 1-7","2007","Single parent ","indirect migration background","","","","","4"
"4 on scale 1-7","2007","Couple + C. LE 16 ","indirect migration background","","","","","4"
"4 on scale 1-7","2007","Couple + C. GT 16 ","no migration background","","","","","4"
"4 on scale 1-7","2007","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"4 on scale 1-7","2007","1-pers.-HH","indirect migration background","","","","","4"
"4 on scale 1-7","2007","Single parent ","no migration background","","","","","4"
"4 on scale 1-7","2007","(Married) couple without C. ","no migration background","","","","","4"
"4 on scale 1-7","2007","Single parent ","direct migration background","","","","","4"
"4 on scale 1-7","2007","(Married) couple without C. ","indirect migration background","","","","","4"
"4 on scale 1-7","2007","Couple + C. LE 16 ","no migration background","","","","","4"
"4 on scale 1-7","2007","Couple + C. LE 16 ","direct migration background","","","","","4"
"4 on scale 1-7","2007","(Married) couple without C. ","direct migration background","","","","","4"
"5 on scale 1-7","2007","Couple + C. LE and GT 16","no migration background","","","","","5"
"5 on scale 1-7","2007","Couple + C. GT 16 ","indirect migration background","","","","","5"
"5 on scale 1-7","2007","Couple + C. GT 16 ","direct migration background","","","","","5"
"5 on scale 1-7","2007","Couple + C. LE and GT 16","direct migration background","","","","","5"
"5 on scale 1-7","2007","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"5 on scale 1-7","2007","(Married) couple without C. ","direct migration background","","","","","5"
