"plh0206i01","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2005","Full Time","vocational + Abi","54","0.121600406168093","0.0937498526555755","0.14945095968061"
"5 on scale 1-7","2005","Full Time","higher vocational","50","0.0652943502140159","0.0478450520190544","0.0827436484089773"
"5 on scale 1-7","2005","Full Time","higher education","177","0.0933972043217956","0.0813306861321907","0.1054637225114"
"5 on scale 1-7","2005","Part Time","in school","10","","",""
"5 on scale 1-7","2005","Part Time","inadequately","3","","",""
"5 on scale 1-7","2005","Part Time","general elemantary","40","0.0588946677979563","0.0382175251013198","0.0795718104945928"
"5 on scale 1-7","2005","Part Time","middle vocational","165","0.0645875296635071","0.0549697754327381","0.0742052838942761"
"5 on scale 1-7","2005","Part Time","vocational + Abi","19","","",""
"5 on scale 1-7","2005","Part Time","higher vocational","20","","",""
"5 on scale 1-7","2005","Part Time","higher education","65","0.0862944242041042","0.0682572808996178","0.104331567508591"
"5 on scale 1-7","2005","Not Working","in school","82","0.153835037563197","0.123627664310883","0.18404241081551"
"5 on scale 1-7","2005","Not Working","inadequately","15","","",""
"5 on scale 1-7","2005","Not Working","general elemantary","147","0.104025340986679","0.0877700076105234","0.120280674362835"
"5 on scale 1-7","2005","Not Working","middle vocational","348","0.0897586920652255","0.0808425691475422","0.0986748149829088"
"5 on scale 1-7","2005","Not Working","vocational + Abi","18","","",""
"5 on scale 1-7","2005","Not Working","higher vocational","28","","",""
"5 on scale 1-7","2005","Not Working","higher education","83","0.0834377823397572","0.0663149114502416","0.100560653229273"
"6 on scale 1-7","2005","Full Time","in school","","","",""
"6 on scale 1-7","2005","Full Time","inadequately","11","","",""
"6 on scale 1-7","2005","Full Time","general elemantary","138","0.219257532134062","0.184804744196805","0.253710320071318"
"6 on scale 1-7","2005","Full Time","middle vocational","946","0.236203240705171","0.222725017274027","0.249681464136316"
"6 on scale 1-7","2005","Full Time","vocational + Abi","139","0.275815221215576","0.237730211913909","0.313900230517244"
"6 on scale 1-7","2005","Full Time","higher vocational","196","0.260408927944986","0.229411440467034","0.291406415422939"
"6 on scale 1-7","2005","Full Time","higher education","675","0.279955034866836","0.261337145003094","0.298572924730577"
"6 on scale 1-7","2005","Part Time","in school","35","0.258846948781443","0.171230035319209","0.346463862243677"
"6 on scale 1-7","2005","Part Time","inadequately","10","","",""
"6 on scale 1-7","2005","Part Time","general elemantary","111","0.212108950555137","0.176204688860695","0.248013212249578"
"6 on scale 1-7","2005","Part Time","middle vocational","593","0.221115438303673","0.204877015639923","0.237353860967424"
"6 on scale 1-7","2005","Part Time","vocational + Abi","78","0.234770354351968","0.188330524177468","0.281210184526469"
"6 on scale 1-7","2005","Part Time","higher vocational","91","0.232263961954917","0.186909204079272","0.277618719830562"
"6 on scale 1-7","2005","Part Time","higher education","248","0.23509731539769","0.207857749757778","0.262336881037603"
"6 on scale 1-7","2005","Not Working","in school","139","0.253299777958596","0.216887457472204","0.289712098444988"
"6 on scale 1-7","2005","Not Working","inadequately","21","","",""
"6 on scale 1-7","2005","Not Working","general elemantary","310","0.20993382523672","0.188249226639676","0.231618423833764"
"6 on scale 1-7","2005","Not Working","middle vocational","924","0.223655484504594","0.210657484287537","0.236653484721651"
"6 on scale 1-7","2005","Not Working","vocational + Abi","69","0.187789617132536","0.142448134434379","0.233131099830693"
"6 on scale 1-7","2005","Not Working","higher vocational","112","0.247407168297487","0.207802001405673","0.287012335189301"
"6 on scale 1-7","2005","Not Working","higher education","247","0.225734187251269","0.199848604835756","0.251619769666782"
"7 Strongly agree","2005","Full Time","in school","2","","",""
"7 Strongly agree","2005","Full Time","inadequately","33","0.635250046185877","0.503140871814133","0.767359220557621"
"7 Strongly agree","2005","Full Time","general elemantary","335","0.635392028735909","0.59531207889781","0.675471978574009"
"7 Strongly agree","2005","Full Time","middle vocational","2470","0.653271444060297","0.638169165984086","0.668373722136509"
"7 Strongly agree","2005","Full Time","vocational + Abi","322","0.582248978298578","0.540221495126756","0.624276461470401"
"7 Strongly agree","2005","Full Time","higher vocational","497","0.645111205111005","0.611315137928278","0.678907272293731"
"7 Strongly agree","2005","Full Time","higher education","1315","0.596758866516591","0.576417114281855","0.617100618751326"
"7 Strongly agree","2005","Part Time","in school","48","0.557053312434796","0.457687592342447","0.656419032527146"
"7 Strongly agree","2005","Part Time","inadequately","20","","",""
"7 Strongly agree","2005","Part Time","general elemantary","318","0.660720007460395","0.619136485115883","0.702303529804908"
"7 Strongly agree","2005","Part Time","middle vocational","1678","0.682472979555677","0.664257909949249","0.700688049162105"
"7 Strongly agree","2005","Part Time","vocational + Abi","209","0.656433921227486","0.604401534372952","0.70846630808202"
"7 Strongly agree","2005","Part Time","higher vocational","211","0.6820629548081","0.63204697601508","0.73207893360112"
"7 Strongly agree","2005","Part Time","higher education","591","0.651124305121754","0.620508861185232","0.681739749058276"
"7 Strongly agree","2005","Not Working","in school","296","0.537395503854307","0.495649995811429","0.579141011897185"
"7 Strongly agree","2005","Not Working","inadequately","96","0.69693416147317","0.623140454731371","0.77072786821497"
"7 Strongly agree","2005","Not Working","general elemantary","812","0.612673031954176","0.586735318162842","0.638610745745509"
"7 Strongly agree","2005","Not Working","middle vocational","2511","0.648828809552358","0.633939175584599","0.663718443520117"
"7 Strongly agree","2005","Not Working","vocational + Abi","184","0.682364883957723","0.628314566342224","0.736415201573221"
"7 Strongly agree","2005","Not Working","higher vocational","300","0.662306585136134","0.618899911884763","0.705713258387505"
"7 Strongly agree","2005","Not Working","higher education","636","0.648090259286232","0.618520511424567","0.677660007147897"
"1 Strongly disagree","2006","Full Time","in school","","","",""
"1 Strongly disagree","2006","Full Time","inadequately","","","",""
"1 Strongly disagree","2006","Full Time","general elemantary","","","",""
"1 Strongly disagree","2006","Full Time","middle vocational","","","",""
"1 Strongly disagree","2006","Full Time","vocational + Abi","","","",""
"1 Strongly disagree","2006","Full Time","higher vocational","","","",""
"1 Strongly disagree","2006","Full Time","higher education","","","",""
"1 Strongly disagree","2006","Part Time","in school","","","",""
"1 Strongly disagree","2006","Part Time","inadequately","","","",""
"1 Strongly disagree","2006","Part Time","general elemantary","","","",""
"1 Strongly disagree","2006","Part Time","middle vocational","","","",""
"1 Strongly disagree","2006","Part Time","vocational + Abi","","","",""
"1 Strongly disagree","2006","Part Time","higher vocational","","","",""
"1 Strongly disagree","2006","Part Time","higher education","","","",""
"1 Strongly disagree","2006","Not Working","in school","","","",""
"1 Strongly disagree","2006","Not Working","inadequately","","","",""
"1 Strongly disagree","2006","Not Working","general elemantary","","","",""
"1 Strongly disagree","2006","Not Working","middle vocational","","","",""
"1 Strongly disagree","2006","Not Working","vocational + Abi","","","",""
"1 Strongly disagree","2006","Not Working","higher vocational","","","",""
"1 Strongly disagree","2006","Not Working","higher education","","","",""
"2 on scale 1-7 ","2006","Full Time","in school","","","",""
"2 on scale 1-7 ","2006","Full Time","inadequately","","","",""
"2 on scale 1-7 ","2006","Full Time","general elemantary","","","",""
"2 on scale 1-7 ","2006","Full Time","middle vocational","","","",""
"2 on scale 1-7 ","2006","Full Time","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","Full Time","higher vocational","","","",""
"2 on scale 1-7 ","2006","Full Time","higher education","","","",""
"2 on scale 1-7 ","2006","Part Time","in school","","","",""
"2 on scale 1-7 ","2006","Part Time","inadequately","","","",""
"2 on scale 1-7 ","2006","Part Time","general elemantary","","","",""
"2 on scale 1-7 ","2006","Part Time","middle vocational","","","",""
"2 on scale 1-7 ","2006","Part Time","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","Part Time","higher vocational","","","",""
"2 on scale 1-7 ","2006","Part Time","higher education","","","",""
"2 on scale 1-7 ","2006","Not Working","in school","","","",""
"2 on scale 1-7 ","2006","Not Working","inadequately","","","",""
"2 on scale 1-7 ","2006","Not Working","general elemantary","","","",""
"2 on scale 1-7 ","2006","Not Working","middle vocational","","","",""
"2 on scale 1-7 ","2006","Not Working","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","Not Working","higher vocational","","","",""
"2 on scale 1-7 ","2006","Not Working","higher education","","","",""
"3 on scale 1-7 ","2006","Full Time","in school","","","",""
"3 on scale 1-7 ","2006","Full Time","inadequately","","","",""
"3 on scale 1-7 ","2006","Full Time","general elemantary","","","",""
"3 on scale 1-7 ","2006","Full Time","middle vocational","","","",""
"3 on scale 1-7 ","2006","Full Time","vocational + Abi","","","",""
"3 on scale 1-7 ","2006","Full Time","higher vocational","","","",""
"3 on scale 1-7 ","2006","Full Time","higher education","","","",""
"3 on scale 1-7 ","2006","Part Time","in school","","","",""
"3 on scale 1-7 ","2006","Part Time","inadequately","","","",""
"3 on scale 1-7 ","2006","Part Time","general elemantary","","","",""
"3 on scale 1-7 ","2006","Part Time","middle vocational","","","",""
"3 on scale 1-7 ","2006","Part Time","vocational + Abi","","","",""
"3 on scale 1-7 ","2006","Part Time","higher vocational","","","",""
"3 on scale 1-7 ","2006","Part Time","higher education","","","",""
"3 on scale 1-7 ","2006","Not Working","in school","","","",""
"3 on scale 1-7 ","2006","Not Working","inadequately","","","",""
"3 on scale 1-7 ","2006","Not Working","general elemantary","","","",""
"3 on scale 1-7 ","2006","Not Working","middle vocational","","","",""
"3 on scale 1-7 ","2006","Not Working","vocational + Abi","","","",""
"3 on scale 1-7 ","2006","Not Working","higher vocational","","","",""
"3 on scale 1-7 ","2006","Not Working","higher education","","","",""
"4 on scale 1-7","2006","Full Time","in school","","","",""
"4 on scale 1-7","2006","Full Time","inadequately","","","",""
"4 on scale 1-7","2006","Full Time","general elemantary","","","",""
"4 on scale 1-7","2006","Full Time","middle vocational","","","",""
"4 on scale 1-7","2006","Full Time","vocational + Abi","","","",""
"4 on scale 1-7","2006","Full Time","higher vocational","","","",""
"4 on scale 1-7","2006","Full Time","higher education","","","",""
"4 on scale 1-7","2006","Part Time","in school","","","",""
"4 on scale 1-7","2006","Part Time","inadequately","","","",""
"4 on scale 1-7","2006","Part Time","general elemantary","","","",""
"4 on scale 1-7","2006","Part Time","middle vocational","","","",""
"4 on scale 1-7","2006","Part Time","vocational + Abi","","","",""
"4 on scale 1-7","2006","Part Time","higher vocational","","","",""
"4 on scale 1-7","2006","Part Time","higher education","","","",""
"4 on scale 1-7","2006","Not Working","in school","","","",""
"4 on scale 1-7","2006","Not Working","inadequately","","","",""
"4 on scale 1-7","2006","Not Working","general elemantary","","","",""
"4 on scale 1-7","2006","Not Working","middle vocational","","","",""
"4 on scale 1-7","2006","Not Working","vocational + Abi","","","",""
"4 on scale 1-7","2006","Not Working","higher vocational","","","",""
"4 on scale 1-7","2006","Not Working","higher education","","","",""
"5 on scale 1-7","2006","Full Time","in school","","","",""
"5 on scale 1-7","2006","Full Time","inadequately","","","",""
"5 on scale 1-7","2006","Full Time","general elemantary","","","",""
"5 on scale 1-7","2006","Full Time","middle vocational","","","",""
"5 on scale 1-7","2006","Full Time","vocational + Abi","","","",""
"5 on scale 1-7","2006","Full Time","higher vocational","","","",""
"5 on scale 1-7","2006","Full Time","higher education","","","",""
"5 on scale 1-7","2006","Part Time","in school","","","",""
"5 on scale 1-7","2006","Part Time","inadequately","","","",""
"5 on scale 1-7","2006","Part Time","general elemantary","","","",""
"5 on scale 1-7","2006","Part Time","middle vocational","","","",""
"5 on scale 1-7","2006","Part Time","vocational + Abi","","","",""
"5 on scale 1-7","2006","Part Time","higher vocational","","","",""
"5 on scale 1-7","2006","Part Time","higher education","","","",""
"5 on scale 1-7","2006","Not Working","in school","","","",""
"5 on scale 1-7","2006","Not Working","inadequately","","","",""
"5 on scale 1-7","2006","Not Working","general elemantary","","","",""
"5 on scale 1-7","2006","Not Working","middle vocational","","","",""
"5 on scale 1-7","2006","Not Working","vocational + Abi","","","",""
"5 on scale 1-7","2006","Not Working","higher vocational","","","",""
"5 on scale 1-7","2006","Not Working","higher education","","","",""
"6 on scale 1-7","2006","Full Time","in school","","","",""
"6 on scale 1-7","2006","Full Time","inadequately","","","",""
"6 on scale 1-7","2006","Full Time","general elemantary","","","",""
"6 on scale 1-7","2006","Full Time","middle vocational","","","",""
"6 on scale 1-7","2006","Full Time","vocational + Abi","","","",""
"6 on scale 1-7","2006","Full Time","higher vocational","","","",""
"6 on scale 1-7","2006","Full Time","higher education","","","",""
"6 on scale 1-7","2006","Part Time","in school","","","",""
"6 on scale 1-7","2006","Part Time","inadequately","","","",""
"6 on scale 1-7","2006","Part Time","general elemantary","","","",""
"6 on scale 1-7","2006","Part Time","middle vocational","","","",""
"6 on scale 1-7","2006","Part Time","vocational + Abi","","","",""
"6 on scale 1-7","2006","Part Time","higher vocational","","","",""
"6 on scale 1-7","2006","Part Time","higher education","","","",""
"6 on scale 1-7","2006","Not Working","in school","","","",""
"6 on scale 1-7","2006","Not Working","inadequately","","","",""
"6 on scale 1-7","2006","Not Working","general elemantary","","","",""
"6 on scale 1-7","2006","Not Working","middle vocational","","","",""
"6 on scale 1-7","2006","Not Working","vocational + Abi","","","",""
"6 on scale 1-7","2006","Not Working","higher vocational","","","",""
"6 on scale 1-7","2006","Not Working","higher education","","","",""
"7 Strongly agree","2006","Full Time","in school","","","",""
"7 Strongly agree","2006","Full Time","inadequately","","","",""
"7 Strongly agree","2006","Full Time","general elemantary","","","",""
"7 Strongly agree","2006","Full Time","middle vocational","","","",""
"7 Strongly agree","2006","Full Time","vocational + Abi","","","",""
"7 Strongly agree","2006","Full Time","higher vocational","","","",""
"7 Strongly agree","2006","Full Time","higher education","","","",""
"7 Strongly agree","2006","Part Time","in school","","","",""
"7 Strongly agree","2006","Part Time","inadequately","","","",""
"7 Strongly agree","2006","Part Time","general elemantary","","","",""
"7 Strongly agree","2006","Part Time","middle vocational","","","",""
"7 Strongly agree","2006","Part Time","vocational + Abi","","","",""
"7 Strongly agree","2006","Part Time","higher vocational","","","",""
"7 Strongly agree","2006","Part Time","higher education","","","",""
"7 Strongly agree","2006","Not Working","in school","","","",""
"7 Strongly agree","2006","Not Working","inadequately","","","",""
"7 Strongly agree","2006","Not Working","general elemantary","","","",""
"7 Strongly agree","2006","Not Working","middle vocational","","","",""
"7 Strongly agree","2006","Not Working","vocational + Abi","","","",""
"7 Strongly agree","2006","Not Working","higher vocational","","","",""
"7 Strongly agree","2006","Not Working","higher education","","","",""
"1 Strongly disagree","2007","Full Time","in school","","","",""
"1 Strongly disagree","2007","Full Time","inadequately","","","",""
"1 Strongly disagree","2007","Full Time","general elemantary","","","",""
"1 Strongly disagree","2007","Full Time","middle vocational","","","",""
"1 Strongly disagree","2007","Full Time","vocational + Abi","","","",""
"1 Strongly disagree","2007","Full Time","higher vocational","","","",""
"1 Strongly disagree","2007","Full Time","higher education","","","",""
"1 Strongly disagree","2007","Part Time","in school","","","",""
"1 Strongly disagree","2007","Part Time","inadequately","","","",""
"1 Strongly disagree","2007","Part Time","general elemantary","","","",""
"1 Strongly disagree","2007","Part Time","middle vocational","","","",""
"1 Strongly disagree","2007","Part Time","vocational + Abi","","","",""
"1 Strongly disagree","2007","Part Time","higher vocational","","","",""
"1 Strongly disagree","2007","Part Time","higher education","","","",""
"1 Strongly disagree","2007","Not Working","in school","","","",""
"1 Strongly disagree","2007","Not Working","inadequately","","","",""
"1 Strongly disagree","2007","Not Working","general elemantary","","","",""
"1 Strongly disagree","2007","Not Working","middle vocational","","","",""
"1 Strongly disagree","2007","Not Working","vocational + Abi","","","",""
"1 Strongly disagree","2007","Not Working","higher vocational","","","",""
"1 Strongly disagree","2007","Not Working","higher education","","","",""
"2 on scale 1-7 ","2007","Full Time","in school","","","",""
"2 on scale 1-7 ","2007","Full Time","inadequately","","","",""
"2 on scale 1-7 ","2007","Full Time","general elemantary","","","",""
"2 on scale 1-7 ","2007","Full Time","middle vocational","","","",""
"2 on scale 1-7 ","2007","Full Time","vocational + Abi","","","",""
"2 on scale 1-7 ","2007","Full Time","higher vocational","","","",""
"2 on scale 1-7 ","2007","Full Time","higher education","","","",""
"2 on scale 1-7 ","2007","Part Time","in school","","","",""
"2 on scale 1-7 ","2007","Part Time","inadequately","","","",""
"2 on scale 1-7 ","2007","Part Time","general elemantary","","","",""
"2 on scale 1-7 ","2007","Part Time","middle vocational","","","",""
"2 on scale 1-7 ","2007","Part Time","vocational + Abi","","","",""
"2 on scale 1-7 ","2007","Part Time","higher vocational","","","",""
"2 on scale 1-7 ","2007","Part Time","higher education","","","",""
"2 on scale 1-7 ","2007","Not Working","in school","","","",""
"2 on scale 1-7 ","2007","Not Working","inadequately","","","",""
"2 on scale 1-7 ","2007","Not Working","general elemantary","","","",""
"2 on scale 1-7 ","2007","Not Working","middle vocational","","","",""
"2 on scale 1-7 ","2007","Not Working","vocational + Abi","","","",""
"2 on scale 1-7 ","2007","Not Working","higher vocational","","","",""
"2 on scale 1-7 ","2007","Not Working","higher education","","","",""
"3 on scale 1-7 ","2007","Full Time","in school","","","",""
"3 on scale 1-7 ","2007","Full Time","inadequately","","","",""
"3 on scale 1-7 ","2007","Full Time","general elemantary","","","",""
"3 on scale 1-7 ","2007","Full Time","middle vocational","","","",""
"3 on scale 1-7 ","2007","Full Time","vocational + Abi","","","",""
"3 on scale 1-7 ","2007","Full Time","higher vocational","","","",""
"3 on scale 1-7 ","2007","Full Time","higher education","","","",""
"3 on scale 1-7 ","2007","Part Time","in school","","","",""
"3 on scale 1-7 ","2007","Part Time","inadequately","","","",""
"3 on scale 1-7 ","2007","Part Time","general elemantary","","","",""
"3 on scale 1-7 ","2007","Part Time","middle vocational","","","",""
"3 on scale 1-7 ","2007","Part Time","vocational + Abi","","","",""
"3 on scale 1-7 ","2007","Part Time","higher vocational","","","",""
"3 on scale 1-7 ","2007","Part Time","higher education","","","",""
"3 on scale 1-7 ","2007","Not Working","in school","","","",""
"3 on scale 1-7 ","2007","Not Working","inadequately","","","",""
"3 on scale 1-7 ","2007","Not Working","general elemantary","","","",""
"3 on scale 1-7 ","2007","Not Working","middle vocational","","","",""
"3 on scale 1-7 ","2007","Not Working","vocational + Abi","","","",""
"3 on scale 1-7 ","2007","Not Working","higher vocational","","","",""
"3 on scale 1-7 ","2007","Not Working","higher education","","","",""
"4 on scale 1-7","2007","Full Time","in school","","","",""
"4 on scale 1-7","2007","Full Time","inadequately","","","",""
"4 on scale 1-7","2007","Full Time","general elemantary","","","",""
"4 on scale 1-7","2007","Full Time","middle vocational","","","",""
"4 on scale 1-7","2007","Full Time","vocational + Abi","","","",""
"4 on scale 1-7","2007","Full Time","higher vocational","","","",""
"4 on scale 1-7","2007","Full Time","higher education","","","",""
"4 on scale 1-7","2007","Part Time","in school","","","",""
"4 on scale 1-7","2007","Part Time","inadequately","","","",""
"4 on scale 1-7","2007","Part Time","general elemantary","","","",""
"4 on scale 1-7","2007","Part Time","middle vocational","","","",""
"4 on scale 1-7","2007","Part Time","vocational + Abi","","","",""
"4 on scale 1-7","2007","Part Time","higher vocational","","","",""
"4 on scale 1-7","2007","Part Time","higher education","","","",""
"4 on scale 1-7","2007","Not Working","in school","","","",""
"4 on scale 1-7","2007","Not Working","inadequately","","","",""
"4 on scale 1-7","2007","Not Working","general elemantary","","","",""
"4 on scale 1-7","2007","Not Working","middle vocational","","","",""
"4 on scale 1-7","2007","Not Working","vocational + Abi","","","",""
"4 on scale 1-7","2007","Not Working","higher vocational","","","",""
"4 on scale 1-7","2007","Not Working","higher education","","","",""
"5 on scale 1-7","2007","Full Time","in school","","","",""
"5 on scale 1-7","2007","Full Time","inadequately","","","",""
"5 on scale 1-7","2007","Full Time","general elemantary","","","",""
"5 on scale 1-7","2007","Full Time","middle vocational","","","",""
"5 on scale 1-7","2007","Full Time","vocational + Abi","","","",""
"5 on scale 1-7","2007","Full Time","higher vocational","","","",""
"5 on scale 1-7","2007","Full Time","higher education","","","",""
"5 on scale 1-7","2007","Part Time","in school","","","",""
"5 on scale 1-7","2007","Part Time","inadequately","","","",""
"5 on scale 1-7","2007","Part Time","general elemantary","","","",""
"5 on scale 1-7","2007","Part Time","middle vocational","","","",""
"5 on scale 1-7","2007","Part Time","vocational + Abi","","","",""
"5 on scale 1-7","2007","Part Time","higher vocational","","","",""
"5 on scale 1-7","2007","Part Time","higher education","","","",""
"5 on scale 1-7","2007","Not Working","in school","","","",""
"5 on scale 1-7","2007","Not Working","inadequately","","","",""
"5 on scale 1-7","2007","Not Working","general elemantary","","","",""
"5 on scale 1-7","2007","Not Working","middle vocational","","","",""
"5 on scale 1-7","2007","Not Working","vocational + Abi","","","",""
"5 on scale 1-7","2007","Not Working","higher vocational","","","",""
"5 on scale 1-7","2007","Not Working","higher education","","","",""
"6 on scale 1-7","2007","Full Time","in school","","","",""
"6 on scale 1-7","2007","Full Time","inadequately","","","",""
"6 on scale 1-7","2007","Full Time","general elemantary","","","",""
"6 on scale 1-7","2007","Full Time","middle vocational","","","",""
"6 on scale 1-7","2007","Full Time","vocational + Abi","","","",""
"6 on scale 1-7","2007","Full Time","higher vocational","","","",""
"6 on scale 1-7","2007","Full Time","higher education","","","",""
"6 on scale 1-7","2007","Part Time","in school","","","",""
"6 on scale 1-7","2007","Part Time","inadequately","","","",""
"6 on scale 1-7","2007","Part Time","general elemantary","","","",""
"6 on scale 1-7","2007","Part Time","middle vocational","","","",""
"6 on scale 1-7","2007","Part Time","vocational + Abi","","","",""
"6 on scale 1-7","2007","Part Time","higher vocational","","","",""
"6 on scale 1-7","2007","Part Time","higher education","","","",""
"6 on scale 1-7","2007","Not Working","in school","","","",""
"6 on scale 1-7","2007","Not Working","inadequately","","","",""
"6 on scale 1-7","2007","Not Working","general elemantary","","","",""
"6 on scale 1-7","2007","Not Working","middle vocational","","","",""
"6 on scale 1-7","2007","Not Working","vocational + Abi","","","",""
"6 on scale 1-7","2007","Not Working","higher vocational","","","",""
"6 on scale 1-7","2007","Not Working","higher education","","","",""
"7 Strongly agree","2007","Full Time","in school","","","",""
