"plh0206i01","year","sex","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2013","Female","","","",""
"4 on scale 1-7","2013","Male","","","",""
"4 on scale 1-7","2013","Female","","","",""
"5 on scale 1-7","2013","Male","","","",""
"5 on scale 1-7","2013","Female","","","",""
"6 on scale 1-7","2013","Male","","","",""
"6 on scale 1-7","2013","Female","","","",""
"7 Strongly agree","2013","Male","","","",""
"7 Strongly agree","2013","Female","","","",""
"1 Strongly disagree","2014","Male","","","",""
"1 Strongly disagree","2014","Female","","","",""
"2 on scale 1-7 ","2014","Male","","","",""
"2 on scale 1-7 ","2014","Female","","","",""
"3 on scale 1-7 ","2014","Male","","","",""
"3 on scale 1-7 ","2014","Female","","","",""
"4 on scale 1-7","2014","Male","","","",""
"4 on scale 1-7","2014","Female","","","",""
"5 on scale 1-7","2014","Male","","","",""
"5 on scale 1-7","2014","Female","","","",""
"6 on scale 1-7","2014","Male","","","",""
"6 on scale 1-7","2014","Female","","","",""
"7 Strongly agree","2014","Male","","","",""
"7 Strongly agree","2014","Female","","","",""
"1 Strongly disagree","2015","Male","44","0.00467278239416876","0.00346790540776025","0.00587765938057728"
"1 Strongly disagree","2015","Female","51","0.00352482987347175","0.00255872039654609","0.00449093935039742"
"2 on scale 1-7 ","2015","Male","60","0.00457262970774488","0.00338067488139766","0.00576458453409209"
"2 on scale 1-7 ","2015","Female","68","0.00450825963446888","0.00341619759403673","0.00560032167490102"
"3 on scale 1-7 ","2015","Male","103","0.00697827189525779","0.00550756777259888","0.00844897601791669"
"3 on scale 1-7 ","2015","Female","109","0.00796720301321568","0.00651796412820668","0.00941644189822469"
"4 on scale 1-7","2015","Male","377","0.0258261491922103","0.023023814182984","0.0286284842014366"
"4 on scale 1-7","2015","Female","434","0.028973231845348","0.0262389826487066","0.0317074810419893"
"5 on scale 1-7","2015","Male","1066","0.0899981538504584","0.0849421205252206","0.0950541871756961"
"5 on scale 1-7","2015","Female","1099","0.0788457507523853","0.074452567214455","0.0832389342903157"
"6 on scale 1-7","2015","Male","3540","0.29654104843012","0.288471787107764","0.304610309752475"
"6 on scale 1-7","2015","Female","3735","0.26239226830389","0.255220730891318","0.269563805716462"
"7 Strongly agree","2015","Male","7117","0.57141096453004","0.562667837191157","0.580154091868924"
"7 Strongly agree","2015","Female","8960","0.61378845657722","0.605851646197784","0.621725266956656"
"1 Strongly disagree","2016","Male","18","","",""
"1 Strongly disagree","2016","Female","12","","",""
"2 on scale 1-7 ","2016","Male","7","","",""
"2 on scale 1-7 ","2016","Female","3","","",""
"3 on scale 1-7 ","2016","Male","10","","",""
"3 on scale 1-7 ","2016","Female","14","","",""
"4 on scale 1-7","2016","Male","33","0.0232616992645256","0.0176032817073173","0.0289201168217339"
"4 on scale 1-7","2016","Female","21","","",""
"5 on scale 1-7","2016","Male","64","0.0471259906994966","0.0391711194946657","0.0550808619043276"
"5 on scale 1-7","2016","Female","35","0.0668225248510619","0.0548602458216232","0.0787848038805007"
"6 on scale 1-7","2016","Male","153","0.0986738777746754","0.0874787967235195","0.109868958825831"
"6 on scale 1-7","2016","Female","71","0.162751325186732","0.145068165642075","0.180434484731389"
"7 Strongly agree","2016","Male","2441","0.812019387757566","0.797352941525661","0.826685833989472"
"7 Strongly agree","2016","Female","1518","0.67601397845935","0.653595231311872","0.698432725606829"
"1 Strongly disagree","2017","Male","8","","",""
"1 Strongly disagree","2017","Female","1","","",""
"2 on scale 1-7 ","2017","Male","2","","",""
"2 on scale 1-7 ","2017","Female","","","",""
"3 on scale 1-7 ","2017","Male","3","","",""
"3 on scale 1-7 ","2017","Female","2","","",""
"4 on scale 1-7","2017","Male","16","","",""
"4 on scale 1-7","2017","Female","10","","",""
"5 on scale 1-7","2017","Male","38","0.0295324422445935","0.0213737503835945","0.0376911341055926"
"5 on scale 1-7","2017","Female","31","0.0285142954833165","0.0191901957088296","0.0378383952578035"
"6 on scale 1-7","2017","Male","115","0.0692387969026163","0.0570046347877765","0.0814729590174562"
"6 on scale 1-7","2017","Female","110","0.101919316341672","0.0849703463500241","0.118868286333319"
"7 Strongly agree","2017","Male","1472","0.884826184456598","0.869441584820498","0.900210784092697"
"7 Strongly agree","2017","Female","1070","0.853929431346068","0.834143808186911","0.873715054505225"
"1 Strongly disagree","2018","Male","1","","",""
"1 Strongly disagree","2018","Female","","","",""
"2 on scale 1-7 ","2018","Male","1","","",""
"2 on scale 1-7 ","2018","Female","","","",""
"3 on scale 1-7 ","2018","Male","1","","",""
"3 on scale 1-7 ","2018","Female","","","",""
"4 on scale 1-7","2018","Male","1","","",""
"4 on scale 1-7","2018","Female","","","",""
"5 on scale 1-7","2018","Male","4","","",""
"5 on scale 1-7","2018","Female","9","","",""
"6 on scale 1-7","2018","Male","18","","",""
"6 on scale 1-7","2018","Female","21","","",""
"7 Strongly agree","2018","Male","171","0.889531427492722","0.845757552112244","0.933305302873201"
"7 Strongly agree","2018","Female","196","0.875341046222862","0.832274082237772","0.918408010207952"
"1 Strongly disagree","2019","Male","","","",""
"1 Strongly disagree","2019","Female","1","","",""
"2 on scale 1-7 ","2019","Male","","","",""
"2 on scale 1-7 ","2019","Female","1","","",""
"3 on scale 1-7 ","2019","Male","","","",""
"3 on scale 1-7 ","2019","Female","","","",""
"4 on scale 1-7","2019","Male","4","","",""
"4 on scale 1-7","2019","Female","1","","",""
"5 on scale 1-7","2019","Male","3","","",""
"5 on scale 1-7","2019","Female","8","","",""
"6 on scale 1-7","2019","Male","13","","",""
"6 on scale 1-7","2019","Female","19","","",""
"7 Strongly agree","2019","Male","117","0.877117096448564","0.822142464833836","0.932091728063292"
"7 Strongly agree","2019","Female","112","0.845690837379043","0.786274539431574","0.905107135326513"
