"plh0206i01","year","education","sex","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2006","Other degree","Female","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","Male","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","Female","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","Male","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","Female","","","",""
"3 on scale 1-7 ","2006","secondary school degree","Male","","","",""
"3 on scale 1-7 ","2006","secondary school degree","Female","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","Male","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","Female","","","",""
"3 on scale 1-7 ","2006","Other degree","Male","","","",""
"3 on scale 1-7 ","2006","Other degree","Female","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","Male","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","Female","","","",""
"4 on scale 1-7","2006","lower secondary degree","Male","","","",""
"4 on scale 1-7","2006","lower secondary degree","Female","","","",""
"4 on scale 1-7","2006","secondary school degree","Male","","","",""
"4 on scale 1-7","2006","secondary school degree","Female","","","",""
"4 on scale 1-7","2006","college entrance qualification","Male","","","",""
"4 on scale 1-7","2006","college entrance qualification","Female","","","",""
"4 on scale 1-7","2006","Other degree","Male","","","",""
"4 on scale 1-7","2006","Other degree","Female","","","",""
"4 on scale 1-7","2006","no degree/no degree yet","Male","","","",""
"4 on scale 1-7","2006","no degree/no degree yet","Female","","","",""
"5 on scale 1-7","2006","lower secondary degree","Male","","","",""
"5 on scale 1-7","2006","lower secondary degree","Female","","","",""
"5 on scale 1-7","2006","secondary school degree","Male","","","",""
"5 on scale 1-7","2006","secondary school degree","Female","","","",""
"5 on scale 1-7","2006","college entrance qualification","Male","","","",""
"5 on scale 1-7","2006","college entrance qualification","Female","","","",""
"5 on scale 1-7","2006","Other degree","Male","","","",""
"5 on scale 1-7","2006","Other degree","Female","","","",""
"5 on scale 1-7","2006","no degree/no degree yet","Male","","","",""
"5 on scale 1-7","2006","no degree/no degree yet","Female","","","",""
"6 on scale 1-7","2006","lower secondary degree","Male","","","",""
"6 on scale 1-7","2006","lower secondary degree","Female","","","",""
"6 on scale 1-7","2006","secondary school degree","Male","","","",""
"6 on scale 1-7","2006","secondary school degree","Female","","","",""
"6 on scale 1-7","2006","college entrance qualification","Male","","","",""
"6 on scale 1-7","2006","college entrance qualification","Female","","","",""
"6 on scale 1-7","2006","Other degree","Male","","","",""
"6 on scale 1-7","2006","Other degree","Female","","","",""
"6 on scale 1-7","2006","no degree/no degree yet","Male","","","",""
"6 on scale 1-7","2006","no degree/no degree yet","Female","","","",""
"7 Strongly agree","2006","lower secondary degree","Male","","","",""
"7 Strongly agree","2006","lower secondary degree","Female","","","",""
"7 Strongly agree","2006","secondary school degree","Male","","","",""
"7 Strongly agree","2006","secondary school degree","Female","","","",""
"7 Strongly agree","2006","college entrance qualification","Male","","","",""
"7 Strongly agree","2006","college entrance qualification","Female","","","",""
"7 Strongly agree","2006","Other degree","Male","","","",""
"7 Strongly agree","2006","Other degree","Female","","","",""
"7 Strongly agree","2006","no degree/no degree yet","Male","","","",""
"7 Strongly agree","2006","no degree/no degree yet","Female","","","",""
"1 Strongly disagree","2007","lower secondary degree","Male","","","",""
"1 Strongly disagree","2007","lower secondary degree","Female","","","",""
"1 Strongly disagree","2007","secondary school degree","Male","","","",""
"1 Strongly disagree","2007","secondary school degree","Female","","","",""
"1 Strongly disagree","2007","college entrance qualification","Male","","","",""
"1 Strongly disagree","2007","college entrance qualification","Female","","","",""
"1 Strongly disagree","2007","Other degree","Male","","","",""
"1 Strongly disagree","2007","Other degree","Female","","","",""
"1 Strongly disagree","2007","no degree/no degree yet","Male","","","",""
"1 Strongly disagree","2007","no degree/no degree yet","Female","","","",""
"2 on scale 1-7 ","2007","lower secondary degree","Male","","","",""
"2 on scale 1-7 ","2007","lower secondary degree","Female","","","",""
"2 on scale 1-7 ","2007","secondary school degree","Male","","","",""
"2 on scale 1-7 ","2007","secondary school degree","Female","","","",""
"2 on scale 1-7 ","2007","college entrance qualification","Male","","","",""
"2 on scale 1-7 ","2007","college entrance qualification","Female","","","",""
"2 on scale 1-7 ","2007","Other degree","Male","","","",""
"2 on scale 1-7 ","2007","Other degree","Female","","","",""
"2 on scale 1-7 ","2007","no degree/no degree yet","Male","","","",""
"2 on scale 1-7 ","2007","no degree/no degree yet","Female","","","",""
"3 on scale 1-7 ","2007","lower secondary degree","Male","","","",""
"3 on scale 1-7 ","2007","lower secondary degree","Female","","","",""
"3 on scale 1-7 ","2007","secondary school degree","Male","","","",""
"3 on scale 1-7 ","2007","secondary school degree","Female","","","",""
"3 on scale 1-7 ","2007","college entrance qualification","Male","","","",""
"3 on scale 1-7 ","2007","college entrance qualification","Female","","","",""
"3 on scale 1-7 ","2007","Other degree","Male","","","",""
"3 on scale 1-7 ","2007","Other degree","Female","","","",""
"3 on scale 1-7 ","2007","no degree/no degree yet","Male","","","",""
"3 on scale 1-7 ","2007","no degree/no degree yet","Female","","","",""
"4 on scale 1-7","2007","lower secondary degree","Male","","","",""
"4 on scale 1-7","2007","lower secondary degree","Female","","","",""
"4 on scale 1-7","2007","secondary school degree","Male","","","",""
"4 on scale 1-7","2007","secondary school degree","Female","","","",""
"4 on scale 1-7","2007","college entrance qualification","Male","","","",""
"4 on scale 1-7","2007","college entrance qualification","Female","","","",""
"4 on scale 1-7","2007","Other degree","Male","","","",""
"4 on scale 1-7","2007","Other degree","Female","","","",""
"4 on scale 1-7","2007","no degree/no degree yet","Male","","","",""
"4 on scale 1-7","2007","no degree/no degree yet","Female","","","",""
"5 on scale 1-7","2007","lower secondary degree","Male","","","",""
"5 on scale 1-7","2007","lower secondary degree","Female","","","",""
"5 on scale 1-7","2007","secondary school degree","Male","","","",""
"5 on scale 1-7","2007","secondary school degree","Female","","","",""
"5 on scale 1-7","2007","college entrance qualification","Male","","","",""
"5 on scale 1-7","2007","college entrance qualification","Female","","","",""
"5 on scale 1-7","2007","Other degree","Male","","","",""
"5 on scale 1-7","2007","Other degree","Female","","","",""
"5 on scale 1-7","2007","no degree/no degree yet","Male","","","",""
"5 on scale 1-7","2007","no degree/no degree yet","Female","","","",""
"6 on scale 1-7","2007","lower secondary degree","Male","","","",""
"6 on scale 1-7","2007","lower secondary degree","Female","","","",""
"6 on scale 1-7","2007","secondary school degree","Male","","","",""
"6 on scale 1-7","2007","secondary school degree","Female","","","",""
"6 on scale 1-7","2007","college entrance qualification","Male","","","",""
"6 on scale 1-7","2007","college entrance qualification","Female","","","",""
"6 on scale 1-7","2007","Other degree","Male","","","",""
"6 on scale 1-7","2007","Other degree","Female","","","",""
"6 on scale 1-7","2007","no degree/no degree yet","Male","","","",""
"6 on scale 1-7","2007","no degree/no degree yet","Female","","","",""
"7 Strongly agree","2007","lower secondary degree","Male","","","",""
"7 Strongly agree","2007","lower secondary degree","Female","","","",""
"7 Strongly agree","2007","secondary school degree","Male","","","",""
"7 Strongly agree","2007","secondary school degree","Female","","","",""
"7 Strongly agree","2007","college entrance qualification","Male","","","",""
"7 Strongly agree","2007","college entrance qualification","Female","","","",""
"7 Strongly agree","2007","Other degree","Male","","","",""
"7 Strongly agree","2007","Other degree","Female","","","",""
"7 Strongly agree","2007","no degree/no degree yet","Male","","","",""
"7 Strongly agree","2007","no degree/no degree yet","Female","","","",""
"1 Strongly disagree","2008","lower secondary degree","Male","","","",""
"1 Strongly disagree","2008","lower secondary degree","Female","","","",""
"1 Strongly disagree","2008","secondary school degree","Male","","","",""
"1 Strongly disagree","2008","secondary school degree","Female","","","",""
"1 Strongly disagree","2008","college entrance qualification","Male","","","",""
"1 Strongly disagree","2008","college entrance qualification","Female","","","",""
"1 Strongly disagree","2008","Other degree","Male","","","",""
"1 Strongly disagree","2008","Other degree","Female","","","",""
"1 Strongly disagree","2008","no degree/no degree yet","Male","","","",""
"1 Strongly disagree","2008","no degree/no degree yet","Female","","","",""
"2 on scale 1-7 ","2008","lower secondary degree","Male","","","",""
"2 on scale 1-7 ","2008","lower secondary degree","Female","","","",""
"2 on scale 1-7 ","2008","secondary school degree","Male","","","",""
"2 on scale 1-7 ","2008","secondary school degree","Female","","","",""
"2 on scale 1-7 ","2008","college entrance qualification","Male","","","",""
"2 on scale 1-7 ","2008","college entrance qualification","Female","","","",""
"2 on scale 1-7 ","2008","Other degree","Male","","","",""
"2 on scale 1-7 ","2008","Other degree","Female","","","",""
"2 on scale 1-7 ","2008","no degree/no degree yet","Male","","","",""
"2 on scale 1-7 ","2008","no degree/no degree yet","Female","","","",""
"3 on scale 1-7 ","2008","lower secondary degree","Male","","","",""
"3 on scale 1-7 ","2008","lower secondary degree","Female","","","",""
"3 on scale 1-7 ","2008","secondary school degree","Male","","","",""
"3 on scale 1-7 ","2008","secondary school degree","Female","","","",""
"3 on scale 1-7 ","2008","college entrance qualification","Male","","","",""
"3 on scale 1-7 ","2008","college entrance qualification","Female","","","",""
"3 on scale 1-7 ","2008","Other degree","Male","","","",""
"3 on scale 1-7 ","2008","Other degree","Female","","","",""
"3 on scale 1-7 ","2008","no degree/no degree yet","Male","","","",""
"3 on scale 1-7 ","2008","no degree/no degree yet","Female","","","",""
"4 on scale 1-7","2008","lower secondary degree","Male","","","",""
"4 on scale 1-7","2008","lower secondary degree","Female","","","",""
"4 on scale 1-7","2008","secondary school degree","Male","","","",""
"4 on scale 1-7","2008","secondary school degree","Female","","","",""
"4 on scale 1-7","2008","college entrance qualification","Male","","","",""
"4 on scale 1-7","2008","college entrance qualification","Female","","","",""
"4 on scale 1-7","2008","Other degree","Male","","","",""
"4 on scale 1-7","2008","Other degree","Female","","","",""
"4 on scale 1-7","2008","no degree/no degree yet","Male","","","",""
"4 on scale 1-7","2008","no degree/no degree yet","Female","","","",""
"5 on scale 1-7","2008","lower secondary degree","Male","","","",""
"5 on scale 1-7","2008","lower secondary degree","Female","","","",""
"5 on scale 1-7","2008","secondary school degree","Male","","","",""
"5 on scale 1-7","2008","secondary school degree","Female","","","",""
"5 on scale 1-7","2008","college entrance qualification","Male","","","",""
"5 on scale 1-7","2008","college entrance qualification","Female","","","",""
"5 on scale 1-7","2008","Other degree","Male","","","",""
"5 on scale 1-7","2008","Other degree","Female","","","",""
"5 on scale 1-7","2008","no degree/no degree yet","Male","","","",""
"5 on scale 1-7","2008","no degree/no degree yet","Female","","","",""
"6 on scale 1-7","2008","lower secondary degree","Male","","","",""
"6 on scale 1-7","2008","lower secondary degree","Female","","","",""
"6 on scale 1-7","2008","secondary school degree","Male","","","",""
"6 on scale 1-7","2008","secondary school degree","Female","","","",""
"6 on scale 1-7","2008","college entrance qualification","Male","","","",""
"6 on scale 1-7","2008","college entrance qualification","Female","","","",""
"6 on scale 1-7","2008","Other degree","Male","","","",""
"6 on scale 1-7","2008","Other degree","Female","","","",""
"6 on scale 1-7","2008","no degree/no degree yet","Male","","","",""
"6 on scale 1-7","2008","no degree/no degree yet","Female","","","",""
"7 Strongly agree","2008","lower secondary degree","Male","","","",""
"7 Strongly agree","2008","lower secondary degree","Female","","","",""
"7 Strongly agree","2008","secondary school degree","Male","","","",""
"7 Strongly agree","2008","secondary school degree","Female","","","",""
"7 Strongly agree","2008","college entrance qualification","Male","","","",""
"7 Strongly agree","2008","college entrance qualification","Female","","","",""
"7 Strongly agree","2008","Other degree","Male","","","",""
"7 Strongly agree","2008","Other degree","Female","","","",""
"7 Strongly agree","2008","no degree/no degree yet","Male","","","",""
"7 Strongly agree","2008","no degree/no degree yet","Female","","","",""
"1 Strongly disagree","2009","lower secondary degree","Male","","","",""
"1 Strongly disagree","2009","lower secondary degree","Female","","","",""
"1 Strongly disagree","2009","secondary school degree","Male","","","",""
"1 Strongly disagree","2009","secondary school degree","Female","","","",""
"1 Strongly disagree","2009","college entrance qualification","Male","","","",""
"1 Strongly disagree","2009","college entrance qualification","Female","","","",""
"1 Strongly disagree","2009","Other degree","Male","","","",""
"1 Strongly disagree","2009","Other degree","Female","","","",""
"1 Strongly disagree","2009","no degree/no degree yet","Male","","","",""
"1 Strongly disagree","2009","no degree/no degree yet","Female","","","",""
"2 on scale 1-7 ","2009","lower secondary degree","Male","","","",""
"2 on scale 1-7 ","2009","lower secondary degree","Female","","","",""
"2 on scale 1-7 ","2009","secondary school degree","Male","","","",""
"2 on scale 1-7 ","2009","secondary school degree","Female","","","",""
"2 on scale 1-7 ","2009","college entrance qualification","Male","","","",""
"2 on scale 1-7 ","2009","college entrance qualification","Female","","","",""
"2 on scale 1-7 ","2009","Other degree","Male","","","",""
"2 on scale 1-7 ","2009","Other degree","Female","","","",""
"2 on scale 1-7 ","2009","no degree/no degree yet","Male","","","",""
"2 on scale 1-7 ","2009","no degree/no degree yet","Female","","","",""
"3 on scale 1-7 ","2009","lower secondary degree","Male","","","",""
"3 on scale 1-7 ","2009","lower secondary degree","Female","","","",""
"3 on scale 1-7 ","2009","secondary school degree","Male","","","",""
"3 on scale 1-7 ","2009","secondary school degree","Female","","","",""
"3 on scale 1-7 ","2009","college entrance qualification","Male","","","",""
"3 on scale 1-7 ","2009","college entrance qualification","Female","","","",""
"3 on scale 1-7 ","2009","Other degree","Male","","","",""
"3 on scale 1-7 ","2009","Other degree","Female","","","",""
"3 on scale 1-7 ","2009","no degree/no degree yet","Male","","","",""
"3 on scale 1-7 ","2009","no degree/no degree yet","Female","","","",""
"4 on scale 1-7","2009","lower secondary degree","Male","","","",""
"4 on scale 1-7","2009","lower secondary degree","Female","","","",""
"4 on scale 1-7","2009","secondary school degree","Male","","","",""
"4 on scale 1-7","2009","secondary school degree","Female","","","",""
"4 on scale 1-7","2009","college entrance qualification","Male","","","",""
"4 on scale 1-7","2009","college entrance qualification","Female","","","",""
"4 on scale 1-7","2009","Other degree","Male","","","",""
"4 on scale 1-7","2009","Other degree","Female","","","",""
"4 on scale 1-7","2009","no degree/no degree yet","Male","","","",""
"4 on scale 1-7","2009","no degree/no degree yet","Female","","","",""
"5 on scale 1-7","2009","lower secondary degree","Male","","","",""
"5 on scale 1-7","2009","lower secondary degree","Female","","","",""
"5 on scale 1-7","2009","secondary school degree","Male","","","",""
"5 on scale 1-7","2009","secondary school degree","Female","","","",""
"5 on scale 1-7","2009","college entrance qualification","Male","","","",""
"5 on scale 1-7","2009","college entrance qualification","Female","","","",""
"5 on scale 1-7","2009","Other degree","Male","","","",""
"5 on scale 1-7","2009","Other degree","Female","","","",""
"5 on scale 1-7","2009","no degree/no degree yet","Male","","","",""
"5 on scale 1-7","2009","no degree/no degree yet","Female","","","",""
"6 on scale 1-7","2009","lower secondary degree","Male","","","",""
"6 on scale 1-7","2009","lower secondary degree","Female","","","",""
"6 on scale 1-7","2009","secondary school degree","Male","","","",""
"6 on scale 1-7","2009","secondary school degree","Female","","","",""
"6 on scale 1-7","2009","college entrance qualification","Male","","","",""
"6 on scale 1-7","2009","college entrance qualification","Female","","","",""
"6 on scale 1-7","2009","Other degree","Male","","","",""
"6 on scale 1-7","2009","Other degree","Female","","","",""
"6 on scale 1-7","2009","no degree/no degree yet","Male","","","",""
"6 on scale 1-7","2009","no degree/no degree yet","Female","","","",""
"7 Strongly agree","2009","lower secondary degree","Male","","","",""
"7 Strongly agree","2009","lower secondary degree","Female","","","",""
"7 Strongly agree","2009","secondary school degree","Male","","","",""
"7 Strongly agree","2009","secondary school degree","Female","","","",""
"7 Strongly agree","2009","college entrance qualification","Male","","","",""
"7 Strongly agree","2009","college entrance qualification","Female","","","",""
"7 Strongly agree","2009","Other degree","Male","","","",""
"7 Strongly agree","2009","Other degree","Female","","","",""
"7 Strongly agree","2009","no degree/no degree yet","Male","","","",""
"7 Strongly agree","2009","no degree/no degree yet","Female","","","",""
"1 Strongly disagree","2010","lower secondary degree","Male","","","",""
"1 Strongly disagree","2010","lower secondary degree","Female","","","",""
"1 Strongly disagree","2010","secondary school degree","Male","","","",""
"1 Strongly disagree","2010","secondary school degree","Female","","","",""
"1 Strongly disagree","2010","college entrance qualification","Male","","","",""
"1 Strongly disagree","2010","college entrance qualification","Female","","","",""
"1 Strongly disagree","2010","Other degree","Male","","","",""
"1 Strongly disagree","2010","Other degree","Female","","","",""
"1 Strongly disagree","2010","no degree/no degree yet","Male","","","",""
"1 Strongly disagree","2010","no degree/no degree yet","Female","","","",""
"2 on scale 1-7 ","2010","lower secondary degree","Male","","","",""
"2 on scale 1-7 ","2010","lower secondary degree","Female","","","",""
"2 on scale 1-7 ","2010","secondary school degree","Male","","","",""
"2 on scale 1-7 ","2010","secondary school degree","Female","","","",""
"2 on scale 1-7 ","2010","college entrance qualification","Male","","","",""
"2 on scale 1-7 ","2010","college entrance qualification","Female","","","",""
"2 on scale 1-7 ","2010","Other degree","Male","","","",""
"2 on scale 1-7 ","2010","Other degree","Female","","","",""
"2 on scale 1-7 ","2010","no degree/no degree yet","Male","","","",""
"2 on scale 1-7 ","2010","no degree/no degree yet","Female","","","",""
"3 on scale 1-7 ","2010","lower secondary degree","Male","","","",""
"3 on scale 1-7 ","2010","lower secondary degree","Female","","","",""
"3 on scale 1-7 ","2010","secondary school degree","Male","","","",""
"3 on scale 1-7 ","2010","secondary school degree","Female","","","",""
"3 on scale 1-7 ","2010","college entrance qualification","Male","","","",""
"3 on scale 1-7 ","2010","college entrance qualification","Female","","","",""
"3 on scale 1-7 ","2010","Other degree","Male","","","",""
"3 on scale 1-7 ","2010","Other degree","Female","","","",""
"3 on scale 1-7 ","2010","no degree/no degree yet","Male","","","",""
"3 on scale 1-7 ","2010","no degree/no degree yet","Female","","","",""
"4 on scale 1-7","2010","lower secondary degree","Male","106","0.0405946179262497","0.0330364655001524","0.048152770352347"
"4 on scale 1-7","2010","lower secondary degree","Female","89","0.0362680814235718","0.0292805760220179","0.0432555868251258"
"4 on scale 1-7","2010","secondary school degree","Male","44","0.0226100992563825","0.0163234951694199","0.0288967033433451"
"4 on scale 1-7","2010","secondary school degree","Female","82","0.0289675236807101","0.0228665783128224","0.0350684690485978"
"4 on scale 1-7","2010","college entrance qualification","Male","45","0.0252849081262824","0.0190132903691073","0.0315565258834576"
"4 on scale 1-7","2010","college entrance qualification","Female","43","0.0175470747133455","0.0121315023921075","0.0229626470345836"
"4 on scale 1-7","2010","Other degree","Male","","","",""
"4 on scale 1-7","2010","Other degree","Female","","","",""
"4 on scale 1-7","2010","no degree/no degree yet","Male","","","",""
"4 on scale 1-7","2010","no degree/no degree yet","Female","","","",""
"5 on scale 1-7","2010","lower secondary degree","Male","288","0.105401415334102","0.09364113521124","0.117161695456964"
"5 on scale 1-7","2010","lower secondary degree","Female","280","0.105988337228912","0.0944834497435071","0.117493224714316"
"5 on scale 1-7","2010","secondary school degree","Male","198","0.08484978773436","0.0730655220613193","0.0966340534074007"
"5 on scale 1-7","2010","secondary school degree","Female","222","0.0735221909575288","0.0640281455576364","0.0830162363574211"
"5 on scale 1-7","2010","college entrance qualification","Male","198","0.0896851985005545","0.0782704529515341","0.101099944049575"
"5 on scale 1-7","2010","college entrance qualification","Female","150","0.0574825003859985","0.0478818941231633","0.0670831066488336"
"5 on scale 1-7","2010","Other degree","Male","45","0.132459241481102","0.0953177638502434","0.16960071911196"
"5 on scale 1-7","2010","Other degree","Female","41","0.0879068534320027","0.0600530952155945","0.115760611648411"
"5 on scale 1-7","2010","no degree/no degree yet","Male","","","",""
"5 on scale 1-7","2010","no degree/no degree yet","Female","","","",""
"6 on scale 1-7","2010","lower secondary degree","Male","628","0.214693251798883","0.198967580145861","0.230418923451906"
"6 on scale 1-7","2010","lower secondary degree","Female","681","0.24252116381101","0.226501927148046","0.258540400473974"
"6 on scale 1-7","2010","secondary school degree","Male","618","0.293835582889498","0.274572044578149","0.313099121200846"
"6 on scale 1-7","2010","secondary school degree","Female","747","0.248244036294642","0.232529469034663","0.263958603554621"
"6 on scale 1-7","2010","college entrance qualification","Male","786","0.331737224335907","0.312927571313702","0.350546877358113"
"6 on scale 1-7","2010","college entrance qualification","Female","648","0.274090197260402","0.255692045176259","0.292488349344545"
"6 on scale 1-7","2010","Other degree","Male","92","0.303406102274375","0.253035738151893","0.353776466396857"
"6 on scale 1-7","2010","Other degree","Female","100","0.278082542355515","0.234008440357832","0.322156644353198"
"6 on scale 1-7","2010","no degree/no degree yet","Male","67","0.249397302877444","0.192094354225351","0.306700251529537"
"6 on scale 1-7","2010","no degree/no degree yet","Female","68","0.329296902601036","0.263837132646077","0.394756672555996"
"7 Strongly agree","2010","lower secondary degree","Male","1555","0.62364852997625","0.605094122000641","0.642202937951859"
"7 Strongly agree","2010","lower secondary degree","Female","1665","0.6007706836039","0.582466628162013","0.619074739045787"
"7 Strongly agree","2010","secondary school degree","Male","1266","0.585466084412051","0.56463260260398","0.606299566220122"
