"plh0206i01","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2005","Employed","(0) in school","","","",""
"2 on scale 1-7 ","2005","Employed","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","Employed","(1b) general elementary school","4","","",""
"2 on scale 1-7 ","2005","Employed","(1c) basic vocational qualification","5","","",""
"2 on scale 1-7 ","2005","Employed","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","Employed","(2a) intermediate vocational","6","","",""
"2 on scale 1-7 ","2005","Employed","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","Employed","(2c_voc) vocational maturity certificate","2","","",""
"2 on scale 1-7 ","2005","Employed","(3a) lower tertiary education","5","","",""
"2 on scale 1-7 ","2005","Employed","(3b) higher tertiary education","3","","",""
"3 on scale 1-7 ","2005","Not Employed","(0) in school","2","","",""
"3 on scale 1-7 ","2005","Not Employed","(1a) inadequately completed","6","","",""
"3 on scale 1-7 ","2005","Not Employed","(1b) general elementary school","13","","",""
"3 on scale 1-7 ","2005","Not Employed","(1c) basic vocational qualification","23","","",""
"3 on scale 1-7 ","2005","Not Employed","(2b) intermediate general qualification","2","","",""
"3 on scale 1-7 ","2005","Not Employed","(2a) intermediate vocational","5","","",""
"3 on scale 1-7 ","2005","Not Employed","(2c_gen) general maturity certificate","3","","",""
"3 on scale 1-7 ","2005","Not Employed","(2c_voc) vocational maturity certificate","2","","",""
"3 on scale 1-7 ","2005","Not Employed","(3a) lower tertiary education","4","","",""
"3 on scale 1-7 ","2005","Not Employed","(3b) higher tertiary education","4","","",""
"3 on scale 1-7 ","2005","Employed","(0) in school","","","",""
"3 on scale 1-7 ","2005","Employed","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","Employed","(1b) general elementary school","3","","",""
"3 on scale 1-7 ","2005","Employed","(1c) basic vocational qualification","21","","",""
"3 on scale 1-7 ","2005","Employed","(2b) intermediate general qualification","4","","",""
"3 on scale 1-7 ","2005","Employed","(2a) intermediate vocational","15","","",""
"3 on scale 1-7 ","2005","Employed","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","Employed","(2c_voc) vocational maturity certificate","9","","",""
"3 on scale 1-7 ","2005","Employed","(3a) lower tertiary education","10","","",""
"3 on scale 1-7 ","2005","Employed","(3b) higher tertiary education","8","","",""
"4 on scale 1-7","2005","Not Employed","(0) in school","28","","",""
"4 on scale 1-7","2005","Not Employed","(1a) inadequately completed","9","","",""
"4 on scale 1-7","2005","Not Employed","(1b) general elementary school","53","0.0477989954866115","0.0355536083914878","0.0600443825817352"
"4 on scale 1-7","2005","Not Employed","(1c) basic vocational qualification","90","0.0244861005676909","0.0187818304575066","0.0301903706778752"
"4 on scale 1-7","2005","Not Employed","(2b) intermediate general qualification","9","","",""
"4 on scale 1-7","2005","Not Employed","(2a) intermediate vocational","30","0.0209099997708763","0.0126005063078607","0.029219493233892"
"4 on scale 1-7","2005","Not Employed","(2c_gen) general maturity certificate","9","","",""
"4 on scale 1-7","2005","Not Employed","(2c_voc) vocational maturity certificate","13","","",""
"4 on scale 1-7","2005","Not Employed","(3a) lower tertiary education","14","","",""
"4 on scale 1-7","2005","Not Employed","(3b) higher tertiary education","10","","",""
"4 on scale 1-7","2005","Employed","(0) in school","4","","",""
"4 on scale 1-7","2005","Employed","(1a) inadequately completed","4","","",""
"4 on scale 1-7","2005","Employed","(1b) general elementary school","38","0.0461137060414738","0.030554633794792","0.0616727782881556"
"4 on scale 1-7","2005","Employed","(1c) basic vocational qualification","89","0.0381109895598014","0.0311497291513929","0.0450722499682099"
"4 on scale 1-7","2005","Employed","(2b) intermediate general qualification","15","","",""
"4 on scale 1-7","2005","Employed","(2a) intermediate vocational","67","0.017357321611272","0.0131297494707043","0.0215848937518398"
"4 on scale 1-7","2005","Employed","(2c_gen) general maturity certificate","12","","",""
"4 on scale 1-7","2005","Employed","(2c_voc) vocational maturity certificate","26","","",""
"4 on scale 1-7","2005","Employed","(3a) lower tertiary education","25","","",""
"4 on scale 1-7","2005","Employed","(3b) higher tertiary education","38","0.0175806447204005","0.011791940628775","0.0233693488120261"
"5 on scale 1-7","2005","Not Employed","(0) in school","82","0.153835037563197","0.123627664310883","0.18404241081551"
"5 on scale 1-7","2005","Not Employed","(1a) inadequately completed","15","","",""
"5 on scale 1-7","2005","Not Employed","(1b) general elementary school","126","0.106508294160703","0.0888016690240222","0.124214919297384"
"5 on scale 1-7","2005","Not Employed","(1c) basic vocational qualification","257","0.092544486321039","0.0818487304092529","0.103240242232825"
"5 on scale 1-7","2005","Not Employed","(2b) intermediate general qualification","25","","",""
"5 on scale 1-7","2005","Not Employed","(2a) intermediate vocational","86","0.0807286769706898","0.0649081114863161","0.0965492424550635"
"5 on scale 1-7","2005","Not Employed","(2c_gen) general maturity certificate","26","","",""
"5 on scale 1-7","2005","Not Employed","(2c_voc) vocational maturity certificate","21","","",""
"5 on scale 1-7","2005","Not Employed","(3a) lower tertiary education","38","0.0765351517353239","0.0522931900023029","0.100777113468345"
"5 on scale 1-7","2005","Not Employed","(3b) higher tertiary education","45","0.0897220379665011","0.0656181116974915","0.113825964235511"
"5 on scale 1-7","2005","Employed","(0) in school","10","","",""
"5 on scale 1-7","2005","Employed","(1a) inadequately completed","6","","",""
"5 on scale 1-7","2005","Employed","(1b) general elementary school","57","0.0708943682257331","0.0518547255165767","0.0899340109348896"
"5 on scale 1-7","2005","Employed","(1c) basic vocational qualification","210","0.0690894597861341","0.0598688390630514","0.0783100805092168"
"5 on scale 1-7","2005","Employed","(2b) intermediate general qualification","29","","",""
"5 on scale 1-7","2005","Employed","(2a) intermediate vocational","225","0.0577871821922918","0.0502337884568973","0.0653405759276864"
"5 on scale 1-7","2005","Employed","(2c_gen) general maturity certificate","47","0.116597086722796","0.0878559727057189","0.145338200739872"
"5 on scale 1-7","2005","Employed","(2c_voc) vocational maturity certificate","86","0.0880721536016447","0.0716065935655972","0.104537713637692"
"5 on scale 1-7","2005","Employed","(3a) lower tertiary education","87","0.0929697429090898","0.0764360213997625","0.109503464418417"
"5 on scale 1-7","2005","Employed","(3b) higher tertiary education","155","0.0899358590845181","0.077334483939727","0.102537234229309"
"6 on scale 1-7","2005","Not Employed","(0) in school","139","0.253299777958596","0.216887457472204","0.289712098444988"
"6 on scale 1-7","2005","Not Employed","(1a) inadequately completed","23","","",""
"6 on scale 1-7","2005","Not Employed","(1b) general elementary school","261","0.210909765754454","0.187493885161936","0.234325646346972"
"6 on scale 1-7","2005","Not Employed","(1c) basic vocational qualification","632","0.218325991726248","0.203078826965493","0.233573156487003"
"6 on scale 1-7","2005","Not Employed","(2b) intermediate general qualification","52","0.192322346516951","0.139016805954922","0.24562788707898"
"6 on scale 1-7","2005","Not Employed","(2a) intermediate vocational","272","0.229491396558279","0.205070692560459","0.2539121005561"
"6 on scale 1-7","2005","Not Employed","(2c_gen) general maturity certificate","100","0.289115431525897","0.239287861192543","0.33894300185925"
"6 on scale 1-7","2005","Not Employed","(2c_voc) vocational maturity certificate","93","0.217022317015979","0.175466762599166","0.258577871432792"
"6 on scale 1-7","2005","Not Employed","(3a) lower tertiary education","118","0.231836388281273","0.193355528253166","0.270317248309379"
"6 on scale 1-7","2005","Not Employed","(3b) higher tertiary education","129","0.220178654389102","0.185229523753755","0.255127785024449"
"6 on scale 1-7","2005","Employed","(0) in school","38","0.264900677653471","0.17968018813751","0.350121167169433"
"6 on scale 1-7","2005","Employed","(1a) inadequately completed","19","","",""
"6 on scale 1-7","2005","Employed","(1b) general elementary school","157","0.223589214699446","0.192679742814395","0.254498686584496"
"6 on scale 1-7","2005","Employed","(1c) basic vocational qualification","648","0.210054264879636","0.195243937205542","0.224864592553731"
"6 on scale 1-7","2005","Employed","(2b) intermediate general qualification","96","0.208798700496595","0.167383990876719","0.25021341011647"
"6 on scale 1-7","2005","Employed","(2a) intermediate vocational","932","0.244750673990594","0.230833246026099","0.258668101955088"
"6 on scale 1-7","2005","Employed","(2c_gen) general maturity certificate","145","0.316127725999966","0.274488837665592","0.357766614334341"
"6 on scale 1-7","2005","Employed","(2c_voc) vocational maturity certificate","292","0.256216524006722","0.230853338954194","0.281579709059251"
"6 on scale 1-7","2005","Employed","(3a) lower tertiary education","323","0.249501618789609","0.224863900813547","0.274139336765671"
"6 on scale 1-7","2005","Employed","(3b) higher tertiary education","600","0.2761687144748","0.256475282364635","0.295862146584965"
"7 Strongly agree","2005","Not Employed","(0) in school","296","0.537395503854307","0.495649995811429","0.579141011897185"
"7 Strongly agree","2005","Not Employed","(1a) inadequately completed","101","0.706784865408733","0.635117893636266","0.7784518371812"
"7 Strongly agree","2005","Not Employed","(1b) general elementary school","703","0.610332390773817","0.582340696976715","0.638324084570919"
"7 Strongly agree","2005","Not Employed","(1c) basic vocational qualification","1807","0.652396582873441","0.634820528225111","0.669972637521771"
"7 Strongly agree","2005","Not Employed","(2b) intermediate general qualification","122","0.636665845604914","0.571615840916603","0.701715850293225"
"7 Strongly agree","2005","Not Employed","(2a) intermediate vocational","743","0.657377002954279","0.62981557355309","0.684938432355468"
"7 Strongly agree","2005","Not Employed","(2c_gen) general maturity certificate","177","0.571489840351195","0.517099803923558","0.625879876778832"
"7 Strongly agree","2005","Not Employed","(2c_voc) vocational maturity certificate","247","0.675324258800848","0.628119771314256","0.722528746287441"
"7 Strongly agree","2005","Not Employed","(3a) lower tertiary education","287","0.633171421669016","0.589225423133073","0.67711742020496"
"7 Strongly agree","2005","Not Employed","(3b) higher tertiary education","349","0.661672586751394","0.621766294726784","0.701578878776004"
"7 Strongly agree","2005","Employed","(0) in school","51","0.549330336880553","0.453240947684548","0.645419726076558"
"7 Strongly agree","2005","Employed","(1a) inadequately completed","60","0.635243541893632","0.535794990697142","0.734692093090122"
"7 Strongly agree","2005","Employed","(1b) general elementary school","436","0.642237730397871","0.606677418930534","0.677798041865209"
"7 Strongly agree","2005","Employed","(1c) basic vocational qualification","1925","0.670104356490919","0.65300972288211","0.687198990099728"
"7 Strongly agree","2005","Employed","(2b) intermediate general qualification","226","0.645084758438468","0.596329894979981","0.693839621896955"
"7 Strongly agree","2005","Employed","(2a) intermediate vocational","2416","0.674661276921515","0.659495570956142","0.689826982886888"
"7 Strongly agree","2005","Employed","(2c_gen) general maturity certificate","275","0.531189909390914","0.486500592319273","0.575879226462555"
"7 Strongly agree","2005","Employed","(2c_voc) vocational maturity certificate","723","0.62794602640117","0.599863182113983","0.656028870688356"
"7 Strongly agree","2005","Employed","(3a) lower tertiary education","734","0.626382137137317","0.598838428611663","0.653925845662971"
"7 Strongly agree","2005","Employed","(3b) higher tertiary education","1172","0.606091748424583","0.5845697685558","0.627613728293366"
"1 Strongly disagree","2006","Not Employed","(0) in school","","","",""
"1 Strongly disagree","2006","Not Employed","(1a) inadequately completed","","","",""
"1 Strongly disagree","2006","Not Employed","(1b) general elementary school","","","",""
"1 Strongly disagree","2006","Not Employed","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2006","Not Employed","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2006","Not Employed","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2006","Not Employed","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2006","Not Employed","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2006","Employed","(0) in school","","","",""
"1 Strongly disagree","2006","Employed","(1a) inadequately completed","","","",""
"1 Strongly disagree","2006","Employed","(1b) general elementary school","","","",""
"1 Strongly disagree","2006","Employed","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2006","Employed","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2006","Employed","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2006","Employed","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2006","Employed","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2006","Employed","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2006","Not Employed","(0) in school","","","",""
"2 on scale 1-7 ","2006","Not Employed","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2006","Not Employed","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2006","Not Employed","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2006","Not Employed","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2006","Not Employed","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2006","Not Employed","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2006","Not Employed","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2006","Employed","(0) in school","","","",""
"2 on scale 1-7 ","2006","Employed","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2006","Employed","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2006","Employed","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2006","Employed","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2006","Employed","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2006","Employed","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2006","Employed","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2006","Employed","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2006","Not Employed","(0) in school","","","",""
"3 on scale 1-7 ","2006","Not Employed","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2006","Not Employed","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2006","Not Employed","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2006","Not Employed","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2006","Not Employed","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2006","Not Employed","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2006","Not Employed","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2006","Employed","(0) in school","","","",""
"3 on scale 1-7 ","2006","Employed","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2006","Employed","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2006","Employed","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2006","Employed","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2006","Employed","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2006","Employed","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2006","Employed","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2006","Employed","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2006","Not Employed","(0) in school","","","",""
"4 on scale 1-7","2006","Not Employed","(1a) inadequately completed","","","",""
"4 on scale 1-7","2006","Not Employed","(1b) general elementary school","","","",""
"4 on scale 1-7","2006","Not Employed","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2006","Not Employed","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2006","Not Employed","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2006","Not Employed","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2006","Not Employed","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2006","Employed","(0) in school","","","",""
"4 on scale 1-7","2006","Employed","(1a) inadequately completed","","","",""
"4 on scale 1-7","2006","Employed","(1b) general elementary school","","","",""
"4 on scale 1-7","2006","Employed","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2006","Employed","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2006","Employed","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2006","Employed","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2006","Employed","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2006","Employed","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2006","Not Employed","(0) in school","","","",""
"5 on scale 1-7","2006","Not Employed","(1a) inadequately completed","","","",""
"5 on scale 1-7","2006","Not Employed","(1b) general elementary school","","","",""
"5 on scale 1-7","2006","Not Employed","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2006","Not Employed","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2006","Not Employed","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2006","Not Employed","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2006","Not Employed","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2006","Employed","(0) in school","","","",""
"5 on scale 1-7","2006","Employed","(1a) inadequately completed","","","",""
"5 on scale 1-7","2006","Employed","(1b) general elementary school","","","",""
"5 on scale 1-7","2006","Employed","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2006","Employed","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2006","Employed","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2006","Employed","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2006","Employed","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2006","Employed","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2006","Not Employed","(0) in school","","","",""
"6 on scale 1-7","2006","Not Employed","(1a) inadequately completed","","","",""
"6 on scale 1-7","2006","Not Employed","(1b) general elementary school","","","",""
"6 on scale 1-7","2006","Not Employed","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2006","Not Employed","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2006","Not Employed","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2006","Not Employed","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2006","Not Employed","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2006","Employed","(0) in school","","","",""
"6 on scale 1-7","2006","Employed","(1a) inadequately completed","","","",""
"6 on scale 1-7","2006","Employed","(1b) general elementary school","","","",""
"6 on scale 1-7","2006","Employed","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2006","Employed","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2006","Employed","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2006","Employed","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2006","Employed","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2006","Employed","(3b) higher tertiary education","","","",""
"7 Strongly agree","2006","Not Employed","(0) in school","","","",""
"7 Strongly agree","2006","Not Employed","(1a) inadequately completed","","","",""
"7 Strongly agree","2006","Not Employed","(1b) general elementary school","","","",""
"7 Strongly agree","2006","Not Employed","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2006","Not Employed","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2006","Not Employed","(2a) intermediate vocational","","","",""
"7 Strongly agree","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2006","Not Employed","(3a) lower tertiary education","","","",""
"7 Strongly agree","2006","Not Employed","(3b) higher tertiary education","","","",""
"7 Strongly agree","2006","Employed","(0) in school","","","",""
"7 Strongly agree","2006","Employed","(1a) inadequately completed","","","",""
"7 Strongly agree","2006","Employed","(1b) general elementary school","","","",""
"7 Strongly agree","2006","Employed","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2006","Employed","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2006","Employed","(2a) intermediate vocational","","","",""
"7 Strongly agree","2006","Employed","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2006","Employed","(3a) lower tertiary education","","","",""
"7 Strongly agree","2006","Employed","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2007","Not Employed","(0) in school","","","",""
"1 Strongly disagree","2007","Not Employed","(1a) inadequately completed","","","",""
"1 Strongly disagree","2007","Not Employed","(1b) general elementary school","","","",""
"1 Strongly disagree","2007","Not Employed","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2007","Not Employed","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2007","Not Employed","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2007","Not Employed","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2007","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2007","Not Employed","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2007","Not Employed","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2007","Employed","(0) in school","","","",""
"1 Strongly disagree","2007","Employed","(1a) inadequately completed","","","",""
"1 Strongly disagree","2007","Employed","(1b) general elementary school","","","",""
"1 Strongly disagree","2007","Employed","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2007","Employed","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2007","Employed","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2007","Employed","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2007","Employed","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2007","Employed","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2007","Employed","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2007","Not Employed","(0) in school","","","",""
"2 on scale 1-7 ","2007","Not Employed","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2007","Not Employed","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2007","Not Employed","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2007","Not Employed","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2007","Not Employed","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2007","Not Employed","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2007","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2007","Not Employed","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2007","Not Employed","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2007","Employed","(0) in school","","","",""
"2 on scale 1-7 ","2007","Employed","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2007","Employed","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2007","Employed","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2007","Employed","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2007","Employed","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2007","Employed","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2007","Employed","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2007","Employed","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2007","Employed","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2007","Not Employed","(0) in school","","","",""
"3 on scale 1-7 ","2007","Not Employed","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2007","Not Employed","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2007","Not Employed","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2007","Not Employed","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2007","Not Employed","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2007","Not Employed","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2007","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2007","Not Employed","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2007","Not Employed","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2007","Employed","(0) in school","","","",""
"3 on scale 1-7 ","2007","Employed","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2007","Employed","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2007","Employed","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2007","Employed","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2007","Employed","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2007","Employed","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2007","Employed","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2007","Employed","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2007","Employed","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2007","Not Employed","(0) in school","","","",""
