"plh0206i01","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2006","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2006","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2006","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2006","Employed","Rural Area","","","",""
"4 on scale 1-7","2006","Not Employed","Urban Area","","","",""
"4 on scale 1-7","2006","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2006","Employed","Urban Area","","","",""
"4 on scale 1-7","2006","Employed","Rural Area","","","",""
"5 on scale 1-7","2006","Not Employed","Urban Area","","","",""
"5 on scale 1-7","2006","Not Employed","Rural Area","","","",""
"5 on scale 1-7","2006","Employed","Urban Area","","","",""
"5 on scale 1-7","2006","Employed","Rural Area","","","",""
"6 on scale 1-7","2006","Not Employed","Urban Area","","","",""
"6 on scale 1-7","2006","Not Employed","Rural Area","","","",""
"6 on scale 1-7","2006","Employed","Urban Area","","","",""
"6 on scale 1-7","2006","Employed","Rural Area","","","",""
"7 Strongly agree","2006","Not Employed","Urban Area","","","",""
"7 Strongly agree","2006","Not Employed","Rural Area","","","",""
"7 Strongly agree","2006","Employed","Urban Area","","","",""
"7 Strongly agree","2006","Employed","Rural Area","","","",""
"1 Strongly disagree","2007","Not Employed","Urban Area","","","",""
"1 Strongly disagree","2007","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2007","Employed","Urban Area","","","",""
"1 Strongly disagree","2007","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2007","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2007","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2007","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2007","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2007","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2007","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2007","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2007","Employed","Rural Area","","","",""
"4 on scale 1-7","2007","Not Employed","Urban Area","","","",""
"4 on scale 1-7","2007","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2007","Employed","Urban Area","","","",""
"4 on scale 1-7","2007","Employed","Rural Area","","","",""
"5 on scale 1-7","2007","Not Employed","Urban Area","","","",""
"5 on scale 1-7","2007","Not Employed","Rural Area","","","",""
"5 on scale 1-7","2007","Employed","Urban Area","","","",""
"5 on scale 1-7","2007","Employed","Rural Area","","","",""
"6 on scale 1-7","2007","Not Employed","Urban Area","","","",""
"6 on scale 1-7","2007","Not Employed","Rural Area","","","",""
"6 on scale 1-7","2007","Employed","Urban Area","","","",""
"6 on scale 1-7","2007","Employed","Rural Area","","","",""
"7 Strongly agree","2007","Not Employed","Urban Area","","","",""
"7 Strongly agree","2007","Not Employed","Rural Area","","","",""
"7 Strongly agree","2007","Employed","Urban Area","","","",""
"7 Strongly agree","2007","Employed","Rural Area","","","",""
"1 Strongly disagree","2008","Not Employed","Urban Area","","","",""
"1 Strongly disagree","2008","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2008","Employed","Urban Area","","","",""
"1 Strongly disagree","2008","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2008","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2008","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2008","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2008","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2008","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2008","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2008","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2008","Employed","Rural Area","","","",""
"4 on scale 1-7","2008","Not Employed","Urban Area","","","",""
"4 on scale 1-7","2008","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2008","Employed","Urban Area","","","",""
"4 on scale 1-7","2008","Employed","Rural Area","","","",""
"5 on scale 1-7","2008","Not Employed","Urban Area","","","",""
"5 on scale 1-7","2008","Not Employed","Rural Area","","","",""
"5 on scale 1-7","2008","Employed","Urban Area","","","",""
"5 on scale 1-7","2008","Employed","Rural Area","","","",""
"6 on scale 1-7","2008","Not Employed","Urban Area","","","",""
"6 on scale 1-7","2008","Not Employed","Rural Area","","","",""
"6 on scale 1-7","2008","Employed","Urban Area","","","",""
"6 on scale 1-7","2008","Employed","Rural Area","","","",""
"7 Strongly agree","2008","Not Employed","Urban Area","","","",""
"7 Strongly agree","2008","Not Employed","Rural Area","","","",""
"7 Strongly agree","2008","Employed","Urban Area","","","",""
"7 Strongly agree","2008","Employed","Rural Area","","","",""
"1 Strongly disagree","2009","Not Employed","Urban Area","","","",""
"1 Strongly disagree","2009","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2009","Employed","Urban Area","","","",""
"1 Strongly disagree","2009","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2009","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2009","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2009","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2009","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2009","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2009","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2009","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2009","Employed","Rural Area","","","",""
"4 on scale 1-7","2009","Not Employed","Urban Area","","","",""
"4 on scale 1-7","2009","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2009","Employed","Urban Area","","","",""
"4 on scale 1-7","2009","Employed","Rural Area","","","",""
"5 on scale 1-7","2009","Not Employed","Urban Area","","","",""
"5 on scale 1-7","2009","Not Employed","Rural Area","","","",""
"5 on scale 1-7","2009","Employed","Urban Area","","","",""
"5 on scale 1-7","2009","Employed","Rural Area","","","",""
"6 on scale 1-7","2009","Not Employed","Urban Area","","","",""
"6 on scale 1-7","2009","Not Employed","Rural Area","","","",""
"6 on scale 1-7","2009","Employed","Urban Area","","","",""
"6 on scale 1-7","2009","Employed","Rural Area","","","",""
"7 Strongly agree","2009","Not Employed","Urban Area","","","",""
"7 Strongly agree","2009","Not Employed","Rural Area","","","",""
"7 Strongly agree","2009","Employed","Urban Area","","","",""
"7 Strongly agree","2009","Employed","Rural Area","","","",""
"1 Strongly disagree","2010","Not Employed","Urban Area","14","","",""
"1 Strongly disagree","2010","Not Employed","Rural Area","7","","",""
"1 Strongly disagree","2010","Employed","Urban Area","15","","",""
"1 Strongly disagree","2010","Employed","Rural Area","9","","",""
"2 on scale 1-7 ","2010","Not Employed","Urban Area","9","","",""
"2 on scale 1-7 ","2010","Not Employed","Rural Area","14","","",""
"2 on scale 1-7 ","2010","Employed","Urban Area","18","","",""
"2 on scale 1-7 ","2010","Employed","Rural Area","14","","",""
"3 on scale 1-7 ","2010","Not Employed","Urban Area","21","","",""
"3 on scale 1-7 ","2010","Not Employed","Rural Area","18","","",""
"3 on scale 1-7 ","2010","Employed","Urban Area","41","0.00814105130913304","0.00601337960573231","0.0102687230125338"
"3 on scale 1-7 ","2010","Employed","Rural Area","22","","",""
"4 on scale 1-7","2010","Not Employed","Urban Area","119","0.0303551346257699","0.0251535659341042","0.0355567033174356"
"4 on scale 1-7","2010","Not Employed","Rural Area","91","0.0441364276967367","0.0354784434462195","0.0527944119472539"
"4 on scale 1-7","2010","Employed","Urban Area","164","0.0255705042169365","0.021832977803553","0.02930803063032"
"4 on scale 1-7","2010","Employed","Rural Area","89","0.0258053215537079","0.0205510114301623","0.0310596316772535"
"5 on scale 1-7","2010","Not Employed","Urban Area","416","0.10648463046338","0.0971325898724548","0.115836671054305"
"5 on scale 1-7","2010","Not Employed","Rural Area","236","0.104081036567137","0.0912092030147205","0.116952870119553"
"5 on scale 1-7","2010","Employed","Urban Area","541","0.0822835318360037","0.0757769913168706","0.0887900723551368"
"5 on scale 1-7","2010","Employed","Rural Area","341","0.0858933493667569","0.0766076120910646","0.0951790866424492"
"6 on scale 1-7","2010","Not Employed","Urban Area","1119","0.262210560785313","0.248875247827533","0.275545873743093"
"6 on scale 1-7","2010","Not Employed","Rural Area","557","0.241927765284002","0.22387605319172","0.259979477376284"
"6 on scale 1-7","2010","Employed","Urban Area","1921","0.267648738734048","0.257165831771669","0.278131645696426"
"6 on scale 1-7","2010","Employed","Rural Area","969","0.280537560833942","0.265649512857129","0.295425608810754"
"7 Strongly agree","2010","Not Employed","Urban Area","2481","0.590526000366543","0.57561713534883","0.605434865384256"
"7 Strongly agree","2010","Not Employed","Rural Area","1239","0.591591580468627","0.57087211334281","0.612311047594445"
"7 Strongly agree","2010","Employed","Urban Area","4152","0.610454732854878","0.598908372364315","0.622001093345441"
"7 Strongly agree","2010","Employed","Rural Area","2054","0.593551650090385","0.577274808788454","0.609828491392316"
"1 Strongly disagree","2011","Not Employed","Urban Area","","","",""
"1 Strongly disagree","2011","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2011","Employed","Urban Area","","","",""
"1 Strongly disagree","2011","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2011","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2011","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2011","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2011","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2011","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2011","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2011","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2011","Employed","Rural Area","","","",""
"4 on scale 1-7","2011","Not Employed","Urban Area","","","",""
"4 on scale 1-7","2011","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2011","Employed","Urban Area","","","",""
"4 on scale 1-7","2011","Employed","Rural Area","","","",""
"5 on scale 1-7","2011","Not Employed","Urban Area","","","",""
"5 on scale 1-7","2011","Not Employed","Rural Area","","","",""
"5 on scale 1-7","2011","Employed","Urban Area","","","",""
"5 on scale 1-7","2011","Employed","Rural Area","","","",""
"6 on scale 1-7","2011","Not Employed","Urban Area","","","",""
"6 on scale 1-7","2011","Not Employed","Rural Area","","","",""
"6 on scale 1-7","2011","Employed","Urban Area","","","",""
"6 on scale 1-7","2011","Employed","Rural Area","","","",""
"7 Strongly agree","2011","Not Employed","Urban Area","","","",""
"7 Strongly agree","2011","Not Employed","Rural Area","","","",""
"7 Strongly agree","2011","Employed","Urban Area","","","",""
"7 Strongly agree","2011","Employed","Rural Area","","","",""
"1 Strongly disagree","2012","Not Employed","Urban Area","","","",""
"1 Strongly disagree","2012","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2012","Employed","Urban Area","","","",""
"1 Strongly disagree","2012","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2012","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2012","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2012","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2012","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2012","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2012","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2012","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2012","Employed","Rural Area","","","",""
"4 on scale 1-7","2012","Not Employed","Urban Area","","","",""
"4 on scale 1-7","2012","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2012","Employed","Urban Area","","","",""
"4 on scale 1-7","2012","Employed","Rural Area","","","",""
"5 on scale 1-7","2012","Not Employed","Urban Area","","","",""
"5 on scale 1-7","2012","Not Employed","Rural Area","","","",""
"5 on scale 1-7","2012","Employed","Urban Area","","","",""
"5 on scale 1-7","2012","Employed","Rural Area","","","",""
"6 on scale 1-7","2012","Not Employed","Urban Area","","","",""
"6 on scale 1-7","2012","Not Employed","Rural Area","","","",""
"6 on scale 1-7","2012","Employed","Urban Area","","","",""
"6 on scale 1-7","2012","Employed","Rural Area","","","",""
"7 Strongly agree","2012","Not Employed","Urban Area","","","",""
"7 Strongly agree","2012","Not Employed","Rural Area","","","",""
"7 Strongly agree","2012","Employed","Urban Area","","","",""
"7 Strongly agree","2012","Employed","Rural Area","","","",""
"1 Strongly disagree","2013","Not Employed","Urban Area","","","",""
"1 Strongly disagree","2013","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2013","Employed","Urban Area","","","",""
"1 Strongly disagree","2013","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2013","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2013","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2013","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2013","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2013","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2013","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2013","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2013","Employed","Rural Area","","","",""
"4 on scale 1-7","2013","Not Employed","Urban Area","","","",""
"4 on scale 1-7","2013","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2013","Employed","Urban Area","","","",""
"4 on scale 1-7","2013","Employed","Rural Area","","","",""
"5 on scale 1-7","2013","Not Employed","Urban Area","","","",""
"5 on scale 1-7","2013","Not Employed","Rural Area","","","",""
"5 on scale 1-7","2013","Employed","Urban Area","","","",""
"5 on scale 1-7","2013","Employed","Rural Area","","","",""
"6 on scale 1-7","2013","Not Employed","Urban Area","","","",""
"6 on scale 1-7","2013","Not Employed","Rural Area","","","",""
"6 on scale 1-7","2013","Employed","Urban Area","","","",""
"6 on scale 1-7","2013","Employed","Rural Area","","","",""
"7 Strongly agree","2013","Not Employed","Urban Area","","","",""
"7 Strongly agree","2013","Not Employed","Rural Area","","","",""
"7 Strongly agree","2013","Employed","Urban Area","","","",""
"7 Strongly agree","2013","Employed","Rural Area","","","",""
"1 Strongly disagree","2014","Not Employed","Urban Area","","","",""
"1 Strongly disagree","2014","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2014","Employed","Urban Area","","","",""
"1 Strongly disagree","2014","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2014","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2014","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2014","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2014","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2014","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2014","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2014","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2014","Employed","Rural Area","","","",""
"4 on scale 1-7","2014","Not Employed","Urban Area","","","",""
"4 on scale 1-7","2014","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2014","Employed","Urban Area","","","",""
"4 on scale 1-7","2014","Employed","Rural Area","","","",""
"5 on scale 1-7","2014","Not Employed","Urban Area","","","",""
"5 on scale 1-7","2014","Not Employed","Rural Area","","","",""
"5 on scale 1-7","2014","Employed","Urban Area","","","",""
"5 on scale 1-7","2014","Employed","Rural Area","","","",""
"6 on scale 1-7","2014","Not Employed","Urban Area","","","",""
"6 on scale 1-7","2014","Not Employed","Rural Area","","","",""
"6 on scale 1-7","2014","Employed","Urban Area","","","",""
"6 on scale 1-7","2014","Employed","Rural Area","","","",""
"7 Strongly agree","2014","Not Employed","Urban Area","","","",""
"7 Strongly agree","2014","Not Employed","Rural Area","","","",""
"7 Strongly agree","2014","Employed","Urban Area","","","",""
"7 Strongly agree","2014","Employed","Rural Area","","","",""
"1 Strongly disagree","2015","Not Employed","Urban Area","19","","",""
"1 Strongly disagree","2015","Not Employed","Rural Area","17","","",""
"1 Strongly disagree","2015","Employed","Urban Area","42","0.00481324334288948","0.00351341675724214","0.00611306992853683"
"1 Strongly disagree","2015","Employed","Rural Area","17","","",""
"2 on scale 1-7 ","2015","Not Employed","Urban Area","38","0.0060406370529423","0.00418965706641562","0.00789161703946898"
"2 on scale 1-7 ","2015","Not Employed","Rural Area","11","","",""
"2 on scale 1-7 ","2015","Employed","Urban Area","59","0.00480002575585312","0.00350197649591875","0.00609807501578748"
"2 on scale 1-7 ","2015","Employed","Rural Area","20","","",""
"3 on scale 1-7 ","2015","Not Employed","Urban Area","49","0.00720182964045696","0.00518193859733824","0.00922172068357567"
"3 on scale 1-7 ","2015","Not Employed","Rural Area","31","0.0117937767147213","0.00817404948743101","0.0154135039420116"
"3 on scale 1-7 ","2015","Employed","Urban Area","92","0.00690546115830024","0.00535019095287425","0.00846073136372622"
"3 on scale 1-7 ","2015","Employed","Rural Area","40","0.00650672392206663","0.00442367306026954","0.00858977478386372"
"4 on scale 1-7","2015","Not Employed","Urban Area","222","0.0317631335948672","0.0275739584767271","0.0359523087130073"
"4 on scale 1-7","2015","Not Employed","Rural Area","114","0.0284060046677672","0.022835775158457","0.0339762341770775"
"4 on scale 1-7","2015","Employed","Urban Area","294","0.0228060023677357","0.0200023175500952","0.0256096871853762"
"4 on scale 1-7","2015","Employed","Rural Area","181","0.0309009912901954","0.0264176014993929","0.0353843810809978"
"5 on scale 1-7","2015","Not Employed","Urban Area","550","0.0874592936397603","0.0807108264098031","0.0942077608697175"
"5 on scale 1-7","2015","Not Employed","Rural Area","331","0.102737765983321","0.0925577055816456","0.112917826384997"
"5 on scale 1-7","2015","Employed","Urban Area","812","0.0762144649696565","0.0712311482116194","0.0811977817276936"
"5 on scale 1-7","2015","Employed","Rural Area","472","0.0862472180618564","0.0789740583903052","0.0935203777334076"
"6 on scale 1-7","2015","Not Employed","Urban Area","1749","0.271834964458195","0.261207158746442","0.282462770169949"
"6 on scale 1-7","2015","Not Employed","Rural Area","896","0.27223855429285","0.257314221016529","0.287162887569171"
"6 on scale 1-7","2015","Employed","Urban Area","3011","0.28701854161951","0.278522662851376","0.295514420387644"
"6 on scale 1-7","2015","Employed","Rural Area","1619","0.276090620977869","0.264508071967521","0.287673169988217"
"7 Strongly agree","2015","Not Employed","Urban Area","4105","0.591772640705635","0.580031655724158","0.603513625687112"
"7 Strongly agree","2015","Not Employed","Rural Area","2017","0.579516754059888","0.562965422153778","0.596068085965997"
"7 Strongly agree","2015","Employed","Urban Area","6581","0.597442260786055","0.588231907858679","0.606652613713432"
"7 Strongly agree","2015","Employed","Rural Area","3374","0.593563291835851","0.580838045504001","0.606288538167702"
"1 Strongly disagree","2016","Not Employed","Urban Area","18","","",""
"1 Strongly disagree","2016","Not Employed","Rural Area","12","","",""
"1 Strongly disagree","2016","Employed","Urban Area","","","",""
"1 Strongly disagree","2016","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2016","Not Employed","Urban Area","10","","",""
"2 on scale 1-7 ","2016","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2016","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2016","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2016","Not Employed","Urban Area","18","","",""
"3 on scale 1-7 ","2016","Not Employed","Rural Area","6","","",""
"3 on scale 1-7 ","2016","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2016","Employed","Rural Area","","","",""
"4 on scale 1-7","2016","Not Employed","Urban Area","33","0.0402465121068794","0.0332485634660409","0.0472444607477178"
"4 on scale 1-7","2016","Not Employed","Rural Area","21","","",""
"4 on scale 1-7","2016","Employed","Urban Area","","","",""
"4 on scale 1-7","2016","Employed","Rural Area","","","",""
"5 on scale 1-7","2016","Not Employed","Urban Area","69","0.0590734275187521","0.0506788135723448","0.0674680414651594"
"5 on scale 1-7","2016","Not Employed","Rural Area","29","","",""
"5 on scale 1-7","2016","Employed","Urban Area","","","",""
"5 on scale 1-7","2016","Employed","Rural Area","","","",""
"6 on scale 1-7","2016","Not Employed","Urban Area","172","0.132912731333683","0.120825092564134","0.145000370103232"
"6 on scale 1-7","2016","Not Employed","Rural Area","52","0.0900328460139891","0.0747530874320435","0.105312604595935"
"6 on scale 1-7","2016","Employed","Urban Area","","","",""
"6 on scale 1-7","2016","Employed","Rural Area","","","",""
"7 Strongly agree","2016","Not Employed","Urban Area","2710","0.735616063861913","0.719913523765799","0.751318603958027"
"7 Strongly agree","2016","Not Employed","Rural Area","1228","0.841853404015724","0.822375092586617","0.861331715444831"
"7 Strongly agree","2016","Employed","Urban Area","","","",""
"7 Strongly agree","2016","Employed","Rural Area","","","",""
"1 Strongly disagree","2017","Not Employed","Urban Area","5","","",""
"1 Strongly disagree","2017","Not Employed","Rural Area","4","","",""
"1 Strongly disagree","2017","Employed","Urban Area","","","",""
"1 Strongly disagree","2017","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2017","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2017","Not Employed","Rural Area","2","","",""
"2 on scale 1-7 ","2017","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2017","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2017","Not Employed","Urban Area","2","","",""
"3 on scale 1-7 ","2017","Not Employed","Rural Area","3","","",""
"3 on scale 1-7 ","2017","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2017","Employed","Rural Area","","","",""
"4 on scale 1-7","2017","Not Employed","Urban Area","20","","",""
"4 on scale 1-7","2017","Not Employed","Rural Area","6","","",""
"4 on scale 1-7","2017","Employed","Urban Area","","","",""
"4 on scale 1-7","2017","Employed","Rural Area","","","",""
"5 on scale 1-7","2017","Not Employed","Urban Area","53","0.0285735251493943","0.0214427662102813","0.0357042840885074"
"5 on scale 1-7","2017","Not Employed","Rural Area","16","","",""
"5 on scale 1-7","2017","Employed","Urban Area","","","",""
"5 on scale 1-7","2017","Employed","Rural Area","","","",""
"6 on scale 1-7","2017","Not Employed","Urban Area","171","0.0831561615223875","0.0713381671668408","0.0949741558779343"
"6 on scale 1-7","2017","Not Employed","Rural Area","54","0.0723063006469279","0.0541422397650745","0.0904703615287813"
"6 on scale 1-7","2017","Employed","Urban Area","","","",""
"6 on scale 1-7","2017","Employed","Rural Area","","","",""
"7 Strongly agree","2017","Not Employed","Urban Area","1846","0.87156098502561","0.857240878474782","0.885881091576439"
"7 Strongly agree","2017","Not Employed","Rural Area","696","0.882218462751306","0.859611133760564","0.904825791742047"
"7 Strongly agree","2017","Employed","Urban Area","","","",""
"7 Strongly agree","2017","Employed","Rural Area","","","",""
"1 Strongly disagree","2018","Not Employed","Urban Area","1","","",""
"1 Strongly disagree","2018","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2018","Employed","Urban Area","","","",""
"1 Strongly disagree","2018","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2018","Not Employed","Urban Area","1","","",""
"2 on scale 1-7 ","2018","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2018","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2018","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2018","Not Employed","Urban Area","1","","",""
"3 on scale 1-7 ","2018","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2018","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2018","Employed","Rural Area","","","",""
"4 on scale 1-7","2018","Not Employed","Urban Area","1","","",""
"4 on scale 1-7","2018","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2018","Employed","Urban Area","","","",""
"4 on scale 1-7","2018","Employed","Rural Area","","","",""
"5 on scale 1-7","2018","Not Employed","Urban Area","8","","",""
"5 on scale 1-7","2018","Not Employed","Rural Area","5","","",""
"5 on scale 1-7","2018","Employed","Urban Area","","","",""
"5 on scale 1-7","2018","Employed","Rural Area","","","",""
"6 on scale 1-7","2018","Not Employed","Urban Area","24","","",""
"6 on scale 1-7","2018","Not Employed","Rural Area","15","","",""
"6 on scale 1-7","2018","Employed","Urban Area","","","",""
"6 on scale 1-7","2018","Employed","Rural Area","","","",""
"7 Strongly agree","2018","Not Employed","Urban Area","230","0.869524094847912","0.829046635771288","0.910001553924536"
"7 Strongly agree","2018","Not Employed","Rural Area","137","0.903713433831655","0.857571426553442","0.949855441109868"
"7 Strongly agree","2018","Employed","Urban Area","","","",""
"7 Strongly agree","2018","Employed","Rural Area","","","",""
"1 Strongly disagree","2019","Not Employed","Urban Area","1","","",""
"1 Strongly disagree","2019","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2019","Employed","Urban Area","","","",""
"1 Strongly disagree","2019","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2019","Not Employed","Urban Area","1","","",""
"2 on scale 1-7 ","2019","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2019","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2019","Employed","Rural Area","","","",""
