"plh0206i01","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2005","(1c) basic vocational qualification","Female","1749","0.679610993817857","0.661801071441691","0.697420916194024"
"7 Strongly agree","2005","(2b) intermediate general qualification","Male","126","0.59478385947277","0.530778428429219","0.658789290516322"
"7 Strongly agree","2005","(2b) intermediate general qualification","Female","222","0.67547765958376","0.626705245238996","0.724250073928524"
"7 Strongly agree","2005","(2a) intermediate vocational","Male","1289","0.633417739596667","0.612629195358079","0.654206283835255"
"7 Strongly agree","2005","(2a) intermediate vocational","Female","1870","0.70069676415724","0.683552678209411","0.717840850105069"
"7 Strongly agree","2005","(2c_gen) general maturity certificate","Male","186","0.485904145615284","0.434559548283207","0.537248742947361"
"7 Strongly agree","2005","(2c_gen) general maturity certificate","Female","266","0.603602362810761","0.557529506544352","0.64967521907717"
"7 Strongly agree","2005","(2c_voc) vocational maturity certificate","Male","404","0.595158488504192","0.557990460081366","0.632326516927019"
"7 Strongly agree","2005","(2c_voc) vocational maturity certificate","Female","566","0.680451452124599","0.649029735598524","0.711873168650673"
"7 Strongly agree","2005","(3a) lower tertiary education","Male","513","0.594008241943301","0.561599017197455","0.626417466689147"
"7 Strongly agree","2005","(3a) lower tertiary education","Female","508","0.674288225694855","0.641079142153081","0.707497309236629"
"7 Strongly agree","2005","(3b) higher tertiary education","Male","809","0.579739295104481","0.554147088212903","0.60533150199606"
"7 Strongly agree","2005","(3b) higher tertiary education","Female","712","0.671591692364095","0.643724357212994","0.699459027515196"
"1 Strongly disagree","2006","(0) in school","Male","","","",""
"1 Strongly disagree","2006","(0) in school","Female","","","",""
"1 Strongly disagree","2006","(1a) inadequately completed","Male","","","",""
"1 Strongly disagree","2006","(1a) inadequately completed","Female","","","",""
"1 Strongly disagree","2006","(1b) general elementary school","Male","","","",""
"1 Strongly disagree","2006","(1b) general elementary school","Female","","","",""
"1 Strongly disagree","2006","(1c) basic vocational qualification","Male","","","",""
"1 Strongly disagree","2006","(1c) basic vocational qualification","Female","","","",""
"1 Strongly disagree","2006","(2b) intermediate general qualification","Male","","","",""
"1 Strongly disagree","2006","(2b) intermediate general qualification","Female","","","",""
"1 Strongly disagree","2006","(2a) intermediate vocational","Male","","","",""
"1 Strongly disagree","2006","(2a) intermediate vocational","Female","","","",""
"1 Strongly disagree","2006","(2c_gen) general maturity certificate","Male","","","",""
"1 Strongly disagree","2006","(2c_gen) general maturity certificate","Female","","","",""
"1 Strongly disagree","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"1 Strongly disagree","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"1 Strongly disagree","2006","(3a) lower tertiary education","Male","","","",""
"1 Strongly disagree","2006","(3a) lower tertiary education","Female","","","",""
"1 Strongly disagree","2006","(3b) higher tertiary education","Male","","","",""
"1 Strongly disagree","2006","(3b) higher tertiary education","Female","","","",""
"2 on scale 1-7 ","2006","(0) in school","Male","","","",""
"2 on scale 1-7 ","2006","(0) in school","Female","","","",""
"2 on scale 1-7 ","2006","(1a) inadequately completed","Male","","","",""
"2 on scale 1-7 ","2006","(1a) inadequately completed","Female","","","",""
"2 on scale 1-7 ","2006","(1b) general elementary school","Male","","","",""
"2 on scale 1-7 ","2006","(1b) general elementary school","Female","","","",""
"2 on scale 1-7 ","2006","(1c) basic vocational qualification","Male","","","",""
"2 on scale 1-7 ","2006","(1c) basic vocational qualification","Female","","","",""
"2 on scale 1-7 ","2006","(2b) intermediate general qualification","Male","","","",""
"2 on scale 1-7 ","2006","(2b) intermediate general qualification","Female","","","",""
"2 on scale 1-7 ","2006","(2a) intermediate vocational","Male","","","",""
"2 on scale 1-7 ","2006","(2a) intermediate vocational","Female","","","",""
"2 on scale 1-7 ","2006","(2c_gen) general maturity certificate","Male","","","",""
"2 on scale 1-7 ","2006","(2c_gen) general maturity certificate","Female","","","",""
"2 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"2 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"2 on scale 1-7 ","2006","(3a) lower tertiary education","Male","","","",""
"2 on scale 1-7 ","2006","(3a) lower tertiary education","Female","","","",""
"2 on scale 1-7 ","2006","(3b) higher tertiary education","Male","","","",""
"2 on scale 1-7 ","2006","(3b) higher tertiary education","Female","","","",""
"3 on scale 1-7 ","2006","(0) in school","Male","","","",""
"3 on scale 1-7 ","2006","(0) in school","Female","","","",""
"3 on scale 1-7 ","2006","(1a) inadequately completed","Male","","","",""
"3 on scale 1-7 ","2006","(1a) inadequately completed","Female","","","",""
"3 on scale 1-7 ","2006","(1b) general elementary school","Male","","","",""
"3 on scale 1-7 ","2006","(1b) general elementary school","Female","","","",""
"3 on scale 1-7 ","2006","(1c) basic vocational qualification","Male","","","",""
"3 on scale 1-7 ","2006","(1c) basic vocational qualification","Female","","","",""
"3 on scale 1-7 ","2006","(2b) intermediate general qualification","Male","","","",""
"3 on scale 1-7 ","2006","(2b) intermediate general qualification","Female","","","",""
"3 on scale 1-7 ","2006","(2a) intermediate vocational","Male","","","",""
"3 on scale 1-7 ","2006","(2a) intermediate vocational","Female","","","",""
"3 on scale 1-7 ","2006","(2c_gen) general maturity certificate","Male","","","",""
"3 on scale 1-7 ","2006","(2c_gen) general maturity certificate","Female","","","",""
"3 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"3 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"3 on scale 1-7 ","2006","(3a) lower tertiary education","Male","","","",""
"3 on scale 1-7 ","2006","(3a) lower tertiary education","Female","","","",""
"3 on scale 1-7 ","2006","(3b) higher tertiary education","Male","","","",""
"3 on scale 1-7 ","2006","(3b) higher tertiary education","Female","","","",""
"4 on scale 1-7","2006","(0) in school","Male","","","",""
"4 on scale 1-7","2006","(0) in school","Female","","","",""
"4 on scale 1-7","2006","(1a) inadequately completed","Male","","","",""
"4 on scale 1-7","2006","(1a) inadequately completed","Female","","","",""
"4 on scale 1-7","2006","(1b) general elementary school","Male","","","",""
"4 on scale 1-7","2006","(1b) general elementary school","Female","","","",""
"4 on scale 1-7","2006","(1c) basic vocational qualification","Male","","","",""
"4 on scale 1-7","2006","(1c) basic vocational qualification","Female","","","",""
"4 on scale 1-7","2006","(2b) intermediate general qualification","Male","","","",""
"4 on scale 1-7","2006","(2b) intermediate general qualification","Female","","","",""
"4 on scale 1-7","2006","(2a) intermediate vocational","Male","","","",""
"4 on scale 1-7","2006","(2a) intermediate vocational","Female","","","",""
"4 on scale 1-7","2006","(2c_gen) general maturity certificate","Male","","","",""
"4 on scale 1-7","2006","(2c_gen) general maturity certificate","Female","","","",""
"4 on scale 1-7","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"4 on scale 1-7","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"4 on scale 1-7","2006","(3a) lower tertiary education","Male","","","",""
"4 on scale 1-7","2006","(3a) lower tertiary education","Female","","","",""
"4 on scale 1-7","2006","(3b) higher tertiary education","Male","","","",""
"4 on scale 1-7","2006","(3b) higher tertiary education","Female","","","",""
"5 on scale 1-7","2006","(0) in school","Male","","","",""
"5 on scale 1-7","2006","(0) in school","Female","","","",""
"5 on scale 1-7","2006","(1a) inadequately completed","Male","","","",""
"5 on scale 1-7","2006","(1a) inadequately completed","Female","","","",""
"5 on scale 1-7","2006","(1b) general elementary school","Male","","","",""
"5 on scale 1-7","2006","(1b) general elementary school","Female","","","",""
"5 on scale 1-7","2006","(1c) basic vocational qualification","Male","","","",""
"5 on scale 1-7","2006","(1c) basic vocational qualification","Female","","","",""
"5 on scale 1-7","2006","(2b) intermediate general qualification","Male","","","",""
"5 on scale 1-7","2006","(2b) intermediate general qualification","Female","","","",""
"5 on scale 1-7","2006","(2a) intermediate vocational","Male","","","",""
"5 on scale 1-7","2006","(2a) intermediate vocational","Female","","","",""
"5 on scale 1-7","2006","(2c_gen) general maturity certificate","Male","","","",""
"5 on scale 1-7","2006","(2c_gen) general maturity certificate","Female","","","",""
"5 on scale 1-7","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"5 on scale 1-7","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"5 on scale 1-7","2006","(3a) lower tertiary education","Male","","","",""
"5 on scale 1-7","2006","(3a) lower tertiary education","Female","","","",""
"5 on scale 1-7","2006","(3b) higher tertiary education","Male","","","",""
"5 on scale 1-7","2006","(3b) higher tertiary education","Female","","","",""
"6 on scale 1-7","2006","(0) in school","Male","","","",""
"6 on scale 1-7","2006","(0) in school","Female","","","",""
"6 on scale 1-7","2006","(1a) inadequately completed","Male","","","",""
"6 on scale 1-7","2006","(1a) inadequately completed","Female","","","",""
"6 on scale 1-7","2006","(1b) general elementary school","Male","","","",""
"6 on scale 1-7","2006","(1b) general elementary school","Female","","","",""
"6 on scale 1-7","2006","(1c) basic vocational qualification","Male","","","",""
"6 on scale 1-7","2006","(1c) basic vocational qualification","Female","","","",""
"6 on scale 1-7","2006","(2b) intermediate general qualification","Male","","","",""
"6 on scale 1-7","2006","(2b) intermediate general qualification","Female","","","",""
"6 on scale 1-7","2006","(2a) intermediate vocational","Male","","","",""
"6 on scale 1-7","2006","(2a) intermediate vocational","Female","","","",""
"6 on scale 1-7","2006","(2c_gen) general maturity certificate","Male","","","",""
"6 on scale 1-7","2006","(2c_gen) general maturity certificate","Female","","","",""
"6 on scale 1-7","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"6 on scale 1-7","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"6 on scale 1-7","2006","(3a) lower tertiary education","Male","","","",""
"6 on scale 1-7","2006","(3a) lower tertiary education","Female","","","",""
"6 on scale 1-7","2006","(3b) higher tertiary education","Male","","","",""
"6 on scale 1-7","2006","(3b) higher tertiary education","Female","","","",""
"7 Strongly agree","2006","(0) in school","Male","","","",""
"7 Strongly agree","2006","(0) in school","Female","","","",""
"7 Strongly agree","2006","(1a) inadequately completed","Male","","","",""
"7 Strongly agree","2006","(1a) inadequately completed","Female","","","",""
"7 Strongly agree","2006","(1b) general elementary school","Male","","","",""
"7 Strongly agree","2006","(1b) general elementary school","Female","","","",""
"7 Strongly agree","2006","(1c) basic vocational qualification","Male","","","",""
"7 Strongly agree","2006","(1c) basic vocational qualification","Female","","","",""
"7 Strongly agree","2006","(2b) intermediate general qualification","Male","","","",""
"7 Strongly agree","2006","(2b) intermediate general qualification","Female","","","",""
"7 Strongly agree","2006","(2a) intermediate vocational","Male","","","",""
"7 Strongly agree","2006","(2a) intermediate vocational","Female","","","",""
"7 Strongly agree","2006","(2c_gen) general maturity certificate","Male","","","",""
"7 Strongly agree","2006","(2c_gen) general maturity certificate","Female","","","",""
"7 Strongly agree","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"7 Strongly agree","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"7 Strongly agree","2006","(3a) lower tertiary education","Male","","","",""
"7 Strongly agree","2006","(3a) lower tertiary education","Female","","","",""
"7 Strongly agree","2006","(3b) higher tertiary education","Male","","","",""
"7 Strongly agree","2006","(3b) higher tertiary education","Female","","","",""
"1 Strongly disagree","2007","(0) in school","Male","","","",""
"1 Strongly disagree","2007","(0) in school","Female","","","",""
"1 Strongly disagree","2007","(1a) inadequately completed","Male","","","",""
"1 Strongly disagree","2007","(1a) inadequately completed","Female","","","",""
"1 Strongly disagree","2007","(1b) general elementary school","Male","","","",""
"1 Strongly disagree","2007","(1b) general elementary school","Female","","","",""
"1 Strongly disagree","2007","(1c) basic vocational qualification","Male","","","",""
"1 Strongly disagree","2007","(1c) basic vocational qualification","Female","","","",""
"1 Strongly disagree","2007","(2b) intermediate general qualification","Male","","","",""
"1 Strongly disagree","2007","(2b) intermediate general qualification","Female","","","",""
"1 Strongly disagree","2007","(2a) intermediate vocational","Male","","","",""
"1 Strongly disagree","2007","(2a) intermediate vocational","Female","","","",""
"1 Strongly disagree","2007","(2c_gen) general maturity certificate","Male","","","",""
"1 Strongly disagree","2007","(2c_gen) general maturity certificate","Female","","","",""
"1 Strongly disagree","2007","(2c_voc) vocational maturity certificate","Male","","","",""
"1 Strongly disagree","2007","(2c_voc) vocational maturity certificate","Female","","","",""
"1 Strongly disagree","2007","(3a) lower tertiary education","Male","","","",""
"1 Strongly disagree","2007","(3a) lower tertiary education","Female","","","",""
"1 Strongly disagree","2007","(3b) higher tertiary education","Male","","","",""
"1 Strongly disagree","2007","(3b) higher tertiary education","Female","","","",""
"2 on scale 1-7 ","2007","(0) in school","Male","","","",""
"2 on scale 1-7 ","2007","(0) in school","Female","","","",""
"2 on scale 1-7 ","2007","(1a) inadequately completed","Male","","","",""
"2 on scale 1-7 ","2007","(1a) inadequately completed","Female","","","",""
"2 on scale 1-7 ","2007","(1b) general elementary school","Male","","","",""
"2 on scale 1-7 ","2007","(1b) general elementary school","Female","","","",""
"2 on scale 1-7 ","2007","(1c) basic vocational qualification","Male","","","",""
"2 on scale 1-7 ","2007","(1c) basic vocational qualification","Female","","","",""
"2 on scale 1-7 ","2007","(2b) intermediate general qualification","Male","","","",""
"2 on scale 1-7 ","2007","(2b) intermediate general qualification","Female","","","",""
"2 on scale 1-7 ","2007","(2a) intermediate vocational","Male","","","",""
"2 on scale 1-7 ","2007","(2a) intermediate vocational","Female","","","",""
"2 on scale 1-7 ","2007","(2c_gen) general maturity certificate","Male","","","",""
"2 on scale 1-7 ","2007","(2c_gen) general maturity certificate","Female","","","",""
"2 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","Male","","","",""
"2 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","Female","","","",""
"2 on scale 1-7 ","2007","(3a) lower tertiary education","Male","","","",""
"2 on scale 1-7 ","2007","(3a) lower tertiary education","Female","","","",""
"2 on scale 1-7 ","2007","(3b) higher tertiary education","Male","","","",""
"2 on scale 1-7 ","2007","(3b) higher tertiary education","Female","","","",""
"3 on scale 1-7 ","2007","(0) in school","Male","","","",""
"3 on scale 1-7 ","2007","(0) in school","Female","","","",""
"3 on scale 1-7 ","2007","(1a) inadequately completed","Male","","","",""
"3 on scale 1-7 ","2007","(1a) inadequately completed","Female","","","",""
"3 on scale 1-7 ","2007","(1b) general elementary school","Male","","","",""
"3 on scale 1-7 ","2007","(1b) general elementary school","Female","","","",""
"3 on scale 1-7 ","2007","(1c) basic vocational qualification","Male","","","",""
"3 on scale 1-7 ","2007","(1c) basic vocational qualification","Female","","","",""
"3 on scale 1-7 ","2007","(2b) intermediate general qualification","Male","","","",""
"3 on scale 1-7 ","2007","(2b) intermediate general qualification","Female","","","",""
"3 on scale 1-7 ","2007","(2a) intermediate vocational","Male","","","",""
"3 on scale 1-7 ","2007","(2a) intermediate vocational","Female","","","",""
"3 on scale 1-7 ","2007","(2c_gen) general maturity certificate","Male","","","",""
"3 on scale 1-7 ","2007","(2c_gen) general maturity certificate","Female","","","",""
"3 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","Male","","","",""
"3 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","Female","","","",""
"3 on scale 1-7 ","2007","(3a) lower tertiary education","Male","","","",""
"3 on scale 1-7 ","2007","(3a) lower tertiary education","Female","","","",""
"3 on scale 1-7 ","2007","(3b) higher tertiary education","Male","","","",""
"3 on scale 1-7 ","2007","(3b) higher tertiary education","Female","","","",""
"4 on scale 1-7","2007","(0) in school","Male","","","",""
"4 on scale 1-7","2007","(0) in school","Female","","","",""
"4 on scale 1-7","2007","(1a) inadequately completed","Male","","","",""
"4 on scale 1-7","2007","(1a) inadequately completed","Female","","","",""
"4 on scale 1-7","2007","(1b) general elementary school","Male","","","",""
"4 on scale 1-7","2007","(1b) general elementary school","Female","","","",""
"4 on scale 1-7","2007","(1c) basic vocational qualification","Male","","","",""
"4 on scale 1-7","2007","(1c) basic vocational qualification","Female","","","",""
"4 on scale 1-7","2007","(2b) intermediate general qualification","Male","","","",""
"4 on scale 1-7","2007","(2b) intermediate general qualification","Female","","","",""
"4 on scale 1-7","2007","(2a) intermediate vocational","Male","","","",""
"4 on scale 1-7","2007","(2a) intermediate vocational","Female","","","",""
"4 on scale 1-7","2007","(2c_gen) general maturity certificate","Male","","","",""
"4 on scale 1-7","2007","(2c_gen) general maturity certificate","Female","","","",""
"4 on scale 1-7","2007","(2c_voc) vocational maturity certificate","Male","","","",""
"4 on scale 1-7","2007","(2c_voc) vocational maturity certificate","Female","","","",""
"4 on scale 1-7","2007","(3a) lower tertiary education","Male","","","",""
"4 on scale 1-7","2007","(3a) lower tertiary education","Female","","","",""
"4 on scale 1-7","2007","(3b) higher tertiary education","Male","","","",""
"4 on scale 1-7","2007","(3b) higher tertiary education","Female","","","",""
"5 on scale 1-7","2007","(0) in school","Male","","","",""
