"plh0206i01","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2005","no migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","no migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","direct migration background","(0) in school","","","",""
"2 on scale 1-7 ","2005","direct migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","direct migration background","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","direct migration background","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2005","direct migration background","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","direct migration background","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","direct migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","direct migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(0) in school","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","no migration background","(0) in school","","","",""
"3 on scale 1-7 ","2005","no migration background","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","no migration background","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2005","no migration background","(1c) basic vocational qualification","35","0.00766655790456996","0.00522710663085011","0.0101060091782898"
"3 on scale 1-7 ","2005","no migration background","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","no migration background","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","no migration background","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","no migration background","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","no migration background","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","no migration background","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","direct migration background","(0) in school","","","",""
"3 on scale 1-7 ","2005","direct migration background","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","direct migration background","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2005","direct migration background","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2005","direct migration background","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","direct migration background","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","direct migration background","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","direct migration background","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(0) in school","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2005","no migration background","(0) in school","","","",""
"4 on scale 1-7","2005","no migration background","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","no migration background","(1b) general elementary school","55","0.0429989418794412","0.0316623991691271","0.0543354845897552"
"4 on scale 1-7","2005","no migration background","(1c) basic vocational qualification","142","0.0269082853713425","0.0223826139059404","0.0314339568367446"
"4 on scale 1-7","2005","no migration background","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","no migration background","(2a) intermediate vocational","91","0.0185785457082084","0.0146463726661624","0.0225107187502543"
"4 on scale 1-7","2005","no migration background","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","no migration background","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2005","no migration background","(3a) lower tertiary education","35","0.0255228759201295","0.0176742646271825","0.0333714872130764"
"4 on scale 1-7","2005","no migration background","(3b) higher tertiary education","41","0.0189001340086514","0.0132177001826841","0.0245825678346186"
"4 on scale 1-7","2005","direct migration background","(0) in school","","","",""
"4 on scale 1-7","2005","direct migration background","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","direct migration background","(1b) general elementary school","31","0.059121442269496","0.0388304302657603","0.0794124542732316"
"4 on scale 1-7","2005","direct migration background","(1c) basic vocational qualification","31","0.0659565027318217","0.0471763469089957","0.0847366585546477"
"4 on scale 1-7","2005","direct migration background","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","direct migration background","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2005","direct migration background","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2005","direct migration background","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2005","indirect migration background","(0) in school","","","",""
"4 on scale 1-7","2005","indirect migration background","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","indirect migration background","(1b) general elementary school","","","",""
"4 on scale 1-7","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","indirect migration background","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2005","indirect migration background","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2005","indirect migration background","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2005","no migration background","(0) in school","72","0.15461936593879","0.123086714267095","0.186152017610485"
"5 on scale 1-7","2005","no migration background","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","no migration background","(1b) general elementary school","117","0.0880737917438717","0.0722358503746319","0.103911733113111"
"5 on scale 1-7","2005","no migration background","(1c) basic vocational qualification","404","0.0810068163056746","0.0733758409487451","0.0886377916626042"
"5 on scale 1-7","2005","no migration background","(2b) intermediate general qualification","39","0.0743576882047784","0.0504089758925564","0.0983064005170003"
"5 on scale 1-7","2005","no migration background","(2a) intermediate vocational","292","0.0618122643868632","0.0547996300727227","0.0688248987010036"
"5 on scale 1-7","2005","no migration background","(2c_gen) general maturity certificate","49","0.0872910468886544","0.06474341936969","0.109838674407619"
"5 on scale 1-7","2005","no migration background","(2c_voc) vocational maturity certificate","84","0.0708593987279345","0.0562808577868825","0.0854379396689864"
"5 on scale 1-7","2005","no migration background","(3a) lower tertiary education","117","0.090159856376229","0.0759060339171262","0.104413678835332"
"5 on scale 1-7","2005","no migration background","(3b) higher tertiary education","177","0.093796178461555","0.0816300932552862","0.105962263667824"
"5 on scale 1-7","2005","direct migration background","(0) in school","","","",""
"5 on scale 1-7","2005","direct migration background","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","direct migration background","(1b) general elementary school","50","0.0911371393289649","0.0663765323423491","0.115897746315581"
"5 on scale 1-7","2005","direct migration background","(1c) basic vocational qualification","57","0.0827441409285159","0.0618991983129885","0.103589083544043"
"5 on scale 1-7","2005","direct migration background","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2005","direct migration background","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2005","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2005","direct migration background","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2005","direct migration background","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2005","indirect migration background","(0) in school","","","",""
"5 on scale 1-7","2005","indirect migration background","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","indirect migration background","(1b) general elementary school","","","",""
"5 on scale 1-7","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2005","indirect migration background","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2005","indirect migration background","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2005","indirect migration background","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2005","no migration background","(0) in school","141","0.27774046625407","0.238677193712351","0.316803738795789"
"6 on scale 1-7","2005","no migration background","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","no migration background","(1b) general elementary school","275","0.214055626678702","0.191133507618933","0.23697774573847"
"6 on scale 1-7","2005","no migration background","(1c) basic vocational qualification","1113","0.218284832010464","0.206731714975954","0.229837949044975"
"6 on scale 1-7","2005","no migration background","(2b) intermediate general qualification","121","0.221151142240342","0.183266009312691","0.259036275167993"
"6 on scale 1-7","2005","no migration background","(2a) intermediate vocational","1153","0.244869811262699","0.232347700824047","0.257391921701351"
"6 on scale 1-7","2005","no migration background","(2c_gen) general maturity certificate","197","0.322503133991825","0.285163465288393","0.359842802695257"
"6 on scale 1-7","2005","no migration background","(2c_voc) vocational maturity certificate","316","0.265895403320894","0.240793364504418","0.29099744213737"
"6 on scale 1-7","2005","no migration background","(3a) lower tertiary education","410","0.242641102748249","0.221306957697532","0.263975247798967"
"6 on scale 1-7","2005","no migration background","(3b) higher tertiary education","652","0.265279837517473","0.246856918737983","0.283702756296964"
"6 on scale 1-7","2005","direct migration background","(0) in school","","","",""
"6 on scale 1-7","2005","direct migration background","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","direct migration background","(1b) general elementary school","114","0.227793891100069","0.191710938721295","0.263876843478843"
"6 on scale 1-7","2005","direct migration background","(1c) basic vocational qualification","147","0.199111705862891","0.168896803130182","0.2293266085956"
"6 on scale 1-7","2005","direct migration background","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","direct migration background","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2005","direct migration background","(2c_voc) vocational maturity certificate","53","0.168725294584089","0.123971039651747","0.213479549516432"
"6 on scale 1-7","2005","direct migration background","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2005","direct migration background","(3b) higher tertiary education","64","0.23956048201311","0.188268769338911","0.290852194687308"
"6 on scale 1-7","2005","indirect migration background","(0) in school","","","",""
"6 on scale 1-7","2005","indirect migration background","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","indirect migration background","(1b) general elementary school","","","",""
"6 on scale 1-7","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","indirect migration background","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2005","indirect migration background","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2005","indirect migration background","(3b) higher tertiary education","","","",""
"7 Strongly agree","2005","no migration background","(0) in school","266","0.519688722594822","0.476113918815943","0.563263526373701"
"7 Strongly agree","2005","no migration background","(1a) inadequately completed","47","0.613313243133382","0.503826354206213","0.722800132060551"
"7 Strongly agree","2005","no migration background","(1b) general elementary school","757","0.629413812353243","0.602423476786888","0.656404147919598"
"7 Strongly agree","2005","no migration background","(1c) basic vocational qualification","3200","0.662474320820244","0.649249157066555","0.675699484573933"
"7 Strongly agree","2005","no migration background","(2b) intermediate general qualification","278","0.653830034125059","0.610401541643108","0.69725852660701"
"7 Strongly agree","2005","no migration background","(2a) intermediate vocational","2961","0.667279565811685","0.653558348586147","0.681000783037224"
"7 Strongly agree","2005","no migration background","(2c_gen) general maturity certificate","338","0.539261718331268","0.49944396148825","0.579079475174286"
"7 Strongly agree","2005","no migration background","(2c_voc) vocational maturity certificate","749","0.622939717860195","0.595403580759195","0.650475854961195"
"7 Strongly agree","2005","no migration background","(3a) lower tertiary education","970","0.63288891859602","0.608900330631341","0.656877506560699"
"7 Strongly agree","2005","no migration background","(3b) higher tertiary education","1317","0.614073517423762","0.593758939109416","0.634388095738108"
"7 Strongly agree","2005","direct migration background","(0) in school","37","0.759709673321841","0.646792832670406","0.872626513973275"
"7 Strongly agree","2005","direct migration background","(1a) inadequately completed","108","0.708456861473692","0.638472871112726","0.778440851834659"
"7 Strongly agree","2005","direct migration background","(1b) general elementary school","318","0.607716496154301","0.565710146063255","0.649722846245347"
"7 Strongly agree","2005","direct migration background","(1c) basic vocational qualification","421","0.628968185682692","0.592416555985246","0.665519815380138"
"7 Strongly agree","2005","direct migration background","(2b) intermediate general qualification","30","0.664512022458048","0.532309435640386","0.796714609275711"
"7 Strongly agree","2005","direct migration background","(2a) intermediate vocational","113","0.748117602665568","0.678181555967802","0.818053649363334"
"7 Strongly agree","2005","direct migration background","(2c_gen) general maturity certificate","63","0.612375496575762","0.520060827767804","0.70469016538372"
"7 Strongly agree","2005","direct migration background","(2c_voc) vocational maturity certificate","186","0.70287730990353","0.648266373656514","0.757488246150546"
"7 Strongly agree","2005","direct migration background","(3a) lower tertiary education","41","0.609185237647218","0.498757639885071","0.719612835409365"
"7 Strongly agree","2005","direct migration background","(3b) higher tertiary education","172","0.653558595786224","0.596375925319853","0.710741266252596"
"7 Strongly agree","2005","indirect migration background","(0) in school","44","0.484740161433429","0.382057990281024","0.587422332585834"
"7 Strongly agree","2005","indirect migration background","(1a) inadequately completed","","","",""
"7 Strongly agree","2005","indirect migration background","(1b) general elementary school","64","0.597510827877105","0.507881701894127","0.687139953860083"
"7 Strongly agree","2005","indirect migration background","(1c) basic vocational qualification","111","0.785935159111783","0.718941627129959","0.852928691093608"
"7 Strongly agree","2005","indirect migration background","(2b) intermediate general qualification","40","0.560874330641025","0.44461541564143","0.677133245640621"
"7 Strongly agree","2005","indirect migration background","(2a) intermediate vocational","85","0.662231906319198","0.57997723098076","0.744486581657637"
"7 Strongly agree","2005","indirect migration background","(2c_gen) general maturity certificate","51","0.487836575892529","0.383401060467703","0.592272091317355"
"7 Strongly agree","2005","indirect migration background","(2c_voc) vocational maturity certificate","35","0.660365448442818","0.537421044185193","0.783309852700443"
"7 Strongly agree","2005","indirect migration background","(3a) lower tertiary education","","","",""
"7 Strongly agree","2005","indirect migration background","(3b) higher tertiary education","32","0.5846630107019","0.445257292925656","0.724068728478144"
"1 Strongly disagree","2006","no migration background","(0) in school","","","",""
"1 Strongly disagree","2006","no migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2006","no migration background","(1b) general elementary school","","","",""
"1 Strongly disagree","2006","no migration background","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2006","no migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2006","no migration background","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2006","no migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2006","no migration background","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2006","no migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2006","no migration background","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2006","direct migration background","(0) in school","","","",""
"1 Strongly disagree","2006","direct migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2006","direct migration background","(1b) general elementary school","","","",""
"1 Strongly disagree","2006","direct migration background","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2006","direct migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2006","direct migration background","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2006","direct migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2006","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2006","direct migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2006","direct migration background","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2006","indirect migration background","(0) in school","","","",""
"1 Strongly disagree","2006","indirect migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2006","indirect migration background","(1b) general elementary school","","","",""
"1 Strongly disagree","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2006","indirect migration background","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2006","indirect migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2006","indirect migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2006","no migration background","(0) in school","","","",""
"2 on scale 1-7 ","2006","no migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2006","no migration background","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2006","no migration background","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2006","no migration background","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2006","no migration background","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2006","no migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2006","no migration background","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2006","no migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2006","no migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2006","direct migration background","(0) in school","","","",""
"2 on scale 1-7 ","2006","direct migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2006","direct migration background","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2006","direct migration background","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2006","direct migration background","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2006","direct migration background","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2006","direct migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2006","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2006","direct migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2006","direct migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(0) in school","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2006","no migration background","(0) in school","","","",""
"3 on scale 1-7 ","2006","no migration background","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2006","no migration background","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2006","no migration background","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2006","no migration background","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2006","no migration background","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2006","no migration background","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2006","no migration background","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2006","no migration background","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2006","no migration background","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2006","direct migration background","(0) in school","","","",""
"3 on scale 1-7 ","2006","direct migration background","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2006","direct migration background","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2006","direct migration background","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2006","direct migration background","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2006","direct migration background","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2006","direct migration background","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2006","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2006","direct migration background","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2006","direct migration background","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(0) in school","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2006","no migration background","(0) in school","","","",""
"4 on scale 1-7","2006","no migration background","(1a) inadequately completed","","","",""
"4 on scale 1-7","2006","no migration background","(1b) general elementary school","","","",""
"4 on scale 1-7","2006","no migration background","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2006","no migration background","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2006","no migration background","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2006","no migration background","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2006","no migration background","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2006","no migration background","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2006","no migration background","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2006","direct migration background","(0) in school","","","",""
"4 on scale 1-7","2006","direct migration background","(1a) inadequately completed","","","",""
"4 on scale 1-7","2006","direct migration background","(1b) general elementary school","","","",""
"4 on scale 1-7","2006","direct migration background","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2006","direct migration background","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2006","direct migration background","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2006","direct migration background","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2006","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2006","direct migration background","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2006","direct migration background","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2006","indirect migration background","(0) in school","","","",""
"4 on scale 1-7","2006","indirect migration background","(1a) inadequately completed","","","",""
"4 on scale 1-7","2006","indirect migration background","(1b) general elementary school","","","",""
"4 on scale 1-7","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2006","indirect migration background","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2006","indirect migration background","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2006","indirect migration background","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2006","no migration background","(0) in school","","","",""
"5 on scale 1-7","2006","no migration background","(1a) inadequately completed","","","",""
