"plh0206i01","year","e11102","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2007","Employed","","","",""
"5 on scale 1-7","2007","Not Employed","","","",""
"5 on scale 1-7","2007","Employed","","","",""
"6 on scale 1-7","2007","Not Employed","","","",""
"6 on scale 1-7","2007","Employed","","","",""
"7 Strongly agree","2007","Not Employed","","","",""
"7 Strongly agree","2007","Employed","","","",""
"1 Strongly disagree","2008","Not Employed","","","",""
"1 Strongly disagree","2008","Employed","","","",""
"2 on scale 1-7 ","2008","Not Employed","","","",""
"2 on scale 1-7 ","2008","Employed","","","",""
"3 on scale 1-7 ","2008","Not Employed","","","",""
"3 on scale 1-7 ","2008","Employed","","","",""
"4 on scale 1-7","2008","Not Employed","","","",""
"4 on scale 1-7","2008","Employed","","","",""
"5 on scale 1-7","2008","Not Employed","","","",""
"5 on scale 1-7","2008","Employed","","","",""
"6 on scale 1-7","2008","Not Employed","","","",""
"6 on scale 1-7","2008","Employed","","","",""
"7 Strongly agree","2008","Not Employed","","","",""
"7 Strongly agree","2008","Employed","","","",""
"1 Strongly disagree","2009","Not Employed","","","",""
"1 Strongly disagree","2009","Employed","","","",""
"2 on scale 1-7 ","2009","Not Employed","","","",""
"2 on scale 1-7 ","2009","Employed","","","",""
"3 on scale 1-7 ","2009","Not Employed","","","",""
"3 on scale 1-7 ","2009","Employed","","","",""
"4 on scale 1-7","2009","Not Employed","","","",""
"4 on scale 1-7","2009","Employed","","","",""
"5 on scale 1-7","2009","Not Employed","","","",""
"5 on scale 1-7","2009","Employed","","","",""
"6 on scale 1-7","2009","Not Employed","","","",""
"6 on scale 1-7","2009","Employed","","","",""
"7 Strongly agree","2009","Not Employed","","","",""
"7 Strongly agree","2009","Employed","","","",""
"1 Strongly disagree","2010","Not Employed","21","","",""
"1 Strongly disagree","2010","Employed","24","","",""
"2 on scale 1-7 ","2010","Not Employed","23","","",""
"2 on scale 1-7 ","2010","Employed","32","0.00240509080107878","0.00146141945790145","0.00334876214425611"
"3 on scale 1-7 ","2010","Not Employed","39","0.0062823259005269","0.00433758856252239","0.0082270632385314"
"3 on scale 1-7 ","2010","Employed","63","0.00732643753651478","0.00568347534435823","0.00896939972867132"
"4 on scale 1-7","2010","Not Employed","210","0.0345694962560422","0.0300729791668831","0.0390660133452014"
"4 on scale 1-7","2010","Employed","253","0.0256444595706513","0.0225991361591338","0.0286897829821688"
"5 on scale 1-7","2010","Not Employed","652","0.105749604088212","0.0981806101045575","0.113318598071866"
"5 on scale 1-7","2010","Employed","882","0.0834204382331351","0.0780932353846927","0.0887476410815774"
"6 on scale 1-7","2010","Not Employed","1676","0.256008019799122","0.245266143998398","0.266749895599845"
"6 on scale 1-7","2010","Employed","2890","0.271708053137621","0.263138031364267","0.280278074910975"
"7 Strongly agree","2010","Not Employed","3720","0.590851858025406","0.578750090417264","0.602953625633548"
"7 Strongly agree","2010","Employed","6206","0.605131133320421","0.595713774646167","0.614548491994675"
"1 Strongly disagree","2011","Not Employed","","","",""
"1 Strongly disagree","2011","Employed","","","",""
"2 on scale 1-7 ","2011","Not Employed","","","",""
"2 on scale 1-7 ","2011","Employed","","","",""
"3 on scale 1-7 ","2011","Not Employed","","","",""
"3 on scale 1-7 ","2011","Employed","","","",""
"4 on scale 1-7","2011","Not Employed","","","",""
"4 on scale 1-7","2011","Employed","","","",""
"5 on scale 1-7","2011","Not Employed","","","",""
"5 on scale 1-7","2011","Employed","","","",""
"6 on scale 1-7","2011","Not Employed","","","",""
"6 on scale 1-7","2011","Employed","","","",""
"7 Strongly agree","2011","Not Employed","","","",""
"7 Strongly agree","2011","Employed","","","",""
"1 Strongly disagree","2012","Not Employed","","","",""
"1 Strongly disagree","2012","Employed","","","",""
"2 on scale 1-7 ","2012","Not Employed","","","",""
"2 on scale 1-7 ","2012","Employed","","","",""
"3 on scale 1-7 ","2012","Not Employed","","","",""
"3 on scale 1-7 ","2012","Employed","","","",""
"4 on scale 1-7","2012","Not Employed","","","",""
"4 on scale 1-7","2012","Employed","","","",""
"5 on scale 1-7","2012","Not Employed","","","",""
"5 on scale 1-7","2012","Employed","","","",""
"6 on scale 1-7","2012","Not Employed","","","",""
"6 on scale 1-7","2012","Employed","","","",""
"7 Strongly agree","2012","Not Employed","","","",""
"7 Strongly agree","2012","Employed","","","",""
"1 Strongly disagree","2013","Not Employed","","","",""
"1 Strongly disagree","2013","Employed","","","",""
"2 on scale 1-7 ","2013","Not Employed","","","",""
"2 on scale 1-7 ","2013","Employed","","","",""
"3 on scale 1-7 ","2013","Not Employed","","","",""
"3 on scale 1-7 ","2013","Employed","","","",""
"4 on scale 1-7","2013","Not Employed","","","",""
"4 on scale 1-7","2013","Employed","","","",""
"5 on scale 1-7","2013","Not Employed","","","",""
"5 on scale 1-7","2013","Employed","","","",""
"6 on scale 1-7","2013","Not Employed","","","",""
"6 on scale 1-7","2013","Employed","","","",""
"7 Strongly agree","2013","Not Employed","","","",""
"7 Strongly agree","2013","Employed","","","",""
"1 Strongly disagree","2014","Not Employed","","","",""
"1 Strongly disagree","2014","Employed","","","",""
"2 on scale 1-7 ","2014","Not Employed","","","",""
"2 on scale 1-7 ","2014","Employed","","","",""
"3 on scale 1-7 ","2014","Not Employed","","","",""
"3 on scale 1-7 ","2014","Employed","","","",""
"4 on scale 1-7","2014","Not Employed","","","",""
"4 on scale 1-7","2014","Employed","","","",""
"5 on scale 1-7","2014","Not Employed","","","",""
"5 on scale 1-7","2014","Employed","","","",""
"6 on scale 1-7","2014","Not Employed","","","",""
"6 on scale 1-7","2014","Employed","","","",""
"7 Strongly agree","2014","Not Employed","","","",""
"7 Strongly agree","2014","Employed","","","",""
"1 Strongly disagree","2015","Not Employed","36","0.00363860391038358","0.00246718480755942","0.00481002301320774"
"1 Strongly disagree","2015","Employed","59","0.00436525421031464","0.00336279714745272","0.00536771127317657"
"2 on scale 1-7 ","2015","Not Employed","49","0.00489497323952344","0.00353714109482554","0.00625280538422134"
"2 on scale 1-7 ","2015","Employed","79","0.00431851573786808","0.00332141633357665","0.00531561514215951"
"3 on scale 1-7 ","2015","Not Employed","80","0.00861513928482095","0.00681714313384299","0.0104131354357989"
"3 on scale 1-7 ","2015","Employed","132","0.00677862634902314","0.00553094160715604","0.00802631109089024"
"4 on scale 1-7","2015","Not Employed","336","0.0307298763265865","0.0273721964781899","0.0340875561749832"
"4 on scale 1-7","2015","Employed","475","0.0253809471754458","0.0229893812935598","0.0277725130573317"
"5 on scale 1-7","2015","Not Employed","881","0.0921617024360904","0.0865341965373953","0.0977892083347856"
"5 on scale 1-7","2015","Employed","1284","0.0794057955235651","0.0752945708913517","0.0835170201557785"
"6 on scale 1-7","2015","Not Employed","2645","0.271959181352785","0.263302205780919","0.280616156924651"
"6 on scale 1-7","2015","Employed","4630","0.283542466138148","0.276688921100647","0.290396011175648"
"7 Strongly agree","2015","Not Employed","6122","0.58800052344981","0.578424754617998","0.597576292281622"
"7 Strongly agree","2015","Employed","9955","0.596208394865636","0.588747538585251","0.60366925114602"
"1 Strongly disagree","2016","Not Employed","30","0.00663351224923464","0.00422894608096434","0.00903807841750494"
"1 Strongly disagree","2016","Employed","","","",""
"2 on scale 1-7 ","2016","Not Employed","10","","",""
"2 on scale 1-7 ","2016","Employed","","","",""
"3 on scale 1-7 ","2016","Not Employed","24","","",""
"3 on scale 1-7 ","2016","Employed","","","",""
"4 on scale 1-7","2016","Not Employed","54","0.032898950924687","0.0276152629297661","0.0381826389196079"
"4 on scale 1-7","2016","Employed","","","",""
"5 on scale 1-7","2016","Not Employed","98","0.0537186214915442","0.0470400621522454","0.060397180830843"
"5 on scale 1-7","2016","Employed","","","",""
"6 on scale 1-7","2016","Not Employed","224","0.121179386580894","0.111512765284744","0.130846007877044"
"6 on scale 1-7","2016","Employed","","","",""
"7 Strongly agree","2016","Not Employed","3938","0.764686088847998","0.752120709387147","0.77725146830885"
"7 Strongly agree","2016","Employed","","","",""
"1 Strongly disagree","2017","Not Employed","9","","",""
"1 Strongly disagree","2017","Employed","","","",""
"2 on scale 1-7 ","2017","Not Employed","2","","",""
"2 on scale 1-7 ","2017","Employed","","","",""
"3 on scale 1-7 ","2017","Not Employed","5","","",""
"3 on scale 1-7 ","2017","Employed","","","",""
"4 on scale 1-7","2017","Not Employed","26","","",""
"4 on scale 1-7","2017","Employed","","","",""
"5 on scale 1-7","2017","Not Employed","69","0.0291897127704553","0.0230395757473554","0.0353398497935551"
"5 on scale 1-7","2017","Employed","","","",""
"6 on scale 1-7","2017","Not Employed","225","0.0802397426089746","0.0703146451585966","0.0901648400593526"
"6 on scale 1-7","2017","Employed","","","",""
"7 Strongly agree","2017","Not Employed","2542","0.874425691768422","0.862319304898636","0.886532078638207"
"7 Strongly agree","2017","Employed","","","",""
"1 Strongly disagree","2018","Not Employed","1","","",""
"1 Strongly disagree","2018","Employed","","","",""
"2 on scale 1-7 ","2018","Not Employed","1","","",""
"2 on scale 1-7 ","2018","Employed","","","",""
"3 on scale 1-7 ","2018","Not Employed","1","","",""
"3 on scale 1-7 ","2018","Employed","","","",""
"4 on scale 1-7","2018","Not Employed","1","","",""
"4 on scale 1-7","2018","Employed","","","",""
"5 on scale 1-7","2018","Not Employed","13","","",""
"5 on scale 1-7","2018","Employed","","","",""
"6 on scale 1-7","2018","Not Employed","39","0.0757477997841048","0.0505328466569394","0.10096275291127"
"6 on scale 1-7","2018","Employed","","","",""
"7 Strongly agree","2018","Not Employed","367","0.881392144626848","0.850580191982053","0.912204097271643"
"7 Strongly agree","2018","Employed","","","",""
"1 Strongly disagree","2019","Not Employed","1","","",""
"1 Strongly disagree","2019","Employed","","","",""
"2 on scale 1-7 ","2019","Not Employed","1","","",""
"2 on scale 1-7 ","2019","Employed","","","",""
"3 on scale 1-7 ","2019","Not Employed","","","",""
"3 on scale 1-7 ","2019","Employed","","","",""
"4 on scale 1-7","2019","Not Employed","5","","",""
"4 on scale 1-7","2019","Employed","","","",""
"5 on scale 1-7","2019","Not Employed","11","","",""
"5 on scale 1-7","2019","Employed","","","",""
"6 on scale 1-7","2019","Not Employed","32","0.0758764921885718","0.0448048203941153","0.106948163983028"
"6 on scale 1-7","2019","Employed","","","",""
"7 Strongly agree","2019","Not Employed","229","0.861119377113134","0.820540642677505","0.901698111548763"
"7 Strongly agree","2019","Employed","","","",""
