"plh0206i01","year","education","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2008","lower secondary degree","","","",""
"3 on scale 1-7 ","2008","secondary school degree","","","",""
"3 on scale 1-7 ","2008","college entrance qualification","","","",""
"3 on scale 1-7 ","2008","Other degree","","","",""
"3 on scale 1-7 ","2008","no degree/no degree yet","","","",""
"4 on scale 1-7","2008","lower secondary degree","","","",""
"4 on scale 1-7","2008","secondary school degree","","","",""
"4 on scale 1-7","2008","college entrance qualification","","","",""
"4 on scale 1-7","2008","Other degree","","","",""
"4 on scale 1-7","2008","no degree/no degree yet","","","",""
"5 on scale 1-7","2008","lower secondary degree","","","",""
"5 on scale 1-7","2008","secondary school degree","","","",""
"5 on scale 1-7","2008","college entrance qualification","","","",""
"5 on scale 1-7","2008","Other degree","","","",""
"5 on scale 1-7","2008","no degree/no degree yet","","","",""
"6 on scale 1-7","2008","lower secondary degree","","","",""
"6 on scale 1-7","2008","secondary school degree","","","",""
"6 on scale 1-7","2008","college entrance qualification","","","",""
"6 on scale 1-7","2008","Other degree","","","",""
"6 on scale 1-7","2008","no degree/no degree yet","","","",""
"7 Strongly agree","2008","lower secondary degree","","","",""
"7 Strongly agree","2008","secondary school degree","","","",""
"7 Strongly agree","2008","college entrance qualification","","","",""
"7 Strongly agree","2008","Other degree","","","",""
"7 Strongly agree","2008","no degree/no degree yet","","","",""
"1 Strongly disagree","2009","lower secondary degree","","","",""
"1 Strongly disagree","2009","secondary school degree","","","",""
"1 Strongly disagree","2009","college entrance qualification","","","",""
"1 Strongly disagree","2009","Other degree","","","",""
"1 Strongly disagree","2009","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2009","lower secondary degree","","","",""
"2 on scale 1-7 ","2009","secondary school degree","","","",""
"2 on scale 1-7 ","2009","college entrance qualification","","","",""
"2 on scale 1-7 ","2009","Other degree","","","",""
"2 on scale 1-7 ","2009","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2009","lower secondary degree","","","",""
"3 on scale 1-7 ","2009","secondary school degree","","","",""
"3 on scale 1-7 ","2009","college entrance qualification","","","",""
"3 on scale 1-7 ","2009","Other degree","","","",""
"3 on scale 1-7 ","2009","no degree/no degree yet","","","",""
"4 on scale 1-7","2009","lower secondary degree","","","",""
"4 on scale 1-7","2009","secondary school degree","","","",""
"4 on scale 1-7","2009","college entrance qualification","","","",""
"4 on scale 1-7","2009","Other degree","","","",""
"4 on scale 1-7","2009","no degree/no degree yet","","","",""
"5 on scale 1-7","2009","lower secondary degree","","","",""
"5 on scale 1-7","2009","secondary school degree","","","",""
"5 on scale 1-7","2009","college entrance qualification","","","",""
"5 on scale 1-7","2009","Other degree","","","",""
"5 on scale 1-7","2009","no degree/no degree yet","","","",""
"6 on scale 1-7","2009","lower secondary degree","","","",""
"6 on scale 1-7","2009","secondary school degree","","","",""
"6 on scale 1-7","2009","college entrance qualification","","","",""
"6 on scale 1-7","2009","Other degree","","","",""
"6 on scale 1-7","2009","no degree/no degree yet","","","",""
"7 Strongly agree","2009","lower secondary degree","","","",""
"7 Strongly agree","2009","secondary school degree","","","",""
"7 Strongly agree","2009","college entrance qualification","","","",""
"7 Strongly agree","2009","Other degree","","","",""
"7 Strongly agree","2009","no degree/no degree yet","","","",""
"1 Strongly disagree","2010","lower secondary degree","20","","",""
"1 Strongly disagree","2010","secondary school degree","14","","",""
"1 Strongly disagree","2010","college entrance qualification","5","","",""
"1 Strongly disagree","2010","Other degree","2","","",""
"1 Strongly disagree","2010","no degree/no degree yet","2","","",""
"2 on scale 1-7 ","2010","lower secondary degree","16","","",""
"2 on scale 1-7 ","2010","secondary school degree","17","","",""
"2 on scale 1-7 ","2010","college entrance qualification","9","","",""
"2 on scale 1-7 ","2010","Other degree","6","","",""
"2 on scale 1-7 ","2010","no degree/no degree yet","4","","",""
"3 on scale 1-7 ","2010","lower secondary degree","41","0.00836433644888144","0.00592824714673786","0.010800425751025"
"3 on scale 1-7 ","2010","secondary school degree","31","0.00564907825792752","0.0035821850283235","0.00771597148753154"
"3 on scale 1-7 ","2010","college entrance qualification","23","","",""
"3 on scale 1-7 ","2010","Other degree","4","","",""
"3 on scale 1-7 ","2010","no degree/no degree yet","2","","",""
"4 on scale 1-7","2010","lower secondary degree","195","0.0383556491922351","0.0332184867319346","0.0434928116525355"
"4 on scale 1-7","2010","secondary school degree","126","0.0260224096148265","0.021631973688903","0.0304128455407501"
"4 on scale 1-7","2010","college entrance qualification","88","0.0217771533808993","0.0175888153743319","0.0259654913874668"
"4 on scale 1-7","2010","Other degree","21","","",""
"4 on scale 1-7","2010","no degree/no degree yet","15","","",""
"5 on scale 1-7","2010","lower secondary degree","568","0.105705145528213","0.097481018319808","0.113929272736618"
"5 on scale 1-7","2010","secondary school degree","420","0.0787697664493336","0.0713408875827737","0.0861986453158934"
"5 on scale 1-7","2010","college entrance qualification","348","0.0750869044953337","0.0675245883098311","0.0826492206808364"
"5 on scale 1-7","2010","Other degree","86","0.108173908095673","0.0854391749796567","0.130908641211688"
"5 on scale 1-7","2010","no degree/no degree yet","40","0.108600661400981","0.0787377289166249","0.138463593885337"
"6 on scale 1-7","2010","lower secondary degree","1309","0.229094106822179","0.217853001143721","0.240335212500638"
"6 on scale 1-7","2010","secondary school degree","1365","0.269364587039702","0.257130261978428","0.281598912100976"
"6 on scale 1-7","2010","college entrance qualification","1434","0.30560437525657","0.292385164134999","0.318823586378141"
"6 on scale 1-7","2010","Other degree","192","0.289602328289069","0.256402158676087","0.322802497902052"
"6 on scale 1-7","2010","no degree/no degree yet","135","0.28741684299617","0.243980430640343","0.330853255351996"
"7 Strongly agree","2010","lower secondary degree","3220","0.611809318011304","0.598773689188404","0.624844946834204"
"7 Strongly agree","2010","secondary school degree","3078","0.612782973389166","0.599349448805029","0.626216497973304"
"7 Strongly agree","2010","college entrance qualification","2758","0.586776639745254","0.572646348695757","0.600906930794752"
"7 Strongly agree","2010","Other degree","406","0.56808259473905","0.531825365907236","0.604339823570864"
"7 Strongly agree","2010","no degree/no degree yet","219","0.565939818192964","0.518369050180895","0.613510586205033"
"1 Strongly disagree","2011","lower secondary degree","","","",""
"1 Strongly disagree","2011","secondary school degree","","","",""
"1 Strongly disagree","2011","college entrance qualification","","","",""
"1 Strongly disagree","2011","Other degree","","","",""
"1 Strongly disagree","2011","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2011","lower secondary degree","","","",""
"2 on scale 1-7 ","2011","secondary school degree","","","",""
"2 on scale 1-7 ","2011","college entrance qualification","","","",""
"2 on scale 1-7 ","2011","Other degree","","","",""
"2 on scale 1-7 ","2011","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2011","lower secondary degree","","","",""
"3 on scale 1-7 ","2011","secondary school degree","","","",""
"3 on scale 1-7 ","2011","college entrance qualification","","","",""
"3 on scale 1-7 ","2011","Other degree","","","",""
"3 on scale 1-7 ","2011","no degree/no degree yet","","","",""
"4 on scale 1-7","2011","lower secondary degree","","","",""
"4 on scale 1-7","2011","secondary school degree","","","",""
"4 on scale 1-7","2011","college entrance qualification","","","",""
"4 on scale 1-7","2011","Other degree","","","",""
"4 on scale 1-7","2011","no degree/no degree yet","","","",""
"5 on scale 1-7","2011","lower secondary degree","","","",""
"5 on scale 1-7","2011","secondary school degree","","","",""
"5 on scale 1-7","2011","college entrance qualification","","","",""
"5 on scale 1-7","2011","Other degree","","","",""
"5 on scale 1-7","2011","no degree/no degree yet","","","",""
"6 on scale 1-7","2011","lower secondary degree","","","",""
"6 on scale 1-7","2011","secondary school degree","","","",""
"6 on scale 1-7","2011","college entrance qualification","","","",""
"6 on scale 1-7","2011","Other degree","","","",""
"6 on scale 1-7","2011","no degree/no degree yet","","","",""
"7 Strongly agree","2011","lower secondary degree","","","",""
"7 Strongly agree","2011","secondary school degree","","","",""
"7 Strongly agree","2011","college entrance qualification","","","",""
"7 Strongly agree","2011","Other degree","","","",""
"7 Strongly agree","2011","no degree/no degree yet","","","",""
"1 Strongly disagree","2012","lower secondary degree","","","",""
"1 Strongly disagree","2012","secondary school degree","","","",""
"1 Strongly disagree","2012","college entrance qualification","","","",""
"1 Strongly disagree","2012","Other degree","","","",""
"1 Strongly disagree","2012","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2012","lower secondary degree","","","",""
"2 on scale 1-7 ","2012","secondary school degree","","","",""
"2 on scale 1-7 ","2012","college entrance qualification","","","",""
"2 on scale 1-7 ","2012","Other degree","","","",""
"2 on scale 1-7 ","2012","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2012","lower secondary degree","","","",""
"3 on scale 1-7 ","2012","secondary school degree","","","",""
"3 on scale 1-7 ","2012","college entrance qualification","","","",""
"3 on scale 1-7 ","2012","Other degree","","","",""
"3 on scale 1-7 ","2012","no degree/no degree yet","","","",""
"4 on scale 1-7","2012","lower secondary degree","","","",""
"4 on scale 1-7","2012","secondary school degree","","","",""
"4 on scale 1-7","2012","college entrance qualification","","","",""
"4 on scale 1-7","2012","Other degree","","","",""
"4 on scale 1-7","2012","no degree/no degree yet","","","",""
"5 on scale 1-7","2012","lower secondary degree","","","",""
"5 on scale 1-7","2012","secondary school degree","","","",""
"5 on scale 1-7","2012","college entrance qualification","","","",""
"5 on scale 1-7","2012","Other degree","","","",""
"5 on scale 1-7","2012","no degree/no degree yet","","","",""
"6 on scale 1-7","2012","lower secondary degree","","","",""
"6 on scale 1-7","2012","secondary school degree","","","",""
"6 on scale 1-7","2012","college entrance qualification","","","",""
"6 on scale 1-7","2012","Other degree","","","",""
"6 on scale 1-7","2012","no degree/no degree yet","","","",""
"7 Strongly agree","2012","lower secondary degree","","","",""
"7 Strongly agree","2012","secondary school degree","","","",""
"7 Strongly agree","2012","college entrance qualification","","","",""
"7 Strongly agree","2012","Other degree","","","",""
"7 Strongly agree","2012","no degree/no degree yet","","","",""
"1 Strongly disagree","2013","lower secondary degree","","","",""
"1 Strongly disagree","2013","secondary school degree","","","",""
"1 Strongly disagree","2013","college entrance qualification","","","",""
"1 Strongly disagree","2013","Other degree","","","",""
"1 Strongly disagree","2013","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2013","lower secondary degree","","","",""
"2 on scale 1-7 ","2013","secondary school degree","","","",""
"2 on scale 1-7 ","2013","college entrance qualification","","","",""
"2 on scale 1-7 ","2013","Other degree","","","",""
"2 on scale 1-7 ","2013","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2013","lower secondary degree","","","",""
"3 on scale 1-7 ","2013","secondary school degree","","","",""
"3 on scale 1-7 ","2013","college entrance qualification","","","",""
"3 on scale 1-7 ","2013","Other degree","","","",""
"3 on scale 1-7 ","2013","no degree/no degree yet","","","",""
"4 on scale 1-7","2013","lower secondary degree","","","",""
"4 on scale 1-7","2013","secondary school degree","","","",""
"4 on scale 1-7","2013","college entrance qualification","","","",""
"4 on scale 1-7","2013","Other degree","","","",""
"4 on scale 1-7","2013","no degree/no degree yet","","","",""
"5 on scale 1-7","2013","lower secondary degree","","","",""
"5 on scale 1-7","2013","secondary school degree","","","",""
"5 on scale 1-7","2013","college entrance qualification","","","",""
"5 on scale 1-7","2013","Other degree","","","",""
"5 on scale 1-7","2013","no degree/no degree yet","","","",""
"6 on scale 1-7","2013","lower secondary degree","","","",""
"6 on scale 1-7","2013","secondary school degree","","","",""
"6 on scale 1-7","2013","college entrance qualification","","","",""
"6 on scale 1-7","2013","Other degree","","","",""
"6 on scale 1-7","2013","no degree/no degree yet","","","",""
"7 Strongly agree","2013","lower secondary degree","","","",""
"7 Strongly agree","2013","secondary school degree","","","",""
"7 Strongly agree","2013","college entrance qualification","","","",""
"7 Strongly agree","2013","Other degree","","","",""
"7 Strongly agree","2013","no degree/no degree yet","","","",""
"1 Strongly disagree","2014","lower secondary degree","","","",""
"1 Strongly disagree","2014","secondary school degree","","","",""
"1 Strongly disagree","2014","college entrance qualification","","","",""
"1 Strongly disagree","2014","Other degree","","","",""
"1 Strongly disagree","2014","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2014","lower secondary degree","","","",""
"2 on scale 1-7 ","2014","secondary school degree","","","",""
"2 on scale 1-7 ","2014","college entrance qualification","","","",""
"2 on scale 1-7 ","2014","Other degree","","","",""
"2 on scale 1-7 ","2014","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2014","lower secondary degree","","","",""
"3 on scale 1-7 ","2014","secondary school degree","","","",""
"3 on scale 1-7 ","2014","college entrance qualification","","","",""
"3 on scale 1-7 ","2014","Other degree","","","",""
"3 on scale 1-7 ","2014","no degree/no degree yet","","","",""
"4 on scale 1-7","2014","lower secondary degree","","","",""
"4 on scale 1-7","2014","secondary school degree","","","",""
"4 on scale 1-7","2014","college entrance qualification","","","",""
"4 on scale 1-7","2014","Other degree","","","",""
"4 on scale 1-7","2014","no degree/no degree yet","","","",""
"5 on scale 1-7","2014","lower secondary degree","","","",""
"5 on scale 1-7","2014","secondary school degree","","","",""
"5 on scale 1-7","2014","college entrance qualification","","","",""
"5 on scale 1-7","2014","Other degree","","","",""
"5 on scale 1-7","2014","no degree/no degree yet","","","",""
"6 on scale 1-7","2014","lower secondary degree","","","",""
"6 on scale 1-7","2014","secondary school degree","","","",""
"6 on scale 1-7","2014","college entrance qualification","","","",""
"6 on scale 1-7","2014","Other degree","","","",""
"6 on scale 1-7","2014","no degree/no degree yet","","","",""
"7 Strongly agree","2014","lower secondary degree","","","",""
"7 Strongly agree","2014","secondary school degree","","","",""
"7 Strongly agree","2014","college entrance qualification","","","",""
"7 Strongly agree","2014","Other degree","","","",""
"7 Strongly agree","2014","no degree/no degree yet","","","",""
"1 Strongly disagree","2015","lower secondary degree","35","0.00753799132611778","0.00541827070046502","0.00965771195177053"
"1 Strongly disagree","2015","secondary school degree","12","","",""
"1 Strongly disagree","2015","college entrance qualification","12","","",""
"1 Strongly disagree","2015","Other degree","21","","",""
"1 Strongly disagree","2015","no degree/no degree yet","7","","",""
"2 on scale 1-7 ","2015","lower secondary degree","32","0.00525552833873982","0.00348355239471064","0.007027504282769"
"2 on scale 1-7 ","2015","secondary school degree","29","","",""
"2 on scale 1-7 ","2015","college entrance qualification","21","","",""
"2 on scale 1-7 ","2015","Other degree","38","0.0120808421714011","0.0087062560603722","0.01545542828243"
"2 on scale 1-7 ","2015","no degree/no degree yet","4","","",""
"3 on scale 1-7 ","2015","lower secondary degree","58","0.00780981041841036","0.00565250530154998","0.00996711553527074"
"3 on scale 1-7 ","2015","secondary school degree","46","0.00606430618816763","0.00427175871547707","0.00785685366085819"
"3 on scale 1-7 ","2015","college entrance qualification","38","0.00596385413370662","0.00418711111843616","0.00774059714897708"
"3 on scale 1-7 ","2015","Other degree","50","0.0150409027831644","0.0112811676065939","0.0188006379597349"
"3 on scale 1-7 ","2015","no degree/no degree yet","16","","",""
"4 on scale 1-7","2015","lower secondary degree","218","0.030463114055398","0.0262513582811494","0.0346748698296466"
"4 on scale 1-7","2015","secondary school degree","200","0.0260287579314943","0.0223525442135728","0.0297049716494158"
"4 on scale 1-7","2015","college entrance qualification","151","0.0191396783246525","0.0159779036061333","0.0223014530431717"
"4 on scale 1-7","2015","Other degree","175","0.0444177417809425","0.0380538397954158","0.0507816437664692"
"4 on scale 1-7","2015","no degree/no degree yet","39","0.0357561227223735","0.0239981082334083","0.0475141372113388"
"5 on scale 1-7","2015","lower secondary degree","580","0.0926792409411132","0.0855725812182131","0.0997859006640134"
"5 on scale 1-7","2015","secondary school degree","546","0.0769142761046891","0.0707621467581988","0.0830664054511795"
"5 on scale 1-7","2015","college entrance qualification","520","0.0722009264867515","0.0662283960103374","0.0781734569631656"
"5 on scale 1-7","2015","Other degree","345","0.0959528885296512","0.0868551015513427","0.10505067550796"
"5 on scale 1-7","2015","no degree/no degree yet","89","0.114213869338981","0.0940724905604924","0.13435524811747"
"6 on scale 1-7","2015","lower secondary degree","1672","0.259022978963977","0.248286413403626","0.269759544524329"
"6 on scale 1-7","2015","secondary school degree","2009","0.288280553102875","0.277822205995959","0.298738900209791"
"6 on scale 1-7","2015","college entrance qualification","2240","0.316086055956139","0.30535695282153","0.326815159090748"
"6 on scale 1-7","2015","Other degree","884","0.224475400375894","0.211587167572415","0.237363633179374"
"6 on scale 1-7","2015","no degree/no degree yet","226","0.256202761647892","0.228559803219459","0.283845720076325"
"7 Strongly agree","2015","lower secondary degree","3801","0.597231335956244","0.585211653509909","0.609251018402579"
"7 Strongly agree","2015","secondary school degree","4364","0.598555741549159","0.587237840617945","0.609873642480372"
"7 Strongly agree","2015","college entrance qualification","4232","0.582362506109385","0.570982133919598","0.593742878299172"
"7 Strongly agree","2015","Other degree","2513","0.601992934566909","0.586872917072403","0.617112952061415"
"7 Strongly agree","2015","no degree/no degree yet","577","0.566679829102531","0.535300860365752","0.59805879783931"
"1 Strongly disagree","2016","lower secondary degree","","","",""
"1 Strongly disagree","2016","secondary school degree","","","",""
"1 Strongly disagree","2016","college entrance qualification","","","",""
"1 Strongly disagree","2016","Other degree","9","","",""
"1 Strongly disagree","2016","no degree/no degree yet","18","","",""
"2 on scale 1-7 ","2016","lower secondary degree","","","",""
"2 on scale 1-7 ","2016","secondary school degree","","","",""
"2 on scale 1-7 ","2016","college entrance qualification","","","",""
"2 on scale 1-7 ","2016","Other degree","2","","",""
"2 on scale 1-7 ","2016","no degree/no degree yet","5","","",""
"3 on scale 1-7 ","2016","lower secondary degree","1","","",""
"3 on scale 1-7 ","2016","secondary school degree","","","",""
"3 on scale 1-7 ","2016","college entrance qualification","","","",""
"3 on scale 1-7 ","2016","Other degree","16","","",""
"3 on scale 1-7 ","2016","no degree/no degree yet","5","","",""
"4 on scale 1-7","2016","lower secondary degree","1","","",""
"4 on scale 1-7","2016","secondary school degree","1","","",""
"4 on scale 1-7","2016","college entrance qualification","1","","",""
"4 on scale 1-7","2016","Other degree","28","","",""
"4 on scale 1-7","2016","no degree/no degree yet","20","","",""
"5 on scale 1-7","2016","lower secondary degree","2","","",""
"5 on scale 1-7","2016","secondary school degree","1","","",""
"5 on scale 1-7","2016","college entrance qualification","","","",""
"5 on scale 1-7","2016","Other degree","49","0.0545193367599249","0.0453767904638215","0.0636618830560284"
"5 on scale 1-7","2016","no degree/no degree yet","42","0.0779333406263149","0.064802418345256","0.0910642629073738"
"6 on scale 1-7","2016","lower secondary degree","2","","",""
"6 on scale 1-7","2016","secondary school degree","2","","",""
"6 on scale 1-7","2016","college entrance qualification","3","","",""
"6 on scale 1-7","2016","Other degree","125","0.136011474120998","0.122207398749263","0.149815549492733"
"6 on scale 1-7","2016","no degree/no degree yet","77","0.0957633935364118","0.0813491043368469","0.110177682735977"
"7 Strongly agree","2016","lower secondary degree","26","","",""
"7 Strongly agree","2016","secondary school degree","20","","",""
"7 Strongly agree","2016","college entrance qualification","23","","",""
"7 Strongly agree","2016","Other degree","2140","0.775828654374184","0.75903525880582","0.792622049942548"
"7 Strongly agree","2016","no degree/no degree yet","1434","0.74282035372898","0.721410553254619","0.764230154203341"
"1 Strongly disagree","2017","lower secondary degree","","","",""
"1 Strongly disagree","2017","secondary school degree","","","",""
"1 Strongly disagree","2017","college entrance qualification","","","",""
"1 Strongly disagree","2017","Other degree","6","","",""
"1 Strongly disagree","2017","no degree/no degree yet","2","","",""
"2 on scale 1-7 ","2017","lower secondary degree","","","",""
"2 on scale 1-7 ","2017","secondary school degree","","","",""
"2 on scale 1-7 ","2017","college entrance qualification","","","",""
"2 on scale 1-7 ","2017","Other degree","1","","",""
"2 on scale 1-7 ","2017","no degree/no degree yet","1","","",""
"3 on scale 1-7 ","2017","lower secondary degree","","","",""
"3 on scale 1-7 ","2017","secondary school degree","","","",""
"3 on scale 1-7 ","2017","college entrance qualification","","","",""
"3 on scale 1-7 ","2017","Other degree","2","","",""
"3 on scale 1-7 ","2017","no degree/no degree yet","3","","",""
"4 on scale 1-7","2017","lower secondary degree","","","",""
"4 on scale 1-7","2017","secondary school degree","","","",""
"4 on scale 1-7","2017","college entrance qualification","1","","",""
"4 on scale 1-7","2017","Other degree","11","","",""
"4 on scale 1-7","2017","no degree/no degree yet","13","","",""
"5 on scale 1-7","2017","lower secondary degree","2","","",""
"5 on scale 1-7","2017","secondary school degree","","","",""
"5 on scale 1-7","2017","college entrance qualification","1","","",""
"5 on scale 1-7","2017","Other degree","23","","",""
"5 on scale 1-7","2017","no degree/no degree yet","38","0.0326950477331715","0.0228403767377277","0.0425497187286152"
"6 on scale 1-7","2017","lower secondary degree","1","","",""
