"plh0206i01","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"4 on scale 1-7","2006","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2006","Employed","no migration background","","","","","4"
"4 on scale 1-7","2006","Not Employed","indirect migration background","","","","","4"
"5 on scale 1-7","2006","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2006","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Employed","no migration background","","","","","5"
"5 on scale 1-7","2006","Not Employed","no migration background","","","","","5"
"5 on scale 1-7","2006","Not Employed","direct migration background","","","","","5"
"6 on scale 1-7","2006","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2006","Employed","no migration background","","","","","6"
"6 on scale 1-7","2006","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2006","Not Employed","no migration background","","","","","6"
"7 Strongly agree","2006","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2006","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2006","Employed","no migration background","","","","","7"
"7 Strongly agree","2006","Employed","direct migration background","","","","","7"
"7 Strongly agree","2006","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2006","Not Employed","direct migration background","","","","","7"
"1 Strongly disagree","2007","Not Employed","no migration background","","","","","1"
"1 Strongly disagree","2007","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2007","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2007","Employed","no migration background","","","","","1"
"1 Strongly disagree","2007","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2007","Employed","indirect migration background","","","","","1"
"2 on scale 1-7 ","2007","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","Employed","no migration background","","","","","2"
"3 on scale 1-7 ","2007","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2007","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2007","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2007","Employed","direct migration background","","","","","3"
"4 on scale 1-7","2007","Not Employed","no migration background","","","","","4"
"4 on scale 1-7","2007","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2007","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2007","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2007","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2007","Employed","no migration background","","","","","4"
"5 on scale 1-7","2007","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2007","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2007","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2007","Employed","no migration background","","","","","5"
"5 on scale 1-7","2007","Not Employed","no migration background","","","","","5"
"5 on scale 1-7","2007","Not Employed","direct migration background","","","","","5"
"6 on scale 1-7","2007","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2007","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2007","Employed","no migration background","","","","","6"
"6 on scale 1-7","2007","Not Employed","no migration background","","","","","6"
"6 on scale 1-7","2007","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2007","Not Employed","direct migration background","","","","","6"
"7 Strongly agree","2007","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2007","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2007","Not Employed","direct migration background","","","","","7"
"7 Strongly agree","2007","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2007","Employed","no migration background","","","","","7"
"7 Strongly agree","2007","Employed","direct migration background","","","","","7"
"1 Strongly disagree","2008","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2008","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2008","Employed","no migration background","","","","","1"
"1 Strongly disagree","2008","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2008","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2008","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2008","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2008","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2008","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2008","Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2008","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2008","Not Employed","no migration background","","","","","2"
"3 on scale 1-7 ","2008","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2008","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2008","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2008","Not Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2008","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2008","Employed","direct migration background","","","","","3"
"4 on scale 1-7","2008","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2008","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2008","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2008","Employed","no migration background","","","","","4"
"4 on scale 1-7","2008","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2008","Not Employed","no migration background","","","","","4"
"5 on scale 1-7","2008","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2008","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2008","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2008","Employed","no migration background","","","","","5"
"5 on scale 1-7","2008","Not Employed","direct migration background","","","","","5"
"5 on scale 1-7","2008","Not Employed","no migration background","","","","","5"
"6 on scale 1-7","2008","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2008","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2008","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2008","Employed","no migration background","","","","","6"
"6 on scale 1-7","2008","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2008","Not Employed","no migration background","","","","","6"
"7 Strongly agree","2008","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2008","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2008","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2008","Employed","no migration background","","","","","7"
"7 Strongly agree","2008","Employed","direct migration background","","","","","7"
"7 Strongly agree","2008","Not Employed","direct migration background","","","","","7"
"1 Strongly disagree","2009","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2009","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2009","Employed","no migration background","","","","","1"
"1 Strongly disagree","2009","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2009","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2009","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2009","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","direct migration background","","","","","2"
"3 on scale 1-7 ","2009","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","Not Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2009","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","Employed","no migration background","","","","","3"
"4 on scale 1-7","2009","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2009","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2009","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2009","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2009","Employed","no migration background","","","","","4"
"4 on scale 1-7","2009","Not Employed","no migration background","","","","","4"
"5 on scale 1-7","2009","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2009","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2009","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2009","Not Employed","direct migration background","","","","","5"
"5 on scale 1-7","2009","Employed","no migration background","","","","","5"
"5 on scale 1-7","2009","Not Employed","no migration background","","","","","5"
"6 on scale 1-7","2009","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2009","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2009","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2009","Employed","no migration background","","","","","6"
"6 on scale 1-7","2009","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2009","Not Employed","no migration background","","","","","6"
"7 Strongly agree","2009","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2009","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2009","Not Employed","direct migration background","","","","","7"
"7 Strongly agree","2009","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2009","Employed","no migration background","","","","","7"
"7 Strongly agree","2009","Employed","direct migration background","","","","","7"
"1 Strongly disagree","2010","Not Employed","direct migration background","1","","","","1"
"1 Strongly disagree","2010","Not Employed","indirect migration background","3","","","","1"
"1 Strongly disagree","2010","Employed","no migration background","19","","","","1"
"1 Strongly disagree","2010","Employed","direct migration background","4","","","","1"
"1 Strongly disagree","2010","Employed","indirect migration background","1","","","","1"
"1 Strongly disagree","2010","Not Employed","no migration background","17","","","","1"
"2 on scale 1-7 ","2010","Not Employed","indirect migration background","3","","","","2"
"2 on scale 1-7 ","2010","Employed","no migration background","22","","","","2"
"2 on scale 1-7 ","2010","Not Employed","direct migration background","6","","","","2"
"2 on scale 1-7 ","2010","Employed","indirect migration background","5","","","","2"
"2 on scale 1-7 ","2010","Employed","direct migration background","5","","","","2"
"2 on scale 1-7 ","2010","Not Employed","no migration background","14","","","","2"
"3 on scale 1-7 ","2010","Not Employed","direct migration background","6","","","","3"
"3 on scale 1-7 ","2010","Not Employed","indirect migration background","1","","","","3"
"3 on scale 1-7 ","2010","Not Employed","no migration background","32","0.00539239807146024","0.00346463640661559","0.00732015973630489","3"
"3 on scale 1-7 ","2010","Employed","indirect migration background","1","","","","3"
"3 on scale 1-7 ","2010","Employed","direct migration background","9","","","","3"
"3 on scale 1-7 ","2010","Employed","no migration background","53","0.00682701912491627","0.00512799079618978","0.00852604745364276","3"
"4 on scale 1-7","2010","Employed","indirect migration background","11","","","","4"
"4 on scale 1-7","2010","Employed","direct migration background","24","","","","4"
"4 on scale 1-7","2010","Not Employed","indirect migration background","4","","","","4"
"4 on scale 1-7","2010","Not Employed","direct migration background","24","","","","4"
"4 on scale 1-7","2010","Employed","no migration background","218","0.02594292857675","0.0226629250239754","0.0292229321295245","4"
"4 on scale 1-7","2010","Not Employed","no migration background","182","0.0345316763563696","0.0297253381671167","0.0393380145456226","4"
"5 on scale 1-7","2010","Employed","indirect migration background","43","0.0833826906112777","0.0587020429873754","0.10806333823518","5"
"5 on scale 1-7","2010","Not Employed","indirect migration background","20","","","","5"
"5 on scale 1-7","2010","Employed","direct migration background","86","0.0926607284974887","0.073110472619297","0.11221098437568","5"
"5 on scale 1-7","2010","Employed","no migration background","753","0.0820896409346007","0.0764257233424222","0.0877535585267792","5"
"5 on scale 1-7","2010","Not Employed","direct migration background","60","0.102447539418679","0.0785978362701457","0.126297242567212","5"
"5 on scale 1-7","2010","Not Employed","no migration background","572","0.105686530639973","0.0975938726468324","0.113779188633114","5"
"6 on scale 1-7","2010","Employed","indirect migration background","115","0.285166600915622","0.244859986637425","0.325473215193819","6"
"6 on scale 1-7","2010","Not Employed","indirect migration background","41","0.269807856912691","0.204232957801427","0.335382756023955","6"
"6 on scale 1-7","2010","Employed","direct migration background","209","0.250809517817835","0.221582273573297","0.280036762062373","6"
"6 on scale 1-7","2010","Not Employed","direct migration background","158","0.26274437394423","0.228128280757323","0.297360467131138","6"
"6 on scale 1-7","2010","Employed","no migration background","2566","0.273911243696702","0.264709451994367","0.283113035399037","6"
"6 on scale 1-7","2010","Not Employed","no migration background","1477","0.254652152815273","0.243184100724853","0.266120204905693","6"
"7 Strongly agree","2010","Employed","indirect migration background","306","0.593244447980738","0.549390554446899","0.637098341514577","7"
"7 Strongly agree","2010","Not Employed","no migration background","3250","0.594679473485007","0.581756059595517","0.607602887374497","7"
"7 Strongly agree","2010","Not Employed","direct migration background","366","0.580826990653794","0.54201889420351","0.619635087104078","7"
"7 Strongly agree","2010","Not Employed","indirect migration background","104","0.499923947997152","0.426055026813821","0.573792869180483","7"
"7 Strongly agree","2010","Employed","no migration background","5392","0.604405102809237","0.594315780083618","0.614494425534856","7"
"7 Strongly agree","2010","Employed","direct migration background","508","0.615133446866116","0.582326977616419","0.647939916115814","7"
"1 Strongly disagree","2011","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2011","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2011","Employed","no migration background","","","","","1"
"1 Strongly disagree","2011","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2011","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2011","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2011","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2011","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2011","Employed","direct migration background","","","","","2"
"3 on scale 1-7 ","2011","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2011","Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2011","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","no migration background","","","","","3"
"4 on scale 1-7","2011","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2011","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2011","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2011","Employed","no migration background","","","","","4"
"4 on scale 1-7","2011","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2011","Not Employed","no migration background","","","","","4"
"5 on scale 1-7","2011","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2011","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2011","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2011","Employed","no migration background","","","","","5"
"5 on scale 1-7","2011","Not Employed","direct migration background","","","","","5"
"5 on scale 1-7","2011","Not Employed","no migration background","","","","","5"
"6 on scale 1-7","2011","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2011","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2011","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2011","Not Employed","no migration background","","","","","6"
"6 on scale 1-7","2011","Employed","no migration background","","","","","6"
"6 on scale 1-7","2011","Employed","direct migration background","","","","","6"
"7 Strongly agree","2011","Not Employed","direct migration background","","","","","7"
"7 Strongly agree","2011","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2011","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2011","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2011","Employed","no migration background","","","","","7"
"7 Strongly agree","2011","Employed","direct migration background","","","","","7"
"1 Strongly disagree","2012","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2012","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2012","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2012","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2012","Employed","no migration background","","","","","1"
"1 Strongly disagree","2012","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2012","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2012","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2012","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2012","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2012","Not Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2012","Employed","direct migration background","","","","","2"
"3 on scale 1-7 ","2012","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2012","Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2012","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2012","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2012","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2012","Not Employed","no migration background","","","","","3"
"4 on scale 1-7","2012","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2012","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2012","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2012","Employed","no migration background","","","","","4"
"4 on scale 1-7","2012","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2012","Not Employed","no migration background","","","","","4"
"5 on scale 1-7","2012","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2012","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2012","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2012","Employed","no migration background","","","","","5"
"5 on scale 1-7","2012","Not Employed","direct migration background","","","","","5"
"5 on scale 1-7","2012","Not Employed","no migration background","","","","","5"
"6 on scale 1-7","2012","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2012","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2012","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2012","Not Employed","no migration background","","","","","6"
"6 on scale 1-7","2012","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2012","Employed","no migration background","","","","","6"
"7 Strongly agree","2012","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2012","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2012","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2012","Not Employed","direct migration background","","","","","7"
"7 Strongly agree","2012","Employed","no migration background","","","","","7"
"7 Strongly agree","2012","Employed","direct migration background","","","","","7"
"1 Strongly disagree","2013","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2013","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2013","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2013","Not Employed","no migration background","","","","","1"
"1 Strongly disagree","2013","Employed","no migration background","","","","","1"
"1 Strongly disagree","2013","Employed","direct migration background","","","","","1"
"2 on scale 1-7 ","2013","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2013","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2013","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2013","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2013","Not Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2013","Employed","direct migration background","","","","","2"
"3 on scale 1-7 ","2013","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2013","Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2013","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2013","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2013","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2013","Not Employed","no migration background","","","","","3"
"4 on scale 1-7","2013","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2013","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2013","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2013","Employed","no migration background","","","","","4"
"4 on scale 1-7","2013","Not Employed","no migration background","","","","","4"
"4 on scale 1-7","2013","Not Employed","direct migration background","","","","","4"
"5 on scale 1-7","2013","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2013","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2013","Employed","no migration background","","","","","5"
"5 on scale 1-7","2013","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2013","Not Employed","direct migration background","","","","","5"
"5 on scale 1-7","2013","Not Employed","no migration background","","","","","5"
"6 on scale 1-7","2013","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2013","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2013","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2013","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2013","Employed","no migration background","","","","","6"
"6 on scale 1-7","2013","Not Employed","no migration background","","","","","6"
"7 Strongly agree","2013","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2013","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2013","Not Employed","direct migration background","","","","","7"
"7 Strongly agree","2013","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2013","Employed","no migration background","","","","","7"
"7 Strongly agree","2013","Employed","direct migration background","","","","","7"
"1 Strongly disagree","2014","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2014","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2014","Employed","no migration background","","","","","1"
"1 Strongly disagree","2014","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2014","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2014","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2014","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2014","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2014","Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2014","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2014","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2014","Not Employed","no migration background","","","","","2"
"3 on scale 1-7 ","2014","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2014","Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2014","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2014","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2014","Employed","no migration background","","","","","3"
