"plh0206i01","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"6 on scale 1-7","2005","35-65 y.","Male","1518","0.250590967569563","0.239269226591435","0.26191270854769","6"
"6 on scale 1-7","2005","66 and older","Male","409","0.222143485259545","0.202572380256731","0.241714590262359","6"
"6 on scale 1-7","2005","16-34 y.","Male","728","0.280935164857242","0.263480130994882","0.298390198719601","6"
"6 on scale 1-7","2005","35-65 y.","Female","1398","0.217127406009082","0.206677789176547","0.227577022841617","6"
"6 on scale 1-7","2005","16-34 y.","Female","672","0.215492674363084","0.200194790680312","0.230790558045856","6"
"7 Strongly agree","2005","66 and older","Female","1355","0.667379202528537","0.647033367657651","0.687725037399424","7"
"7 Strongly agree","2005","66 and older","Male","1074","0.627623319479204","0.604862411471231","0.650384227487178","7"
"7 Strongly agree","2005","35-65 y.","Male","3460","0.629742659079857","0.617127159822385","0.64235815833733","7"
"7 Strongly agree","2005","35-65 y.","Female","3955","0.67611667137202","0.664256181735769","0.687977161008271","7"
"7 Strongly agree","2005","16-34 y.","Male","1442","0.574150457454232","0.554947214847886","0.593353700060579","7"
"7 Strongly agree","2005","16-34 y.","Female","1777","0.657468371371405","0.63981188149973","0.675124861243079","7"
"1 Strongly disagree","2006","16-34 y.","Female","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2006","66 and older","Male","","","","","1"
"1 Strongly disagree","2006","66 and older","Female","","","","","1"
"1 Strongly disagree","2006","16-34 y.","Male","","","","","1"
"2 on scale 1-7 ","2006","16-34 y.","Male","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Female","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","Female","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Male","","","","","2"
"3 on scale 1-7 ","2006","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2006","66 and older","Male","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Female","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Male","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Female","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Male","","","","","3"
"4 on scale 1-7","2006","16-34 y.","Female","","","","","4"
"4 on scale 1-7","2006","16-34 y.","Male","","","","","4"
"4 on scale 1-7","2006","66 and older","Female","","","","","4"
"4 on scale 1-7","2006","66 and older","Male","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Female","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Male","","","","","4"
"5 on scale 1-7","2006","66 and older","Female","","","","","5"
"5 on scale 1-7","2006","66 and older","Male","","","","","5"
"5 on scale 1-7","2006","35-65 y.","Male","","","","","5"
"5 on scale 1-7","2006","35-65 y.","Female","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Male","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Female","","","","","5"
"6 on scale 1-7","2006","66 and older","Female","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Male","","","","","6"
"6 on scale 1-7","2006","66 and older","Male","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Female","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Female","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Male","","","","","6"
"7 Strongly agree","2006","66 and older","Female","","","","","7"
"7 Strongly agree","2006","35-65 y.","Male","","","","","7"
"7 Strongly agree","2006","35-65 y.","Female","","","","","7"
"7 Strongly agree","2006","66 and older","Male","","","","","7"
"7 Strongly agree","2006","16-34 y.","Male","","","","","7"
"7 Strongly agree","2006","16-34 y.","Female","","","","","7"
"1 Strongly disagree","2007","16-34 y.","Male","","","","","1"
"1 Strongly disagree","2007","16-34 y.","Female","","","","","1"
"1 Strongly disagree","2007","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2007","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2007","66 and older","Male","","","","","1"
"1 Strongly disagree","2007","66 and older","Female","","","","","1"
"2 on scale 1-7 ","2007","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2007","66 and older","Male","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","Male","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","Female","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","Female","","","","","2"
"3 on scale 1-7 ","2007","35-65 y.","Male","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","Female","","","","","3"
"3 on scale 1-7 ","2007","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","Male","","","","","3"
"3 on scale 1-7 ","2007","35-65 y.","Female","","","","","3"
"3 on scale 1-7 ","2007","66 and older","Male","","","","","3"
"4 on scale 1-7","2007","16-34 y.","Male","","","","","4"
"4 on scale 1-7","2007","16-34 y.","Female","","","","","4"
"4 on scale 1-7","2007","66 and older","Female","","","","","4"
"4 on scale 1-7","2007","66 and older","Male","","","","","4"
"4 on scale 1-7","2007","35-65 y.","Male","","","","","4"
"4 on scale 1-7","2007","35-65 y.","Female","","","","","4"
"5 on scale 1-7","2007","66 and older","Female","","","","","5"
"5 on scale 1-7","2007","66 and older","Male","","","","","5"
"5 on scale 1-7","2007","35-65 y.","Male","","","","","5"
"5 on scale 1-7","2007","35-65 y.","Female","","","","","5"
"5 on scale 1-7","2007","16-34 y.","Male","","","","","5"
"5 on scale 1-7","2007","16-34 y.","Female","","","","","5"
"6 on scale 1-7","2007","66 and older","Female","","","","","6"
"6 on scale 1-7","2007","66 and older","Male","","","","","6"
"6 on scale 1-7","2007","35-65 y.","Female","","","","","6"
"6 on scale 1-7","2007","16-34 y.","Male","","","","","6"
"6 on scale 1-7","2007","35-65 y.","Male","","","","","6"
"6 on scale 1-7","2007","16-34 y.","Female","","","","","6"
"7 Strongly agree","2007","66 and older","Female","","","","","7"
"7 Strongly agree","2007","16-34 y.","Male","","","","","7"
"7 Strongly agree","2007","16-34 y.","Female","","","","","7"
"7 Strongly agree","2007","35-65 y.","Male","","","","","7"
"7 Strongly agree","2007","35-65 y.","Female","","","","","7"
"7 Strongly agree","2007","66 and older","Male","","","","","7"
"1 Strongly disagree","2008","16-34 y.","Female","","","","","1"
"1 Strongly disagree","2008","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2008","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2008","66 and older","Male","","","","","1"
"1 Strongly disagree","2008","66 and older","Female","","","","","1"
"1 Strongly disagree","2008","16-34 y.","Male","","","","","1"
"2 on scale 1-7 ","2008","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2008","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","Female","","","","","2"
"2 on scale 1-7 ","2008","66 and older","Male","","","","","2"
"2 on scale 1-7 ","2008","35-65 y.","Female","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","Male","","","","","2"
"3 on scale 1-7 ","2008","35-65 y.","Male","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Female","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Male","","","","","3"
"3 on scale 1-7 ","2008","35-65 y.","Female","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Male","","","","","3"
"4 on scale 1-7","2008","66 and older","Female","","","","","4"
"4 on scale 1-7","2008","35-65 y.","Male","","","","","4"
"4 on scale 1-7","2008","66 and older","Male","","","","","4"
"4 on scale 1-7","2008","35-65 y.","Female","","","","","4"
"4 on scale 1-7","2008","16-34 y.","Female","","","","","4"
"4 on scale 1-7","2008","16-34 y.","Male","","","","","4"
"5 on scale 1-7","2008","66 and older","Female","","","","","5"
"5 on scale 1-7","2008","66 and older","Male","","","","","5"
"5 on scale 1-7","2008","35-65 y.","Male","","","","","5"
"5 on scale 1-7","2008","35-65 y.","Female","","","","","5"
"5 on scale 1-7","2008","16-34 y.","Female","","","","","5"
"5 on scale 1-7","2008","16-34 y.","Male","","","","","5"
"6 on scale 1-7","2008","66 and older","Female","","","","","6"
"6 on scale 1-7","2008","66 and older","Male","","","","","6"
"6 on scale 1-7","2008","35-65 y.","Male","","","","","6"
"6 on scale 1-7","2008","35-65 y.","Female","","","","","6"
"6 on scale 1-7","2008","16-34 y.","Female","","","","","6"
"6 on scale 1-7","2008","16-34 y.","Male","","","","","6"
"7 Strongly agree","2008","66 and older","Female","","","","","7"
"7 Strongly agree","2008","16-34 y.","Male","","","","","7"
"7 Strongly agree","2008","35-65 y.","Male","","","","","7"
"7 Strongly agree","2008","35-65 y.","Female","","","","","7"
"7 Strongly agree","2008","66 and older","Male","","","","","7"
"7 Strongly agree","2008","16-34 y.","Female","","","","","7"
"1 Strongly disagree","2009","16-34 y.","Female","","","","","1"
"1 Strongly disagree","2009","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2009","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2009","66 and older","Male","","","","","1"
"1 Strongly disagree","2009","66 and older","Female","","","","","1"
"1 Strongly disagree","2009","16-34 y.","Male","","","","","1"
"2 on scale 1-7 ","2009","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","Female","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2009","66 and older","Male","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","Male","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","Female","","","","","2"
"3 on scale 1-7 ","2009","35-65 y.","Male","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","Female","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","Male","","","","","3"
"3 on scale 1-7 ","2009","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2009","66 and older","Male","","","","","3"
"3 on scale 1-7 ","2009","35-65 y.","Female","","","","","3"
"4 on scale 1-7","2009","66 and older","Female","","","","","4"
"4 on scale 1-7","2009","35-65 y.","Male","","","","","4"
"4 on scale 1-7","2009","66 and older","Male","","","","","4"
"4 on scale 1-7","2009","16-34 y.","Female","","","","","4"
"4 on scale 1-7","2009","35-65 y.","Female","","","","","4"
"4 on scale 1-7","2009","16-34 y.","Male","","","","","4"
"5 on scale 1-7","2009","66 and older","Female","","","","","5"
"5 on scale 1-7","2009","35-65 y.","Male","","","","","5"
"5 on scale 1-7","2009","66 and older","Male","","","","","5"
"5 on scale 1-7","2009","16-34 y.","Female","","","","","5"
"5 on scale 1-7","2009","35-65 y.","Female","","","","","5"
"5 on scale 1-7","2009","16-34 y.","Male","","","","","5"
"6 on scale 1-7","2009","66 and older","Female","","","","","6"
"6 on scale 1-7","2009","66 and older","Male","","","","","6"
"6 on scale 1-7","2009","35-65 y.","Male","","","","","6"
"6 on scale 1-7","2009","35-65 y.","Female","","","","","6"
"6 on scale 1-7","2009","16-34 y.","Female","","","","","6"
"6 on scale 1-7","2009","16-34 y.","Male","","","","","6"
"7 Strongly agree","2009","66 and older","Female","","","","","7"
"7 Strongly agree","2009","16-34 y.","Male","","","","","7"
"7 Strongly agree","2009","16-34 y.","Female","","","","","7"
"7 Strongly agree","2009","35-65 y.","Male","","","","","7"
"7 Strongly agree","2009","35-65 y.","Female","","","","","7"
"7 Strongly agree","2009","66 and older","Male","","","","","7"
"1 Strongly disagree","2010","16-34 y.","Female","5","","","","1"
"1 Strongly disagree","2010","35-65 y.","Male","6","","","","1"
"1 Strongly disagree","2010","35-65 y.","Female","17","","","","1"
"1 Strongly disagree","2010","66 and older","Male","3","","","","1"
"1 Strongly disagree","2010","66 and older","Female","8","","","","1"
"1 Strongly disagree","2010","16-34 y.","Male","6","","","","1"
"2 on scale 1-7 ","2010","35-65 y.","Male","11","","","","2"
"2 on scale 1-7 ","2010","35-65 y.","Female","15","","","","2"
"2 on scale 1-7 ","2010","16-34 y.","Female","5","","","","2"
"2 on scale 1-7 ","2010","66 and older","Female","8","","","","2"
"2 on scale 1-7 ","2010","66 and older","Male","7","","","","2"
"2 on scale 1-7 ","2010","16-34 y.","Male","9","","","","2"
"3 on scale 1-7 ","2010","16-34 y.","Female","5","","","","3"
"3 on scale 1-7 ","2010","35-65 y.","Male","31","0.00787385166604957","0.00523333433604729","0.0105143689960519","3"
"3 on scale 1-7 ","2010","16-34 y.","Male","10","","","","3"
"3 on scale 1-7 ","2010","66 and older","Female","13","","","","3"
"3 on scale 1-7 ","2010","66 and older","Male","14","","","","3"
"3 on scale 1-7 ","2010","35-65 y.","Female","29","","","","3"
"4 on scale 1-7","2010","66 and older","Female","67","0.0285243935515982","0.0214400124366983","0.0356087746664982","4"
"4 on scale 1-7","2010","66 and older","Male","63","0.0322286099098639","0.0243269600697774","0.0401302597499504","4"
"4 on scale 1-7","2010","35-65 y.","Male","101","0.0262576528626401","0.0214805791835774","0.0310347265417027","4"
"4 on scale 1-7","2010","16-34 y.","Female","39","0.0190497167471392","0.0128373172108664","0.0252621162834121","4"
"4 on scale 1-7","2010","35-65 y.","Female","134","0.0313708920861377","0.0264203815115611","0.0363214026607144","4"
"4 on scale 1-7","2010","16-34 y.","Male","59","0.0372113531096539","0.0282765976253374","0.0461461085939703","4"
"5 on scale 1-7","2010","66 and older","Female","207","0.0955960533666852","0.0830825486197149","0.108109558113655","5"
"5 on scale 1-7","2010","35-65 y.","Male","425","0.0945914210519646","0.085848427919153","0.103334414184776","5"
"5 on scale 1-7","2010","66 and older","Male","194","0.109713071187722","0.0957299285298185","0.123696213845625","5"
"5 on scale 1-7","2010","35-65 y.","Female","377","0.07800319194179","0.0703871610601555","0.0856192228234246","5"
"5 on scale 1-7","2010","16-34 y.","Female","160","0.0846710504456394","0.0720193852106718","0.0973227156806069","5"
"5 on scale 1-7","2010","16-34 y.","Male","171","0.10216505026232","0.0878685778584698","0.116461522666171","5"
"6 on scale 1-7","2010","66 and older","Female","525","0.242350672903361","0.224114487764063","0.260586858042659","6"
"6 on scale 1-7","2010","35-65 y.","Male","1216","0.261511062205914","0.248382142594521","0.274639981817307","6"
"6 on scale 1-7","2010","66 and older","Male","510","0.248126874768868","0.228801862099903","0.267451887437833","6"
"6 on scale 1-7","2010","16-34 y.","Female","515","0.279709319523061","0.259310784189925","0.300107854856197","6"
"6 on scale 1-7","2010","35-65 y.","Female","1267","0.256550942104169","0.24414812855872","0.268953755649618","6"
"6 on scale 1-7","2010","16-34 y.","Male","533","0.328765743021792","0.306590938713265","0.350940547330318","6"
"7 Strongly agree","2010","66 and older","Female","1293","0.620826388706027","0.600178203189969","0.641474574222085","7"
"7 Strongly agree","2010","16-34 y.","Male","936","0.514841528311318","0.491249892497743","0.538433164124893","7"
"7 Strongly agree","2010","16-34 y.","Female","1131","0.610948423360954","0.58879211081133","0.633104735910577","7"
"7 Strongly agree","2010","35-65 y.","Male","2514","0.604155625587509","0.589545679604821","0.618765571570198","7"
"7 Strongly agree","2010","35-65 y.","Female","2924","0.617538903954087","0.603737171822343","0.631340636085831","7"
"7 Strongly agree","2010","66 and older","Male","1128","0.597797400632798","0.575858742971061","0.619736058294535","7"
"1 Strongly disagree","2011","16-34 y.","Female","","","","","1"
"1 Strongly disagree","2011","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2011","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2011","66 and older","Male","","","","","1"
"1 Strongly disagree","2011","66 and older","Female","","","","","1"
"1 Strongly disagree","2011","16-34 y.","Male","","","","","1"
"2 on scale 1-7 ","2011","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","Female","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Female","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Male","","","","","2"
"2 on scale 1-7 ","2011","66 and older","Male","","","","","2"
"3 on scale 1-7 ","2011","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2011","66 and older","Male","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Female","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Male","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Female","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Male","","","","","3"
"4 on scale 1-7","2011","66 and older","Male","","","","","4"
"4 on scale 1-7","2011","66 and older","Female","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Male","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Female","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Female","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Male","","","","","4"
"5 on scale 1-7","2011","66 and older","Female","","","","","5"
"5 on scale 1-7","2011","66 and older","Male","","","","","5"
"5 on scale 1-7","2011","35-65 y.","Male","","","","","5"
"5 on scale 1-7","2011","35-65 y.","Female","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Female","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Male","","","","","5"
"6 on scale 1-7","2011","16-34 y.","Female","","","","","6"
"6 on scale 1-7","2011","66 and older","Female","","","","","6"
"6 on scale 1-7","2011","35-65 y.","Male","","","","","6"
"6 on scale 1-7","2011","16-34 y.","Male","","","","","6"
"6 on scale 1-7","2011","35-65 y.","Female","","","","","6"
"6 on scale 1-7","2011","66 and older","Male","","","","","6"
"7 Strongly agree","2011","16-34 y.","Female","","","","","7"
"7 Strongly agree","2011","35-65 y.","Male","","","","","7"
"7 Strongly agree","2011","66 and older","Female","","","","","7"
"7 Strongly agree","2011","16-34 y.","Male","","","","","7"
"7 Strongly agree","2011","35-65 y.","Female","","","","","7"
"7 Strongly agree","2011","66 and older","Male","","","","","7"
"1 Strongly disagree","2012","16-34 y.","Female","","","","","1"
"1 Strongly disagree","2012","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2012","66 and older","Male","","","","","1"
"1 Strongly disagree","2012","66 and older","Female","","","","","1"
"1 Strongly disagree","2012","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2012","16-34 y.","Male","","","","","1"
"2 on scale 1-7 ","2012","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2012","35-65 y.","Female","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Female","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Male","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Male","","","","","2"
"3 on scale 1-7 ","2012","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2012","66 and older","Male","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Male","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Female","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Female","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Male","","","","","3"
"4 on scale 1-7","2012","66 and older","Female","","","","","4"
"4 on scale 1-7","2012","66 and older","Male","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Male","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Female","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Female","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Male","","","","","4"
"5 on scale 1-7","2012","66 and older","Female","","","","","5"
"5 on scale 1-7","2012","66 and older","Male","","","","","5"
"5 on scale 1-7","2012","35-65 y.","Male","","","","","5"
"5 on scale 1-7","2012","35-65 y.","Female","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Female","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Male","","","","","5"
"6 on scale 1-7","2012","16-34 y.","Female","","","","","6"
"6 on scale 1-7","2012","66 and older","Female","","","","","6"
"6 on scale 1-7","2012","66 and older","Male","","","","","6"
"6 on scale 1-7","2012","16-34 y.","Male","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Male","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Female","","","","","6"
"7 Strongly agree","2012","66 and older","Female","","","","","7"
"7 Strongly agree","2012","35-65 y.","Male","","","","","7"
"7 Strongly agree","2012","16-34 y.","Male","","","","","7"
"7 Strongly agree","2012","16-34 y.","Female","","","","","7"
"7 Strongly agree","2012","35-65 y.","Female","","","","","7"
"7 Strongly agree","2012","66 and older","Male","","","","","7"
"1 Strongly disagree","2013","16-34 y.","Female","","","","","1"
"1 Strongly disagree","2013","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2013","66 and older","Female","","","","","1"
"1 Strongly disagree","2013","16-34 y.","Male","","","","","1"
"1 Strongly disagree","2013","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2013","66 and older","Male","","","","","1"
"2 on scale 1-7 ","2013","16-34 y.","Female","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","Female","","","","","2"
"2 on scale 1-7 ","2013","16-34 y.","Male","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Male","","","","","2"
"3 on scale 1-7 ","2013","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2013","66 and older","Male","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","Male","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","Female","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Female","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Male","","","","","3"
"4 on scale 1-7","2013","66 and older","Female","","","","","4"
"4 on scale 1-7","2013","66 and older","Male","","","","","4"
"4 on scale 1-7","2013","35-65 y.","Male","","","","","4"
"4 on scale 1-7","2013","35-65 y.","Female","","","","","4"
"4 on scale 1-7","2013","16-34 y.","Male","","","","","4"
"4 on scale 1-7","2013","16-34 y.","Female","","","","","4"
"5 on scale 1-7","2013","66 and older","Female","","","","","5"
"5 on scale 1-7","2013","35-65 y.","Male","","","","","5"
"5 on scale 1-7","2013","35-65 y.","Female","","","","","5"
"5 on scale 1-7","2013","66 and older","Male","","","","","5"
"5 on scale 1-7","2013","16-34 y.","Female","","","","","5"
"5 on scale 1-7","2013","16-34 y.","Male","","","","","5"
"6 on scale 1-7","2013","16-34 y.","Female","","","","","6"
"6 on scale 1-7","2013","66 and older","Female","","","","","6"
"6 on scale 1-7","2013","66 and older","Male","","","","","6"
"6 on scale 1-7","2013","35-65 y.","Male","","","","","6"
"6 on scale 1-7","2013","35-65 y.","Female","","","","","6"
"6 on scale 1-7","2013","16-34 y.","Male","","","","","6"
"7 Strongly agree","2013","66 and older","Female","","","","","7"
"7 Strongly agree","2013","16-34 y.","Male","","","","","7"
"7 Strongly agree","2013","16-34 y.","Female","","","","","7"
"7 Strongly agree","2013","35-65 y.","Male","","","","","7"
"7 Strongly agree","2013","35-65 y.","Female","","","","","7"
"7 Strongly agree","2013","66 and older","Male","","","","","7"
"1 Strongly disagree","2014","16-34 y.","Female","","","","","1"
"1 Strongly disagree","2014","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2014","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2014","66 and older","Male","","","","","1"
"1 Strongly disagree","2014","66 and older","Female","","","","","1"
"1 Strongly disagree","2014","16-34 y.","Male","","","","","1"
"2 on scale 1-7 ","2014","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2014","66 and older","Male","","","","","2"
"2 on scale 1-7 ","2014","16-34 y.","Female","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","Female","","","","","2"
"2 on scale 1-7 ","2014","16-34 y.","Male","","","","","2"
"3 on scale 1-7 ","2014","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2014","66 and older","Male","","","","","3"
"3 on scale 1-7 ","2014","35-65 y.","Male","","","","","3"
"3 on scale 1-7 ","2014","16-34 y.","Female","","","","","3"
"3 on scale 1-7 ","2014","35-65 y.","Female","","","","","3"
"3 on scale 1-7 ","2014","16-34 y.","Male","","","","","3"
"4 on scale 1-7","2014","66 and older","Female","","","","","4"
"4 on scale 1-7","2014","35-65 y.","Male","","","","","4"
"4 on scale 1-7","2014","66 and older","Male","","","","","4"
"4 on scale 1-7","2014","35-65 y.","Female","","","","","4"
"4 on scale 1-7","2014","16-34 y.","Female","","","","","4"
"4 on scale 1-7","2014","16-34 y.","Male","","","","","4"
"5 on scale 1-7","2014","35-65 y.","Male","","","","","5"
"5 on scale 1-7","2014","16-34 y.","Female","","","","","5"
"5 on scale 1-7","2014","16-34 y.","Male","","","","","5"
"5 on scale 1-7","2014","66 and older","Female","","","","","5"
"5 on scale 1-7","2014","35-65 y.","Female","","","","","5"
"5 on scale 1-7","2014","66 and older","Male","","","","","5"
"6 on scale 1-7","2014","66 and older","Female","","","","","6"
"6 on scale 1-7","2014","16-34 y.","Female","","","","","6"
"6 on scale 1-7","2014","16-34 y.","Male","","","","","6"
"6 on scale 1-7","2014","66 and older","Male","","","","","6"
