"plh0206i01","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","Couple + C. GT 16 ","1","","",""
"1 Strongly disagree","2005","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2005","lower secondary degree","1-pers.-HH","5","","",""
"2 on scale 1-7 ","2005","lower secondary degree","(Married) couple without C. ","11","","",""
"2 on scale 1-7 ","2005","lower secondary degree","Single parent ","","","",""
"2 on scale 1-7 ","2005","lower secondary degree","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2005","lower secondary degree","Couple + C. GT 16 ","3","","",""
"2 on scale 1-7 ","2005","lower secondary degree","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2005","secondary school degree","1-pers.-HH","2","","",""
"2 on scale 1-7 ","2005","secondary school degree","(Married) couple without C. ","2","","",""
"2 on scale 1-7 ","2005","secondary school degree","Single parent ","","","",""
"2 on scale 1-7 ","2005","secondary school degree","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2005","secondary school degree","Couple + C. GT 16 ","5","","",""
"2 on scale 1-7 ","2005","secondary school degree","Couple + C. LE and GT 16","1","","",""
"2 on scale 1-7 ","2005","college entrance qualification","1-pers.-HH","2","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(Married) couple without C. ","3","","",""
"2 on scale 1-7 ","2005","college entrance qualification","Single parent ","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","Couple + C. LE 16 ","2","","",""
"2 on scale 1-7 ","2005","college entrance qualification","Couple + C. GT 16 ","2","","",""
"2 on scale 1-7 ","2005","college entrance qualification","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2005","Other degree","1-pers.-HH","1","","",""
"2 on scale 1-7 ","2005","Other degree","(Married) couple without C. ","2","","",""
"2 on scale 1-7 ","2005","Other degree","Single parent ","","","",""
"2 on scale 1-7 ","2005","Other degree","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2005","Other degree","Couple + C. GT 16 ","2","","",""
"2 on scale 1-7 ","2005","Other degree","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","1-pers.-HH","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","Single parent ","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","1-pers.-HH","9","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(Married) couple without C. ","24","","",""
"3 on scale 1-7 ","2005","lower secondary degree","Single parent ","3","","",""
"3 on scale 1-7 ","2005","lower secondary degree","Couple + C. LE 16 ","8","","",""
"3 on scale 1-7 ","2005","lower secondary degree","Couple + C. GT 16 ","9","","",""
"3 on scale 1-7 ","2005","lower secondary degree","Couple + C. LE and GT 16","2","","",""
"3 on scale 1-7 ","2005","secondary school degree","1-pers.-HH","4","","",""
"3 on scale 1-7 ","2005","secondary school degree","(Married) couple without C. ","7","","",""
"3 on scale 1-7 ","2005","secondary school degree","Single parent ","2","","",""
"3 on scale 1-7 ","2005","secondary school degree","Couple + C. LE 16 ","6","","",""
"3 on scale 1-7 ","2005","secondary school degree","Couple + C. GT 16 ","6","","",""
"3 on scale 1-7 ","2005","secondary school degree","Couple + C. LE and GT 16","1","","",""
"3 on scale 1-7 ","2005","college entrance qualification","1-pers.-HH","4","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(Married) couple without C. ","10","","",""
"3 on scale 1-7 ","2005","college entrance qualification","Single parent ","1","","",""
"3 on scale 1-7 ","2005","college entrance qualification","Couple + C. LE 16 ","8","","",""
"3 on scale 1-7 ","2005","college entrance qualification","Couple + C. GT 16 ","5","","",""
"3 on scale 1-7 ","2005","college entrance qualification","Couple + C. LE and GT 16","2","","",""
"3 on scale 1-7 ","2005","Other degree","1-pers.-HH","1","","",""
"3 on scale 1-7 ","2005","Other degree","(Married) couple without C. ","3","","",""
"3 on scale 1-7 ","2005","Other degree","Single parent ","","","",""
"3 on scale 1-7 ","2005","Other degree","Couple + C. LE 16 ","2","","",""
"3 on scale 1-7 ","2005","Other degree","Couple + C. GT 16 ","1","","",""
"3 on scale 1-7 ","2005","Other degree","Couple + C. LE and GT 16","1","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","1-pers.-HH","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(Married) couple without C. ","4","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","Single parent ","1","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","Couple + C. LE 16 ","1","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","Couple + C. LE and GT 16","2","","",""
"4 on scale 1-7","2005","lower secondary degree","1-pers.-HH","42","0.0376051137471835","0.0270122705277578","0.0481979569666092"
"4 on scale 1-7","2005","lower secondary degree","(Married) couple without C. ","95","0.0292286028954596","0.0232049402509858","0.0352522655399334"
"4 on scale 1-7","2005","lower secondary degree","Single parent ","12","","",""
"4 on scale 1-7","2005","lower secondary degree","Couple + C. LE 16 ","29","","",""
"4 on scale 1-7","2005","lower secondary degree","Couple + C. GT 16 ","33","0.0316123398864733","0.0206186213064612","0.0426060584664854"
"4 on scale 1-7","2005","lower secondary degree","Couple + C. LE and GT 16","11","","",""
"4 on scale 1-7","2005","secondary school degree","1-pers.-HH","17","","",""
"4 on scale 1-7","2005","secondary school degree","(Married) couple without C. ","30","0.0152394019183568","0.00958326399623076","0.0208955398404828"
"4 on scale 1-7","2005","secondary school degree","Single parent ","15","","",""
"4 on scale 1-7","2005","secondary school degree","Couple + C. LE 16 ","26","","",""
"4 on scale 1-7","2005","secondary school degree","Couple + C. GT 16 ","30","0.033795831256096","0.0231749215334679","0.044416740978724"
"4 on scale 1-7","2005","secondary school degree","Couple + C. LE and GT 16","14","","",""
"4 on scale 1-7","2005","college entrance qualification","1-pers.-HH","15","","",""
"4 on scale 1-7","2005","college entrance qualification","(Married) couple without C. ","41","0.0257167376720285","0.018266431806512","0.0331670435375449"
"4 on scale 1-7","2005","college entrance qualification","Single parent ","4","","",""
"4 on scale 1-7","2005","college entrance qualification","Couple + C. LE 16 ","23","","",""
"4 on scale 1-7","2005","college entrance qualification","Couple + C. GT 16 ","16","","",""
"4 on scale 1-7","2005","college entrance qualification","Couple + C. LE and GT 16","11","","",""
"4 on scale 1-7","2005","Other degree","1-pers.-HH","2","","",""
"4 on scale 1-7","2005","Other degree","(Married) couple without C. ","14","","",""
"4 on scale 1-7","2005","Other degree","Single parent ","3","","",""
"4 on scale 1-7","2005","Other degree","Couple + C. LE 16 ","16","","",""
"4 on scale 1-7","2005","Other degree","Couple + C. GT 16 ","12","","",""
"4 on scale 1-7","2005","Other degree","Couple + C. LE and GT 16","4","","",""
"4 on scale 1-7","2005","no degree/no degree yet","1-pers.-HH","4","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(Married) couple without C. ","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","Single parent ","8","","",""
"4 on scale 1-7","2005","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"4 on scale 1-7","2005","no degree/no degree yet","Couple + C. GT 16 ","16","","",""
"4 on scale 1-7","2005","no degree/no degree yet","Couple + C. LE and GT 16","12","","",""
"5 on scale 1-7","2005","lower secondary degree","1-pers.-HH","97","0.0765728990259306","0.0617664372174162","0.091379360834445"
"5 on scale 1-7","2005","lower secondary degree","(Married) couple without C. ","250","0.0829532711039253","0.0730902351100204","0.0928163070978301"
"5 on scale 1-7","2005","lower secondary degree","Single parent ","34","0.0807714988726642","0.0520603313362075","0.109482666409121"
"5 on scale 1-7","2005","lower secondary degree","Couple + C. LE 16 ","74","0.0944522055443222","0.0756863223197051","0.113218088768939"
"5 on scale 1-7","2005","lower secondary degree","Couple + C. GT 16 ","92","0.0944649165025397","0.0760877062578514","0.112842126747228"
"5 on scale 1-7","2005","lower secondary degree","Couple + C. LE and GT 16","42","0.0920462725472581","0.0633549380583784","0.120737607036138"
"5 on scale 1-7","2005","secondary school degree","1-pers.-HH","52","0.0683281690699532","0.0505301849479385","0.086126153191968"
"5 on scale 1-7","2005","secondary school degree","(Married) couple without C. ","121","0.0682523542765548","0.0566089850979791","0.0798957234551304"
"5 on scale 1-7","2005","secondary school degree","Single parent ","19","","",""
"5 on scale 1-7","2005","secondary school degree","Couple + C. LE 16 ","82","0.0586087192116505","0.0461387217737293","0.0710787166495718"
"5 on scale 1-7","2005","secondary school degree","Couple + C. GT 16 ","68","0.0573030163166914","0.0436423935810913","0.0709636390522915"
"5 on scale 1-7","2005","secondary school degree","Couple + C. LE and GT 16","52","0.106442131786473","0.0794369346662655","0.133447328906681"
"5 on scale 1-7","2005","college entrance qualification","1-pers.-HH","64","0.0970015797132755","0.0763111401721271","0.117692019254424"
"5 on scale 1-7","2005","college entrance qualification","(Married) couple without C. ","134","0.0810342061945974","0.0681899958680729","0.093878416521122"
"5 on scale 1-7","2005","college entrance qualification","Single parent ","8","","",""
"5 on scale 1-7","2005","college entrance qualification","Couple + C. LE 16 ","88","0.0804280555553171","0.0647032705015815","0.0961528406090526"
"5 on scale 1-7","2005","college entrance qualification","Couple + C. GT 16 ","75","0.103675306137601","0.0837373669680006","0.123613245307201"
"5 on scale 1-7","2005","college entrance qualification","Couple + C. LE and GT 16","23","","",""
"5 on scale 1-7","2005","Other degree","1-pers.-HH","6","","",""
"5 on scale 1-7","2005","Other degree","(Married) couple without C. ","28","","",""
"5 on scale 1-7","2005","Other degree","Single parent ","7","","",""
"5 on scale 1-7","2005","Other degree","Couple + C. LE 16 ","24","","",""
"5 on scale 1-7","2005","Other degree","Couple + C. GT 16 ","16","","",""
"5 on scale 1-7","2005","Other degree","Couple + C. LE and GT 16","10","","",""
"5 on scale 1-7","2005","no degree/no degree yet","1-pers.-HH","4","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(Married) couple without C. ","7","","",""
"5 on scale 1-7","2005","no degree/no degree yet","Single parent ","13","","",""
"5 on scale 1-7","2005","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"5 on scale 1-7","2005","no degree/no degree yet","Couple + C. GT 16 ","34","0.150383856163506","0.110136369680347","0.190631342646665"
"5 on scale 1-7","2005","no degree/no degree yet","Couple + C. LE and GT 16","48","0.161404485691625","0.118540856335732","0.204268115047517"
"6 on scale 1-7","2005","lower secondary degree","1-pers.-HH","260","0.203253891950636","0.180846472271454","0.225661311629819"
"6 on scale 1-7","2005","lower secondary degree","(Married) couple without C. ","695","0.225578025206815","0.210631668047255","0.240524382366375"
"6 on scale 1-7","2005","lower secondary degree","Single parent ","78","0.217794158256797","0.174303730169804","0.26128458634379"
"6 on scale 1-7","2005","lower secondary degree","Couple + C. LE 16 ","224","0.219732137807016","0.193163094333807","0.246301181280225"
"6 on scale 1-7","2005","lower secondary degree","Couple + C. GT 16 ","207","0.20010410138421","0.174965772664886","0.225242430103534"
"6 on scale 1-7","2005","lower secondary degree","Couple + C. LE and GT 16","95","0.241591313465668","0.199109006345197","0.284073620586139"
"6 on scale 1-7","2005","secondary school degree","1-pers.-HH","173","0.213063777905437","0.184179333348154","0.24194822246272"
"6 on scale 1-7","2005","secondary school degree","(Married) couple without C. ","461","0.237989402421225","0.218327297348869","0.257651507493582"
"6 on scale 1-7","2005","secondary school degree","Single parent ","75","0.192261855620629","0.150858043421911","0.233665667819346"
"6 on scale 1-7","2005","secondary school degree","Couple + C. LE 16 ","337","0.239407520415466","0.216753511301524","0.262061529529409"
"6 on scale 1-7","2005","secondary school degree","Couple + C. GT 16 ","316","0.286442709848832","0.25987041835205","0.313015001345613"
"6 on scale 1-7","2005","secondary school degree","Couple + C. LE and GT 16","120","0.216732084994577","0.18065379035085","0.252810379638305"
"6 on scale 1-7","2005","college entrance qualification","1-pers.-HH","203","0.240706697527704","0.210819465874261","0.270593929181148"
"6 on scale 1-7","2005","college entrance qualification","(Married) couple without C. ","477","0.257861913711921","0.237271763963395","0.278452063460447"
"6 on scale 1-7","2005","college entrance qualification","Single parent ","51","0.244000401079088","0.182606501564375","0.3053943005938"
"6 on scale 1-7","2005","college entrance qualification","Couple + C. LE 16 ","354","0.299702103989873","0.273212566022784","0.326191641956962"
"6 on scale 1-7","2005","college entrance qualification","Couple + C. GT 16 ","277","0.303259930386841","0.27319551024434","0.333324350529341"
"6 on scale 1-7","2005","college entrance qualification","Couple + C. LE and GT 16","100","0.273392117378116","0.22544946072947","0.321334774026762"
"6 on scale 1-7","2005","Other degree","1-pers.-HH","19","","",""
"6 on scale 1-7","2005","Other degree","(Married) couple without C. ","77","0.203011652803739","0.160871069947435","0.245152235660042"
"6 on scale 1-7","2005","Other degree","Single parent ","17","","",""
"6 on scale 1-7","2005","Other degree","Couple + C. LE 16 ","46","0.229121956897977","0.172814307574964","0.285429606220991"
"6 on scale 1-7","2005","Other degree","Couple + C. GT 16 ","48","0.234973818085628","0.178948460548264","0.290999175622991"
"6 on scale 1-7","2005","Other degree","Couple + C. LE and GT 16","22","","",""
"6 on scale 1-7","2005","no degree/no degree yet","1-pers.-HH","4","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(Married) couple without C. ","16","","",""
"6 on scale 1-7","2005","no degree/no degree yet","Single parent ","36","0.408270680423272","0.319209017309732","0.497332343536812"
"6 on scale 1-7","2005","no degree/no degree yet","Couple + C. LE 16 ","7","","",""
"6 on scale 1-7","2005","no degree/no degree yet","Couple + C. GT 16 ","85","0.22897677184336","0.181666415202349","0.27628712848437"
"6 on scale 1-7","2005","no degree/no degree yet","Couple + C. LE and GT 16","63","0.181348059990817","0.136456884477563","0.226239235504071"
"7 Strongly agree","2005","lower secondary degree","1-pers.-HH","826","0.667091321260055","0.640851091000076","0.693331551520035"
"7 Strongly agree","2005","lower secondary degree","(Married) couple without C. ","1922","0.648258457057369","0.631182539293344","0.665334374821393"
"7 Strongly agree","2005","lower secondary degree","Single parent ","215","0.654893567646112","0.604801157127044","0.704985978165179"
"7 Strongly agree","2005","lower secondary degree","Couple + C. LE 16 ","596","0.645239150987879","0.614539356552066","0.675938945423692"
"7 Strongly agree","2005","lower secondary degree","Couple + C. GT 16 ","625","0.653090876822199","0.623182947886834","0.682998805757563"
"7 Strongly agree","2005","lower secondary degree","Couple + C. LE and GT 16","239","0.629878222542924","0.581958267304019","0.677798177781828"
"7 Strongly agree","2005","secondary school degree","1-pers.-HH","522","0.686428494840083","0.653701555768552","0.719155433911614"
"7 Strongly agree","2005","secondary school degree","(Married) couple without C. ","1180","0.676051297815796","0.65444409018066","0.697658505450931"
"7 Strongly agree","2005","secondary school degree","Single parent ","236","0.694433425589345","0.646035505269504","0.742831345909186"
"7 Strongly agree","2005","secondary school degree","Couple + C. LE 16 ","911","0.675847643645402","0.65099920204884","0.700696085241965"
"7 Strongly agree","2005","secondary school degree","Couple + C. GT 16 ","684","0.615875193128781","0.587287557991166","0.644462828266396"
"7 Strongly agree","2005","secondary school degree","Couple + C. LE and GT 16","313","0.633992185687046","0.59181123542013","0.676173135953962"
"7 Strongly agree","2005","college entrance qualification","1-pers.-HH","495","0.626781119270387","0.592968674438929","0.660593564101845"
"7 Strongly agree","2005","college entrance qualification","(Married) couple without C. ","1067","0.627942529933677","0.605192157641143","0.65069290222621"
"7 Strongly agree","2005","college entrance qualification","Single parent ","124","0.689868975763543","0.623750157868956","0.75598779365813"
"7 Strongly agree","2005","college entrance qualification","Couple + C. LE 16 ","672","0.586141655252644","0.5576632787024","0.614620031802888"
"7 Strongly agree","2005","college entrance qualification","Couple + C. GT 16 ","523","0.542123419920927","0.50953725714772","0.574709582694135"
"7 Strongly agree","2005","college entrance qualification","Couple + C. LE and GT 16","196","0.60040427790166","0.547716321591301","0.65309223421202"
"7 Strongly agree","2005","Other degree","1-pers.-HH","68","0.708532557166053","0.618097429768468","0.798967684563637"
"7 Strongly agree","2005","Other degree","(Married) couple without C. ","225","0.663832412852507","0.614341984329224","0.713322841375789"
"7 Strongly agree","2005","Other degree","Single parent ","35","0.518303368645968","0.39392894918792","0.642677788104015"
"7 Strongly agree","2005","Other degree","Couple + C. LE 16 ","126","0.596614785757051","0.530887121652899","0.662342449861203"
"7 Strongly agree","2005","Other degree","Couple + C. GT 16 ","140","0.627056999328646","0.563155434851134","0.690958563806159"
"7 Strongly agree","2005","Other degree","Couple + C. LE and GT 16","81","0.654877382641074","0.569099801791994","0.740654963490154"
"7 Strongly agree","2005","no degree/no degree yet","1-pers.-HH","25","","",""
"7 Strongly agree","2005","no degree/no degree yet","(Married) couple without C. ","56","0.651594810639172","0.549702933337683","0.753486687940661"
"7 Strongly agree","2005","no degree/no degree yet","Single parent ","59","0.464935049330433","0.374558749749273","0.555311348911592"
"7 Strongly agree","2005","no degree/no degree yet","Couple + C. LE 16 ","25","","",""
"7 Strongly agree","2005","no degree/no degree yet","Couple + C. GT 16 ","167","0.571483317714717","0.515763149052678","0.627203486376755"
"7 Strongly agree","2005","no degree/no degree yet","Couple + C. LE and GT 16","158","0.605003698186418","0.548048888802869","0.661958507569968"
"1 Strongly disagree","2006","lower secondary degree","1-pers.-HH","","","",""
"1 Strongly disagree","2006","lower secondary degree","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","lower secondary degree","Single parent ","","","",""
"1 Strongly disagree","2006","lower secondary degree","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","lower secondary degree","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","lower secondary degree","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2006","secondary school degree","1-pers.-HH","","","",""
"1 Strongly disagree","2006","secondary school degree","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","secondary school degree","Single parent ","","","",""
"1 Strongly disagree","2006","secondary school degree","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","secondary school degree","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","secondary school degree","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2006","college entrance qualification","1-pers.-HH","","","",""
"1 Strongly disagree","2006","college entrance qualification","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","college entrance qualification","Single parent ","","","",""
"1 Strongly disagree","2006","college entrance qualification","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","college entrance qualification","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","college entrance qualification","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2006","Other degree","1-pers.-HH","","","",""
"1 Strongly disagree","2006","Other degree","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","Other degree","Single parent ","","","",""
"1 Strongly disagree","2006","Other degree","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","Other degree","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","Other degree","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","1-pers.-HH","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","Single parent ","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","Single parent ","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","secondary school degree","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","secondary school degree","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","secondary school degree","Single parent ","","","",""
"2 on scale 1-7 ","2006","secondary school degree","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","secondary school degree","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","secondary school degree","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","Single parent ","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","Other degree","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","Other degree","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","Other degree","Single parent ","","","",""
"2 on scale 1-7 ","2006","Other degree","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","Other degree","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","Other degree","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","Single parent ","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","Single parent ","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","secondary school degree","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","secondary school degree","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","secondary school degree","Single parent ","","","",""
"3 on scale 1-7 ","2006","secondary school degree","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","secondary school degree","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","secondary school degree","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","Single parent ","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","Other degree","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","Other degree","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","Other degree","Single parent ","","","",""
"3 on scale 1-7 ","2006","Other degree","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","Other degree","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","Other degree","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","Single parent ","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","lower secondary degree","1-pers.-HH","","","",""
"4 on scale 1-7","2006","lower secondary degree","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","lower secondary degree","Single parent ","","","",""
"4 on scale 1-7","2006","lower secondary degree","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","lower secondary degree","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","lower secondary degree","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","secondary school degree","1-pers.-HH","","","",""
"4 on scale 1-7","2006","secondary school degree","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","secondary school degree","Single parent ","","","",""
"4 on scale 1-7","2006","secondary school degree","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","secondary school degree","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","secondary school degree","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","college entrance qualification","1-pers.-HH","","","",""
"4 on scale 1-7","2006","college entrance qualification","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","college entrance qualification","Single parent ","","","",""
"4 on scale 1-7","2006","college entrance qualification","Couple + C. LE 16 ","","","",""
