"plh0206i01","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2005","Not Employed","no degree/no degree yet","162","0.222771142160391","0.192033844290823","0.253508440029959"
"6 on scale 1-7","2005","Employed","lower secondary degree","754","0.21395185960623","0.199995956023991","0.227907763188469"
"6 on scale 1-7","2005","Employed","secondary school degree","1146","0.242018992169695","0.229500831157667","0.254537153181722"
"6 on scale 1-7","2005","Employed","college entrance qualification","1154","0.276310994867004","0.262365799153387","0.29025619058062"
"6 on scale 1-7","2005","Employed","Other degree","136","0.21085671995053","0.179376345594249","0.24233709430681"
"6 on scale 1-7","2005","Employed","no degree/no degree yet","58","0.235130883643162","0.175455444063519","0.294806323222805"
"7 Strongly agree","2005","Not Employed","lower secondary degree","2392","0.641579963432172","0.62628886618336","0.656871060680984"
"7 Strongly agree","2005","Not Employed","secondary school degree","982","0.659534290828085","0.635782315838186","0.683286265817984"
"7 Strongly agree","2005","Not Employed","college entrance qualification","765","0.63456574107897","0.607784528692192","0.661346953465748"
"7 Strongly agree","2005","Not Employed","Other degree","293","0.622394895583399","0.579071000827999","0.6657187903388"
"7 Strongly agree","2005","Not Employed","no degree/no degree yet","398","0.591130492410808","0.554814676647557","0.627446308174059"
"7 Strongly agree","2005","Employed","lower secondary degree","2171","0.667659078906609","0.651628668383981","0.683689489429236"
"7 Strongly agree","2005","Employed","secondary school degree","2933","0.668102825920364","0.654339921972431","0.681865729868296"
"7 Strongly agree","2005","Employed","college entrance qualification","2383","0.604501714101143","0.589253442663238","0.619749985539048"
"7 Strongly agree","2005","Employed","Other degree","413","0.63281891281245","0.595618469910818","0.670019355714082"
"7 Strongly agree","2005","Employed","no degree/no degree yet","111","0.601189970760534","0.532287289030924","0.670092652490144"
"1 Strongly disagree","2006","Not Employed","lower secondary degree","","","",""
"1 Strongly disagree","2006","Not Employed","secondary school degree","","","",""
"1 Strongly disagree","2006","Not Employed","college entrance qualification","","","",""
"1 Strongly disagree","2006","Not Employed","Other degree","","","",""
"1 Strongly disagree","2006","Not Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2006","Employed","lower secondary degree","","","",""
"1 Strongly disagree","2006","Employed","secondary school degree","","","",""
"1 Strongly disagree","2006","Employed","college entrance qualification","","","",""
"1 Strongly disagree","2006","Employed","Other degree","","","",""
"1 Strongly disagree","2006","Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","Not Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","Not Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2006","Not Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Not Employed","Other degree","","","",""
"2 on scale 1-7 ","2006","Not Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2006","Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Employed","Other degree","","","",""
"2 on scale 1-7 ","2006","Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","Not Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","Not Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2006","Not Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Not Employed","Other degree","","","",""
"3 on scale 1-7 ","2006","Not Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2006","Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Employed","Other degree","","","",""
"3 on scale 1-7 ","2006","Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","Not Employed","lower secondary degree","","","",""
"4 on scale 1-7","2006","Not Employed","secondary school degree","","","",""
"4 on scale 1-7","2006","Not Employed","college entrance qualification","","","",""
"4 on scale 1-7","2006","Not Employed","Other degree","","","",""
"4 on scale 1-7","2006","Not Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","Employed","lower secondary degree","","","",""
"4 on scale 1-7","2006","Employed","secondary school degree","","","",""
"4 on scale 1-7","2006","Employed","college entrance qualification","","","",""
"4 on scale 1-7","2006","Employed","Other degree","","","",""
"4 on scale 1-7","2006","Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","Not Employed","lower secondary degree","","","",""
"5 on scale 1-7","2006","Not Employed","secondary school degree","","","",""
"5 on scale 1-7","2006","Not Employed","college entrance qualification","","","",""
"5 on scale 1-7","2006","Not Employed","Other degree","","","",""
"5 on scale 1-7","2006","Not Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","Employed","lower secondary degree","","","",""
"5 on scale 1-7","2006","Employed","secondary school degree","","","",""
"5 on scale 1-7","2006","Employed","college entrance qualification","","","",""
"5 on scale 1-7","2006","Employed","Other degree","","","",""
"5 on scale 1-7","2006","Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2006","Not Employed","lower secondary degree","","","",""
"6 on scale 1-7","2006","Not Employed","secondary school degree","","","",""
"6 on scale 1-7","2006","Not Employed","college entrance qualification","","","",""
"6 on scale 1-7","2006","Not Employed","Other degree","","","",""
"6 on scale 1-7","2006","Not Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2006","Employed","lower secondary degree","","","",""
"6 on scale 1-7","2006","Employed","secondary school degree","","","",""
"6 on scale 1-7","2006","Employed","college entrance qualification","","","",""
"6 on scale 1-7","2006","Employed","Other degree","","","",""
"6 on scale 1-7","2006","Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2006","Not Employed","lower secondary degree","","","",""
"7 Strongly agree","2006","Not Employed","secondary school degree","","","",""
"7 Strongly agree","2006","Not Employed","college entrance qualification","","","",""
"7 Strongly agree","2006","Not Employed","Other degree","","","",""
"7 Strongly agree","2006","Not Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2006","Employed","lower secondary degree","","","",""
"7 Strongly agree","2006","Employed","secondary school degree","","","",""
"7 Strongly agree","2006","Employed","college entrance qualification","","","",""
"7 Strongly agree","2006","Employed","Other degree","","","",""
"7 Strongly agree","2006","Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2007","Not Employed","lower secondary degree","","","",""
"1 Strongly disagree","2007","Not Employed","secondary school degree","","","",""
"1 Strongly disagree","2007","Not Employed","college entrance qualification","","","",""
"1 Strongly disagree","2007","Not Employed","Other degree","","","",""
"1 Strongly disagree","2007","Not Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2007","Employed","lower secondary degree","","","",""
"1 Strongly disagree","2007","Employed","secondary school degree","","","",""
"1 Strongly disagree","2007","Employed","college entrance qualification","","","",""
"1 Strongly disagree","2007","Employed","Other degree","","","",""
"1 Strongly disagree","2007","Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2007","Not Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2007","Not Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2007","Not Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2007","Not Employed","Other degree","","","",""
"2 on scale 1-7 ","2007","Not Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2007","Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2007","Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2007","Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2007","Employed","Other degree","","","",""
"2 on scale 1-7 ","2007","Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2007","Not Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2007","Not Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2007","Not Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2007","Not Employed","Other degree","","","",""
"3 on scale 1-7 ","2007","Not Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2007","Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2007","Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2007","Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2007","Employed","Other degree","","","",""
"3 on scale 1-7 ","2007","Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2007","Not Employed","lower secondary degree","","","",""
"4 on scale 1-7","2007","Not Employed","secondary school degree","","","",""
"4 on scale 1-7","2007","Not Employed","college entrance qualification","","","",""
"4 on scale 1-7","2007","Not Employed","Other degree","","","",""
"4 on scale 1-7","2007","Not Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2007","Employed","lower secondary degree","","","",""
"4 on scale 1-7","2007","Employed","secondary school degree","","","",""
"4 on scale 1-7","2007","Employed","college entrance qualification","","","",""
"4 on scale 1-7","2007","Employed","Other degree","","","",""
"4 on scale 1-7","2007","Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2007","Not Employed","lower secondary degree","","","",""
"5 on scale 1-7","2007","Not Employed","secondary school degree","","","",""
"5 on scale 1-7","2007","Not Employed","college entrance qualification","","","",""
"5 on scale 1-7","2007","Not Employed","Other degree","","","",""
"5 on scale 1-7","2007","Not Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2007","Employed","lower secondary degree","","","",""
"5 on scale 1-7","2007","Employed","secondary school degree","","","",""
"5 on scale 1-7","2007","Employed","college entrance qualification","","","",""
"5 on scale 1-7","2007","Employed","Other degree","","","",""
"5 on scale 1-7","2007","Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2007","Not Employed","lower secondary degree","","","",""
"6 on scale 1-7","2007","Not Employed","secondary school degree","","","",""
"6 on scale 1-7","2007","Not Employed","college entrance qualification","","","",""
"6 on scale 1-7","2007","Not Employed","Other degree","","","",""
"6 on scale 1-7","2007","Not Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2007","Employed","lower secondary degree","","","",""
"6 on scale 1-7","2007","Employed","secondary school degree","","","",""
"6 on scale 1-7","2007","Employed","college entrance qualification","","","",""
"6 on scale 1-7","2007","Employed","Other degree","","","",""
"6 on scale 1-7","2007","Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2007","Not Employed","lower secondary degree","","","",""
"7 Strongly agree","2007","Not Employed","secondary school degree","","","",""
"7 Strongly agree","2007","Not Employed","college entrance qualification","","","",""
"7 Strongly agree","2007","Not Employed","Other degree","","","",""
"7 Strongly agree","2007","Not Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2007","Employed","lower secondary degree","","","",""
"7 Strongly agree","2007","Employed","secondary school degree","","","",""
"7 Strongly agree","2007","Employed","college entrance qualification","","","",""
"7 Strongly agree","2007","Employed","Other degree","","","",""
"7 Strongly agree","2007","Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2008","Not Employed","lower secondary degree","","","",""
"1 Strongly disagree","2008","Not Employed","secondary school degree","","","",""
"1 Strongly disagree","2008","Not Employed","college entrance qualification","","","",""
"1 Strongly disagree","2008","Not Employed","Other degree","","","",""
"1 Strongly disagree","2008","Not Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2008","Employed","lower secondary degree","","","",""
"1 Strongly disagree","2008","Employed","secondary school degree","","","",""
"1 Strongly disagree","2008","Employed","college entrance qualification","","","",""
"1 Strongly disagree","2008","Employed","Other degree","","","",""
"1 Strongly disagree","2008","Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2008","Not Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2008","Not Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2008","Not Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2008","Not Employed","Other degree","","","",""
"2 on scale 1-7 ","2008","Not Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2008","Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2008","Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2008","Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2008","Employed","Other degree","","","",""
"2 on scale 1-7 ","2008","Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2008","Not Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2008","Not Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2008","Not Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2008","Not Employed","Other degree","","","",""
"3 on scale 1-7 ","2008","Not Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2008","Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2008","Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2008","Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2008","Employed","Other degree","","","",""
"3 on scale 1-7 ","2008","Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2008","Not Employed","lower secondary degree","","","",""
"4 on scale 1-7","2008","Not Employed","secondary school degree","","","",""
"4 on scale 1-7","2008","Not Employed","college entrance qualification","","","",""
"4 on scale 1-7","2008","Not Employed","Other degree","","","",""
"4 on scale 1-7","2008","Not Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2008","Employed","lower secondary degree","","","",""
"4 on scale 1-7","2008","Employed","secondary school degree","","","",""
"4 on scale 1-7","2008","Employed","college entrance qualification","","","",""
"4 on scale 1-7","2008","Employed","Other degree","","","",""
"4 on scale 1-7","2008","Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2008","Not Employed","lower secondary degree","","","",""
"5 on scale 1-7","2008","Not Employed","secondary school degree","","","",""
"5 on scale 1-7","2008","Not Employed","college entrance qualification","","","",""
"5 on scale 1-7","2008","Not Employed","Other degree","","","",""
"5 on scale 1-7","2008","Not Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2008","Employed","lower secondary degree","","","",""
"5 on scale 1-7","2008","Employed","secondary school degree","","","",""
"5 on scale 1-7","2008","Employed","college entrance qualification","","","",""
"5 on scale 1-7","2008","Employed","Other degree","","","",""
"5 on scale 1-7","2008","Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2008","Not Employed","lower secondary degree","","","",""
"6 on scale 1-7","2008","Not Employed","secondary school degree","","","",""
"6 on scale 1-7","2008","Not Employed","college entrance qualification","","","",""
"6 on scale 1-7","2008","Not Employed","Other degree","","","",""
"6 on scale 1-7","2008","Not Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2008","Employed","lower secondary degree","","","",""
"6 on scale 1-7","2008","Employed","secondary school degree","","","",""
"6 on scale 1-7","2008","Employed","college entrance qualification","","","",""
"6 on scale 1-7","2008","Employed","Other degree","","","",""
"6 on scale 1-7","2008","Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2008","Not Employed","lower secondary degree","","","",""
"7 Strongly agree","2008","Not Employed","secondary school degree","","","",""
"7 Strongly agree","2008","Not Employed","college entrance qualification","","","",""
"7 Strongly agree","2008","Not Employed","Other degree","","","",""
"7 Strongly agree","2008","Not Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2008","Employed","lower secondary degree","","","",""
"7 Strongly agree","2008","Employed","secondary school degree","","","",""
"7 Strongly agree","2008","Employed","college entrance qualification","","","",""
"7 Strongly agree","2008","Employed","Other degree","","","",""
"7 Strongly agree","2008","Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2009","Not Employed","lower secondary degree","","","",""
"1 Strongly disagree","2009","Not Employed","secondary school degree","","","",""
"1 Strongly disagree","2009","Not Employed","college entrance qualification","","","",""
"1 Strongly disagree","2009","Not Employed","Other degree","","","",""
"1 Strongly disagree","2009","Not Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2009","Employed","lower secondary degree","","","",""
"1 Strongly disagree","2009","Employed","secondary school degree","","","",""
"1 Strongly disagree","2009","Employed","college entrance qualification","","","",""
"1 Strongly disagree","2009","Employed","Other degree","","","",""
"1 Strongly disagree","2009","Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2009","Not Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2009","Not Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2009","Not Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2009","Not Employed","Other degree","","","",""
"2 on scale 1-7 ","2009","Not Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2009","Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2009","Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2009","Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2009","Employed","Other degree","","","",""
"2 on scale 1-7 ","2009","Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2009","Not Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2009","Not Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2009","Not Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2009","Not Employed","Other degree","","","",""
"3 on scale 1-7 ","2009","Not Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2009","Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2009","Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2009","Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2009","Employed","Other degree","","","",""
"3 on scale 1-7 ","2009","Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2009","Not Employed","lower secondary degree","","","",""
"4 on scale 1-7","2009","Not Employed","secondary school degree","","","",""
"4 on scale 1-7","2009","Not Employed","college entrance qualification","","","",""
"4 on scale 1-7","2009","Not Employed","Other degree","","","",""
"4 on scale 1-7","2009","Not Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2009","Employed","lower secondary degree","","","",""
"4 on scale 1-7","2009","Employed","secondary school degree","","","",""
"4 on scale 1-7","2009","Employed","college entrance qualification","","","",""
"4 on scale 1-7","2009","Employed","Other degree","","","",""
"4 on scale 1-7","2009","Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2009","Not Employed","lower secondary degree","","","",""
"5 on scale 1-7","2009","Not Employed","secondary school degree","","","",""
"5 on scale 1-7","2009","Not Employed","college entrance qualification","","","",""
"5 on scale 1-7","2009","Not Employed","Other degree","","","",""
"5 on scale 1-7","2009","Not Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2009","Employed","lower secondary degree","","","",""
"5 on scale 1-7","2009","Employed","secondary school degree","","","",""
"5 on scale 1-7","2009","Employed","college entrance qualification","","","",""
"5 on scale 1-7","2009","Employed","Other degree","","","",""
"5 on scale 1-7","2009","Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2009","Not Employed","lower secondary degree","","","",""
"6 on scale 1-7","2009","Not Employed","secondary school degree","","","",""
"6 on scale 1-7","2009","Not Employed","college entrance qualification","","","",""
"6 on scale 1-7","2009","Not Employed","Other degree","","","",""
"6 on scale 1-7","2009","Not Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2009","Employed","lower secondary degree","","","",""
"6 on scale 1-7","2009","Employed","secondary school degree","","","",""
"6 on scale 1-7","2009","Employed","college entrance qualification","","","",""
"6 on scale 1-7","2009","Employed","Other degree","","","",""
"6 on scale 1-7","2009","Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2009","Not Employed","lower secondary degree","","","",""
"7 Strongly agree","2009","Not Employed","secondary school degree","","","",""
"7 Strongly agree","2009","Not Employed","college entrance qualification","","","",""
"7 Strongly agree","2009","Not Employed","Other degree","","","",""
"7 Strongly agree","2009","Not Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2009","Employed","lower secondary degree","","","",""
"7 Strongly agree","2009","Employed","secondary school degree","","","",""
"7 Strongly agree","2009","Employed","college entrance qualification","","","",""
"7 Strongly agree","2009","Employed","Other degree","","","",""
"7 Strongly agree","2009","Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2010","Not Employed","lower secondary degree","13","","",""
"1 Strongly disagree","2010","Not Employed","secondary school degree","5","","",""
"1 Strongly disagree","2010","Not Employed","college entrance qualification","2","","",""
"1 Strongly disagree","2010","Not Employed","Other degree","","","",""
"1 Strongly disagree","2010","Not Employed","no degree/no degree yet","1","","",""
"1 Strongly disagree","2010","Employed","lower secondary degree","7","","",""
"1 Strongly disagree","2010","Employed","secondary school degree","9","","",""
"1 Strongly disagree","2010","Employed","college entrance qualification","3","","",""
"1 Strongly disagree","2010","Employed","Other degree","2","","",""
"1 Strongly disagree","2010","Employed","no degree/no degree yet","1","","",""
"2 on scale 1-7 ","2010","Not Employed","lower secondary degree","9","","",""
"2 on scale 1-7 ","2010","Not Employed","secondary school degree","4","","",""
"2 on scale 1-7 ","2010","Not Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2010","Not Employed","Other degree","4","","",""
"2 on scale 1-7 ","2010","Not Employed","no degree/no degree yet","3","","",""
"2 on scale 1-7 ","2010","Employed","lower secondary degree","7","","",""
"2 on scale 1-7 ","2010","Employed","secondary school degree","13","","",""
"2 on scale 1-7 ","2010","Employed","college entrance qualification","9","","",""
"2 on scale 1-7 ","2010","Employed","Other degree","2","","",""
"2 on scale 1-7 ","2010","Employed","no degree/no degree yet","1","","",""
"3 on scale 1-7 ","2010","Not Employed","lower secondary degree","23","","",""
"3 on scale 1-7 ","2010","Not Employed","secondary school degree","4","","",""
"3 on scale 1-7 ","2010","Not Employed","college entrance qualification","8","","",""
"3 on scale 1-7 ","2010","Not Employed","Other degree","2","","",""
"3 on scale 1-7 ","2010","Not Employed","no degree/no degree yet","2","","",""
"3 on scale 1-7 ","2010","Employed","lower secondary degree","18","","",""
"3 on scale 1-7 ","2010","Employed","secondary school degree","27","","",""
"3 on scale 1-7 ","2010","Employed","college entrance qualification","15","","",""
"3 on scale 1-7 ","2010","Employed","Other degree","2","","",""
"3 on scale 1-7 ","2010","Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2010","Not Employed","lower secondary degree","113","0.0394679317437204","0.0324982909551895","0.0464375725322513"
"4 on scale 1-7","2010","Not Employed","secondary school degree","37","0.0321198774461413","0.0227628343218323","0.0414769205704502"
"4 on scale 1-7","2010","Not Employed","college entrance qualification","32","0.0325004648977154","0.0224883750857583","0.0425125547096725"
"4 on scale 1-7","2010","Not Employed","Other degree","10","","",""
"4 on scale 1-7","2010","Not Employed","no degree/no degree yet","11","","",""
"4 on scale 1-7","2010","Employed","lower secondary degree","82","0.0369665471706506","0.0293719027602222","0.044561191581079"
"4 on scale 1-7","2010","Employed","secondary school degree","89","0.023722175456855","0.0188099816699387","0.0286343692437712"
"4 on scale 1-7","2010","Employed","college entrance qualification","56","0.0180991504631933","0.0136572077346663","0.0225410931917204"
"4 on scale 1-7","2010","Employed","Other degree","11","","",""
"4 on scale 1-7","2010","Employed","no degree/no degree yet","4","","",""
"5 on scale 1-7","2010","Not Employed","lower secondary degree","344","0.113653030154713","0.102291818033148","0.125014242276278"
"5 on scale 1-7","2010","Not Employed","secondary school degree","113","0.0826768794756944","0.0680620378339686","0.0972917211174202"
"5 on scale 1-7","2010","Not Employed","college entrance qualification","100","0.0851213916400683","0.069365040102726","0.10087774317741"
"5 on scale 1-7","2010","Not Employed","Other degree","39","0.119424204930942","0.0839489826028299","0.154899427259055"
"5 on scale 1-7","2010","Not Employed","no degree/no degree yet","34","0.138927849310722","0.100301188968682","0.177554509652762"
