"plh0206i01","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2005","16-34 y.","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","16-34 y.","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","16-34 y.","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","35-65 y.","(0) in school","","","",""
"3 on scale 1-7 ","2005","35-65 y.","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","35-65 y.","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2005","35-65 y.","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2005","35-65 y.","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","35-65 y.","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","35-65 y.","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","35-65 y.","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","35-65 y.","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","66 and older","(0) in school","","","",""
"3 on scale 1-7 ","2005","66 and older","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","66 and older","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2005","66 and older","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2005","66 and older","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","66 and older","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","66 and older","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","66 and older","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","66 and older","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2005","16-34 y.","(0) in school","32","0.054631878703418","0.0371744152647311","0.0720893421421048"
"4 on scale 1-7","2005","16-34 y.","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","16-34 y.","(1b) general elementary school","","","",""
"4 on scale 1-7","2005","16-34 y.","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2005","16-34 y.","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","16-34 y.","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","16-34 y.","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2005","16-34 y.","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2005","16-34 y.","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2005","35-65 y.","(0) in school","","","",""
"4 on scale 1-7","2005","35-65 y.","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","35-65 y.","(1b) general elementary school","38","0.0398418847232295","0.0257116134473988","0.0539721559990602"
"4 on scale 1-7","2005","35-65 y.","(1c) basic vocational qualification","97","0.0305841402652121","0.0247784054655938","0.0363898750648303"
"4 on scale 1-7","2005","35-65 y.","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","35-65 y.","(2a) intermediate vocational","63","0.0195022603022695","0.0147481179305635","0.0242564026739756"
"4 on scale 1-7","2005","35-65 y.","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2005","35-65 y.","(3a) lower tertiary education","31","0.0303867299260193","0.0204875696216989","0.0402858902303398"
"4 on scale 1-7","2005","35-65 y.","(3b) higher tertiary education","40","0.0245790385321063","0.0174771117314686","0.031680965332744"
"4 on scale 1-7","2005","66 and older","(0) in school","","","",""
"4 on scale 1-7","2005","66 and older","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","66 and older","(1b) general elementary school","","","",""
"4 on scale 1-7","2005","66 and older","(1c) basic vocational qualification","59","0.0269607777532013","0.0193438547884707","0.0345777007179319"
"4 on scale 1-7","2005","66 and older","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","66 and older","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","66 and older","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2005","66 and older","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2005","66 and older","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2005","16-34 y.","(0) in school","92","0.14929093258409","0.121915257156041","0.176666608012139"
"5 on scale 1-7","2005","16-34 y.","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","16-34 y.","(1b) general elementary school","46","0.102929313617968","0.0737991568930932","0.132059470342844"
"5 on scale 1-7","2005","16-34 y.","(1c) basic vocational qualification","53","0.0733940691558481","0.0526992710098831","0.094088867301813"
"5 on scale 1-7","2005","16-34 y.","(2b) intermediate general qualification","41","0.0712773415125293","0.0473455410470189","0.0952091419780397"
"5 on scale 1-7","2005","16-34 y.","(2a) intermediate vocational","68","0.056022338944262","0.042719674880445","0.0693250030080791"
"5 on scale 1-7","2005","16-34 y.","(2c_gen) general maturity certificate","66","0.108050266563897","0.0843300715321858","0.131770461595609"
"5 on scale 1-7","2005","16-34 y.","(2c_voc) vocational maturity certificate","44","0.0742810401915867","0.0513875825198624","0.0971744978633109"
"5 on scale 1-7","2005","16-34 y.","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2005","16-34 y.","(3b) higher tertiary education","30","0.114617694526311","0.0799306866162002","0.149304702436421"
"5 on scale 1-7","2005","35-65 y.","(0) in school","","","",""
"5 on scale 1-7","2005","35-65 y.","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","35-65 y.","(1b) general elementary school","63","0.0861264320762339","0.0658579852392007","0.106394878913267"
"5 on scale 1-7","2005","35-65 y.","(1c) basic vocational qualification","261","0.0725818214819183","0.0638338828298536","0.0813297601339831"
"5 on scale 1-7","2005","35-65 y.","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2005","35-65 y.","(2a) intermediate vocational","203","0.0603368113183642","0.052150585985572","0.0685230366511564"
"5 on scale 1-7","2005","35-65 y.","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2005","35-65 y.","(2c_voc) vocational maturity certificate","52","0.0831326946615726","0.0647023426425108","0.101563046680634"
"5 on scale 1-7","2005","35-65 y.","(3a) lower tertiary education","88","0.0890935831838021","0.0726643538266005","0.105522812541004"
"5 on scale 1-7","2005","35-65 y.","(3b) higher tertiary education","140","0.0838431267714964","0.0711310543164947","0.0965551992264981"
"5 on scale 1-7","2005","66 and older","(0) in school","","","",""
"5 on scale 1-7","2005","66 and older","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","66 and older","(1b) general elementary school","74","0.0932536022314638","0.0718643971489783","0.114642807313949"
"5 on scale 1-7","2005","66 and older","(1c) basic vocational qualification","153","0.0975013144312506","0.0835512341771332","0.111451394685368"
"5 on scale 1-7","2005","66 and older","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2005","66 and older","(2a) intermediate vocational","40","0.0996962635575506","0.0705901074909261","0.128802419624175"
"5 on scale 1-7","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2005","66 and older","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2005","66 and older","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2005","66 and older","(3b) higher tertiary education","30","0.0879189661987089","0.0590650193251254","0.116772913072292"
"6 on scale 1-7","2005","16-34 y.","(0) in school","177","0.25516078934744","0.221672278895531","0.288649299799349"
"6 on scale 1-7","2005","16-34 y.","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","16-34 y.","(1b) general elementary school","95","0.210742565149302","0.171645386211986","0.249839744086618"
"6 on scale 1-7","2005","16-34 y.","(1c) basic vocational qualification","137","0.228280060206079","0.194972177731667","0.261587942680491"
"6 on scale 1-7","2005","16-34 y.","(2b) intermediate general qualification","115","0.199421191916983","0.162255321811779","0.236587062022187"
"6 on scale 1-7","2005","16-34 y.","(2a) intermediate vocational","293","0.247722673294531","0.222750921346589","0.272694425242472"
"6 on scale 1-7","2005","16-34 y.","(2c_gen) general maturity certificate","203","0.306836395260837","0.271598784337387","0.342074006184288"
"6 on scale 1-7","2005","16-34 y.","(2c_voc) vocational maturity certificate","125","0.26318547217638","0.224740206253833","0.301630738098927"
"6 on scale 1-7","2005","16-34 y.","(3a) lower tertiary education","72","0.306321653906731","0.242114500830923","0.370528806982539"
"6 on scale 1-7","2005","16-34 y.","(3b) higher tertiary education","93","0.281046670930615","0.232100901718518","0.329992440142712"
"6 on scale 1-7","2005","35-65 y.","(0) in school","","","",""
"6 on scale 1-7","2005","35-65 y.","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","35-65 y.","(1b) general elementary school","171","0.233730870877985","0.203156474814771","0.264305266941199"
"6 on scale 1-7","2005","35-65 y.","(1c) basic vocational qualification","771","0.215442171926408","0.201579982330936","0.229304361521879"
"6 on scale 1-7","2005","35-65 y.","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","35-65 y.","(2a) intermediate vocational","822","0.242474338317968","0.227739751002691","0.257208925633244"
"6 on scale 1-7","2005","35-65 y.","(2c_gen) general maturity certificate","37","0.296584734624652","0.215865724617929","0.377303744631375"
"6 on scale 1-7","2005","35-65 y.","(2c_voc) vocational maturity certificate","220","0.237859441251296","0.209436292213555","0.266282590289036"
"6 on scale 1-7","2005","35-65 y.","(3a) lower tertiary education","296","0.234838009270527","0.210391436198126","0.259284582342927"
"6 on scale 1-7","2005","35-65 y.","(3b) higher tertiary education","543","0.266108052020629","0.245838564252865","0.286377539788393"
"6 on scale 1-7","2005","66 and older","(0) in school","","","",""
"6 on scale 1-7","2005","66 and older","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","66 and older","(1b) general elementary school","152","0.202676991849525","0.17310787933223","0.23224610436682"
"6 on scale 1-7","2005","66 and older","(1c) basic vocational qualification","372","0.20706544794623","0.188009933798506","0.226120962093954"
"6 on scale 1-7","2005","66 and older","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","66 and older","(2a) intermediate vocational","89","0.216326234574134","0.176325023881012","0.256327445267257"
"6 on scale 1-7","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2005","66 and older","(2c_voc) vocational maturity certificate","40","0.233083270424555","0.165423250888701","0.300743289960409"
"6 on scale 1-7","2005","66 and older","(3a) lower tertiary education","73","0.228778523692166","0.180764112230124","0.276792935154208"
"6 on scale 1-7","2005","66 and older","(3b) higher tertiary education","93","0.228243245963315","0.185478448852408","0.271008043074222"
"7 Strongly agree","2005","16-34 y.","(0) in school","347","0.539310084685965","0.501020450238343","0.577599719133587"
"7 Strongly agree","2005","16-34 y.","(1a) inadequately completed","","","",""
"7 Strongly agree","2005","16-34 y.","(1b) general elementary school","246","0.610276769722278","0.563524627400162","0.657028912044395"
"7 Strongly agree","2005","16-34 y.","(1c) basic vocational qualification","389","0.639644160457272","0.601544757039078","0.677743563875466"
"7 Strongly agree","2005","16-34 y.","(2b) intermediate general qualification","264","0.644410045153127","0.599884166460595","0.688935923845659"
"7 Strongly agree","2005","16-34 y.","(2a) intermediate vocational","763","0.686085383495667","0.659239852446153","0.712930914545181"
"7 Strongly agree","2005","16-34 y.","(2c_gen) general maturity certificate","368","0.532439596000693","0.494316410751264","0.570562781250123"
"7 Strongly agree","2005","16-34 y.","(2c_voc) vocational maturity certificate","323","0.630700309234954","0.588566200009252","0.672834418460657"
"7 Strongly agree","2005","16-34 y.","(3a) lower tertiary education","109","0.571558937700181","0.502631592779453","0.640486282620908"
"7 Strongly agree","2005","16-34 y.","(3b) higher tertiary education","197","0.597908125455036","0.544518673586077","0.651297577323995"
"7 Strongly agree","2005","35-65 y.","(0) in school","","","",""
"7 Strongly agree","2005","35-65 y.","(1a) inadequately completed","89","0.644740653534761","0.565744886836445","0.723736420233078"
"7 Strongly agree","2005","35-65 y.","(1b) general elementary school","454","0.62132305065283","0.586279964069564","0.656366137236096"
"7 Strongly agree","2005","35-65 y.","(1c) basic vocational qualification","2210","0.667649036563933","0.651766254400135","0.683531818727732"
"7 Strongly agree","2005","35-65 y.","(2b) intermediate general qualification","60","0.598615648824104","0.502542429834951","0.694688867813257"
"7 Strongly agree","2005","35-65 y.","(2a) intermediate vocational","2136","0.668958871782278","0.652780042360767","0.685137701203789"
"7 Strongly agree","2005","35-65 y.","(2c_gen) general maturity certificate","74","0.593907823447267","0.507118286791383","0.680697360103151"
"7 Strongly agree","2005","35-65 y.","(2c_voc) vocational maturity certificate","557","0.648754899730332","0.616887992144404","0.680621807316259"
"7 Strongly agree","2005","35-65 y.","(3a) lower tertiary education","722","0.634411645732567","0.606637619031746","0.662185672433389"
"7 Strongly agree","2005","35-65 y.","(3b) higher tertiary education","1089","0.614901063777861","0.592581459720757","0.637220667834965"
"7 Strongly agree","2005","66 and older","(0) in school","","","",""
"7 Strongly agree","2005","66 and older","(1a) inadequately completed","44","0.731807307909766","0.623269775197518","0.840344840622013"
"7 Strongly agree","2005","66 and older","(1b) general elementary school","439","0.630466082027755","0.5949621107455","0.665970053310009"
"7 Strongly agree","2005","66 and older","(1c) basic vocational qualification","1133","0.657367382213658","0.635048799644484","0.679685964782832"
"7 Strongly agree","2005","66 and older","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2005","66 and older","(2a) intermediate vocational","260","0.643008974652128","0.596462365072855","0.6895555842314"
"7 Strongly agree","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2005","66 and older","(2c_voc) vocational maturity certificate","90","0.633832598285007","0.556736999411936","0.710928197158079"
"7 Strongly agree","2005","66 and older","(3a) lower tertiary education","190","0.649103264025224","0.594549969077724","0.703656558972724"
"7 Strongly agree","2005","66 and older","(3b) higher tertiary education","235","0.66156653942996","0.613352819354504","0.709780259505416"
"1 Strongly disagree","2006","16-34 y.","(0) in school","","","",""
"1 Strongly disagree","2006","16-34 y.","(1a) inadequately completed","","","",""
"1 Strongly disagree","2006","16-34 y.","(1b) general elementary school","","","",""
"1 Strongly disagree","2006","16-34 y.","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2006","16-34 y.","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2006","16-34 y.","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2006","16-34 y.","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2006","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2006","16-34 y.","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2006","16-34 y.","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2006","35-65 y.","(0) in school","","","",""
"1 Strongly disagree","2006","35-65 y.","(1a) inadequately completed","","","",""
"1 Strongly disagree","2006","35-65 y.","(1b) general elementary school","","","",""
"1 Strongly disagree","2006","35-65 y.","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2006","35-65 y.","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2006","35-65 y.","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2006","35-65 y.","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2006","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2006","35-65 y.","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2006","35-65 y.","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2006","66 and older","(0) in school","","","",""
"1 Strongly disagree","2006","66 and older","(1a) inadequately completed","","","",""
"1 Strongly disagree","2006","66 and older","(1b) general elementary school","","","",""
"1 Strongly disagree","2006","66 and older","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2006","66 and older","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2006","66 and older","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2006","66 and older","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2006","66 and older","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2006","66 and older","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2006","66 and older","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2006","16-34 y.","(0) in school","","","",""
"2 on scale 1-7 ","2006","16-34 y.","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2006","16-34 y.","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2006","16-34 y.","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2006","16-34 y.","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2006","16-34 y.","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2006","16-34 y.","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2006","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2006","16-34 y.","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2006","16-34 y.","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2006","35-65 y.","(0) in school","","","",""
"2 on scale 1-7 ","2006","35-65 y.","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2006","35-65 y.","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2006","35-65 y.","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2006","35-65 y.","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2006","35-65 y.","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2006","35-65 y.","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2006","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2006","35-65 y.","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2006","35-65 y.","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2006","66 and older","(0) in school","","","",""
"2 on scale 1-7 ","2006","66 and older","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2006","66 and older","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2006","66 and older","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2006","66 and older","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2006","66 and older","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2006","66 and older","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2006","66 and older","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2006","66 and older","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2006","66 and older","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2006","16-34 y.","(0) in school","","","",""
"3 on scale 1-7 ","2006","16-34 y.","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2006","16-34 y.","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2006","16-34 y.","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2006","16-34 y.","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2006","16-34 y.","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2006","16-34 y.","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2006","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2006","16-34 y.","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2006","16-34 y.","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2006","35-65 y.","(0) in school","","","",""
"3 on scale 1-7 ","2006","35-65 y.","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2006","35-65 y.","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2006","35-65 y.","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2006","35-65 y.","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2006","35-65 y.","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2006","35-65 y.","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2006","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2006","35-65 y.","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2006","35-65 y.","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2006","66 and older","(0) in school","","","",""
"3 on scale 1-7 ","2006","66 and older","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2006","66 and older","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2006","66 and older","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2006","66 and older","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2006","66 and older","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2006","66 and older","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2006","66 and older","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2006","66 and older","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2006","66 and older","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2006","16-34 y.","(0) in school","","","",""
"4 on scale 1-7","2006","16-34 y.","(1a) inadequately completed","","","",""
"4 on scale 1-7","2006","16-34 y.","(1b) general elementary school","","","",""
"4 on scale 1-7","2006","16-34 y.","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2006","16-34 y.","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2006","16-34 y.","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2006","16-34 y.","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2006","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2006","16-34 y.","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2006","16-34 y.","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2006","35-65 y.","(0) in school","","","",""
"4 on scale 1-7","2006","35-65 y.","(1a) inadequately completed","","","",""
"4 on scale 1-7","2006","35-65 y.","(1b) general elementary school","","","",""
"4 on scale 1-7","2006","35-65 y.","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2006","35-65 y.","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2006","35-65 y.","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2006","35-65 y.","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2006","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2006","35-65 y.","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2006","35-65 y.","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2006","66 and older","(0) in school","","","",""
"4 on scale 1-7","2006","66 and older","(1a) inadequately completed","","","",""
