"plh0206i01","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2007","Single parent ","","","",""
"1 Strongly disagree","2007","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","Single parent ","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","Single parent ","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2007","1-pers.-HH","","","",""
"4 on scale 1-7","2007","(Married) couple without C. ","","","",""
"4 on scale 1-7","2007","Single parent ","","","",""
"4 on scale 1-7","2007","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2007","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2007","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2007","1-pers.-HH","","","",""
"5 on scale 1-7","2007","(Married) couple without C. ","","","",""
"5 on scale 1-7","2007","Single parent ","","","",""
"5 on scale 1-7","2007","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2007","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2007","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2007","1-pers.-HH","","","",""
"6 on scale 1-7","2007","(Married) couple without C. ","","","",""
"6 on scale 1-7","2007","Single parent ","","","",""
"6 on scale 1-7","2007","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2007","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2007","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2007","1-pers.-HH","","","",""
"7 Strongly agree","2007","(Married) couple without C. ","","","",""
"7 Strongly agree","2007","Single parent ","","","",""
"7 Strongly agree","2007","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2007","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2007","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2008","1-pers.-HH","","","",""
"1 Strongly disagree","2008","(Married) couple without C. ","","","",""
"1 Strongly disagree","2008","Single parent ","","","",""
"1 Strongly disagree","2008","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2008","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2008","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2008","1-pers.-HH","","","",""
"2 on scale 1-7 ","2008","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2008","Single parent ","","","",""
"2 on scale 1-7 ","2008","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2008","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2008","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2008","1-pers.-HH","","","",""
"3 on scale 1-7 ","2008","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2008","Single parent ","","","",""
"3 on scale 1-7 ","2008","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2008","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2008","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2008","1-pers.-HH","","","",""
"4 on scale 1-7","2008","(Married) couple without C. ","","","",""
"4 on scale 1-7","2008","Single parent ","","","",""
"4 on scale 1-7","2008","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2008","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2008","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2008","1-pers.-HH","","","",""
"5 on scale 1-7","2008","(Married) couple without C. ","","","",""
"5 on scale 1-7","2008","Single parent ","","","",""
"5 on scale 1-7","2008","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2008","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2008","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2008","1-pers.-HH","","","",""
"6 on scale 1-7","2008","(Married) couple without C. ","","","",""
"6 on scale 1-7","2008","Single parent ","","","",""
"6 on scale 1-7","2008","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2008","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2008","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2008","1-pers.-HH","","","",""
"7 Strongly agree","2008","(Married) couple without C. ","","","",""
"7 Strongly agree","2008","Single parent ","","","",""
"7 Strongly agree","2008","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2008","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2008","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2009","1-pers.-HH","","","",""
"1 Strongly disagree","2009","(Married) couple without C. ","","","",""
"1 Strongly disagree","2009","Single parent ","","","",""
"1 Strongly disagree","2009","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2009","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2009","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2009","1-pers.-HH","","","",""
"2 on scale 1-7 ","2009","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2009","Single parent ","","","",""
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2009","1-pers.-HH","","","",""
"3 on scale 1-7 ","2009","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2009","Single parent ","","","",""
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2009","1-pers.-HH","","","",""
"4 on scale 1-7","2009","(Married) couple without C. ","","","",""
"4 on scale 1-7","2009","Single parent ","","","",""
"4 on scale 1-7","2009","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2009","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2009","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2009","1-pers.-HH","","","",""
"5 on scale 1-7","2009","(Married) couple without C. ","","","",""
"5 on scale 1-7","2009","Single parent ","","","",""
"5 on scale 1-7","2009","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2009","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2009","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2009","1-pers.-HH","","","",""
"6 on scale 1-7","2009","(Married) couple without C. ","","","",""
"6 on scale 1-7","2009","Single parent ","","","",""
"6 on scale 1-7","2009","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2009","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2009","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2009","1-pers.-HH","","","",""
"7 Strongly agree","2009","(Married) couple without C. ","","","",""
"7 Strongly agree","2009","Single parent ","","","",""
"7 Strongly agree","2009","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2009","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2009","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2010","1-pers.-HH","11","","",""
"1 Strongly disagree","2010","(Married) couple without C. ","12","","",""
"1 Strongly disagree","2010","Single parent ","4","","",""
"1 Strongly disagree","2010","Couple + C. LE 16 ","8","","",""
"1 Strongly disagree","2010","Couple + C. GT 16 ","7","","",""
"1 Strongly disagree","2010","Couple + C. LE and GT 16","2","","",""
"2 on scale 1-7 ","2010","1-pers.-HH","14","","",""
"2 on scale 1-7 ","2010","(Married) couple without C. ","18","","",""
"2 on scale 1-7 ","2010","Single parent ","1","","",""
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","7","","",""
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","6","","",""
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","7","","",""
"3 on scale 1-7 ","2010","1-pers.-HH","9","","",""
"3 on scale 1-7 ","2010","(Married) couple without C. ","42","0.00625383564924687","0.00431026417426875","0.00819740712422498"
"3 on scale 1-7 ","2010","Single parent ","7","","",""
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","13","","",""
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","25","","",""
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","4","","",""
"4 on scale 1-7","2010","1-pers.-HH","72","0.026446666585008","0.0204483958330028","0.0324449373370132"
"4 on scale 1-7","2010","(Married) couple without C. ","173","0.0258811136638187","0.0219665170714946","0.0297957102561427"
"4 on scale 1-7","2010","Single parent ","27","","",""
"4 on scale 1-7","2010","Couple + C. LE 16 ","64","0.0236299824437954","0.0177333767146011","0.0295265881729896"
"4 on scale 1-7","2010","Couple + C. GT 16 ","69","0.0380747786683297","0.0310238840643828","0.0451256732722765"
"4 on scale 1-7","2010","Couple + C. LE and GT 16","36","0.0343210942843462","0.0232989933116415","0.0453431952570508"
"5 on scale 1-7","2010","1-pers.-HH","245","0.0847428091659832","0.0743320182571218","0.0951536000748447"
"5 on scale 1-7","2010","(Married) couple without C. ","589","0.0981693900144516","0.0908337149796941","0.105505065049209"
"5 on scale 1-7","2010","Single parent ","84","0.094945464713689","0.0756759091874656","0.114215020239912"
"5 on scale 1-7","2010","Couple + C. LE 16 ","168","0.0657317929411559","0.0561115354208304","0.0753520504614814"
"5 on scale 1-7","2010","Couple + C. GT 16 ","317","0.109421148042621","0.0979199867040709","0.12092230938117"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","97","0.0729196424805103","0.057178059436261","0.0886612255247595"
"6 on scale 1-7","2010","1-pers.-HH","686","0.244672939203508","0.228602741756159","0.260743136650857"
"6 on scale 1-7","2010","(Married) couple without C. ","1697","0.253240240922598","0.242518967686014","0.263961514159181"
"6 on scale 1-7","2010","Single parent ","263","0.321439444185635","0.290739251577243","0.352139636794027"
"6 on scale 1-7","2010","Couple + C. LE 16 ","682","0.260342765794794","0.243307410920476","0.277378120669113"
"6 on scale 1-7","2010","Couple + C. GT 16 ","853","0.302651687612901","0.285725805944251","0.319577569281551"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","308","0.316031968702884","0.287883753700602","0.344180183705167"
"7 Strongly agree","2010","1-pers.-HH","1712","0.63164052923373","0.613609038391521","0.64967202007594"
"7 Strongly agree","2010","(Married) couple without C. ","3789","0.611898302045168","0.599883905909027","0.623912698181309"
"7 Strongly agree","2010","Single parent ","503","0.54380846904035","0.511067328562973","0.576549609517728"
"7 Strongly agree","2010","Couple + C. LE 16 ","1607","0.633039633681678","0.614329012575098","0.651750254788258"
"7 Strongly agree","2010","Couple + C. GT 16 ","1553","0.529316596292188","0.51092679352029","0.547706399064085"
"7 Strongly agree","2010","Couple + C. LE and GT 16","594","0.559138011612024","0.529078751530139","0.589197271693909"
"1 Strongly disagree","2011","1-pers.-HH","","","",""
"1 Strongly disagree","2011","(Married) couple without C. ","","","",""
"1 Strongly disagree","2011","Single parent ","","","",""
"1 Strongly disagree","2011","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2011","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2011","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2011","1-pers.-HH","","","",""
"2 on scale 1-7 ","2011","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2011","Single parent ","","","",""
"2 on scale 1-7 ","2011","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2011","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2011","1-pers.-HH","","","",""
"3 on scale 1-7 ","2011","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2011","Single parent ","","","",""
"3 on scale 1-7 ","2011","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2011","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2011","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2011","1-pers.-HH","","","",""
"4 on scale 1-7","2011","(Married) couple without C. ","","","",""
"4 on scale 1-7","2011","Single parent ","","","",""
"4 on scale 1-7","2011","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2011","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2011","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2011","1-pers.-HH","","","",""
"5 on scale 1-7","2011","(Married) couple without C. ","","","",""
"5 on scale 1-7","2011","Single parent ","","","",""
"5 on scale 1-7","2011","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2011","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2011","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2011","1-pers.-HH","","","",""
"6 on scale 1-7","2011","(Married) couple without C. ","","","",""
"6 on scale 1-7","2011","Single parent ","","","",""
"6 on scale 1-7","2011","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2011","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2011","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2011","1-pers.-HH","","","",""
"7 Strongly agree","2011","(Married) couple without C. ","","","",""
"7 Strongly agree","2011","Single parent ","","","",""
"7 Strongly agree","2011","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2011","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2011","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2012","1-pers.-HH","","","",""
"1 Strongly disagree","2012","(Married) couple without C. ","","","",""
"1 Strongly disagree","2012","Single parent ","","","",""
"1 Strongly disagree","2012","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2012","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2012","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2012","1-pers.-HH","","","",""
"2 on scale 1-7 ","2012","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2012","Single parent ","","","",""
"2 on scale 1-7 ","2012","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2012","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2012","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2012","1-pers.-HH","","","",""
"3 on scale 1-7 ","2012","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2012","Single parent ","","","",""
"3 on scale 1-7 ","2012","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2012","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2012","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2012","1-pers.-HH","","","",""
"4 on scale 1-7","2012","(Married) couple without C. ","","","",""
"4 on scale 1-7","2012","Single parent ","","","",""
"4 on scale 1-7","2012","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2012","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2012","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2012","1-pers.-HH","","","",""
"5 on scale 1-7","2012","(Married) couple without C. ","","","",""
"5 on scale 1-7","2012","Single parent ","","","",""
"5 on scale 1-7","2012","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2012","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2012","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2012","1-pers.-HH","","","",""
"6 on scale 1-7","2012","(Married) couple without C. ","","","",""
"6 on scale 1-7","2012","Single parent ","","","",""
"6 on scale 1-7","2012","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2012","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2012","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2012","1-pers.-HH","","","",""
"7 Strongly agree","2012","(Married) couple without C. ","","","",""
"7 Strongly agree","2012","Single parent ","","","",""
"7 Strongly agree","2012","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2012","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2012","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2013","1-pers.-HH","","","",""
"1 Strongly disagree","2013","(Married) couple without C. ","","","",""
"1 Strongly disagree","2013","Single parent ","","","",""
"1 Strongly disagree","2013","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2013","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2013","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2013","1-pers.-HH","","","",""
"2 on scale 1-7 ","2013","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2013","Single parent ","","","",""
"2 on scale 1-7 ","2013","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2013","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2013","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2013","1-pers.-HH","","","",""
"3 on scale 1-7 ","2013","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2013","Single parent ","","","",""
"3 on scale 1-7 ","2013","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2013","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2013","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2013","1-pers.-HH","","","",""
"4 on scale 1-7","2013","(Married) couple without C. ","","","",""
"4 on scale 1-7","2013","Single parent ","","","",""
"4 on scale 1-7","2013","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2013","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2013","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2013","1-pers.-HH","","","",""
"5 on scale 1-7","2013","(Married) couple without C. ","","","",""
"5 on scale 1-7","2013","Single parent ","","","",""
"5 on scale 1-7","2013","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2013","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2013","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2013","1-pers.-HH","","","",""
"6 on scale 1-7","2013","(Married) couple without C. ","","","",""
"6 on scale 1-7","2013","Single parent ","","","",""
"6 on scale 1-7","2013","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2013","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2013","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2013","1-pers.-HH","","","",""
"7 Strongly agree","2013","(Married) couple without C. ","","","",""
"7 Strongly agree","2013","Single parent ","","","",""
"7 Strongly agree","2013","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2013","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2013","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2014","1-pers.-HH","","","",""
"1 Strongly disagree","2014","(Married) couple without C. ","","","",""
"1 Strongly disagree","2014","Single parent ","","","",""
"1 Strongly disagree","2014","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2014","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2014","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2014","1-pers.-HH","","","",""
"2 on scale 1-7 ","2014","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2014","Single parent ","","","",""
"2 on scale 1-7 ","2014","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2014","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2014","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2014","1-pers.-HH","","","",""
"3 on scale 1-7 ","2014","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2014","Single parent ","","","",""
"3 on scale 1-7 ","2014","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2014","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2014","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2014","1-pers.-HH","","","",""
"4 on scale 1-7","2014","(Married) couple without C. ","","","",""
"4 on scale 1-7","2014","Single parent ","","","",""
"4 on scale 1-7","2014","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2014","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2014","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2014","1-pers.-HH","","","",""
"5 on scale 1-7","2014","(Married) couple without C. ","","","",""
"5 on scale 1-7","2014","Single parent ","","","",""
"5 on scale 1-7","2014","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2014","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2014","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2014","1-pers.-HH","","","",""
"6 on scale 1-7","2014","(Married) couple without C. ","","","",""
"6 on scale 1-7","2014","Single parent ","","","",""
"6 on scale 1-7","2014","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2014","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2014","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2014","1-pers.-HH","","","",""
"7 Strongly agree","2014","(Married) couple without C. ","","","",""
"7 Strongly agree","2014","Single parent ","","","",""
"7 Strongly agree","2014","Couple + C. LE 16 ","","","",""
