"plh0206i01","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"6 on scale 1-7","2005","Not Working","no migration background","1570","0.223758830613688","0.213698137079828","0.233819524147548","6"
"6 on scale 1-7","2005","Not Working","direct migration background","219","0.212418646398388","0.187143531885771","0.237693760911005","6"
"6 on scale 1-7","2005","Full Time","no migration background","1857","0.255115722277244","0.244823243456801","0.265408201097688","6"
"6 on scale 1-7","2005","Full Time","direct migration background","183","0.206758837128717","0.1788175772047","0.234700097052735","6"
"6 on scale 1-7","2005","Part Time","no migration background","1040","0.238664920524823","0.225522181586468","0.251807659463178","6"
"6 on scale 1-7","2005","Part Time","indirect migration background","36","0.160584508776515","0.111958754930955","0.209210262622076","6"
"6 on scale 1-7","2005","Not Working","indirect migration background","67","0.224157495187964","0.175570695915303","0.272744294460624","6"
"6 on scale 1-7","2005","Full Time","indirect migration background","80","0.233191754070767","0.18735918553686","0.279024322604675","6"
"6 on scale 1-7","2005","Part Time","direct migration background","110","0.166217056348584","0.135300950168413","0.197133162528754","6"
"7 Strongly agree","2005","Part Time","indirect migration background","160","0.707957463629173","0.647735810682353","0.768179116575993","7"
"7 Strongly agree","2005","Not Working","direct migration background","633","0.632574385799765","0.602783074726605","0.662365696872925","7"
"7 Strongly agree","2005","Not Working","indirect migration background","156","0.589561462649994","0.532249737330435","0.646873187969552","7"
"7 Strongly agree","2005","Not Working","no migration background","4126","0.640856190355682","0.629274979303593","0.65243740140777","7"
"7 Strongly agree","2005","Full Time","no migration background","4297","0.633491177712564","0.622114394878254","0.644867960546875","7"
"7 Strongly agree","2005","Full Time","direct migration background","516","0.640988754844659","0.607891608143336","0.674085901545981","7"
"7 Strongly agree","2005","Full Time","indirect migration background","202","0.597661380901493","0.544512065835292","0.650810695967695","7"
"7 Strongly agree","2005","Part Time","no migration background","2610","0.661749213151254","0.647162085268376","0.676336341034132","7"
"7 Strongly agree","2005","Part Time","direct migration background","363","0.684737301752462","0.64615227718327","0.723322326321653","7"
"1 Strongly disagree","2006","Full Time","no migration background","","","","","1"
"1 Strongly disagree","2006","Full Time","direct migration background","","","","","1"
"1 Strongly disagree","2006","Full Time","indirect migration background","","","","","1"
"1 Strongly disagree","2006","Part Time","no migration background","","","","","1"
"1 Strongly disagree","2006","Part Time","direct migration background","","","","","1"
"1 Strongly disagree","2006","Part Time","indirect migration background","","","","","1"
"1 Strongly disagree","2006","Not Working","no migration background","","","","","1"
"1 Strongly disagree","2006","Not Working","direct migration background","","","","","1"
"1 Strongly disagree","2006","Not Working","indirect migration background","","","","","1"
"2 on scale 1-7 ","2006","Full Time","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Part Time","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","Not Working","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Full Time","direct migration background","","","","","2"
"2 on scale 1-7 ","2006","Full Time","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","Part Time","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Part Time","direct migration background","","","","","2"
"2 on scale 1-7 ","2006","Not Working","direct migration background","","","","","2"
"2 on scale 1-7 ","2006","Not Working","indirect migration background","","","","","2"
"3 on scale 1-7 ","2006","Full Time","no migration background","","","","","3"
"3 on scale 1-7 ","2006","Full Time","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Working","no migration background","","","","","3"
"3 on scale 1-7 ","2006","Part Time","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","Full Time","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","Part Time","no migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Working","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Working","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","Part Time","direct migration background","","","","","3"
"4 on scale 1-7","2006","Not Working","indirect migration background","","","","","4"
"4 on scale 1-7","2006","Full Time","no migration background","","","","","4"
"4 on scale 1-7","2006","Full Time","direct migration background","","","","","4"
"4 on scale 1-7","2006","Full Time","indirect migration background","","","","","4"
"4 on scale 1-7","2006","Part Time","indirect migration background","","","","","4"
"4 on scale 1-7","2006","Not Working","no migration background","","","","","4"
"4 on scale 1-7","2006","Not Working","direct migration background","","","","","4"
"4 on scale 1-7","2006","Part Time","no migration background","","","","","4"
"4 on scale 1-7","2006","Part Time","direct migration background","","","","","4"
"5 on scale 1-7","2006","Part Time","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Full Time","no migration background","","","","","5"
"5 on scale 1-7","2006","Full Time","direct migration background","","","","","5"
"5 on scale 1-7","2006","Part Time","direct migration background","","","","","5"
"5 on scale 1-7","2006","Not Working","no migration background","","","","","5"
"5 on scale 1-7","2006","Not Working","direct migration background","","","","","5"
"5 on scale 1-7","2006","Not Working","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Full Time","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Part Time","no migration background","","","","","5"
"6 on scale 1-7","2006","Full Time","direct migration background","","","","","6"
"6 on scale 1-7","2006","Part Time","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Not Working","no migration background","","","","","6"
"6 on scale 1-7","2006","Not Working","direct migration background","","","","","6"
"6 on scale 1-7","2006","Not Working","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Part Time","direct migration background","","","","","6"
"6 on scale 1-7","2006","Full Time","no migration background","","","","","6"
"6 on scale 1-7","2006","Full Time","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Part Time","no migration background","","","","","6"
"7 Strongly agree","2006","Not Working","indirect migration background","","","","","7"
"7 Strongly agree","2006","Part Time","indirect migration background","","","","","7"
"7 Strongly agree","2006","Not Working","no migration background","","","","","7"
"7 Strongly agree","2006","Not Working","direct migration background","","","","","7"
"7 Strongly agree","2006","Full Time","no migration background","","","","","7"
"7 Strongly agree","2006","Full Time","direct migration background","","","","","7"
"7 Strongly agree","2006","Full Time","indirect migration background","","","","","7"
"7 Strongly agree","2006","Part Time","no migration background","","","","","7"
"7 Strongly agree","2006","Part Time","direct migration background","","","","","7"
"1 Strongly disagree","2007","Part Time","direct migration background","","","","","1"
"1 Strongly disagree","2007","Part Time","indirect migration background","","","","","1"
"1 Strongly disagree","2007","Not Working","no migration background","","","","","1"
"1 Strongly disagree","2007","Not Working","direct migration background","","","","","1"
"1 Strongly disagree","2007","Not Working","indirect migration background","","","","","1"
"1 Strongly disagree","2007","Full Time","no migration background","","","","","1"
"1 Strongly disagree","2007","Full Time","direct migration background","","","","","1"
"1 Strongly disagree","2007","Full Time","indirect migration background","","","","","1"
"1 Strongly disagree","2007","Part Time","no migration background","","","","","1"
"2 on scale 1-7 ","2007","Part Time","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","Full Time","no migration background","","","","","2"
"2 on scale 1-7 ","2007","Part Time","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","Not Working","no migration background","","","","","2"
"2 on scale 1-7 ","2007","Not Working","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","Not Working","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","Full Time","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","Full Time","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","Part Time","no migration background","","","","","2"
"3 on scale 1-7 ","2007","Not Working","no migration background","","","","","3"
"3 on scale 1-7 ","2007","Full Time","direct migration background","","","","","3"
"3 on scale 1-7 ","2007","Part Time","indirect migration background","","","","","3"
"3 on scale 1-7 ","2007","Not Working","direct migration background","","","","","3"
"3 on scale 1-7 ","2007","Not Working","indirect migration background","","","","","3"
"3 on scale 1-7 ","2007","Full Time","no migration background","","","","","3"
"3 on scale 1-7 ","2007","Part Time","direct migration background","","","","","3"
"3 on scale 1-7 ","2007","Part Time","no migration background","","","","","3"
"3 on scale 1-7 ","2007","Full Time","indirect migration background","","","","","3"
"4 on scale 1-7","2007","Not Working","indirect migration background","","","","","4"
"4 on scale 1-7","2007","Part Time","indirect migration background","","","","","4"
"4 on scale 1-7","2007","Not Working","no migration background","","","","","4"
"4 on scale 1-7","2007","Not Working","direct migration background","","","","","4"
"4 on scale 1-7","2007","Part Time","direct migration background","","","","","4"
"4 on scale 1-7","2007","Full Time","no migration background","","","","","4"
"4 on scale 1-7","2007","Full Time","direct migration background","","","","","4"
"4 on scale 1-7","2007","Full Time","indirect migration background","","","","","4"
"4 on scale 1-7","2007","Part Time","no migration background","","","","","4"
"5 on scale 1-7","2007","Part Time","indirect migration background","","","","","5"
"5 on scale 1-7","2007","Not Working","no migration background","","","","","5"
"5 on scale 1-7","2007","Part Time","direct migration background","","","","","5"
"5 on scale 1-7","2007","Not Working","direct migration background","","","","","5"
"5 on scale 1-7","2007","Full Time","no migration background","","","","","5"
"5 on scale 1-7","2007","Part Time","no migration background","","","","","5"
"5 on scale 1-7","2007","Not Working","indirect migration background","","","","","5"
"5 on scale 1-7","2007","Full Time","direct migration background","","","","","5"
"5 on scale 1-7","2007","Full Time","indirect migration background","","","","","5"
"6 on scale 1-7","2007","Part Time","indirect migration background","","","","","6"
"6 on scale 1-7","2007","Not Working","no migration background","","","","","6"
"6 on scale 1-7","2007","Not Working","direct migration background","","","","","6"
"6 on scale 1-7","2007","Not Working","indirect migration background","","","","","6"
"6 on scale 1-7","2007","Full Time","no migration background","","","","","6"
"6 on scale 1-7","2007","Full Time","direct migration background","","","","","6"
"6 on scale 1-7","2007","Part Time","direct migration background","","","","","6"
"6 on scale 1-7","2007","Full Time","indirect migration background","","","","","6"
"6 on scale 1-7","2007","Part Time","no migration background","","","","","6"
"7 Strongly agree","2007","Part Time","indirect migration background","","","","","7"
"7 Strongly agree","2007","Not Working","direct migration background","","","","","7"
"7 Strongly agree","2007","Not Working","indirect migration background","","","","","7"
"7 Strongly agree","2007","Not Working","no migration background","","","","","7"
"7 Strongly agree","2007","Full Time","no migration background","","","","","7"
"7 Strongly agree","2007","Full Time","direct migration background","","","","","7"
"7 Strongly agree","2007","Full Time","indirect migration background","","","","","7"
"7 Strongly agree","2007","Part Time","no migration background","","","","","7"
"7 Strongly agree","2007","Part Time","direct migration background","","","","","7"
"1 Strongly disagree","2008","Part Time","direct migration background","","","","","1"
"1 Strongly disagree","2008","Part Time","indirect migration background","","","","","1"
"1 Strongly disagree","2008","Not Working","no migration background","","","","","1"
"1 Strongly disagree","2008","Not Working","direct migration background","","","","","1"
"1 Strongly disagree","2008","Not Working","indirect migration background","","","","","1"
"1 Strongly disagree","2008","Full Time","direct migration background","","","","","1"
"1 Strongly disagree","2008","Full Time","indirect migration background","","","","","1"
"1 Strongly disagree","2008","Part Time","no migration background","","","","","1"
"1 Strongly disagree","2008","Full Time","no migration background","","","","","1"
"2 on scale 1-7 ","2008","Part Time","indirect migration background","","","","","2"
"2 on scale 1-7 ","2008","Not Working","no migration background","","","","","2"
"2 on scale 1-7 ","2008","Full Time","no migration background","","","","","2"
"2 on scale 1-7 ","2008","Part Time","direct migration background","","","","","2"
"2 on scale 1-7 ","2008","Not Working","direct migration background","","","","","2"
"2 on scale 1-7 ","2008","Not Working","indirect migration background","","","","","2"
"2 on scale 1-7 ","2008","Full Time","direct migration background","","","","","2"
"2 on scale 1-7 ","2008","Part Time","no migration background","","","","","2"
"2 on scale 1-7 ","2008","Full Time","indirect migration background","","","","","2"
"3 on scale 1-7 ","2008","Part Time","indirect migration background","","","","","3"
"3 on scale 1-7 ","2008","Not Working","no migration background","","","","","3"
"3 on scale 1-7 ","2008","Full Time","no migration background","","","","","3"
"3 on scale 1-7 ","2008","Full Time","direct migration background","","","","","3"
"3 on scale 1-7 ","2008","Part Time","direct migration background","","","","","3"
"3 on scale 1-7 ","2008","Not Working","direct migration background","","","","","3"
"3 on scale 1-7 ","2008","Not Working","indirect migration background","","","","","3"
"3 on scale 1-7 ","2008","Part Time","no migration background","","","","","3"
"3 on scale 1-7 ","2008","Full Time","indirect migration background","","","","","3"
"4 on scale 1-7","2008","Part Time","indirect migration background","","","","","4"
"4 on scale 1-7","2008","Part Time","direct migration background","","","","","4"
"4 on scale 1-7","2008","Full Time","indirect migration background","","","","","4"
"4 on scale 1-7","2008","Not Working","no migration background","","","","","4"
"4 on scale 1-7","2008","Not Working","direct migration background","","","","","4"
"4 on scale 1-7","2008","Not Working","indirect migration background","","","","","4"
"4 on scale 1-7","2008","Part Time","no migration background","","","","","4"
"4 on scale 1-7","2008","Full Time","direct migration background","","","","","4"
"4 on scale 1-7","2008","Full Time","no migration background","","","","","4"
"5 on scale 1-7","2008","Not Working","no migration background","","","","","5"
"5 on scale 1-7","2008","Not Working","direct migration background","","","","","5"
"5 on scale 1-7","2008","Part Time","indirect migration background","","","","","5"
"5 on scale 1-7","2008","Not Working","indirect migration background","","","","","5"
"5 on scale 1-7","2008","Full Time","no migration background","","","","","5"
"5 on scale 1-7","2008","Full Time","direct migration background","","","","","5"
"5 on scale 1-7","2008","Part Time","no migration background","","","","","5"
"5 on scale 1-7","2008","Full Time","indirect migration background","","","","","5"
"5 on scale 1-7","2008","Part Time","direct migration background","","","","","5"
"6 on scale 1-7","2008","Part Time","indirect migration background","","","","","6"
"6 on scale 1-7","2008","Not Working","no migration background","","","","","6"
"6 on scale 1-7","2008","Not Working","direct migration background","","","","","6"
"6 on scale 1-7","2008","Not Working","indirect migration background","","","","","6"
"6 on scale 1-7","2008","Full Time","direct migration background","","","","","6"
"6 on scale 1-7","2008","Full Time","indirect migration background","","","","","6"
"6 on scale 1-7","2008","Full Time","no migration background","","","","","6"
"6 on scale 1-7","2008","Part Time","direct migration background","","","","","6"
"6 on scale 1-7","2008","Part Time","no migration background","","","","","6"
"7 Strongly agree","2008","Not Working","indirect migration background","","","","","7"
"7 Strongly agree","2008","Part Time","indirect migration background","","","","","7"
"7 Strongly agree","2008","Not Working","no migration background","","","","","7"
"7 Strongly agree","2008","Not Working","direct migration background","","","","","7"
"7 Strongly agree","2008","Full Time","no migration background","","","","","7"
"7 Strongly agree","2008","Full Time","direct migration background","","","","","7"
"7 Strongly agree","2008","Full Time","indirect migration background","","","","","7"
"7 Strongly agree","2008","Part Time","no migration background","","","","","7"
"7 Strongly agree","2008","Part Time","direct migration background","","","","","7"
"1 Strongly disagree","2009","Part Time","direct migration background","","","","","1"
"1 Strongly disagree","2009","Part Time","indirect migration background","","","","","1"
"1 Strongly disagree","2009","Not Working","no migration background","","","","","1"
"1 Strongly disagree","2009","Not Working","direct migration background","","","","","1"
"1 Strongly disagree","2009","Not Working","indirect migration background","","","","","1"
"1 Strongly disagree","2009","Full Time","no migration background","","","","","1"
"1 Strongly disagree","2009","Full Time","direct migration background","","","","","1"
"1 Strongly disagree","2009","Full Time","indirect migration background","","","","","1"
"1 Strongly disagree","2009","Part Time","no migration background","","","","","1"
"2 on scale 1-7 ","2009","Part Time","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","Full Time","no migration background","","","","","2"
"2 on scale 1-7 ","2009","Not Working","no migration background","","","","","2"
"2 on scale 1-7 ","2009","Not Working","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","Part Time","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","Not Working","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","Full Time","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","Part Time","no migration background","","","","","2"
"2 on scale 1-7 ","2009","Full Time","indirect migration background","","","","","2"
"3 on scale 1-7 ","2009","Part Time","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","Not Working","no migration background","","","","","3"
"3 on scale 1-7 ","2009","Not Working","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","Full Time","no migration background","","","","","3"
"3 on scale 1-7 ","2009","Full Time","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","Part Time","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","Not Working","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","Part Time","no migration background","","","","","3"
"3 on scale 1-7 ","2009","Full Time","indirect migration background","","","","","3"
"4 on scale 1-7","2009","Part Time","indirect migration background","","","","","4"
"4 on scale 1-7","2009","Part Time","direct migration background","","","","","4"
"4 on scale 1-7","2009","Full Time","indirect migration background","","","","","4"
"4 on scale 1-7","2009","Part Time","no migration background","","","","","4"
"4 on scale 1-7","2009","Not Working","no migration background","","","","","4"
"4 on scale 1-7","2009","Not Working","direct migration background","","","","","4"
"4 on scale 1-7","2009","Not Working","indirect migration background","","","","","4"
"4 on scale 1-7","2009","Full Time","no migration background","","","","","4"
"4 on scale 1-7","2009","Full Time","direct migration background","","","","","4"
"5 on scale 1-7","2009","Not Working","no migration background","","","","","5"
"5 on scale 1-7","2009","Not Working","direct migration background","","","","","5"
"5 on scale 1-7","2009","Not Working","indirect migration background","","","","","5"
"5 on scale 1-7","2009","Full Time","no migration background","","","","","5"
"5 on scale 1-7","2009","Part Time","indirect migration background","","","","","5"
"5 on scale 1-7","2009","Full Time","direct migration background","","","","","5"
"5 on scale 1-7","2009","Part Time","direct migration background","","","","","5"
"5 on scale 1-7","2009","Part Time","no migration background","","","","","5"
"5 on scale 1-7","2009","Full Time","indirect migration background","","","","","5"
"6 on scale 1-7","2009","Not Working","direct migration background","","","","","6"
"6 on scale 1-7","2009","Part Time","indirect migration background","","","","","6"
"6 on scale 1-7","2009","Not Working","no migration background","","","","","6"
"6 on scale 1-7","2009","Part Time","direct migration background","","","","","6"
"6 on scale 1-7","2009","Not Working","indirect migration background","","","","","6"
"6 on scale 1-7","2009","Full Time","direct migration background","","","","","6"
"6 on scale 1-7","2009","Full Time","indirect migration background","","","","","6"
"6 on scale 1-7","2009","Part Time","no migration background","","","","","6"
"6 on scale 1-7","2009","Full Time","no migration background","","","","","6"
"7 Strongly agree","2009","Part Time","indirect migration background","","","","","7"
"7 Strongly agree","2009","Not Working","no migration background","","","","","7"
"7 Strongly agree","2009","Not Working","direct migration background","","","","","7"
"7 Strongly agree","2009","Not Working","indirect migration background","","","","","7"
"7 Strongly agree","2009","Full Time","no migration background","","","","","7"
"7 Strongly agree","2009","Full Time","direct migration background","","","","","7"
"7 Strongly agree","2009","Full Time","indirect migration background","","","","","7"
"7 Strongly agree","2009","Part Time","no migration background","","","","","7"
"7 Strongly agree","2009","Part Time","direct migration background","","","","","7"
"1 Strongly disagree","2010","Part Time","direct migration background","3","","","","1"
"1 Strongly disagree","2010","Part Time","indirect migration background","","","","","1"
"1 Strongly disagree","2010","Not Working","no migration background","17","","","","1"
"1 Strongly disagree","2010","Not Working","direct migration background","1","","","","1"
"1 Strongly disagree","2010","Not Working","indirect migration background","3","","","","1"
"1 Strongly disagree","2010","Full Time","direct migration background","1","","","","1"
"1 Strongly disagree","2010","Full Time","no migration background","10","","","","1"
"1 Strongly disagree","2010","Full Time","indirect migration background","1","","","","1"
"1 Strongly disagree","2010","Part Time","no migration background","9","","","","1"
"2 on scale 1-7 ","2010","Part Time","indirect migration background","4","","","","2"
"2 on scale 1-7 ","2010","Not Working","no migration background","14","","","","2"
"2 on scale 1-7 ","2010","Not Working","direct migration background","6","","","","2"
"2 on scale 1-7 ","2010","Full Time","no migration background","11","","","","2"
"2 on scale 1-7 ","2010","Part Time","direct migration background","3","","","","2"
"2 on scale 1-7 ","2010","Not Working","indirect migration background","3","","","","2"
"2 on scale 1-7 ","2010","Full Time","indirect migration background","1","","","","2"
"2 on scale 1-7 ","2010","Part Time","no migration background","11","","","","2"
"2 on scale 1-7 ","2010","Full Time","direct migration background","2","","","","2"
"3 on scale 1-7 ","2010","Not Working","indirect migration background","1","","","","3"
"3 on scale 1-7 ","2010","Part Time","indirect migration background","1","","","","3"
"3 on scale 1-7 ","2010","Not Working","no migration background","32","0.00539239807146024","0.00346463640661559","0.00732015973630489","3"
"3 on scale 1-7 ","2010","Not Working","direct migration background","6","","","","3"
"3 on scale 1-7 ","2010","Full Time","no migration background","34","0.0074782215659004","0.0052395039798366","0.00971693915196421","3"
"3 on scale 1-7 ","2010","Full Time","direct migration background","7","","","","3"
"3 on scale 1-7 ","2010","Part Time","direct migration background","2","","","","3"
"3 on scale 1-7 ","2010","Full Time","indirect migration background","","","","","3"
"3 on scale 1-7 ","2010","Part Time","no migration background","19","","","","3"
"4 on scale 1-7","2010","Part Time","indirect migration background","5","","","","4"
"4 on scale 1-7","2010","Not Working","no migration background","182","0.0345316763563696","0.0297253381671167","0.0393380145456226","4"
"4 on scale 1-7","2010","Part Time","direct migration background","12","","","","4"
"4 on scale 1-7","2010","Part Time","no migration background","89","0.0263233777847626","0.0208890794979636","0.0317576760715616","4"
"4 on scale 1-7","2010","Not Working","direct migration background","24","","","","4"
"4 on scale 1-7","2010","Not Working","indirect migration background","4","","","","4"
"4 on scale 1-7","2010","Full Time","no migration background","129","0.0257491240125135","0.0216333951534339","0.0298648528715931","4"
"4 on scale 1-7","2010","Full Time","indirect migration background","6","","","","4"
"4 on scale 1-7","2010","Full Time","direct migration background","12","","","","4"
"5 on scale 1-7","2010","Part Time","indirect migration background","14","","","","5"
"5 on scale 1-7","2010","Not Working","no migration background","572","0.105686530639973","0.0975938726468324","0.113779188633114","5"
"5 on scale 1-7","2010","Not Working","direct migration background","60","0.102447539418679","0.0785978362701457","0.126297242567212","5"
"5 on scale 1-7","2010","Not Working","indirect migration background","20","","","","5"
"5 on scale 1-7","2010","Full Time","no migration background","469","0.0803746294968812","0.0733099073131557","0.0874393516806068","5"
"5 on scale 1-7","2010","Full Time","direct migration background","50","0.103652377238192","0.0760368694422224","0.131267885034161","5"
"5 on scale 1-7","2010","Full Time","indirect migration background","29","","","","5"
"5 on scale 1-7","2010","Part Time","direct migration background","36","0.0819041104005785","0.0542235877358137","0.109584633065343","5"
"5 on scale 1-7","2010","Part Time","no migration background","284","0.0854563043864322","0.0759668863893789","0.0949457223834854","5"
"6 on scale 1-7","2010","Part Time","indirect migration background","44","0.20021781919715","0.144052528558692","0.256383109835609","6"
"6 on scale 1-7","2010","Not Working","direct migration background","158","0.26274437394423","0.228128280757323","0.297360467131138","6"
"6 on scale 1-7","2010","Not Working","no migration background","1477","0.254652152815273","0.243184100724853","0.266120204905693","6"
"6 on scale 1-7","2010","Part Time","direct migration background","92","0.263259688343749","0.2188040537515","0.307715322935998","6"
"6 on scale 1-7","2010","Not Working","indirect migration background","41","0.269807856912691","0.204232957801427","0.335382756023955","6"
"6 on scale 1-7","2010","Full Time","no migration background","1667","0.275688768904805","0.264076896076597","0.287300641733013","6"
"6 on scale 1-7","2010","Full Time","indirect migration background","71","0.342410791457841","0.287512579054924","0.397309003860757","6"
"6 on scale 1-7","2010","Part Time","no migration background","899","0.270421862214333","0.255344613511801","0.285499110916866","6"
"6 on scale 1-7","2010","Full Time","direct migration background","117","0.238087312757677","0.19949987927717","0.276674746238183","6"
"7 Strongly agree","2010","Part Time","indirect migration background","127","0.667955978301375","0.601855814055172","0.734056142547579","7"
"7 Strongly agree","2010","Not Working","no migration background","3250","0.594679473485007","0.581756059595517","0.607602887374497","7"
"7 Strongly agree","2010","Not Working","direct migration background","366","0.580826990653794","0.54201889420351","0.619635087104078","7"
"7 Strongly agree","2010","Not Working","indirect migration background","104","0.499923947997152","0.426055026813821","0.573792869180483","7"
"7 Strongly agree","2010","Full Time","no migration background","3369","0.604489277074849","0.59178343198673","0.617195122162969","7"
"7 Strongly agree","2010","Full Time","direct migration background","279","0.614388955823679","0.570290681316168","0.658487230331191","7"
"7 Strongly agree","2010","Full Time","indirect migration background","179","0.542898804513489","0.485265600524973","0.600532008502006","7"
"7 Strongly agree","2010","Part Time","no migration background","2023","0.604239864014096","0.58764070812653","0.620839019901661","7"
"7 Strongly agree","2010","Part Time","direct migration background","229","0.615862018712705","0.566764137435348","0.664959899990061","7"
"1 Strongly disagree","2011","Part Time","direct migration background","","","","","1"
"1 Strongly disagree","2011","Part Time","indirect migration background","","","","","1"
"1 Strongly disagree","2011","Not Working","no migration background","","","","","1"
"1 Strongly disagree","2011","Not Working","direct migration background","","","","","1"
"1 Strongly disagree","2011","Not Working","indirect migration background","","","","","1"
