"plh0206i01","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2005","direct migration background","Male","107","0.100629787141055","0.0829954265908563","0.118264147691254"
"5 on scale 1-7","2005","direct migration background","Female","96","0.0771699638804443","0.0623880408769165","0.0919518868839721"
"5 on scale 1-7","2005","indirect migration background","Male","49","0.12786850201225","0.0952241660277586","0.160512837996742"
"5 on scale 1-7","2005","indirect migration background","Female","41","0.0951292216338851","0.0673010670690964","0.122957376198674"
"6 on scale 1-7","2005","no migration background","Male","2306","0.260672767757144","0.251278021313953","0.270067514200336"
"6 on scale 1-7","2005","no migration background","Female","2161","0.21811110811189","0.209643096219031","0.226579120004749"
"6 on scale 1-7","2005","direct migration background","Male","254","0.211532020774939","0.18759295055012","0.235471090999758"
"6 on scale 1-7","2005","direct migration background","Female","258","0.187817298885799","0.166183111386339","0.209451486385259"
"6 on scale 1-7","2005","indirect migration background","Male","95","0.232364105025895","0.191078636095921","0.273649573955869"
"6 on scale 1-7","2005","indirect migration background","Female","88","0.186123691907949","0.149207730274959","0.223039653540938"
"7 Strongly agree","2005","no migration background","Male","5048","0.61602349732807","0.605615435978913","0.626431558677227"
"7 Strongly agree","2005","no migration background","Female","5985","0.66784798452616","0.658190204675349","0.677505764376971"
"7 Strongly agree","2005","direct migration background","Male","694","0.623564809166519","0.595165152066027","0.651964466267011"
"7 Strongly agree","2005","direct migration background","Female","818","0.670572675436039","0.644538210132392","0.696607140739686"
"7 Strongly agree","2005","indirect migration background","Male","234","0.553294443619296","0.504695828217132","0.60189305902146"
"7 Strongly agree","2005","indirect migration background","Female","284","0.700304052413111","0.656851238217148","0.743756866609073"
"1 Strongly disagree","2006","no migration background","Male","","","",""
"1 Strongly disagree","2006","no migration background","Female","","","",""
"1 Strongly disagree","2006","direct migration background","Male","","","",""
"1 Strongly disagree","2006","direct migration background","Female","","","",""
"1 Strongly disagree","2006","indirect migration background","Male","","","",""
"1 Strongly disagree","2006","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2006","no migration background","Male","","","",""
"2 on scale 1-7 ","2006","no migration background","Female","","","",""
"2 on scale 1-7 ","2006","direct migration background","Male","","","",""
"2 on scale 1-7 ","2006","direct migration background","Female","","","",""
"2 on scale 1-7 ","2006","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2006","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2006","no migration background","Male","","","",""
"3 on scale 1-7 ","2006","no migration background","Female","","","",""
"3 on scale 1-7 ","2006","direct migration background","Male","","","",""
"3 on scale 1-7 ","2006","direct migration background","Female","","","",""
"3 on scale 1-7 ","2006","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2006","indirect migration background","Female","","","",""
"4 on scale 1-7","2006","no migration background","Male","","","",""
"4 on scale 1-7","2006","no migration background","Female","","","",""
"4 on scale 1-7","2006","direct migration background","Male","","","",""
"4 on scale 1-7","2006","direct migration background","Female","","","",""
"4 on scale 1-7","2006","indirect migration background","Male","","","",""
"4 on scale 1-7","2006","indirect migration background","Female","","","",""
"5 on scale 1-7","2006","no migration background","Male","","","",""
"5 on scale 1-7","2006","no migration background","Female","","","",""
"5 on scale 1-7","2006","direct migration background","Male","","","",""
"5 on scale 1-7","2006","direct migration background","Female","","","",""
"5 on scale 1-7","2006","indirect migration background","Male","","","",""
"5 on scale 1-7","2006","indirect migration background","Female","","","",""
"6 on scale 1-7","2006","no migration background","Male","","","",""
"6 on scale 1-7","2006","no migration background","Female","","","",""
"6 on scale 1-7","2006","direct migration background","Male","","","",""
"6 on scale 1-7","2006","direct migration background","Female","","","",""
"6 on scale 1-7","2006","indirect migration background","Male","","","",""
"6 on scale 1-7","2006","indirect migration background","Female","","","",""
"7 Strongly agree","2006","no migration background","Male","","","",""
"7 Strongly agree","2006","no migration background","Female","","","",""
"7 Strongly agree","2006","direct migration background","Male","","","",""
"7 Strongly agree","2006","direct migration background","Female","","","",""
"7 Strongly agree","2006","indirect migration background","Male","","","",""
"7 Strongly agree","2006","indirect migration background","Female","","","",""
"1 Strongly disagree","2007","no migration background","Male","","","",""
"1 Strongly disagree","2007","no migration background","Female","","","",""
"1 Strongly disagree","2007","direct migration background","Male","","","",""
"1 Strongly disagree","2007","direct migration background","Female","","","",""
"1 Strongly disagree","2007","indirect migration background","Male","","","",""
"1 Strongly disagree","2007","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2007","no migration background","Male","","","",""
"2 on scale 1-7 ","2007","no migration background","Female","","","",""
"2 on scale 1-7 ","2007","direct migration background","Male","","","",""
"2 on scale 1-7 ","2007","direct migration background","Female","","","",""
"2 on scale 1-7 ","2007","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2007","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2007","no migration background","Male","","","",""
"3 on scale 1-7 ","2007","no migration background","Female","","","",""
"3 on scale 1-7 ","2007","direct migration background","Male","","","",""
"3 on scale 1-7 ","2007","direct migration background","Female","","","",""
"3 on scale 1-7 ","2007","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2007","indirect migration background","Female","","","",""
"4 on scale 1-7","2007","no migration background","Male","","","",""
"4 on scale 1-7","2007","no migration background","Female","","","",""
"4 on scale 1-7","2007","direct migration background","Male","","","",""
"4 on scale 1-7","2007","direct migration background","Female","","","",""
"4 on scale 1-7","2007","indirect migration background","Male","","","",""
"4 on scale 1-7","2007","indirect migration background","Female","","","",""
"5 on scale 1-7","2007","no migration background","Male","","","",""
"5 on scale 1-7","2007","no migration background","Female","","","",""
"5 on scale 1-7","2007","direct migration background","Male","","","",""
"5 on scale 1-7","2007","direct migration background","Female","","","",""
"5 on scale 1-7","2007","indirect migration background","Male","","","",""
"5 on scale 1-7","2007","indirect migration background","Female","","","",""
"6 on scale 1-7","2007","no migration background","Male","","","",""
"6 on scale 1-7","2007","no migration background","Female","","","",""
"6 on scale 1-7","2007","direct migration background","Male","","","",""
"6 on scale 1-7","2007","direct migration background","Female","","","",""
"6 on scale 1-7","2007","indirect migration background","Male","","","",""
"6 on scale 1-7","2007","indirect migration background","Female","","","",""
"7 Strongly agree","2007","no migration background","Male","","","",""
"7 Strongly agree","2007","no migration background","Female","","","",""
"7 Strongly agree","2007","direct migration background","Male","","","",""
"7 Strongly agree","2007","direct migration background","Female","","","",""
"7 Strongly agree","2007","indirect migration background","Male","","","",""
"7 Strongly agree","2007","indirect migration background","Female","","","",""
"1 Strongly disagree","2008","no migration background","Male","","","",""
"1 Strongly disagree","2008","no migration background","Female","","","",""
"1 Strongly disagree","2008","direct migration background","Male","","","",""
"1 Strongly disagree","2008","direct migration background","Female","","","",""
"1 Strongly disagree","2008","indirect migration background","Male","","","",""
"1 Strongly disagree","2008","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2008","no migration background","Male","","","",""
"2 on scale 1-7 ","2008","no migration background","Female","","","",""
"2 on scale 1-7 ","2008","direct migration background","Male","","","",""
"2 on scale 1-7 ","2008","direct migration background","Female","","","",""
"2 on scale 1-7 ","2008","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2008","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2008","no migration background","Male","","","",""
"3 on scale 1-7 ","2008","no migration background","Female","","","",""
"3 on scale 1-7 ","2008","direct migration background","Male","","","",""
"3 on scale 1-7 ","2008","direct migration background","Female","","","",""
"3 on scale 1-7 ","2008","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2008","indirect migration background","Female","","","",""
"4 on scale 1-7","2008","no migration background","Male","","","",""
"4 on scale 1-7","2008","no migration background","Female","","","",""
"4 on scale 1-7","2008","direct migration background","Male","","","",""
"4 on scale 1-7","2008","direct migration background","Female","","","",""
"4 on scale 1-7","2008","indirect migration background","Male","","","",""
"4 on scale 1-7","2008","indirect migration background","Female","","","",""
"5 on scale 1-7","2008","no migration background","Male","","","",""
"5 on scale 1-7","2008","no migration background","Female","","","",""
"5 on scale 1-7","2008","direct migration background","Male","","","",""
"5 on scale 1-7","2008","direct migration background","Female","","","",""
"5 on scale 1-7","2008","indirect migration background","Male","","","",""
"5 on scale 1-7","2008","indirect migration background","Female","","","",""
"6 on scale 1-7","2008","no migration background","Male","","","",""
"6 on scale 1-7","2008","no migration background","Female","","","",""
"6 on scale 1-7","2008","direct migration background","Male","","","",""
"6 on scale 1-7","2008","direct migration background","Female","","","",""
"6 on scale 1-7","2008","indirect migration background","Male","","","",""
"6 on scale 1-7","2008","indirect migration background","Female","","","",""
"7 Strongly agree","2008","no migration background","Male","","","",""
"7 Strongly agree","2008","no migration background","Female","","","",""
"7 Strongly agree","2008","direct migration background","Male","","","",""
"7 Strongly agree","2008","direct migration background","Female","","","",""
"7 Strongly agree","2008","indirect migration background","Male","","","",""
"7 Strongly agree","2008","indirect migration background","Female","","","",""
"1 Strongly disagree","2009","no migration background","Male","","","",""
"1 Strongly disagree","2009","no migration background","Female","","","",""
"1 Strongly disagree","2009","direct migration background","Male","","","",""
"1 Strongly disagree","2009","direct migration background","Female","","","",""
"1 Strongly disagree","2009","indirect migration background","Male","","","",""
"1 Strongly disagree","2009","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2009","no migration background","Male","","","",""
"2 on scale 1-7 ","2009","no migration background","Female","","","",""
"2 on scale 1-7 ","2009","direct migration background","Male","","","",""
"2 on scale 1-7 ","2009","direct migration background","Female","","","",""
"2 on scale 1-7 ","2009","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2009","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2009","no migration background","Male","","","",""
"3 on scale 1-7 ","2009","no migration background","Female","","","",""
"3 on scale 1-7 ","2009","direct migration background","Male","","","",""
"3 on scale 1-7 ","2009","direct migration background","Female","","","",""
"3 on scale 1-7 ","2009","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2009","indirect migration background","Female","","","",""
"4 on scale 1-7","2009","no migration background","Male","","","",""
"4 on scale 1-7","2009","no migration background","Female","","","",""
"4 on scale 1-7","2009","direct migration background","Male","","","",""
"4 on scale 1-7","2009","direct migration background","Female","","","",""
"4 on scale 1-7","2009","indirect migration background","Male","","","",""
"4 on scale 1-7","2009","indirect migration background","Female","","","",""
"5 on scale 1-7","2009","no migration background","Male","","","",""
"5 on scale 1-7","2009","no migration background","Female","","","",""
"5 on scale 1-7","2009","direct migration background","Male","","","",""
"5 on scale 1-7","2009","direct migration background","Female","","","",""
"5 on scale 1-7","2009","indirect migration background","Male","","","",""
"5 on scale 1-7","2009","indirect migration background","Female","","","",""
"6 on scale 1-7","2009","no migration background","Male","","","",""
"6 on scale 1-7","2009","no migration background","Female","","","",""
"6 on scale 1-7","2009","direct migration background","Male","","","",""
"6 on scale 1-7","2009","direct migration background","Female","","","",""
"6 on scale 1-7","2009","indirect migration background","Male","","","",""
"6 on scale 1-7","2009","indirect migration background","Female","","","",""
"7 Strongly agree","2009","no migration background","Male","","","",""
"7 Strongly agree","2009","no migration background","Female","","","",""
"7 Strongly agree","2009","direct migration background","Male","","","",""
"7 Strongly agree","2009","direct migration background","Female","","","",""
"7 Strongly agree","2009","indirect migration background","Male","","","",""
"7 Strongly agree","2009","indirect migration background","Female","","","",""
"1 Strongly disagree","2010","no migration background","Male","13","","",""
"1 Strongly disagree","2010","no migration background","Female","23","","",""
"1 Strongly disagree","2010","direct migration background","Male","1","","",""
"1 Strongly disagree","2010","direct migration background","Female","4","","",""
"1 Strongly disagree","2010","indirect migration background","Male","1","","",""
"1 Strongly disagree","2010","indirect migration background","Female","3","","",""
"2 on scale 1-7 ","2010","no migration background","Male","15","","",""
"2 on scale 1-7 ","2010","no migration background","Female","21","","",""
"2 on scale 1-7 ","2010","direct migration background","Male","6","","",""
"2 on scale 1-7 ","2010","direct migration background","Female","5","","",""
"2 on scale 1-7 ","2010","indirect migration background","Male","6","","",""
"2 on scale 1-7 ","2010","indirect migration background","Female","2","","",""
"3 on scale 1-7 ","2010","no migration background","Male","46","0.0072763755607574","0.00528109746987959","0.00927165365163521"
"3 on scale 1-7 ","2010","no migration background","Female","39","0.00525576664268091","0.00362984062720032","0.00688169265816149"
"3 on scale 1-7 ","2010","direct migration background","Male","8","","",""
"3 on scale 1-7 ","2010","direct migration background","Female","7","","",""
"3 on scale 1-7 ","2010","indirect migration background","Male","1","","",""
"3 on scale 1-7 ","2010","indirect migration background","Female","1","","",""
"4 on scale 1-7","2010","no migration background","Male","192","0.0307067820608581","0.0266565823129181","0.0347569818087981"
"4 on scale 1-7","2010","no migration background","Female","208","0.028029936314969","0.0243183075840449","0.0317415650458931"
"4 on scale 1-7","2010","direct migration background","Male","22","","",""
"4 on scale 1-7","2010","direct migration background","Female","26","","",""
"4 on scale 1-7","2010","indirect migration background","Male","9","","",""
"4 on scale 1-7","2010","indirect migration background","Female","6","","",""
"5 on scale 1-7","2010","no migration background","Male","680","0.098042542525412","0.0910613114780281","0.105023773572796"
"5 on scale 1-7","2010","no migration background","Female","645","0.0850105481472009","0.0787390473788503","0.0912820489155516"
"5 on scale 1-7","2010","direct migration background","Male","80","0.120271687582372","0.0955118772356557","0.145031497929087"
"5 on scale 1-7","2010","direct migration background","Female","66","0.0759601312870039","0.0576357834697793","0.0942844791042286"
"5 on scale 1-7","2010","indirect migration background","Male","30","0.0821950445311632","0.0518154982317037","0.112574590830623"
"5 on scale 1-7","2010","indirect migration background","Female","33","0.105716245688051","0.0732241737415376","0.138208317634564"
"6 on scale 1-7","2010","no migration background","Male","2017","0.275446115594186","0.26495829203028","0.285933939158091"
"6 on scale 1-7","2010","no migration background","Female","2026","0.25723441421561","0.247405230560221","0.267063597870999"
"6 on scale 1-7","2010","direct migration background","Male","159","0.236514521622427","0.20416851859769","0.268860524647165"
"6 on scale 1-7","2010","direct migration background","Female","208","0.272341083700011","0.241551003036199","0.303131164363824"
"6 on scale 1-7","2010","indirect migration background","Male","83","0.3553108850818","0.302373474756779","0.40824829540682"
"6 on scale 1-7","2010","indirect migration background","Female","73","0.195529490880998","0.153618293509175","0.23744068825282"
"7 Strongly agree","2010","no migration background","Male","4007","0.583110238551814","0.571535327825434","0.594685149278194"
"7 Strongly agree","2010","no migration background","Female","4635","0.617655730803081","0.606728061141338","0.628583400464824"
"7 Strongly agree","2010","direct migration background","Male","387","0.59694983079698","0.559612798328831","0.634286863265128"
"7 Strongly agree","2010","direct migration background","Female","487","0.605016630096009","0.571205212477017","0.638828047715"
"7 Strongly agree","2010","indirect migration background","Male","184","0.506559601738658","0.451260777922744","0.561858425554571"
"7 Strongly agree","2010","indirect migration background","Female","226","0.650458540321935","0.600070435099605","0.700846645544266"
"1 Strongly disagree","2011","no migration background","Male","","","",""
"1 Strongly disagree","2011","no migration background","Female","","","",""
"1 Strongly disagree","2011","direct migration background","Male","","","",""
"1 Strongly disagree","2011","direct migration background","Female","","","",""
"1 Strongly disagree","2011","indirect migration background","Male","","","",""
"1 Strongly disagree","2011","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2011","no migration background","Male","","","",""
"2 on scale 1-7 ","2011","no migration background","Female","","","",""
"2 on scale 1-7 ","2011","direct migration background","Male","","","",""
"2 on scale 1-7 ","2011","direct migration background","Female","","","",""
"2 on scale 1-7 ","2011","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2011","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2011","no migration background","Male","","","",""
"3 on scale 1-7 ","2011","no migration background","Female","","","",""
"3 on scale 1-7 ","2011","direct migration background","Male","","","",""
"3 on scale 1-7 ","2011","direct migration background","Female","","","",""
"3 on scale 1-7 ","2011","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2011","indirect migration background","Female","","","",""
"4 on scale 1-7","2011","no migration background","Male","","","",""
"4 on scale 1-7","2011","no migration background","Female","","","",""
"4 on scale 1-7","2011","direct migration background","Male","","","",""
"4 on scale 1-7","2011","direct migration background","Female","","","",""
"4 on scale 1-7","2011","indirect migration background","Male","","","",""
"4 on scale 1-7","2011","indirect migration background","Female","","","",""
"5 on scale 1-7","2011","no migration background","Male","","","",""
"5 on scale 1-7","2011","no migration background","Female","","","",""
"5 on scale 1-7","2011","direct migration background","Male","","","",""
"5 on scale 1-7","2011","direct migration background","Female","","","",""
"5 on scale 1-7","2011","indirect migration background","Male","","","",""
"5 on scale 1-7","2011","indirect migration background","Female","","","",""
"6 on scale 1-7","2011","no migration background","Male","","","",""
"6 on scale 1-7","2011","no migration background","Female","","","",""
"6 on scale 1-7","2011","direct migration background","Male","","","",""
"6 on scale 1-7","2011","direct migration background","Female","","","",""
"6 on scale 1-7","2011","indirect migration background","Male","","","",""
"6 on scale 1-7","2011","indirect migration background","Female","","","",""
"7 Strongly agree","2011","no migration background","Male","","","",""
"7 Strongly agree","2011","no migration background","Female","","","",""
"7 Strongly agree","2011","direct migration background","Male","","","",""
"7 Strongly agree","2011","direct migration background","Female","","","",""
"7 Strongly agree","2011","indirect migration background","Male","","","",""
"7 Strongly agree","2011","indirect migration background","Female","","","",""
"1 Strongly disagree","2012","no migration background","Male","","","",""
"1 Strongly disagree","2012","no migration background","Female","","","",""
"1 Strongly disagree","2012","direct migration background","Male","","","",""
"1 Strongly disagree","2012","direct migration background","Female","","","",""
"1 Strongly disagree","2012","indirect migration background","Male","","","",""
"1 Strongly disagree","2012","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2012","no migration background","Male","","","",""
"2 on scale 1-7 ","2012","no migration background","Female","","","",""
"2 on scale 1-7 ","2012","direct migration background","Male","","","",""
"2 on scale 1-7 ","2012","direct migration background","Female","","","",""
"2 on scale 1-7 ","2012","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2012","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2012","no migration background","Male","","","",""
"3 on scale 1-7 ","2012","no migration background","Female","","","",""
"3 on scale 1-7 ","2012","direct migration background","Male","","","",""
"3 on scale 1-7 ","2012","direct migration background","Female","","","",""
"3 on scale 1-7 ","2012","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2012","indirect migration background","Female","","","",""
"4 on scale 1-7","2012","no migration background","Male","","","",""
"4 on scale 1-7","2012","no migration background","Female","","","",""
"4 on scale 1-7","2012","direct migration background","Male","","","",""
"4 on scale 1-7","2012","direct migration background","Female","","","",""
"4 on scale 1-7","2012","indirect migration background","Male","","","",""
"4 on scale 1-7","2012","indirect migration background","Female","","","",""
"5 on scale 1-7","2012","no migration background","Male","","","",""
"5 on scale 1-7","2012","no migration background","Female","","","",""
"5 on scale 1-7","2012","direct migration background","Male","","","",""
"5 on scale 1-7","2012","direct migration background","Female","","","",""
"5 on scale 1-7","2012","indirect migration background","Male","","","",""
"5 on scale 1-7","2012","indirect migration background","Female","","","",""
"6 on scale 1-7","2012","no migration background","Male","","","",""
"6 on scale 1-7","2012","no migration background","Female","","","",""
"6 on scale 1-7","2012","direct migration background","Male","","","",""
"6 on scale 1-7","2012","direct migration background","Female","","","",""
"6 on scale 1-7","2012","indirect migration background","Male","","","",""
"6 on scale 1-7","2012","indirect migration background","Female","","","",""
"7 Strongly agree","2012","no migration background","Male","","","",""
"7 Strongly agree","2012","no migration background","Female","","","",""
"7 Strongly agree","2012","direct migration background","Male","","","",""
"7 Strongly agree","2012","direct migration background","Female","","","",""
"7 Strongly agree","2012","indirect migration background","Male","","","",""
"7 Strongly agree","2012","indirect migration background","Female","","","",""
"1 Strongly disagree","2013","no migration background","Male","","","",""
"1 Strongly disagree","2013","no migration background","Female","","","",""
"1 Strongly disagree","2013","direct migration background","Male","","","",""
"1 Strongly disagree","2013","direct migration background","Female","","","",""
"1 Strongly disagree","2013","indirect migration background","Male","","","",""
"1 Strongly disagree","2013","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2013","no migration background","Male","","","",""
"2 on scale 1-7 ","2013","no migration background","Female","","","",""
"2 on scale 1-7 ","2013","direct migration background","Male","","","",""
"2 on scale 1-7 ","2013","direct migration background","Female","","","",""
"2 on scale 1-7 ","2013","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2013","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2013","no migration background","Male","","","",""
"3 on scale 1-7 ","2013","no migration background","Female","","","",""
"3 on scale 1-7 ","2013","direct migration background","Male","","","",""
"3 on scale 1-7 ","2013","direct migration background","Female","","","",""
"3 on scale 1-7 ","2013","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2013","indirect migration background","Female","","","",""
"4 on scale 1-7","2013","no migration background","Male","","","",""
"4 on scale 1-7","2013","no migration background","Female","","","",""
"4 on scale 1-7","2013","direct migration background","Male","","","",""
"4 on scale 1-7","2013","direct migration background","Female","","","",""
"4 on scale 1-7","2013","indirect migration background","Male","","","",""
"4 on scale 1-7","2013","indirect migration background","Female","","","",""
"5 on scale 1-7","2013","no migration background","Male","","","",""
"5 on scale 1-7","2013","no migration background","Female","","","",""
"5 on scale 1-7","2013","direct migration background","Male","","","",""
"5 on scale 1-7","2013","direct migration background","Female","","","",""
"5 on scale 1-7","2013","indirect migration background","Male","","","",""
"5 on scale 1-7","2013","indirect migration background","Female","","","",""
"6 on scale 1-7","2013","no migration background","Male","","","",""
"6 on scale 1-7","2013","no migration background","Female","","","",""
"6 on scale 1-7","2013","direct migration background","Male","","","",""
"6 on scale 1-7","2013","direct migration background","Female","","","",""
"6 on scale 1-7","2013","indirect migration background","Male","","","",""
"6 on scale 1-7","2013","indirect migration background","Female","","","",""
"7 Strongly agree","2013","no migration background","Male","","","",""
"7 Strongly agree","2013","no migration background","Female","","","",""
"7 Strongly agree","2013","direct migration background","Male","","","",""
"7 Strongly agree","2013","direct migration background","Female","","","",""
"7 Strongly agree","2013","indirect migration background","Male","","","",""
"7 Strongly agree","2013","indirect migration background","Female","","","",""
"1 Strongly disagree","2014","no migration background","Male","","","",""
"1 Strongly disagree","2014","no migration background","Female","","","",""
"1 Strongly disagree","2014","direct migration background","Male","","","",""
"1 Strongly disagree","2014","direct migration background","Female","","","",""
"1 Strongly disagree","2014","indirect migration background","Male","","","",""
"1 Strongly disagree","2014","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2014","no migration background","Male","","","",""
"2 on scale 1-7 ","2014","no migration background","Female","","","",""
"2 on scale 1-7 ","2014","direct migration background","Male","","","",""
"2 on scale 1-7 ","2014","direct migration background","Female","","","",""
"2 on scale 1-7 ","2014","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2014","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2014","no migration background","Male","","","",""
"3 on scale 1-7 ","2014","no migration background","Female","","","",""
"3 on scale 1-7 ","2014","direct migration background","Male","","","",""
"3 on scale 1-7 ","2014","direct migration background","Female","","","",""
"3 on scale 1-7 ","2014","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2014","indirect migration background","Female","","","",""
"4 on scale 1-7","2014","no migration background","Male","","","",""
"4 on scale 1-7","2014","no migration background","Female","","","",""
"4 on scale 1-7","2014","direct migration background","Male","","","",""
"4 on scale 1-7","2014","direct migration background","Female","","","",""
"4 on scale 1-7","2014","indirect migration background","Male","","","",""
"4 on scale 1-7","2014","indirect migration background","Female","","","",""
"5 on scale 1-7","2014","no migration background","Male","","","",""
"5 on scale 1-7","2014","no migration background","Female","","","",""
"5 on scale 1-7","2014","direct migration background","Male","","","",""
"5 on scale 1-7","2014","direct migration background","Female","","","",""
"5 on scale 1-7","2014","indirect migration background","Male","","","",""
"5 on scale 1-7","2014","indirect migration background","Female","","","",""
"6 on scale 1-7","2014","no migration background","Male","","","",""
"6 on scale 1-7","2014","no migration background","Female","","","",""
"6 on scale 1-7","2014","direct migration background","Male","","","",""
"6 on scale 1-7","2014","direct migration background","Female","","","",""
"6 on scale 1-7","2014","indirect migration background","Male","","","",""
"6 on scale 1-7","2014","indirect migration background","Female","","","",""
"7 Strongly agree","2014","no migration background","Male","","","",""
"7 Strongly agree","2014","no migration background","Female","","","",""
"7 Strongly agree","2014","direct migration background","Male","","","",""
"7 Strongly agree","2014","direct migration background","Female","","","",""
"7 Strongly agree","2014","indirect migration background","Male","","","",""
"7 Strongly agree","2014","indirect migration background","Female","","","",""
"1 Strongly disagree","2015","no migration background","Male","24","","",""
"1 Strongly disagree","2015","no migration background","Female","34","0.00292144862949633","0.00188476837807329","0.00395812888091938"
"1 Strongly disagree","2015","direct migration background","Male","17","","",""
"1 Strongly disagree","2015","direct migration background","Female","16","","",""
"1 Strongly disagree","2015","indirect migration background","Male","3","","",""
"1 Strongly disagree","2015","indirect migration background","Female","1","","",""
"2 on scale 1-7 ","2015","no migration background","Male","30","0.0027760529530752","0.00168097390116955","0.00387113200498085"
"2 on scale 1-7 ","2015","no migration background","Female","40","0.0040836823461802","0.00285873220608996","0.00530863248627045"
"2 on scale 1-7 ","2015","direct migration background","Male","27","","",""
"2 on scale 1-7 ","2015","direct migration background","Female","23","","",""
"2 on scale 1-7 ","2015","indirect migration background","Male","3","","",""
"2 on scale 1-7 ","2015","indirect migration background","Female","5","","",""
"3 on scale 1-7 ","2015","no migration background","Male","61","0.00610847384916414","0.0044867716628419","0.00773017603548638"
"3 on scale 1-7 ","2015","no migration background","Female","70","0.00736524379706772","0.00572288018776867","0.00900760740636677"
"3 on scale 1-7 ","2015","direct migration background","Male","33","0.0115957612997677","0.0075334601907851","0.0156580624087502"
"3 on scale 1-7 ","2015","direct migration background","Female","35","0.0129608896376886","0.00899846961730773","0.0169233096580694"
"3 on scale 1-7 ","2015","indirect migration background","Male","9","","",""
"3 on scale 1-7 ","2015","indirect migration background","Female","4","","",""
"4 on scale 1-7","2015","no migration background","Male","242","0.0219353196693605","0.0188867858256996","0.0249838535130215"
"4 on scale 1-7","2015","no migration background","Female","299","0.0283963515210681","0.0252058654595301","0.0315868375826061"
"4 on scale 1-7","2015","direct migration background","Male","110","0.0440599711664789","0.0362725689491715","0.0518473733837863"
