"plh0206i01","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2005","Single parent ","East Germany","1","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","West Germany","23","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","East Germany","2","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","West Germany","15","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","East Germany","7","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","West Germany","8","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","East Germany","4","","",""
"4 on scale 1-7","2005","1-pers.-HH","West Germany","67","0.0342810749464946","0.0267411384886797","0.0418210114043095"
"4 on scale 1-7","2005","1-pers.-HH","East Germany","15","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","West Germany","141","0.0268606183416315","0.0224972331294494","0.0312240035538136"
"4 on scale 1-7","2005","(Married) couple without C. ","East Germany","42","0.0223130844511077","0.0154166463099133","0.0292095225923021"
"4 on scale 1-7","2005","Single parent ","West Germany","31","0.034997955623325","0.0222152350761953","0.0477806761704548"
"4 on scale 1-7","2005","Single parent ","East Germany","14","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","82","0.0302354995208917","0.0241283811944677","0.0363426178473157"
"4 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","15","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","81","0.039563906535246","0.0320624270647276","0.0470653860057643"
"4 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","33","0.0262616062623981","0.0165891843676853","0.0359340281571109"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","42","0.0345593934710375","0.0247463234020445","0.0443724635400305"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","East Germany","13","","",""
"5 on scale 1-7","2005","1-pers.-HH","West Germany","182","0.0841535546958909","0.0726491893872367","0.0956579200045452"
"5 on scale 1-7","2005","1-pers.-HH","East Germany","47","0.0603881673869491","0.0431202657447516","0.0776560690291467"
"5 on scale 1-7","2005","(Married) couple without C. ","West Germany","420","0.0804683858235932","0.0731270683460725","0.087809703301114"
"5 on scale 1-7","2005","(Married) couple without C. ","East Germany","126","0.0748334750810925","0.0625476861242627","0.0871192640379223"
"5 on scale 1-7","2005","Single parent ","West Germany","64","0.0731184905246026","0.0550107793964308","0.0912262016527744"
"5 on scale 1-7","2005","Single parent ","East Germany","19","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","240","0.0859546470194423","0.0759577970892714","0.0959514969496132"
"5 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","37","0.0456292585679801","0.0301148239696997","0.0611436931662605"
"5 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","212","0.088849491295509","0.0779002093528568","0.0997987732381612"
"5 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","86","0.084653004907487","0.0678158963914884","0.101490113423486"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","141","0.102323819198157","0.086041836649212","0.118605801747102"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","East Germany","41","0.11073339905769","0.078887832377785","0.142578965737594"
"6 on scale 1-7","2005","1-pers.-HH","West Germany","504","0.212017624131203","0.195079733168728","0.228955515093679"
"6 on scale 1-7","2005","1-pers.-HH","East Germany","165","0.218361740801308","0.188412861131618","0.248310620470997"
"6 on scale 1-7","2005","(Married) couple without C. ","West Germany","1280","0.227853639255552","0.216533394223213","0.239173884287891"
"6 on scale 1-7","2005","(Married) couple without C. ","East Germany","457","0.248400824421418","0.228225765908784","0.268575882934052"
"6 on scale 1-7","2005","Single parent ","West Germany","200","0.245321007886645","0.215392412128372","0.275249603644917"
"6 on scale 1-7","2005","Single parent ","East Germany","65","0.206458968558157","0.161107751305741","0.251810185810573"
"6 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","789","0.247644740010106","0.232250060420239","0.263039419599974"
"6 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","180","0.248683946192689","0.216548014304605","0.280819878080772"
"6 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","688","0.250778615423422","0.234097947459578","0.267459283387265"
"6 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","292","0.273415678576955","0.246456406604463","0.300374950549447"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","336","0.236251416658939","0.213431109650032","0.259071723667845"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","East Germany","80","0.193209986756897","0.153142812268634","0.23327716124516"
"7 Strongly agree","2005","1-pers.-HH","West Germany","1456","0.657521533669769","0.637856860888108","0.67718620645143"
"7 Strongly agree","2005","1-pers.-HH","East Germany","499","0.684714306338007","0.651032433186311","0.718396179489704"
"7 Strongly agree","2005","(Married) couple without C. ","West Germany","3372","0.65530027308653","0.642473462769597","0.668127083403463"
"7 Strongly agree","2005","(Married) couple without C. ","East Germany","1118","0.639081816858496","0.616657059590714","0.661506574126279"
"7 Strongly agree","2005","Single parent ","West Germany","488","0.626072803555433","0.592418253721618","0.659727353389249"
"7 Strongly agree","2005","Single parent ","East Germany","207","0.705883013610953","0.65483089176941","0.756935135452496"
"7 Strongly agree","2005","Couple + C. LE 16 ","West Germany","1879","0.627640946420839","0.610399201618742","0.644882691222936"
"7 Strongly agree","2005","Couple + C. LE 16 ","East Germany","461","0.676517180892291","0.641737890755072","0.711296471029511"
"7 Strongly agree","2005","Couple + C. GT 16 ","West Germany","1583","0.608783621197177","0.590003296381167","0.627563946013187"
"7 Strongly agree","2005","Couple + C. GT 16 ","East Germany","626","0.604422326890359","0.574846317430892","0.633998336349826"
"7 Strongly agree","2005","Couple + C. LE and GT 16","West Germany","801","0.614030408095076","0.58787686405035","0.640183952139802"
"7 Strongly agree","2005","Couple + C. LE and GT 16","East Germany","235","0.652478258920076","0.604153723511231","0.70080279432892"
"1 Strongly disagree","2006","1-pers.-HH","West Germany","","","",""
"1 Strongly disagree","2006","1-pers.-HH","East Germany","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","West Germany","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","East Germany","","","",""
"1 Strongly disagree","2006","Single parent ","West Germany","","","",""
"1 Strongly disagree","2006","Single parent ","East Germany","","","",""
"1 Strongly disagree","2006","Couple + C. LE 16 ","West Germany","","","",""
"1 Strongly disagree","2006","Couple + C. LE 16 ","East Germany","","","",""
"1 Strongly disagree","2006","Couple + C. GT 16 ","West Germany","","","",""
"1 Strongly disagree","2006","Couple + C. GT 16 ","East Germany","","","",""
"1 Strongly disagree","2006","Couple + C. LE and GT 16","West Germany","","","",""
"1 Strongly disagree","2006","Couple + C. LE and GT 16","East Germany","","","",""
"2 on scale 1-7 ","2006","1-pers.-HH","West Germany","","","",""
"2 on scale 1-7 ","2006","1-pers.-HH","East Germany","","","",""
"2 on scale 1-7 ","2006","(Married) couple without C. ","West Germany","","","",""
"2 on scale 1-7 ","2006","(Married) couple without C. ","East Germany","","","",""
"2 on scale 1-7 ","2006","Single parent ","West Germany","","","",""
"2 on scale 1-7 ","2006","Single parent ","East Germany","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE 16 ","West Germany","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE 16 ","East Germany","","","",""
"2 on scale 1-7 ","2006","Couple + C. GT 16 ","West Germany","","","",""
"2 on scale 1-7 ","2006","Couple + C. GT 16 ","East Germany","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE and GT 16","West Germany","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE and GT 16","East Germany","","","",""
"3 on scale 1-7 ","2006","1-pers.-HH","West Germany","","","",""
"3 on scale 1-7 ","2006","1-pers.-HH","East Germany","","","",""
"3 on scale 1-7 ","2006","(Married) couple without C. ","West Germany","","","",""
"3 on scale 1-7 ","2006","(Married) couple without C. ","East Germany","","","",""
"3 on scale 1-7 ","2006","Single parent ","West Germany","","","",""
"3 on scale 1-7 ","2006","Single parent ","East Germany","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE 16 ","West Germany","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE 16 ","East Germany","","","",""
"3 on scale 1-7 ","2006","Couple + C. GT 16 ","West Germany","","","",""
"3 on scale 1-7 ","2006","Couple + C. GT 16 ","East Germany","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE and GT 16","West Germany","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE and GT 16","East Germany","","","",""
"4 on scale 1-7","2006","1-pers.-HH","West Germany","","","",""
"4 on scale 1-7","2006","1-pers.-HH","East Germany","","","",""
"4 on scale 1-7","2006","(Married) couple without C. ","West Germany","","","",""
"4 on scale 1-7","2006","(Married) couple without C. ","East Germany","","","",""
"4 on scale 1-7","2006","Single parent ","West Germany","","","",""
"4 on scale 1-7","2006","Single parent ","East Germany","","","",""
"4 on scale 1-7","2006","Couple + C. LE 16 ","West Germany","","","",""
"4 on scale 1-7","2006","Couple + C. LE 16 ","East Germany","","","",""
"4 on scale 1-7","2006","Couple + C. GT 16 ","West Germany","","","",""
"4 on scale 1-7","2006","Couple + C. GT 16 ","East Germany","","","",""
"4 on scale 1-7","2006","Couple + C. LE and GT 16","West Germany","","","",""
"4 on scale 1-7","2006","Couple + C. LE and GT 16","East Germany","","","",""
"5 on scale 1-7","2006","1-pers.-HH","West Germany","","","",""
"5 on scale 1-7","2006","1-pers.-HH","East Germany","","","",""
"5 on scale 1-7","2006","(Married) couple without C. ","West Germany","","","",""
"5 on scale 1-7","2006","(Married) couple without C. ","East Germany","","","",""
"5 on scale 1-7","2006","Single parent ","West Germany","","","",""
"5 on scale 1-7","2006","Single parent ","East Germany","","","",""
"5 on scale 1-7","2006","Couple + C. LE 16 ","West Germany","","","",""
"5 on scale 1-7","2006","Couple + C. LE 16 ","East Germany","","","",""
"5 on scale 1-7","2006","Couple + C. GT 16 ","West Germany","","","",""
"5 on scale 1-7","2006","Couple + C. GT 16 ","East Germany","","","",""
"5 on scale 1-7","2006","Couple + C. LE and GT 16","West Germany","","","",""
"5 on scale 1-7","2006","Couple + C. LE and GT 16","East Germany","","","",""
"6 on scale 1-7","2006","1-pers.-HH","West Germany","","","",""
"6 on scale 1-7","2006","1-pers.-HH","East Germany","","","",""
"6 on scale 1-7","2006","(Married) couple without C. ","West Germany","","","",""
"6 on scale 1-7","2006","(Married) couple without C. ","East Germany","","","",""
"6 on scale 1-7","2006","Single parent ","West Germany","","","",""
"6 on scale 1-7","2006","Single parent ","East Germany","","","",""
"6 on scale 1-7","2006","Couple + C. LE 16 ","West Germany","","","",""
"6 on scale 1-7","2006","Couple + C. LE 16 ","East Germany","","","",""
"6 on scale 1-7","2006","Couple + C. GT 16 ","West Germany","","","",""
"6 on scale 1-7","2006","Couple + C. GT 16 ","East Germany","","","",""
"6 on scale 1-7","2006","Couple + C. LE and GT 16","West Germany","","","",""
"6 on scale 1-7","2006","Couple + C. LE and GT 16","East Germany","","","",""
"7 Strongly agree","2006","1-pers.-HH","West Germany","","","",""
"7 Strongly agree","2006","1-pers.-HH","East Germany","","","",""
"7 Strongly agree","2006","(Married) couple without C. ","West Germany","","","",""
"7 Strongly agree","2006","(Married) couple without C. ","East Germany","","","",""
"7 Strongly agree","2006","Single parent ","West Germany","","","",""
"7 Strongly agree","2006","Single parent ","East Germany","","","",""
"7 Strongly agree","2006","Couple + C. LE 16 ","West Germany","","","",""
"7 Strongly agree","2006","Couple + C. LE 16 ","East Germany","","","",""
"7 Strongly agree","2006","Couple + C. GT 16 ","West Germany","","","",""
"7 Strongly agree","2006","Couple + C. GT 16 ","East Germany","","","",""
"7 Strongly agree","2006","Couple + C. LE and GT 16","West Germany","","","",""
"7 Strongly agree","2006","Couple + C. LE and GT 16","East Germany","","","",""
"1 Strongly disagree","2007","1-pers.-HH","West Germany","","","",""
"1 Strongly disagree","2007","1-pers.-HH","East Germany","","","",""
"1 Strongly disagree","2007","(Married) couple without C. ","West Germany","","","",""
"1 Strongly disagree","2007","(Married) couple without C. ","East Germany","","","",""
"1 Strongly disagree","2007","Single parent ","West Germany","","","",""
"1 Strongly disagree","2007","Single parent ","East Germany","","","",""
"1 Strongly disagree","2007","Couple + C. LE 16 ","West Germany","","","",""
"1 Strongly disagree","2007","Couple + C. LE 16 ","East Germany","","","",""
"1 Strongly disagree","2007","Couple + C. GT 16 ","West Germany","","","",""
"1 Strongly disagree","2007","Couple + C. GT 16 ","East Germany","","","",""
"1 Strongly disagree","2007","Couple + C. LE and GT 16","West Germany","","","",""
"1 Strongly disagree","2007","Couple + C. LE and GT 16","East Germany","","","",""
"2 on scale 1-7 ","2007","1-pers.-HH","West Germany","","","",""
"2 on scale 1-7 ","2007","1-pers.-HH","East Germany","","","",""
"2 on scale 1-7 ","2007","(Married) couple without C. ","West Germany","","","",""
"2 on scale 1-7 ","2007","(Married) couple without C. ","East Germany","","","",""
"2 on scale 1-7 ","2007","Single parent ","West Germany","","","",""
"2 on scale 1-7 ","2007","Single parent ","East Germany","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE 16 ","West Germany","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE 16 ","East Germany","","","",""
"2 on scale 1-7 ","2007","Couple + C. GT 16 ","West Germany","","","",""
"2 on scale 1-7 ","2007","Couple + C. GT 16 ","East Germany","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE and GT 16","West Germany","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE and GT 16","East Germany","","","",""
"3 on scale 1-7 ","2007","1-pers.-HH","West Germany","","","",""
"3 on scale 1-7 ","2007","1-pers.-HH","East Germany","","","",""
"3 on scale 1-7 ","2007","(Married) couple without C. ","West Germany","","","",""
"3 on scale 1-7 ","2007","(Married) couple without C. ","East Germany","","","",""
"3 on scale 1-7 ","2007","Single parent ","West Germany","","","",""
"3 on scale 1-7 ","2007","Single parent ","East Germany","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE 16 ","West Germany","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE 16 ","East Germany","","","",""
"3 on scale 1-7 ","2007","Couple + C. GT 16 ","West Germany","","","",""
"3 on scale 1-7 ","2007","Couple + C. GT 16 ","East Germany","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE and GT 16","West Germany","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE and GT 16","East Germany","","","",""
"4 on scale 1-7","2007","1-pers.-HH","West Germany","","","",""
"4 on scale 1-7","2007","1-pers.-HH","East Germany","","","",""
"4 on scale 1-7","2007","(Married) couple without C. ","West Germany","","","",""
"4 on scale 1-7","2007","(Married) couple without C. ","East Germany","","","",""
"4 on scale 1-7","2007","Single parent ","West Germany","","","",""
"4 on scale 1-7","2007","Single parent ","East Germany","","","",""
"4 on scale 1-7","2007","Couple + C. LE 16 ","West Germany","","","",""
"4 on scale 1-7","2007","Couple + C. LE 16 ","East Germany","","","",""
"4 on scale 1-7","2007","Couple + C. GT 16 ","West Germany","","","",""
"4 on scale 1-7","2007","Couple + C. GT 16 ","East Germany","","","",""
"4 on scale 1-7","2007","Couple + C. LE and GT 16","West Germany","","","",""
"4 on scale 1-7","2007","Couple + C. LE and GT 16","East Germany","","","",""
"5 on scale 1-7","2007","1-pers.-HH","West Germany","","","",""
"5 on scale 1-7","2007","1-pers.-HH","East Germany","","","",""
"5 on scale 1-7","2007","(Married) couple without C. ","West Germany","","","",""
"5 on scale 1-7","2007","(Married) couple without C. ","East Germany","","","",""
"5 on scale 1-7","2007","Single parent ","West Germany","","","",""
"5 on scale 1-7","2007","Single parent ","East Germany","","","",""
"5 on scale 1-7","2007","Couple + C. LE 16 ","West Germany","","","",""
"5 on scale 1-7","2007","Couple + C. LE 16 ","East Germany","","","",""
"5 on scale 1-7","2007","Couple + C. GT 16 ","West Germany","","","",""
"5 on scale 1-7","2007","Couple + C. GT 16 ","East Germany","","","",""
"5 on scale 1-7","2007","Couple + C. LE and GT 16","West Germany","","","",""
"5 on scale 1-7","2007","Couple + C. LE and GT 16","East Germany","","","",""
"6 on scale 1-7","2007","1-pers.-HH","West Germany","","","",""
"6 on scale 1-7","2007","1-pers.-HH","East Germany","","","",""
"6 on scale 1-7","2007","(Married) couple without C. ","West Germany","","","",""
"6 on scale 1-7","2007","(Married) couple without C. ","East Germany","","","",""
"6 on scale 1-7","2007","Single parent ","West Germany","","","",""
"6 on scale 1-7","2007","Single parent ","East Germany","","","",""
"6 on scale 1-7","2007","Couple + C. LE 16 ","West Germany","","","",""
"6 on scale 1-7","2007","Couple + C. LE 16 ","East Germany","","","",""
"6 on scale 1-7","2007","Couple + C. GT 16 ","West Germany","","","",""
"6 on scale 1-7","2007","Couple + C. GT 16 ","East Germany","","","",""
"6 on scale 1-7","2007","Couple + C. LE and GT 16","West Germany","","","",""
"6 on scale 1-7","2007","Couple + C. LE and GT 16","East Germany","","","",""
"7 Strongly agree","2007","1-pers.-HH","West Germany","","","",""
"7 Strongly agree","2007","1-pers.-HH","East Germany","","","",""
"7 Strongly agree","2007","(Married) couple without C. ","West Germany","","","",""
"7 Strongly agree","2007","(Married) couple without C. ","East Germany","","","",""
"7 Strongly agree","2007","Single parent ","West Germany","","","",""
"7 Strongly agree","2007","Single parent ","East Germany","","","",""
"7 Strongly agree","2007","Couple + C. LE 16 ","West Germany","","","",""
"7 Strongly agree","2007","Couple + C. LE 16 ","East Germany","","","",""
"7 Strongly agree","2007","Couple + C. GT 16 ","West Germany","","","",""
"7 Strongly agree","2007","Couple + C. GT 16 ","East Germany","","","",""
"7 Strongly agree","2007","Couple + C. LE and GT 16","West Germany","","","",""
"7 Strongly agree","2007","Couple + C. LE and GT 16","East Germany","","","",""
"1 Strongly disagree","2008","1-pers.-HH","West Germany","","","",""
"1 Strongly disagree","2008","1-pers.-HH","East Germany","","","",""
"1 Strongly disagree","2008","(Married) couple without C. ","West Germany","","","",""
"1 Strongly disagree","2008","(Married) couple without C. ","East Germany","","","",""
"1 Strongly disagree","2008","Single parent ","West Germany","","","",""
"1 Strongly disagree","2008","Single parent ","East Germany","","","",""
"1 Strongly disagree","2008","Couple + C. LE 16 ","West Germany","","","",""
"1 Strongly disagree","2008","Couple + C. LE 16 ","East Germany","","","",""
"1 Strongly disagree","2008","Couple + C. GT 16 ","West Germany","","","",""
"1 Strongly disagree","2008","Couple + C. GT 16 ","East Germany","","","",""
"1 Strongly disagree","2008","Couple + C. LE and GT 16","West Germany","","","",""
"1 Strongly disagree","2008","Couple + C. LE and GT 16","East Germany","","","",""
"2 on scale 1-7 ","2008","1-pers.-HH","West Germany","","","",""
"2 on scale 1-7 ","2008","1-pers.-HH","East Germany","","","",""
"2 on scale 1-7 ","2008","(Married) couple without C. ","West Germany","","","",""
"2 on scale 1-7 ","2008","(Married) couple without C. ","East Germany","","","",""
"2 on scale 1-7 ","2008","Single parent ","West Germany","","","",""
"2 on scale 1-7 ","2008","Single parent ","East Germany","","","",""
"2 on scale 1-7 ","2008","Couple + C. LE 16 ","West Germany","","","",""
"2 on scale 1-7 ","2008","Couple + C. LE 16 ","East Germany","","","",""
"2 on scale 1-7 ","2008","Couple + C. GT 16 ","West Germany","","","",""
"2 on scale 1-7 ","2008","Couple + C. GT 16 ","East Germany","","","",""
"2 on scale 1-7 ","2008","Couple + C. LE and GT 16","West Germany","","","",""
"2 on scale 1-7 ","2008","Couple + C. LE and GT 16","East Germany","","","",""
"3 on scale 1-7 ","2008","1-pers.-HH","West Germany","","","",""
"3 on scale 1-7 ","2008","1-pers.-HH","East Germany","","","",""
"3 on scale 1-7 ","2008","(Married) couple without C. ","West Germany","","","",""
"3 on scale 1-7 ","2008","(Married) couple without C. ","East Germany","","","",""
"3 on scale 1-7 ","2008","Single parent ","West Germany","","","",""
"3 on scale 1-7 ","2008","Single parent ","East Germany","","","",""
"3 on scale 1-7 ","2008","Couple + C. LE 16 ","West Germany","","","",""
"3 on scale 1-7 ","2008","Couple + C. LE 16 ","East Germany","","","",""
"3 on scale 1-7 ","2008","Couple + C. GT 16 ","West Germany","","","",""
"3 on scale 1-7 ","2008","Couple + C. GT 16 ","East Germany","","","",""
"3 on scale 1-7 ","2008","Couple + C. LE and GT 16","West Germany","","","",""
"3 on scale 1-7 ","2008","Couple + C. LE and GT 16","East Germany","","","",""
"4 on scale 1-7","2008","1-pers.-HH","West Germany","","","",""
"4 on scale 1-7","2008","1-pers.-HH","East Germany","","","",""
"4 on scale 1-7","2008","(Married) couple without C. ","West Germany","","","",""
"4 on scale 1-7","2008","(Married) couple without C. ","East Germany","","","",""
"4 on scale 1-7","2008","Single parent ","West Germany","","","",""
"4 on scale 1-7","2008","Single parent ","East Germany","","","",""
"4 on scale 1-7","2008","Couple + C. LE 16 ","West Germany","","","",""
"4 on scale 1-7","2008","Couple + C. LE 16 ","East Germany","","","",""
"4 on scale 1-7","2008","Couple + C. GT 16 ","West Germany","","","",""
"4 on scale 1-7","2008","Couple + C. GT 16 ","East Germany","","","",""
"4 on scale 1-7","2008","Couple + C. LE and GT 16","West Germany","","","",""
"4 on scale 1-7","2008","Couple + C. LE and GT 16","East Germany","","","",""
"5 on scale 1-7","2008","1-pers.-HH","West Germany","","","",""
"5 on scale 1-7","2008","1-pers.-HH","East Germany","","","",""
"5 on scale 1-7","2008","(Married) couple without C. ","West Germany","","","",""
"5 on scale 1-7","2008","(Married) couple without C. ","East Germany","","","",""
"5 on scale 1-7","2008","Single parent ","West Germany","","","",""
"5 on scale 1-7","2008","Single parent ","East Germany","","","",""
"5 on scale 1-7","2008","Couple + C. LE 16 ","West Germany","","","",""
"5 on scale 1-7","2008","Couple + C. LE 16 ","East Germany","","","",""
"5 on scale 1-7","2008","Couple + C. GT 16 ","West Germany","","","",""
"5 on scale 1-7","2008","Couple + C. GT 16 ","East Germany","","","",""
"5 on scale 1-7","2008","Couple + C. LE and GT 16","West Germany","","","",""
"5 on scale 1-7","2008","Couple + C. LE and GT 16","East Germany","","","",""
"6 on scale 1-7","2008","1-pers.-HH","West Germany","","","",""
"6 on scale 1-7","2008","1-pers.-HH","East Germany","","","",""
"6 on scale 1-7","2008","(Married) couple without C. ","West Germany","","","",""
"6 on scale 1-7","2008","(Married) couple without C. ","East Germany","","","",""
"6 on scale 1-7","2008","Single parent ","West Germany","","","",""
"6 on scale 1-7","2008","Single parent ","East Germany","","","",""
"6 on scale 1-7","2008","Couple + C. LE 16 ","West Germany","","","",""
"6 on scale 1-7","2008","Couple + C. LE 16 ","East Germany","","","",""
"6 on scale 1-7","2008","Couple + C. GT 16 ","West Germany","","","",""
"6 on scale 1-7","2008","Couple + C. GT 16 ","East Germany","","","",""
"6 on scale 1-7","2008","Couple + C. LE and GT 16","West Germany","","","",""
"6 on scale 1-7","2008","Couple + C. LE and GT 16","East Germany","","","",""
"7 Strongly agree","2008","1-pers.-HH","West Germany","","","",""
"7 Strongly agree","2008","1-pers.-HH","East Germany","","","",""
"7 Strongly agree","2008","(Married) couple without C. ","West Germany","","","",""
"7 Strongly agree","2008","(Married) couple without C. ","East Germany","","","",""
"7 Strongly agree","2008","Single parent ","West Germany","","","",""
"7 Strongly agree","2008","Single parent ","East Germany","","","",""
"7 Strongly agree","2008","Couple + C. LE 16 ","West Germany","","","",""
"7 Strongly agree","2008","Couple + C. LE 16 ","East Germany","","","",""
"7 Strongly agree","2008","Couple + C. GT 16 ","West Germany","","","",""
"7 Strongly agree","2008","Couple + C. GT 16 ","East Germany","","","",""
"7 Strongly agree","2008","Couple + C. LE and GT 16","West Germany","","","",""
"7 Strongly agree","2008","Couple + C. LE and GT 16","East Germany","","","",""
"1 Strongly disagree","2009","1-pers.-HH","West Germany","","","",""
"1 Strongly disagree","2009","1-pers.-HH","East Germany","","","",""
"1 Strongly disagree","2009","(Married) couple without C. ","West Germany","","","",""
"1 Strongly disagree","2009","(Married) couple without C. ","East Germany","","","",""
"1 Strongly disagree","2009","Single parent ","West Germany","","","",""
"1 Strongly disagree","2009","Single parent ","East Germany","","","",""
"1 Strongly disagree","2009","Couple + C. LE 16 ","West Germany","","","",""
"1 Strongly disagree","2009","Couple + C. LE 16 ","East Germany","","","",""
"1 Strongly disagree","2009","Couple + C. GT 16 ","West Germany","","","",""
"1 Strongly disagree","2009","Couple + C. GT 16 ","East Germany","","","",""
"1 Strongly disagree","2009","Couple + C. LE and GT 16","West Germany","","","",""
"1 Strongly disagree","2009","Couple + C. LE and GT 16","East Germany","","","",""
"2 on scale 1-7 ","2009","1-pers.-HH","West Germany","","","",""
"2 on scale 1-7 ","2009","1-pers.-HH","East Germany","","","",""
"2 on scale 1-7 ","2009","(Married) couple without C. ","West Germany","","","",""
"2 on scale 1-7 ","2009","(Married) couple without C. ","East Germany","","","",""
"2 on scale 1-7 ","2009","Single parent ","West Germany","","","",""
"2 on scale 1-7 ","2009","Single parent ","East Germany","","","",""
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","West Germany","","","",""
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","East Germany","","","",""
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","West Germany","","","",""
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","East Germany","","","",""
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","West Germany","","","",""
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","East Germany","","","",""
"3 on scale 1-7 ","2009","1-pers.-HH","West Germany","","","",""
"3 on scale 1-7 ","2009","1-pers.-HH","East Germany","","","",""
