"plh0206i01","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2010","Not Employed","Female","11","","",""
"2 on scale 1-7 ","2010","Employed","Male","15","","",""
"2 on scale 1-7 ","2010","Employed","Female","17","","",""
"3 on scale 1-7 ","2010","Not Employed","Male","19","","",""
"3 on scale 1-7 ","2010","Not Employed","Female","20","","",""
"3 on scale 1-7 ","2010","Employed","Male","36","0.00816102877824669","0.00573082919425968","0.0105912283622337"
"3 on scale 1-7 ","2010","Employed","Female","27","","",""
"4 on scale 1-7","2010","Not Employed","Male","102","0.0369945337224938","0.0298511848781659","0.0441378825668217"
"4 on scale 1-7","2010","Not Employed","Female","108","0.0327392569306956","0.0269732776646782","0.0385052361967131"
"4 on scale 1-7","2010","Employed","Male","121","0.0267759239901457","0.0224155116646755","0.0311363363156159"
"4 on scale 1-7","2010","Employed","Female","132","0.0243455925088866","0.0201095452939777","0.0285816397237955"
"5 on scale 1-7","2010","Not Employed","Male","289","0.108725965063294","0.0969447260422031","0.120507204084385"
"5 on scale 1-7","2010","Not Employed","Female","363","0.103503266463171","0.0936332410702368","0.113373291856106"
"5 on scale 1-7","2010","Employed","Male","501","0.0953879527883469","0.0874533196654374","0.103322585911256"
"5 on scale 1-7","2010","Employed","Female","381","0.0696823036536132","0.0626842139787081","0.0766803933285182"
"6 on scale 1-7","2010","Not Employed","Male","735","0.268292531289879","0.251524126869181","0.285060935710577"
"6 on scale 1-7","2010","Not Employed","Female","941","0.246736577054793","0.232767841562805","0.260705312546782"
"6 on scale 1-7","2010","Employed","Male","1524","0.277492421030178","0.265397705174364","0.289587136885993"
"6 on scale 1-7","2010","Employed","Female","1366","0.265067875329705","0.252936647011897","0.277199103647514"
"7 Strongly agree","2010","Not Employed","Male","1519","0.571045410511859","0.552314465608446","0.589776355415271"
"7 Strongly agree","2010","Not Employed","Female","2201","0.605800303002527","0.589966334654748","0.621634271350305"
"7 Strongly agree","2010","Employed","Male","3059","0.58682017960811","0.573519587517223","0.600120771698997"
"7 Strongly agree","2010","Employed","Female","3147","0.626151232792084","0.612853113980772","0.639449351603395"
"1 Strongly disagree","2011","Not Employed","Male","","","",""
"1 Strongly disagree","2011","Not Employed","Female","","","",""
"1 Strongly disagree","2011","Employed","Male","","","",""
"1 Strongly disagree","2011","Employed","Female","","","",""
"2 on scale 1-7 ","2011","Not Employed","Male","","","",""
"2 on scale 1-7 ","2011","Not Employed","Female","","","",""
"2 on scale 1-7 ","2011","Employed","Male","","","",""
"2 on scale 1-7 ","2011","Employed","Female","","","",""
"3 on scale 1-7 ","2011","Not Employed","Male","","","",""
"3 on scale 1-7 ","2011","Not Employed","Female","","","",""
"3 on scale 1-7 ","2011","Employed","Male","","","",""
"3 on scale 1-7 ","2011","Employed","Female","","","",""
"4 on scale 1-7","2011","Not Employed","Male","","","",""
"4 on scale 1-7","2011","Not Employed","Female","","","",""
"4 on scale 1-7","2011","Employed","Male","","","",""
"4 on scale 1-7","2011","Employed","Female","","","",""
"5 on scale 1-7","2011","Not Employed","Male","","","",""
"5 on scale 1-7","2011","Not Employed","Female","","","",""
"5 on scale 1-7","2011","Employed","Male","","","",""
"5 on scale 1-7","2011","Employed","Female","","","",""
"6 on scale 1-7","2011","Not Employed","Male","","","",""
"6 on scale 1-7","2011","Not Employed","Female","","","",""
"6 on scale 1-7","2011","Employed","Male","","","",""
"6 on scale 1-7","2011","Employed","Female","","","",""
"7 Strongly agree","2011","Not Employed","Male","","","",""
"7 Strongly agree","2011","Not Employed","Female","","","",""
"7 Strongly agree","2011","Employed","Male","","","",""
"7 Strongly agree","2011","Employed","Female","","","",""
"1 Strongly disagree","2012","Not Employed","Male","","","",""
"1 Strongly disagree","2012","Not Employed","Female","","","",""
"1 Strongly disagree","2012","Employed","Male","","","",""
"1 Strongly disagree","2012","Employed","Female","","","",""
"2 on scale 1-7 ","2012","Not Employed","Male","","","",""
"2 on scale 1-7 ","2012","Not Employed","Female","","","",""
"2 on scale 1-7 ","2012","Employed","Male","","","",""
"2 on scale 1-7 ","2012","Employed","Female","","","",""
"3 on scale 1-7 ","2012","Not Employed","Male","","","",""
"3 on scale 1-7 ","2012","Not Employed","Female","","","",""
"3 on scale 1-7 ","2012","Employed","Male","","","",""
"3 on scale 1-7 ","2012","Employed","Female","","","",""
"4 on scale 1-7","2012","Not Employed","Male","","","",""
"4 on scale 1-7","2012","Not Employed","Female","","","",""
"4 on scale 1-7","2012","Employed","Male","","","",""
"4 on scale 1-7","2012","Employed","Female","","","",""
"5 on scale 1-7","2012","Not Employed","Male","","","",""
"5 on scale 1-7","2012","Not Employed","Female","","","",""
"5 on scale 1-7","2012","Employed","Male","","","",""
"5 on scale 1-7","2012","Employed","Female","","","",""
"6 on scale 1-7","2012","Not Employed","Male","","","",""
"6 on scale 1-7","2012","Not Employed","Female","","","",""
"6 on scale 1-7","2012","Employed","Male","","","",""
"6 on scale 1-7","2012","Employed","Female","","","",""
"7 Strongly agree","2012","Not Employed","Male","","","",""
"7 Strongly agree","2012","Not Employed","Female","","","",""
"7 Strongly agree","2012","Employed","Male","","","",""
"7 Strongly agree","2012","Employed","Female","","","",""
"1 Strongly disagree","2013","Not Employed","Male","","","",""
"1 Strongly disagree","2013","Not Employed","Female","","","",""
"1 Strongly disagree","2013","Employed","Male","","","",""
"1 Strongly disagree","2013","Employed","Female","","","",""
"2 on scale 1-7 ","2013","Not Employed","Male","","","",""
"2 on scale 1-7 ","2013","Not Employed","Female","","","",""
"2 on scale 1-7 ","2013","Employed","Male","","","",""
"2 on scale 1-7 ","2013","Employed","Female","","","",""
"3 on scale 1-7 ","2013","Not Employed","Male","","","",""
"3 on scale 1-7 ","2013","Not Employed","Female","","","",""
"3 on scale 1-7 ","2013","Employed","Male","","","",""
"3 on scale 1-7 ","2013","Employed","Female","","","",""
"4 on scale 1-7","2013","Not Employed","Male","","","",""
"4 on scale 1-7","2013","Not Employed","Female","","","",""
"4 on scale 1-7","2013","Employed","Male","","","",""
"4 on scale 1-7","2013","Employed","Female","","","",""
"5 on scale 1-7","2013","Not Employed","Male","","","",""
"5 on scale 1-7","2013","Not Employed","Female","","","",""
"5 on scale 1-7","2013","Employed","Male","","","",""
"5 on scale 1-7","2013","Employed","Female","","","",""
"6 on scale 1-7","2013","Not Employed","Male","","","",""
"6 on scale 1-7","2013","Not Employed","Female","","","",""
"6 on scale 1-7","2013","Employed","Male","","","",""
"6 on scale 1-7","2013","Employed","Female","","","",""
"7 Strongly agree","2013","Not Employed","Male","","","",""
"7 Strongly agree","2013","Not Employed","Female","","","",""
"7 Strongly agree","2013","Employed","Male","","","",""
"7 Strongly agree","2013","Employed","Female","","","",""
"1 Strongly disagree","2014","Not Employed","Male","","","",""
"1 Strongly disagree","2014","Not Employed","Female","","","",""
"1 Strongly disagree","2014","Employed","Male","","","",""
"1 Strongly disagree","2014","Employed","Female","","","",""
"2 on scale 1-7 ","2014","Not Employed","Male","","","",""
"2 on scale 1-7 ","2014","Not Employed","Female","","","",""
"2 on scale 1-7 ","2014","Employed","Male","","","",""
"2 on scale 1-7 ","2014","Employed","Female","","","",""
"3 on scale 1-7 ","2014","Not Employed","Male","","","",""
"3 on scale 1-7 ","2014","Not Employed","Female","","","",""
"3 on scale 1-7 ","2014","Employed","Male","","","",""
"3 on scale 1-7 ","2014","Employed","Female","","","",""
"4 on scale 1-7","2014","Not Employed","Male","","","",""
"4 on scale 1-7","2014","Not Employed","Female","","","",""
"4 on scale 1-7","2014","Employed","Male","","","",""
"4 on scale 1-7","2014","Employed","Female","","","",""
"5 on scale 1-7","2014","Not Employed","Male","","","",""
"5 on scale 1-7","2014","Not Employed","Female","","","",""
"5 on scale 1-7","2014","Employed","Male","","","",""
"5 on scale 1-7","2014","Employed","Female","","","",""
"6 on scale 1-7","2014","Not Employed","Male","","","",""
"6 on scale 1-7","2014","Not Employed","Female","","","",""
"6 on scale 1-7","2014","Employed","Male","","","",""
"6 on scale 1-7","2014","Employed","Female","","","",""
"7 Strongly agree","2014","Not Employed","Male","","","",""
"7 Strongly agree","2014","Not Employed","Female","","","",""
"7 Strongly agree","2014","Employed","Male","","","",""
"7 Strongly agree","2014","Employed","Female","","","",""
"1 Strongly disagree","2015","Not Employed","Male","14","","",""
"1 Strongly disagree","2015","Not Employed","Female","22","","",""
"1 Strongly disagree","2015","Employed","Male","30","0.00480007971717151","0.00329052578859912","0.00630963364574391"
"1 Strongly disagree","2015","Employed","Female","29","","",""
"2 on scale 1-7 ","2015","Not Employed","Male","21","","",""
"2 on scale 1-7 ","2015","Not Employed","Female","28","","",""
"2 on scale 1-7 ","2015","Employed","Male","39","0.00420573060622854","0.00279229906578269","0.00561916214667439"
"2 on scale 1-7 ","2015","Employed","Female","40","0.00444267570795427","0.00303390184682821","0.00585144956908033"
"3 on scale 1-7 ","2015","Not Employed","Male","34","0.00873618351203937","0.00593974773871774","0.011532619285361"
"3 on scale 1-7 ","2015","Not Employed","Female","46","0.00852260507564683","0.00617603365508477","0.0108691764962089"
"3 on scale 1-7 ","2015","Employed","Male","69","0.00607305512604158","0.0043761792117964","0.00776993104028677"
"3 on scale 1-7 ","2015","Employed","Female","63","0.0075553572945439","0.0057210736576001","0.00938964093148769"
"4 on scale 1-7","2015","Not Employed","Male","143","0.0289116364299464","0.0238764557379554","0.0339468171219373"
"4 on scale 1-7","2015","Not Employed","Female","193","0.0321198591022278","0.027618913215689","0.0366208049887667"
"4 on scale 1-7","2015","Employed","Male","234","0.0242373123234291","0.0208785167309936","0.0275961079158646"
"4 on scale 1-7","2015","Employed","Female","241","0.0266399222455793","0.0232288644041095","0.030050980087049"
"5 on scale 1-7","2015","Not Employed","Male","406","0.100286623010303","0.0912600491371026","0.109313196883502"
"5 on scale 1-7","2015","Not Employed","Female","475","0.0859504760338553","0.0787953845181112","0.0931055675495994"
"5 on scale 1-7","2015","Employed","Male","660","0.0847002226438226","0.0786189679083728","0.0907814773792724"
"5 on scale 1-7","2015","Employed","Female","624","0.0735774039322376","0.0680469262731782","0.0791078815912969"
"6 on scale 1-7","2015","Not Employed","Male","1166","0.286986567989212","0.273393140051685","0.300579995926738"
"6 on scale 1-7","2015","Not Employed","Female","1479","0.260471253590264","0.249267498247805","0.271675008932724"
"6 on scale 1-7","2015","Employed","Male","2374","0.301461020420573","0.291438426223897","0.311483614617249"
"6 on scale 1-7","2015","Employed","Female","2256","0.263816752904918","0.254481416063713","0.273152089746123"
"7 Strongly agree","2015","Not Employed","Male","2470","0.565368275424209","0.550472065724985","0.580264485123432"
"7 Strongly agree","2015","Not Employed","Female","3652","0.605302109993895","0.592824693196226","0.617779526791564"
"7 Strongly agree","2015","Employed","Male","4647","0.574522579162734","0.56372413837568","0.585321019949787"
"7 Strongly agree","2015","Employed","Female","5308","0.620081313129118","0.60979983651473","0.630362789743507"
"1 Strongly disagree","2016","Not Employed","Male","18","","",""
"1 Strongly disagree","2016","Not Employed","Female","12","","",""
"1 Strongly disagree","2016","Employed","Male","","","",""
"1 Strongly disagree","2016","Employed","Female","","","",""
"2 on scale 1-7 ","2016","Not Employed","Male","7","","",""
"2 on scale 1-7 ","2016","Not Employed","Female","3","","",""
"2 on scale 1-7 ","2016","Employed","Male","","","",""
"2 on scale 1-7 ","2016","Employed","Female","","","",""
"3 on scale 1-7 ","2016","Not Employed","Male","10","","",""
"3 on scale 1-7 ","2016","Not Employed","Female","14","","",""
"3 on scale 1-7 ","2016","Employed","Male","","","",""
"3 on scale 1-7 ","2016","Employed","Female","","","",""
"4 on scale 1-7","2016","Not Employed","Male","33","0.0233096954519064","0.0176341198640202","0.0289852710397927"
"4 on scale 1-7","2016","Not Employed","Female","21","","",""
"4 on scale 1-7","2016","Employed","Male","","","",""
"4 on scale 1-7","2016","Employed","Female","","","",""
"5 on scale 1-7","2016","Not Employed","Male","64","0.0472232264110584","0.0392444447137784","0.0552020081083384"
"5 on scale 1-7","2016","Not Employed","Female","34","0.0660348068261481","0.054098945403177","0.0779706682491192"
"5 on scale 1-7","2016","Employed","Male","","","",""
"5 on scale 1-7","2016","Employed","Female","","","",""
"6 on scale 1-7","2016","Not Employed","Male","153","0.0988774729580458","0.0876494374693162","0.110105508446775"
"6 on scale 1-7","2016","Not Employed","Female","71","0.163466960791819","0.145694052102264","0.181239869481375"
"6 on scale 1-7","2016","Employed","Male","","","",""
"6 on scale 1-7","2016","Employed","Female","","","",""
"7 Strongly agree","2016","Not Employed","Male","2430","0.811631524747794","0.796923757826008","0.82633929166958"
"7 Strongly agree","2016","Not Employed","Female","1508","0.675670920102881","0.653171955866177","0.698169884339586"
"7 Strongly agree","2016","Employed","Male","","","",""
"7 Strongly agree","2016","Employed","Female","","","",""
"1 Strongly disagree","2017","Not Employed","Male","8","","",""
"1 Strongly disagree","2017","Not Employed","Female","1","","",""
"1 Strongly disagree","2017","Employed","Male","","","",""
"1 Strongly disagree","2017","Employed","Female","","","",""
"2 on scale 1-7 ","2017","Not Employed","Male","2","","",""
"2 on scale 1-7 ","2017","Not Employed","Female","","","",""
"2 on scale 1-7 ","2017","Employed","Male","","","",""
"2 on scale 1-7 ","2017","Employed","Female","","","",""
"3 on scale 1-7 ","2017","Not Employed","Male","3","","",""
"3 on scale 1-7 ","2017","Not Employed","Female","2","","",""
"3 on scale 1-7 ","2017","Employed","Male","","","",""
"3 on scale 1-7 ","2017","Employed","Female","","","",""
"4 on scale 1-7","2017","Not Employed","Male","16","","",""
"4 on scale 1-7","2017","Not Employed","Female","10","","",""
"4 on scale 1-7","2017","Employed","Male","","","",""
"4 on scale 1-7","2017","Employed","Female","","","",""
"5 on scale 1-7","2017","Not Employed","Male","38","0.0295324422445935","0.0213737503835945","0.0376911341055926"
"5 on scale 1-7","2017","Not Employed","Female","31","0.0285142954833165","0.0191901957088296","0.0378383952578035"
"5 on scale 1-7","2017","Employed","Male","","","",""
"5 on scale 1-7","2017","Employed","Female","","","",""
"6 on scale 1-7","2017","Not Employed","Male","115","0.0692387969026163","0.0570046347877765","0.0814729590174562"
"6 on scale 1-7","2017","Not Employed","Female","110","0.101919316341672","0.0849703463500241","0.118868286333319"
"6 on scale 1-7","2017","Employed","Male","","","",""
"6 on scale 1-7","2017","Employed","Female","","","",""
"7 Strongly agree","2017","Not Employed","Male","1472","0.884826184456598","0.869441584820498","0.900210784092697"
"7 Strongly agree","2017","Not Employed","Female","1070","0.853929431346068","0.834143808186911","0.873715054505225"
"7 Strongly agree","2017","Employed","Male","","","",""
"7 Strongly agree","2017","Employed","Female","","","",""
"1 Strongly disagree","2018","Not Employed","Male","1","","",""
"1 Strongly disagree","2018","Not Employed","Female","","","",""
"1 Strongly disagree","2018","Employed","Male","","","",""
"1 Strongly disagree","2018","Employed","Female","","","",""
"2 on scale 1-7 ","2018","Not Employed","Male","1","","",""
"2 on scale 1-7 ","2018","Not Employed","Female","","","",""
"2 on scale 1-7 ","2018","Employed","Male","","","",""
"2 on scale 1-7 ","2018","Employed","Female","","","",""
"3 on scale 1-7 ","2018","Not Employed","Male","1","","",""
"3 on scale 1-7 ","2018","Not Employed","Female","","","",""
"3 on scale 1-7 ","2018","Employed","Male","","","",""
"3 on scale 1-7 ","2018","Employed","Female","","","",""
"4 on scale 1-7","2018","Not Employed","Male","1","","",""
"4 on scale 1-7","2018","Not Employed","Female","","","",""
"4 on scale 1-7","2018","Employed","Male","","","",""
"4 on scale 1-7","2018","Employed","Female","","","",""
"5 on scale 1-7","2018","Not Employed","Male","4","","",""
"5 on scale 1-7","2018","Not Employed","Female","9","","",""
"5 on scale 1-7","2018","Employed","Male","","","",""
"5 on scale 1-7","2018","Employed","Female","","","",""
"6 on scale 1-7","2018","Not Employed","Male","18","","",""
"6 on scale 1-7","2018","Not Employed","Female","21","","",""
"6 on scale 1-7","2018","Employed","Male","","","",""
"6 on scale 1-7","2018","Employed","Female","","","",""
"7 Strongly agree","2018","Not Employed","Male","171","0.889531427492722","0.845757552112244","0.933305302873201"
"7 Strongly agree","2018","Not Employed","Female","196","0.875341046222862","0.832274082237772","0.918408010207952"
"7 Strongly agree","2018","Employed","Male","","","",""
"7 Strongly agree","2018","Employed","Female","","","",""
"1 Strongly disagree","2019","Not Employed","Male","","","",""
"1 Strongly disagree","2019","Not Employed","Female","1","","",""
"1 Strongly disagree","2019","Employed","Male","","","",""
"1 Strongly disagree","2019","Employed","Female","","","",""
"2 on scale 1-7 ","2019","Not Employed","Male","","","",""
"2 on scale 1-7 ","2019","Not Employed","Female","1","","",""
"2 on scale 1-7 ","2019","Employed","Male","","","",""
"2 on scale 1-7 ","2019","Employed","Female","","","",""
"3 on scale 1-7 ","2019","Not Employed","Male","","","",""
"3 on scale 1-7 ","2019","Not Employed","Female","","","",""
"3 on scale 1-7 ","2019","Employed","Male","","","",""
"3 on scale 1-7 ","2019","Employed","Female","","","",""
"4 on scale 1-7","2019","Not Employed","Male","4","","",""
"4 on scale 1-7","2019","Not Employed","Female","1","","",""
"4 on scale 1-7","2019","Employed","Male","","","",""
"4 on scale 1-7","2019","Employed","Female","","","",""
"5 on scale 1-7","2019","Not Employed","Male","3","","",""
"5 on scale 1-7","2019","Not Employed","Female","8","","",""
"5 on scale 1-7","2019","Employed","Male","","","",""
"5 on scale 1-7","2019","Employed","Female","","","",""
"6 on scale 1-7","2019","Not Employed","Male","13","","",""
"6 on scale 1-7","2019","Not Employed","Female","19","","",""
"6 on scale 1-7","2019","Employed","Male","","","",""
"6 on scale 1-7","2019","Employed","Female","","","",""
"7 Strongly agree","2019","Not Employed","Male","117","0.877117096448564","0.822142464833836","0.932091728063292"
"7 Strongly agree","2019","Not Employed","Female","112","0.845690837379043","0.786274539431574","0.905107135326513"
"7 Strongly agree","2019","Employed","Male","","","",""
"7 Strongly agree","2019","Employed","Female","","","",""
