"plh0206i01","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2005","college entrance qualification","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(2c_gen) general maturity certificate","2","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(2c_voc) vocational maturity certificate","2","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(3a) lower tertiary education","1","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(3b) higher tertiary education","4","","",""
"2 on scale 1-7 ","2005","Other degree","(0) in school","","","",""
"2 on scale 1-7 ","2005","Other degree","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","Other degree","(1b) general elementary school","1","","",""
"2 on scale 1-7 ","2005","Other degree","(1c) basic vocational qualification","2","","",""
"2 on scale 1-7 ","2005","Other degree","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","Other degree","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","Other degree","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","Other degree","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","Other degree","(3a) lower tertiary education","1","","",""
"2 on scale 1-7 ","2005","Other degree","(3b) higher tertiary education","1","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(0) in school","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(1a) inadequately completed","1","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(0) in school","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(1b) general elementary school","13","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(1c) basic vocational qualification","40","0.00768547581587928","0.00534779484529557","0.010023156786463"
"3 on scale 1-7 ","2005","lower secondary degree","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(3a) lower tertiary education","2","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(3b) higher tertiary education","1","","",""
"3 on scale 1-7 ","2005","secondary school degree","(0) in school","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(2b) intermediate general qualification","6","","",""
"3 on scale 1-7 ","2005","secondary school degree","(2a) intermediate vocational","20","","",""
"3 on scale 1-7 ","2005","secondary school degree","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(3a) lower tertiary education","2","","",""
"3 on scale 1-7 ","2005","secondary school degree","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(0) in school","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(2c_gen) general maturity certificate","3","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(2c_voc) vocational maturity certificate","9","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(3a) lower tertiary education","9","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(3b) higher tertiary education","11","","",""
"3 on scale 1-7 ","2005","Other degree","(0) in school","","","",""
"3 on scale 1-7 ","2005","Other degree","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","Other degree","(1b) general elementary school","3","","",""
"3 on scale 1-7 ","2005","Other degree","(1c) basic vocational qualification","4","","",""
"3 on scale 1-7 ","2005","Other degree","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","Other degree","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","Other degree","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","Other degree","(2c_voc) vocational maturity certificate","2","","",""
"3 on scale 1-7 ","2005","Other degree","(3a) lower tertiary education","1","","",""
"3 on scale 1-7 ","2005","Other degree","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(0) in school","2","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(1a) inadequately completed","6","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2005","lower secondary degree","(0) in school","","","",""
"4 on scale 1-7","2005","lower secondary degree","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","lower secondary degree","(1b) general elementary school","64","0.0428067301677186","0.0325424466854453","0.0530710136499919"
"4 on scale 1-7","2005","lower secondary degree","(1c) basic vocational qualification","164","0.0292890171429868","0.0247754224497194","0.0338026118362542"
"4 on scale 1-7","2005","lower secondary degree","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","lower secondary degree","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2005","lower secondary degree","(3a) lower tertiary education","3","","",""
"4 on scale 1-7","2005","lower secondary degree","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2005","secondary school degree","(0) in school","","","",""
"4 on scale 1-7","2005","secondary school degree","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","secondary school degree","(1b) general elementary school","","","",""
"4 on scale 1-7","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2005","secondary school degree","(2b) intermediate general qualification","24","","",""
"4 on scale 1-7","2005","secondary school degree","(2a) intermediate vocational","97","0.0183735257946771","0.014567936746627","0.0221791148427271"
"4 on scale 1-7","2005","secondary school degree","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","secondary school degree","(2c_voc) vocational maturity certificate","2","","",""
"4 on scale 1-7","2005","secondary school degree","(3a) lower tertiary education","10","","",""
"4 on scale 1-7","2005","secondary school degree","(3b) higher tertiary education","5","","",""
"4 on scale 1-7","2005","college entrance qualification","(0) in school","","","",""
"4 on scale 1-7","2005","college entrance qualification","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","college entrance qualification","(1b) general elementary school","","","",""
"4 on scale 1-7","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","college entrance qualification","(2c_gen) general maturity certificate","17","","",""
"4 on scale 1-7","2005","college entrance qualification","(2c_voc) vocational maturity certificate","34","0.0322669154216078","0.022661128812413","0.0418727020308027"
"4 on scale 1-7","2005","college entrance qualification","(3a) lower tertiary education","24","","",""
"4 on scale 1-7","2005","college entrance qualification","(3b) higher tertiary education","38","0.0173144524881967","0.0118538635868988","0.0227750413894947"
"4 on scale 1-7","2005","Other degree","(0) in school","","","",""
"4 on scale 1-7","2005","Other degree","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","Other degree","(1b) general elementary school","27","","",""
"4 on scale 1-7","2005","Other degree","(1c) basic vocational qualification","15","","",""
"4 on scale 1-7","2005","Other degree","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","Other degree","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","Other degree","(2c_gen) general maturity certificate","4","","",""
"4 on scale 1-7","2005","Other degree","(2c_voc) vocational maturity certificate","3","","",""
"4 on scale 1-7","2005","Other degree","(3a) lower tertiary education","2","","",""
"4 on scale 1-7","2005","Other degree","(3b) higher tertiary education","5","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(0) in school","32","0.054631878703418","0.0371744152647311","0.0720893421421048"
"4 on scale 1-7","2005","no degree/no degree yet","(1a) inadequately completed","13","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2005","lower secondary degree","(0) in school","","","",""
"5 on scale 1-7","2005","lower secondary degree","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","lower secondary degree","(1b) general elementary school","145","0.0919268862036562","0.0772763177569632","0.106577454650349"
"5 on scale 1-7","2005","lower secondary degree","(1c) basic vocational qualification","437","0.0811809112084302","0.0738700733371832","0.0884917490796771"
"5 on scale 1-7","2005","lower secondary degree","(2b) intermediate general qualification","1","","",""
"5 on scale 1-7","2005","lower secondary degree","(2a) intermediate vocational","2","","",""
"5 on scale 1-7","2005","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2005","lower secondary degree","(2c_voc) vocational maturity certificate","6","","",""
"5 on scale 1-7","2005","lower secondary degree","(3a) lower tertiary education","13","","",""
"5 on scale 1-7","2005","lower secondary degree","(3b) higher tertiary education","6","","",""
"5 on scale 1-7","2005","secondary school degree","(0) in school","","","",""
"5 on scale 1-7","2005","secondary school degree","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","secondary school degree","(1b) general elementary school","","","",""
"5 on scale 1-7","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2005","secondary school degree","(2b) intermediate general qualification","53","0.0833285714673945","0.0607776651738784","0.105879477760911"
"5 on scale 1-7","2005","secondary school degree","(2a) intermediate vocational","309","0.0632930552212424","0.0563933203068849","0.0701927901356"
"5 on scale 1-7","2005","secondary school degree","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2005","secondary school degree","(2c_voc) vocational maturity certificate","4","","",""
"5 on scale 1-7","2005","secondary school degree","(3a) lower tertiary education","35","0.0738464898485036","0.0511271547730716","0.0965658249239356"
"5 on scale 1-7","2005","secondary school degree","(3b) higher tertiary education","9","","",""
"5 on scale 1-7","2005","college entrance qualification","(0) in school","","","",""
"5 on scale 1-7","2005","college entrance qualification","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","college entrance qualification","(1b) general elementary school","","","",""
"5 on scale 1-7","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2005","college entrance qualification","(2c_gen) general maturity certificate","67","0.0991663189039231","0.0775143719491135","0.120818265858733"
"5 on scale 1-7","2005","college entrance qualification","(2c_voc) vocational maturity certificate","86","0.0644029171801506","0.0510592987621505","0.0777465355981506"
"5 on scale 1-7","2005","college entrance qualification","(3a) lower tertiary education","76","0.0978144524767299","0.0791007440165998","0.11652816093686"
"5 on scale 1-7","2005","college entrance qualification","(3b) higher tertiary education","169","0.0914802979177887","0.0794116455958126","0.103548950239765"
"5 on scale 1-7","2005","Other degree","(0) in school","","","",""
"5 on scale 1-7","2005","Other degree","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","Other degree","(1b) general elementary school","38","0.0975783493571594","0.0673420444802867","0.127814654234032"
"5 on scale 1-7","2005","Other degree","(1c) basic vocational qualification","30","0.072958466288398","0.0462782649433267","0.0996386676334693"
"5 on scale 1-7","2005","Other degree","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2005","Other degree","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2005","Other degree","(2c_gen) general maturity certificate","6","","",""
"5 on scale 1-7","2005","Other degree","(2c_voc) vocational maturity certificate","11","","",""
"5 on scale 1-7","2005","Other degree","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2005","Other degree","(3b) higher tertiary education","14","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(0) in school","92","0.14929093258409","0.121915257156041","0.176666608012139"
"5 on scale 1-7","2005","no degree/no degree yet","(1a) inadequately completed","21","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2005","lower secondary degree","(0) in school","","","",""
"6 on scale 1-7","2005","lower secondary degree","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","lower secondary degree","(1b) general elementary school","347","0.214397116306256","0.193586554887136","0.235207677725377"
"6 on scale 1-7","2005","lower secondary degree","(1c) basic vocational qualification","1200","0.215464653429026","0.204458908012525","0.226470398845527"
"6 on scale 1-7","2005","lower secondary degree","(2b) intermediate general qualification","1","","",""
"6 on scale 1-7","2005","lower secondary degree","(2a) intermediate vocational","4","","",""
"6 on scale 1-7","2005","lower secondary degree","(2c_gen) general maturity certificate","4","","",""
"6 on scale 1-7","2005","lower secondary degree","(2c_voc) vocational maturity certificate","6","","",""
"6 on scale 1-7","2005","lower secondary degree","(3a) lower tertiary education","24","","",""
"6 on scale 1-7","2005","lower secondary degree","(3b) higher tertiary education","11","","",""
"6 on scale 1-7","2005","secondary school degree","(0) in school","","","",""
"6 on scale 1-7","2005","secondary school degree","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","secondary school degree","(1b) general elementary school","","","",""
"6 on scale 1-7","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2005","secondary school degree","(2b) intermediate general qualification","147","0.203469230059465","0.170621086210039","0.236317373908891"
"6 on scale 1-7","2005","secondary school degree","(2a) intermediate vocational","1200","0.241265051520778","0.229141084167212","0.253389018874345"
"6 on scale 1-7","2005","secondary school degree","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2005","secondary school degree","(2c_voc) vocational maturity certificate","8","","",""
"6 on scale 1-7","2005","secondary school degree","(3a) lower tertiary education","133","0.245566116122192","0.208173658218254","0.28295857402613"
"6 on scale 1-7","2005","secondary school degree","(3b) higher tertiary education","29","","",""
"6 on scale 1-7","2005","college entrance qualification","(0) in school","","","",""
"6 on scale 1-7","2005","college entrance qualification","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","college entrance qualification","(1b) general elementary school","","","",""
"6 on scale 1-7","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2005","college entrance qualification","(2c_gen) general maturity certificate","229","0.311446844638253","0.277899878174091","0.344993811102416"
"6 on scale 1-7","2005","college entrance qualification","(2c_voc) vocational maturity certificate","340","0.261043522502612","0.237168581578431","0.284918463426793"
"6 on scale 1-7","2005","college entrance qualification","(3a) lower tertiary education","274","0.252106551501301","0.224752457015719","0.279460645986882"
"6 on scale 1-7","2005","college entrance qualification","(3b) higher tertiary education","642","0.260967119099622","0.242582586525291","0.279351651673953"
"6 on scale 1-7","2005","Other degree","(0) in school","","","",""
"6 on scale 1-7","2005","Other degree","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","Other degree","(1b) general elementary school","71","0.22228469924888","0.179919199340639","0.264650199157121"
"6 on scale 1-7","2005","Other degree","(1c) basic vocational qualification","80","0.195211329767791","0.154548734329999","0.235873925205583"
"6 on scale 1-7","2005","Other degree","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","Other degree","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2005","Other degree","(2c_gen) general maturity certificate","12","","",""
"6 on scale 1-7","2005","Other degree","(2c_voc) vocational maturity certificate","31","0.162999565216676","0.103691873475568","0.222307256957785"
"6 on scale 1-7","2005","Other degree","(3a) lower tertiary education","8","","",""
"6 on scale 1-7","2005","Other degree","(3b) higher tertiary education","46","0.29523441495034","0.225633979987856","0.364834849912823"
"6 on scale 1-7","2005","no degree/no degree yet","(0) in school","177","0.25516078934744","0.221672278895531","0.288649299799349"
"6 on scale 1-7","2005","no degree/no degree yet","(1a) inadequately completed","42","0.179847116327968","0.131756073312177","0.22793815934376"
"6 on scale 1-7","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(3a) lower tertiary education","1","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(3b) higher tertiary education","","","",""
"7 Strongly agree","2005","lower secondary degree","(0) in school","","","",""
"7 Strongly agree","2005","lower secondary degree","(1a) inadequately completed","","","",""
"7 Strongly agree","2005","lower secondary degree","(1b) general elementary school","909","0.628768710267486","0.604270151259301","0.653267269275671"
"7 Strongly agree","2005","lower secondary degree","(1c) basic vocational qualification","3499","0.661983878424339","0.649321432576526","0.674646324272152"
"7 Strongly agree","2005","lower secondary degree","(2b) intermediate general qualification","1","","",""
"7 Strongly agree","2005","lower secondary degree","(2a) intermediate vocational","15","","",""
"7 Strongly agree","2005","lower secondary degree","(2c_gen) general maturity certificate","4","","",""
"7 Strongly agree","2005","lower secondary degree","(2c_voc) vocational maturity certificate","14","","",""
"7 Strongly agree","2005","lower secondary degree","(3a) lower tertiary education","97","0.704251372468745","0.628382101513397","0.780120643424092"
"7 Strongly agree","2005","lower secondary degree","(3b) higher tertiary education","24","","",""
"7 Strongly agree","2005","secondary school degree","(0) in school","","","",""
"7 Strongly agree","2005","secondary school degree","(1a) inadequately completed","","","",""
"7 Strongly agree","2005","secondary school degree","(1b) general elementary school","","","",""
"7 Strongly agree","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2005","secondary school degree","(2b) intermediate general qualification","347","0.64146935506977","0.602339225818035","0.680599484321504"
"7 Strongly agree","2005","secondary school degree","(2a) intermediate vocational","3144","0.670025415006878","0.656701299485841","0.683349530527914"
"7 Strongly agree","2005","secondary school degree","(2c_gen) general maturity certificate","3","","",""
"7 Strongly agree","2005","secondary school degree","(2c_voc) vocational maturity certificate","27","","",""
"7 Strongly agree","2005","secondary school degree","(3a) lower tertiary education","325","0.656507039524154","0.615252873311427","0.697761205736882"
"7 Strongly agree","2005","secondary school degree","(3b) higher tertiary education","69","0.62377086868034","0.534053230170249","0.713488507190432"
"7 Strongly agree","2005","college entrance qualification","(0) in school","","","",""
"7 Strongly agree","2005","college entrance qualification","(1a) inadequately completed","","","",""
"7 Strongly agree","2005","college entrance qualification","(1b) general elementary school","","","",""
"7 Strongly agree","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"7 Strongly agree","2005","college entrance qualification","(2c_gen) general maturity certificate","413","0.540555984807966","0.504454157050236","0.576657812565696"
