"plh0206i01","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2006","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2006","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2006","Rural Area","East Germany","","","",""
"4 on scale 1-7","2006","Urban Area","West Germany","","","",""
"4 on scale 1-7","2006","Urban Area","East Germany","","","",""
"4 on scale 1-7","2006","Rural Area","West Germany","","","",""
"4 on scale 1-7","2006","Rural Area","East Germany","","","",""
"5 on scale 1-7","2006","Urban Area","West Germany","","","",""
"5 on scale 1-7","2006","Urban Area","East Germany","","","",""
"5 on scale 1-7","2006","Rural Area","West Germany","","","",""
"5 on scale 1-7","2006","Rural Area","East Germany","","","",""
"6 on scale 1-7","2006","Urban Area","West Germany","","","",""
"6 on scale 1-7","2006","Urban Area","East Germany","","","",""
"6 on scale 1-7","2006","Rural Area","West Germany","","","",""
"6 on scale 1-7","2006","Rural Area","East Germany","","","",""
"7 Strongly agree","2006","Urban Area","West Germany","","","",""
"7 Strongly agree","2006","Urban Area","East Germany","","","",""
"7 Strongly agree","2006","Rural Area","West Germany","","","",""
"7 Strongly agree","2006","Rural Area","East Germany","","","",""
"1 Strongly disagree","2007","Urban Area","West Germany","","","",""
"1 Strongly disagree","2007","Urban Area","East Germany","","","",""
"1 Strongly disagree","2007","Rural Area","West Germany","","","",""
"1 Strongly disagree","2007","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2007","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2007","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2007","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2007","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2007","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2007","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2007","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2007","Rural Area","East Germany","","","",""
"4 on scale 1-7","2007","Urban Area","West Germany","","","",""
"4 on scale 1-7","2007","Urban Area","East Germany","","","",""
"4 on scale 1-7","2007","Rural Area","West Germany","","","",""
"4 on scale 1-7","2007","Rural Area","East Germany","","","",""
"5 on scale 1-7","2007","Urban Area","West Germany","","","",""
"5 on scale 1-7","2007","Urban Area","East Germany","","","",""
"5 on scale 1-7","2007","Rural Area","West Germany","","","",""
"5 on scale 1-7","2007","Rural Area","East Germany","","","",""
"6 on scale 1-7","2007","Urban Area","West Germany","","","",""
"6 on scale 1-7","2007","Urban Area","East Germany","","","",""
"6 on scale 1-7","2007","Rural Area","West Germany","","","",""
"6 on scale 1-7","2007","Rural Area","East Germany","","","",""
"7 Strongly agree","2007","Urban Area","West Germany","","","",""
"7 Strongly agree","2007","Urban Area","East Germany","","","",""
"7 Strongly agree","2007","Rural Area","West Germany","","","",""
"7 Strongly agree","2007","Rural Area","East Germany","","","",""
"1 Strongly disagree","2008","Urban Area","West Germany","","","",""
"1 Strongly disagree","2008","Urban Area","East Germany","","","",""
"1 Strongly disagree","2008","Rural Area","West Germany","","","",""
"1 Strongly disagree","2008","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2008","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2008","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2008","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2008","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2008","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2008","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2008","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2008","Rural Area","East Germany","","","",""
"4 on scale 1-7","2008","Urban Area","West Germany","","","",""
"4 on scale 1-7","2008","Urban Area","East Germany","","","",""
"4 on scale 1-7","2008","Rural Area","West Germany","","","",""
"4 on scale 1-7","2008","Rural Area","East Germany","","","",""
"5 on scale 1-7","2008","Urban Area","West Germany","","","",""
"5 on scale 1-7","2008","Urban Area","East Germany","","","",""
"5 on scale 1-7","2008","Rural Area","West Germany","","","",""
"5 on scale 1-7","2008","Rural Area","East Germany","","","",""
"6 on scale 1-7","2008","Urban Area","West Germany","","","",""
"6 on scale 1-7","2008","Urban Area","East Germany","","","",""
"6 on scale 1-7","2008","Rural Area","West Germany","","","",""
"6 on scale 1-7","2008","Rural Area","East Germany","","","",""
"7 Strongly agree","2008","Urban Area","West Germany","","","",""
"7 Strongly agree","2008","Urban Area","East Germany","","","",""
"7 Strongly agree","2008","Rural Area","West Germany","","","",""
"7 Strongly agree","2008","Rural Area","East Germany","","","",""
"1 Strongly disagree","2009","Urban Area","West Germany","","","",""
"1 Strongly disagree","2009","Urban Area","East Germany","","","",""
"1 Strongly disagree","2009","Rural Area","West Germany","","","",""
"1 Strongly disagree","2009","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2009","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2009","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2009","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2009","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2009","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2009","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2009","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2009","Rural Area","East Germany","","","",""
"4 on scale 1-7","2009","Urban Area","West Germany","","","",""
"4 on scale 1-7","2009","Urban Area","East Germany","","","",""
"4 on scale 1-7","2009","Rural Area","West Germany","","","",""
"4 on scale 1-7","2009","Rural Area","East Germany","","","",""
"5 on scale 1-7","2009","Urban Area","West Germany","","","",""
"5 on scale 1-7","2009","Urban Area","East Germany","","","",""
"5 on scale 1-7","2009","Rural Area","West Germany","","","",""
"5 on scale 1-7","2009","Rural Area","East Germany","","","",""
"6 on scale 1-7","2009","Urban Area","West Germany","","","",""
"6 on scale 1-7","2009","Urban Area","East Germany","","","",""
"6 on scale 1-7","2009","Rural Area","West Germany","","","",""
"6 on scale 1-7","2009","Rural Area","East Germany","","","",""
"7 Strongly agree","2009","Urban Area","West Germany","","","",""
"7 Strongly agree","2009","Urban Area","East Germany","","","",""
"7 Strongly agree","2009","Rural Area","West Germany","","","",""
"7 Strongly agree","2009","Rural Area","East Germany","","","",""
"1 Strongly disagree","2010","Urban Area","West Germany","23","","",""
"1 Strongly disagree","2010","Urban Area","East Germany","6","","",""
"1 Strongly disagree","2010","Rural Area","West Germany","7","","",""
"1 Strongly disagree","2010","Rural Area","East Germany","9","","",""
"2 on scale 1-7 ","2010","Urban Area","West Germany","22","","",""
"2 on scale 1-7 ","2010","Urban Area","East Germany","5","","",""
"2 on scale 1-7 ","2010","Rural Area","West Germany","21","","",""
"2 on scale 1-7 ","2010","Rural Area","East Germany","7","","",""
"3 on scale 1-7 ","2010","Urban Area","West Germany","58","0.00791950384303547","0.00614426909494954","0.0096947385911214"
"3 on scale 1-7 ","2010","Urban Area","East Germany","4","","",""
"3 on scale 1-7 ","2010","Rural Area","West Germany","22","","",""
"3 on scale 1-7 ","2010","Rural Area","East Germany","18","","",""
"4 on scale 1-7","2010","Urban Area","West Germany","238","0.026479598888689","0.0232640021693888","0.0296951956079892"
"4 on scale 1-7","2010","Urban Area","East Germany","45","0.0363398133293956","0.0267210510387343","0.0459585756200569"
"4 on scale 1-7","2010","Rural Area","West Germany","96","0.0345905647451786","0.0280261914581014","0.0411549380322558"
"4 on scale 1-7","2010","Rural Area","East Germany","84","0.0299742660814489","0.0235221278718596","0.0364264042910382"
"5 on scale 1-7","2010","Urban Area","West Germany","814","0.0925938643075645","0.0867885557514774","0.0983991728636517"
"5 on scale 1-7","2010","Urban Area","East Germany","143","0.0849035967376052","0.0705763626678663","0.099230830807344"
"5 on scale 1-7","2010","Rural Area","West Germany","295","0.0900080983848093","0.0797275038593309","0.100288692910288"
"5 on scale 1-7","2010","Rural Area","East Germany","282","0.0976370858830205","0.0864056371742677","0.108868534591773"
"6 on scale 1-7","2010","Urban Area","West Germany","2633","0.266520392589771","0.257665310504249","0.275375474675292"
"6 on scale 1-7","2010","Urban Area","East Germany","407","0.25627147930681","0.233831459092817","0.278711499520803"
"6 on scale 1-7","2010","Rural Area","West Germany","781","0.258017528031532","0.242300149896406","0.273734906166659"
"6 on scale 1-7","2010","Rural Area","East Germany","745","0.278396067490031","0.261436344733455","0.295355790246606"
"7 Strongly agree","2010","Urban Area","West Germany","5789","0.601303465522863","0.591497250065985","0.611109680979742"
"7 Strongly agree","2010","Urban Area","East Germany","844","0.614298270708698","0.589278615114998","0.639317926302398"
"7 Strongly agree","2010","Rural Area","West Germany","1755","0.59969778083875","0.582097528540786","0.617298033136713"
"7 Strongly agree","2010","Rural Area","East Germany","1538","0.581392472633157","0.562725410468976","0.600059534797338"
"1 Strongly disagree","2011","Urban Area","West Germany","","","",""
"1 Strongly disagree","2011","Urban Area","East Germany","","","",""
"1 Strongly disagree","2011","Rural Area","West Germany","","","",""
"1 Strongly disagree","2011","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2011","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2011","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2011","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2011","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2011","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2011","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2011","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2011","Rural Area","East Germany","","","",""
"4 on scale 1-7","2011","Urban Area","West Germany","","","",""
"4 on scale 1-7","2011","Urban Area","East Germany","","","",""
"4 on scale 1-7","2011","Rural Area","West Germany","","","",""
"4 on scale 1-7","2011","Rural Area","East Germany","","","",""
"5 on scale 1-7","2011","Urban Area","West Germany","","","",""
"5 on scale 1-7","2011","Urban Area","East Germany","","","",""
"5 on scale 1-7","2011","Rural Area","West Germany","","","",""
"5 on scale 1-7","2011","Rural Area","East Germany","","","",""
"6 on scale 1-7","2011","Urban Area","West Germany","","","",""
"6 on scale 1-7","2011","Urban Area","East Germany","","","",""
"6 on scale 1-7","2011","Rural Area","West Germany","","","",""
"6 on scale 1-7","2011","Rural Area","East Germany","","","",""
"7 Strongly agree","2011","Urban Area","West Germany","","","",""
"7 Strongly agree","2011","Urban Area","East Germany","","","",""
"7 Strongly agree","2011","Rural Area","West Germany","","","",""
"7 Strongly agree","2011","Rural Area","East Germany","","","",""
"1 Strongly disagree","2012","Urban Area","West Germany","","","",""
"1 Strongly disagree","2012","Urban Area","East Germany","","","",""
"1 Strongly disagree","2012","Rural Area","West Germany","","","",""
"1 Strongly disagree","2012","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2012","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2012","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2012","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2012","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2012","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2012","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2012","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2012","Rural Area","East Germany","","","",""
"4 on scale 1-7","2012","Urban Area","West Germany","","","",""
"4 on scale 1-7","2012","Urban Area","East Germany","","","",""
"4 on scale 1-7","2012","Rural Area","West Germany","","","",""
"4 on scale 1-7","2012","Rural Area","East Germany","","","",""
"5 on scale 1-7","2012","Urban Area","West Germany","","","",""
"5 on scale 1-7","2012","Urban Area","East Germany","","","",""
"5 on scale 1-7","2012","Rural Area","West Germany","","","",""
"5 on scale 1-7","2012","Rural Area","East Germany","","","",""
"6 on scale 1-7","2012","Urban Area","West Germany","","","",""
"6 on scale 1-7","2012","Urban Area","East Germany","","","",""
"6 on scale 1-7","2012","Rural Area","West Germany","","","",""
"6 on scale 1-7","2012","Rural Area","East Germany","","","",""
"7 Strongly agree","2012","Urban Area","West Germany","","","",""
"7 Strongly agree","2012","Urban Area","East Germany","","","",""
"7 Strongly agree","2012","Rural Area","West Germany","","","",""
"7 Strongly agree","2012","Rural Area","East Germany","","","",""
"1 Strongly disagree","2013","Urban Area","West Germany","","","",""
"1 Strongly disagree","2013","Urban Area","East Germany","","","",""
"1 Strongly disagree","2013","Rural Area","West Germany","","","",""
"1 Strongly disagree","2013","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2013","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2013","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2013","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2013","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2013","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2013","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2013","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2013","Rural Area","East Germany","","","",""
"4 on scale 1-7","2013","Urban Area","West Germany","","","",""
"4 on scale 1-7","2013","Urban Area","East Germany","","","",""
"4 on scale 1-7","2013","Rural Area","West Germany","","","",""
"4 on scale 1-7","2013","Rural Area","East Germany","","","",""
"5 on scale 1-7","2013","Urban Area","West Germany","","","",""
"5 on scale 1-7","2013","Urban Area","East Germany","","","",""
"5 on scale 1-7","2013","Rural Area","West Germany","","","",""
"5 on scale 1-7","2013","Rural Area","East Germany","","","",""
"6 on scale 1-7","2013","Urban Area","West Germany","","","",""
"6 on scale 1-7","2013","Urban Area","East Germany","","","",""
"6 on scale 1-7","2013","Rural Area","West Germany","","","",""
"6 on scale 1-7","2013","Rural Area","East Germany","","","",""
"7 Strongly agree","2013","Urban Area","West Germany","","","",""
"7 Strongly agree","2013","Urban Area","East Germany","","","",""
"7 Strongly agree","2013","Rural Area","West Germany","","","",""
"7 Strongly agree","2013","Rural Area","East Germany","","","",""
"1 Strongly disagree","2014","Urban Area","West Germany","","","",""
"1 Strongly disagree","2014","Urban Area","East Germany","","","",""
"1 Strongly disagree","2014","Rural Area","West Germany","","","",""
"1 Strongly disagree","2014","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2014","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2014","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2014","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2014","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2014","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2014","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2014","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2014","Rural Area","East Germany","","","",""
"4 on scale 1-7","2014","Urban Area","West Germany","","","",""
"4 on scale 1-7","2014","Urban Area","East Germany","","","",""
"4 on scale 1-7","2014","Rural Area","West Germany","","","",""
"4 on scale 1-7","2014","Rural Area","East Germany","","","",""
"5 on scale 1-7","2014","Urban Area","West Germany","","","",""
"5 on scale 1-7","2014","Urban Area","East Germany","","","",""
"5 on scale 1-7","2014","Rural Area","West Germany","","","",""
"5 on scale 1-7","2014","Rural Area","East Germany","","","",""
"6 on scale 1-7","2014","Urban Area","West Germany","","","",""
"6 on scale 1-7","2014","Urban Area","East Germany","","","",""
"6 on scale 1-7","2014","Rural Area","West Germany","","","",""
"6 on scale 1-7","2014","Rural Area","East Germany","","","",""
"7 Strongly agree","2014","Urban Area","West Germany","","","",""
"7 Strongly agree","2014","Urban Area","East Germany","","","",""
"7 Strongly agree","2014","Rural Area","West Germany","","","",""
"7 Strongly agree","2014","Rural Area","East Germany","","","",""
"1 Strongly disagree","2015","Urban Area","West Germany","53","0.00451196625252455","0.00346041350244521","0.00556351900260389"
"1 Strongly disagree","2015","Urban Area","East Germany","8","","",""
"1 Strongly disagree","2015","Rural Area","West Germany","17","","",""
"1 Strongly disagree","2015","Rural Area","East Germany","17","","",""
"2 on scale 1-7 ","2015","Urban Area","West Germany","88","0.00537442202505201","0.00422725721823932","0.0065215868318647"
"2 on scale 1-7 ","2015","Urban Area","East Germany","9","","",""
"2 on scale 1-7 ","2015","Rural Area","West Germany","18","","",""
"2 on scale 1-7 ","2015","Rural Area","East Germany","13","","",""
"3 on scale 1-7 ","2015","Urban Area","West Germany","123","0.00702865874176153","0.0057178639527042","0.00833945353081886"
"3 on scale 1-7 ","2015","Urban Area","East Germany","18","","",""
"3 on scale 1-7 ","2015","Rural Area","West Germany","47","0.00874490022974911","0.00633231722596676","0.0111574832335315"
"3 on scale 1-7 ","2015","Rural Area","East Germany","24","","",""
"4 on scale 1-7","2015","Urban Area","West Germany","461","0.0261418169218876","0.0236383269070159","0.0286453069367592"
"4 on scale 1-7","2015","Urban Area","East Germany","55","0.027500751013342","0.0203673466039651","0.0346341554227189"
"4 on scale 1-7","2015","Rural Area","West Germany","190","0.0338625985363305","0.0291756335891751","0.038549563483486"
"4 on scale 1-7","2015","Rural Area","East Germany","105","0.0227888149864082","0.0177867005112086","0.0277909294616078"
"5 on scale 1-7","2015","Urban Area","West Germany","1199","0.0805394408854179","0.0762697053328872","0.0848091764379487"
"5 on scale 1-7","2015","Urban Area","East Germany","163","0.0808500226002632","0.0689591645461408","0.0927408806543856"
"5 on scale 1-7","2015","Rural Area","West Germany","473","0.0890090065720257","0.0816301998326963","0.0963878133113551"
"5 on scale 1-7","2015","Rural Area","East Germany","330","0.0987741935063151","0.088773339293803","0.108775047718827"
"6 on scale 1-7","2015","Urban Area","West Germany","4180","0.276990096237603","0.269968524069176","0.284011668406029"
"6 on scale 1-7","2015","Urban Area","East Germany","580","0.319178664168461","0.298845103464084","0.339512224872838"
"6 on scale 1-7","2015","Rural Area","West Germany","1538","0.272869601609367","0.261327208905632","0.284411994313101"
"6 on scale 1-7","2015","Rural Area","East Germany","977","0.277903027111311","0.262887418435777","0.292918635786846"
"7 Strongly agree","2015","Urban Area","West Germany","9500","0.599413598935754","0.59172510073661","0.607102097134898"
"7 Strongly agree","2015","Urban Area","East Germany","1186","0.557021065985407","0.535353642158832","0.578688489811982"
"7 Strongly agree","2015","Rural Area","West Germany","3438","0.590627093368063","0.577885364837336","0.60336882189879"
"7 Strongly agree","2015","Rural Area","East Germany","1953","0.583966722639564","0.56744495060939","0.600488494669737"
"1 Strongly disagree","2016","Urban Area","West Germany","16","","",""
"1 Strongly disagree","2016","Urban Area","East Germany","2","","",""
"1 Strongly disagree","2016","Rural Area","West Germany","7","","",""
"1 Strongly disagree","2016","Rural Area","East Germany","5","","",""
"2 on scale 1-7 ","2016","Urban Area","West Germany","9","","",""
"2 on scale 1-7 ","2016","Urban Area","East Germany","1","","",""
"2 on scale 1-7 ","2016","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2016","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2016","Urban Area","West Germany","15","","",""
"3 on scale 1-7 ","2016","Urban Area","East Germany","3","","",""
"3 on scale 1-7 ","2016","Rural Area","West Germany","4","","",""
"3 on scale 1-7 ","2016","Rural Area","East Germany","2","","",""
"4 on scale 1-7","2016","Urban Area","West Germany","29","","",""
"4 on scale 1-7","2016","Urban Area","East Germany","4","","",""
"4 on scale 1-7","2016","Rural Area","West Germany","9","","",""
"4 on scale 1-7","2016","Rural Area","East Germany","12","","",""
"5 on scale 1-7","2016","Urban Area","West Germany","66","0.0638306491909962","0.0546859640554564","0.072975334326536"
"5 on scale 1-7","2016","Urban Area","East Germany","3","","",""
"5 on scale 1-7","2016","Rural Area","West Germany","20","","",""
"5 on scale 1-7","2016","Rural Area","East Germany","10","","",""
"6 on scale 1-7","2016","Urban Area","West Germany","160","0.140275083844748","0.127283953452095","0.153266214237401"
"6 on scale 1-7","2016","Urban Area","East Germany","12","","",""
"6 on scale 1-7","2016","Rural Area","West Germany","38","0.112462644613791","0.09198063999936","0.132944649228222"
"6 on scale 1-7","2016","Rural Area","East Germany","14","","",""
"7 Strongly agree","2016","Urban Area","West Germany","2450","0.724993973350928","0.708290175693202","0.741697771008654"
"7 Strongly agree","2016","Urban Area","East Germany","272","0.854397048424804","0.814284077801957","0.894510019047651"
"7 Strongly agree","2016","Rural Area","West Germany","836","0.824034489915767","0.799347879451685","0.848721100379849"
"7 Strongly agree","2016","Rural Area","East Germany","401","0.88255440811532","0.852607932995331","0.91250088323531"
"1 Strongly disagree","2017","Urban Area","West Germany","5","","",""
"1 Strongly disagree","2017","Urban Area","East Germany","","","",""
"1 Strongly disagree","2017","Rural Area","West Germany","4","","",""
"1 Strongly disagree","2017","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2017","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2017","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2017","Rural Area","West Germany","2","","",""
"2 on scale 1-7 ","2017","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2017","Urban Area","West Germany","2","","",""
"3 on scale 1-7 ","2017","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2017","Rural Area","West Germany","3","","",""
"3 on scale 1-7 ","2017","Rural Area","East Germany","","","",""
"4 on scale 1-7","2017","Urban Area","West Germany","17","","",""
"4 on scale 1-7","2017","Urban Area","East Germany","3","","",""
"4 on scale 1-7","2017","Rural Area","West Germany","6","","",""
"4 on scale 1-7","2017","Rural Area","East Germany","","","",""
"5 on scale 1-7","2017","Urban Area","West Germany","52","0.0307205961324861","0.0230889774759503","0.0383522147890219"
"5 on scale 1-7","2017","Urban Area","East Germany","1","","",""
"5 on scale 1-7","2017","Rural Area","West Germany","12","","",""
"5 on scale 1-7","2017","Rural Area","East Germany","4","","",""
"6 on scale 1-7","2017","Urban Area","West Germany","162","0.0856083347136409","0.0732345799849941","0.0979820894422878"
"6 on scale 1-7","2017","Urban Area","East Germany","9","","",""
"6 on scale 1-7","2017","Rural Area","West Germany","46","0.0753622974654508","0.0550532943371999","0.0956713005937017"
"6 on scale 1-7","2017","Rural Area","East Germany","8","","",""
"7 Strongly agree","2017","Urban Area","West Germany","1726","0.868083656510379","0.853117597902181","0.883049715118577"
"7 Strongly agree","2017","Urban Area","East Germany","120","0.915449722936354","0.868167592486402","0.962731853386306"
"7 Strongly agree","2017","Rural Area","West Germany","576","0.870797583570932","0.844991644453627","0.896603522688237"
"7 Strongly agree","2017","Rural Area","East Germany","120","0.916695633019611","0.869553677806087","0.963837588233136"
"1 Strongly disagree","2018","Urban Area","West Germany","1","","",""
"1 Strongly disagree","2018","Urban Area","East Germany","","","",""
"1 Strongly disagree","2018","Rural Area","West Germany","","","",""
"1 Strongly disagree","2018","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2018","Urban Area","West Germany","1","","",""
"2 on scale 1-7 ","2018","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2018","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2018","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2018","Urban Area","West Germany","1","","",""
"3 on scale 1-7 ","2018","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2018","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2018","Rural Area","East Germany","","","",""
"4 on scale 1-7","2018","Urban Area","West Germany","1","","",""
"4 on scale 1-7","2018","Urban Area","East Germany","","","",""
"4 on scale 1-7","2018","Rural Area","West Germany","","","",""
"4 on scale 1-7","2018","Rural Area","East Germany","","","",""
"5 on scale 1-7","2018","Urban Area","West Germany","7","","",""
"5 on scale 1-7","2018","Urban Area","East Germany","1","","",""
"5 on scale 1-7","2018","Rural Area","West Germany","5","","",""
"5 on scale 1-7","2018","Rural Area","East Germany","","","",""
"6 on scale 1-7","2018","Urban Area","West Germany","23","","",""
"6 on scale 1-7","2018","Urban Area","East Germany","1","","",""
"6 on scale 1-7","2018","Rural Area","West Germany","10","","",""
"6 on scale 1-7","2018","Rural Area","East Germany","5","","",""
"7 Strongly agree","2018","Urban Area","West Germany","216","0.870601079634841","0.828995362338212","0.912206796931471"
"7 Strongly agree","2018","Urban Area","East Germany","14","","",""
"7 Strongly agree","2018","Rural Area","West Germany","109","0.914685329443203","0.865517055314714","0.963853603571692"
"7 Strongly agree","2018","Rural Area","East Germany","28","","",""
"1 Strongly disagree","2019","Urban Area","West Germany","1","","",""
"1 Strongly disagree","2019","Urban Area","East Germany","","","",""
"1 Strongly disagree","2019","Rural Area","West Germany","","","",""
"1 Strongly disagree","2019","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2019","Urban Area","West Germany","1","","",""
"2 on scale 1-7 ","2019","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2019","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2019","Rural Area","East Germany","","","",""
