"plh0206i01","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2009","middle vocational","","","","","1"
"2 on scale 1-7 ","2009","middle vocational","","","","","2"
"2 on scale 1-7 ","2009","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2009","higher education","","","","","2"
"2 on scale 1-7 ","2009","general elemantary","","","","","2"
"2 on scale 1-7 ","2009","higher vocational","","","","","2"
"2 on scale 1-7 ","2009","inadequately","","","","","2"
"2 on scale 1-7 ","2009","in school","","","","","2"
"3 on scale 1-7 ","2009","higher education","","","","","3"
"3 on scale 1-7 ","2009","middle vocational","","","","","3"
"3 on scale 1-7 ","2009","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2009","higher vocational","","","","","3"
"3 on scale 1-7 ","2009","inadequately","","","","","3"
"3 on scale 1-7 ","2009","general elemantary","","","","","3"
"3 on scale 1-7 ","2009","in school","","","","","3"
"4 on scale 1-7","2009","in school","","","","","4"
"4 on scale 1-7","2009","inadequately","","","","","4"
"4 on scale 1-7","2009","middle vocational","","","","","4"
"4 on scale 1-7","2009","vocational + Abi","","","","","4"
"4 on scale 1-7","2009","higher education","","","","","4"
"4 on scale 1-7","2009","higher vocational","","","","","4"
"4 on scale 1-7","2009","general elemantary","","","","","4"
"5 on scale 1-7","2009","higher education","","","","","5"
"5 on scale 1-7","2009","middle vocational","","","","","5"
"5 on scale 1-7","2009","vocational + Abi","","","","","5"
"5 on scale 1-7","2009","higher vocational","","","","","5"
"5 on scale 1-7","2009","general elemantary","","","","","5"
"5 on scale 1-7","2009","in school","","","","","5"
"5 on scale 1-7","2009","inadequately","","","","","5"
"6 on scale 1-7","2009","middle vocational","","","","","6"
"6 on scale 1-7","2009","higher education","","","","","6"
"6 on scale 1-7","2009","in school","","","","","6"
"6 on scale 1-7","2009","inadequately","","","","","6"
"6 on scale 1-7","2009","general elemantary","","","","","6"
"6 on scale 1-7","2009","vocational + Abi","","","","","6"
"6 on scale 1-7","2009","higher vocational","","","","","6"
"7 Strongly agree","2009","middle vocational","","","","","7"
"7 Strongly agree","2009","vocational + Abi","","","","","7"
"7 Strongly agree","2009","higher education","","","","","7"
"7 Strongly agree","2009","higher vocational","","","","","7"
"7 Strongly agree","2009","in school","","","","","7"
"7 Strongly agree","2009","inadequately","","","","","7"
"7 Strongly agree","2009","general elemantary","","","","","7"
"1 Strongly disagree","2010","vocational + Abi","","","","","1"
"1 Strongly disagree","2010","higher vocational","4","","","","1"
"1 Strongly disagree","2010","higher education","4","","","","1"
"1 Strongly disagree","2010","in school","1","","","","1"
"1 Strongly disagree","2010","inadequately","1","","","","1"
"1 Strongly disagree","2010","general elemantary","8","","","","1"
"1 Strongly disagree","2010","middle vocational","25","","","","1"
"2 on scale 1-7 ","2010","higher education","13","","","","2"
"2 on scale 1-7 ","2010","higher vocational","5","","","","2"
"2 on scale 1-7 ","2010","vocational + Abi","1","","","","2"
"2 on scale 1-7 ","2010","middle vocational","22","","","","2"
"2 on scale 1-7 ","2010","general elemantary","7","","","","2"
"2 on scale 1-7 ","2010","inadequately","3","","","","2"
"2 on scale 1-7 ","2010","in school","1","","","","2"
"3 on scale 1-7 ","2010","vocational + Abi","8","","","","3"
"3 on scale 1-7 ","2010","middle vocational","53","0.00585713034509411","0.0042182600703517","0.00749600061983652","3"
"3 on scale 1-7 ","2010","higher vocational","4","","","","3"
"3 on scale 1-7 ","2010","higher education","19","","","","3"
"3 on scale 1-7 ","2010","in school","1","","","","3"
"3 on scale 1-7 ","2010","inadequately","2","","","","3"
"3 on scale 1-7 ","2010","general elemantary","14","","","","3"
"4 on scale 1-7","2010","vocational + Abi","20","","","","4"
"4 on scale 1-7","2010","higher education","74","0.0199467386832822","0.0155187195150247","0.0243747578515398","4"
"4 on scale 1-7","2010","in school","6","","","","4"
"4 on scale 1-7","2010","inadequately","8","","","","4"
"4 on scale 1-7","2010","middle vocational","241","0.0283002665710661","0.0247387166365303","0.0318618165056019","4"
"4 on scale 1-7","2010","higher vocational","32","0.0209488797622194","0.0130318270125187","0.0288659325119201","4"
"4 on scale 1-7","2010","general elemantary","67","0.0467315768822642","0.0364884174588788","0.0569747363056496","4"
"5 on scale 1-7","2010","higher education","286","0.0719945111423342","0.0638084747684803","0.0801805475161882","5"
"5 on scale 1-7","2010","vocational + Abi","70","0.0890419294287898","0.0708738688713145","0.107209989986265","5"
"5 on scale 1-7","2010","higher vocational","96","0.0716080935125611","0.0573544077310165","0.0858617792941056","5"
"5 on scale 1-7","2010","in school","26","","","","5"
"5 on scale 1-7","2010","inadequately","13","","","","5"
"5 on scale 1-7","2010","middle vocational","823","0.094468693847502","0.0881870483597027","0.100750339335301","5"
"5 on scale 1-7","2010","general elemantary","177","0.113559138220967","0.098161396230204","0.12895688021173","5"
"6 on scale 1-7","2010","vocational + Abi","282","0.288417532963214","0.259518351494056","0.317316714432373","6"
"6 on scale 1-7","2010","higher vocational","347","0.282447422315549","0.257560217357273","0.307334627273824","6"
"6 on scale 1-7","2010","middle vocational","2145","0.246486327760074","0.237230405070737","0.255742250449412","6"
"6 on scale 1-7","2010","higher education","1139","0.29840968519572","0.283918731995847","0.312900638395593","6"
"6 on scale 1-7","2010","inadequately","41","0.259688082617796","0.186533434097257","0.332842731138336","6"
"6 on scale 1-7","2010","general elemantary","430","0.260292242859439","0.238997038612736","0.281587447106142","6"
"6 on scale 1-7","2010","in school","94","0.341596082400672","0.285028339188587","0.398163825612758","6"
"7 Strongly agree","2010","middle vocational","5019","0.61815294569847","0.607718474931892","0.628587416465048","7"
"7 Strongly agree","2010","vocational + Abi","563","0.575154864724488","0.543621536055326","0.606688193393651","7"
"7 Strongly agree","2010","higher vocational","769","0.614675382312143","0.58777138937609","0.641579375248196","7"
"7 Strongly agree","2010","higher education","2295","0.597654507503325","0.582124438914066","0.613184576092584","7"
"7 Strongly agree","2010","in school","141","0.527447029735767","0.467897150775423","0.58699690869611","7"
"7 Strongly agree","2010","inadequately","70","0.578511582865744","0.496124827505654","0.660898338225835","7"
"7 Strongly agree","2010","general elemantary","928","0.558827146527781","0.534730076006605","0.582924217048957","7"
"1 Strongly disagree","2011","vocational + Abi","","","","","1"
"1 Strongly disagree","2011","higher vocational","","","","","1"
"1 Strongly disagree","2011","higher education","","","","","1"
"1 Strongly disagree","2011","in school","","","","","1"
"1 Strongly disagree","2011","inadequately","","","","","1"
"1 Strongly disagree","2011","general elemantary","","","","","1"
"1 Strongly disagree","2011","middle vocational","","","","","1"
"2 on scale 1-7 ","2011","higher education","","","","","2"
"2 on scale 1-7 ","2011","higher vocational","","","","","2"
"2 on scale 1-7 ","2011","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2011","in school","","","","","2"
"2 on scale 1-7 ","2011","middle vocational","","","","","2"
"2 on scale 1-7 ","2011","inadequately","","","","","2"
"2 on scale 1-7 ","2011","general elemantary","","","","","2"
"3 on scale 1-7 ","2011","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2011","higher vocational","","","","","3"
"3 on scale 1-7 ","2011","higher education","","","","","3"
"3 on scale 1-7 ","2011","in school","","","","","3"
"3 on scale 1-7 ","2011","inadequately","","","","","3"
"3 on scale 1-7 ","2011","middle vocational","","","","","3"
"3 on scale 1-7 ","2011","general elemantary","","","","","3"
"4 on scale 1-7","2011","vocational + Abi","","","","","4"
"4 on scale 1-7","2011","higher education","","","","","4"
"4 on scale 1-7","2011","in school","","","","","4"
"4 on scale 1-7","2011","inadequately","","","","","4"
"4 on scale 1-7","2011","middle vocational","","","","","4"
"4 on scale 1-7","2011","higher vocational","","","","","4"
"4 on scale 1-7","2011","general elemantary","","","","","4"
"5 on scale 1-7","2011","higher education","","","","","5"
"5 on scale 1-7","2011","in school","","","","","5"
"5 on scale 1-7","2011","vocational + Abi","","","","","5"
"5 on scale 1-7","2011","higher vocational","","","","","5"
"5 on scale 1-7","2011","inadequately","","","","","5"
"5 on scale 1-7","2011","middle vocational","","","","","5"
"5 on scale 1-7","2011","general elemantary","","","","","5"
"6 on scale 1-7","2011","higher vocational","","","","","6"
"6 on scale 1-7","2011","vocational + Abi","","","","","6"
"6 on scale 1-7","2011","middle vocational","","","","","6"
"6 on scale 1-7","2011","higher education","","","","","6"
"6 on scale 1-7","2011","general elemantary","","","","","6"
"6 on scale 1-7","2011","in school","","","","","6"
"6 on scale 1-7","2011","inadequately","","","","","6"
"7 Strongly agree","2011","higher education","","","","","7"
"7 Strongly agree","2011","middle vocational","","","","","7"
"7 Strongly agree","2011","vocational + Abi","","","","","7"
"7 Strongly agree","2011","higher vocational","","","","","7"
"7 Strongly agree","2011","in school","","","","","7"
"7 Strongly agree","2011","inadequately","","","","","7"
"7 Strongly agree","2011","general elemantary","","","","","7"
"1 Strongly disagree","2012","vocational + Abi","","","","","1"
"1 Strongly disagree","2012","in school","","","","","1"
"1 Strongly disagree","2012","inadequately","","","","","1"
"1 Strongly disagree","2012","general elemantary","","","","","1"
"1 Strongly disagree","2012","middle vocational","","","","","1"
"1 Strongly disagree","2012","higher vocational","","","","","1"
"1 Strongly disagree","2012","higher education","","","","","1"
"2 on scale 1-7 ","2012","higher vocational","","","","","2"
"2 on scale 1-7 ","2012","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2012","middle vocational","","","","","2"
"2 on scale 1-7 ","2012","higher education","","","","","2"
"2 on scale 1-7 ","2012","general elemantary","","","","","2"
"2 on scale 1-7 ","2012","in school","","","","","2"
"2 on scale 1-7 ","2012","inadequately","","","","","2"
"3 on scale 1-7 ","2012","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2012","higher vocational","","","","","3"
"3 on scale 1-7 ","2012","higher education","","","","","3"
"3 on scale 1-7 ","2012","inadequately","","","","","3"
"3 on scale 1-7 ","2012","in school","","","","","3"
"3 on scale 1-7 ","2012","middle vocational","","","","","3"
"3 on scale 1-7 ","2012","general elemantary","","","","","3"
"4 on scale 1-7","2012","vocational + Abi","","","","","4"
"4 on scale 1-7","2012","in school","","","","","4"
"4 on scale 1-7","2012","inadequately","","","","","4"
"4 on scale 1-7","2012","middle vocational","","","","","4"
"4 on scale 1-7","2012","higher vocational","","","","","4"
"4 on scale 1-7","2012","higher education","","","","","4"
"4 on scale 1-7","2012","general elemantary","","","","","4"
"5 on scale 1-7","2012","vocational + Abi","","","","","5"
"5 on scale 1-7","2012","middle vocational","","","","","5"
"5 on scale 1-7","2012","higher education","","","","","5"
"5 on scale 1-7","2012","higher vocational","","","","","5"
"5 on scale 1-7","2012","in school","","","","","5"
"5 on scale 1-7","2012","inadequately","","","","","5"
"5 on scale 1-7","2012","general elemantary","","","","","5"
"6 on scale 1-7","2012","higher vocational","","","","","6"
"6 on scale 1-7","2012","higher education","","","","","6"
"6 on scale 1-7","2012","vocational + Abi","","","","","6"
"6 on scale 1-7","2012","in school","","","","","6"
"6 on scale 1-7","2012","middle vocational","","","","","6"
"6 on scale 1-7","2012","general elemantary","","","","","6"
"6 on scale 1-7","2012","inadequately","","","","","6"
"7 Strongly agree","2012","in school","","","","","7"
"7 Strongly agree","2012","inadequately","","","","","7"
"7 Strongly agree","2012","middle vocational","","","","","7"
"7 Strongly agree","2012","vocational + Abi","","","","","7"
"7 Strongly agree","2012","higher vocational","","","","","7"
"7 Strongly agree","2012","higher education","","","","","7"
"7 Strongly agree","2012","general elemantary","","","","","7"
"1 Strongly disagree","2013","vocational + Abi","","","","","1"
"1 Strongly disagree","2013","higher vocational","","","","","1"
"1 Strongly disagree","2013","higher education","","","","","1"
"1 Strongly disagree","2013","inadequately","","","","","1"
"1 Strongly disagree","2013","general elemantary","","","","","1"
"1 Strongly disagree","2013","middle vocational","","","","","1"
"1 Strongly disagree","2013","in school","","","","","1"
"2 on scale 1-7 ","2013","higher vocational","","","","","2"
"2 on scale 1-7 ","2013","higher education","","","","","2"
"2 on scale 1-7 ","2013","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2013","in school","","","","","2"
"2 on scale 1-7 ","2013","middle vocational","","","","","2"
"2 on scale 1-7 ","2013","general elemantary","","","","","2"
"2 on scale 1-7 ","2013","inadequately","","","","","2"
"3 on scale 1-7 ","2013","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2013","middle vocational","","","","","3"
"3 on scale 1-7 ","2013","higher vocational","","","","","3"
"3 on scale 1-7 ","2013","inadequately","","","","","3"
"3 on scale 1-7 ","2013","general elemantary","","","","","3"
"3 on scale 1-7 ","2013","higher education","","","","","3"
"3 on scale 1-7 ","2013","in school","","","","","3"
"4 on scale 1-7","2013","vocational + Abi","","","","","4"
"4 on scale 1-7","2013","inadequately","","","","","4"
"4 on scale 1-7","2013","middle vocational","","","","","4"
"4 on scale 1-7","2013","higher vocational","","","","","4"
"4 on scale 1-7","2013","higher education","","","","","4"
"4 on scale 1-7","2013","in school","","","","","4"
"4 on scale 1-7","2013","general elemantary","","","","","4"
"5 on scale 1-7","2013","vocational + Abi","","","","","5"
"5 on scale 1-7","2013","middle vocational","","","","","5"
"5 on scale 1-7","2013","higher vocational","","","","","5"
"5 on scale 1-7","2013","higher education","","","","","5"
"5 on scale 1-7","2013","in school","","","","","5"
"5 on scale 1-7","2013","inadequately","","","","","5"
"5 on scale 1-7","2013","general elemantary","","","","","5"
"6 on scale 1-7","2013","vocational + Abi","","","","","6"
"6 on scale 1-7","2013","higher vocational","","","","","6"
"6 on scale 1-7","2013","middle vocational","","","","","6"
"6 on scale 1-7","2013","higher education","","","","","6"
"6 on scale 1-7","2013","general elemantary","","","","","6"
"6 on scale 1-7","2013","inadequately","","","","","6"
"6 on scale 1-7","2013","in school","","","","","6"
"7 Strongly agree","2013","middle vocational","","","","","7"
"7 Strongly agree","2013","vocational + Abi","","","","","7"
"7 Strongly agree","2013","higher vocational","","","","","7"
"7 Strongly agree","2013","higher education","","","","","7"
"7 Strongly agree","2013","in school","","","","","7"
"7 Strongly agree","2013","inadequately","","","","","7"
"7 Strongly agree","2013","general elemantary","","","","","7"
"1 Strongly disagree","2014","vocational + Abi","","","","","1"
"1 Strongly disagree","2014","higher vocational","","","","","1"
"1 Strongly disagree","2014","higher education","","","","","1"
"1 Strongly disagree","2014","in school","","","","","1"
"1 Strongly disagree","2014","inadequately","","","","","1"
"1 Strongly disagree","2014","general elemantary","","","","","1"
"1 Strongly disagree","2014","middle vocational","","","","","1"
"2 on scale 1-7 ","2014","higher education","","","","","2"
"2 on scale 1-7 ","2014","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2014","higher vocational","","","","","2"
"2 on scale 1-7 ","2014","in school","","","","","2"
"2 on scale 1-7 ","2014","middle vocational","","","","","2"
"2 on scale 1-7 ","2014","inadequately","","","","","2"
"2 on scale 1-7 ","2014","general elemantary","","","","","2"
"3 on scale 1-7 ","2014","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2014","middle vocational","","","","","3"
"3 on scale 1-7 ","2014","higher vocational","","","","","3"
"3 on scale 1-7 ","2014","higher education","","","","","3"
"3 on scale 1-7 ","2014","inadequately","","","","","3"
"3 on scale 1-7 ","2014","general elemantary","","","","","3"
"3 on scale 1-7 ","2014","in school","","","","","3"
"4 on scale 1-7","2014","vocational + Abi","","","","","4"
"4 on scale 1-7","2014","inadequately","","","","","4"
"4 on scale 1-7","2014","middle vocational","","","","","4"
"4 on scale 1-7","2014","higher vocational","","","","","4"
"4 on scale 1-7","2014","higher education","","","","","4"
"4 on scale 1-7","2014","in school","","","","","4"
"4 on scale 1-7","2014","general elemantary","","","","","4"
"5 on scale 1-7","2014","vocational + Abi","","","","","5"
"5 on scale 1-7","2014","higher vocational","","","","","5"
