"plh0206i01","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2005","Not Employed","(Married) couple without C. ","823","0.226773883388928","0.212912968048758","0.240634798729098"
"6 on scale 1-7","2005","Not Employed","Single parent ","98","0.280575120695688","0.235985570329559","0.325164671061818"
"6 on scale 1-7","2005","Not Employed","Couple + C. LE 16 ","169","0.207312706698665","0.176617214694534","0.238008198702797"
"6 on scale 1-7","2005","Not Employed","Couple + C. GT 16 ","299","0.272546295866658","0.245978214633237","0.299114377100079"
"6 on scale 1-7","2005","Not Employed","Couple + C. LE and GT 16","116","0.206014954538493","0.171997351342537","0.24003255773445"
"6 on scale 1-7","2005","Employed","1-pers.-HH","379","0.228999900045874","0.207972756728961","0.250027043362786"
"6 on scale 1-7","2005","Employed","(Married) couple without C. ","914","0.237203965328015","0.223171760220512","0.251236170435517"
"6 on scale 1-7","2005","Employed","Single parent ","167","0.213946077576046","0.183781499809891","0.244110655342201"
"6 on scale 1-7","2005","Employed","Couple + C. LE 16 ","800","0.25702608387427","0.241504721954786","0.272547445793753"
"6 on scale 1-7","2005","Employed","Couple + C. GT 16 ","681","0.248173739342707","0.231457404412976","0.264890074272438"
"6 on scale 1-7","2005","Employed","Couple + C. LE and GT 16","300","0.239974703525881","0.215409026552921","0.264540380498841"
"7 Strongly agree","2005","Not Employed","1-pers.-HH","965","0.673977590745869","0.64971596104089","0.698239220450847"
"7 Strongly agree","2005","Not Employed","(Married) couple without C. ","2220","0.640156880529244","0.624269878701556","0.656043882356933"
"7 Strongly agree","2005","Not Employed","Single parent ","228","0.590198699978724","0.541389512543413","0.639007887414035"
"7 Strongly agree","2005","Not Employed","Couple + C. LE 16 ","425","0.687460367886082","0.652361987934529","0.722558747837635"
"7 Strongly agree","2005","Not Employed","Couple + C. GT 16 ","617","0.566816421701478","0.537250285519799","0.596382557883158"
"7 Strongly agree","2005","Not Employed","Couple + C. LE and GT 16","315","0.58109928832988","0.539601122952246","0.622597453707514"
"7 Strongly agree","2005","Employed","1-pers.-HH","990","0.651845612933699","0.62800630075957","0.675684925107828"
"7 Strongly agree","2005","Employed","(Married) couple without C. ","2270","0.665269730722894","0.649702652285732","0.680836809160057"
"7 Strongly agree","2005","Employed","Single parent ","467","0.671079645878831","0.636521429099372","0.705637862658291"
"7 Strongly agree","2005","Employed","Couple + C. LE 16 ","1915","0.622969089098423","0.605755312187924","0.640182866008922"
"7 Strongly agree","2005","Employed","Couple + C. GT 16 ","1592","0.625550986429999","0.606821230918851","0.644280741941148"
"7 Strongly agree","2005","Employed","Couple + C. LE and GT 16","721","0.638080573062451","0.610438176692888","0.665722969432014"
"1 Strongly disagree","2006","Not Employed","1-pers.-HH","","","",""
"1 Strongly disagree","2006","Not Employed","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","Not Employed","Single parent ","","","",""
"1 Strongly disagree","2006","Not Employed","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","Not Employed","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","Not Employed","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2006","Employed","1-pers.-HH","","","",""
"1 Strongly disagree","2006","Employed","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","Employed","Single parent ","","","",""
"1 Strongly disagree","2006","Employed","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","Employed","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","Employed","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","Not Employed","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","Not Employed","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","Not Employed","Single parent ","","","",""
"2 on scale 1-7 ","2006","Not Employed","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","Not Employed","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","Not Employed","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","Employed","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","Employed","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","Employed","Single parent ","","","",""
"2 on scale 1-7 ","2006","Employed","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","Employed","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","Employed","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","Not Employed","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","Not Employed","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","Not Employed","Single parent ","","","",""
"3 on scale 1-7 ","2006","Not Employed","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","Not Employed","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","Not Employed","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","Employed","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","Employed","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","Employed","Single parent ","","","",""
"3 on scale 1-7 ","2006","Employed","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","Employed","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","Employed","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","Not Employed","1-pers.-HH","","","",""
"4 on scale 1-7","2006","Not Employed","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","Not Employed","Single parent ","","","",""
"4 on scale 1-7","2006","Not Employed","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","Not Employed","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","Not Employed","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","Employed","1-pers.-HH","","","",""
"4 on scale 1-7","2006","Employed","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","Employed","Single parent ","","","",""
"4 on scale 1-7","2006","Employed","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","Employed","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","Employed","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","Not Employed","1-pers.-HH","","","",""
"5 on scale 1-7","2006","Not Employed","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","Not Employed","Single parent ","","","",""
"5 on scale 1-7","2006","Not Employed","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","Not Employed","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","Not Employed","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","Employed","1-pers.-HH","","","",""
"5 on scale 1-7","2006","Employed","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","Employed","Single parent ","","","",""
"5 on scale 1-7","2006","Employed","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","Employed","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","Employed","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","Not Employed","1-pers.-HH","","","",""
"6 on scale 1-7","2006","Not Employed","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","Not Employed","Single parent ","","","",""
"6 on scale 1-7","2006","Not Employed","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","Not Employed","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","Not Employed","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","Employed","1-pers.-HH","","","",""
"6 on scale 1-7","2006","Employed","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","Employed","Single parent ","","","",""
"6 on scale 1-7","2006","Employed","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","Employed","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","Employed","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","Not Employed","1-pers.-HH","","","",""
"7 Strongly agree","2006","Not Employed","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","Not Employed","Single parent ","","","",""
"7 Strongly agree","2006","Not Employed","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","Not Employed","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","Not Employed","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","Employed","1-pers.-HH","","","",""
"7 Strongly agree","2006","Employed","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","Employed","Single parent ","","","",""
"7 Strongly agree","2006","Employed","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","Employed","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","Employed","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","Not Employed","1-pers.-HH","","","",""
"1 Strongly disagree","2007","Not Employed","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","Not Employed","Single parent ","","","",""
"1 Strongly disagree","2007","Not Employed","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","Not Employed","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","Not Employed","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","Employed","1-pers.-HH","","","",""
"1 Strongly disagree","2007","Employed","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","Employed","Single parent ","","","",""
"1 Strongly disagree","2007","Employed","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","Employed","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","Employed","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","Not Employed","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","Not Employed","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","Not Employed","Single parent ","","","",""
"2 on scale 1-7 ","2007","Not Employed","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","Not Employed","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","Not Employed","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","Employed","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","Employed","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","Employed","Single parent ","","","",""
"2 on scale 1-7 ","2007","Employed","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","Employed","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","Employed","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","Not Employed","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","Not Employed","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","Not Employed","Single parent ","","","",""
"3 on scale 1-7 ","2007","Not Employed","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","Not Employed","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","Not Employed","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","Employed","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","Employed","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","Employed","Single parent ","","","",""
"3 on scale 1-7 ","2007","Employed","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","Employed","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","Employed","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2007","Not Employed","1-pers.-HH","","","",""
"4 on scale 1-7","2007","Not Employed","(Married) couple without C. ","","","",""
"4 on scale 1-7","2007","Not Employed","Single parent ","","","",""
"4 on scale 1-7","2007","Not Employed","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2007","Not Employed","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2007","Not Employed","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2007","Employed","1-pers.-HH","","","",""
"4 on scale 1-7","2007","Employed","(Married) couple without C. ","","","",""
"4 on scale 1-7","2007","Employed","Single parent ","","","",""
"4 on scale 1-7","2007","Employed","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2007","Employed","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2007","Employed","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2007","Not Employed","1-pers.-HH","","","",""
"5 on scale 1-7","2007","Not Employed","(Married) couple without C. ","","","",""
"5 on scale 1-7","2007","Not Employed","Single parent ","","","",""
"5 on scale 1-7","2007","Not Employed","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2007","Not Employed","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2007","Not Employed","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2007","Employed","1-pers.-HH","","","",""
"5 on scale 1-7","2007","Employed","(Married) couple without C. ","","","",""
"5 on scale 1-7","2007","Employed","Single parent ","","","",""
"5 on scale 1-7","2007","Employed","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2007","Employed","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2007","Employed","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2007","Not Employed","1-pers.-HH","","","",""
"6 on scale 1-7","2007","Not Employed","(Married) couple without C. ","","","",""
"6 on scale 1-7","2007","Not Employed","Single parent ","","","",""
"6 on scale 1-7","2007","Not Employed","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2007","Not Employed","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2007","Not Employed","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2007","Employed","1-pers.-HH","","","",""
"6 on scale 1-7","2007","Employed","(Married) couple without C. ","","","",""
"6 on scale 1-7","2007","Employed","Single parent ","","","",""
"6 on scale 1-7","2007","Employed","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2007","Employed","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2007","Employed","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2007","Not Employed","1-pers.-HH","","","",""
"7 Strongly agree","2007","Not Employed","(Married) couple without C. ","","","",""
"7 Strongly agree","2007","Not Employed","Single parent ","","","",""
"7 Strongly agree","2007","Not Employed","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2007","Not Employed","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2007","Not Employed","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2007","Employed","1-pers.-HH","","","",""
"7 Strongly agree","2007","Employed","(Married) couple without C. ","","","",""
"7 Strongly agree","2007","Employed","Single parent ","","","",""
"7 Strongly agree","2007","Employed","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2007","Employed","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2007","Employed","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2008","Not Employed","1-pers.-HH","","","",""
"1 Strongly disagree","2008","Not Employed","(Married) couple without C. ","","","",""
"1 Strongly disagree","2008","Not Employed","Single parent ","","","",""
"1 Strongly disagree","2008","Not Employed","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2008","Not Employed","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2008","Not Employed","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2008","Employed","1-pers.-HH","","","",""
"1 Strongly disagree","2008","Employed","(Married) couple without C. ","","","",""
"1 Strongly disagree","2008","Employed","Single parent ","","","",""
"1 Strongly disagree","2008","Employed","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2008","Employed","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2008","Employed","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2008","Not Employed","1-pers.-HH","","","",""
"2 on scale 1-7 ","2008","Not Employed","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2008","Not Employed","Single parent ","","","",""
"2 on scale 1-7 ","2008","Not Employed","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2008","Not Employed","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2008","Not Employed","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2008","Employed","1-pers.-HH","","","",""
"2 on scale 1-7 ","2008","Employed","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2008","Employed","Single parent ","","","",""
"2 on scale 1-7 ","2008","Employed","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2008","Employed","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2008","Employed","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2008","Not Employed","1-pers.-HH","","","",""
"3 on scale 1-7 ","2008","Not Employed","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2008","Not Employed","Single parent ","","","",""
"3 on scale 1-7 ","2008","Not Employed","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2008","Not Employed","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2008","Not Employed","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2008","Employed","1-pers.-HH","","","",""
"3 on scale 1-7 ","2008","Employed","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2008","Employed","Single parent ","","","",""
"3 on scale 1-7 ","2008","Employed","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2008","Employed","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2008","Employed","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2008","Not Employed","1-pers.-HH","","","",""
"4 on scale 1-7","2008","Not Employed","(Married) couple without C. ","","","",""
"4 on scale 1-7","2008","Not Employed","Single parent ","","","",""
"4 on scale 1-7","2008","Not Employed","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2008","Not Employed","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2008","Not Employed","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2008","Employed","1-pers.-HH","","","",""
"4 on scale 1-7","2008","Employed","(Married) couple without C. ","","","",""
"4 on scale 1-7","2008","Employed","Single parent ","","","",""
"4 on scale 1-7","2008","Employed","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2008","Employed","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2008","Employed","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2008","Not Employed","1-pers.-HH","","","",""
"5 on scale 1-7","2008","Not Employed","(Married) couple without C. ","","","",""
"5 on scale 1-7","2008","Not Employed","Single parent ","","","",""
"5 on scale 1-7","2008","Not Employed","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2008","Not Employed","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2008","Not Employed","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2008","Employed","1-pers.-HH","","","",""
"5 on scale 1-7","2008","Employed","(Married) couple without C. ","","","",""
"5 on scale 1-7","2008","Employed","Single parent ","","","",""
"5 on scale 1-7","2008","Employed","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2008","Employed","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2008","Employed","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2008","Not Employed","1-pers.-HH","","","",""
"6 on scale 1-7","2008","Not Employed","(Married) couple without C. ","","","",""
"6 on scale 1-7","2008","Not Employed","Single parent ","","","",""
"6 on scale 1-7","2008","Not Employed","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2008","Not Employed","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2008","Not Employed","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2008","Employed","1-pers.-HH","","","",""
"6 on scale 1-7","2008","Employed","(Married) couple without C. ","","","",""
"6 on scale 1-7","2008","Employed","Single parent ","","","",""
"6 on scale 1-7","2008","Employed","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2008","Employed","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2008","Employed","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2008","Not Employed","1-pers.-HH","","","",""
"7 Strongly agree","2008","Not Employed","(Married) couple without C. ","","","",""
"7 Strongly agree","2008","Not Employed","Single parent ","","","",""
"7 Strongly agree","2008","Not Employed","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2008","Not Employed","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2008","Not Employed","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2008","Employed","1-pers.-HH","","","",""
"7 Strongly agree","2008","Employed","(Married) couple without C. ","","","",""
"7 Strongly agree","2008","Employed","Single parent ","","","",""
"7 Strongly agree","2008","Employed","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2008","Employed","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2008","Employed","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2009","Not Employed","1-pers.-HH","","","",""
"1 Strongly disagree","2009","Not Employed","(Married) couple without C. ","","","",""
"1 Strongly disagree","2009","Not Employed","Single parent ","","","",""
"1 Strongly disagree","2009","Not Employed","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2009","Not Employed","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2009","Not Employed","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2009","Employed","1-pers.-HH","","","",""
"1 Strongly disagree","2009","Employed","(Married) couple without C. ","","","",""
"1 Strongly disagree","2009","Employed","Single parent ","","","",""
"1 Strongly disagree","2009","Employed","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2009","Employed","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2009","Employed","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2009","Not Employed","1-pers.-HH","","","",""
"2 on scale 1-7 ","2009","Not Employed","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2009","Not Employed","Single parent ","","","",""
"2 on scale 1-7 ","2009","Not Employed","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2009","Not Employed","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2009","Not Employed","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2009","Employed","1-pers.-HH","","","",""
"2 on scale 1-7 ","2009","Employed","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2009","Employed","Single parent ","","","",""
"2 on scale 1-7 ","2009","Employed","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2009","Employed","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2009","Employed","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2009","Not Employed","1-pers.-HH","","","",""
