"plh0206i01","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2007","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2007","35-65 y.","Employed","","","",""
"6 on scale 1-7","2007","66 and older","Not Employed","","","",""
"6 on scale 1-7","2007","66 and older","Employed","","","",""
"7 Strongly agree","2007","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2007","16-34 y.","Employed","","","",""
"7 Strongly agree","2007","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2007","35-65 y.","Employed","","","",""
"7 Strongly agree","2007","66 and older","Not Employed","","","",""
"7 Strongly agree","2007","66 and older","Employed","","","",""
"1 Strongly disagree","2008","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2008","16-34 y.","Employed","","","",""
"1 Strongly disagree","2008","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2008","35-65 y.","Employed","","","",""
"1 Strongly disagree","2008","66 and older","Not Employed","","","",""
"1 Strongly disagree","2008","66 and older","Employed","","","",""
"2 on scale 1-7 ","2008","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2008","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2008","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2008","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2008","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2008","66 and older","Employed","","","",""
"3 on scale 1-7 ","2008","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2008","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2008","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2008","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2008","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2008","66 and older","Employed","","","",""
"4 on scale 1-7","2008","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2008","16-34 y.","Employed","","","",""
"4 on scale 1-7","2008","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2008","35-65 y.","Employed","","","",""
"4 on scale 1-7","2008","66 and older","Not Employed","","","",""
"4 on scale 1-7","2008","66 and older","Employed","","","",""
"5 on scale 1-7","2008","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2008","16-34 y.","Employed","","","",""
"5 on scale 1-7","2008","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2008","35-65 y.","Employed","","","",""
"5 on scale 1-7","2008","66 and older","Not Employed","","","",""
"5 on scale 1-7","2008","66 and older","Employed","","","",""
"6 on scale 1-7","2008","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2008","16-34 y.","Employed","","","",""
"6 on scale 1-7","2008","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2008","35-65 y.","Employed","","","",""
"6 on scale 1-7","2008","66 and older","Not Employed","","","",""
"6 on scale 1-7","2008","66 and older","Employed","","","",""
"7 Strongly agree","2008","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2008","16-34 y.","Employed","","","",""
"7 Strongly agree","2008","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2008","35-65 y.","Employed","","","",""
"7 Strongly agree","2008","66 and older","Not Employed","","","",""
"7 Strongly agree","2008","66 and older","Employed","","","",""
"1 Strongly disagree","2009","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2009","16-34 y.","Employed","","","",""
"1 Strongly disagree","2009","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2009","35-65 y.","Employed","","","",""
"1 Strongly disagree","2009","66 and older","Not Employed","","","",""
"1 Strongly disagree","2009","66 and older","Employed","","","",""
"2 on scale 1-7 ","2009","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2009","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2009","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2009","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2009","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2009","66 and older","Employed","","","",""
"3 on scale 1-7 ","2009","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2009","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2009","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2009","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2009","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2009","66 and older","Employed","","","",""
"4 on scale 1-7","2009","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2009","16-34 y.","Employed","","","",""
"4 on scale 1-7","2009","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2009","35-65 y.","Employed","","","",""
"4 on scale 1-7","2009","66 and older","Not Employed","","","",""
"4 on scale 1-7","2009","66 and older","Employed","","","",""
"5 on scale 1-7","2009","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2009","16-34 y.","Employed","","","",""
"5 on scale 1-7","2009","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2009","35-65 y.","Employed","","","",""
"5 on scale 1-7","2009","66 and older","Not Employed","","","",""
"5 on scale 1-7","2009","66 and older","Employed","","","",""
"6 on scale 1-7","2009","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2009","16-34 y.","Employed","","","",""
"6 on scale 1-7","2009","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2009","35-65 y.","Employed","","","",""
"6 on scale 1-7","2009","66 and older","Not Employed","","","",""
"6 on scale 1-7","2009","66 and older","Employed","","","",""
"7 Strongly agree","2009","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2009","16-34 y.","Employed","","","",""
"7 Strongly agree","2009","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2009","35-65 y.","Employed","","","",""
"7 Strongly agree","2009","66 and older","Not Employed","","","",""
"7 Strongly agree","2009","66 and older","Employed","","","",""
"1 Strongly disagree","2010","16-34 y.","Not Employed","3","","",""
"1 Strongly disagree","2010","16-34 y.","Employed","8","","",""
"1 Strongly disagree","2010","35-65 y.","Not Employed","7","","",""
"1 Strongly disagree","2010","35-65 y.","Employed","16","","",""
"1 Strongly disagree","2010","66 and older","Not Employed","11","","",""
"1 Strongly disagree","2010","66 and older","Employed","","","",""
"2 on scale 1-7 ","2010","16-34 y.","Not Employed","5","","",""
"2 on scale 1-7 ","2010","16-34 y.","Employed","9","","",""
"2 on scale 1-7 ","2010","35-65 y.","Not Employed","5","","",""
"2 on scale 1-7 ","2010","35-65 y.","Employed","21","","",""
"2 on scale 1-7 ","2010","66 and older","Not Employed","13","","",""
"2 on scale 1-7 ","2010","66 and older","Employed","2","","",""
"3 on scale 1-7 ","2010","16-34 y.","Not Employed","4","","",""
"3 on scale 1-7 ","2010","16-34 y.","Employed","11","","",""
"3 on scale 1-7 ","2010","35-65 y.","Not Employed","10","","",""
"3 on scale 1-7 ","2010","35-65 y.","Employed","50","0.00829471580253445","0.00622434803986265","0.0103650835652063"
"3 on scale 1-7 ","2010","66 and older","Not Employed","25","","",""
"3 on scale 1-7 ","2010","66 and older","Employed","2","","",""
"4 on scale 1-7","2010","16-34 y.","Not Employed","32","0.0358641914208996","0.0237825199142934","0.0479458629275058"
"4 on scale 1-7","2010","16-34 y.","Employed","66","0.0267835904133397","0.0206642234358929","0.0329029573907864"
"4 on scale 1-7","2010","35-65 y.","Not Employed","56","0.0423073559202959","0.0327247361155105","0.0518899757250813"
"4 on scale 1-7","2010","35-65 y.","Employed","179","0.0256644270230963","0.0220546905835115","0.0292741634626812"
"4 on scale 1-7","2010","66 and older","Not Employed","122","0.0313044500291031","0.0257205022423038","0.0368883978159024"
"4 on scale 1-7","2010","66 and older","Employed","8","","",""
"5 on scale 1-7","2010","16-34 y.","Not Employed","91","0.104953836240274","0.0850402595334734","0.124867412947075"
"5 on scale 1-7","2010","16-34 y.","Employed","240","0.0909815293963807","0.0800814324651844","0.101881626327577"
"5 on scale 1-7","2010","35-65 y.","Not Employed","180","0.1086196127305","0.0938064122055052","0.123432813255495"
"5 on scale 1-7","2010","35-65 y.","Employed","622","0.0812898247486626","0.0750515746144532","0.0875280748828719"
"5 on scale 1-7","2010","66 and older","Not Employed","381","0.104785348345867","0.0949642846270088","0.114606412064725"
"5 on scale 1-7","2010","66 and older","Employed","20","","",""
"6 on scale 1-7","2010","16-34 y.","Not Employed","281","0.32200357864046","0.291645698300436","0.352361458980483"
"6 on scale 1-7","2010","16-34 y.","Employed","767","0.301469929726785","0.284076631535644","0.318863227917926"
"6 on scale 1-7","2010","35-65 y.","Not Employed","431","0.253086568502793","0.232388352106535","0.273784784899051"
"6 on scale 1-7","2010","35-65 y.","Employed","2052","0.260440673497076","0.250422320228774","0.270459026765377"
"6 on scale 1-7","2010","66 and older","Not Employed","964","0.244383113942486","0.23060368937337","0.258162538511602"
"6 on scale 1-7","2010","66 and older","Employed","71","0.251055908509526","0.202311902116761","0.299799914902291"
"7 Strongly agree","2010","16-34 y.","Not Employed","494","0.51724982302288","0.484783074952563","0.549716571093197"
"7 Strongly agree","2010","16-34 y.","Employed","1573","0.571338527887313","0.552581182695168","0.590095873079458"
"7 Strongly agree","2010","35-65 y.","Not Employed","1006","0.583669450986928","0.56020200316542","0.607136898808437"
"7 Strongly agree","2010","35-65 y.","Employed","4432","0.616999311461561","0.605902516927605","0.628096105995517"
"7 Strongly agree","2010","66 and older","Not Employed","2220","0.607884256590355","0.59222892592841","0.6235395872523"
"7 Strongly agree","2010","66 and older","Employed","201","0.648870456340284","0.595213753064705","0.702527159615862"
"1 Strongly disagree","2011","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2011","16-34 y.","Employed","","","",""
"1 Strongly disagree","2011","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2011","35-65 y.","Employed","","","",""
"1 Strongly disagree","2011","66 and older","Not Employed","","","",""
"1 Strongly disagree","2011","66 and older","Employed","","","",""
"2 on scale 1-7 ","2011","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2011","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2011","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2011","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2011","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2011","66 and older","Employed","","","",""
"3 on scale 1-7 ","2011","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2011","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2011","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2011","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2011","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2011","66 and older","Employed","","","",""
"4 on scale 1-7","2011","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2011","16-34 y.","Employed","","","",""
"4 on scale 1-7","2011","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2011","35-65 y.","Employed","","","",""
"4 on scale 1-7","2011","66 and older","Not Employed","","","",""
"4 on scale 1-7","2011","66 and older","Employed","","","",""
"5 on scale 1-7","2011","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2011","16-34 y.","Employed","","","",""
"5 on scale 1-7","2011","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2011","35-65 y.","Employed","","","",""
"5 on scale 1-7","2011","66 and older","Not Employed","","","",""
"5 on scale 1-7","2011","66 and older","Employed","","","",""
"6 on scale 1-7","2011","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2011","16-34 y.","Employed","","","",""
"6 on scale 1-7","2011","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2011","35-65 y.","Employed","","","",""
"6 on scale 1-7","2011","66 and older","Not Employed","","","",""
"6 on scale 1-7","2011","66 and older","Employed","","","",""
"7 Strongly agree","2011","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2011","16-34 y.","Employed","","","",""
"7 Strongly agree","2011","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2011","35-65 y.","Employed","","","",""
"7 Strongly agree","2011","66 and older","Not Employed","","","",""
"7 Strongly agree","2011","66 and older","Employed","","","",""
"1 Strongly disagree","2012","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2012","16-34 y.","Employed","","","",""
"1 Strongly disagree","2012","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2012","35-65 y.","Employed","","","",""
"1 Strongly disagree","2012","66 and older","Not Employed","","","",""
"1 Strongly disagree","2012","66 and older","Employed","","","",""
"2 on scale 1-7 ","2012","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2012","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2012","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2012","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2012","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2012","66 and older","Employed","","","",""
"3 on scale 1-7 ","2012","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2012","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2012","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2012","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2012","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2012","66 and older","Employed","","","",""
"4 on scale 1-7","2012","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2012","16-34 y.","Employed","","","",""
"4 on scale 1-7","2012","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2012","35-65 y.","Employed","","","",""
"4 on scale 1-7","2012","66 and older","Not Employed","","","",""
"4 on scale 1-7","2012","66 and older","Employed","","","",""
"5 on scale 1-7","2012","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2012","16-34 y.","Employed","","","",""
"5 on scale 1-7","2012","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2012","35-65 y.","Employed","","","",""
"5 on scale 1-7","2012","66 and older","Not Employed","","","",""
"5 on scale 1-7","2012","66 and older","Employed","","","",""
"6 on scale 1-7","2012","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2012","16-34 y.","Employed","","","",""
"6 on scale 1-7","2012","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2012","35-65 y.","Employed","","","",""
"6 on scale 1-7","2012","66 and older","Not Employed","","","",""
"6 on scale 1-7","2012","66 and older","Employed","","","",""
"7 Strongly agree","2012","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2012","16-34 y.","Employed","","","",""
"7 Strongly agree","2012","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2012","35-65 y.","Employed","","","",""
"7 Strongly agree","2012","66 and older","Not Employed","","","",""
"7 Strongly agree","2012","66 and older","Employed","","","",""
"1 Strongly disagree","2013","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2013","16-34 y.","Employed","","","",""
"1 Strongly disagree","2013","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2013","35-65 y.","Employed","","","",""
"1 Strongly disagree","2013","66 and older","Not Employed","","","",""
"1 Strongly disagree","2013","66 and older","Employed","","","",""
"2 on scale 1-7 ","2013","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2013","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2013","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2013","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2013","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2013","66 and older","Employed","","","",""
"3 on scale 1-7 ","2013","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2013","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2013","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2013","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2013","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2013","66 and older","Employed","","","",""
"4 on scale 1-7","2013","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2013","16-34 y.","Employed","","","",""
"4 on scale 1-7","2013","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2013","35-65 y.","Employed","","","",""
"4 on scale 1-7","2013","66 and older","Not Employed","","","",""
"4 on scale 1-7","2013","66 and older","Employed","","","",""
"5 on scale 1-7","2013","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2013","16-34 y.","Employed","","","",""
"5 on scale 1-7","2013","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2013","35-65 y.","Employed","","","",""
"5 on scale 1-7","2013","66 and older","Not Employed","","","",""
"5 on scale 1-7","2013","66 and older","Employed","","","",""
"6 on scale 1-7","2013","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2013","16-34 y.","Employed","","","",""
"6 on scale 1-7","2013","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2013","35-65 y.","Employed","","","",""
"6 on scale 1-7","2013","66 and older","Not Employed","","","",""
"6 on scale 1-7","2013","66 and older","Employed","","","",""
"7 Strongly agree","2013","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2013","16-34 y.","Employed","","","",""
"7 Strongly agree","2013","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2013","35-65 y.","Employed","","","",""
"7 Strongly agree","2013","66 and older","Not Employed","","","",""
"7 Strongly agree","2013","66 and older","Employed","","","",""
"1 Strongly disagree","2014","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2014","16-34 y.","Employed","","","",""
"1 Strongly disagree","2014","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2014","35-65 y.","Employed","","","",""
"1 Strongly disagree","2014","66 and older","Not Employed","","","",""
"1 Strongly disagree","2014","66 and older","Employed","","","",""
"2 on scale 1-7 ","2014","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2014","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2014","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2014","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2014","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2014","66 and older","Employed","","","",""
"3 on scale 1-7 ","2014","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2014","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2014","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2014","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2014","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2014","66 and older","Employed","","","",""
"4 on scale 1-7","2014","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2014","16-34 y.","Employed","","","",""
"4 on scale 1-7","2014","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2014","35-65 y.","Employed","","","",""
"4 on scale 1-7","2014","66 and older","Not Employed","","","",""
"4 on scale 1-7","2014","66 and older","Employed","","","",""
"5 on scale 1-7","2014","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2014","16-34 y.","Employed","","","",""
"5 on scale 1-7","2014","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2014","35-65 y.","Employed","","","",""
"5 on scale 1-7","2014","66 and older","Not Employed","","","",""
"5 on scale 1-7","2014","66 and older","Employed","","","",""
"6 on scale 1-7","2014","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2014","16-34 y.","Employed","","","",""
"6 on scale 1-7","2014","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2014","35-65 y.","Employed","","","",""
"6 on scale 1-7","2014","66 and older","Not Employed","","","",""
"6 on scale 1-7","2014","66 and older","Employed","","","",""
"7 Strongly agree","2014","16-34 y.","Not Employed","","","",""
