"ple0014","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2011","lower secondary degree","Couple + C. LE and GT 16","12","","",""
"Yes","2011","secondary school degree","1-pers.-HH","92","1","1","1"
"Yes","2011","secondary school degree","(Married) couple without C. ","246","1","1","1"
"Yes","2011","secondary school degree","Single parent ","13","","",""
"Yes","2011","secondary school degree","Couple + C. LE 16 ","25","","",""
"Yes","2011","secondary school degree","Couple + C. GT 16 ","41","1","1","1"
"Yes","2011","secondary school degree","Couple + C. LE and GT 16","11","","",""
"Yes","2011","college entrance qualification","1-pers.-HH","65","1","1","1"
"Yes","2011","college entrance qualification","(Married) couple without C. ","214","1","1","1"
"Yes","2011","college entrance qualification","Single parent ","4","","",""
"Yes","2011","college entrance qualification","Couple + C. LE 16 ","17","","",""
"Yes","2011","college entrance qualification","Couple + C. GT 16 ","29","","",""
"Yes","2011","college entrance qualification","Couple + C. LE and GT 16","9","","",""
"Yes","2011","Other degree","1-pers.-HH","23","","",""
"Yes","2011","Other degree","(Married) couple without C. ","65","1","1","1"
"Yes","2011","Other degree","Single parent ","4","","",""
"Yes","2011","Other degree","Couple + C. LE 16 ","3","","",""
"Yes","2011","Other degree","Couple + C. GT 16 ","13","","",""
"Yes","2011","Other degree","Couple + C. LE and GT 16","5","","",""
"Yes","2011","no degree/no degree yet","1-pers.-HH","12","","",""
"Yes","2011","no degree/no degree yet","(Married) couple without C. ","14","","",""
"Yes","2011","no degree/no degree yet","Single parent ","4","","",""
"Yes","2011","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2011","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2011","no degree/no degree yet","Couple + C. LE and GT 16","2","","",""
"Yes","2012","lower secondary degree","1-pers.-HH","","","",""
"Yes","2012","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2012","lower secondary degree","Single parent ","","","",""
"Yes","2012","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2012","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2012","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2012","secondary school degree","1-pers.-HH","","","",""
"Yes","2012","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2012","secondary school degree","Single parent ","","","",""
"Yes","2012","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2012","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2012","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2012","college entrance qualification","1-pers.-HH","","","",""
"Yes","2012","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2012","college entrance qualification","Single parent ","","","",""
"Yes","2012","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2012","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2012","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2012","Other degree","1-pers.-HH","","","",""
"Yes","2012","Other degree","(Married) couple without C. ","","","",""
"Yes","2012","Other degree","Single parent ","","","",""
"Yes","2012","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2012","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2012","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2012","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2012","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2012","no degree/no degree yet","Single parent ","","","",""
"Yes","2012","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2012","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2012","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2013","lower secondary degree","1-pers.-HH","274","1","1","1"
"Yes","2013","lower secondary degree","(Married) couple without C. ","562","1","1","1"
"Yes","2013","lower secondary degree","Single parent ","31","1","1","1"
"Yes","2013","lower secondary degree","Couple + C. LE 16 ","14","","",""
"Yes","2013","lower secondary degree","Couple + C. GT 16 ","61","1","1","1"
"Yes","2013","lower secondary degree","Couple + C. LE and GT 16","5","","",""
"Yes","2013","secondary school degree","1-pers.-HH","114","1","1","1"
"Yes","2013","secondary school degree","(Married) couple without C. ","262","1","1","1"
"Yes","2013","secondary school degree","Single parent ","16","","",""
"Yes","2013","secondary school degree","Couple + C. LE 16 ","22","","",""
"Yes","2013","secondary school degree","Couple + C. GT 16 ","38","1","1","1"
"Yes","2013","secondary school degree","Couple + C. LE and GT 16","8","","",""
"Yes","2013","college entrance qualification","1-pers.-HH","82","1","1","1"
"Yes","2013","college entrance qualification","(Married) couple without C. ","216","1","1","1"
"Yes","2013","college entrance qualification","Single parent ","6","","",""
"Yes","2013","college entrance qualification","Couple + C. LE 16 ","16","","",""
"Yes","2013","college entrance qualification","Couple + C. GT 16 ","33","1","1","1"
"Yes","2013","college entrance qualification","Couple + C. LE and GT 16","6","","",""
"Yes","2013","Other degree","1-pers.-HH","35","1","1","1"
"Yes","2013","Other degree","(Married) couple without C. ","62","1","1","1"
"Yes","2013","Other degree","Single parent ","3","","",""
"Yes","2013","Other degree","Couple + C. LE 16 ","4","","",""
"Yes","2013","Other degree","Couple + C. GT 16 ","16","","",""
"Yes","2013","Other degree","Couple + C. LE and GT 16","2","","",""
"Yes","2013","no degree/no degree yet","1-pers.-HH","13","","",""
"Yes","2013","no degree/no degree yet","(Married) couple without C. ","12","","",""
"Yes","2013","no degree/no degree yet","Single parent ","2","","",""
"Yes","2013","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2013","no degree/no degree yet","Couple + C. GT 16 ","2","","",""
"Yes","2013","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2014","lower secondary degree","1-pers.-HH","","","",""
"Yes","2014","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2014","lower secondary degree","Single parent ","","","",""
"Yes","2014","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2014","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2014","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2014","secondary school degree","1-pers.-HH","","","",""
"Yes","2014","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2014","secondary school degree","Single parent ","","","",""
"Yes","2014","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2014","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2014","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2014","college entrance qualification","1-pers.-HH","","","",""
"Yes","2014","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2014","college entrance qualification","Single parent ","","","",""
"Yes","2014","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2014","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2014","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2014","Other degree","1-pers.-HH","","","",""
"Yes","2014","Other degree","(Married) couple without C. ","","","",""
"Yes","2014","Other degree","Single parent ","","","",""
"Yes","2014","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2014","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2014","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2014","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2014","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2014","no degree/no degree yet","Single parent ","","","",""
"Yes","2014","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2014","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2014","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2015","lower secondary degree","1-pers.-HH","269","1","1","1"
"Yes","2015","lower secondary degree","(Married) couple without C. ","500","1","1","1"
"Yes","2015","lower secondary degree","Single parent ","32","1","1","1"
"Yes","2015","lower secondary degree","Couple + C. LE 16 ","35","1","1","1"
"Yes","2015","lower secondary degree","Couple + C. GT 16 ","58","1","1","1"
"Yes","2015","lower secondary degree","Couple + C. LE and GT 16","13","","",""
"Yes","2015","secondary school degree","1-pers.-HH","120","1","1","1"
"Yes","2015","secondary school degree","(Married) couple without C. ","247","1","1","1"
"Yes","2015","secondary school degree","Single parent ","39","1","1","1"
"Yes","2015","secondary school degree","Couple + C. LE 16 ","31","1","1","1"
"Yes","2015","secondary school degree","Couple + C. GT 16 ","40","1","1","1"
"Yes","2015","secondary school degree","Couple + C. LE and GT 16","21","","",""
"Yes","2015","college entrance qualification","1-pers.-HH","82","1","1","1"
"Yes","2015","college entrance qualification","(Married) couple without C. ","213","1","1","1"
"Yes","2015","college entrance qualification","Single parent ","15","","",""
"Yes","2015","college entrance qualification","Couple + C. LE 16 ","31","1","1","1"
"Yes","2015","college entrance qualification","Couple + C. GT 16 ","31","1","1","1"
"Yes","2015","college entrance qualification","Couple + C. LE and GT 16","19","","",""
"Yes","2015","Other degree","1-pers.-HH","41","1","1","1"
"Yes","2015","Other degree","(Married) couple without C. ","88","1","1","1"
"Yes","2015","Other degree","Single parent ","7","","",""
"Yes","2015","Other degree","Couple + C. LE 16 ","12","","",""
"Yes","2015","Other degree","Couple + C. GT 16 ","19","","",""
"Yes","2015","Other degree","Couple + C. LE and GT 16","6","","",""
"Yes","2015","no degree/no degree yet","1-pers.-HH","11","","",""
"Yes","2015","no degree/no degree yet","(Married) couple without C. ","11","","",""
"Yes","2015","no degree/no degree yet","Single parent ","12","","",""
"Yes","2015","no degree/no degree yet","Couple + C. LE 16 ","4","","",""
"Yes","2015","no degree/no degree yet","Couple + C. GT 16 ","7","","",""
"Yes","2015","no degree/no degree yet","Couple + C. LE and GT 16","3","","",""
"Yes","2016","lower secondary degree","1-pers.-HH","","","",""
"Yes","2016","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2016","lower secondary degree","Single parent ","","","",""
"Yes","2016","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2016","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2016","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2016","secondary school degree","1-pers.-HH","","","",""
"Yes","2016","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2016","secondary school degree","Single parent ","","","",""
"Yes","2016","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2016","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2016","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2016","college entrance qualification","1-pers.-HH","","","",""
"Yes","2016","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2016","college entrance qualification","Single parent ","","","",""
"Yes","2016","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2016","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2016","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2016","Other degree","1-pers.-HH","","","",""
"Yes","2016","Other degree","(Married) couple without C. ","","","",""
"Yes","2016","Other degree","Single parent ","","","",""
"Yes","2016","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2016","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2016","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2016","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2016","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2016","no degree/no degree yet","Single parent ","","","",""
"Yes","2016","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2016","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2016","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2017","lower secondary degree","1-pers.-HH","236","1","1","1"
"Yes","2017","lower secondary degree","(Married) couple without C. ","468","1","1","1"
"Yes","2017","lower secondary degree","Single parent ","38","1","1","1"
"Yes","2017","lower secondary degree","Couple + C. LE 16 ","30","1","1","1"
"Yes","2017","lower secondary degree","Couple + C. GT 16 ","58","1","1","1"
"Yes","2017","lower secondary degree","Couple + C. LE and GT 16","13","","",""
"Yes","2017","secondary school degree","1-pers.-HH","124","1","1","1"
"Yes","2017","secondary school degree","(Married) couple without C. ","298","1","1","1"
"Yes","2017","secondary school degree","Single parent ","39","1","1","1"
"Yes","2017","secondary school degree","Couple + C. LE 16 ","34","1","1","1"
"Yes","2017","secondary school degree","Couple + C. GT 16 ","43","1","1","1"
"Yes","2017","secondary school degree","Couple + C. LE and GT 16","22","","",""
"Yes","2017","college entrance qualification","1-pers.-HH","100","1","1","1"
"Yes","2017","college entrance qualification","(Married) couple without C. ","226","1","1","1"
"Yes","2017","college entrance qualification","Single parent ","16","","",""
"Yes","2017","college entrance qualification","Couple + C. LE 16 ","37","1","1","1"
"Yes","2017","college entrance qualification","Couple + C. GT 16 ","39","1","1","1"
"Yes","2017","college entrance qualification","Couple + C. LE and GT 16","18","","",""
"Yes","2017","Other degree","1-pers.-HH","40","1","1","1"
"Yes","2017","Other degree","(Married) couple without C. ","98","1","1","1"
"Yes","2017","Other degree","Single parent ","9","","",""
"Yes","2017","Other degree","Couple + C. LE 16 ","17","","",""
"Yes","2017","Other degree","Couple + C. GT 16 ","18","","",""
"Yes","2017","Other degree","Couple + C. LE and GT 16","13","","",""
"Yes","2017","no degree/no degree yet","1-pers.-HH","10","","",""
"Yes","2017","no degree/no degree yet","(Married) couple without C. ","17","","",""
"Yes","2017","no degree/no degree yet","Single parent ","7","","",""
"Yes","2017","no degree/no degree yet","Couple + C. LE 16 ","6","","",""
"Yes","2017","no degree/no degree yet","Couple + C. GT 16 ","8","","",""
"Yes","2017","no degree/no degree yet","Couple + C. LE and GT 16","2","","",""
"Yes","2018","lower secondary degree","1-pers.-HH","","","",""
"Yes","2018","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2018","lower secondary degree","Single parent ","","","",""
"Yes","2018","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2018","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2018","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2018","secondary school degree","1-pers.-HH","","","",""
"Yes","2018","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2018","secondary school degree","Single parent ","","","",""
"Yes","2018","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2018","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2018","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2018","college entrance qualification","1-pers.-HH","","","",""
"Yes","2018","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2018","college entrance qualification","Single parent ","","","",""
"Yes","2018","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2018","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2018","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2018","Other degree","1-pers.-HH","","","",""
"Yes","2018","Other degree","(Married) couple without C. ","","","",""
"Yes","2018","Other degree","Single parent ","","","",""
"Yes","2018","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2018","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2018","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2018","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2018","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2018","no degree/no degree yet","Single parent ","","","",""
"Yes","2018","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2018","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2018","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2019","lower secondary degree","1-pers.-HH","254","1","1","1"
"Yes","2019","lower secondary degree","(Married) couple without C. ","479","1","1","1"
"Yes","2019","lower secondary degree","Single parent ","30","1","1","1"
"Yes","2019","lower secondary degree","Couple + C. LE 16 ","27","","",""
"Yes","2019","lower secondary degree","Couple + C. GT 16 ","60","1","1","1"
"Yes","2019","lower secondary degree","Couple + C. LE and GT 16","12","","",""
"Yes","2019","secondary school degree","1-pers.-HH","150","1","1","1"
"Yes","2019","secondary school degree","(Married) couple without C. ","327","1","1","1"
"Yes","2019","secondary school degree","Single parent ","33","1","1","1"
"Yes","2019","secondary school degree","Couple + C. LE 16 ","47","1","1","1"
"Yes","2019","secondary school degree","Couple + C. GT 16 ","47","1","1","1"
"Yes","2019","secondary school degree","Couple + C. LE and GT 16","18","","",""
"Yes","2019","college entrance qualification","1-pers.-HH","118","1","1","1"
"Yes","2019","college entrance qualification","(Married) couple without C. ","280","1","1","1"
"Yes","2019","college entrance qualification","Single parent ","17","","",""
"Yes","2019","college entrance qualification","Couple + C. LE 16 ","53","1","1","1"
"Yes","2019","college entrance qualification","Couple + C. GT 16 ","53","1","1","1"
"Yes","2019","college entrance qualification","Couple + C. LE and GT 16","18","","",""
"Yes","2019","Other degree","1-pers.-HH","38","1","1","1"
"Yes","2019","Other degree","(Married) couple without C. ","88","1","1","1"
"Yes","2019","Other degree","Single parent ","7","","",""
"Yes","2019","Other degree","Couple + C. LE 16 ","8","","",""
"Yes","2019","Other degree","Couple + C. GT 16 ","8","","",""
"Yes","2019","Other degree","Couple + C. LE and GT 16","12","","",""
"Yes","2019","no degree/no degree yet","1-pers.-HH","9","","",""
"Yes","2019","no degree/no degree yet","(Married) couple without C. ","20","","",""
"Yes","2019","no degree/no degree yet","Single parent ","9","","",""
"Yes","2019","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"Yes","2019","no degree/no degree yet","Couple + C. GT 16 ","5","","",""
"Yes","2019","no degree/no degree yet","Couple + C. LE and GT 16","2","","",""
