"ple0014","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2011","vocational + Abi","52","0.0509686893735572","0.0385713941290488","0.0633659846180655","1"
"Yes","2011","higher vocational","164","0.109717369335256","0.0936528575678874","0.125781881102625","1"
"No","2012","vocational + Abi","","","","","2"
"No","2012","higher education","","","","","2"
"No","2012","higher vocational","","","","","2"
"No","2012","general elemantary","","","","","2"
"No","2012","middle vocational","","","","","2"
"No","2012","in school","","","","","2"
"No","2012","inadequately","","","","","2"
"Yes","2012","higher vocational","","","","","1"
"Yes","2012","higher education","","","","","1"
"Yes","2012","inadequately","","","","","1"
"Yes","2012","in school","","","","","1"
"Yes","2012","general elemantary","","","","","1"
"Yes","2012","middle vocational","","","","","1"
"Yes","2012","vocational + Abi","","","","","1"
"No","2013","vocational + Abi","1044","0.941829807301161","0.928016527735723","0.955643086866599","2"
"No","2013","higher education","4072","0.902579325700925","0.893894236110724","0.911264415291125","2"
"No","2013","higher vocational","1183","0.882288567039262","0.864988504806669","0.899588629271855","2"
"No","2013","general elemantary","1605","0.840378394076014","0.823760516760882","0.856996271391145","2"
"No","2013","middle vocational","8394","0.880991499807762","0.874466202132629","0.887516797482895","2"
"No","2013","in school","259","0.995003959946092","0.986433842425453","1.00357407746673","2"
"No","2013","inadequately","173","0.837324557877829","0.785523491812262","0.889125623943396","2"
"Yes","2013","higher vocational","150","0.117711432960738","0.100411370728145","0.135011495193331","1"
"Yes","2013","higher education","406","0.0974206742990754","0.0887355847088754","0.106105763889275","1"
"Yes","2013","middle vocational","1065","0.119008500192238","0.112483202517105","0.125533797867371","1"
"Yes","2013","in school","1","","","","1"
"Yes","2013","inadequately","22","","","","1"
"Yes","2013","general elemantary","261","0.159621605923986","0.143003728608855","0.176239483239118","1"
"Yes","2013","vocational + Abi","59","0.0581701926988393","0.0443569131334011","0.0719834722642776","1"
"No","2014","general elemantary","","","","","2"
"No","2014","higher education","","","","","2"
"No","2014","middle vocational","","","","","2"
"No","2014","vocational + Abi","","","","","2"
"No","2014","higher vocational","","","","","2"
"No","2014","in school","","","","","2"
"No","2014","inadequately","","","","","2"
"Yes","2014","higher vocational","","","","","1"
"Yes","2014","higher education","","","","","1"
"Yes","2014","inadequately","","","","","1"
"Yes","2014","general elemantary","","","","","1"
"Yes","2014","middle vocational","","","","","1"
"Yes","2014","in school","","","","","1"
"Yes","2014","vocational + Abi","","","","","1"
"No","2015","general elemantary","2424","0.875480021499532","0.862998253750828","0.887961789248236","2"
"No","2015","vocational + Abi","1882","0.953330665601472","0.943994965775538","0.962666365427406","2"
"No","2015","higher vocational","1362","0.876423417433591","0.859943926744695","0.892902908122487","2"
"No","2015","higher education","5463","0.912637143026161","0.905427855371218","0.919846430681103","2"
"No","2015","middle vocational","10610","0.886393748195185","0.88064642581453","0.89214107057584","2"
"No","2015","in school","349","0.998794971365523","0.995170759179282","1.00241918355176","2"
"No","2015","inadequately","372","0.858331118861181","0.824659488585238","0.892002749137124","2"
"Yes","2015","higher vocational","170","0.123576582566409","0.107097091877513","0.140056073255305","1"
"Yes","2015","higher education","430","0.0873628569738393","0.080153569318897","0.0945721446287816","1"
"Yes","2015","middle vocational","1101","0.113606251804815","0.10785892942416","0.11935357418547","1"
"Yes","2015","vocational + Abi","79","0.0466693343985278","0.0373336345725939","0.0560050342244616","1"
"Yes","2015","inadequately","40","0.141668881138819","0.107997250862876","0.175340511414762","1"
"Yes","2015","in school","3","","","","1"
"Yes","2015","general elemantary","264","0.124519978500468","0.112038210751764","0.137001746249171","1"
"No","2016","general elemantary","","","","","2"
"No","2016","middle vocational","","","","","2"
"No","2016","vocational + Abi","","","","","2"
"No","2016","higher education","","","","","2"
"No","2016","higher vocational","","","","","2"
"No","2016","in school","","","","","2"
"No","2016","inadequately","","","","","2"
"Yes","2016","higher vocational","","","","","1"
"Yes","2016","higher education","","","","","1"
"Yes","2016","middle vocational","","","","","1"
"Yes","2016","vocational + Abi","","","","","1"
"Yes","2016","inadequately","","","","","1"
"Yes","2016","in school","","","","","1"
"Yes","2016","general elemantary","","","","","1"
"No","2017","inadequately","417","0.892682048371688","0.864304519186761","0.921059577556615","2"
"No","2017","general elemantary","2514","0.888060144988874","0.876310207310475","0.899810082667272","2"
"No","2017","in school","410","0.996021604064846","0.98994322383696","1.00209998429273","2"
"No","2017","higher vocational","1379","0.889796362212857","0.874186947307885","0.90540577711783","2"
"No","2017","higher education","6084","0.918248985872486","0.9116158075069","0.924882164238072","2"
"No","2017","middle vocational","11025","0.890295358353894","0.884735394461521","0.895855322246268","2"
"No","2017","vocational + Abi","2115","0.92740240795687","0.916623351946411","0.938181463967329","2"
"Yes","2017","higher education","470","0.0817510141275143","0.0751178357619285","0.0883841924931002","1"
"Yes","2017","higher vocational","167","0.110203637787143","0.0945942228821701","0.125813052692115","1"
"Yes","2017","middle vocational","1112","0.109704641646106","0.104144677753732","0.115264605538479","1"
"Yes","2017","vocational + Abi","111","0.0725975920431298","0.0618185360326706","0.083376648053589","1"
"Yes","2017","inadequately","40","0.107317951628312","0.0789404224433845","0.135695480813239","1"
"Yes","2017","general elemantary","252","0.111939855011126","0.100189917332728","0.123689792689525","1"
"Yes","2017","in school","2","","","","1"
"No","2018","in school","","","","","2"
"No","2018","inadequately","","","","","2"
"No","2018","general elemantary","","","","","2"
"No","2018","middle vocational","","","","","2"
"No","2018","vocational + Abi","","","","","2"
"No","2018","higher vocational","","","","","2"
"No","2018","higher education","","","","","2"
"Yes","2018","higher vocational","","","","","1"
"Yes","2018","higher education","","","","","1"
"Yes","2018","middle vocational","","","","","1"
"Yes","2018","vocational + Abi","","","","","1"
"Yes","2018","inadequately","","","","","1"
"Yes","2018","general elemantary","","","","","1"
"Yes","2018","in school","","","","","1"
"No","2019","in school","330","0.996099984221062","0.989385405917643","1.00281456252448","2"
"No","2019","inadequately","351","0.898580153105248","0.868657534389862","0.928502771820633","2"
"No","2019","general elemantary","2184","0.873659337101236","0.860428002306168","0.886890671896305","2"
"No","2019","middle vocational","9965","0.879714995054704","0.87367328022743","0.885756709881977","2"
"No","2019","vocational + Abi","2053","0.950325023514493","0.941189716541686","0.9594603304873","2"
"No","2019","higher vocational","1480","0.880373240239022","0.864817970700957","0.895928509777087","2"
"No","2019","higher education","6480","0.919287193470899","0.912916545812439","0.925657841129359","2"
"Yes","2019","higher education","543","0.080712806529101","0.0743421588706406","0.0870834541875614","1"
"Yes","2019","higher vocational","192","0.119626759760978","0.104071490222913","0.135182029299043","1"
"Yes","2019","vocational + Abi","120","0.049674976485507","0.0405396695127","0.0588102834583139","1"
"Yes","2019","middle vocational","1171","0.120285004945296","0.114243290118023","0.12632671977257","1"
"Yes","2019","general elemantary","238","0.126340662898764","0.113109328103695","0.139571997693832","1"
"Yes","2019","inadequately","40","0.101419846894752","0.0714972281793665","0.131342465610138","1"
"Yes","2019","in school","1","","","","1"
