"ple0014","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","2014","(Married) couple without C. ","","","",""
"No","2014","Single parent ","","","",""
"No","2014","Couple + C. LE 16 ","","","",""
"No","2014","Couple + C. GT 16 ","","","",""
"No","2014","Couple + C. LE and GT 16","","","",""
"Yes","2015","1-pers.-HH","530","0.154145326699965","0.142220104688674","0.166070548711256"
"Yes","2015","(Married) couple without C. ","1069","0.137231437141045","0.129445094288468","0.145017779993622"
"Yes","2015","Single parent ","110","0.0551363195103445","0.0458685847803677","0.0644040542403214"
"Yes","2015","Couple + C. LE 16 ","117","0.0182549196229358","0.0148910216304349","0.0216188176154368"
"Yes","2015","Couple + C. GT 16 ","161","0.047987227606043","0.0402134161624638","0.0557610390496222"
"Yes","2015","Couple + C. LE and GT 16","62","0.0285209227294182","0.021497951606669","0.0355438938521675"
"No","2015","1-pers.-HH","2992","0.845854673300035","0.833929451288744","0.857779895311326"
"No","2015","(Married) couple without C. ","6433","0.862768562858955","0.854982220006378","0.870554905711532"
"No","2015","Single parent ","2220","0.944863680489655","0.935595945759679","0.954131415219632"
"No","2015","Couple + C. LE 16 ","5967","0.981745080377064","0.978381182384563","0.985108978369565"
"No","2015","Couple + C. GT 16 ","2743","0.952012772393957","0.944238960950378","0.959786583837536"
"No","2015","Couple + C. LE and GT 16","2096","0.971479077270582","0.964456106147833","0.978502048393331"
"Yes","2016","1-pers.-HH","","","",""
"Yes","2016","(Married) couple without C. ","","","",""
"Yes","2016","Single parent ","","","",""
"Yes","2016","Couple + C. LE 16 ","","","",""
"Yes","2016","Couple + C. GT 16 ","","","",""
"Yes","2016","Couple + C. LE and GT 16","","","",""
"No","2016","1-pers.-HH","","","",""
"No","2016","(Married) couple without C. ","","","",""
"No","2016","Single parent ","","","",""
"No","2016","Couple + C. LE 16 ","","","",""
"No","2016","Couple + C. GT 16 ","","","",""
"No","2016","Couple + C. LE and GT 16","","","",""
"Yes","2017","1-pers.-HH","516","0.140296366515753","0.12946864154485","0.151124091486656"
"Yes","2017","(Married) couple without C. ","1117","0.132964386215015","0.125641255492492","0.140287516937537"
"Yes","2017","Single parent ","111","0.0587629541642742","0.0490323908876786","0.0684935174408699"
"Yes","2017","Couple + C. LE 16 ","130","0.0242456657253101","0.0203397614804762","0.0281515699701439"
"Yes","2017","Couple + C. GT 16 ","170","0.0465758697361121","0.0393531997619177","0.0537985397103064"
"Yes","2017","Couple + C. LE and GT 16","70","0.0307416975850145","0.023604458540028","0.0378789366300011"
"No","2017","1-pers.-HH","3436","0.859703633484247","0.848875908513344","0.87053135845515"
"No","2017","(Married) couple without C. ","7141","0.867035613784985","0.859712483062463","0.874358744507508"
"No","2017","Single parent ","2133","0.941237045835726","0.93150648255913","0.950967609112321"
"No","2017","Couple + C. LE 16 ","5827","0.97575433427469","0.971848430029856","0.979660238519524"
"No","2017","Couple + C. GT 16 ","3100","0.953424130263888","0.946201460289694","0.960646800238082"
"No","2017","Couple + C. LE and GT 16","2177","0.969258302414985","0.962121063369999","0.976395541459972"
"Yes","2018","1-pers.-HH","","","",""
"Yes","2018","(Married) couple without C. ","","","",""
"Yes","2018","Single parent ","","","",""
"Yes","2018","Couple + C. LE 16 ","","","",""
"Yes","2018","Couple + C. GT 16 ","","","",""
"Yes","2018","Couple + C. LE and GT 16","","","",""
"No","2018","1-pers.-HH","","","",""
"No","2018","(Married) couple without C. ","","","",""
"No","2018","Single parent ","","","",""
"No","2018","Couple + C. LE 16 ","","","",""
"No","2018","Couple + C. GT 16 ","","","",""
"No","2018","Couple + C. LE and GT 16","","","",""
"Yes","2019","1-pers.-HH","582","0.147644335842326","0.136992826688016","0.158295844996636"
"Yes","2019","(Married) couple without C. ","1212","0.139770407156302","0.13242225276672","0.147118561545883"
"Yes","2019","Single parent ","100","0.0486464472338192","0.0393767749196788","0.0579161195479597"
"Yes","2019","Couple + C. LE 16 ","143","0.0217442221431989","0.0177816462235744","0.0257067980628234"
"Yes","2019","Couple + C. GT 16 ","179","0.0549981403718944","0.046810173470062","0.0631861072737269"
"Yes","2019","Couple + C. LE and GT 16","63","0.031347131329872","0.0240473778060087","0.0386468848537353"
"No","2019","1-pers.-HH","3679","0.852355664157674","0.841704155003364","0.863007173311984"
"No","2019","(Married) couple without C. ","7342","0.860229592843698","0.852881438454117","0.86757774723328"
"No","2019","Single parent ","1969","0.951353552766181","0.94208388045204","0.960623225080321"
"No","2019","Couple + C. LE 16 ","5061","0.978255777856801","0.974293201937177","0.982218353776426"
"No","2019","Couple + C. GT 16 ","2799","0.945001859628106","0.936813892726273","0.953189826529938"
"No","2019","Couple + C. LE and GT 16","2126","0.968652868670128","0.961353115146265","0.975952622193991"
