"ple0014","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"Yes","2014","Employed","Full Time","","","","","1"
"Yes","2014","Employed","Part Time","","","","","1"
"Yes","2014","Employed","Not Working","","","","","1"
"No","2015","Not Employed","Full Time","","","","","2"
"No","2015","Not Employed","Part Time","","","","","2"
"No","2015","Not Employed","Not Working","6995","0.793950358066549","0.785355425352173","0.802545290780924","2"
"No","2015","Employed","Full Time","9225","0.964700546279106","0.960994433319838","0.968406659238373","2"
"No","2015","Employed","Part Time","6843","0.948716337832318","0.943599671400586","0.95383300426405","2"
"No","2015","Employed","Not Working","","","","","2"
"Yes","2015","Not Employed","Full Time","","","","","1"
"Yes","2015","Not Employed","Part Time","","","","","1"
"Yes","2015","Not Employed","Not Working","1512","0.206049641933451","0.197454709219076","0.214644574647827","1"
"Yes","2015","Employed","Full Time","299","0.0352994537208943","0.0315933407616266","0.0390055666801621","1"
"Yes","2015","Employed","Part Time","296","0.0512836621676824","0.0461669957359504","0.0564003285994143","1"
"Yes","2015","Employed","Not Working","","","","","1"
"No","2016","Not Employed","Full Time","","","","","2"
"No","2016","Not Employed","Part Time","","","","","2"
"No","2016","Not Employed","Not Working","","","","","2"
"No","2016","Employed","Full Time","","","","","2"
"No","2016","Employed","Part Time","","","","","2"
"No","2016","Employed","Not Working","","","","","2"
"Yes","2016","Not Employed","Not Working","","","","","1"
"Yes","2016","Employed","Full Time","","","","","1"
"Yes","2016","Not Employed","Full Time","","","","","1"
"Yes","2016","Not Employed","Part Time","","","","","1"
"Yes","2016","Employed","Part Time","","","","","1"
"Yes","2016","Employed","Not Working","","","","","1"
"No","2017","Not Employed","Full Time","","","","","2"
"No","2017","Not Employed","Part Time","","","","","2"
"No","2017","Not Employed","Not Working","7181","0.805053709607302","0.796697448837052","0.813409970377552","2"
"No","2017","Employed","Full Time","10020","0.960327760817948","0.956578059414685","0.964077462221211","2"
"No","2017","Employed","Part Time","7346","0.948799763156156","0.94387040073663","0.953729125575682","2"
"No","2017","Employed","Not Working","","","","","2"
"Yes","2017","Not Employed","Not Working","1453","0.194946290392698","0.186590029622448","0.203302551162948","1"
"Yes","2017","Employed","Full Time","389","0.0396722391820524","0.0359225377787895","0.0434219405853154","1"
"Yes","2017","Employed","Part Time","334","0.0512002368438442","0.0462708744243182","0.0561295992633701","1"
"Yes","2017","Not Employed","Full Time","","","","","1"
"Yes","2017","Not Employed","Part Time","","","","","1"
"Yes","2017","Employed","Not Working","","","","","1"
"No","2018","Not Employed","Full Time","","","","","2"
"No","2018","Not Employed","Part Time","","","","","2"
"No","2018","Not Employed","Not Working","","","","","2"
"No","2018","Employed","Full Time","","","","","2"
"No","2018","Employed","Part Time","","","","","2"
"No","2018","Employed","Not Working","","","","","2"
"Yes","2018","Not Employed","Not Working","","","","","1"
"Yes","2018","Employed","Full Time","","","","","1"
"Yes","2018","Employed","Part Time","","","","","1"
"Yes","2018","Not Employed","Full Time","","","","","1"
"Yes","2018","Employed","Not Working","","","","","1"
"Yes","2018","Not Employed","Part Time","","","","","1"
"No","2019","Not Employed","Full Time","","","","","2"
"No","2019","Not Employed","Part Time","","","","","2"
"No","2019","Not Employed","Not Working","6631","0.799790914798832","0.791088360888817","0.808493468708846","2"
"No","2019","Employed","Full Time","10087","0.956188214153765","0.952277223735391","0.960099204572139","2"
"No","2019","Employed","Part Time","6831","0.943381757324086","0.938057111389762","0.94870640325841","2"
"No","2019","Employed","Not Working","","","","","2"
"Yes","2019","Not Employed","Not Working","1491","0.200209085201168","0.191506531291154","0.208911639111183","1"
"Yes","2019","Employed","Full Time","434","0.0438117858462347","0.0399007954278605","0.0477227762646089","1"
"Yes","2019","Not Employed","Full Time","","","","","1"
"Yes","2019","Employed","Part Time","406","0.0566182426759141","0.0512935967415896","0.0619428886102386","1"
"Yes","2019","Employed","Not Working","","","","","1"
"Yes","2019","Not Employed","Part Time","","","","","1"
