"ple0014","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2013","Employed","middle vocational","277","0.0514823149979619","0.0456935836579478","0.0572710463379759"
"Yes","2013","Employed","vocational + Abi","17","","",""
"Yes","2013","Employed","higher vocational","37","0.0424073463734488","0.029130729979209","0.0556839627676885"
"Yes","2013","Employed","higher education","132","0.0452552364996605","0.0379824693459409","0.05252800365338"
"No","2013","Not Employed","in school","193","0.992851163741077","0.980996015864423","1.00470631161773"
"No","2013","Not Employed","inadequately","96","0.798273253943975","0.724930586384877","0.871615921503074"
"No","2013","Not Employed","general elemantary","844","0.770711829584363","0.745559103172706","0.79586455599602"
"No","2013","Not Employed","middle vocational","3073","0.786928723218776","0.774012714095273","0.799844732342279"
"No","2013","Not Employed","vocational + Abi","193","0.805337304463601","0.754714705894535","0.855959903032666"
"No","2013","Not Employed","higher vocational","335","0.734772882757845","0.693894415217883","0.775651350297807"
"No","2013","Not Employed","higher education","1066","0.775491526575914","0.753150630482517","0.797832422669311"
"No","2013","Employed","in school","66","1","1","1"
"No","2013","Employed","inadequately","77","0.90028809366872","0.834633160965865","0.965943026371574"
"No","2013","Employed","general elemantary","761","0.94539734084644","0.929583928986761","0.96121075270612"
"No","2013","Employed","middle vocational","5321","0.948517685002038","0.942728953662024","0.954306416342052"
"No","2013","Employed","vocational + Abi","851","0.982217391562053","0.973425349216923","0.991009433907184"
"No","2013","Employed","higher vocational","848","0.957592653626551","0.944316037232311","0.970869270020791"
"No","2013","Employed","higher education","3006","0.954744763500339","0.94747199634662","0.962017530654059"
"Yes","2014","Not Employed","in school","","","",""
"Yes","2014","Not Employed","inadequately","","","",""
"Yes","2014","Not Employed","general elemantary","","","",""
"Yes","2014","Not Employed","middle vocational","","","",""
"Yes","2014","Not Employed","vocational + Abi","","","",""
"Yes","2014","Not Employed","higher vocational","","","",""
"Yes","2014","Not Employed","higher education","","","",""
"Yes","2014","Employed","in school","","","",""
"Yes","2014","Employed","inadequately","","","",""
"Yes","2014","Employed","general elemantary","","","",""
"Yes","2014","Employed","middle vocational","","","",""
"Yes","2014","Employed","vocational + Abi","","","",""
"Yes","2014","Employed","higher vocational","","","",""
"Yes","2014","Employed","higher education","","","",""
"No","2014","Not Employed","in school","","","",""
"No","2014","Not Employed","inadequately","","","",""
"No","2014","Not Employed","general elemantary","","","",""
"No","2014","Not Employed","middle vocational","","","",""
"No","2014","Not Employed","vocational + Abi","","","",""
"No","2014","Not Employed","higher vocational","","","",""
"No","2014","Not Employed","higher education","","","",""
"No","2014","Employed","in school","","","",""
"No","2014","Employed","inadequately","","","",""
"No","2014","Employed","general elemantary","","","",""
"No","2014","Employed","middle vocational","","","",""
"No","2014","Employed","vocational + Abi","","","",""
"No","2014","Employed","higher vocational","","","",""
"No","2014","Employed","higher education","","","",""
"Yes","2015","Not Employed","in school","3","","",""
"Yes","2015","Not Employed","inadequately","32","0.174124251280724","0.125946491676806","0.222302010884642"
"Yes","2015","Not Employed","general elemantary","214","0.195661354869296","0.174268503290707","0.217054206447884"
"Yes","2015","Not Employed","middle vocational","802","0.214067802587245","0.201582425656573","0.226553179517916"
"Yes","2015","Not Employed","vocational + Abi","43","0.150644136778305","0.112953714542111","0.188334559014499"
"Yes","2015","Not Employed","higher vocational","112","0.277974085292794","0.235825619211898","0.320122551373691"
"Yes","2015","Not Employed","higher education","294","0.233057848769315","0.211533146174714","0.254582551363916"
"Yes","2015","Employed","in school","","","",""
"Yes","2015","Employed","inadequately","8","","",""
"Yes","2015","Employed","general elemantary","50","0.0399034467856971","0.0295275296565783","0.0502793639148159"
"Yes","2015","Employed","middle vocational","299","0.0478526809973067","0.0430426393511312","0.0526627226434823"
"Yes","2015","Employed","vocational + Abi","36","0.0207718446213344","0.0138161371929282","0.0277275520497406"
"Yes","2015","Employed","higher vocational","58","0.0524124409405769","0.0392306691366333","0.0655942127445206"
"Yes","2015","Employed","higher education","136","0.0356464935511793","0.0301749973496123","0.0411179897527462"
"No","2015","Not Employed","in school","274","0.998530390913513","0.994019214982291","1.00304156684474"
"No","2015","Not Employed","inadequately","206","0.825875748719276","0.777697989115358","0.874053508323194"
"No","2015","Not Employed","general elemantary","1107","0.804338645130704","0.782945793552116","0.825731496709293"
"No","2015","Not Employed","middle vocational","3344","0.785932197412755","0.773446820482084","0.798417574343427"
"No","2015","Not Employed","vocational + Abi","303","0.849355863221695","0.811665440985501","0.887046285457889"
"No","2015","Not Employed","higher vocational","322","0.722025914707206","0.679877448626309","0.764174380788102"
"No","2015","Not Employed","higher education","1188","0.766942151230685","0.745417448636084","0.788466853825286"
"No","2015","Employed","in school","75","1","1","1"
"No","2015","Employed","inadequately","166","0.902586079663457","0.85852772311035","0.946644436216565"
"No","2015","Employed","general elemantary","1317","0.960096553214303","0.949720636085184","0.970472470343422"
"No","2015","Employed","middle vocational","7266","0.952147319002693","0.947337277356518","0.956957360648869"
"No","2015","Employed","vocational + Abi","1579","0.979228155378666","0.972272447950259","0.986183862807072"
"No","2015","Employed","higher vocational","1040","0.947587559059423","0.934405787255479","0.960769330863367"
"No","2015","Employed","higher education","4275","0.964353506448821","0.958882010247254","0.969825002650388"
"Yes","2016","Not Employed","in school","","","",""
"Yes","2016","Not Employed","inadequately","","","",""
"Yes","2016","Not Employed","general elemantary","","","",""
"Yes","2016","Not Employed","middle vocational","","","",""
"Yes","2016","Not Employed","vocational + Abi","","","",""
"Yes","2016","Not Employed","higher vocational","","","",""
"Yes","2016","Not Employed","higher education","","","",""
"Yes","2016","Employed","in school","","","",""
"Yes","2016","Employed","inadequately","","","",""
"Yes","2016","Employed","general elemantary","","","",""
"Yes","2016","Employed","middle vocational","","","",""
"Yes","2016","Employed","vocational + Abi","","","",""
"Yes","2016","Employed","higher vocational","","","",""
"Yes","2016","Employed","higher education","","","",""
"No","2016","Not Employed","in school","","","",""
"No","2016","Not Employed","inadequately","","","",""
"No","2016","Not Employed","general elemantary","","","",""
"No","2016","Not Employed","middle vocational","","","",""
"No","2016","Not Employed","vocational + Abi","","","",""
"No","2016","Not Employed","higher vocational","","","",""
"No","2016","Not Employed","higher education","","","",""
"No","2016","Employed","in school","","","",""
"No","2016","Employed","inadequately","","","",""
"No","2016","Employed","general elemantary","","","",""
"No","2016","Employed","middle vocational","","","",""
"No","2016","Employed","vocational + Abi","","","",""
"No","2016","Employed","higher vocational","","","",""
"No","2016","Employed","higher education","","","",""
"Yes","2017","Not Employed","in school","2","","",""
"Yes","2017","Not Employed","inadequately","23","","",""
"Yes","2017","Not Employed","general elemantary","193","0.172241086949631","0.151778311868906","0.192703862030357"
"Yes","2017","Not Employed","middle vocational","762","0.212038244663733","0.199488238065886","0.224588251261579"
"Yes","2017","Not Employed","vocational + Abi","52","0.191797494271868","0.15282244989669","0.230772538647047"
"Yes","2017","Not Employed","higher vocational","107","0.242083496049896","0.201311832092205","0.282855160007588"
"Yes","2017","Not Employed","higher education","299","0.209351241875612","0.18932838390195","0.229374099849273"
"Yes","2017","Employed","in school","","","",""
"Yes","2017","Employed","inadequately","17","","",""
"Yes","2017","Employed","general elemantary","59","0.0449447570115593","0.0343101096392691","0.0555794043838496"
"Yes","2017","Employed","middle vocational","350","0.0479603925416082","0.0432959949018679","0.0526247901813486"
"Yes","2017","Employed","vocational + Abi","59","0.0422514839314438","0.0330449713175103","0.0514579965453772"
"Yes","2017","Employed","higher vocational","60","0.0540931865848132","0.0408574802581977","0.0673288929114286"
"Yes","2017","Employed","higher education","171","0.0366035286537615","0.0313817158328501","0.041825341474673"
"No","2017","Not Employed","in school","327","0.99520065493627","0.987732789967014","1.00266851990553"
"No","2017","Not Employed","inadequately","224","0.881654013945256","0.841370673639013","0.9219373542515"
"No","2017","Not Employed","general elemantary","1115","0.827758913050369","0.807296137969643","0.848221688131094"
"No","2017","Not Employed","middle vocational","3313","0.787961755336267","0.775411748738421","0.800511761934114"
"No","2017","Not Employed","vocational + Abi","340","0.808202505728132","0.769227461352953","0.84717755010331"
"No","2017","Not Employed","higher vocational","317","0.757916503950103","0.717144839992412","0.798688167907795"
"No","2017","Not Employed","higher education","1287","0.790648758124388","0.770625900150727","0.81067161609805"
"No","2017","Employed","in school","83","1","1","1"
"No","2017","Employed","inadequately","193","0.906828799939576","0.867515279062329","0.946142320816824"
"No","2017","Employed","general elemantary","1399","0.955055242988441","0.94442059561615","0.965689890360731"
"No","2017","Employed","middle vocational","7712","0.952039607458392","0.947375209818651","0.956704005098132"
"No","2017","Employed","vocational + Abi","1775","0.957748516068556","0.948542003454623","0.96695502868249"
"No","2017","Employed","higher vocational","1062","0.945906813415187","0.932671107088571","0.959142519741802"
"No","2017","Employed","higher education","4797","0.963396471346239","0.958174658525327","0.96861828416715"
"Yes","2018","Not Employed","in school","","","",""
"Yes","2018","Not Employed","inadequately","","","",""
"Yes","2018","Not Employed","general elemantary","","","",""
"Yes","2018","Not Employed","middle vocational","","","",""
"Yes","2018","Not Employed","vocational + Abi","","","",""
"Yes","2018","Not Employed","higher vocational","","","",""
"Yes","2018","Not Employed","higher education","","","",""
"Yes","2018","Employed","in school","","","",""
"Yes","2018","Employed","inadequately","","","",""
"Yes","2018","Employed","general elemantary","","","",""
"Yes","2018","Employed","middle vocational","","","",""
"Yes","2018","Employed","vocational + Abi","","","",""
"Yes","2018","Employed","higher vocational","","","",""
"Yes","2018","Employed","higher education","","","",""
"No","2018","Not Employed","in school","","","",""
"No","2018","Not Employed","inadequately","","","",""
"No","2018","Not Employed","general elemantary","","","",""
"No","2018","Not Employed","middle vocational","","","",""
"No","2018","Not Employed","vocational + Abi","","","",""
"No","2018","Not Employed","higher vocational","","","",""
"No","2018","Not Employed","higher education","","","",""
"No","2018","Employed","in school","","","",""
"No","2018","Employed","inadequately","","","",""
"No","2018","Employed","general elemantary","","","",""
"No","2018","Employed","middle vocational","","","",""
"No","2018","Employed","vocational + Abi","","","",""
"No","2018","Employed","higher vocational","","","",""
"No","2018","Employed","higher education","","","",""
"Yes","2019","Not Employed","in school","1","","",""
"Yes","2019","Not Employed","inadequately","24","","",""
"Yes","2019","Not Employed","general elemantary","179","0.194067506552634","0.17090610555716","0.217228907548108"
"Yes","2019","Not Employed","middle vocational","769","0.219979201076599","0.206851874999763","0.233106527153435"
"Yes","2019","Not Employed","vocational + Abi","48","0.104709406216426","0.0738436408587412","0.135575171574111"
"Yes","2019","Not Employed","higher vocational","123","0.278605110889059","0.236378598528676","0.320831623249443"
"Yes","2019","Not Employed","higher education","332","0.209842438175354","0.190050362966653","0.229634513384054"
"Yes","2019","Employed","in school","","","",""
"Yes","2019","Employed","inadequately","16","","",""
"Yes","2019","Employed","general elemantary","59","0.0604311884683805","0.0474881136193343","0.0733742633174266"
"Yes","2019","Employed","middle vocational","402","0.0585953721587766","0.0532116886381343","0.0639790556794188"
"Yes","2019","Employed","vocational + Abi","72","0.0358478647696818","0.0272474322124482","0.0444482973269153"
"Yes","2019","Employed","higher vocational","69","0.057202874005544","0.0442719223668643","0.0701338256442238"
"Yes","2019","Employed","higher education","211","0.033890919190379","0.0290633707742677","0.0387184676064903"
"No","2019","Not Employed","in school","262","0.99522303114102","0.986889930427447","1.00355613185459"
"No","2019","Not Employed","inadequately","178","0.870967515867109","0.824737620095695","0.917197411638524"
"No","2019","Not Employed","general elemantary","941","0.805932493447366","0.782771092451892","0.82909389444284"
"No","2019","Not Employed","middle vocational","3056","0.780020798923401","0.766893472846565","0.793148125000237"
"No","2019","Not Employed","vocational + Abi","330","0.895290593783574","0.864424828425889","0.926156359141259"
"No","2019","Not Employed","higher vocational","310","0.721394889110941","0.679168376750558","0.763621401471324"
"No","2019","Not Employed","higher education","1294","0.790157561824646","0.770365486615946","0.809949637033347"
"No","2019","Employed","in school","68","1","1","1"
"No","2019","Employed","inadequately","173","0.930161522368439","0.893824966890785","0.966498077846093"
"No","2019","Employed","general elemantary","1243","0.93956881153162","0.926625736682573","0.952511886380666"
"No","2019","Employed","middle vocational","6909","0.941404627841223","0.936020944320581","0.946788311361866"
"No","2019","Employed","vocational + Abi","1723","0.964152135230318","0.955551702673085","0.972752567787552"
"No","2019","Employed","higher vocational","1170","0.942797125994456","0.929866174355776","0.955728077633136"
"No","2019","Employed","higher education","5186","0.966109080809621","0.96128153239351","0.970936629225732"
