"ple0014","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Yes","2016","16-34 y.","lower secondary degree","","","",""
"Yes","2016","16-34 y.","secondary school degree","","","",""
"Yes","2016","16-34 y.","college entrance qualification","","","",""
"Yes","2016","16-34 y.","Other degree","","","",""
"Yes","2016","16-34 y.","no degree/no degree yet","","","",""
"Yes","2016","35-65 y.","lower secondary degree","","","",""
"Yes","2016","35-65 y.","secondary school degree","","","",""
"Yes","2016","35-65 y.","college entrance qualification","","","",""
"Yes","2016","35-65 y.","Other degree","","","",""
"Yes","2016","35-65 y.","no degree/no degree yet","","","",""
"Yes","2016","66 and older","lower secondary degree","","","",""
"Yes","2016","66 and older","secondary school degree","","","",""
"Yes","2016","66 and older","college entrance qualification","","","",""
"Yes","2016","66 and older","Other degree","","","",""
"Yes","2016","66 and older","no degree/no degree yet","","","",""
"Yes","2017","16-34 y.","lower secondary degree","9","","",""
"Yes","2017","16-34 y.","secondary school degree","27","","",""
"Yes","2017","16-34 y.","college entrance qualification","24","","",""
"Yes","2017","16-34 y.","Other degree","9","","",""
"Yes","2017","16-34 y.","no degree/no degree yet","8","","",""
"Yes","2017","35-65 y.","lower secondary degree","244","1","1","1"
"Yes","2017","35-65 y.","secondary school degree","279","1","1","1"
"Yes","2017","35-65 y.","college entrance qualification","167","1","1","1"
"Yes","2017","35-65 y.","Other degree","113","1","1","1"
"Yes","2017","35-65 y.","no degree/no degree yet","33","1","1","1"
"Yes","2017","66 and older","lower secondary degree","615","1","1","1"
"Yes","2017","66 and older","secondary school degree","267","1","1","1"
"Yes","2017","66 and older","college entrance qualification","248","1","1","1"
"Yes","2017","66 and older","Other degree","86","1","1","1"
"Yes","2017","66 and older","no degree/no degree yet","13","","",""
"Yes","2018","16-34 y.","lower secondary degree","","","",""
"Yes","2018","16-34 y.","secondary school degree","","","",""
"Yes","2018","16-34 y.","college entrance qualification","","","",""
"Yes","2018","16-34 y.","Other degree","","","",""
"Yes","2018","16-34 y.","no degree/no degree yet","","","",""
"Yes","2018","35-65 y.","lower secondary degree","","","",""
"Yes","2018","35-65 y.","secondary school degree","","","",""
"Yes","2018","35-65 y.","college entrance qualification","","","",""
"Yes","2018","35-65 y.","Other degree","","","",""
"Yes","2018","35-65 y.","no degree/no degree yet","","","",""
"Yes","2018","66 and older","lower secondary degree","","","",""
"Yes","2018","66 and older","secondary school degree","","","",""
"Yes","2018","66 and older","college entrance qualification","","","",""
"Yes","2018","66 and older","Other degree","","","",""
"Yes","2018","66 and older","no degree/no degree yet","","","",""
"Yes","2019","16-34 y.","lower secondary degree","15","","",""
"Yes","2019","16-34 y.","secondary school degree","22","","",""
"Yes","2019","16-34 y.","college entrance qualification","31","1","1","1"
"Yes","2019","16-34 y.","Other degree","5","","",""
"Yes","2019","16-34 y.","no degree/no degree yet","4","","",""
"Yes","2019","35-65 y.","lower secondary degree","247","1","1","1"
"Yes","2019","35-65 y.","secondary school degree","297","1","1","1"
"Yes","2019","35-65 y.","college entrance qualification","224","1","1","1"
"Yes","2019","35-65 y.","Other degree","82","1","1","1"
"Yes","2019","35-65 y.","no degree/no degree yet","29","","",""
"Yes","2019","66 and older","lower secondary degree","624","1","1","1"
"Yes","2019","66 and older","secondary school degree","311","1","1","1"
"Yes","2019","66 and older","college entrance qualification","290","1","1","1"
"Yes","2019","66 and older","Other degree","85","1","1","1"
"Yes","2019","66 and older","no degree/no degree yet","19","","",""
