"ple0014","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2011","Not Employed","indirect migration background","9","","","","1"
"Yes","2011","Employed","no migration background","440","0.0400394032584925","0.0363716801340202","0.0437071263829647","1"
"Yes","2011","Employed","direct migration background","37","0.0295286036102472","0.0198078943678632","0.0392493128526312","1"
"Yes","2011","Employed","indirect migration background","8","","","","1"
"No","2012","Not Employed","no migration background","","","","","2"
"No","2012","Not Employed","direct migration background","","","","","2"
"No","2012","Employed","direct migration background","","","","","2"
"No","2012","Employed","indirect migration background","","","","","2"
"No","2012","Not Employed","indirect migration background","","","","","2"
"No","2012","Employed","no migration background","","","","","2"
"Yes","2012","Not Employed","no migration background","","","","","1"
"Yes","2012","Not Employed","direct migration background","","","","","1"
"Yes","2012","Not Employed","indirect migration background","","","","","1"
"Yes","2012","Employed","no migration background","","","","","1"
"Yes","2012","Employed","direct migration background","","","","","1"
"Yes","2012","Employed","indirect migration background","","","","","1"
"No","2013","Not Employed","no migration background","5186","0.77903775227637","0.768973927922318","0.789101576630422","2"
"No","2013","Not Employed","direct migration background","558","0.821400081309536","0.792675365652155","0.850124796966916","2"
"No","2013","Not Employed","indirect migration background","159","0.956098302920013","0.924742487802591","0.987454118037435","2"
"No","2013","Employed","no migration background","9576","0.952904021139042","0.948758166047891","0.957049876230192","2"
"No","2013","Employed","direct migration background","977","0.953059272470231","0.940034257472047","0.966084287468414","2"
"No","2013","Employed","indirect migration background","544","0.97895379505885","0.966979593979001","0.9909279961387","2"
"Yes","2013","Not Employed","no migration background","1343","0.22096224772363","0.210898423369578","0.231026072077682","1"
"Yes","2013","Not Employed","direct migration background","125","0.178599918690464","0.149875203033084","0.207324634347845","1"
"Yes","2013","Not Employed","indirect migration background","5","","","","1"
"Yes","2013","Employed","no migration background","454","0.0470959788609581","0.0429501237698076","0.0512418339521086","1"
"Yes","2013","Employed","direct migration background","36","0.0469407275297691","0.0339157125315856","0.0599657425279527","1"
"Yes","2013","Employed","indirect migration background","8","","","","1"
"No","2014","Not Employed","no migration background","","","","","2"
"No","2014","Not Employed","direct migration background","","","","","2"
"No","2014","Not Employed","indirect migration background","","","","","2"
"No","2014","Employed","no migration background","","","","","2"
"No","2014","Employed","direct migration background","","","","","2"
"No","2014","Employed","indirect migration background","","","","","2"
"Yes","2014","Not Employed","no migration background","","","","","1"
"Yes","2014","Not Employed","direct migration background","","","","","1"
"Yes","2014","Not Employed","indirect migration background","","","","","1"
"Yes","2014","Employed","no migration background","","","","","1"
"Yes","2014","Employed","direct migration background","","","","","1"
"Yes","2014","Employed","indirect migration background","","","","","1"
"No","2015","Not Employed","no migration background","5408","0.781879914254108","0.77201938000476","0.791740448503456","2"
"No","2015","Not Employed","direct migration background","1161","0.835414300361915","0.815456010281275","0.855372590442554","2"
"No","2015","Not Employed","indirect migration background","426","0.948101940510952","0.927445793996037","0.968758087025867","2"
"No","2015","Employed","no migration background","11985","0.955263857762702","0.951636699220049","0.958891016305355","2"
"No","2015","Employed","direct migration background","2913","0.969218504207851","0.963032568724161","0.975404439691542","2"
"No","2015","Employed","indirect migration background","1170","0.977152443327214","0.968663069596542","0.985641817057886","2"
"Yes","2015","Not Employed","no migration background","1330","0.218120085745892","0.208259551496544","0.22798061999524","1"
"Yes","2015","Not Employed","direct migration background","165","0.164585699638085","0.144627409557446","0.184543989718725","1"
"Yes","2015","Not Employed","indirect migration background","17","","","","1"
"Yes","2015","Employed","no migration background","493","0.0447361422372977","0.0411089836946448","0.0483633007799506","1"
"Yes","2015","Employed","direct migration background","82","0.0307814957921486","0.0245955603084582","0.0369674312758391","1"
"Yes","2015","Employed","indirect migration background","20","","","","1"
"No","2016","Not Employed","no migration background","","","","","2"
"No","2016","Not Employed","direct migration background","","","","","2"
"No","2016","Not Employed","indirect migration background","","","","","2"
"No","2016","Employed","no migration background","","","","","2"
"No","2016","Employed","direct migration background","","","","","2"
"No","2016","Employed","indirect migration background","","","","","2"
"Yes","2016","Not Employed","indirect migration background","","","","","1"
"Yes","2016","Employed","no migration background","","","","","1"
"Yes","2016","Not Employed","no migration background","","","","","1"
"Yes","2016","Not Employed","direct migration background","","","","","1"
"Yes","2016","Employed","direct migration background","","","","","1"
"Yes","2016","Employed","indirect migration background","","","","","1"
"No","2017","Not Employed","no migration background","5469","0.787881820173265","0.778130770700107","0.797632869646423","2"
"No","2017","Not Employed","direct migration background","1275","0.863461684587515","0.845677850925432","0.881245518249598","2"
"No","2017","Not Employed","indirect migration background","437","0.948126323221122","0.927636016847423","0.968616629594821","2"
"No","2017","Employed","no migration background","12995","0.953397977784659","0.94985384637426","0.956942109195058","2"
"No","2017","Employed","direct migration background","3134","0.959676933031244","0.952899220556634","0.966454645505854","2"
"No","2017","Employed","indirect migration background","1237","0.975864866574461","0.967407746015843","0.98432198713308","2"
"Yes","2017","Not Employed","indirect migration background","13","","","","1"
"Yes","2017","Employed","no migration background","593","0.0466020222153411","0.0430578908049418","0.0501461536257404","1"
"Yes","2017","Employed","direct migration background","102","0.040323066968756","0.0335453544941456","0.0471007794433663","1"
"Yes","2017","Not Employed","no migration background","1283","0.212118179826735","0.202367130353577","0.221869229299893","1"
"Yes","2017","Not Employed","direct migration background","157","0.136538315412485","0.118754481750402","0.154322149074568","1"
"Yes","2017","Employed","indirect migration background","28","","","","1"
"No","2018","Not Employed","no migration background","","","","","2"
"No","2018","Not Employed","direct migration background","","","","","2"
"No","2018","Not Employed","indirect migration background","","","","","2"
"No","2018","Employed","no migration background","","","","","2"
"No","2018","Employed","direct migration background","","","","","2"
"No","2018","Employed","indirect migration background","","","","","2"
"Yes","2018","Not Employed","indirect migration background","","","","","1"
"Yes","2018","Employed","no migration background","","","","","1"
"Yes","2018","Employed","direct migration background","","","","","1"
"Yes","2018","Not Employed","no migration background","","","","","1"
"Yes","2018","Employed","indirect migration background","","","","","1"
"Yes","2018","Not Employed","direct migration background","","","","","1"
"No","2019","Not Employed","no migration background","5248","0.778605693629635","0.768586107587642","0.788625279671628","2"
"No","2019","Not Employed","direct migration background","1002","0.879506883951949","0.860543073011005","0.898470694892894","2"
"No","2019","Not Employed","indirect migration background","381","0.971948102107015","0.955643783896223","0.988252420317807","2"
"No","2019","Employed","no migration background","13005","0.945117337003507","0.941305568902512","0.948929105104502","2"
"No","2019","Employed","direct migration background","2635","0.965854009475448","0.959037985281968","0.972670033668927","2"
"No","2019","Employed","indirect migration background","1278","0.980676818327375","0.973242220563306","0.988111416091444","2"
"Yes","2019","Not Employed","indirect migration background","13","","","","1"
"Yes","2019","Employed","no migration background","709","0.0548826629964927","0.0510708948954976","0.0586944310974878","1"
"Yes","2019","Not Employed","no migration background","1348","0.221394306370365","0.211374720328372","0.231413892412359","1"
"Yes","2019","Employed","direct migration background","92","0.0341459905245525","0.0273299663310725","0.0409620147180325","1"
"Yes","2019","Employed","indirect migration background","39","0.0193231816726248","0.0118885839085555","0.026757779436694","1"
"Yes","2019","Not Employed","direct migration background","130","0.120493116048051","0.101529305107106","0.139456926988996","1"
