"ple0014","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2013","Other degree","Male","61","1","1","1"
"Yes","2013","Other degree","Female","71","1","1","1"
"Yes","2013","no degree/no degree yet","Male","12","","",""
"Yes","2013","no degree/no degree yet","Female","19","","",""
"Yes","2014","lower secondary degree","Male","","","",""
"Yes","2014","lower secondary degree","Female","","","",""
"Yes","2014","secondary school degree","Male","","","",""
"Yes","2014","secondary school degree","Female","","","",""
"Yes","2014","college entrance qualification","Male","","","",""
"Yes","2014","college entrance qualification","Female","","","",""
"Yes","2014","Other degree","Male","","","",""
"Yes","2014","Other degree","Female","","","",""
"Yes","2014","no degree/no degree yet","Male","","","",""
"Yes","2014","no degree/no degree yet","Female","","","",""
"Yes","2015","lower secondary degree","Male","499","1","1","1"
"Yes","2015","lower secondary degree","Female","435","1","1","1"
"Yes","2015","secondary school degree","Male","251","1","1","1"
"Yes","2015","secondary school degree","Female","257","1","1","1"
"Yes","2015","college entrance qualification","Male","260","1","1","1"
"Yes","2015","college entrance qualification","Female","131","1","1","1"
"Yes","2015","Other degree","Male","112","1","1","1"
"Yes","2015","Other degree","Female","72","1","1","1"
"Yes","2015","no degree/no degree yet","Male","25","","",""
"Yes","2015","no degree/no degree yet","Female","31","1","1","1"
"Yes","2016","lower secondary degree","Male","","","",""
"Yes","2016","lower secondary degree","Female","","","",""
"Yes","2016","secondary school degree","Male","","","",""
"Yes","2016","secondary school degree","Female","","","",""
"Yes","2016","college entrance qualification","Male","","","",""
"Yes","2016","college entrance qualification","Female","","","",""
"Yes","2016","Other degree","Male","","","",""
"Yes","2016","Other degree","Female","","","",""
"Yes","2016","no degree/no degree yet","Male","","","",""
"Yes","2016","no degree/no degree yet","Female","","","",""
"Yes","2017","lower secondary degree","Male","443","1","1","1"
"Yes","2017","lower secondary degree","Female","425","1","1","1"
"Yes","2017","secondary school degree","Male","297","1","1","1"
"Yes","2017","secondary school degree","Female","276","1","1","1"
"Yes","2017","college entrance qualification","Male","314","1","1","1"
"Yes","2017","college entrance qualification","Female","125","1","1","1"
"Yes","2017","Other degree","Male","123","1","1","1"
"Yes","2017","Other degree","Female","85","1","1","1"
"Yes","2017","no degree/no degree yet","Male","30","1","1","1"
"Yes","2017","no degree/no degree yet","Female","24","","",""
"Yes","2018","lower secondary degree","Male","","","",""
"Yes","2018","lower secondary degree","Female","","","",""
"Yes","2018","secondary school degree","Male","","","",""
"Yes","2018","secondary school degree","Female","","","",""
"Yes","2018","college entrance qualification","Male","","","",""
"Yes","2018","college entrance qualification","Female","","","",""
"Yes","2018","Other degree","Male","","","",""
"Yes","2018","Other degree","Female","","","",""
"Yes","2018","no degree/no degree yet","Male","","","",""
"Yes","2018","no degree/no degree yet","Female","","","",""
"Yes","2019","lower secondary degree","Male","489","1","1","1"
"Yes","2019","lower secondary degree","Female","397","1","1","1"
"Yes","2019","secondary school degree","Male","327","1","1","1"
"Yes","2019","secondary school degree","Female","302","1","1","1"
"Yes","2019","college entrance qualification","Male","377","1","1","1"
"Yes","2019","college entrance qualification","Female","168","1","1","1"
"Yes","2019","Other degree","Male","99","1","1","1"
"Yes","2019","Other degree","Female","73","1","1","1"
"Yes","2019","no degree/no degree yet","Male","27","","",""
"Yes","2019","no degree/no degree yet","Female","25","","",""
