"ple0014","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2013","direct migration background","(2b) intermediate general qualification","2","","",""
"Yes","2013","direct migration background","(2a) intermediate vocational","4","","",""
"Yes","2013","direct migration background","(2c_gen) general maturity certificate","10","","",""
"Yes","2013","direct migration background","(2c_voc) vocational maturity certificate","15","","",""
"Yes","2013","direct migration background","(3a) lower tertiary education","1","","",""
"Yes","2013","direct migration background","(3b) higher tertiary education","24","","",""
"Yes","2013","indirect migration background","(0) in school","","","",""
"Yes","2013","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2013","indirect migration background","(1b) general elementary school","1","","",""
"Yes","2013","indirect migration background","(1c) basic vocational qualification","3","","",""
"Yes","2013","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2013","indirect migration background","(2a) intermediate vocational","5","","",""
"Yes","2013","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2013","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Yes","2013","indirect migration background","(3a) lower tertiary education","2","","",""
"Yes","2013","indirect migration background","(3b) higher tertiary education","1","","",""
"Yes","2014","no migration background","(0) in school","","","",""
"Yes","2014","no migration background","(1a) inadequately completed","","","",""
"Yes","2014","no migration background","(1b) general elementary school","","","",""
"Yes","2014","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2014","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2014","no migration background","(2a) intermediate vocational","","","",""
"Yes","2014","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2014","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","no migration background","(3a) lower tertiary education","","","",""
"Yes","2014","no migration background","(3b) higher tertiary education","","","",""
"Yes","2014","direct migration background","(0) in school","","","",""
"Yes","2014","direct migration background","(1a) inadequately completed","","","",""
"Yes","2014","direct migration background","(1b) general elementary school","","","",""
"Yes","2014","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2014","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2014","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2014","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2014","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2014","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2014","indirect migration background","(0) in school","","","",""
"Yes","2014","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2014","indirect migration background","(1b) general elementary school","","","",""
"Yes","2014","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2014","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2014","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2014","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2014","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2014","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2015","no migration background","(0) in school","2","","",""
"Yes","2015","no migration background","(1a) inadequately completed","22","","",""
"Yes","2015","no migration background","(1b) general elementary school","185","1","1","1"
"Yes","2015","no migration background","(1c) basic vocational qualification","690","1","1","1"
"Yes","2015","no migration background","(2b) intermediate general qualification","27","","",""
"Yes","2015","no migration background","(2a) intermediate vocational","390","1","1","1"
"Yes","2015","no migration background","(2c_gen) general maturity certificate","20","","",""
"Yes","2015","no migration background","(2c_voc) vocational maturity certificate","81","1","1","1"
"Yes","2015","no migration background","(3a) lower tertiary education","152","1","1","1"
"Yes","2015","no migration background","(3b) higher tertiary education","233","1","1","1"
"Yes","2015","direct migration background","(0) in school","1","","",""
"Yes","2015","direct migration background","(1a) inadequately completed","29","","",""
"Yes","2015","direct migration background","(1b) general elementary school","46","1","1","1"
"Yes","2015","direct migration background","(1c) basic vocational qualification","69","1","1","1"
"Yes","2015","direct migration background","(2b) intermediate general qualification","2","","",""
"Yes","2015","direct migration background","(2a) intermediate vocational","9","","",""
"Yes","2015","direct migration background","(2c_gen) general maturity certificate","13","","",""
"Yes","2015","direct migration background","(2c_voc) vocational maturity certificate","31","1","1","1"
"Yes","2015","direct migration background","(3a) lower tertiary education","2","","",""
"Yes","2015","direct migration background","(3b) higher tertiary education","37","1","1","1"
"Yes","2015","indirect migration background","(0) in school","","","",""
"Yes","2015","indirect migration background","(1a) inadequately completed","1","","",""
"Yes","2015","indirect migration background","(1b) general elementary school","5","","",""
"Yes","2015","indirect migration background","(1c) basic vocational qualification","6","","",""
"Yes","2015","indirect migration background","(2b) intermediate general qualification","3","","",""
"Yes","2015","indirect migration background","(2a) intermediate vocational","12","","",""
"Yes","2015","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Yes","2015","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"Yes","2015","indirect migration background","(3a) lower tertiary education","3","","",""
"Yes","2015","indirect migration background","(3b) higher tertiary education","3","","",""
"Yes","2016","no migration background","(0) in school","","","",""
"Yes","2016","no migration background","(1a) inadequately completed","","","",""
"Yes","2016","no migration background","(1b) general elementary school","","","",""
"Yes","2016","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2016","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2016","no migration background","(2a) intermediate vocational","","","",""
"Yes","2016","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2016","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","no migration background","(3a) lower tertiary education","","","",""
"Yes","2016","no migration background","(3b) higher tertiary education","","","",""
"Yes","2016","direct migration background","(0) in school","","","",""
"Yes","2016","direct migration background","(1a) inadequately completed","","","",""
"Yes","2016","direct migration background","(1b) general elementary school","","","",""
"Yes","2016","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2016","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2016","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2016","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2016","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2016","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2016","indirect migration background","(0) in school","","","",""
"Yes","2016","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2016","indirect migration background","(1b) general elementary school","","","",""
"Yes","2016","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2016","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2016","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2016","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2016","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2016","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2017","no migration background","(0) in school","1","","",""
"Yes","2017","no migration background","(1a) inadequately completed","27","","",""
"Yes","2017","no migration background","(1b) general elementary school","185","1","1","1"
"Yes","2017","no migration background","(1c) basic vocational qualification","643","1","1","1"
"Yes","2017","no migration background","(2b) intermediate general qualification","36","1","1","1"
"Yes","2017","no migration background","(2a) intermediate vocational","442","1","1","1"
"Yes","2017","no migration background","(2c_gen) general maturity certificate","22","","",""
"Yes","2017","no migration background","(2c_voc) vocational maturity certificate","100","1","1","1"
"Yes","2017","no migration background","(3a) lower tertiary education","143","1","1","1"
"Yes","2017","no migration background","(3b) higher tertiary education","261","1","1","1"
"Yes","2017","direct migration background","(0) in school","","","",""
"Yes","2017","direct migration background","(1a) inadequately completed","21","","",""
"Yes","2017","direct migration background","(1b) general elementary school","27","","",""
"Yes","2017","direct migration background","(1c) basic vocational qualification","67","1","1","1"
"Yes","2017","direct migration background","(2b) intermediate general qualification","2","","",""
"Yes","2017","direct migration background","(2a) intermediate vocational","6","","",""
"Yes","2017","direct migration background","(2c_gen) general maturity certificate","15","","",""
"Yes","2017","direct migration background","(2c_voc) vocational maturity certificate","50","1","1","1"
"Yes","2017","direct migration background","(3a) lower tertiary education","7","","",""
"Yes","2017","direct migration background","(3b) higher tertiary education","50","1","1","1"
"Yes","2017","indirect migration background","(0) in school","1","","",""
"Yes","2017","indirect migration background","(1a) inadequately completed","2","","",""
"Yes","2017","indirect migration background","(1b) general elementary school","2","","",""
"Yes","2017","indirect migration background","(1c) basic vocational qualification","8","","",""
"Yes","2017","indirect migration background","(2b) intermediate general qualification","4","","",""
"Yes","2017","indirect migration background","(2a) intermediate vocational","9","","",""
"Yes","2017","indirect migration background","(2c_gen) general maturity certificate","4","","",""
"Yes","2017","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Yes","2017","indirect migration background","(3a) lower tertiary education","5","","",""
"Yes","2017","indirect migration background","(3b) higher tertiary education","4","","",""
"Yes","2018","no migration background","(0) in school","","","",""
"Yes","2018","no migration background","(1a) inadequately completed","","","",""
"Yes","2018","no migration background","(1b) general elementary school","","","",""
"Yes","2018","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2018","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2018","no migration background","(2a) intermediate vocational","","","",""
"Yes","2018","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2018","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","no migration background","(3a) lower tertiary education","","","",""
"Yes","2018","no migration background","(3b) higher tertiary education","","","",""
"Yes","2018","direct migration background","(0) in school","","","",""
"Yes","2018","direct migration background","(1a) inadequately completed","","","",""
"Yes","2018","direct migration background","(1b) general elementary school","","","",""
"Yes","2018","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2018","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2018","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2018","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2018","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2018","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2018","indirect migration background","(0) in school","","","",""
"Yes","2018","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2018","indirect migration background","(1b) general elementary school","","","",""
"Yes","2018","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2018","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2018","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2018","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2018","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2018","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2019","no migration background","(0) in school","","","",""
"Yes","2019","no migration background","(1a) inadequately completed","28","","",""
"Yes","2019","no migration background","(1b) general elementary school","173","1","1","1"
"Yes","2019","no migration background","(1c) basic vocational qualification","670","1","1","1"
"Yes","2019","no migration background","(2b) intermediate general qualification","43","1","1","1"
"Yes","2019","no migration background","(2a) intermediate vocational","476","1","1","1"
"Yes","2019","no migration background","(2c_gen) general maturity certificate","38","1","1","1"
"Yes","2019","no migration background","(2c_voc) vocational maturity certificate","111","1","1","1"
"Yes","2019","no migration background","(3a) lower tertiary education","165","1","1","1"
"Yes","2019","no migration background","(3b) higher tertiary education","319","1","1","1"
"Yes","2019","direct migration background","(0) in school","","","",""
"Yes","2019","direct migration background","(1a) inadequately completed","19","","",""
"Yes","2019","direct migration background","(1b) general elementary school","22","","",""
"Yes","2019","direct migration background","(1c) basic vocational qualification","61","1","1","1"
"Yes","2019","direct migration background","(2b) intermediate general qualification","3","","",""
"Yes","2019","direct migration background","(2a) intermediate vocational","12","","",""
"Yes","2019","direct migration background","(2c_gen) general maturity certificate","14","","",""
"Yes","2019","direct migration background","(2c_voc) vocational maturity certificate","42","1","1","1"
"Yes","2019","direct migration background","(3a) lower tertiary education","5","","",""
"Yes","2019","direct migration background","(3b) higher tertiary education","40","1","1","1"
"Yes","2019","indirect migration background","(0) in school","1","","",""
"Yes","2019","indirect migration background","(1a) inadequately completed","2","","",""
"Yes","2019","indirect migration background","(1b) general elementary school","1","","",""
"Yes","2019","indirect migration background","(1c) basic vocational qualification","10","","",""
"Yes","2019","indirect migration background","(2b) intermediate general qualification","1","","",""
"Yes","2019","indirect migration background","(2a) intermediate vocational","13","","",""
"Yes","2019","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Yes","2019","indirect migration background","(2c_voc) vocational maturity certificate","6","","",""
"Yes","2019","indirect migration background","(3a) lower tertiary education","8","","",""
"Yes","2019","indirect migration background","(3b) higher tertiary education","6","","",""
