"ple0014","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2011","16-34 y.","(2a) intermediate vocational","9","","",""
"Yes","2011","16-34 y.","(2c_gen) general maturity certificate","5","","",""
"Yes","2011","16-34 y.","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2011","16-34 y.","(3a) lower tertiary education","3","","",""
"Yes","2011","16-34 y.","(3b) higher tertiary education","6","","",""
"Yes","2011","35-65 y.","(0) in school","","","",""
"Yes","2011","35-65 y.","(1a) inadequately completed","12","","",""
"Yes","2011","35-65 y.","(1b) general elementary school","52","1","1","1"
"Yes","2011","35-65 y.","(1c) basic vocational qualification","241","1","1","1"
"Yes","2011","35-65 y.","(2b) intermediate general qualification","3","","",""
"Yes","2011","35-65 y.","(2a) intermediate vocational","169","1","1","1"
"Yes","2011","35-65 y.","(2c_gen) general maturity certificate","11","","",""
"Yes","2011","35-65 y.","(2c_voc) vocational maturity certificate","33","1","1","1"
"Yes","2011","35-65 y.","(3a) lower tertiary education","46","1","1","1"
"Yes","2011","35-65 y.","(3b) higher tertiary education","76","1","1","1"
"Yes","2011","66 and older","(0) in school","","","",""
"Yes","2011","66 and older","(1a) inadequately completed","21","","",""
"Yes","2011","66 and older","(1b) general elementary school","194","1","1","1"
"Yes","2011","66 and older","(1c) basic vocational qualification","581","1","1","1"
"Yes","2011","66 and older","(2b) intermediate general qualification","14","","",""
"Yes","2011","66 and older","(2a) intermediate vocational","165","1","1","1"
"Yes","2011","66 and older","(2c_gen) general maturity certificate","6","","",""
"Yes","2011","66 and older","(2c_voc) vocational maturity certificate","41","1","1","1"
"Yes","2011","66 and older","(3a) lower tertiary education","110","1","1","1"
"Yes","2011","66 and older","(3b) higher tertiary education","158","1","1","1"
"Yes","2012","16-34 y.","(0) in school","","","",""
"Yes","2012","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2012","16-34 y.","(1b) general elementary school","","","",""
"Yes","2012","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2012","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2012","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2012","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2012","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2012","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2012","35-65 y.","(0) in school","","","",""
"Yes","2012","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2012","35-65 y.","(1b) general elementary school","","","",""
"Yes","2012","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2012","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2012","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2012","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2012","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2012","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2012","66 and older","(0) in school","","","",""
"Yes","2012","66 and older","(1a) inadequately completed","","","",""
"Yes","2012","66 and older","(1b) general elementary school","","","",""
"Yes","2012","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2012","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2012","66 and older","(2a) intermediate vocational","","","",""
"Yes","2012","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2012","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","66 and older","(3a) lower tertiary education","","","",""
"Yes","2012","66 and older","(3b) higher tertiary education","","","",""
"Yes","2013","16-34 y.","(0) in school","1","","",""
"Yes","2013","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2013","16-34 y.","(1b) general elementary school","6","","",""
"Yes","2013","16-34 y.","(1c) basic vocational qualification","6","","",""
"Yes","2013","16-34 y.","(2b) intermediate general qualification","3","","",""
"Yes","2013","16-34 y.","(2a) intermediate vocational","16","","",""
"Yes","2013","16-34 y.","(2c_gen) general maturity certificate","3","","",""
"Yes","2013","16-34 y.","(2c_voc) vocational maturity certificate","5","","",""
"Yes","2013","16-34 y.","(3a) lower tertiary education","2","","",""
"Yes","2013","16-34 y.","(3b) higher tertiary education","5","","",""
"Yes","2013","35-65 y.","(0) in school","","","",""
"Yes","2013","35-65 y.","(1a) inadequately completed","10","","",""
"Yes","2013","35-65 y.","(1b) general elementary school","44","1","1","1"
"Yes","2013","35-65 y.","(1c) basic vocational qualification","219","1","1","1"
"Yes","2013","35-65 y.","(2b) intermediate general qualification","7","","",""
"Yes","2013","35-65 y.","(2a) intermediate vocational","186","1","1","1"
"Yes","2013","35-65 y.","(2c_gen) general maturity certificate","9","","",""
"Yes","2013","35-65 y.","(2c_voc) vocational maturity certificate","32","1","1","1"
"Yes","2013","35-65 y.","(3a) lower tertiary education","45","1","1","1"
"Yes","2013","35-65 y.","(3b) higher tertiary education","73","1","1","1"
"Yes","2013","66 and older","(0) in school","","","",""
"Yes","2013","66 and older","(1a) inadequately completed","19","","",""
"Yes","2013","66 and older","(1b) general elementary school","188","1","1","1"
"Yes","2013","66 and older","(1c) basic vocational qualification","544","1","1","1"
"Yes","2013","66 and older","(2b) intermediate general qualification","17","","",""
"Yes","2013","66 and older","(2a) intermediate vocational","173","1","1","1"
"Yes","2013","66 and older","(2c_gen) general maturity certificate","9","","",""
"Yes","2013","66 and older","(2c_voc) vocational maturity certificate","53","1","1","1"
"Yes","2013","66 and older","(3a) lower tertiary education","119","1","1","1"
"Yes","2013","66 and older","(3b) higher tertiary education","162","1","1","1"
"Yes","2014","16-34 y.","(0) in school","","","",""
"Yes","2014","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2014","16-34 y.","(1b) general elementary school","","","",""
"Yes","2014","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2014","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2014","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2014","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2014","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2014","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2014","35-65 y.","(0) in school","","","",""
"Yes","2014","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2014","35-65 y.","(1b) general elementary school","","","",""
"Yes","2014","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2014","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2014","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2014","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2014","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2014","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2014","66 and older","(0) in school","","","",""
"Yes","2014","66 and older","(1a) inadequately completed","","","",""
"Yes","2014","66 and older","(1b) general elementary school","","","",""
"Yes","2014","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2014","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2014","66 and older","(2a) intermediate vocational","","","",""
"Yes","2014","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2014","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","66 and older","(3a) lower tertiary education","","","",""
"Yes","2014","66 and older","(3b) higher tertiary education","","","",""
"Yes","2015","16-34 y.","(0) in school","3","","",""
"Yes","2015","16-34 y.","(1a) inadequately completed","4","","",""
"Yes","2015","16-34 y.","(1b) general elementary school","10","","",""
"Yes","2015","16-34 y.","(1c) basic vocational qualification","4","","",""
"Yes","2015","16-34 y.","(2b) intermediate general qualification","9","","",""
"Yes","2015","16-34 y.","(2a) intermediate vocational","10","","",""
"Yes","2015","16-34 y.","(2c_gen) general maturity certificate","7","","",""
"Yes","2015","16-34 y.","(2c_voc) vocational maturity certificate","5","","",""
"Yes","2015","16-34 y.","(3a) lower tertiary education","3","","",""
"Yes","2015","16-34 y.","(3b) higher tertiary education","10","","",""
"Yes","2015","35-65 y.","(0) in school","","","",""
"Yes","2015","35-65 y.","(1a) inadequately completed","31","1","1","1"
"Yes","2015","35-65 y.","(1b) general elementary school","65","1","1","1"
"Yes","2015","35-65 y.","(1c) basic vocational qualification","210","1","1","1"
"Yes","2015","35-65 y.","(2b) intermediate general qualification","10","","",""
"Yes","2015","35-65 y.","(2a) intermediate vocational","221","1","1","1"
"Yes","2015","35-65 y.","(2c_gen) general maturity certificate","9","","",""
"Yes","2015","35-65 y.","(2c_voc) vocational maturity certificate","60","1","1","1"
"Yes","2015","35-65 y.","(3a) lower tertiary education","41","1","1","1"
"Yes","2015","35-65 y.","(3b) higher tertiary education","85","1","1","1"
"Yes","2015","66 and older","(0) in school","","","",""
"Yes","2015","66 and older","(1a) inadequately completed","17","","",""
"Yes","2015","66 and older","(1b) general elementary school","161","1","1","1"
"Yes","2015","66 and older","(1c) basic vocational qualification","551","1","1","1"
"Yes","2015","66 and older","(2b) intermediate general qualification","13","","",""
"Yes","2015","66 and older","(2a) intermediate vocational","180","1","1","1"
"Yes","2015","66 and older","(2c_gen) general maturity certificate","18","","",""
"Yes","2015","66 and older","(2c_voc) vocational maturity certificate","49","1","1","1"
"Yes","2015","66 and older","(3a) lower tertiary education","113","1","1","1"
"Yes","2015","66 and older","(3b) higher tertiary education","178","1","1","1"
"Yes","2016","16-34 y.","(0) in school","","","",""
"Yes","2016","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2016","16-34 y.","(1b) general elementary school","","","",""
"Yes","2016","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2016","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2016","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2016","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2016","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2016","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2016","35-65 y.","(0) in school","","","",""
"Yes","2016","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2016","35-65 y.","(1b) general elementary school","","","",""
"Yes","2016","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2016","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2016","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2016","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2016","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2016","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2016","66 and older","(0) in school","","","",""
"Yes","2016","66 and older","(1a) inadequately completed","","","",""
"Yes","2016","66 and older","(1b) general elementary school","","","",""
"Yes","2016","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2016","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2016","66 and older","(2a) intermediate vocational","","","",""
"Yes","2016","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2016","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","66 and older","(3a) lower tertiary education","","","",""
"Yes","2016","66 and older","(3b) higher tertiary education","","","",""
"Yes","2017","16-34 y.","(0) in school","2","","",""
"Yes","2017","16-34 y.","(1a) inadequately completed","6","","",""
"Yes","2017","16-34 y.","(1b) general elementary school","9","","",""
"Yes","2017","16-34 y.","(1c) basic vocational qualification","3","","",""
"Yes","2017","16-34 y.","(2b) intermediate general qualification","6","","",""
"Yes","2017","16-34 y.","(2a) intermediate vocational","20","","",""
"Yes","2017","16-34 y.","(2c_gen) general maturity certificate","11","","",""
"Yes","2017","16-34 y.","(2c_voc) vocational maturity certificate","11","","",""
"Yes","2017","16-34 y.","(3a) lower tertiary education","5","","",""
"Yes","2017","16-34 y.","(3b) higher tertiary education","5","","",""
"Yes","2017","35-65 y.","(0) in school","","","",""
"Yes","2017","35-65 y.","(1a) inadequately completed","32","1","1","1"
"Yes","2017","35-65 y.","(1b) general elementary school","66","1","1","1"
"Yes","2017","35-65 y.","(1c) basic vocational qualification","220","1","1","1"
"Yes","2017","35-65 y.","(2b) intermediate general qualification","22","","",""
"Yes","2017","35-65 y.","(2a) intermediate vocational","243","1","1","1"
"Yes","2017","35-65 y.","(2c_gen) general maturity certificate","15","","",""
"Yes","2017","35-65 y.","(2c_voc) vocational maturity certificate","88","1","1","1"
"Yes","2017","35-65 y.","(3a) lower tertiary education","37","1","1","1"
"Yes","2017","35-65 y.","(3b) higher tertiary education","115","1","1","1"
"Yes","2017","66 and older","(0) in school","","","",""
"Yes","2017","66 and older","(1a) inadequately completed","12","","",""
"Yes","2017","66 and older","(1b) general elementary school","139","1","1","1"
"Yes","2017","66 and older","(1c) basic vocational qualification","495","1","1","1"
"Yes","2017","66 and older","(2b) intermediate general qualification","14","","",""
"Yes","2017","66 and older","(2a) intermediate vocational","194","1","1","1"
"Yes","2017","66 and older","(2c_gen) general maturity certificate","15","","",""
"Yes","2017","66 and older","(2c_voc) vocational maturity certificate","52","1","1","1"
"Yes","2017","66 and older","(3a) lower tertiary education","113","1","1","1"
"Yes","2017","66 and older","(3b) higher tertiary education","195","1","1","1"
"Yes","2018","16-34 y.","(0) in school","","","",""
"Yes","2018","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2018","16-34 y.","(1b) general elementary school","","","",""
"Yes","2018","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2018","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2018","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2018","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2018","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2018","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2018","35-65 y.","(0) in school","","","",""
"Yes","2018","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2018","35-65 y.","(1b) general elementary school","","","",""
"Yes","2018","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2018","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2018","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2018","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2018","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2018","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2018","66 and older","(0) in school","","","",""
"Yes","2018","66 and older","(1a) inadequately completed","","","",""
"Yes","2018","66 and older","(1b) general elementary school","","","",""
"Yes","2018","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2018","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2018","66 and older","(2a) intermediate vocational","","","",""
"Yes","2018","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2018","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","66 and older","(3a) lower tertiary education","","","",""
"Yes","2018","66 and older","(3b) higher tertiary education","","","",""
"Yes","2019","16-34 y.","(0) in school","1","","",""
"Yes","2019","16-34 y.","(1a) inadequately completed","3","","",""
"Yes","2019","16-34 y.","(1b) general elementary school","10","","",""
"Yes","2019","16-34 y.","(1c) basic vocational qualification","8","","",""
"Yes","2019","16-34 y.","(2b) intermediate general qualification","9","","",""
"Yes","2019","16-34 y.","(2a) intermediate vocational","12","","",""
"Yes","2019","16-34 y.","(2c_gen) general maturity certificate","13","","",""
"Yes","2019","16-34 y.","(2c_voc) vocational maturity certificate","13","","",""
"Yes","2019","16-34 y.","(3a) lower tertiary education","2","","",""
"Yes","2019","16-34 y.","(3b) higher tertiary education","8","","",""
"Yes","2019","35-65 y.","(0) in school","","","",""
"Yes","2019","35-65 y.","(1a) inadequately completed","29","","",""
"Yes","2019","35-65 y.","(1b) general elementary school","56","1","1","1"
"Yes","2019","35-65 y.","(1c) basic vocational qualification","227","1","1","1"
"Yes","2019","35-65 y.","(2b) intermediate general qualification","18","","",""
"Yes","2019","35-65 y.","(2a) intermediate vocational","267","1","1","1"
"Yes","2019","35-65 y.","(2c_gen) general maturity certificate","19","","",""
"Yes","2019","35-65 y.","(2c_voc) vocational maturity certificate","87","1","1","1"
"Yes","2019","35-65 y.","(3a) lower tertiary education","59","1","1","1"
"Yes","2019","35-65 y.","(3b) higher tertiary education","119","1","1","1"
"Yes","2019","66 and older","(0) in school","","","",""
"Yes","2019","66 and older","(1a) inadequately completed","17","","",""
"Yes","2019","66 and older","(1b) general elementary school","130","1","1","1"
"Yes","2019","66 and older","(1c) basic vocational qualification","506","1","1","1"
"Yes","2019","66 and older","(2b) intermediate general qualification","20","","",""
"Yes","2019","66 and older","(2a) intermediate vocational","222","1","1","1"
"Yes","2019","66 and older","(2c_gen) general maturity certificate","21","","",""
"Yes","2019","66 and older","(2c_voc) vocational maturity certificate","59","1","1","1"
"Yes","2019","66 and older","(3a) lower tertiary education","117","1","1","1"
"Yes","2019","66 and older","(3b) higher tertiary education","238","1","1","1"
